id,collection_unique_id,card_id,event_id,priority,created_at,updated_at
1007070,254,1007070,325.0,1000,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007080,251,1007080,,1000,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007090,249,1007090,,1000,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007101,249,1007101,325.0,990,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007121,118,1007121,319.0,950,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007141,50,1007141,,930,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007170,313,1007170,530.0,980,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007181,313,1007181,530.0,990,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007191,200,1007191,513.0,930,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007200,200,1007200,513.0,920,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007210,200,1007210,513.0,910,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007300,144,1007300,,990,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007310,126,1007310,,920,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007321,126,1007321,509.0,900,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007330,126,1007330,,910,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007341,126,1007341,509.0,890,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007350,122,1007350,406.0,970,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007360,248,1007360,135.0,1000,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007370,42,1007370,,899,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007380,53,1007380,,899,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007391,16,1007391,516.0,890,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007410,119,1007410,,900,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007420,273,1007420,,1000,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007430,271,1007430,,1000,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007440,272,1007440,,1000,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007450,176,1007450,,980,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007461,176,1007461,501.0,970,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007471,39,1007471,601.0,850,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007611,40,1007611,320.0,970,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007620,52,1007620,,950,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007660,49,1007660,,980,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007670,228,1007670,,940,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007681,229,1007681,323.0,940,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007700,131,1007700,,980,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007710,274,1007710,,1000,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007720,275,1007720,,1000,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007741,317,1007741,513.0,1000,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007750,109,1007750,,930,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007760,86,1007760,323.0,940,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007770,220,1007770,,940,2024-07-08 11:03:32.746703,2024-07-08 11:03:32.746703
1007780,43,1007780,,950,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1007811,39,1007811,601.0,860,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1007830,60,1007830,,840,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1007841,60,1007841,403.0,830,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1007860,109,1007860,,820,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1007880,43,1007880,,920,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1007890,47,1007890,,930,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1007900,13,1007900,333.0,900,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1007920,42,1007920,,897,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1007930,255,1007930,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1007940,35,1007940,,940,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1007950,257,1007950,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1007971,161,1007971,,990,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1007981,160,1007981,,990,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008010,318,1008010,333.0,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008020,156,1008020,,990,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008031,84,1008031,,940,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008071,35,1008071,333.0,910,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008081,61,1008081,,970,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008091,267,1008091,515.0,990,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008100,267,1008100,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008110,224,1008110,515.0,940,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008120,173,1008120,515.0,990,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008131,268,1008131,515.0,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008140,138,1008140,,960,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008150,390,1008150,348.0,990,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008180,345,1008180,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008190,350,1008190,534.0,980,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008260,85,1008260,338.0,950,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008270,85,1008270,,970,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008291,300,1008291,525.0,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008340,260,1008340,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008350,256,1008350,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008360,62,1008360,,940,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008370,60,1008370,,890,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008380,144,1008380,,980,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008390,42,1008390,,898,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008410,246,1008410,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008421,171,1008421,512.0,980,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008431,171,1008431,512.0,970,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008440,84,1008440,422.0,930,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008450,114,1008450,,990,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008480,183,1008480,329.0,990,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008490,169,1008490,329.0,980,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008500,60,1008500,,780,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008510,60,1008510,,880,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008520,39,1008520,,830,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008531,211,1008531,,940,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008541,46,1008541,320.0,790,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008551,52,1008551,320.0,970,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008561,40,1008561,320.0,930,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008571,39,1008571,320.0,840,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008581,40,1008581,320.0,920,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008590,137,1008590,,940,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008600,287,1008600,518.0,980,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008611,42,1008611,514.0,895,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008621,42,1008621,514.0,894,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008631,42,1008631,514.0,896,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008641,145,1008641,315.0,970,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008650,261,1008650,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008660,262,1008660,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008670,263,1008670,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008680,264,1008680,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008690,265,1008690,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008700,266,1008700,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008711,276,1008711,517.0,990,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008720,277,1008720,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008730,16,1008730,,900,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008741,16,1008741,516.0,880,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008751,16,1008751,516.0,870,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008760,284,1008760,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008770,270,1008770,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008780,270,1008780,,990,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008791,270,1008791,,980,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008801,270,1008801,,970,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008810,90,1008810,,930,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008821,90,1008821,502.0,920,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008830,56,1008830,502.0,950,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008840,287,1008840,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008851,287,1008851,518.0,990,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008860,293,1008860,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008871,213,1008871,519.0,940,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008880,294,1008880,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008891,308,1008891,528.0,960,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008900,285,1008900,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008910,286,1008910,137.0,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008921,39,1008921,,820,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008931,46,1008931,,780,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008941,43,1008941,,940,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008950,288,1008950,,940,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008961,288,1008961,521.0,920,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008970,288,1008970,,960,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008981,288,1008981,327.0,950,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1008990,288,1008990,,980,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1009001,288,1009001,327.0,970,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1009010,288,1009010,,990,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1009020,62,1009020,138.0,930,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1009030,290,1009030,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1009040,288,1009040,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1009050,289,1009050,,1000,2024-07-08 11:03:32.753339,2024-07-08 11:03:32.753339
1009060,168,1009060,,990,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009070,69,1009070,,970,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009080,131,1009080,,970,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009091,131,1009091,527.0,960,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009101,131,1009101,527.0,950,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009111,130,1009111,527.0,940,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009120,26,1009120,,980,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009131,26,1009131,578.0,970,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009140,127,1009140,336.0,960,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009160,295,1009160,,1000,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009190,44,1009190,,910,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009210,96,1009210,,900,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009221,96,1009221,,890,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009231,96,1009231,,880,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009241,260,1009241,501.0,990,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009251,262,1009251,,990,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009261,265,1009261,,990,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009280,135,1009280,,940,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009290,86,1009290,,930,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009300,68,1009300,,980,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009310,8,1009310,,790,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009320,291,1009320,,1000,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009331,291,1009331,519.0,990,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009340,292,1009340,,1000,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009351,292,1009351,520.0,990,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009360,101,1009360,602.0,950,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009371,101,1009371,602.0,940,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009381,101,1009381,602.0,930,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009390,199,1009390,506.0,910,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009420,298,1009420,,1000,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009431,298,1009431,525.0,990,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009440,231,1009440,334.0,940,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009481,225,1009481,,940,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009490,46,1009490,,770,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009501,45,1009501,502.0,930,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009511,295,1009511,520.0,990,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009521,288,1009521,521.0,930,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009530,42,1009530,,893,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009540,53,1009540,,898,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009550,293,1009550,328.0,990,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009560,213,1009560,328.0,910,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009570,213,1009570,,900,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009581,213,1009581,522.0,890,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009591,53,1009591,524.0,896,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009600,297,1009600,,1000,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009610,10,1009610,,970,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009621,10,1009621,,960,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009631,307,1009631,,1000,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009641,138,1009641,503.0,940,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009650,138,1009650,,950,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009661,119,1009661,319.0,930,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009680,297,1009680,523.0,980,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009701,213,1009701,328.0,920,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009711,53,1009711,328.0,897,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009721,53,1009721,524.0,896,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009731,53,1009731,524.0,896,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009741,53,1009741,524.0,896,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009750,53,1009750,,896,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009760,213,1009760,,930,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009771,49,1009771,522.0,970,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009781,49,1009781,522.0,960,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009791,297,1009791,523.0,990,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009800,311,1009800,329.0,1000,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009810,126,1009810,139.0,880,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009820,299,1009820,,1000,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009831,299,1009831,526.0,990,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009850,296,1009850,,1000,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009861,200,1009861,513.0,900,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009870,62,1009870,133.0,920,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009881,40,1009881,,910,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009891,52,1009891,,960,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009901,117,1009901,,940,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009911,280,1009911,,990,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009921,39,1009921,,800,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009931,179,1009931,,940,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009941,39,1009941,,810,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009951,153,1009951,,970,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009961,66,1009961,,960,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009971,98,1009971,,890,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009981,145,1009981,,960,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1009990,152,1009990,,980,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010001,152,1010001,525.0,970,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010010,154,1010010,,980,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010021,154,1010021,526.0,980,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010031,204,1010031,,940,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010040,101,1010040,,910,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010050,44,1010050,,900,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010061,45,1010061,502.0,920,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010071,45,1010071,502.0,930,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010090,95,1010090,,940,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010100,169,1010100,,970,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010110,35,1010110,,930,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010120,294,1010120,,990,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010130,152,1010130,,960,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010140,65,1010140,,950,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010150,119,1010150,,940,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010161,119,1010161,319.0,920,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010170,116,1010170,,970,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010180,66,1010180,,950,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010190,132,1010190,527.0,990,2024-07-08 11:03:32.759984,2024-07-08 11:03:32.759984
1010200,57,1010200,,990,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010210,77,1010210,,900,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010220,109,1010220,,910,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010230,65,1010230,,940,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010240,308,1010240,,1000,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010251,308,1010251,528.0,970,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010261,308,1010261,528.0,990,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010271,223,1010271,528.0,930,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010280,309,1010280,,1000,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010291,309,1010291,529.0,990,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010301,50,1010301,529.0,920,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010311,50,1010311,529.0,910,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010321,310,1010321,529.0,1000,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010331,169,1010331,329.0,960,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010350,315,1010350,332.0,1000,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010361,316,1010361,332.0,1000,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010411,45,1010411,,910,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010420,174,1010420,,990,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010431,175,1010431,501.0,990,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010441,176,1010441,501.0,960,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010451,107,1010451,,950,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010461,107,1010461,,940,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010470,22,1010470,,900,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010481,33,1010481,502.0,910,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010491,35,1010491,502.0,930,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010501,126,1010501,139.0,800,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010510,20,1010510,,950,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010520,33,1010520,,920,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010530,312,1010530,,970,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010540,33,1010540,,940,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010550,312,1010550,,1000,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010561,33,1010561,530.0,930,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010571,60,1010571,503.0,870,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010581,109,1010581,503.0,920,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010590,268,1010590,,990,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010600,138,1010600,503.0,930,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010611,62,1010611,138.0,910,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010621,288,1010621,138.0,910,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010630,91,1010630,,960,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010640,151,1010640,340.0,990,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010650,194,1010650,340.0,990,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010661,322,1010661,340.0,990,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010670,322,1010670,,1000,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010680,323,1010680,,1000,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010690,324,1010690,,980,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010700,325,1010700,,1000,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010711,39,1010711,,790,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010721,39,1010721,601.0,780,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010731,143,1010731,,930,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010741,143,1010741,511.0,940,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010751,181,1010751,,980,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010771,154,1010771,,970,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010781,230,1010781,323.0,940,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010791,5,1010791,,960,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010801,5,1010801,,970,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010811,228,1010811,,930,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010820,313,1010820,530.0,970,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010831,116,1010831,503.0,960,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010840,198,1010840,,930,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
1010851,198,1010851,505.0,920,2024-07-08 11:03:32.766293,2024-07-08 11:03:32.766293
