id,name,description,causality_description,aim_target,increase_rate,lv_bonus,is_inactive
660,Wolf Fang Strike,"Causes extreme damage 
with a rare chance to stun the enemy",,0,120,15,0
661,Saibaiman Assault,"Causes immense damage to enemy 
while sacrificing 10% HP",,0,180,25,0
662,Vanishing Ball,"Causes immense damage to enemy 
and recovers 10% HP",,0,180,25,0
663,Super Vanishing Ball,"Causes immense damage to enemy 
and recovers 12% HP",,0,180,25,0
664,Mighty Powerful God Shockwave,"Causes extreme damage to enemy 
and lowers DEF",,0,120,15,0
665,Planet Burst,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0
666,Super Spirit Bomb,"Causes supreme damage to enemy, 
ATK +20% for all allies for 1 turn",,0,130,20,0
667,Big Bang Attack,"Causes supreme damage 
and raises ATK for 3 turns",,0,100,20,0
668,Assault Rain,"Causes supreme damage with 
a rare chance of stunning the enemy",,0,150,20,0
669,Super Vanishing Ball,Causes immense damage to enemy,,0,180,25,0
670,Vice Shout,Causes supreme damage to enemy,,0,150,20,0
671,Kamehameha Cannon,Causes extreme damage to enemy,,0,120,15,0
672,Flying Nimbus,Causes extreme damage to enemy,,0,120,15,0
673,Neo Tri-Beam,Causes supreme damage to enemy,,0,150,20,0
674,Soul Punisher,"Causes immense damage to enemy 
and lowers ATK & DEF",,0,180,25,0
675,Soul Punisher,"Causes immense damage to enemy 
and lowers ATK & DEF",,0,180,25,0
676,Rakshasa's Claw,"Causes immense damage to enemy 
and greatly lowers DEF",,0,180,25,0
677,Rakshasa's Claw,"Causes immense damage to enemy 
and greatly lowers DEF",,0,180,25,0
678,Lightning Shower Rain,"Causes extreme damage to enemy 
and lowers DEF",,0,120,15,0
679,Hyper Tornado,"Causes supreme damage to enemy 
and greatly lowers ATK",,0,150,20,0
680,Limitbreaker Kamehameha,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0
681,Ki Blast Cannon,Causes extreme damage to enemy,,0,120,15,0
682,Brave Smash,Causes supreme damage to enemy,,0,150,20,0
683,Demon Scythe,Causes huge damage to enemy,,0,100,10,0
684,Flying Attack,Causes huge damage to enemy,,0,100,10,0
685,Cannon Transformation,Causes extreme damage to enemy,,0,120,15,0
686,Full Power Energy Wave,Causes supreme damage to enemy,,0,150,20,0
687,Eraser Cannon,Causes supreme damage to enemy,,0,150,20,0
688,Gigantic Meteor,Causes colossal damage to all enemies,,1,200,5,0
689,Omega Blaster,Causes mega-colossal damage to enemy,,0,250,10,0
690,Full Power S.S. Deadly Bomber,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0
691,Big Bang Crash,"Causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0
692,Neo Tri-Beam,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0
693,Flame Shower Breath,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0
694,Final Flash,"Causes supreme damage to enemy 
and raises DEF by 30% for 6 turns",,0,150,20,0
695,Final Spirit Cannon,"Greatly raises ATK for 1 turn 
and causes supreme damage to enemy",,0,150,20,0
696,Dirty Fireworks,"Causes supreme damage 
with a rare chance of stunning the enemy",,0,150,20,0
697,Masenko,"Causes supreme damage to enemy 
and raises ATK for 6 turns",,0,100,20,0
698,Kamehameha,"Causes supreme damage to enemy 
and raises ATK for 6 turns",,0,100,20,0
699,Kamehameha,"Causes supreme damage; 
allies' ATK +25% for 1 turn",,0,125,20,0
700,Kill Driver,"Causes supreme damage with 
a high chance of stunning the enemy",,0,150,20,0
701,Galactic Donut,"Causes immense damage to enemy 
and greatly lowers DEF",,0,180,25,0
702,Charging Ultra Buu Buu Volleyball,"Massively raises ATK for 1 turn 
and causes immense damage to enemy",,0,180,25,0
703,Life-Risking Blow,"Causes immense damage to enemy 
and raises ATK for 1 turn",,0,180,25,0
704,Galactic Donut,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0
705,Kamehameha,"Causes supreme damage to enemy; 
raises allies' ATK by 20% for 1 turn",,0,130,20,0
706,Burning Kamehameha,"Causes supreme damage to enemy 
and raises ATK for 6 turns",,0,100,20,0
707,Charging Ultra Buu Buu Volleyball,Causes immense damage to enemy,,0,180,25,0
708,Bio-Hyper Beam,Causes extreme damage to enemy,,0,120,15,0
709,Eraser Cannon,Causes supreme damage to enemy,,0,150,20,0
710,Triple Kamehameha,"Causes extreme damage to enemy and 
raises allies' ATK by 20% for 1 turn",,0,100,15,0
711,Triple Kamehameha,"Causes supreme damage to enemy; 
raises allies' ATK by 20% for 1 turn",,0,130,20,0
712,Triple Kamehameha,"Causes supreme damage to enemy; 
raises allies' ATK by 20% for 1 turn",,0,130,20,0
713,Destructo-Disc,"Causes supreme damage to enemy 
and raises ATK for 3 turns",,0,100,20,0
714,Power Blitz,"Causes supreme damage to enemy 
and raises ATK for 6 turns",,0,100,20,0
715,Kamehameha,"Causes supreme damage to enemy 
and raises ATK for 3 turns",,0,100,20,0
716,Final Cannon,"Causes supreme damage to enemy 
and raises ATK for 3 turns",,0,100,20,0
717,Ultra Genome Ray,Causes supreme damage to enemy,,0,150,20,0
718,Dynamite Kick,Causes extreme damage to enemy,,0,120,15,0
719,Present Bomb,"Causes supreme damage 
with rare chance to stun the enemy",,0,150,20,0
720,Present Bomb,"Causes colossal damage 
with a rare chance to stun the enemy",,0,200,5,0
721,"Hercule Miracle Special 
Ultra Super Megaton Punch","Causes mega-colossal damage; 
DEF +50% for 3 turns",,0,250,10,0
722,Black Kamehameha,Causes supreme damage to enemy,,0,150,20,0
723,Holy Light Grenade,"Causes supreme damage to enemy 
and raises DEF by 30% for 3 turns",,0,150,20,0
724,Holy Light Grenade,"Causes colossal damage to enemy 
and raises DEF by 30% for 3 turns",,0,200,5,0
725,Concerto Slash,"Causes mega-colossal damage to enemy 
and raises DEF by 30% for 6 turns",,0,250,10,0
726,Shock Wave,"Causes supreme damage with 
a rare chance of stunning the enemy",,0,150,20,0
727,Final Spirit Cannon,"Greatly raises ATK for 1 turn 
and causes supreme damage to enemy",,0,150,20,0
728,Energy Bullet,"Causes supreme damage to enemy 
and raises allies' ATK by 20% for 1 turn",,0,130,20,0
729,Heat Dome Attack,Causes supreme damage to enemy,,0,150,20,0
730,Double Eraser Cannon,"Causes immense damage to enemy 
and greatly lowers DEF",,0,180,25,0
731,Gigantic Omega,"Causes immense damage to enemy 
and greatly lowers DEF",,0,180,25,0
732,Double Eraser Cannon,Causes supreme damage to enemy,,0,150,20,0
733,Kamehameha,Causes supreme damage to enemy,,0,150,20,0
734,Double Sunday,Causes supreme damage to enemy,,0,150,20,0
735,Galick Gun,Causes supreme damage to enemy,,0,150,20,0
736,Super Breath Cannon,Causes destructive damage to enemy,,0,100,10,0
737,Final Flash,Causes supreme damage to enemy,,0,150,20,0
738,Dangerous Combination,"Causes supreme damage to enemy; 
raises allies' ATK by 25% for 1 turn",,0,125,20,0
739,Hyper Meta-Rilldo Punch,"Greatly raises ATK for 1 turn 
and causes supreme damage to enemy",,0,150,20,0
740,Special Beam Cannon,Causes supreme damage to enemy,,0,150,20,0
741,Bio-Bomb,Causes huge damage to enemy,,0,100,10,0
742,Madness Wand,Causes supreme damage to enemy,,0,150,20,0
743,Guilty Rush,Causes supreme damage to enemy,,0,150,20,0
744,Guilty Rush,Causes supreme damage to enemy,,0,150,20,0
745,Super Wahaha no Ha,Causes supreme damage to enemy,,0,150,20,0
746,Burning Shoot,"Causes supreme damage to enemy 
and greatly lowers ATK",,0,150,20,0
747,Thunder Flash,"Causes supreme damage to enemy 
and greatly lowers ATK",,0,150,20,0
748,Kamehameha,"Causes huge damage to enemy 
and raises ATK for 3 turns",,0,50,10,0
749,Kamehameha,"Causes extreme damage to enemy 
and raises ATK for 3 turns",,0,70,15,0
750,Super Kaioken Kamehameha,"Causes immense damage to enemy 
while sacrificing 7% HP",,0,180,25,0
751,Super Kaioken Kamehameha,"Causes immense damage to enemy 
while sacrificing 7% HP",,0,180,25,0
752,Solar Kamehameha,Causes supreme damage and lowers DEF,,0,150,20,0
753,Death Ball,"Causes supreme damage 
with a rare chance to stun the enemy",,0,150,20,0
754,Full Power Death Beam,Causes extreme damage to enemy,,0,120,15,0
755,Energy Blast,"Causes supreme damage to enemy; 
DEF +30% for 1 turn",,0,150,20,0
756,Gigantic Impact,"Causes immense damage to enemy; 
DEF -30% for 1 turn",,0,180,25,0
757,Time Skip,"Causes supreme damage with 
a chance of stunning the enemy",,0,150,20,0
758,Special Beam Cannon (Clone),"Causes supreme damage to enemy 
and greatly raises ATK for 1 turn",,0,150,20,0
759,Galick Gun,Causes supreme damage to enemy,,0,150,20,0
760,Wolf Fang Fist,Causes supreme damage to enemy,,0,150,20,0
761,Rocket Launcher,Causes supreme damage to enemy,,0,120,15,0
762,Rocket Launcher,Causes supreme damage to enemy,,0,150,20,0
763,Super Spirit Bomb,"Causes supreme damage; 
allies' ATK +20% for 1 turn",,0,130,20,0
764,Big Bang Kamehameha,"Raises ATK & DEF for 1 turn 
and causes immense damage to enemy",,0,180,25,0
765,100x Big Bang Kamehameha,"Greatly raises ATK & DEF for 1 turn 
and causes immense damage to enemy",,0,180,25,0
766,Gigantic Blaze,"Causes immense damage to enemy 
and greatly lowers DEF",,0,180,25,0
767,Minus Energy Power Ball,"Causes immense damage to enemy 
and greatly lowers DEF",,0,180,25,0
768,Dark Dragon-Slaying Bullet,"Causes extreme damage to enemy 
and lowers DEF",,0,120,15,0
769,Minus Energy Power Ball,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0
770,Super Kamehameha,"Causes extreme damage to enemy 
and raises allies' ATK by 20% for 1 turn",,0,100,15,0
771,Super Kamehameha,"Causes supreme damage to enemy 
and raises allies' ATK by 20% for 1 turn",,0,130,20,0
772,10x Kamehameha,Causes immense damage to enemy,,0,180,25,0
773,Big Bang Kamehameha,Causes immense damage to enemy,,0,180,25,0
774,100x Big Bang Kamehameha,Causes immense damage to enemy,,0,180,25,0
775,Break Cannon,Causes supreme damage to enemy,,0,150,20,0
776,Kamehameha,Causes supreme damage to enemy,,0,150,20,0
777,Destructo-Disc,Causes supreme damage to enemy,,0,150,20,0
778,Evil Impulse,Causes supreme damage to enemy,,0,150,20,0
779,Justice Rush,Causes supreme damage to enemy,,0,150,20,0
780,Galick Cannon,"Causes supreme damage to enemy 
and raises ATK & DEF by 30% for 3 turns",,0,120,20,0
781,Time Skip,"Causes supreme damage 
with a rare chance of stunning the enemy",,0,150,20,0
782,Burning Attack,Causes supreme damage to enemy,,0,150,20,0
783,Burning Attack,"Causes supreme damage to enemy 
and raises DEF by 30% for 3 turns",,0,150,20,0
784,Burning Attack,"Causes colossal damage to enemy 
and raises DEF by 30% for 3 turns",,0,200,5,0
785,Shining Sword Attack,"Causes mega-colossal damage to enemy 
and raises DEF by 30% for 3 turns",,0,250,10,0
786,Burning Attack,"Causes supreme damage to enemy 
and raises ATK for 6 turns",,0,100,20,0
787,Finish Buster,"Causes supreme damage to enemy 
and raises DEF by 30% for 6 turns",,0,150,20,0
788,Sphere of Destruction,"Causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0
789,Death Ball,"Causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0
790,Spirit Cannon,"Greatly raises ATK for 1 turn 
and causes supreme damage to enemy",,0,150,20,0
791,Galick Gun,Causes extreme damage to enemy,,0,120,15,0
792,Brotherhood Galick Gun,"Causes supreme damage 
and raises allies' ATK by 20% for 1 turn",,0,130,20,0
793,Wolf Fang Volleyball Fist,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0
794,Spirit Cannon,Causes supreme damage to enemy,,0,150,20,0
795,Burst Rush,"Raises ATK 
and causes immense damage to enemy",,0,150,25,0
796,Burst Rush,"Raises ATK 
and causes immense damage to enemy",,0,150,25,0
797,Super Kamehameha,"Raises ATK 
and causes extreme damage to enemy",,0,90,15,0
798,Assault Rain,Causes supreme damage to enemy,,0,150,20,0
799,Kamehameha,"Causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0
800,Super Kamehameha,"Greatly raises ATK for 1 turn 
and causes supreme damage to enemy",,0,150,20,0
801,Burst Rush,Causes immense damage to enemy,,0,180,25,0
802,Final Cannon,Causes supreme damage to enemy,,0,150,20,0
803,Final Cannon,"Causes supreme damage to enemy 
and raises DEF by 30% for 1 turn",,0,150,20,0
804,Fusion,"Lowers own ATK for 1 turn 
and causes colossal damage to enemy",,0,200,5,0
805,Fusion,"Causes mega-colossal damage to enemy 
and raises DEF by 30% for 1 turn",,0,250,10,0
806,Angry Kamehameha,"Greatly raises ATK for 1 turn 
and causes supreme damage to enemy",,0,150,20,0
807,Final Flash,"Causes supreme damage to enemy 
and raises ATK for 9 turns",,0,100,20,0
808,Big Bang Attack,"Causes supreme damage to enemy 
and all allies' ATK +20% for 1 turn",,0,130,20,0
809,Sleepy Boy Technique,"Causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0
810,Sleepy Boy Technique,"Causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0
811,Dragon Light Bullet,"Causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0
812,Kamehameha,Causes supreme damage to enemy,,0,150,20,0
813,Super Flame Cannon,Causes destructive damage to enemy,,0,100,10,0
814,Seductive Attack,"Causes extreme damage 
with a chance to stun the enemy",,0,120,15,0
815,Wolf Fang Fist,"Causes extreme damage to enemy 
and lowers ATK",,0,120,15,0
816,Dangers' Triangle,"Causes supreme damage to enemy 
and raises DEF by 30% for 6 turns",,0,150,20,0
817,Wolfgang Penetrator,Causes destructive damage to enemy,,0,100,10,0
818,Meteor Shower Assault,"Causes supreme damage with 
a rare chance of stunning the enemy",,0,150,20,0
819,Justice Flash,"Causes supreme damage to enemy 
and raises Super Class allies' 
ATK by 25% for 1 turn",,0,125,20,0
820,Super Electric Strike,"Causes supreme damage to enemy 
and raises ATK for 6 turns",,0,100,20,0
821,Kamehameha,Causes extreme damage to enemy,,0,120,15,0
822,Shining Blaster,Causes extreme damage to enemy,,0,120,15,0
823,Poison Blow,"Causes extreme damage to enemy 
and lowers ATK & DEF",,0,120,15,0
824,Justice Flash,Causes supreme damage to enemy,,0,150,20,0
825,Emperor Death Beam,"Causes immense damage to enemy 
and greatly lowers DEF",,0,180,25,0
826,Great Death Beam,"Causes immense damage to enemy 
and greatly lowers DEF",,0,180,25,0
827,Death Ball,"Causes extreme damage to enemy 
and lowers ATK",,0,120,15,0
828,Witchcraft,"Causes supreme damage 
with a chance to stun the enemy",,0,150,20,0
829,Super Kamehameha,"Raises ATK 
and causes extreme damage to enemy",,0,90,15,0
830,Death Ball,"Causes extreme damage to enemy 
and raises ATK for 3 turns",,0,70,15,0
831,Emperor Death Beam,"Causes supreme damage to enemy 
and raises ATK for 3 turns",,0,100,20,0
832,Super Electric Strike,Causes supreme damage to enemy,,0,150,20,0
833,Kamehameha,Causes extreme damage to enemy,,0,120,15,0
834,Kamehameha,Causes supreme damage to enemy,,0,150,20,0
835,Super Kamehameha,Causes extreme damage to enemy,,0,120,15,0
836,Emperor Death Beam,Causes supreme damage to enemy,,0,150,20,0
837,Kamehameha,"Raises ATK 
and causes immense damage to enemy",,0,150,25,0
838,Kamehameha,Causes supreme damage to enemy,,0,150,20,0
839,Destructo-Disc,Causes supreme damage to enemy,,0,150,20,0
840,Death Ball,Causes extreme damage to enemy,,0,120,15,0
841,Grand Smasher,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0
842,Galactic Buster,"Causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0
843,Galactic Buster,"Causes colossal damage to enemy 
and greatly lowers DEF",,0,200,5,0
844,Galactic Suppression,"Causes mega-colossal damage to enemy; 
raises Extreme Class allies' ATK by 40% for 1 turn",,0,210,10,0
845,Devilish Blade,"Causes extreme damage to enemy 
and lowers DEF",,0,120,15,0
846,Devilish Blade,"Causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0
847,Spirit Bomb,"Causes colossal damage to enemy 
and raises allies' ATK by 20% for 1 turn",,0,180,5,0
848,Super Spirit Bomb,"Causes mega-colossal damage to enemy 
and raises allies' ATK & DEF by 25% for 1 turn",,0,225,10,0
849,Power Pole,"Causes colossal damage 
with a rare chance to stun the enemy",,0,200,5,0
850,Incident Under the Full Moon,"Greatly raises ATK for 1 turn 
and causes mega-colossal damage to enemy",,0,250,10,0
851,Maiden Burst,"Causes supreme damage 
with a chance to stun the enemy",,0,150,20,0
852,Destructo-Disc,Causes supreme damage to enemy,,0,150,20,0
853,Wolf Fang Fist,Causes supreme damage to enemy,,0,150,20,0
854,Tri-Beam,Causes supreme damage to enemy,,0,150,20,0
855,Dodon Ray,Causes supreme damage to enemy,,0,150,20,0
856,Dynamite Kick,Causes supreme damage to enemy,,0,150,20,0
857,Videl Rush,Causes supreme damage to enemy,,0,150,20,0
858,Flame Shower Breath,Causes supreme damage to enemy,,0,150,20,0
859,Final Spirit Cannon,Causes supreme damage to enemy,,0,150,20,0
860,Flame Bullet,Causes supreme damage to enemy,,0,150,20,0
861,Energy Bullet,Causes supreme damage to enemy,,0,150,20,0
862,Angry Launcher,Causes supreme damage to enemy,,0,150,20,0
863,Massive Catapult,Causes supreme damage to enemy,,0,150,20,0
864,Justice Kick,Causes supreme damage to enemy,,0,150,20,0
865,Justice Eagle,Causes supreme damage to enemy,,0,150,20,0
866,Special Beam Cannon,Causes supreme damage to enemy,,0,150,20,0
867,Galactic Donut,Causes supreme damage to enemy,,0,150,20,0
868,Kamehameha,Causes supreme damage to enemy,,0,150,20,0
869,Instant Transmission Kamehameha,Causes supreme damage to enemy,,0,150,20,0
870,Final Impact,Causes supreme damage to enemy,,0,150,20,0
871,Victory Cannon,Causes supreme damage to enemy,,0,150,20,0
872,Big Bang Attack,Causes supreme damage to enemy,,0,150,20,0
873,Finish Buster,Causes supreme damage to enemy,,0,150,20,0
874,Final Flash,Causes supreme damage to enemy,,0,150,20,0
875,Finish Buster,Causes supreme damage to enemy,,0,150,20,0
876,Super Kamehameha,Causes immense damage to enemy,,0,180,25,0
877,Maximum Flasher,Causes immense damage to enemy,,0,180,25,0
878,Light Grenade,Causes immense damage to enemy,,0,180,25,0
879,Family Kamehameha,Causes immense damage to enemy,,0,180,25,0
880,Family Kamehameha,Causes immense damage to enemy,,0,180,25,0
881,Family Kamehameha,Causes immense damage to enemy,,0,180,25,0
882,Super Kamehameha,Causes immense damage to enemy,,0,180,25,0
883,Super Kamehameha,Causes immense damage to enemy,,0,180,25,0
884,Kamehameha,Causes immense damage to enemy,,0,180,25,0
885,Final Impact,Causes immense damage to enemy,,0,180,25,0
886,Final Cannon,Causes immense damage to enemy,,0,180,25,0
887,Galick Gun,Causes supreme damage to enemy,,0,150,20,0
888,Giant Storm,Causes supreme damage to enemy,,0,150,20,0
889,Double Sunday,Causes supreme damage to enemy,,0,150,20,0
890,Super Dodon Ray,Causes supreme damage to enemy,,0,150,20,0
891,Dodon Ray,Causes supreme damage to enemy,,0,150,20,0
892,Photon Wave,Causes supreme damage to enemy,,0,150,20,0
893,Eye Beam,Causes supreme damage to enemy,,0,150,20,0
894,Death Ball,Causes supreme damage to enemy,,0,150,20,0
895,Elegant Blaster,Causes supreme damage to enemy,,0,150,20,0
896,Maximum Buster,Causes supreme damage to enemy,,0,150,20,0
897,Milky Cannon,Causes supreme damage to enemy,,0,150,20,0
898,Recoome Eraser Gun,Causes supreme damage to enemy,,0,150,20,0
899,Blue Impulse,Causes supreme damage to enemy,,0,150,20,0
900,Crusher Ball,Causes supreme damage to enemy,,0,150,20,0
901,Psycho Javelin,Causes supreme damage to enemy,,0,150,20,0
902,Death Beam,Causes supreme damage to enemy,,0,150,20,0
903,Full Power Death Beam,Causes supreme damage to enemy,,0,150,20,0
904,Death Chaser,Causes supreme damage to enemy,,0,150,20,0
905,Thouser Blade,Causes supreme damage to enemy,,0,150,20,0
906,Doure Grenade,Causes supreme damage to enemy,,0,150,20,0
907,Naise Bind Wave,Causes supreme damage to enemy,,0,150,20,0
908,S.S. Deadly Bomber,Causes supreme damage to enemy,,0,150,20,0
909,Murder Ball,Causes supreme damage to enemy,,0,150,20,0
910,Murder Ball,Causes supreme damage to enemy,,0,150,20,0
911,Kill Driver,Causes supreme damage to enemy,,0,150,20,0
912,Meteor Ball,Causes supreme damage to enemy,,0,150,20,0
913,Planet Bomb,Causes supreme damage to enemy,,0,150,20,0
914,Cosmic Attack,Causes supreme damage to enemy,,0,150,20,0
915,Gemini Shot,Causes supreme damage to enemy,,0,150,20,0
916,Super Kamehameha,Causes immense damage to enemy,,0,180,25,0
917,Kamehameha,Causes immense damage to enemy,,0,180,25,0
918,Galactic Buster,Causes immense damage to enemy,,0,180,25,0
919,Devilish Blade,Causes immense damage to enemy,,0,180,25,0
920,Shoot Blaster,Causes immense damage to enemy,,0,180,25,0
921,Brave Gatling,Causes immense damage to enemy,,0,180,25,0
922,Psychic Blaze,Causes immense damage to enemy,,0,180,25,0
923,Flame Shower Breath,Causes immense damage to enemy,,0,180,25,0
924,Demon Eye,Causes immense damage to enemy,,0,180,25,0
925,Amazing Rush,"Causes supreme damage 
with a rare chance to stun the enemy",,0,150,20,0
926,Big Bang Attack,"Causes immense damage to enemy; 
raises allies' ATK by 25% for 1 turn",,0,155,25,0
927,Spirit Sword Slash,"Causes immense damage to enemy; 
raises allies' ATK by 30% for 1 turn",,0,150,25,0
928,Big Bang Attack,"Causes extreme damage to enemy 
and raises allies' ATK by 20% for 1 turn",,0,100,15,0
929,Big Bang Attack,Causes supreme damage to enemy,,0,150,20,0
930,Big Bang Attack,Causes immense damage to enemy,,0,180,25,0
931,Spirit Sword Slash,Causes immense damage to enemy,,0,180,25,0
932,Gigantic Blast,"Causes immense damage to enemy 
and greatly lowers DEF",,0,180,25,0
933,Dragon Fist (Extreme),"Causes immense damage to enemy 
and greatly lowers DEF",,0,180,25,0
934,Minus Energy Zone,Causes supreme damage to enemy and lowers ATK,,0,150,20,0
935,Burning Attack,Causes supreme damage to enemy and raises DEF by 30% for 6 turns,,0,150,20,0
936,Hyper Masenko Wave,Causes supreme damage to enemy and raises ATK for 6 turns,,0,100,20,0
937,Double Sunday,"Causes extreme damage to enemy 
and lowers DEF",,0,120,15,0
938,Weekend,"Causes mass damage to all enemies 
and lowers DEF",,1,120,15,0
939,Final Spirit Cannon,Causes supreme damage to enemy,,0,150,20,0
940,Galick Gun,Causes huge damage to enemy,,0,100,10,0
941,Giant Storm,Causes huge damage to enemy,,0,100,10,0
942,Dodon Ray,"Causes supreme damage with 
a rare chance of stunning the enemy",,0,150,20,0
943,Double Dodon Ray,"Causes supreme damage with 
a rare chance of stunning the enemy",,0,150,20,0
944,Double Dodon Ray,"Causes colossal damage with 
a rare chance of stunning the enemy",,0,200,5,0
945,Strike of Bond,"Causes mega-colossal damage 
with a chance of stunning the enemy",,0,250,10,0
946,Four Witches Technique,"Causes supreme damage 
and raises ATK & DEF by 30% for 6 turns",,0,120,20,0
947,Telekinesis,"Causes extreme damage 
with a rare chance to stun the enemy",,0,120,15,0
948,Slash,Causes huge damage to enemy,,0,100,10,0
949,Knuckle,Causes huge damage to enemy,,0,100,10,0
950,Masenko,"Causes supreme damage 
and raises ATK & DEF by 30% for 3 turns",,0,120,20,0
951,Big Bang Attack,"Raises ATK & DEF 
and causes supreme damage to enemy",,0,130,20,0
952,Big Bang Attack,"Raises ATK & DEF 
and causes supreme damage to enemy",,0,130,20,0
953,Vegito Sword,"Raises ATK & DEF 
and causes colossal damage to enemy",,0,180,5,0
954,God Impact,"Greatly raises ATK for 1 turn 
and causes mega-colossal damage to enemy",,0,250,10,0
955,Furious Galick Gun,"Raises ATK for 1 turn 
and causes supreme damage to enemy",,0,150,20,0
956,Big Bang Attack,Causes extreme damage to enemy,,0,120,15,0
957,Final Flash,Causes supreme damage to enemy,,0,150,20,0
958,Furious Galick Gun,"Raises ATK temporarily and 
causes supreme damage to enemy",,0,150,20,0
959,Furious Galick Gun,"Greatly raises ATK for 1 turn 
and causes supreme damage to enemy",,0,150,20,0
960,Big Bang Attack,Causes extreme damage to enemy,,0,120,15,0
961,Final Flash,Causes supreme damage to enemy,,0,150,20,0
962,Furious Galick Gun,"Greatly raises ATK temporarily and 
causes supreme damage to enemy",,0,150,20,0
963,Galick Gun,Causes extreme damage to enemy,,0,120,15,0
964,Galick Gun,Causes supreme damage to enemy,,0,150,20,0
965,Cataclysmic Orb,"Causes supreme damage to enemy 
and raises DEF by 30% for 3 turns",,0,150,20,0
966,God of Destruction's Edict,"Causes supreme damage to enemy and 
raises DEF by 30% for 6 turns",,0,150,20,0
967,Cataclysmic Orb,Causes supreme damage to enemy,,0,150,20,0
968,God of Destruction's Edict,Causes supreme damage to enemy,,0,150,20,0
969,Rebellion Fang,"Causes immense damage to enemy; 
medium chance to seal Super Attack",,0,180,25,0
970,Rebellion Edge,"Causes immense damage to enemy; 
medium chance to seal Super Attack",,0,180,25,0
971,Rebellion Trigger,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0
972,Super Kamehameha,"Causes supreme damage to enemy 
and raises ATK for 3 turns",,0,100,20,0
973,Final Flash,"Causes supreme damage to enemy 
and raises DEF by 30% for 3 turns",,0,150,20,0
974,Final Spirit Cannon,Causes supreme damage to enemy,,0,150,20,0
975,Solar Kamehameha,Causes supreme damage to enemy,,0,150,20,0
976,Death Ball,Causes supreme damage to enemy,,0,150,20,0
977,Kamehameha,Causes supreme damage to enemy,,0,150,20,0
978,Instant Transmission Kamehameha,Causes supreme damage to enemy,,0,150,20,0
979,Instant Transmission Kamehameha,"Causes colossal damage 
with a rare chance of stunning the enemy",,0,200,5,0
980,Dragon Fist,"Causes mega-colossal damage to enemy 
and greatly lowers DEF",,0,250,10,0
981,Brave Sword Attack,"Causes immense damage to enemy 
and lowers ATK",,0,180,25,0
982,Brave Sword Attack,"Causes immense damage to enemy 
and lowers ATK",,0,180,25,0
983,Phantom Demon Flame Cannon,"Greatly raises ATK temporarily and 
causes destructive damage to enemy",,0,100,10,0
984,Phantom Demon Flame Cannon,"Greatly raises ATK temporarily and 
causes destructive damage to enemy",,0,100,10,0
985,Brave Sword Attack,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0
986,Brave Sword Attack,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0
987,Brave Sword Attack,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0
988,Wicked Waves,"Causes extreme damage 
with a medium chance to stun the enemy",,0,120,15,0
989,Brave Sword Attack,"Greatly raises ATK for 1 turn 
and causes extreme damage to enemy",,0,120,15,0
990,Kamehameha,"Causes supreme damage to enemy 
and raises ATK for 3 turns",,0,100,20,0
991,Justice Eagle,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0
992,Shining Slash,Causes extreme damage to enemy,,0,120,15,0
993,Shining Slash,Causes supreme damage to enemy,,0,150,20,0
994,Phantom Demon Flame Cannon,Causes destructive damage to enemy,,0,100,10,0
995,Phantom Demon Flame Cannon,Causes destructive damage to enemy,,0,100,10,0
996,Gigantic Meteor (Extreme),"Causes supreme damage to all 
enemies and raises ATK for 3 turns",,1,100,20,0
997,Destructo-Disc,Causes supreme damage to enemy,,0,150,20,0
998,Vegito Sword,"Raises ATK & DEF 
and causes immense damage to enemy",,0,160,25,0
999,Final Kamehameha,"Raises ATK & DEF 
and causes immense damage to enemy",,0,160,25,0
1000,Scythe of Sorrow,"Causes immense damage to enemy; 
Extreme Class allies' ATK +30% for 1 turn",,0,150,25,0
1001,Waltz of Chaos,"Causes immense damage to enemy; 
Extreme Class allies' ATK +30% for 1 turn",,0,150,25,0
1002,Galick Gun,"Greatly raises ATK for 1 turn 
and causes extreme damage to enemy",,0,120,15,0
