id,name,character_id,card_unique_info_id,cost,rarity,hp_init,hp_max,atk_init,atk_max,def_init,def_max,element,lv_max,skill_lv_max,grow_type,optimal_awakening_grow_type,price,exp_type,training_exp,special_motion,passive_skill_set_id,leader_skill_set_id,link_skill1_id,link_skill2_id,link_skill3_id,link_skill4_id,link_skill5_id,link_skill6_id,link_skill7_id,eball_mod_min,eball_mod_num100,eball_mod_mid,eball_mod_mid_num,eball_mod_max,eball_mod_max_num,max_level_reward_id,max_level_reward_type,collectable_type,face_x,face_y,aura_id,aura_scale,aura_offset_x,aura_offset_y,is_aura_front,is_selling_only,awakening_number,resource_id,bg_effect_id,selling_exchange_point,awakening_element_type,potential_board_id,open_at
1022800,Gohan (Kid),1194,7,38,4,3067,10224,2130,7100,969,3230,13,100,10,40,,29466,15,6045,1,2512.0,102280.0,4.0,23.0,22.0,34.0,42.0,118.0,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,1500,1.0,,2022-01-10 06:30:00
1022801,Gohan (Kid),1194,7,38,4,3653,12057,2362,7797,1131,3734,13,120,10,41,,29466,15,6045,1,2512.0,102280.0,4.0,23.0,22.0,34.0,42.0,118.0,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,1500,1.0,23.0,2022-01-10 06:30:00
1022810,Gohan (Kid),1194,7,99,5,5975,19917,3235,10783,1769,5896,13,150,20,50,,50176,25,7980,1,2513.0,102281.0,4.0,23.0,22.0,34.0,42.0,118.0,125.0,50,4,140,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1022810.0,1500,1.0,,2022-01-10 06:30:00
1022811,Gohan (Kid),1194,7,99,5,7318,24150,3755,12392,2166,7060,13,150,20,50,1070.0,50176,25,7980,1,2513.0,102281.0,4.0,23.0,22.0,34.0,42.0,118.0,125.0,50,4,140,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1022810.0,1500,1.0,23.0,2022-01-10 06:30:00
1022820,Caulifla & Kale,960,471,30,3,2408,8028,2306,7686,1332,4441,1,80,10,33,,13825,5,4320,2,2589.0,102282.0,34.0,22.0,64.0,126.0,130.0,97.0,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10000,1.0,,2021-12-03 06:30:00
1022821,Caulifla & Kale,960,471,40,4,8028,9975,7686,9440,4441,5463,11,100,10,40,,29466,5,6045,2,2589.0,102282.0,34.0,22.0,64.0,126.0,130.0,97.0,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,21.0,2021-12-03 06:30:00
1022830,Caulifla & Kale,960,471,58,4,3392,11308,3089,10298,1848,6161,11,100,10,40,,29466,15,6045,2,2590.0,102283.0,34.0,22.0,64.0,126.0,130.0,97.0,109.0,40,3,0,0,150,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,,2021-12-03 06:30:00
1022831,Caulifla & Kale,960,471,58,4,3830,12640,3380,11156,2078,6860,11,120,10,41,,29466,15,6045,2,2590.0,102283.0,34.0,22.0,64.0,126.0,130.0,97.0,109.0,40,3,0,0,150,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,21.0,2021-12-03 06:30:00
1022850,Cabba,552,271,21,3,2183,7277,1881,6270,1074,3579,2,80,10,33,,13825,5,4320,1,2592.0,102285.0,22.0,34.0,2.0,126.0,130.0,97.0,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10000,1.0,,2021-12-03 06:30:00
1022851,Cabba,552,271,29,4,7277,7657,6270,6961,3579,3751,12,100,10,40,,29466,5,6045,1,2592.0,102285.0,22.0,34.0,2.0,126.0,130.0,97.0,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,22.0,2021-12-03 06:30:00
1022860,Super Saiyan Cabba,553,272,40,4,2868,9561,2375,7915,1384,4613,12,100,10,40,,29466,15,6045,4,2593.0,102286.0,22.0,34.0,2.0,126.0,130.0,29.0,109.0,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,,2021-12-03 06:30:00
1022861,Super Saiyan Cabba,553,272,40,4,3183,10507,2542,8389,1527,5041,12,120,10,41,,29466,15,6045,4,2593.0,102286.0,22.0,34.0,2.0,126.0,130.0,29.0,109.0,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,22.0,2021-12-03 06:30:00
1022870,Krillin,76,9,12,3,1697,5658,1959,6529,924,3079,2,80,10,33,,13825,5,4320,2,2521.0,102287.0,36.0,45.0,2.0,37.0,8.0,1.0,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,1000,1.0,,2021-09-09 06:00:00
1022871,Krillin,76,9,17,4,5658,6349,6529,7526,3079,3425,12,100,10,40,,29466,5,6045,2,2521.0,102287.0,36.0,45.0,2.0,37.0,8.0,1.0,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,1500,1.0,12.0,2021-09-09 06:00:00
1022880,Krillin/Vegeta,76,632,32,4,1922,6408,2270,7568,1036,3454,12,100,10,40,,29466,15,6045,2,2522.0,102288.0,36.0,45.0,2.0,37.0,8.0,1.0,118.0,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,1500,1.0,,2021-09-09 06:00:00
1022881,Krillin/Vegeta,76,632,32,4,2091,6902,2400,7923,1121,3701,12,120,10,41,163.0,29466,15,6045,2,2522.0,102288.0,36.0,45.0,2.0,37.0,8.0,1.0,118.0,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,1500,1.0,12.0,2021-09-09 06:00:00
1022920,Krillin & Gohan (Kid),1201,634,26,3,2234,7445,2021,6738,1093,3642,0,80,10,33,,13825,5,4320,1,2573.0,102292.0,2.0,37.0,39.0,42.0,60.0,,,30,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10000,1.0,,2021-09-16 06:00:00
1022921,Krillin & Gohan (Kid),1201,634,34,4,7445,8810,6738,8000,3642,4257,10,100,10,40,,29466,5,6045,1,2573.0,102292.0,2.0,37.0,39.0,42.0,60.0,,,30,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,20.0,2021-09-16 06:00:00
1022930,Krillin & Gohan (Kid),1201,634,50,4,2682,8940,2422,8072,1295,4315,10,100,10,40,,29466,15,6045,1,2574.0,102293.0,2.0,37.0,39.0,42.0,60.0,109.0,,40,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,,2021-09-16 06:00:00
1022931,Krillin & Gohan (Kid),1201,634,50,4,3157,10419,2696,8898,1509,4981,10,120,10,41,,29466,15,6045,1,2574.0,102293.0,2.0,37.0,39.0,42.0,60.0,109.0,,40,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,20.0,2021-09-16 06:00:00
1022940,Krillin & Gohan (Kid),1201,634,77,5,4934,16448,3769,12563,2309,7698,10,150,20,50,,50176,25,7980,1,2575.0,102294.0,47.0,37.0,39.0,42.0,60.0,109.0,125.0,40,3,150,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1022940.0,15000,1.0,,2021-09-16 06:00:00
1022941,Krillin & Gohan (Kid),1201,634,77,5,6087,20088,4422,14595,2829,9338,10,150,20,50,,50176,25,7980,1,2576.0,102294.0,47.0,37.0,39.0,42.0,60.0,109.0,125.0,40,3,150,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1022941.0,15000,1.0,20.0,2021-09-16 06:00:00
1022960,Super Saiyan Goku,1,1,40,4,2978,9927,2385,7950,1314,4379,13,100,10,40,,29466,15,6045,1,2550.0,102296.0,29.0,22.0,9.0,47.0,109.0,,,35,5,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,,2021-08-28 06:30:00
1022961,Super Saiyan Goku,1,1,40,4,3306,10912,2553,8427,1449,4782,13,120,10,41,,29466,15,6045,1,2550.0,102296.0,29.0,22.0,9.0,47.0,109.0,,,35,5,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,23.0,2021-08-28 06:30:00
1022970,Bardock,840,74,17,3,1665,5549,1904,6348,846,2820,4,80,10,33,,13825,4,4320,1,2583.0,102297.0,22.0,34.0,62.0,63.0,97.0,61.0,,40,3,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,1000,1.0,,2021-09-09 06:00:00
1022971,Bardock,840,74,25,4,5549,5898,6348,7091,2820,2979,14,100,10,40,,29466,4,6045,1,2583.0,102297.0,22.0,34.0,62.0,63.0,97.0,61.0,,40,3,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,1500,1.0,14.0,2021-09-09 06:00:00
1022980,Frieza (1st Form),58,5,17,3,1946,6485,1687,5622,978,3259,2,80,10,33,,13825,4,4320,1,2539.0,102298.0,85.0,59.0,28.0,86.0,50.0,120.0,,40,3,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,1000,2.0,,2021-09-09 06:00:00
1022981,Frieza (1st Form),58,5,25,4,6485,6902,5622,6312,3259,3450,22,100,10,40,,29466,4,6045,1,2539.0,102298.0,85.0,59.0,28.0,86.0,50.0,120.0,,40,3,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,1500,2.0,12.0,2021-09-09 06:00:00
1022990,Zarbon,1205,16,18,3,1884,6279,1899,6330,905,3017,1,80,10,33,,13825,5,4320,1,2510.0,102299.0,51.0,43.0,119.0,73.0,39.0,37.0,,40,4,0,0,125,12,1.0,1,1,336,769,,,,,0,0,,,,1000,2.0,,2021-08-26 06:00:00
1022991,Zarbon,1205,16,26,4,4850,7058,5820,7299,2550,3354,21,100,10,40,,29466,5,6045,1,2510.0,102299.0,51.0,43.0,119.0,73.0,39.0,37.0,,40,4,0,0,125,12,1.0,1,1,336,769,,,,,0,0,,,,1500,2.0,11.0,2021-08-26 06:00:00
1023000,Zarbon & Dodoria,1199,631,26,4,2138,7125,2202,7339,1015,3383,21,100,10,40,,29466,15,6045,1,2514.0,102300.0,51.0,43.0,119.0,73.0,18.0,60.0,118.0,40,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,,,1500,2.0,,2021-09-09 06:00:00
1023001,Zarbon & Dodoria,1199,631,36,4,2327,7681,2325,7674,1097,3623,21,120,10,41,175.0,29466,15,6045,1,2514.0,102300.0,51.0,43.0,119.0,73.0,18.0,60.0,118.0,40,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,,,1500,2.0,11.0,2021-09-09 06:00:00
1023020,Vegeta,873,4,26,3,1859,6195,2189,7297,1070,3568,2,80,10,33,,13825,5,4320,1,2578.0,102302.0,18.0,26.0,63.0,22.0,97.0,,,30,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10000,2.0,,2021-09-16 06:00:00
1023021,Vegeta,873,4,34,4,6195,7305,7297,8673,3568,4168,22,100,10,40,,29466,5,6045,1,2578.0,102302.0,18.0,26.0,63.0,22.0,97.0,,,30,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,2.0,22.0,2021-09-16 06:00:00
1023030,Vegeta,873,4,50,4,2223,7410,2627,8756,1268,4225,22,100,10,40,,29466,15,6045,1,2579.0,102303.0,18.0,26.0,63.0,22.0,97.0,109.0,,40,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,,,15000,2.0,,2021-09-16 06:00:00
1023031,Vegeta,873,4,50,4,2610,8613,2940,9705,1477,4875,22,120,10,41,,29466,15,6045,1,2579.0,102303.0,18.0,26.0,63.0,22.0,97.0,109.0,,40,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,,,15000,2.0,22.0,2021-09-16 06:00:00
1023040,Vegeta/Goku,1200,635,77,5,4055,13515,4162,13874,2258,7525,22,150,20,50,,50176,25,7980,2,2580.0,102304.0,18.0,26.0,63.0,22.0,97.0,109.0,125.0,40,3,150,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1023040.0,15000,2.0,,2021-09-16 06:00:00
1023041,Vegeta/Goku,1200,635,77,5,4992,16475,4912,16210,2765,9125,22,150,20,50,,50176,25,7980,2,2581.0,102304.0,18.0,26.0,63.0,22.0,97.0,109.0,125.0,40,3,150,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1023041.0,15000,2.0,22.0,2021-09-16 06:00:00
1023050,Super Saiyan Goku,387,1,21,3,1956,6521,2104,7012,909,3030,4,80,10,30,,13825,5,4320,5,2627.0,102305.0,22.0,34.0,97.0,30.0,29.0,60.0,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10000,1.0,,2022-03-01 06:30:00
1023051,Super Saiyan Goku,387,1,29,4,6521,6857,7012,7746,3030,3170,14,100,10,40,,29466,5,6045,5,2627.0,102305.0,22.0,34.0,97.0,30.0,29.0,60.0,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,24.0,2022-03-01 06:30:00
1023060,Super Saiyan Goku,387,1,40,4,2562,8541,2675,8917,1161,3871,14,100,10,40,,29466,15,6045,5,2628.0,102306.0,22.0,34.0,97.0,30.0,29.0,60.0,109.0,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,,2022-03-01 06:30:00
1023061,Super Saiyan Goku,387,1,40,4,2841,9377,2878,9498,1278,4220,14,120,10,41,,29466,15,6045,5,2628.0,102306.0,22.0,34.0,97.0,30.0,29.0,60.0,109.0,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,24.0,2022-03-01 06:30:00
1023070,Hit & Super Saiyan God Goku,1207,639,26,3,2035,6783,2101,7002,1093,3642,3,80,10,33,,13825,5,4320,1,2608.0,102307.0,130.0,30.0,39.0,42.0,60.0,,,30,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10000,2.0,,2021-12-15 06:30:00
1023071,Hit & Super Saiyan God Goku,1207,639,34,4,6783,8013,7002,8318,3642,4257,23,100,10,40,,29466,5,6045,1,2608.0,102307.0,130.0,30.0,39.0,42.0,60.0,,,30,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,2.0,23.0,2021-12-15 06:30:00
1023080,Hit & Super Saiyan God Goku,1207,639,50,4,2439,8130,2519,8396,1295,4315,23,100,10,40,,29466,15,6045,1,2609.0,102308.0,130.0,30.0,39.0,42.0,60.0,109.0,,40,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,,,15000,2.0,,2021-12-15 06:30:00
1023081,Hit & Super Saiyan God Goku,1207,639,50,4,2463,9463,2544,9280,1307,4981,23,120,10,41,,29466,15,6045,1,2609.0,102308.0,130.0,30.0,39.0,42.0,60.0,109.0,,40,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,,,15000,2.0,23.0,2021-12-15 06:30:00
1023090,Hit & Super Saiyan God Goku,1207,639,77,5,4469,14895,3955,13184,2309,7698,23,150,20,50,,50176,25,7980,1,2610.0,102309.0,130.0,30.0,39.0,42.0,60.0,109.0,125.0,40,3,150,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1023090.0,15000,2.0,,2021-12-15 06:30:00
1023091,Hit & Super Saiyan God Goku,1207,639,77,5,4513,18175,3995,15360,2332,9338,23,150,20,50,,50176,25,7980,1,2610.0,102309.0,130.0,30.0,39.0,42.0,60.0,109.0,125.0,40,3,150,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1023091.0,15000,2.0,23.0,2021-12-15 06:30:00
1023100,Trunks (Teen),1164,8,30,3,2302,7673,2530,8432,1106,3687,0,80,10,30,,13825,5,4320,1,2624.0,102310.0,19.0,39.0,40.0,34.0,22.0,60.0,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10000,1.0,,2022-03-01 06:30:00
1023101,Trunks (Teen),1164,8,40,4,7673,9525,8432,10385,3687,4506,10,100,10,40,,29466,5,6045,1,2624.0,102310.0,19.0,39.0,40.0,34.0,22.0,60.0,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,20.0,2022-03-01 06:30:00
1023110,Trunks (Teen),1164,8,58,4,3238,10793,3414,11380,1520,5067,10,100,10,40,,29466,15,6045,1,2625.0,102311.0,19.0,39.0,40.0,34.0,22.0,60.0,109.0,40,3,0,0,150,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,,2022-03-01 06:30:00
1023111,Trunks (Teen),1164,8,58,4,3654,12060,3749,12374,1705,5628,10,120,10,41,,29466,15,6045,1,2625.0,102311.0,19.0,39.0,40.0,34.0,22.0,60.0,109.0,40,3,0,0,150,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,20.0,2022-03-01 06:30:00
1023130,Nappa (Teen),392,638,19,3,2133,7110,1995,6651,1231,4104,2,80,10,33,,13825,5,4320,2,2596.0,102313.0,22.0,18.0,52.0,49.0,58.0,60.0,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,1000,2.0,,2021-12-31 06:30:00
1023131,Nappa (Teen),392,638,27,4,7110,8385,6651,7883,4104,4802,22,100,10,40,,29466,5,6045,2,2596.0,102313.0,22.0,18.0,52.0,49.0,58.0,60.0,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,1500,2.0,12.0,2021-12-31 06:30:00
1023150,Hacchan (Berserk),1208,641,13,3,2400,8000,1842,6141,943,3142,4,80,10,33,,13825,5,4320,1,2611.0,102315.0,35.0,42.0,52.0,49.0,120.0,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,1000,2.0,,2021-10-26 05:00:00
1023151,Hacchan (Berserk),1208,641,18,4,8000,8945,6141,7051,3142,3470,24,100,10,40,,29466,5,6045,1,2611.0,102315.0,35.0,42.0,52.0,49.0,120.0,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,1500,2.0,14.0,2021-10-26 05:00:00
1023160,Hacchan & Android #17,1209,642,32,4,2708,9026,2126,7086,1049,3498,14,100,10,40,,29466,15,6045,1,2612.0,102316.0,35.0,42.0,52.0,39.0,37.0,2.0,118.0,40,3,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,,,1500,1.0,,2021-10-26 05:00:00
1023161,Hacchan & Android #17,1209,642,32,4,2939,9701,2236,7379,1131,3733,14,120,10,41,293.0,29466,15,6045,1,2612.0,102316.0,35.0,42.0,52.0,39.0,37.0,2.0,118.0,40,3,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,,,1500,1.0,14.0,2021-10-26 05:00:00
1023170,Hit,556,267,40,4,2363,7876,2340,7799,1378,4594,20,100,10,40,,29466,15,6045,1,2597.0,102317.0,16.0,30.0,39.0,42.0,60.0,126.0,118.0,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,1500,2.0,,2021-12-31 06:30:00
1023171,Hit,556,267,40,4,2463,8129,2566,8469,1434,4735,20,120,10,41,,29466,15,6045,1,2597.0,102317.0,16.0,30.0,39.0,42.0,60.0,126.0,118.0,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,1500,2.0,10.0,2021-12-31 06:30:00
1023180,Dark King Mechikabura (Power of Time Unleashed),1217,649,24,3,2120,7066,2103,7009,826,2753,0,80,10,33,,13825,5,4320,1,2652.0,102318.0,120.0,8.0,65.0,76.0,80.0,50.0,,40,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,,,10000,2.0,,2021-11-25 08:00:00
1023181,Dark King Mechikabura (Power of Time Unleashed),1217,649,32,4,7066,7434,7009,7743,2753,2877,20,100,10,40,,29466,5,6045,1,2652.0,102318.0,120.0,8.0,65.0,76.0,80.0,50.0,,40,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,,,15000,2.0,20.0,2021-11-25 08:00:00
1023190,Dark King Mechikabura (Power of Time Unleashed),1217,649,40,4,2783,9278,2674,8914,1050,3499,20,100,10,40,,29466,15,6045,1,2653.0,102319.0,120.0,8.0,65.0,76.0,80.0,50.0,118.0,50,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,,,15000,2.0,,2021-11-25 08:00:00
1023191,Dark King Mechikabura (Power of Time Unleashed),1217,649,40,4,3089,10194,2877,9495,1153,3807,20,120,10,41,,29466,15,6045,1,2653.0,102319.0,120.0,8.0,65.0,76.0,80.0,50.0,118.0,50,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,,,15000,2.0,20.0,2021-11-25 08:00:00
1023200,Robelu,1215,653,24,3,1873,6242,2029,6762,1042,3474,4,80,10,33,,13825,5,4320,1,2655.0,102320.0,64.0,8.0,39.0,37.0,73.0,76.0,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10000,2.0,,2021-11-25 08:00:00
1023201,Robelu,1215,653,32,4,6242,6562,6762,7481,3474,3640,24,100,10,40,,29466,5,6045,1,2655.0,102320.0,64.0,8.0,39.0,37.0,73.0,76.0,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,15000,2.0,24.0,2021-11-25 08:00:00
1023210,Supreme Kai of Time (Brainwashed),1218,648,24,3,1728,5761,2086,6954,1042,3474,3,80,10,33,,13825,5,4320,1,2654.0,102321.0,76.0,13.0,80.0,14.0,7.0,64.0,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10000,2.0,,2021-11-25 08:00:00
1023211,Supreme Kai of Time (Brainwashed),1218,648,32,4,5761,6053,6954,7685,3474,3640,23,100,10,40,,29466,5,6045,1,2654.0,102321.0,76.0,13.0,80.0,14.0,7.0,64.0,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,15000,2.0,23.0,2021-11-25 08:00:00
1023230,Super Saiyan God Trunks (Xeno),1213,650,24,3,1955,6517,2177,7256,816,2719,1,80,10,33,,13825,5,4320,1,2648.0,102323.0,70.0,29.0,39.0,69.0,97.0,80.0,,40,4,0,0,140,12,1.0,1,1,336,769,2.0,2.0,,45.0,0,0,,,,10000,1.0,,2021-11-25 08:00:00
1023231,Super Saiyan God Trunks (Xeno),1213,650,32,4,6517,6853,7256,8004,2719,2841,11,100,10,40,,29466,5,6045,1,2648.0,102323.0,70.0,29.0,39.0,69.0,97.0,80.0,,40,4,0,0,140,12,1.0,1,1,336,769,2.0,2.0,,45.0,0,0,,,,15000,1.0,21.0,2021-11-25 08:00:00
1023240,Super Saiyan God Trunks (Xeno),1213,650,40,4,2561,8537,2774,9247,1036,3452,11,100,10,40,,29466,15,6045,2,2649.0,102324.0,70.0,29.0,39.0,69.0,97.0,80.0,109.0,40,3,0,0,150,12,1.0,1,1,336,769,2.0,2.0,,45.0,0,0,,,,15000,1.0,,2021-11-25 08:00:00
1023241,Super Saiyan God Trunks (Xeno),1213,650,40,4,2840,9373,2989,9864,1138,3756,11,120,10,41,,29466,15,6045,2,2649.0,102324.0,70.0,29.0,39.0,69.0,97.0,80.0,109.0,40,3,0,0,150,12,1.0,1,1,336,769,2.0,2.0,,45.0,0,0,,,,15000,1.0,21.0,2021-11-25 08:00:00
1023250,Pan (Xeno),1216,652,24,3,1646,5487,2128,7092,1032,3440,2,80,10,33,,13825,5,4320,1,2650.0,102325.0,4.0,23.0,34.0,64.0,69.0,14.0,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10000,1.0,,2021-11-25 08:00:00
1023251,Pan (Xeno),1216,652,32,4,5487,5763,7092,7830,3440,3604,12,100,10,40,,29466,5,6045,1,2650.0,102325.0,4.0,23.0,34.0,64.0,69.0,14.0,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,22.0,2021-11-25 08:00:00
1023260,Pan (Xeno),1216,652,40,4,2144,7146,2708,9025,1328,4426,12,100,10,40,,29466,15,6045,1,2651.0,102326.0,4.0,23.0,34.0,64.0,69.0,14.0,109.0,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,,2021-11-25 08:00:00
1023261,Pan (Xeno),1216,652,40,4,2373,7833,2914,9618,1464,4834,12,120,10,41,,29466,15,6045,1,2651.0,102326.0,4.0,23.0,34.0,64.0,69.0,14.0,109.0,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,22.0,2021-11-25 08:00:00
1023270,Super Saiyan Vegeks (Xeno),1221,656,40,4,2180,7267,2543,8478,1406,4686,13,100,10,40,,29466,15,6045,1,2658.0,102327.0,29.0,34.0,40.0,60.0,112.0,103.0,118.0,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,,2021-11-25 08:00:00
1023271,Super Saiyan Vegeks (Xeno),1221,656,40,4,2410,7954,2895,9555,1549,5114,13,120,10,41,,29466,15,6045,1,2658.0,102327.0,29.0,34.0,40.0,60.0,112.0,103.0,118.0,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,23.0,2021-11-25 08:00:00
1023280,Super Saiyan 3 Gotenks (Xeno),1223,658,40,4,2265,7550,2464,8214,1463,4875,10,100,10,40,,29466,15,6045,1,2660.0,102328.0,29.0,89.0,4.0,60.0,112.0,47.0,118.0,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,,2021-11-25 08:00:00
1023281,Super Saiyan 3 Gotenks (Xeno),1223,658,40,4,2505,8267,2806,9263,1613,5323,10,120,10,41,,29466,15,6045,1,2660.0,102328.0,29.0,89.0,4.0,60.0,112.0,47.0,118.0,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,20.0,2021-11-25 08:00:00
1023290,Super Saiyan 3 Gohanks (Xeno),1222,657,40,4,2152,7173,2498,8327,1477,4922,12,100,10,40,,29466,15,6045,1,2659.0,102329.0,29.0,89.0,8.0,60.0,112.0,39.0,118.0,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,,2021-11-25 08:00:00
1023291,Super Saiyan 3 Gohanks (Xeno),1222,657,40,4,2379,7851,2845,9390,1629,5376,12,120,10,41,,29466,15,6045,1,2659.0,102329.0,29.0,89.0,8.0,60.0,112.0,39.0,118.0,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,22.0,2021-11-25 08:00:00
1023300,Super Saiyan Goku (Xeno),1219,654,40,4,2479,8263,2436,8120,1314,4381,14,100,10,40,,29466,15,6045,1,2656.0,102330.0,29.0,34.0,47.0,69.0,30.0,97.0,118.0,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,,2021-11-25 08:00:00
1023301,Super Saiyan Goku (Xeno),1219,654,40,4,2748,9069,2778,9169,1449,4784,14,120,10,41,,29466,15,6045,1,2656.0,102330.0,29.0,34.0,47.0,69.0,30.0,97.0,118.0,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,24.0,2021-11-25 08:00:00
1023310,Super Saiyan Vegeta (Xeno),1220,655,40,4,2590,8634,2347,7823,1370,4567,12,100,10,40,,29466,15,6045,1,2657.0,102331.0,29.0,40.0,26.0,69.0,30.0,97.0,118.0,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,,2021-11-25 08:00:00
1023311,Super Saiyan Vegeta (Xeno),1220,655,40,4,2872,9480,2678,8840,1512,4990,12,120,10,41,,29466,15,6045,1,2657.0,102331.0,29.0,40.0,26.0,69.0,30.0,97.0,118.0,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,15000,1.0,22.0,2021-11-25 08:00:00
1023320,Demon Goddess Putine,1214,651,13,3,1940,6466,1720,5734,1101,3669,4,80,10,33,,13825,5,4320,1,2646.0,102332.0,64.0,7.0,39.0,60.0,37.0,76.0,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,1000,2.0,,2021-11-25 08:00:00
