id,budokai_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description
21039,21039,1002,AwakeningItem,5,0,Bulma x5,Win 4 World Tournaments in a row
21040,21040,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,Win 5 World Tournaments in a row
21041,21041,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 6 World Tournaments in a row
21042,21042,11,Point::Stone,2,0,Dragon Stone x2,Win 7 World Tournaments in a row
21043,21043,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 8 World Tournaments in a row
21044,21044,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 9 World Tournaments in a row
21045,21045,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,Win 10 World Tournaments in a row
21046,21046,11,Point::Stone,5,0,Dragon Stone x5,Win 15 World Tournaments in a row
21047,21047,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,Win 20 World Tournaments in a row
21048,21048,11,Point::Stone,1,0,Dragon Stone x1,Get 1 win in World Tournament
21049,21049,11,Point::Stone,1,0,Dragon Stone x1,Get 2 wins in World Tournament
21050,21050,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 3 wins in World Tournament
21051,21051,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 4 wins in World Tournament
21052,21052,11,Point::Stone,3,0,Dragon Stone x3,Get 5 wins in World Tournament
21053,21053,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 6 wins in World Tournament
21054,21054,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 7 wins in World Tournament
21055,21055,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 8 wins in World Tournament
21056,21056,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 9 wins in World Tournament
21057,21057,6,TrainingField,10,0,Gravity Chamber (50G) x10,Get 10 wins in World Tournament
21058,21058,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 11 wins in World Tournament
21059,21059,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 12 wins in World Tournament
21060,21060,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 13 wins in World Tournament
21061,21061,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 14 wins in World Tournament
21062,21062,6,SupportItem,15,0,Senzu Bean x15,Get 15 wins in World Tournament
21063,21063,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 16 wins in World Tournament
21064,21064,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 17 wins in World Tournament
21065,21065,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 18 wins in World Tournament
21066,21066,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 19 wins in World Tournament
21067,21067,7,TrainingField,10,0,Gravity Chamber (150G) x10,Get 20 wins in World Tournament
21068,21068,11,Point::Stone,1,0,Dragon Stone x1,Reach King Chappa Tier
21069,21069,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",Reach Hercule Tier
21070,21070,5,TrainingField,3,0,King Kai's Planet (10G) x3,Reach Videl Tier
21071,21071,1,AwakeningItem,30,0,Gregory x30,Reach Master Roshi Tier
21072,21072,6,SupportItem,10,0,Senzu Bean x10,Reach Korin Tier
21073,21073,11,Point::Stone,1,0,Dragon Stone x1,Reach Kami Tier
21074,21074,4,TrainingField,10,0,Snake Way x10,Reach King Yemma Tier
21075,21075,8,TrainingField,5,0,Supreme Kai's Planet x5,Reach King Kai Tier
21076,21076,11,Point::Stone,5,0,Dragon Stone x5,Reach Supreme Kai Tier
21077,21077,20,AwakeningItem,1,0,Elder Kai x1,Reach Elder Kai Tier
21078,21078,11,Point::Stone,5,0,Dragon Stone x5,Reach Beerus Tier
22001,22001,11,Point::Stone,1,0,Dragon Stone x1,"Score 10,000 pts. in World Tournament"
22002,22002,11,Point::Stone,1,0,Dragon Stone x1,"Score 50,000 pts. in World Tournament"
22003,22003,6,SupportItem,2,0,Senzu Bean x2,"Score 100,000 pts. in World Tournament"
22004,22004,1001,AwakeningItem,2,0,Turtle x2,"Score 250,000 pts. in World Tournament"
22005,22005,6,SupportItem,3,0,Senzu Bean x3,"Score 500,000 pts. in World Tournament"
22006,22006,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,"Score 1,000,000 pts. in World Tournament"
22007,22007,1002,AwakeningItem,2,0,Bulma x2,"Score 1,500,000 pts. in World Tournament"
22008,22008,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 2,000,000 pts. in World Tournament"
22009,22009,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,"Score 2,500,000 pts. in World Tournament"
22010,22010,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 3,000,000 pts. in World Tournament"
22011,22011,11,Point::Stone,3,0,Dragon Stone x3,"Score 4,000,000 pts. in World Tournament"
22012,22012,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 5,000,000 pts. in World Tournament"
22013,22013,2,SpecialItem,2,0,(Gold) World Tournament Ticket x 2,"Score 6,000,000 pts. in World Tournament"
22014,22014,1,PotentialItem,500,0,AGL Potential Orb (S) x500,"Score 6,300,000 pts. in World Tournament"
22015,22015,2,PotentialItem,500,0,TEQ Potential Orb (S) x500,"Score 6,400,000 pts. in World Tournament"
22016,22016,3,PotentialItem,500,0,INT Potential Orb (S) x500,"Score 6,500,000 pts. in World Tournament"
22017,22017,4,PotentialItem,500,0,STR Potential Orb (S) x500,"Score 6,600,000 pts. in World Tournament"
22018,22018,5,PotentialItem,500,0,PHY Potential Orb (S) x500,"Score 6,700,000 pts. in World Tournament"
22019,22019,19,AwakeningItem,1,0,Supreme Kai x1,"Score 7,000,000 pts. in World Tournament"
22020,22020,6,PotentialItem,300,0,AGL Potential Orb (M) x300,"Score 7,300,000 pts. in World Tournament"
22021,22021,7,PotentialItem,300,0,TEQ Potential Orb (M) x300,"Score 7,400,000 pts. in World Tournament"
22022,22022,8,PotentialItem,300,0,INT Potential Orb (M) x300,"Score 7,500,000 pts. in World Tournament"
22023,22023,9,PotentialItem,300,0,STR Potential Orb (M) x300,"Score 7,600,000 pts. in World Tournament"
22024,22024,10,PotentialItem,300,0,PHY Potential Orb (M) x300,"Score 7,700,000 pts. in World Tournament"
22025,22025,20,AwakeningItem,1,0,Elder Kai x1,"Score 8,000,000 pts. in World Tournament"
22026,22026,11,PotentialItem,20,0,AGL Potential Orb (L) x20,"Score 8,300,000 pts. in World Tournament"
22027,22027,12,PotentialItem,20,0,TEQ Potential Orb (L) x20,"Score 8,400,000 pts. in World Tournament"
22028,22028,13,PotentialItem,20,0,INT Potential Orb (L) x20,"Score 8,500,000 pts. in World Tournament"
22029,22029,14,PotentialItem,20,0,STR Potential Orb (L) x20,"Score 8,600,000 pts. in World Tournament"
22030,22030,15,PotentialItem,20,0,PHY Potential Orb (L) x20,"Score 8,700,000 pts. in World Tournament"
22031,22031,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x 1,"Score 9,000,000 pts. in World Tournament"
22032,22032,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,"Score 10,000,000 pts. in World Tournament"
22033,22033,11,Point::Stone,5,0,Dragon Stone x5,"Score 15,000,000 pts. in World Tournament"
22034,22034,11,Point::Stone,5,0,Dragon Stone x5,"Score 20,000,000 pts. in World Tournament"
22035,22035,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x 2,"Score 25,000,000 pts. in World Tournament"
22036,22036,1003970,Card,3,0,[Mysterious Ritual] Elder Kai x 3,"Score 30,000,000 pts. in World Tournament"
22037,22037,11,Point::Stone,1,0,Dragon Stone x1,Win 2 World Tournaments in a row
22038,22038,1001,AwakeningItem,5,0,Turtle x5,Win 3 World Tournaments in a row
22039,22039,1002,AwakeningItem,5,0,Bulma x5,Win 4 World Tournaments in a row
22040,22040,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,Win 5 World Tournaments in a row
22041,22041,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 6 World Tournaments in a row
22042,22042,11,Point::Stone,2,0,Dragon Stone x2,Win 7 World Tournaments in a row
22043,22043,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 8 World Tournaments in a row
22044,22044,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 9 World Tournaments in a row
22045,22045,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,Win 10 World Tournaments in a row
22046,22046,11,Point::Stone,5,0,Dragon Stone x5,Win 15 World Tournaments in a row
22047,22047,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,Win 20 World Tournaments in a row
22048,22048,11,Point::Stone,1,0,Dragon Stone x1,Get 1 win in World Tournament
22049,22049,11,Point::Stone,1,0,Dragon Stone x1,Get 2 wins in World Tournament
22050,22050,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 3 wins in World Tournament
22051,22051,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 4 wins in World Tournament
22052,22052,11,Point::Stone,3,0,Dragon Stone x3,Get 5 wins in World Tournament
22053,22053,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 6 wins in World Tournament
22054,22054,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 7 wins in World Tournament
22055,22055,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 8 wins in World Tournament
22056,22056,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 9 wins in World Tournament
22057,22057,6,TrainingField,10,0,Gravity Chamber (50G) x10,Get 10 wins in World Tournament
22058,22058,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 11 wins in World Tournament
22059,22059,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 12 wins in World Tournament
22060,22060,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 13 wins in World Tournament
22061,22061,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 14 wins in World Tournament
22062,22062,6,SupportItem,15,0,Senzu Bean x15,Get 15 wins in World Tournament
22063,22063,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 16 wins in World Tournament
22064,22064,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 17 wins in World Tournament
22065,22065,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 18 wins in World Tournament
22066,22066,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 19 wins in World Tournament
22067,22067,7,TrainingField,10,0,Gravity Chamber (150G) x10,Get 20 wins in World Tournament
22068,22068,11,Point::Stone,1,0,Dragon Stone x1,Reach King Chappa Tier
22069,22069,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",Reach Hercule Tier
22070,22070,5,TrainingField,3,0,King Kai's Planet (10G) x3,Reach Videl Tier
22071,22071,1,AwakeningItem,30,0,Gregory x30,Reach Master Roshi Tier
22072,22072,6,SupportItem,10,0,Senzu Bean x10,Reach Korin Tier
22073,22073,11,Point::Stone,1,0,Dragon Stone x1,Reach Kami Tier
22074,22074,4,TrainingField,10,0,Snake Way x10,Reach King Yemma Tier
22075,22075,8,TrainingField,5,0,Supreme Kai's Planet x5,Reach King Kai Tier
22076,22076,11,Point::Stone,5,0,Dragon Stone x5,Reach Supreme Kai Tier
22077,22077,20,AwakeningItem,1,0,Elder Kai x1,Reach Elder Kai Tier
22078,22078,11,Point::Stone,5,0,Dragon Stone x5,Reach Beerus Tier
23001,23001,11,Point::Stone,1,0,Dragon Stone x1,"Score 10,000 pts. in World Tournament"
23002,23002,11,Point::Stone,1,0,Dragon Stone x1,"Score 50,000 pts. in World Tournament"
23003,23003,6,SupportItem,2,0,Senzu Bean x2,"Score 100,000 pts. in World Tournament"
23004,23004,1001,AwakeningItem,2,0,Turtle x2,"Score 250,000 pts. in World Tournament"
23005,23005,6,SupportItem,3,0,Senzu Bean x3,"Score 500,000 pts. in World Tournament"
23006,23006,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,"Score 1,000,000 pts. in World Tournament"
23007,23007,1002,AwakeningItem,2,0,Bulma x2,"Score 1,500,000 pts. in World Tournament"
23008,23008,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 2,000,000 pts. in World Tournament"
23009,23009,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,"Score 2,500,000 pts. in World Tournament"
23010,23010,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 3,000,000 pts. in World Tournament"
23011,23011,11,Point::Stone,3,0,Dragon Stone x3,"Score 4,000,000 pts. in World Tournament"
23012,23012,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 5,000,000 pts. in World Tournament"
23013,23013,2,SpecialItem,2,0,(Gold) World Tournament Ticket x 2,"Score 6,000,000 pts. in World Tournament"
23014,23014,1,PotentialItem,500,0,AGL Potential Orb (S) x500,"Score 6,300,000 pts. in World Tournament"
23015,23015,2,PotentialItem,500,0,TEQ Potential Orb (S) x500,"Score 6,400,000 pts. in World Tournament"
23016,23016,3,PotentialItem,500,0,INT Potential Orb (S) x500,"Score 6,500,000 pts. in World Tournament"
23017,23017,4,PotentialItem,500,0,STR Potential Orb (S) x500,"Score 6,600,000 pts. in World Tournament"
23018,23018,5,PotentialItem,500,0,PHY Potential Orb (S) x500,"Score 6,700,000 pts. in World Tournament"
23019,23019,19,AwakeningItem,1,0,Supreme Kai x1,"Score 7,000,000 pts. in World Tournament"
23020,23020,6,PotentialItem,300,0,AGL Potential Orb (M) x300,"Score 7,300,000 pts. in World Tournament"
23021,23021,7,PotentialItem,300,0,TEQ Potential Orb (M) x300,"Score 7,400,000 pts. in World Tournament"
23022,23022,8,PotentialItem,300,0,INT Potential Orb (M) x300,"Score 7,500,000 pts. in World Tournament"
23023,23023,9,PotentialItem,300,0,STR Potential Orb (M) x300,"Score 7,600,000 pts. in World Tournament"
23024,23024,10,PotentialItem,300,0,PHY Potential Orb (M) x300,"Score 7,700,000 pts. in World Tournament"
23025,23025,20,AwakeningItem,1,0,Elder Kai x1,"Score 8,000,000 pts. in World Tournament"
23026,23026,11,PotentialItem,20,0,AGL Potential Orb (L) x20,"Score 8,300,000 pts. in World Tournament"
23027,23027,12,PotentialItem,20,0,TEQ Potential Orb (L) x20,"Score 8,400,000 pts. in World Tournament"
23028,23028,13,PotentialItem,20,0,INT Potential Orb (L) x20,"Score 8,500,000 pts. in World Tournament"
23029,23029,14,PotentialItem,20,0,STR Potential Orb (L) x20,"Score 8,600,000 pts. in World Tournament"
23030,23030,15,PotentialItem,20,0,PHY Potential Orb (L) x20,"Score 8,700,000 pts. in World Tournament"
23031,23031,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x 1,"Score 9,000,000 pts. in World Tournament"
23032,23032,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,"Score 10,000,000 pts. in World Tournament"
23033,23033,11,Point::Stone,2,0,Dragon Stone x2,"Score 11,000,000 pts. in World Tournament"
23034,23034,1002630,Card,1,765122,Hercule Statue (Gold) x1,"Score 12,000,000 pts. in World Tournament"
23035,23035,1005480,Card,1,765122,Hercule Statue (Platinum) x1,"Score 13,000,000 pts. in World Tournament"
23036,23036,11,Point::Stone,3,0,Dragon Stone x3,"Score 14,000,000 pts. in World Tournament"
23037,23037,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,"Score 15,000,000 pts. in World Tournament"
23038,23038,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 16,000,000 pts. in World Tournament"
23039,23039,11,Point::Stone,2,0,Dragon Stone x2,"Score 17,000,000 pts. in World Tournament"
23040,23040,19,AwakeningItem,1,0,Supreme Kai x1,"Score 18,000,000 pts. in World Tournament"
23041,23041,20,AwakeningItem,1,0,Elder Kai x1,"Score 19,000,000 pts. in World Tournament"
23042,23042,11,Point::Stone,3,0,Dragon Stone x3,"Score 20,000,000 pts. in World Tournament"
23043,23043,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 21,000,000 pts. in World Tournament"
23044,23044,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x 1,"Score 22,000,000 pts. in World Tournament"
23045,23045,7,TrainingField,2,0,Gravity Chamber (150G) x2,"Score 23,000,000 pts. in World Tournament"
23046,23046,1012230,Card,1,0,Grand Kai [AGL] x1,"Score 24,000,000 pts. in World Tournament"
23047,23047,1012240,Card,1,0,Grand Kai [TEQ] x1,"Score 25,000,000 pts. in World Tournament"
23048,23048,1012250,Card,1,0,Grand Kai [INT] x1,"Score 26,000,000 pts. in World Tournament"
23049,23049,1012260,Card,1,0,Grand Kai [STR] x1,"Score 27,000,000 pts. in World Tournament"
23050,23050,1012270,Card,1,0,Grand Kai [PHY] x1,"Score 28,000,000 pts. in World Tournament"
23051,23051,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,"Score 29,000,000 pts. in World Tournament"
23052,23052,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x 2,"Score 30,000,000 pts. in World Tournament"
23053,23053,11,Point::Stone,1,0,Dragon Stone x1,Win 2 World Tournaments in a row
23054,23054,1001,AwakeningItem,5,0,Turtle x5,Win 3 World Tournaments in a row
23055,23055,1002,AwakeningItem,5,0,Bulma x5,Win 4 World Tournaments in a row
23056,23056,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,Win 5 World Tournaments in a row
23057,23057,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 6 World Tournaments in a row
23058,23058,11,Point::Stone,2,0,Dragon Stone x2,Win 7 World Tournaments in a row
23059,23059,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 8 World Tournaments in a row
23060,23060,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 9 World Tournaments in a row
23061,23061,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,Win 10 World Tournaments in a row
23062,23062,19,AwakeningItem,1,0,Supreme Kai x1,Win 11 World Tournaments in a row
23063,23063,20,AwakeningItem,1,0,Elder Kai x1,Win 12 World Tournaments in a row
23064,23064,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",Win 13 World Tournaments in a row
23065,23065,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Win 14 World Tournaments in a row
23066,23066,11,Point::Stone,5,0,Dragon Stone x5,Win 15 World Tournaments in a row
23067,23067,1002630,Card,1,765122,"(1,000,000 Zeni) Hercule Statue (Gold) x1",Win 16 World Tournaments in a row
23068,23068,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Win 17 World Tournaments in a row
23069,23069,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 18 World Tournaments in a row
23070,23070,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,Win 19 World Tournaments in a row
23071,23071,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,Win 20 World Tournaments in a row
23072,23072,11,Point::Stone,1,0,Dragon Stone x1,Get 1 win in World Tournament
23073,23073,11,Point::Stone,1,0,Dragon Stone x1,Get 2 wins in World Tournament
23074,23074,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 3 wins in World Tournament
23075,23075,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 4 wins in World Tournament
23076,23076,11,Point::Stone,3,0,Dragon Stone x3,Get 5 wins in World Tournament
23077,23077,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 6 wins in World Tournament
23078,23078,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 7 wins in World Tournament
23079,23079,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 8 wins in World Tournament
23080,23080,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 9 wins in World Tournament
23081,23081,6,TrainingField,10,0,Gravity Chamber (50G) x10,Get 10 wins in World Tournament
23082,23082,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 11 wins in World Tournament
23083,23083,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 12 wins in World Tournament
23084,23084,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 13 wins in World Tournament
23085,23085,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 14 wins in World Tournament
23086,23086,6,SupportItem,15,0,Senzu Bean x15,Get 15 wins in World Tournament
23087,23087,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 16 wins in World Tournament
23088,23088,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 17 wins in World Tournament
23089,23089,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 18 wins in World Tournament
23090,23090,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 19 wins in World Tournament
23091,23091,7,TrainingField,10,0,Gravity Chamber (150G) x10,Get 20 wins in World Tournament
23092,23092,11,Point::Stone,1,0,Dragon Stone x1,Reach King Chappa Tier
23093,23093,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",Reach Hercule Tier
23094,23094,5,TrainingField,3,0,King Kai's Planet (10G) x3,Reach Videl Tier
23095,23095,1,AwakeningItem,30,0,Gregory x30,Reach Master Roshi Tier
23096,23096,6,SupportItem,10,0,Senzu Bean x10,Reach Korin Tier
23097,23097,11,Point::Stone,1,0,Dragon Stone x1,Reach Kami Tier
23098,23098,4,TrainingField,10,0,Snake Way x10,Reach King Yemma Tier
23099,23099,8,TrainingField,5,0,Supreme Kai's Planet x5,Reach King Kai Tier
23100,23100,11,Point::Stone,5,0,Dragon Stone x5,Reach Supreme Kai Tier
23101,23101,20,AwakeningItem,1,0,Elder Kai x1,Reach Elder Kai Tier
23102,23102,11,Point::Stone,5,0,Dragon Stone x5,Reach Beerus Tier
24001,24001,11,Point::Stone,1,0,Dragon Stone x1,"Score 10,000 pts. in World Tournament"
24002,24002,11,Point::Stone,1,0,Dragon Stone x1,"Score 50,000 pts. in World Tournament"
24003,24003,6,SupportItem,2,0,Senzu Bean x2,"Score 100,000 pts. in World Tournament"
24004,24004,1001,AwakeningItem,2,0,Turtle x2,"Score 250,000 pts. in World Tournament"
24005,24005,6,SupportItem,3,0,Senzu Bean x3,"Score 500,000 pts. in World Tournament"
24006,24006,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,"Score 1,000,000 pts. in World Tournament"
24007,24007,1002,AwakeningItem,2,0,Bulma x2,"Score 1,500,000 pts. in World Tournament"
24008,24008,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 2,000,000 pts. in World Tournament"
24009,24009,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,"Score 2,500,000 pts. in World Tournament"
24010,24010,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 3,000,000 pts. in World Tournament"
24011,24011,11,Point::Stone,3,0,Dragon Stone x3,"Score 4,000,000 pts. in World Tournament"
24012,24012,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 5,000,000 pts. in World Tournament"
24013,24013,2,SpecialItem,2,0,(Gold) World Tournament Ticket x 2,"Score 6,000,000 pts. in World Tournament"
24014,24014,1,PotentialItem,500,0,AGL Potential Orb (S) x500,"Score 6,300,000 pts. in World Tournament"
24015,24015,2,PotentialItem,500,0,TEQ Potential Orb (S) x500,"Score 6,400,000 pts. in World Tournament"
24016,24016,3,PotentialItem,500,0,INT Potential Orb (S) x500,"Score 6,500,000 pts. in World Tournament"
24017,24017,4,PotentialItem,500,0,STR Potential Orb (S) x500,"Score 6,600,000 pts. in World Tournament"
24018,24018,5,PotentialItem,500,0,PHY Potential Orb (S) x500,"Score 6,700,000 pts. in World Tournament"
24019,24019,19,AwakeningItem,1,0,Supreme Kai x1,"Score 7,000,000 pts. in World Tournament"
24020,24020,6,PotentialItem,300,0,AGL Potential Orb (M) x300,"Score 7,300,000 pts. in World Tournament"
24021,24021,7,PotentialItem,300,0,TEQ Potential Orb (M) x300,"Score 7,400,000 pts. in World Tournament"
24022,24022,8,PotentialItem,300,0,INT Potential Orb (M) x300,"Score 7,500,000 pts. in World Tournament"
24023,24023,9,PotentialItem,300,0,STR Potential Orb (M) x300,"Score 7,600,000 pts. in World Tournament"
24024,24024,10,PotentialItem,300,0,PHY Potential Orb (M) x300,"Score 7,700,000 pts. in World Tournament"
24025,24025,20,AwakeningItem,1,0,Elder Kai x1,"Score 8,000,000 pts. in World Tournament"
24026,24026,11,PotentialItem,20,0,AGL Potential Orb (L) x20,"Score 8,300,000 pts. in World Tournament"
24027,24027,12,PotentialItem,20,0,TEQ Potential Orb (L) x20,"Score 8,400,000 pts. in World Tournament"
24028,24028,13,PotentialItem,20,0,INT Potential Orb (L) x20,"Score 8,500,000 pts. in World Tournament"
24029,24029,14,PotentialItem,20,0,STR Potential Orb (L) x20,"Score 8,600,000 pts. in World Tournament"
24030,24030,15,PotentialItem,20,0,PHY Potential Orb (L) x20,"Score 8,700,000 pts. in World Tournament"
24031,24031,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x 1,"Score 9,000,000 pts. in World Tournament"
24032,24032,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,"Score 10,000,000 pts. in World Tournament"
24033,24033,11,Point::Stone,2,0,Dragon Stone x2,"Score 11,000,000 pts. in World Tournament"
24034,24034,1002630,Card,1,765122,Hercule Statue (Gold) x1,"Score 12,000,000 pts. in World Tournament"
24035,24035,1005480,Card,1,765122,Hercule Statue (Platinum) x1,"Score 13,000,000 pts. in World Tournament"
24036,24036,11,Point::Stone,3,0,Dragon Stone x3,"Score 14,000,000 pts. in World Tournament"
24037,24037,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,"Score 15,000,000 pts. in World Tournament"
24038,24038,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 16,000,000 pts. in World Tournament"
24039,24039,11,Point::Stone,2,0,Dragon Stone x2,"Score 17,000,000 pts. in World Tournament"
24040,24040,19,AwakeningItem,1,0,Supreme Kai x1,"Score 18,000,000 pts. in World Tournament"
24041,24041,20,AwakeningItem,1,0,Elder Kai x1,"Score 19,000,000 pts. in World Tournament"
24042,24042,11,Point::Stone,3,0,Dragon Stone x3,"Score 20,000,000 pts. in World Tournament"
24043,24043,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 21,000,000 pts. in World Tournament"
24044,24044,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x 1,"Score 22,000,000 pts. in World Tournament"
24045,24045,7,TrainingField,2,0,Gravity Chamber (150G) x2,"Score 23,000,000 pts. in World Tournament"
24046,24046,1012230,Card,1,0,Grand Kai [AGL] x1,"Score 24,000,000 pts. in World Tournament"
24047,24047,1012240,Card,1,0,Grand Kai [TEQ] x1,"Score 25,000,000 pts. in World Tournament"
24048,24048,1012250,Card,1,0,Grand Kai [INT] x1,"Score 26,000,000 pts. in World Tournament"
24049,24049,1012260,Card,1,0,Grand Kai [STR] x1,"Score 27,000,000 pts. in World Tournament"
24050,24050,1012270,Card,1,0,Grand Kai [PHY] x1,"Score 28,000,000 pts. in World Tournament"
24051,24051,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,"Score 29,000,000 pts. in World Tournament"
24052,24052,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x 2,"Score 30,000,000 pts. in World Tournament"
24053,24053,11,Point::Stone,1,0,Dragon Stone x1,Win 2 World Tournaments in a row
24054,24054,1001,AwakeningItem,5,0,Turtle x5,Win 3 World Tournaments in a row
