id,area_id,name,prev_quest_id,any_clear_bonus_stones,all_clear_bonus_stones,visit_count_max,interval_reset_visited_days,can_ignore_difficulty_order,limitation_announcement_master_id,boostable,start_at,enable_sugoroku_auto,enable_battle_auto,created_at,updated_at
244007,244,Cho-Zets Dynamic!,244006.0,1.0,,,,1,,1,2023-07-24 00:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
244008,244,Genkai Toppa x Survivor,244007.0,1.0,,,,1,,1,2023-07-24 00:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
245001,245,Big Bucks Hercule Challenge,,1.0,,,,1,,1,2023-04-03 06:30:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
247001,247,Intensive Training: Offense,,1.0,,,,1,,0,2023-07-07 00:00:00,1,0,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
247002,247,Intensive Training: Defense,,1.0,,,,1,,0,2023-07-07 00:00:00,1,0,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
248001,248,"Come Forth, Ultimate Shenron!",,1.0,,1.0,1.0,1,,0,2023-07-07 00:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
249001,249,Master It! The Dream Technique!,,1.0,,3.0,7.0,1,,0,2023-07-18 00:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
251001,251,Rest and Wait for the Cell Games,,1.0,,,,1,,1,2023-04-02 06:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
251002,251,A Short Break,251001.0,1.0,,,,1,,1,2024-04-02 06:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
252001,252,God-Level Intensive Training,,1.0,,1.0,7.0,1,,0,2023-03-18 05:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
253001,253,The Genius Bulma's Battle Prep,,1.0,,,,1,,1,2023-06-27 06:30:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
254001,254,Training of Goku's Family,,1.0,,1.0,1.0,1,,0,2023-05-08 08:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
255001,255,Adventure Of Her Own,,1.0,,,,1,,1,2023-05-15 08:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
256001,256,Gowasu's Beliefs,,1.0,,3.0,7.0,1,,0,2023-09-08 06:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
256002,256,Zamasu's Ideals,,1.0,,3.0,7.0,1,,0,2023-09-08 06:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
257001,257,In Search of the Light of Hope,,1.0,,1.0,1.0,1,,0,2023-08-25 06:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
258001,258,Test 1: GT Heroes,,,,,,1,,0,2023-11-03 06:30:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
258002,258,Test 2: Dragon Ball Seekers,,,,,,1,,0,2023-11-10 06:30:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
258003,258,Test 3: Accelerated Battle,,,,,,1,,0,2023-11-17 06:30:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
258004,258,Test 4: GT Bosses,,,,,,1,,0,2023-11-24 06:30:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
259001,259,Unstoppable! Walking Weapons of Destruction,,1.0,,1.0,1.0,1,,0,2024-01-10 06:30:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
261001,261,Big Bucks Hercule Challenge,,1.0,,,,1,,1,2023-10-20 00:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
262001,262,Turtle School's Intensive Training,,1.0,,1.0,1.0,1,,0,2023-10-20 00:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
263001,263,Future Fighters' Super Training,,1.0,,1.0,7.0,1,,0,2023-08-25 06:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
264001,264,Defenders of Kame House,,1.0,,,,1,,1,2023-10-26 06:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
264002,264,Attack and Defend with Transformation,264001.0,1.0,,,,1,,1,2023-10-26 06:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
265001,265,Inherited Hope,,1.0,,1.0,1.0,1,,0,2023-10-03 08:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
266001,266,Targeted Dark Factor,,1.0,,,,1,,1,2023-11-22 06:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
266002,266,Result of the Creation of a Universe,266001.0,1.0,,,,1,,1,2023-11-22 06:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
267001,267,Master It! Special Technique of Hope,,1.0,,1.0,7.0,1,,0,2023-11-20 00:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
268001,268,Round 1: Time Travelers [AGL],,,,,,1,,0,2023-11-22 06:00:00,1,0,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
268002,268,Round 1: Time Travelers [TEQ],,,,,,1,,0,2023-11-22 06:00:00,1,0,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
268003,268,Round 1: Time Travelers [INT],,,,,,1,,0,2023-11-22 06:00:00,1,0,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
268004,268,Round 1: Time Travelers [STR],,,,,,1,,0,2023-11-22 06:00:00,1,0,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
268005,268,Round 1: Time Travelers [PHY],,,,,,1,,0,2023-11-22 06:00:00,1,0,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
268006,268,Round 2: Crossover [AGL],,,,,,1,,0,2023-11-29 06:00:00,1,0,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
268007,268,Round 2: Crossover [TEQ],,,,,,1,,0,2023-11-29 06:00:00,1,0,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
268008,268,Round 2: Crossover [INT],,,,,,1,,0,2023-11-29 06:00:00,1,0,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
268009,268,Round 2: Crossover [STR],,,,,,1,,0,2023-11-29 06:00:00,1,0,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
268010,268,Round 2: Crossover [PHY],,,,,,1,,0,2023-11-29 06:00:00,1,0,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
273001,273,Hercule vs. Cell,,1.0,,,,1,,1,2024-04-02 06:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
273002,273,Hercule vs. Majin Buu,273001.0,1.0,,,,1,,1,2024-04-02 06:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
273003,273,Hercule vs. the God of Destruction,273002.0,1.0,,,,1,,1,2024-04-02 06:00:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
274001,274,God-Level Intensive Training,,1.0,,,,1,,0,2024-05-31 06:30:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
275001,275,[AGL] Battle-Smart Brawler! Borgos,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
275002,275,[TEQ] Battle-Smart Brawler! Tora,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
275003,275,[INT] Battle-Smart Brawler! Fasha,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
275004,275,[STR] Battle-Smart Brawler! Bardock,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
275005,275,[PHY] Battle-Smart Brawler! Shugesh,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,2024-06-26 10:47:54.560388,2024-06-26 10:47:54.560388
275006,275,Team Bardock's Trial,,1.0,,,,1,104066.0,0,2024-05-31 06:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
276001,276,[AGL] Special Training,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
276002,276,[TEQ] Special Training,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
276003,276,[INT] Special Training,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
276004,276,[STR] Special Training,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
276005,276,[PHY] Special Training,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
276006,276,Ginyu Force's Trial,,1.0,,,,1,104068.0,0,2024-05-31 06:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
301001,301,Raditz the Saiyan,,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
301002,301,Saiyan Showdown,301001.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
301003,301,Dire Straits,301002.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
301004,301,Gohan Erupts!,301003.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
301005,301,Last Chance,301004.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
302001,302,Here Come the Saiyans,,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
302002,302,Saiyan Rampage,302001.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
302003,302,Goku’s Wrath,302002.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
302004,302,The Prince Cometh,302003.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
302005,302,Red-Hot Rumble,302004.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
303001,303,Go Team Bardock!,,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
303002,303,Planet Vegeta’s Prince,303001.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
303003,303,Frieza’s Betrayal,303002.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
303004,303,Prelude to Doom,303003.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
303005,303,Futile Struggle,303004.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
303006,303,Last Battle,303005.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
303007,303,Mystery Planet,303006.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
303008,303,Dastardly Space Pirate,303007.0,,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
303009,303,Furious Transformation!,303008.0,1.0,,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
304001,304,Prolific Patrolmen,,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
304002,304,Fight for Peace!,304001.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
304003,304,Problem Solved!,304002.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
304004,304,Pilaf's Back for More...,304003.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
304005,304,Top-Level Training,304004.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
304006,304,On the Shoulders of Gods,304005.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
304007,304,Gotta Get Stronger!,304006.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
304008,304,No Limits!,304007.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
304009,304,Malevolent Resurgence,304008.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
304010,304,Frieza's Army Reborn,304009.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
304011,304,Indefectible Invasion,304010.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
304012,304,Battling the Unknown,304011.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
305001,305,Foreshadowing of Despair,,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
305002,305,Namek Occupation,305001.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
305003,305,Ginyu Force Rules,305002.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
305004,305,Frieza's Fury,305003.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
305005,305,Frieza's Transformation,305004.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
305006,305,Frieza's Second Transformation,305005.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
305007,305,Beginning of Karma,305006.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
305008,305,Chilling Bloodline,305007.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
305009,305,Destiny Packs a Punch,305008.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
305010,305,Battle of Ultra Evolution,305009.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
305011,305,A Trial Beyond Divinity,305012.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
305012,305,The End of the Battle Beyond Gods,305010.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
305013,305,Full-Power Whis?!,305011.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
306001,306,World Tournament Time!,,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
306002,306,The Worst Match Ever?!,306001.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
306003,306,The Finals Commence!,306002.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
306004,306,Mysterious Galactic Warrior,306003.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
306005,306,The Seal is Lifted,306004.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
306006,306,Vicious Galactic Warrior,306005.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
306007,306,Formidable Boujack!,306006.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
306008,306,Extreme Peril,306007.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
306009,306,Seriously Serious Fight,306008.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
306010,306,The Greatest Challenge,306009.0,2.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
307001,307,Encroaching Evil,,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
307002,307,Cooler's Squad Strikes!,307001.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
307003,307,To Korin's Tower,307002.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
307004,307,Senzu Bean of Hope,307003.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
307005,307,Piccolo's Here!,307004.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
307006,307,Goku Revived!,307005.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
307007,307,Strongest Vs. Strongest,307006.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
307008,307,"Like Father, Like Son",307007.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
307009,307,History of Oppression,307008.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
307010,307,Strongest Clan in the Universe,307009.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
308001,308,Fight On! Hero of Justice!,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
309001,309,"Pure Heart, Evil Ambition",,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
310001,310,Intercept the Alien Warrior!,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
311001,311,"Young Hearts, Liberated!",,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
312001,312,Defeat the King of Demon Realm!,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
313001,313,Stop the Reckless Majin!,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
314001,314,Destruction God Awakens,,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
314002,314,In Search of the Super Saiyan God,314001.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
314003,314,Crème Caramel Fury,314002.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
314004,314,Countdown to Destruction,314003.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
314005,314,The Strongest Fighter: Gohan,314004.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
314006,314,Fusion Counterattack,314005.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
314007,314,Vegeta's Pride,314006.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
314008,314,Super Saiyan God is Born,314007.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
314009,314,Battle of Gods,314008.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
314010,314,Challenging the Destruction God,314009.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
314011,314,The Best Teacher in the Universe,314010.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
314012,314,Stronger than Ever!,314011.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
315001,315,Earth's Greatest Threat,,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
315002,315,Retaliating with Skill,315001.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
315003,315,Mechanical Malice,315002.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
315004,315,Crumbling Earth,315003.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
315005,315,Ambitious Turles,315004.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
315006,315,Furious Goku,315005.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
315007,315,Spirit Bomb Miracle,315006.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
315008,315,Peace Restored,315007.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
315009,315,Outclassed,315008.0,,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
315010,315,Sworn Enemy,315009.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
315011,315,Blood of the Saiyan Race,315010.0,1.0,,,,0,,1,2016-12-12 06:30:00,1,1,2024-06-26 10:47:54.770200,2024-06-26 10:47:54.770200
316001,316,Joker,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
317001,317,Evil Charisma,,,1.0,,,1,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
318001,318,New Namek’s Threat,,,1.0,,,1,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
318002,318,Cooler’s Resurrection,318001.0,,1.0,,,1,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
318003,318,Super Saiyan Tag Team,318002.0,,1.0,,,1,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
318004,318,The Nightmare Returns,318003.0,,1.0,,,1,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
318005,318,Metal Cooler’s Crew,318004.0,,1.0,,,1,,0,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319001,319,Clayborn Warrior,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319002,319,Miniature Menace,319001.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319003,319,Invincible Warrior,319002.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319004,319,Prince of the Saiyans,319003.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319005,319,Royal Might,319004.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319006,319,Frieza's Right Hand,319005.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319007,319,Space Pirate,319006.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319008,319,Walking Obliterator,319007.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319009,319,Destroyer of the Universe,319008.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319010,319,Heart Cold as Deep Space,319009.0,3.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319011,319,Superior Strength,319010.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319012,319,Life Form of Hate and Ruin,319011.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319013,319,An Unusual Villain,319012.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319014,319,Wicked Bloodline,319013.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319015,319,Metallic Demon,319014.0,5.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319016,319,Depths of Despair,319015.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
319017,319,Burning for Vengeance,319016.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-06-26 10:47:54.807165,2024-06-26 10:47:54.807165
