id,budokai_id,budokai_league_id,rank,name,point,bonus
5006,50,2,6,Korin Tier,150000,1.0
5007,50,3,7,Kami Tier,250000,1.0
5008,50,3,8,King Yemma Tier,500000,1.0
5009,50,3,9,King Kai Tier,1000000,1.0
5010,50,4,10,Supreme Kai Tier,1500000,1.0
5011,50,4,11,Elder Kai Tier,2500000,1.0
5012,50,4,12,Beerus Tier,5000000,1.0
5101,51,1,1,Pilaf Tier,0,1.0
5102,51,1,2,King Chappa Tier,5000,1.0
5103,51,1,3,Hercule Tier,25000,1.0
5104,51,2,4,Videl Tier,50000,1.0
5105,51,2,5,Master Roshi Tier,100000,1.0
5106,51,2,6,Korin Tier,150000,1.0
5107,51,3,7,Kami Tier,250000,1.0
5108,51,3,8,King Yemma Tier,500000,1.0
5109,51,3,9,King Kai Tier,1000000,1.0
5110,51,4,10,Supreme Kai Tier,1500000,1.0
5111,51,4,11,Elder Kai Tier,2500000,1.0
5112,51,4,12,Beerus Tier,5000000,1.0
5201,52,1,1,Pilaf Tier,0,1.0
5202,52,1,2,King Chappa Tier,5000,1.0
5203,52,1,3,Hercule Tier,25000,1.0
5204,52,2,4,Videl Tier,50000,1.0
5205,52,2,5,Master Roshi Tier,100000,1.0
5206,52,2,6,Korin Tier,150000,1.0
5207,52,3,7,Kami Tier,250000,1.0
5208,52,3,8,King Yemma Tier,500000,1.0
5209,52,3,9,King Kai Tier,1000000,1.0
5210,52,4,10,Supreme Kai Tier,1500000,1.0
5211,52,4,11,Elder Kai Tier,2500000,1.0
5212,52,4,12,Beerus Tier,5000000,1.0
5301,53,1,1,Pilaf Tier,0,1.0
5302,53,1,2,King Chappa Tier,5000,1.0
5303,53,1,3,Hercule Tier,25000,1.0
5304,53,2,4,Videl Tier,50000,1.0
5305,53,2,5,Master Roshi Tier,100000,1.0
5306,53,2,6,Korin Tier,150000,1.0
5307,53,3,7,Kami Tier,250000,1.0
5308,53,3,8,King Yemma Tier,500000,1.0
5309,53,3,9,King Kai Tier,1000000,1.0
5310,53,4,10,Supreme Kai Tier,1500000,1.0
5311,53,4,11,Elder Kai Tier,2500000,1.0
5312,53,4,12,Beerus Tier,5000000,1.0
92101,921,1,1,Pilaf Tier,0,1.0
92102,921,1,2,King Chappa Tier,5000,1.0
92103,921,1,3,Hercule Tier,25000,1.0
92104,921,2,4,Videl Tier,50000,1.0
92105,921,2,5,Master Roshi Tier,100000,1.0
92106,921,2,6,Korin Tier,150000,1.0
92107,921,3,7,Kami Tier,250000,1.0
92108,921,3,8,King Yemma Tier,500000,1.0
92109,921,3,9,King Kai Tier,1000000,1.0
92110,921,4,10,Supreme Kai Tier,1500000,1.0
92111,921,4,11,Elder Kai Tier,2500000,1.0
92112,921,4,12,Beerus Tier,5000000,1.0
92201,922,1,1,Pilaf Tier,0,1.0
92202,922,1,2,King Chappa Tier,5000,1.0
92203,922,1,3,Hercule Tier,25000,1.0
92204,922,2,4,Videl Tier,50000,1.0
92205,922,2,5,Master Roshi Tier,100000,1.0
92206,922,2,6,Korin Tier,150000,1.0
92207,922,3,7,Kami Tier,250000,1.0
92208,922,3,8,King Yemma Tier,500000,1.0
92209,922,3,9,King Kai Tier,1000000,1.0
92210,922,4,10,Supreme Kai Tier,1500000,1.0
92211,922,4,11,Elder Kai Tier,2500000,1.0
92212,922,4,12,Beerus Tier,5000000,1.0
92301,923,1,1,Pilaf Tier,0,1.0
92302,923,1,2,King Chappa Tier,5000,1.0
92303,923,1,3,Hercule Tier,25000,1.0
92304,923,2,4,Videl Tier,50000,1.0
92305,923,2,5,Master Roshi Tier,100000,1.0
92306,923,2,6,Korin Tier,150000,1.0
92307,923,3,7,Kami Tier,250000,1.0
92308,923,3,8,King Yemma Tier,500000,1.0
92309,923,3,9,King Kai Tier,1000000,1.0
92310,923,4,10,Supreme Kai Tier,1500000,1.0
92311,923,4,11,Elder Kai Tier,2500000,1.0
92312,923,4,12,Beerus Tier,5000000,1.0
