id,z_battle_normal_reward_table_id,item_id,item_type,quantity,card_exp_init
934,910,101342,AwakeningItem,4,0
935,911,101343,AwakeningItem,4,0
936,912,101344,AwakeningItem,4,0
937,913,101351,AwakeningItem,1,0
938,914,101351,AwakeningItem,2,0
939,915,101352,AwakeningItem,2,0
940,916,101352,AwakeningItem,4,0
941,917,101353,AwakeningItem,4,0
942,918,101354,AwakeningItem,4,0
94000,94000,101361,AwakeningItem,1,0
94001,94001,101361,AwakeningItem,2,0
94002,94002,101362,AwakeningItem,2,0
94003,94003,101362,AwakeningItem,4,0
94004,94004,101363,AwakeningItem,4,0
94005,94005,101364,AwakeningItem,4,0
95000,95000,101371,AwakeningItem,1,0
95001,95001,101381,AwakeningItem,1,0
95002,95002,101391,AwakeningItem,1,0
95003,95003,101401,AwakeningItem,1,0
95004,95004,101411,AwakeningItem,1,0
95005,95005,101421,AwakeningItem,1,0
95006,95006,101431,AwakeningItem,1,0
95007,95007,101441,AwakeningItem,1,0
95008,95008,101371,AwakeningItem,2,0
95009,95009,101381,AwakeningItem,2,0
95010,95010,101391,AwakeningItem,2,0
95011,95011,101401,AwakeningItem,2,0
95012,95012,101411,AwakeningItem,2,0
95013,95013,101421,AwakeningItem,2,0
95014,95014,101431,AwakeningItem,2,0
95015,95015,101441,AwakeningItem,2,0
95016,95016,101372,AwakeningItem,2,0
95017,95017,101382,AwakeningItem,2,0
95018,95018,101392,AwakeningItem,2,0
95019,95019,101402,AwakeningItem,2,0
95020,95020,101412,AwakeningItem,2,0
95021,95021,101422,AwakeningItem,2,0
95022,95022,101432,AwakeningItem,2,0
95023,95023,101442,AwakeningItem,2,0
95024,95024,101372,AwakeningItem,4,0
95025,95025,101382,AwakeningItem,4,0
95026,95026,101392,AwakeningItem,4,0
95027,95027,101402,AwakeningItem,4,0
95028,95028,101412,AwakeningItem,4,0
95029,95029,101422,AwakeningItem,4,0
95030,95030,101432,AwakeningItem,4,0
95031,95031,101442,AwakeningItem,4,0
95032,95032,101373,AwakeningItem,4,0
95033,95033,101383,AwakeningItem,4,0
95034,95034,101393,AwakeningItem,4,0
95035,95035,101403,AwakeningItem,4,0
95036,95036,101413,AwakeningItem,4,0
95037,95037,101423,AwakeningItem,4,0
95038,95038,101433,AwakeningItem,4,0
95039,95039,101443,AwakeningItem,4,0
95040,95040,101374,AwakeningItem,4,0
95041,95041,101384,AwakeningItem,4,0
95042,95042,101394,AwakeningItem,4,0
95043,95043,101404,AwakeningItem,4,0
95044,95044,101414,AwakeningItem,4,0
95045,95045,101424,AwakeningItem,4,0
95046,95046,101434,AwakeningItem,4,0
95047,95047,101444,AwakeningItem,4,0
96000,96000,101454,AwakeningItem,3,0
97000,97000,101461,AwakeningItem,1,0
97001,97001,101461,AwakeningItem,2,0
97002,97002,101462,AwakeningItem,2,0
97003,97003,101462,AwakeningItem,4,0
97004,97004,101463,AwakeningItem,4,0
97005,97005,101464,AwakeningItem,4,0
98000,98000,101471,AwakeningItem,1,0
98001,98001,101471,AwakeningItem,2,0
98002,98002,101472,AwakeningItem,2,0
98003,98003,101472,AwakeningItem,4,0
98004,98004,101473,AwakeningItem,4,0
98005,98005,101474,AwakeningItem,4,0
99000,99000,101501,AwakeningItem,1,0
99001,99001,101511,AwakeningItem,1,0
99002,99002,101521,AwakeningItem,1,0
99003,99003,101531,AwakeningItem,1,0
99004,99004,101541,AwakeningItem,1,0
99005,99005,101501,AwakeningItem,2,0
99006,99006,101511,AwakeningItem,2,0
99007,99007,101521,AwakeningItem,2,0
99008,99008,101531,AwakeningItem,2,0
99009,99009,101541,AwakeningItem,2,0
99010,99010,101502,AwakeningItem,2,0
99011,99011,101512,AwakeningItem,2,0
99012,99012,101522,AwakeningItem,2,0
99013,99013,101532,AwakeningItem,2,0
99014,99014,101542,AwakeningItem,2,0
99015,99015,101502,AwakeningItem,4,0
99016,99016,101512,AwakeningItem,4,0
99017,99017,101522,AwakeningItem,4,0
99018,99018,101532,AwakeningItem,4,0
99019,99019,101542,AwakeningItem,4,0
99020,99020,101503,AwakeningItem,4,0
99021,99021,101513,AwakeningItem,4,0
99022,99022,101523,AwakeningItem,4,0
99023,99023,101533,AwakeningItem,4,0
99024,99024,101543,AwakeningItem,4,0
99025,99025,101504,AwakeningItem,4,0
99026,99026,101514,AwakeningItem,4,0
99027,99027,101524,AwakeningItem,4,0
99028,99028,101534,AwakeningItem,4,0
99029,99029,101544,AwakeningItem,4,0
100000,100000,101484,AwakeningItem,3,0
101000,101000,101494,AwakeningItem,3,0
102000,102000,101574,AwakeningItem,3,0
103000,103000,101551,AwakeningItem,1,0
103001,103001,101551,AwakeningItem,2,0
103002,103002,101552,AwakeningItem,2,0
103003,103003,101552,AwakeningItem,4,0
103004,103004,101553,AwakeningItem,4,0
103005,103005,101554,AwakeningItem,4,0
104000,104000,101561,AwakeningItem,1,0
104001,104001,101561,AwakeningItem,2,0
104002,104002,101562,AwakeningItem,2,0
104003,104003,101562,AwakeningItem,4,0
104004,104004,101563,AwakeningItem,4,0
104005,104005,101564,AwakeningItem,4,0
105000,105000,101584,AwakeningItem,3,0
106000,106000,101591,AwakeningItem,1,0
106001,106001,101591,AwakeningItem,2,0
106002,106002,101592,AwakeningItem,2,0
106003,106003,101592,AwakeningItem,4,0
106004,106004,101593,AwakeningItem,4,0
106005,106005,101594,AwakeningItem,4,0
107000,107000,101604,AwakeningItem,3,0
108000,108000,101614,AwakeningItem,3,0
109000,109000,101624,AwakeningItem,3,0
110000,110000,101631,AwakeningItem,1,0
110001,110001,101631,AwakeningItem,2,0
110002,110002,101632,AwakeningItem,2,0
110003,110003,101632,AwakeningItem,4,0
110004,110004,101633,AwakeningItem,4,0
110005,110005,101634,AwakeningItem,4,0
111000,111000,101644,AwakeningItem,3,0
112000,112000,101651,AwakeningItem,1,0
112001,112001,101651,AwakeningItem,2,0
112002,112002,101652,AwakeningItem,2,0
112003,112003,101652,AwakeningItem,4,0
112004,112004,101653,AwakeningItem,4,0
112005,112005,101654,AwakeningItem,4,0
113000,113000,101664,AwakeningItem,3,0
114000,114000,101671,AwakeningItem,1,0
114001,114001,101671,AwakeningItem,2,0
114002,114002,101672,AwakeningItem,2,0
114003,114003,101672,AwakeningItem,4,0
114004,114004,101673,AwakeningItem,4,0
114005,114005,101674,AwakeningItem,4,0
115000,115000,101681,AwakeningItem,1,0
115001,115001,101691,AwakeningItem,1,0
115002,115002,101701,AwakeningItem,1,0
115003,115003,101681,AwakeningItem,2,0
115004,115004,101691,AwakeningItem,2,0
115005,115005,101701,AwakeningItem,2,0
115006,115006,101682,AwakeningItem,2,0
115007,115007,101692,AwakeningItem,2,0
115008,115008,101702,AwakeningItem,2,0
115009,115009,101682,AwakeningItem,4,0
115010,115010,101692,AwakeningItem,4,0
115011,115011,101702,AwakeningItem,4,0
115012,115012,101683,AwakeningItem,4,0
115013,115013,101693,AwakeningItem,4,0
115014,115014,101703,AwakeningItem,4,0
115015,115015,101684,AwakeningItem,4,0
115016,115016,101694,AwakeningItem,4,0
115017,115017,101704,AwakeningItem,4,0
116000,116000,101711,AwakeningItem,1,0
116001,116001,101711,AwakeningItem,2,0
116002,116002,101712,AwakeningItem,2,0
116003,116003,101712,AwakeningItem,4,0
116004,116004,101713,AwakeningItem,4,0
116005,116005,101714,AwakeningItem,4,0
117000,117000,101751,AwakeningItem,1,0
117001,117001,101761,AwakeningItem,1,0
117002,117002,101751,AwakeningItem,2,0
117003,117003,101761,AwakeningItem,2,0
117004,117004,101752,AwakeningItem,2,0
117005,117005,101762,AwakeningItem,2,0
117006,117006,101752,AwakeningItem,4,0
117007,117007,101762,AwakeningItem,4,0
117008,117008,101753,AwakeningItem,4,0
117009,117009,101763,AwakeningItem,4,0
117010,117010,101754,AwakeningItem,4,0
117011,117011,101764,AwakeningItem,4,0
118000,118000,101724,AwakeningItem,3,0
119000,119000,101731,AwakeningItem,1,0
119001,119001,101731,AwakeningItem,2,0
119002,119002,101732,AwakeningItem,2,0
119003,119003,101732,AwakeningItem,4,0
119004,119004,101733,AwakeningItem,4,0
119005,119005,101734,AwakeningItem,4,0
120000,120000,101741,AwakeningItem,1,0
120001,120001,101741,AwakeningItem,2,0
120002,120002,101742,AwakeningItem,2,0
120003,120003,101742,AwakeningItem,4,0
120004,120004,101743,AwakeningItem,4,0
120005,120005,101744,AwakeningItem,4,0
121000,121000,101771,AwakeningItem,1,0
121001,121001,101771,AwakeningItem,2,0
121002,121002,101772,AwakeningItem,2,0
121003,121003,101772,AwakeningItem,4,0
121004,121004,101773,AwakeningItem,4,0
121005,121005,101774,AwakeningItem,4,0
122000,122000,101781,AwakeningItem,1,0
122001,122001,101791,AwakeningItem,1,0
122002,122002,101781,AwakeningItem,2,0
122003,122003,101791,AwakeningItem,2,0
122004,122004,101782,AwakeningItem,2,0
122005,122005,101792,AwakeningItem,2,0
122006,122006,101782,AwakeningItem,4,0
122007,122007,101792,AwakeningItem,4,0
122008,122008,101783,AwakeningItem,4,0
122009,122009,101793,AwakeningItem,4,0
122010,122010,101784,AwakeningItem,4,0
122011,122011,101794,AwakeningItem,4,0
123000,123000,101801,AwakeningItem,1,0
123001,123001,101801,AwakeningItem,2,0
123002,123002,101802,AwakeningItem,2,0
123003,123003,101802,AwakeningItem,4,0
123004,123004,101803,AwakeningItem,4,0
123005,123005,101804,AwakeningItem,4,0
124000,124000,101814,AwakeningItem,3,0
125000,125000,101821,AwakeningItem,1,0
125001,125001,101821,AwakeningItem,2,0
125002,125002,101822,AwakeningItem,2,0
125003,125003,101822,AwakeningItem,4,0
125004,125004,101823,AwakeningItem,4,0
125005,125005,101824,AwakeningItem,4,0
126000,126000,101831,AwakeningItem,1,0
126001,126001,101841,AwakeningItem,1,0
126002,126002,101851,AwakeningItem,1,0
126003,126003,101861,AwakeningItem,1,0
126004,126004,101871,AwakeningItem,1,0
126005,126005,101881,AwakeningItem,1,0
126006,126006,101891,AwakeningItem,1,0
126007,126007,101901,AwakeningItem,1,0
126008,126008,101831,AwakeningItem,2,0
126009,126009,101841,AwakeningItem,2,0
126010,126010,101851,AwakeningItem,2,0
126011,126011,101861,AwakeningItem,2,0
126012,126012,101871,AwakeningItem,2,0
126013,126013,101881,AwakeningItem,2,0
126014,126014,101891,AwakeningItem,2,0
126015,126015,101901,AwakeningItem,2,0
126016,126016,101832,AwakeningItem,2,0
126017,126017,101842,AwakeningItem,2,0
126018,126018,101852,AwakeningItem,2,0
126019,126019,101862,AwakeningItem,2,0
126020,126020,101872,AwakeningItem,2,0
126021,126021,101882,AwakeningItem,2,0
126022,126022,101892,AwakeningItem,2,0
126023,126023,101902,AwakeningItem,2,0
126024,126024,101832,AwakeningItem,4,0
126025,126025,101842,AwakeningItem,4,0
126026,126026,101852,AwakeningItem,4,0
126027,126027,101862,AwakeningItem,4,0
126028,126028,101872,AwakeningItem,4,0
126029,126029,101882,AwakeningItem,4,0
126030,126030,101892,AwakeningItem,4,0
126031,126031,101902,AwakeningItem,4,0
126032,126032,101833,AwakeningItem,4,0
126033,126033,101843,AwakeningItem,4,0
126034,126034,101853,AwakeningItem,4,0
126035,126035,101863,AwakeningItem,4,0
126036,126036,101873,AwakeningItem,4,0
126037,126037,101883,AwakeningItem,4,0
126038,126038,101893,AwakeningItem,4,0
126039,126039,101903,AwakeningItem,4,0
126040,126040,101834,AwakeningItem,4,0
126041,126041,101844,AwakeningItem,4,0
126042,126042,101854,AwakeningItem,4,0
126043,126043,101864,AwakeningItem,4,0
126044,126044,101874,AwakeningItem,4,0
126045,126045,101884,AwakeningItem,4,0
126046,126046,101894,AwakeningItem,4,0
126047,126047,101904,AwakeningItem,4,0
127000,127000,101914,AwakeningItem,3,0
128000,128000,101924,AwakeningItem,3,0
129000,129000,101931,AwakeningItem,1,0
129001,129001,101931,AwakeningItem,2,0
129002,129002,101932,AwakeningItem,2,0
129003,129003,101932,AwakeningItem,4,0
129004,129004,101933,AwakeningItem,4,0
129005,129005,101934,AwakeningItem,4,0
130000,130000,101944,AwakeningItem,3,0
131000,131000,101954,AwakeningItem,3,0
132000,132000,101961,AwakeningItem,1,0
132001,132001,101961,AwakeningItem,2,0
132002,132002,101962,AwakeningItem,2,0
132003,132003,101962,AwakeningItem,4,0
132004,132004,101963,AwakeningItem,4,0
132005,132005,101964,AwakeningItem,4,0
133000,133000,101974,AwakeningItem,3,0
134000,134000,101984,AwakeningItem,3,0
135000,135000,101994,AwakeningItem,3,0
136000,136000,102001,AwakeningItem,1,0
136001,136001,102001,AwakeningItem,2,0
136002,136002,102002,AwakeningItem,2,0
136003,136003,102002,AwakeningItem,4,0
136004,136004,102003,AwakeningItem,4,0
136005,136005,102004,AwakeningItem,4,0
137000,137000,102014,AwakeningItem,3,0
138000,138000,102021,AwakeningItem,1,0
138001,138001,102021,AwakeningItem,2,0
138002,138002,102022,AwakeningItem,2,0
138003,138003,102022,AwakeningItem,4,0
138004,138004,102023,AwakeningItem,4,0
138005,138005,102024,AwakeningItem,4,0
139000,139000,102031,AwakeningItem,1,0
139001,139001,102031,AwakeningItem,2,0
139002,139002,102032,AwakeningItem,2,0
139003,139003,102032,AwakeningItem,4,0
139004,139004,102033,AwakeningItem,4,0
139005,139005,102034,AwakeningItem,4,0
140000,140000,102044,AwakeningItem,3,0
141000,141000,102054,AwakeningItem,3,0
142000,142000,102061,AwakeningItem,1,0
142001,142001,102061,AwakeningItem,2,0
142002,142002,102062,AwakeningItem,2,0
142003,142003,102062,AwakeningItem,4,0
142004,142004,102063,AwakeningItem,4,0
142005,142005,102064,AwakeningItem,4,0
144000,144000,102111,AwakeningItem,1,0
144001,144001,102111,AwakeningItem,2,0
144002,144002,102112,AwakeningItem,2,0
144003,144003,102112,AwakeningItem,4,0
144004,144004,102113,AwakeningItem,4,0
144005,144005,102114,AwakeningItem,4,0
145000,145000,102124,AwakeningItem,3,0
146000,146000,102134,AwakeningItem,3,0
148000,148000,102184,AwakeningItem,3,0
701000,701000,100005,AwakeningItem,3,0
702000,702000,100245,AwakeningItem,3,0
703000,703000,100105,AwakeningItem,3,0
704000,704000,100265,AwakeningItem,3,0
