id,passive_skill_set_id,passive_skill_id,created_at,updated_at
21300000,2130,2130,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21300001,2130,1002130,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21300002,2130,2002130,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21300003,2130,3002130,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21300004,2130,4002130,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21310000,2131,2131,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21310001,2131,1002131,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21310002,2131,2002131,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21310003,2131,3002131,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21310004,2131,4002131,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21310005,2131,5002131,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21320000,2132,2132,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21320001,2132,1002132,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21320002,2132,2002132,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21320003,2132,3002132,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21320004,2132,4002132,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21320005,2132,5002132,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21320006,2132,6002132,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330000,2133,2133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330001,2133,1002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330002,2133,2002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330003,2133,3002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330004,2133,4002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330005,2133,5002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330006,2133,6002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330007,2133,7002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330008,2133,8002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330009,2133,9002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330010,2133,10002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330011,2133,11002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330012,2133,12002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330013,2133,13002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330014,2133,14002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330015,2133,15002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330016,2133,16002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21330017,2133,17002133,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340000,2134,2134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340001,2134,1002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340002,2134,2002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340003,2134,3002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340004,2134,4002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340005,2134,5002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340006,2134,6002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340007,2134,7002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340008,2134,8002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340009,2134,9002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340010,2134,10002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340011,2134,11002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340012,2134,12002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340013,2134,13002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340014,2134,14002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340015,2134,15002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340016,2134,16002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21340017,2134,17002134,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21350000,2135,2135,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21350001,2135,1002135,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21350002,2135,2002135,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21350003,2135,3002135,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21360000,2136,2136,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21360001,2136,1002136,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21360002,2136,2002136,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21360003,2136,3002136,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21360004,2136,4002136,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21370000,2137,2137,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21370001,2137,1002137,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21370002,2137,2002137,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21370003,2137,3002137,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21380000,2138,2138,2024-06-26 10:48:06.780668,2024-06-26 10:48:06.780668
21380001,2138,1002138,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21380002,2138,2002138,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21380003,2138,3002138,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21380004,2138,4002138,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21390000,2139,2139,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21390001,2139,1002139,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21390002,2139,2002139,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21390003,2139,3002139,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21390004,2139,4002139,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21390005,2139,5002139,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21390006,2139,6002139,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21390007,2139,7002139,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21390008,2139,8002139,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21390009,2139,9002139,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21400000,2140,2140,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21400001,2140,1002140,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21400002,2140,2002140,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21400003,2140,3002140,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21400004,2140,4002140,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21410000,2141,2141,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21410001,2141,1002141,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21410002,2141,2002141,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21410003,2141,3002141,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21420000,2142,2142,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21420001,2142,1002142,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21420002,2142,2002142,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21420003,2142,3002142,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21420004,2142,4002142,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21430000,2143,2143,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21430001,2143,1002143,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21430002,2143,2002143,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21430003,2143,3002143,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21430004,2143,4002143,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21440000,2144,2144,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21440001,2144,1002144,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21440002,2144,2002144,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21440003,2144,3002144,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21450000,2145,2145,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21450001,2145,1002145,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21450002,2145,2002145,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21450003,2145,3002145,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21450004,2145,4002145,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21460000,2146,2146,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21460001,2146,1002146,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21460002,2146,2002146,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21460003,2146,3002146,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21460004,2146,4002146,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21460005,2146,5002146,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21460006,2146,6002146,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21470000,2147,2147,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21470001,2147,1002147,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21470002,2147,2002147,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21470003,2147,3002147,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21480000,2148,2148,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21480001,2148,1002148,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21480002,2148,2002148,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21480003,2148,3002148,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21480004,2148,4002148,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21490000,2149,2149,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21490001,2149,1002149,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21490002,2149,2002149,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21490003,2149,3002149,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21490004,2149,4002149,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21490005,2149,5002149,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21500000,2150,2150,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21500001,2150,1002150,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21500002,2150,2002150,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21500003,2150,3002150,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21500004,2150,4002150,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21500005,2150,5002150,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21500006,2150,6002150,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21500007,2150,7002150,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21510000,2151,2151,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21510001,2151,1002151,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21510002,2151,2002151,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21520000,2152,2152,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21520001,2152,1002152,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21520002,2152,2002152,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21520003,2152,3002152,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21520004,2152,4002152,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21530000,2153,2153,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21530001,2153,1002153,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21530002,2153,2002153,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21540000,2154,2154,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21540001,2154,1002154,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21540002,2154,2002154,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21540003,2154,3002154,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21550000,2155,2155,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21550001,2155,1002155,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21550002,2155,2002155,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21560000,2156,2156,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21560001,2156,1002156,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21560002,2156,2002156,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21560003,2156,3002156,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21570000,2157,2157,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21570001,2157,1002157,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21570002,2157,2002157,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21570003,2157,3002157,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21570004,2157,4002157,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21570005,2157,5002157,2024-06-26 10:48:06.796083,2024-06-26 10:48:06.796083
21570006,2157,6002157,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21570007,2157,7002157,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21570008,2157,8002157,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21580000,2158,2158,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21580001,2158,1002158,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21580002,2158,2002158,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21580003,2158,3002158,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21580004,2158,4002158,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21580005,2158,5002158,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21580006,2158,6002158,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21580007,2158,7002158,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21580008,2158,8002158,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21580009,2158,9002158,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21580010,2158,10002158,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21590000,2159,2159,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21590001,2159,1002159,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21590002,2159,2002159,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21590003,2159,3002159,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21600000,2160,2160,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21600001,2160,1002160,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21600002,2160,2002160,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21600003,2160,3002160,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21600004,2160,4002160,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21610000,2161,2161,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21610001,2161,1002161,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21610002,2161,2002161,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21610003,2161,3002161,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21620000,2162,2162,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21620001,2162,1002162,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21620002,2162,2002162,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21620003,2162,3002162,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21620004,2162,4002162,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21630000,2163,2163,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21630001,2163,1002163,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21630002,2163,2002163,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21630003,2163,3002163,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21630004,2163,4002163,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21640000,2164,2164,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21640001,2164,1002164,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21640002,2164,2002164,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21640003,2164,3002164,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21650000,2165,2165,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21650001,2165,1002165,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21650002,2165,2002165,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21660000,2166,2166,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21660001,2166,1002166,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21660002,2166,2002166,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21660003,2166,3002166,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21670000,2167,2167,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21670001,2167,1002167,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21680000,2168,2168,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21680001,2168,1002168,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21680002,2168,2002168,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21690000,2169,2169,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21690001,2169,1002169,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21690002,2169,2002169,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21690003,2169,3002169,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21700000,2170,2170,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21700001,2170,1002170,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21700002,2170,2002170,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21710000,2171,2171,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21710001,2171,1002171,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21710002,2171,2002171,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21710003,2171,3002171,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21710004,2171,4002171,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21720000,2172,2172,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21720001,2172,1002172,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21720002,2172,2002172,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21720003,2172,3002172,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21720004,2172,4002172,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21730000,2173,2173,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21730001,2173,1002173,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21730002,2173,2002173,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21740000,2174,2174,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21740001,2174,1002174,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21740002,2174,2002174,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21740003,2174,3002174,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21740004,2174,4002174,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21740005,2174,5002174,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21740006,2174,6002174,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21750000,2175,2175,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21750001,2175,1002175,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21750002,2175,2002175,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21750003,2175,3002175,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21750004,2175,4002175,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21750005,2175,5002175,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21750006,2175,6002175,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21760000,2176,2176,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21760001,2176,1002176,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21760002,2176,2002176,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21770000,2177,2177,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21770001,2177,1002177,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21770002,2177,2002177,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21780000,2178,2178,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21780001,2178,1002178,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21780002,2178,2002178,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21780003,2178,3002178,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21790000,2179,2179,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21790001,2179,1002179,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21790002,2179,2002179,2024-06-26 10:48:06.805428,2024-06-26 10:48:06.805428
21790003,2179,3002179,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21790004,2179,4002179,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21790005,2179,5002179,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21790006,2179,6002179,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21790007,2179,7002179,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21800000,2180,2180,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21800001,2180,1002180,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21800002,2180,2002180,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21810000,2181,2181,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21810001,2181,1002181,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21810002,2181,2002181,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21820000,2182,2182,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21820001,2182,1002182,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21820002,2182,2002182,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21820003,2182,3002182,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21830000,2183,2183,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21830001,2183,1002183,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21830002,2183,2002183,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21830003,2183,3002183,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21830004,2183,4002183,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21830005,2183,5002183,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21840000,2184,2184,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21840001,2184,1002184,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21840002,2184,2002184,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21840003,2184,3002184,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21840004,2184,4002184,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21850000,2185,2185,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21850001,2185,1002185,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21850002,2185,2002185,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21850003,2185,3002185,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21850004,2185,4002185,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21860000,2186,2186,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21860001,2186,1002186,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21860002,2186,2002186,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21860003,2186,3002186,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21860004,2186,4002186,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21870000,2187,2187,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21870001,2187,1002187,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21870002,2187,2002187,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21870003,2187,3002187,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21870004,2187,4002187,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21880000,2188,2188,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21880001,2188,1002188,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21880002,2188,2002188,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21880003,2188,3002188,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21880004,2188,4002188,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21890000,2189,2189,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21890001,2189,1002189,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21890002,2189,2002189,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21890003,2189,3002189,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21890004,2189,4002189,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21900000,2190,2190,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21900001,2190,1002190,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21900002,2190,2002190,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21900003,2190,3002190,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21900004,2190,4002190,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21910000,2191,2191,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
21910001,2191,1002191,2024-06-26 10:48:06.814658,2024-06-26 10:48:06.814658
