id,mission_category_id,item1_id,item1_type,item2_id,item2_type,item3_id,item3_type,item4_id,item4_type
448,100248,2140,EquipmentSkillItem,2118.0,EquipmentSkillItem,2120.0,EquipmentSkillItem,2112.0,EquipmentSkillItem
450,4010,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card
451,3114,11,Point::Stone,,,,,,
452,10119,11,Point::Stone,1201.0,SD::Pack,,,,
454,3115,11,Point::Stone,1002630.0,Card,,,,
455,3118,11,Point::Stone,,,,,,
456,775,138,SpecialItem,11.0,Point::Stone,,,,
458,912,11,Point::Stone,30010.0,SupportMemory,1002630.0,Card,1008020.0,Card
459,3116,11,Point::Stone,,,,,,
460,257,11,Point::Stone,,,,,,
461,100257,11,Point::Stone,,,,,,
462,110257,11,Point::Stone,,,,,,
463,1304,11,Point::Stone,1027240.0,Card,1002630.0,Card,,
464,10122,39,WallpaperItem,11.0,Point::Stone,,,,
465,10123,11,Point::Stone,1003970.0,Card,1011481.0,Card,139.0,SpecialItem
467,10124,5222,AwakeningItem,5412.0,AwakeningItem,5194.0,AwakeningItem,5233.0,AwakeningItem
468,10125,11,Point::Stone,22.0,TreasureItem,1.0,TreasureItem,1.0,LinkSkillLvUpItem
469,10126,11,Point::Stone,2.0,SpecialItem,40001.0,AwakeningItem,2.0,ActItem
470,263,2466,EquipmentSkillItem,2452.0,EquipmentSkillItem,2444.0,EquipmentSkillItem,2436.0,EquipmentSkillItem
471,10127,11,Point::Stone,,,,,,
473,781,11,Point::Stone,,,,,,
474,3119,11,Point::Stone,,,,,,
475,3120,11,Point::Stone,,,,,,
476,259,2424,EquipmentSkillItem,2400.0,EquipmentSkillItem,2402.0,EquipmentSkillItem,2394.0,EquipmentSkillItem
477,10129,140,SpecialItem,1003970.0,Card,1013400.0,Card,,
478,10130,11,Point::Stone,1300.0,SD::Pack,,,,
479,3117,11,Point::Stone,1002630.0,Card,,,,
480,3121,11,Point::Stone,,,,,,
481,256,11,Point::Stone,1003970.0,Card,,,,
482,3122,11,Point::Stone,1002630.0,Card,,,,
483,3123,11,Point::Stone,,,,,,
484,4011,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card
487,3124,11,Point::Stone,,,,,,
488,265,11,Point::Stone,1011481.0,Card,,,,
489,913,11,Point::Stone,1027530.0,Card,1002630.0,Card,,
490,10133,11,Point::Stone,1.0,CardStickerItem,2.0,LinkSkillLvUpItem,,
492,10135,5971,AwakeningItem,,,,,,
493,3125,11,Point::Stone,,,,,,
494,264,11,Point::Stone,1027930.0,Card,1013400.0,Card,,
495,4012,11,Point::Stone,2.0,ActItem,2004.0,TreasureItem,,
496,10136,11,Point::Stone,1301.0,SD::Pack,,,,
497,10137,11,Point::Stone,2.0,SpecialItem,40001.0,AwakeningItem,1003970.0,Card
498,267,2,LinkSkillLvUpItem,1.0,LinkSkillLvUpItem,,,,
500,10139,5981,AwakeningItem,,,,,,
502,10141,11,Point::Stone,1400.0,SD::Pack,,,,
503,266,11,Point::Stone,1027790.0,Card,,,,
504,3126,11,Point::Stone,1002630.0,Card,,,,
505,4013,11,Point::Stone,2.0,ActItem,2004.0,TreasureItem,,
506,10142,11,Point::Stone,1003970.0,Card,1013400.0,Card,1.0,ActItem
507,759,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint
508,778,11,Point::Stone,1.0,CardStickerItem,1003970.0,Card,1012230.0,Card
509,777,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
510,268,11,Point::Stone,1003970.0,Card,1013400.0,Card,1011481.0,Card
511,10143,11,Point::Stone,1013400.0,Card,1011481.0,Card,,
512,10144,5991,AwakeningItem,,,,,,
513,3127,11,Point::Stone,,,,,,
514,10145,11,Point::Stone,1003970.0,Card,,,,
515,10146,11,Point::Stone,1003970.0,Card,,,,
517,10148,15011,AwakeningItem,,,,,,
518,3128,11,Point::Stone,,,,,,
519,10149,11,Point::Stone,1028410.0,Card,900006.0,AwakeningItem,1003970.0,Card
520,779,11,Point::Stone,,,,,,
522,3129,11,Point::Stone,,,,,,
528,10156,11,Point::Stone,2.0,SpecialItem,40001.0,AwakeningItem,1003970.0,Card
529,4014,11,Point::Stone,2.0,ActItem,2004.0,TreasureItem,,
530,776,152,SpecialItem,151.0,SpecialItem,11.0,Point::Stone,50011.0,SupportMemory
531,780,11,Point::Stone,1002630.0,Card,,,,
532,10157,5043,AwakeningItem,5352.0,AwakeningItem,,,,
534,10159,11,Point::Stone,1401.0,SD::Pack,,,,
535,10160,1003970,Card,,,,,,
536,914,11,Point::Stone,50010.0,SupportMemory,1002630.0,Card,1012840.0,Card
538,3130,11,Point::Stone,,,,,,
539,10162,11,Point::Stone,1001.0,EventkagiItem,2.0,LinkSkillLvUpItem,1.0,LinkSkillLvUpItem
540,4020,11,Point::Stone,2.0,ActItem,2004.0,TreasureItem,,
541,10163,5203,AwakeningItem,,,,,,
543,784,11,Point::Stone,1003970.0,Card,1011481.0,Card,2.0,LinkSkillLvUpItem
544,10164,1011481,Card,1002640.0,Card,,,,
545,707,11,Point::Stone,,,,,,
546,3132,11,Point::Stone,,,,,,
547,782,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
549,120217,1003970,Card,1013400.0,Card,,,,
550,1306,11,Point::Stone,1028530.0,Card,1013400.0,Card,,
551,783,11,Point::Stone,1003970.0,Card,,,,
552,790,161,SpecialItem,160.0,SpecialItem,11.0,Point::Stone,50012.0,SupportMemory
553,1305,11,Point::Stone,1018970.0,Card,1002630.0,Card,,
554,10166,29,TreasureItem,1028331.0,Card,1.0,CardStickerItem,,
555,3131,11,Point::Stone,,,,,,
557,10167,153,SpecialItem,1003970.0,Card,1013400.0,Card,,
558,10168,5482,AwakeningItem,5481.0,AwakeningItem,5491.0,AwakeningItem,5731.0,AwakeningItem
559,271,4007,EquipmentSkillItem,4002.0,EquipmentSkillItem,3985.0,EquipmentSkillItem,3980.0,EquipmentSkillItem
560,10169,11,Point::Stone,,,,,,
562,3133,11,Point::Stone,,,,,,
563,4015,11,Point::Stone,2.0,ActItem,2004.0,TreasureItem,,
564,10171,1011481,Card,1002640.0,Card,,,,
565,786,11,Point::Stone,2872.0,EquipmentSkillItem,2871.0,EquipmentSkillItem,2870.0,EquipmentSkillItem
566,3137,11,Point::Stone,,,,,,
567,10172,5882,AwakeningItem,5881.0,AwakeningItem,5831.0,AwakeningItem,5841.0,AwakeningItem
568,272,11,Point::Stone,1003970.0,Card,,,,
569,4016,11,Point::Stone,2.0,ActItem,2004.0,TreasureItem,,
570,3134,11,Point::Stone,,,,,,
571,3135,11,Point::Stone,,,,,,
572,269,32,TreasureItem,,,,,,
573,4017,11,Point::Stone,2.0,ActItem,2004.0,TreasureItem,,
574,10173,11,Point::Stone,1.0,CardStickerItem,2.0,LinkSkillLvUpItem,,
575,3701,11,Point::Stone,100005.0,AwakeningItem,,,,
576,100243,3969,EquipmentSkillItem,3964.0,EquipmentSkillItem,3947.0,EquipmentSkillItem,3942.0,EquipmentSkillItem
577,270,11,Point::Stone,1011481.0,Card,2.0,LinkSkillLvUpItem,1.0,LinkSkillLvUpItem
578,3136,11,Point::Stone,,,,,,
579,10174,11,Point::Stone,1003970.0,Card,1013400.0,Card,2.0,ActItem
580,10175,15031,AwakeningItem,,,,,,
582,10177,11,Point::Stone,1019101.0,Card,1013400.0,Card,1005480.0,Card
583,10178,15021,AwakeningItem,,,,,,
584,3140,11,Point::Stone,,,,,,
585,3141,11,Point::Stone,,,,,,
586,275,11,Point::Stone,1019101.0,Card,1013400.0,Card,1005480.0,Card
587,274,2102,TreasureItem,3.0,ActItem,,,,
588,915,11,Point::Stone,10006.0,SupportMemory,1028620.0,Card,1002630.0,Card
589,10179,11,Point::Stone,1500.0,SD::Pack,,,,
590,276,11,Point::Stone,1013101.0,Card,1013400.0,Card,1005480.0,Card
591,3138,11,Point::Stone,,,,,,
592,789,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint
593,10180,11,Point::Stone,2.0,SpecialItem,40001.0,AwakeningItem,1003970.0,Card
594,273,11,Point::Stone,1013400.0,Card,1005480.0,Card,8.0,TrainingField
595,788,11,Point::Stone,3396.0,EquipmentSkillItem,3395.0,EquipmentSkillItem,3394.0,EquipmentSkillItem
596,3139,11,Point::Stone,,,,,,
601,10185,45,WallpaperItem,11.0,Point::Stone,1904.0,SupportItem,,
602,787,163,SpecialItem,11.0,Point::Stone,,,,
603,791,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint
604,916,11,Point::Stone,20018.0,SupportMemory,1017150.0,Card,1002630.0,Card
605,3142,11,Point::Stone,,,,,,
606,10186,11,Point::Stone,1.0,CardStickerItem,2.0,LinkSkillLvUpItem,,
607,917,11,Point::Stone,1013400.0,Card,1002630.0,Card,,
608,10187,11,Point::Stone,162.0,SpecialItem,1003970.0,Card,1.0,CardStickerItem
609,10188,5283,AwakeningItem,15051.0,AwakeningItem,,,,
610,10189,11,Point::Stone,1003970.0,Card,,,,
611,10190,11,Point::Stone,1003970.0,Card,,,,
612,3144,11,Point::Stone,,,,,,
613,10191,11,Point::Stone,2.0,ActItem,22.0,TreasureItem,1.0,TreasureItem
614,10192,11,Point::Stone,1501.0,SD::Pack,,,,
615,10193,11,Point::Stone,17.0,CardStickerItem,3100.0,TreasureItem,1003970.0,Card
616,792,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint
617,10194,11,Point::Stone,1013101.0,Card,1013400.0,Card,1005480.0,Card
618,3702,11,Point::Stone,100245.0,AwakeningItem,,,,
619,4018,11,Point::Stone,2.0,ActItem,2004.0,TreasureItem,,
620,3703,11,Point::Stone,100105.0,AwakeningItem,,,,
621,110203,3,ActItem,2.0,ActItem,1.0,ActItem,,
622,100254,2314,EquipmentSkillItem,2311.0,EquipmentSkillItem,2308.0,EquipmentSkillItem,2307.0,EquipmentSkillItem
623,10195,11,Point::Stone,2.0,SpecialItem,40001.0,AwakeningItem,1003970.0,Card
624,3704,11,Point::Stone,100265.0,AwakeningItem,,,,
625,10196,11,Point::Stone,1600.0,SD::Pack,,,,
633,918,11,Point::Stone,50013.0,SupportMemory,1028990.0,Card,,
635,10204,11,Point::Stone,1601.0,SD::Pack,,,,
638,10207,11,Point::Stone,1700.0,SD::Pack,,,,
644,3145,11,Point::Stone,,,,,,
647,3146,11,Point::Stone,,,,,,
648,3148,11,Point::Stone,,,,,,
806001,806,11,Point::Stone,,,,,,
806002,100806,11,Point::Stone,,,,,,
900001,900001,11,Point::Stone,9117.0,TreasureItem,9038.0,SpecialItem,1003970.0,Card
900002,900002,11,Point::Stone,1013400.0,Card,,,,
900003,900003,11,Point::Stone,1013400.0,Card,,,,
900004,900004,11,Point::Stone,1013400.0,Card,,,,
900005,900005,11,Point::Stone,1003970.0,Card,,,,
900006,900006,11,Point::Stone,1003970.0,Card,1013400.0,Card,9101.0,TrainingItem
900007,900007,49,SpecialItem,,,,,,
900008,900008,49,SpecialItem,,,,,,
900009,900009,49,SpecialItem,,,,,,
900010,900010,11,Point::Stone,102.0,SpecialItem,900000.0,AwakeningItem,1.0,CardStickerItem
900011,900011,11,Point::Stone,900000.0,AwakeningItem,1003970.0,Card,1023821.0,Card
900012,900012,11,Point::Stone,1003970.0,Card,2.0,ActItem,1.0,TreasureItem
900013,900013,11,Point::Stone,900000.0,AwakeningItem,1013400.0,Card,1.0,TreasureItem
900014,900014,11,Point::Stone,1003970.0,Card,1013400.0,Card,900000.0,AwakeningItem
900015,900015,11,Point::Stone,1003970.0,Card,1013400.0,Card,5.0,EventkagiItem
900016,900016,11,Point::Stone,1003970.0,Card,9047.0,SpecialItem,9049.0,SpecialItem
900017,900017,11,Point::Stone,1003970.0,Card,9047.0,SpecialItem,9049.0,SpecialItem
900018,900018,11,Point::Stone,1003970.0,Card,9047.0,SpecialItem,9049.0,SpecialItem
900019,900019,49,SpecialItem,,,,,,
900020,900020,49,SpecialItem,,,,,,
900021,900021,49,SpecialItem,,,,,,
900022,900022,11,Point::Stone,1013400.0,Card,,,,
900023,900023,11,Point::Stone,1013400.0,Card,,,,
900024,900024,11,Point::Stone,1013400.0,Card,,,,
900025,900025,11,Point::Stone,1013400.0,Card,,,,
900026,900026,11,Point::Stone,1003970.0,Card,1013400.0,Card,1.0,EventkagiItem
900027,900027,107,SpecialItem,,,,,,
900028,900028,107,SpecialItem,,,,,,
900029,900029,107,SpecialItem,,,,,,
900030,900030,107,SpecialItem,,,,,,
900031,900031,107,SpecialItem,,,,,,
900032,900032,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
900033,900033,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
900034,900034,11,Point::Stone,1003970.0,Card,1013400.0,Card,5.0,EventkagiItem
900035,900035,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
900036,900036,11,Point::Stone,9121.0,TreasureItem,9063.0,SpecialItem,1003970.0,Card
900037,900037,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
900038,900038,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
900039,900039,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
900040,900040,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
900041,900041,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
900042,900042,11,Point::Stone,1013400.0,Card,,,,
900043,900043,11,Point::Stone,1013400.0,Card,,,,
900044,900044,11,Point::Stone,1013400.0,Card,,,,
900045,900045,11,Point::Stone,113.0,SpecialItem,1013400.0,Card,,
900046,900046,11,Point::Stone,1003970.0,Card,1023821.0,Card,,
900047,900047,11,Point::Stone,1011481.0,Card,1013400.0,Card,,
900048,900048,49,SpecialItem,,,,,,
900049,900049,49,SpecialItem,,,,,,
900050,900050,49,SpecialItem,,,,,,
900051,900051,11,Point::Stone,2.0,ActItem,1003970.0,Card,1005480.0,Card
900052,900052,11,Point::Stone,1003970.0,Card,1013400.0,Card,,
900053,900053,11,Point::Stone,1003970.0,Card,1011481.0,Card,,
900054,900054,9077,SpecialItem,,,,,,
900055,900055,9077,SpecialItem,,,,,,
900056,900056,9077,SpecialItem,,,,,,
900057,900057,11,Point::Stone,1013400.0,Card,,,,
900058,900058,11,Point::Stone,1013400.0,Card,,,,
900059,900059,11,Point::Stone,1013400.0,Card,,,,
900060,900060,11,Point::Stone,1013400.0,Card,,,,
900061,900061,11,Point::Stone,1013400.0,Card,,,,
900062,900062,9124,TreasureItem,,,,,,
900063,900063,9124,TreasureItem,,,,,,
900064,900064,9124,TreasureItem,,,,,,
900065,900065,9124,TreasureItem,,,,,,
900066,900066,9124,TreasureItem,,,,,,
900067,900067,9124,TreasureItem,,,,,,
900068,900068,126,SpecialItem,,,,,,
900069,900069,126,SpecialItem,,,,,,
900070,900070,126,SpecialItem,,,,,,
900071,900071,126,SpecialItem,,,,,,
900072,900072,126,SpecialItem,,,,,,
900073,900073,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
900074,900074,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
900075,900075,130,SpecialItem,1003970.0,Card,,,,
900076,900076,130,SpecialItem,1003970.0,Card,,,,
900077,900077,130,SpecialItem,1003970.0,Card,,,,
900078,900078,130,SpecialItem,1003970.0,Card,,,,
900079,900079,11,Point::Stone,1003970.0,Card,,,,
900080,900080,11,Point::Stone,1013400.0,Card,,,,
900081,900081,11,Point::Stone,1003970.0,Card,1005480.0,Card,2.0,ActItem
900082,900082,11,Point::Stone,1003970.0,Card,1011481.0,Card,2.0,ActItem
900083,900083,11,Point::Stone,1003970.0,Card,1013400.0,Card,2.0,ActItem
900084,900084,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
900085,900085,49,SpecialItem,,,,,,
900086,900086,49,SpecialItem,,,,,,
900087,900087,49,SpecialItem,,,,,,
900088,900088,11,Point::Stone,1003970.0,Card,1013400.0,Card,1011481.0,Card
900089,900089,11,Point::Stone,9096.0,SpecialItem,9125.0,TreasureItem,13.0,TrainingField
900090,900090,11,Point::Stone,1013400.0,Card,,,,
900091,900091,11,Point::Stone,1013400.0,Card,,,,
900092,900092,11,Point::Stone,1013400.0,Card,,,,
900093,900093,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
900094,900094,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
900095,900095,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
900096,900096,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
900097,900097,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
900098,900098,11,Point::Stone,1003970.0,Card,137.0,SpecialItem,1.0,CardStickerItem
900099,900099,11,Point::Stone,1003970.0,Card,1028640.0,Card,1023821.0,Card
900100,900100,11,Point::Stone,1003970.0,Card,2.0,LinkSkillLvUpItem,1.0,LinkSkillLvUpItem
900101,900101,11,Point::Stone,1013400.0,Card,1011481.0,Card,1005480.0,Card
900102,900102,9077,SpecialItem,,,,,,
900103,900103,9077,SpecialItem,,,,,,
900104,900104,9077,SpecialItem,,,,,,
900105,900105,11,Point::Stone,1005480.0,Card,1003.0,EventkagiItem,,
900106,900106,9105,SpecialItem,,,,,,
900107,900107,11,Point::Stone,1.0,CardStickerItem,2.0,LinkSkillLvUpItem,,
900108,900108,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
900109,900109,11,Point::Stone,1003970.0,Card,1005480.0,Card,1000.0,TrainingItem
900110,900110,11,Point::Stone,1013400.0,Card,,,,
900111,900111,11,Point::Stone,1013400.0,Card,,,,
900112,900112,11,Point::Stone,1013400.0,Card,,,,
900113,900113,11,Point::Stone,1013400.0,Card,,,,
900114,900114,150,SpecialItem,,,,,,
900115,900115,150,SpecialItem,,,,,,
900116,900116,150,SpecialItem,,,,,,
900117,900117,150,SpecialItem,,,,,,
900118,900118,150,SpecialItem,,,,,,
900119,900119,11,Point::Stone,1013400.0,Card,900000.0,AwakeningItem,2.0,LinkSkillLvUpItem
910106,910106,9105,SpecialItem,,,,,,
9100256,9100256,11,Point::Stone,1003970.0,Card,,,,
9100263,9100263,2452,EquipmentSkillItem,2446.0,EquipmentSkillItem,2438.0,EquipmentSkillItem,2436.0,EquipmentSkillItem
