id,name,description,zeni,rarity,selling_exchange_point,event_jumpable
100011,Legendary Super Saiyan Broly [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100012,Legendary Super Saiyan Broly [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100013,Legendary Super Saiyan Broly [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100014,Legendary Super Saiyan Broly [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100021,Gohan (Kid) [Bronze],Character-specific Medal required for Awakening.,10000,0,20,1
100022,Gohan (Kid) [Silver],Character-specific Medal required for Awakening.,20000,1,20,1
100023,Gohan (Kid) [Gold],Character-specific Medal required for Awakening.,30000,2,20,1
100024,Gohan (Kid) [Rainbow],Character-specific Medal required for Awakening.,40000,3,20,1
100031,Frieza (Full Power) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100032,Frieza (Full Power) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100033,Frieza (Full Power) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100034,Frieza (Full Power) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100041,Super Saiyan Goku [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
100042,Super Saiyan Goku [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
100043,Super Saiyan Goku [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
100044,Super Saiyan Goku [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
100051,Super Saiyan Gohan (Teen) [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
100052,Super Saiyan Gohan (Teen) [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
100053,Super Saiyan Gohan (Teen) [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
100054,Super Saiyan Gohan (Teen) [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
100061,Super Saiyan Goten (Kid) [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
100062,Super Saiyan Goten (Kid) [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
100063,Super Saiyan Goten (Kid) [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
100064,Super Saiyan Goten (Kid) [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
100071,Perfect Cell [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100072,Perfect Cell [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100073,Perfect Cell [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100074,Perfect Cell [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100081,Ultimate Gohan [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100082,Ultimate Gohan [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100083,Ultimate Gohan [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100084,Ultimate Gohan [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100091,Piccolo [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100092,Piccolo [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100093,Piccolo [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100094,Piccolo [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100101,Buu (Kid) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100102,Buu (Kid) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100103,Buu (Kid) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100104,Buu (Kid) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100105,Buu (Kid) [SUPER],Character-specific Medal required for Awakening.,1300000,4,20,1
100111,Beerus [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100112,Beerus [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100113,Beerus [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100114,Beerus [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100121,Super Saiyan 3 Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100122,Super Saiyan 3 Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100123,Super Saiyan 3 Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100124,Super Saiyan 3 Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100131,Super Janemba [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100132,Super Janemba [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100133,Super Janemba [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100134,Super Janemba [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100141,Super Saiyan God SS Goku [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
100142,Super Saiyan God SS Goku [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
100143,Super Saiyan God SS Goku [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
100144,Super Saiyan God SS Goku [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
100151,Super Saiyan God SS Vegeta [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
100152,Super Saiyan God SS Vegeta [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
100153,Super Saiyan God SS Vegeta [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
100154,Super Saiyan God SS Vegeta [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
100161,Broly (Wrathful) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100162,Broly (Wrathful) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100163,Broly (Wrathful) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100164,Broly (Wrathful) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100171,Super Gogeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100172,Super Gogeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100173,Super Gogeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100174,Super Gogeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100181,Super Saiyan Goku Jr. [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100182,Super Saiyan Goku Jr. [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100183,Super Saiyan Goku Jr. [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100184,Super Saiyan Goku Jr. [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100191,Super Saiyan Vegeta Jr. [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100192,Super Saiyan Vegeta Jr. [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100193,Super Saiyan Vegeta Jr. [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100194,Super Saiyan Vegeta Jr. [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100201,Goku (GT) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100202,Goku (GT) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100203,Goku (GT) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100204,Goku (GT) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100221,Super Saiyan Trunks (Future) [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
100222,Super Saiyan Trunks (Future) [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
100223,Super Saiyan Trunks (Future) [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
100224,Super Saiyan Trunks (Future) [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
100231,Super Saiyan God SS Vegeta [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
100232,Super Saiyan God SS Vegeta [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
100233,Super Saiyan God SS Vegeta [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
100234,Super Saiyan God SS Vegeta [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
100241,Super Saiyan 3 Gotenks [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100242,Super Saiyan 3 Gotenks [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100243,Super Saiyan 3 Gotenks [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100244,Super Saiyan 3 Gotenks [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100245,Super Saiyan 3 Gotenks [SUPER],Character-specific Medal required for Awakening.,1300000,4,20,1
100251,Golden Frieza [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100252,Golden Frieza [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100253,Golden Frieza [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100254,Golden Frieza [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100261,Goku Black [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100262,Goku Black [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100263,Goku Black [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100264,Goku Black [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100265,Goku Black [SUPER],Character-specific Medal required for Awakening.,1300000,4,20,1
100271,Frieza (2nd Form) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100272,Frieza (2nd Form) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100273,Frieza (2nd Form) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100274,Frieza (2nd Form) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100281,Majin Buu (Ultimate Gohan) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100282,Majin Buu (Ultimate Gohan) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100283,Majin Buu (Ultimate Gohan) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100284,Majin Buu (Ultimate Gohan) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100291,Legendary Super Saiyan Broly [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100292,Legendary Super Saiyan Broly [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100293,Legendary Super Saiyan Broly [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100294,Legendary Super Saiyan Broly [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100301,Fusion Android #13 [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100302,Fusion Android #13 [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100303,Fusion Android #13 [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100304,Fusion Android #13 [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100311,Fusion Android #13 [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100312,Fusion Android #13 [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100313,Fusion Android #13 [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100314,Fusion Android #13 [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100321,Metal Cooler [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100322,Metal Cooler [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100323,Metal Cooler [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100324,Metal Cooler [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100331,Majin Buu (Pure Evil) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100332,Majin Buu (Pure Evil) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100333,Majin Buu (Pure Evil) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100334,Majin Buu (Pure Evil) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100341,Nuova Shenron [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100342,Nuova Shenron [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100343,Nuova Shenron [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100344,Nuova Shenron [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100351,Super Saiyan Goku [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100352,Super Saiyan Goku [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100353,Super Saiyan Goku [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100354,Super Saiyan Goku [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100361,Super Saiyan 2 Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100362,Super Saiyan 2 Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100363,Super Saiyan 2 Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100364,Super Saiyan 2 Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100371,Perfect Cell [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100372,Perfect Cell [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100373,Perfect Cell [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100374,Perfect Cell [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100381,Super Saiyan 2 Gohan (Youth) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100382,Super Saiyan 2 Gohan (Youth) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100383,Super Saiyan 2 Gohan (Youth) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100384,Super Saiyan 2 Gohan (Youth) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100391,Super Saiyan God SS Goku [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100392,Super Saiyan God SS Goku [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100393,Super Saiyan God SS Goku [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100394,Super Saiyan God SS Goku [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100401,Omega Shenron [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100402,Omega Shenron [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100403,Omega Shenron [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100404,Omega Shenron [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100411,Super Vegito [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100412,Super Vegito [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100413,Super Vegito [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100414,Super Vegito [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100421,Fusion Zamasu [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100422,Fusion Zamasu [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100423,Fusion Zamasu [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100424,Fusion Zamasu [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100431,Super Saiyan 2 Goku (Angel) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100432,Super Saiyan 2 Goku (Angel) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100433,Super Saiyan 2 Goku (Angel) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100434,Super Saiyan 2 Goku (Angel) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100441,Majin Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100442,Majin Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100443,Majin Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100444,Majin Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100451,Super Saiyan God SS Vegito [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100452,Super Saiyan God SS Vegito [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100453,Super Saiyan God SS Vegito [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100454,Super Saiyan God SS Vegito [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100461,Goku Black (Super Saiyan Rosé) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100462,Goku Black (Super Saiyan Rosé) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100463,Goku Black (Super Saiyan Rosé) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100464,Goku Black (Super Saiyan Rosé) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100471,Super Saiyan God SS Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100472,Super Saiyan God SS Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100473,Super Saiyan God SS Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100474,Super Saiyan God SS Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100481,Super Saiyan Trunks (Future) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100482,Super Saiyan Trunks (Future) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100483,Super Saiyan Trunks (Future) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100484,Super Saiyan Trunks (Future) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100491,Super Saiyan 2 Caulifla [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100492,Super Saiyan 2 Caulifla [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100493,Super Saiyan 2 Caulifla [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100494,Super Saiyan 2 Caulifla [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100501,Kale (Berserk) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100502,Kale (Berserk) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100503,Kale (Berserk) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100504,Kale (Berserk) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100511,Super Saiyan 3 Broly [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100512,Super Saiyan 3 Broly [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100513,Super Saiyan 3 Broly [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100514,Super Saiyan 3 Broly [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100521,Toppo (God of Destruction Mode) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100522,Toppo (God of Destruction Mode) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100523,Toppo (God of Destruction Mode) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100524,Toppo (God of Destruction Mode) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100531,Dyspo (Super Speed Mode) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100532,Dyspo (Super Speed Mode) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100533,Dyspo (Super Speed Mode) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100534,Dyspo (Super Speed Mode) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100541,Super #17 [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100542,Super #17 [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100543,Super #17 [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100544,Super #17 [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100551,Buu (Kid) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100552,Buu (Kid) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100553,Buu (Kid) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100554,Buu (Kid) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100561,Masked Saiyan [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100562,Masked Saiyan [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100563,Masked Saiyan [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100564,Masked Saiyan [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100571,Super Gogeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100572,Super Gogeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100573,Super Gogeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100574,Super Gogeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100581,Super Janemba [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100582,Super Janemba [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100583,Super Janemba [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100584,Super Janemba [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100591,Goku (Kaioken) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100592,Goku (Kaioken) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100593,Goku (Kaioken) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100594,Goku (Kaioken) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100601,Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100602,Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100603,Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100604,Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100611,Goku (Ultra Instinct -Sign-) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100612,Goku (Ultra Instinct -Sign-) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100613,Goku (Ultra Instinct -Sign-) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100614,Goku (Ultra Instinct -Sign-) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100624,Goku & Frieza (Final Form) (Angel) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
100631,Android #18 [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100632,Android #18 [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100633,Android #18 [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100634,Android #18 [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100641,Super Saiyan Goten (Kid) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100642,Super Saiyan Goten (Kid) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100643,Super Saiyan Goten (Kid) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100644,Super Saiyan Goten (Kid) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100651,Super Saiyan Trunks (Kid) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100652,Super Saiyan Trunks (Kid) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100653,Super Saiyan Trunks (Kid) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100654,Super Saiyan Trunks (Kid) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100661,Super Saiyan 3 Gotenks [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100662,Super Saiyan 3 Gotenks [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100663,Super Saiyan 3 Gotenks [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100664,Super Saiyan 3 Gotenks [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100674,Legendary Super Saiyan Broly [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
100681,Tapion (Hirudegarn) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100682,Tapion (Hirudegarn) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100683,Tapion (Hirudegarn) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100684,Tapion (Hirudegarn) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100691,Super Saiyan 4 Goku [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100692,Super Saiyan 4 Goku [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100693,Super Saiyan 4 Goku [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100694,Super Saiyan 4 Goku [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100701,Super Saiyan 4 Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100702,Super Saiyan 4 Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100703,Super Saiyan 4 Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100704,Super Saiyan 4 Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100711,Cooler (Final Form) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100712,Cooler (Final Form) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100713,Cooler (Final Form) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100714,Cooler (Final Form) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100724,Super Saiyan 2 Gohan (Youth) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
100731,Super Saiyan 3 Goku (Angel) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100732,Super Saiyan 3 Goku (Angel) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100733,Super Saiyan 3 Goku (Angel) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100734,Super Saiyan 3 Goku (Angel) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100741,Frieza (1st Form) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100742,Frieza (1st Form) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100743,Frieza (1st Form) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100744,Frieza (1st Form) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100751,Bulma (Youth) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100752,Bulma (Youth) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100753,Bulma (Youth) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100754,Bulma (Youth) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100761,Videl [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100762,Videl [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100763,Videl [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100764,Videl [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100771,Pan (GT) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100772,Pan (GT) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100773,Pan (GT) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100774,Pan (GT) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100781,Mai (Future) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100782,Mai (Future) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100783,Mai (Future) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100784,Mai (Future) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100791,Android #18 [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100792,Android #18 [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100793,Android #18 [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100794,Android #18 [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
100804,Majin Vegeta [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
100811,Super Saiyan Goku [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
100812,Super Saiyan Goku [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
100813,Super Saiyan Goku [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
100814,Super Saiyan Goku [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
