id,leader_skill_set_id,exec_timing_type,target_type,sub_target_type_set_id,causality_conditions,efficacy_type,efficacy_values,calc_option
1850,100435,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0
1851,100436,1,2,0,,59,"[5,0,0]",2
1852,100436,1,2,0,,0,"[0,0,0]",0
1853,100436,1,2,0,,0,"[0,0,0]",0
1854,100436,1,2,0,,0,"[0,0,0]",0
1855,100436,1,2,0,,0,"[0,0,0]",0
1856,100444,1,2,0,,16,"[0,25,0]",2
1857,100444,1,2,0,,16,"[3,25,0]",2
1858,100444,1,2,0,,0,"[0,0,0]",0
1859,100444,1,2,0,,0,"[0,0,0]",0
1860,100444,1,2,0,,0,"[0,0,0]",0
1861,200076,1,2,0,,5,"[1,0,0]",0
1862,200076,1,2,0,,0,"[0,0,0]",0
1863,200076,1,2,0,,0,"[0,0,0]",0
1864,200076,1,2,0,,0,"[0,0,0]",0
1865,200076,1,2,0,,0,"[0,0,0]",0
1866,100383,1,2,0,,44,"[2,30,30]",2
1867,100383,1,2,0,,44,"[3,30,30]",2
1868,100383,1,2,0,,0,"[0,0,0]",0
1869,100383,1,2,0,,0,"[0,0,0]",0
1870,100383,1,2,0,,0,"[0,0,0]",0
1871,100348,1,2,0,,20,"[2,2,0]",0
1872,100348,1,2,0,,20,"[3,2,0]",0
1873,100348,1,2,0,,0,"[0,0,0]",0
1874,100348,1,2,0,,0,"[0,0,0]",0
1875,100348,1,2,0,,0,"[0,0,0]",0
1876,200062,1,2,0,,1,"[13,0,0]",2
1877,200062,1,2,0,,0,"[0,0,0]",0
1878,200062,1,2,0,,0,"[0,0,0]",0
1879,200062,1,2,0,,0,"[0,0,0]",0
1880,200062,1,2,0,,0,"[0,0,0]",0
1881,200063,1,2,0,,1,"[20,0,0]",2
1882,200063,1,2,0,,0,"[0,0,0]",0
1883,200063,1,2,0,,0,"[0,0,0]",0
1884,200063,1,2,0,,0,"[0,0,0]",0
1885,200063,1,2,0,,0,"[0,0,0]",0
1886,100289,1,2,0,,44,"[3,30,30]",2
1887,100289,1,2,0,,0,"[0,0,0]",0
1888,100289,1,2,0,,0,"[0,0,0]",0
1889,100289,1,2,0,,0,"[0,0,0]",0
1890,100289,1,2,0,,0,"[0,0,0]",0
1891,100364,1,2,0,,5,"[1,0,0]",0
1892,100364,1,2,0,,0,"[0,0,0]",0
1893,100364,1,2,0,,0,"[0,0,0]",0
1894,100364,1,2,0,,0,"[0,0,0]",0
1895,100364,1,2,0,,0,"[0,0,0]",0
1896,100460,1,2,0,,5,"[2,0,0]",0
1897,100460,1,2,0,,0,"[0,0,0]",0
1898,100460,1,2,0,,0,"[0,0,0]",0
1899,100460,1,2,0,,0,"[0,0,0]",0
1900,100460,1,2,0,,0,"[0,0,0]",0
1901,100319,1,2,0,,1,"[25,0,0]",2
1902,100319,1,2,0,,0,"[0,0,0]",0
1903,100319,1,2,0,,0,"[0,0,0]",0
1904,100319,1,2,0,,0,"[0,0,0]",0
1905,100319,1,2,0,,0,"[0,0,0]",0
1906,100428,1,2,0,,44,"[1,20,20]",2
1907,100428,1,2,0,,44,"[4,20,20]",2
1908,100428,1,2,0,,0,"[0,0,0]",0
1909,100428,1,2,0,,0,"[0,0,0]",0
1910,100428,1,2,0,,0,"[0,0,0]",0
1911,100365,1,2,0,,13,"[90,0,0]",3
1912,100365,1,2,0,,0,"[0,0,0]",0
1913,100365,1,2,0,,0,"[0,0,0]",0
1914,100365,1,2,0,,0,"[0,0,0]",0
1915,100365,1,2,0,,0,"[0,0,0]",0
1916,100182,1,2,0,,44,"[2,30,30]",2
1917,100182,1,2,0,,0,"[0,0,0]",0
1918,100182,1,2,0,,0,"[0,0,0]",0
1919,100182,1,2,0,,0,"[0,0,0]",0
1920,100182,1,2,0,,0,"[0,0,0]",0
1921,100378,1,2,0,,44,"[1,20,20]",2
1922,100378,1,2,0,,44,"[2,20,20]",2
1923,100378,1,2,0,,44,"[3,20,20]",2
1924,100378,1,2,0,,0,"[0,0,0]",0
1925,100378,1,2,0,,0,"[0,0,0]",0
1926,100379,1,2,0,,20,"[1,2,0]",0
1927,100379,1,2,0,,20,"[2,2,0]",0
1928,100379,1,2,0,,20,"[3,2,0]",0
1929,100379,1,2,0,,0,"[0,0,0]",0
1930,100379,1,2,0,,0,"[0,0,0]",0
1931,100330,1,2,0,,16,"[1,2500,0]",0
1932,100330,1,2,0,,20,"[1,2,0]",0
1933,100330,1,2,0,,0,"[0,0,0]",0
1934,100330,1,2,0,,0,"[0,0,0]",0
1935,100330,1,2,0,,0,"[0,0,0]",0
1936,100437,1,2,0,,44,"[0,30,30]",2
1937,100437,1,2,0,,44,"[4,30,30]",2
1938,100437,1,2,0,,44,"[3,30,30]",2
1939,100437,1,2,0,,0,"[0,0,0]",0
1940,100437,1,2,0,,0,"[0,0,0]",0
1941,100329,1,2,0,,1,"[25,0,0]",2
1942,100329,1,2,0,,0,"[0,0,0]",0
1943,100329,1,2,0,,0,"[0,0,0]",0
1944,100329,1,2,0,,0,"[0,0,0]",0
1945,100329,1,2,0,,0,"[0,0,0]",0
1946,100373,1,2,0,,19,"[0,30,0]",2
1947,100373,1,2,0,,19,"[1,30,0]",2
1948,100373,1,2,0,,19,"[2,30,0]",2
1949,100373,1,2,0,,19,"[3,30,0]",2
1950,100373,1,2,0,,19,"[4,30,0]",2
1951,100465,1,2,0,,16,"[1,3000,0]",0
1952,100465,1,2,0,,20,"[1,3,0]",0
1953,100465,1,2,0,,0,"[0,0,0]",0
1954,100465,1,2,0,,0,"[0,0,0]",0
1955,100465,1,2,0,,0,"[0,0,0]",0
1956,100440,1,2,0,,18,"[0,25,25]",2
1957,100440,1,2,0,,19,"[0,25,0]",2
1958,100440,1,2,0,,0,"[0,0,0]",0
1959,100440,1,2,0,,0,"[0,0,0]",0
1960,100440,1,2,0,,0,"[0,0,0]",0
1961,100376,1,2,0,,1,"[30,0,0]",2
1962,100376,1,2,0,,0,"[0,0,0]",0
1963,100376,1,2,0,,0,"[0,0,0]",0
1964,100376,1,2,0,,0,"[0,0,0]",0
1965,100376,1,2,0,,0,"[0,0,0]",0
1966,100454,1,2,0,,18,"[0,20,20]",2
1967,100454,1,2,0,,19,"[0,20,0]",2
1968,100454,1,2,0,,0,"[0,0,0]",0
1969,100454,1,2,0,,0,"[0,0,0]",0
1970,100454,1,2,0,,0,"[0,0,0]",0
1971,100288,1,2,0,,44,"[1,30,30]",2
1972,100288,1,2,0,,0,"[0,0,0]",0
1973,100288,1,2,0,,0,"[0,0,0]",0
1974,100288,1,2,0,,0,"[0,0,0]",0
1975,100288,1,2,0,,0,"[0,0,0]",0
1976,100290,1,2,0,,44,"[0,30,30]",2
1977,100290,1,2,0,,0,"[0,0,0]",0
1978,100290,1,2,0,,0,"[0,0,0]",0
1979,100290,1,2,0,,0,"[0,0,0]",0
1980,100290,1,2,0,,0,"[0,0,0]",0
1981,100240,1,2,0,,5,"[2,0,0]",0
1982,100240,1,2,0,,0,"[0,0,0]",0
1983,100240,1,2,0,,0,"[0,0,0]",0
1984,100240,1,2,0,,0,"[0,0,0]",0
1985,100240,1,2,0,,0,"[0,0,0]",0
1986,100418,1,2,0,,1,"[15,0,0]",2
1987,100418,1,2,0,,0,"[0,0,0]",0
1988,100418,1,2,0,,0,"[0,0,0]",0
1989,100418,1,2,0,,0,"[0,0,0]",0
1990,100418,1,2,0,,0,"[0,0,0]",0
1991,100419,1,2,0,,16,"[3,30,0]",2
1992,100419,1,2,0,,0,"[0,0,0]",0
1993,100419,1,2,0,,0,"[0,0,0]",0
1994,100419,1,2,0,,0,"[0,0,0]",0
1995,100419,1,2,0,,0,"[0,0,0]",0
1996,100467,1,2,0,,13,"[90,0,0]",3
1997,100467,1,2,0,,0,"[0,0,0]",0
1998,100467,1,2,0,,0,"[0,0,0]",0
1999,100467,1,2,0,,0,"[0,0,0]",0
2000,100467,1,2,0,,0,"[0,0,0]",0
2001,100466,1,2,0,,19,"[0,15,0]",2
2002,100466,1,2,0,,19,"[1,15,0]",2
2003,100466,1,2,0,,19,"[2,15,0]",2
2004,100466,1,2,0,,19,"[3,15,0]",2
2005,100466,1,2,0,,19,"[4,15,0]",2
2006,100334,1,2,0,,44,"[0,25,25]",2
2007,100334,1,2,0,,44,"[1,25,25]",2
2008,100334,1,2,0,,44,"[4,25,25]",2
2009,100334,1,2,0,,0,"[0,0,0]",0
2010,100334,1,2,0,,0,"[0,0,0]",0
2011,100407,1,2,0,,64,"[1,30,1]",2
2012,100407,1,2,0,,0,"[0,0,0]",0
2013,100407,1,2,0,,0,"[0,0,0]",0
2014,100407,1,2,0,,0,"[0,0,0]",0
2015,100407,1,2,0,,0,"[0,0,0]",0
2016,100408,1,2,0,,64,"[4,30,4]",2
2017,100408,1,2,0,,0,"[0,0,0]",0
2018,100408,1,2,0,,0,"[0,0,0]",0
2019,100408,1,2,0,,0,"[0,0,0]",0
2020,100408,1,2,0,,0,"[0,0,0]",0
2021,100409,1,2,0,,64,"[0,30,0]",2
2022,100409,1,2,0,,0,"[0,0,0]",0
2023,100409,1,2,0,,0,"[0,0,0]",0
2024,100409,1,2,0,,0,"[0,0,0]",0
2025,100409,1,2,0,,0,"[0,0,0]",0
2026,100483,1,2,0,,1,"[15,0,0]",2
2027,100483,1,2,0,,0,"[0,0,0]",0
2028,100483,1,2,0,,0,"[0,0,0]",0
2029,100483,1,2,0,,0,"[0,0,0]",0
2030,100483,1,2,0,,0,"[0,0,0]",0
2031,100484,1,2,0,,16,"[3,40,0]",2
2032,100484,1,2,0,,0,"[0,0,0]",0
2033,100484,1,2,0,,0,"[0,0,0]",0
2034,100484,1,2,0,,0,"[0,0,0]",0
2035,100484,1,2,0,,0,"[0,0,0]",0
2036,100487,1,2,0,,5,"[1,0,0]",0
2037,100487,1,2,0,,0,"[0,0,0]",0
2038,100487,1,2,0,,0,"[0,0,0]",0
2039,100487,1,2,0,,0,"[0,0,0]",0
2040,100487,1,2,0,,0,"[0,0,0]",0
2041,100338,1,2,0,,1,"[20,0,0]",2
2042,100338,1,2,0,,0,"[0,0,0]",0
2043,100338,1,2,0,,0,"[0,0,0]",0
2044,100338,1,2,0,,0,"[0,0,0]",0
2045,100338,1,2,0,,0,"[0,0,0]",0
2046,100480,1,2,0,,20,"[4,3,0]",0
2047,100480,1,2,0,,0,"[0,0,0]",0
2048,100480,1,2,0,,0,"[0,0,0]",0
2049,100480,1,2,0,,0,"[0,0,0]",0
2050,100480,1,2,0,,0,"[0,0,0]",0
2051,100481,1,2,0,,20,"[1,3,0]",0
2052,100481,1,2,0,,0,"[0,0,0]",0
2053,100481,1,2,0,,0,"[0,0,0]",0
2054,100481,1,2,0,,0,"[0,0,0]",0
2055,100481,1,2,0,,0,"[0,0,0]",0
2056,100377,1,2,0,"{""source"":""50"",""compiled"":50}",1,"[30,0,0]",2
2057,100377,1,2,0,"{""source"":""50"",""compiled"":50}",0,"[0,0,0]",0
2058,100377,1,2,0,"{""source"":""50"",""compiled"":50}",0,"[0,0,0]",0
2059,100377,1,2,0,"{""source"":""50"",""compiled"":50}",0,"[0,0,0]",0
2060,100377,1,2,0,"{""source"":""50"",""compiled"":50}",0,"[0,0,0]",0
2061,100245,1,2,0,,44,"[3,30,30]",2
2062,100245,1,2,0,,44,"[0,30,30]",2
2063,100245,1,2,0,,0,"[0,0,0]",0
2064,100245,1,2,0,,0,"[0,0,0]",0
2065,100245,1,2,0,,0,"[0,0,0]",0
2066,100246,1,2,0,,44,"[2,30,30]",2
2067,100246,1,2,0,,44,"[4,30,30]",2
2068,100246,1,2,0,,0,"[0,0,0]",0
2069,100246,1,2,0,,0,"[0,0,0]",0
2070,100246,1,2,0,,0,"[0,0,0]",0
2071,100525,1,2,0,,19,"[0,30,0]",2
2072,100525,1,2,0,,19,"[1,30,0]",2
2073,100525,1,2,0,,19,"[2,30,0]",2
2074,100525,1,2,0,,19,"[3,30,0]",2
2075,100525,1,2,0,,19,"[4,30,0]",2
2076,100446,1,2,0,,1,"[15,0,0]",2
2077,100446,1,2,0,,0,"[0,0,0]",0
2078,100446,1,2,0,,0,"[0,0,0]",0
2079,100446,1,2,0,,0,"[0,0,0]",0
2080,100446,1,2,0,,0,"[0,0,0]",0
2081,100500,1,2,0,,19,"[0,70,0]",2
2082,100500,1,2,0,,19,"[1,70,0]",2
2083,100500,1,2,0,,19,"[2,70,0]",2
2084,100500,1,2,0,,19,"[3,70,0]",2
2085,100500,1,2,0,,19,"[4,70,0]",2
2086,100457,1,2,0,,1,"[15,0,0]",2
2087,100457,1,2,0,,0,"[0,0,0]",0
2088,100457,1,2,0,,0,"[0,0,0]",0
2089,100457,1,2,0,,0,"[0,0,0]",0
2090,100457,1,2,0,,0,"[0,0,0]",0
2091,100441,1,2,0,,1,"[20,0,0]",2
2092,100441,1,2,0,,0,"[0,0,0]",0
2093,100441,1,2,0,,0,"[0,0,0]",0
2094,100441,1,2,0,,0,"[0,0,0]",0
2095,100441,1,2,0,,0,"[0,0,0]",0
2096,100331,1,2,0,,71,"[20,50,80100]",2
2097,100331,1,2,0,,0,"[0,0,0]",0
2098,100331,1,2,0,,0,"[0,0,0]",0
2099,100331,1,2,0,,0,"[0,0,0]",0
2100,100331,1,2,0,,0,"[0,0,0]",0
2101,100468,1,2,0,,16,"[0,30,0]",2
2102,100468,1,2,0,,16,"[1,30,0]",2
2103,100468,1,2,0,,16,"[3,30,0]",2
2104,100468,1,2,0,,0,"[0,0,0]",0
2105,100468,1,2,0,,0,"[0,0,0]",0
2106,100469,1,2,0,,19,"[0,30,0]",2
2107,100469,1,2,0,,19,"[1,30,0]",2
2108,100469,1,2,0,,19,"[2,30,0]",2
2109,100469,1,2,0,,19,"[3,30,0]",2
2110,100469,1,2,0,,19,"[4,30,0]",2
2111,100470,1,2,0,,1,"[20,0,0]",2
2112,100470,1,2,0,,0,"[0,0,0]",0
2113,100470,1,2,0,,0,"[0,0,0]",0
2114,100470,1,2,0,,0,"[0,0,0]",0
2115,100470,1,2,0,,0,"[0,0,0]",0
2116,100346,1,2,0,,44,"[3,30,30]",2
2117,100346,1,2,0,,0,"[0,0,0]",0
2118,100346,1,2,0,,0,"[0,0,0]",0
2119,100346,1,2,0,,0,"[0,0,0]",0
2120,100346,1,2,0,,0,"[0,0,0]",0
2121,100327,1,2,0,,5,"[2,0,0]",0
2122,100327,1,2,0,,0,"[0,0,0]",0
2123,100327,1,2,0,,0,"[0,0,0]",0
2124,100327,1,2,0,,0,"[0,0,0]",0
2125,100327,1,2,0,,0,"[0,0,0]",0
2126,100475,1,2,0,,44,"[0,20,20]",2
2127,100475,1,2,0,,44,"[1,20,20]",2
2128,100475,1,2,0,,44,"[2,20,20]",2
2129,100475,1,2,0,,0,"[0,0,0]",0
2130,100475,1,2,0,,0,"[0,0,0]",0
2131,100494,1,2,0,,16,"[0,50,0]",2
2132,100494,1,2,0,,0,"[0,0,0]",0
2133,100494,1,2,0,,0,"[0,0,0]",0
2134,100494,1,2,0,,0,"[0,0,0]",0
2135,100494,1,2,0,,0,"[0,0,0]",0
2136,100491,1,4,0,,16,"[1,40,0]",3
2137,100491,1,4,0,,0,"[0,0,0]",0
2138,100491,1,4,0,,0,"[0,0,0]",0
2139,100491,1,4,0,,0,"[0,0,0]",0
2140,100491,1,4,0,,0,"[0,0,0]",0
2141,100522,1,2,0,,44,"[0,20,20]",2
2142,100522,1,2,0,,44,"[1,20,20]",2
2143,100522,1,2,0,,44,"[2,20,20]",2
2144,100522,1,2,0,,44,"[3,20,20]",2
2145,100522,1,2,0,,44,"[4,20,20]",2
2146,100438,1,2,0,,5,"[2,0,0]",0
2147,100438,1,2,0,,0,"[0,0,0]",0
2148,100438,1,2,0,,0,"[0,0,0]",0
2149,100438,1,2,0,,0,"[0,0,0]",0
2150,100438,1,2,0,,0,"[0,0,0]",0
2151,100287,1,2,0,,19,"[0,30,0]",2
2152,100287,1,2,0,,19,"[1,30,0]",2
2153,100287,1,2,0,,19,"[2,30,0]",2
2154,100287,1,2,0,,19,"[3,30,0]",2
2155,100287,1,2,0,,19,"[4,30,0]",2
2156,100340,1,4,0,,16,"[0,20,0]",3
2157,100340,1,4,0,,0,"[0,0,0]",0
2158,100340,1,4,0,,0,"[0,0,0]",0
2159,100340,1,4,0,,0,"[0,0,0]",0
2160,100340,1,4,0,,0,"[0,0,0]",0
2161,100422,1,2,0,,16,"[0,2500,0]",0
2162,100422,1,2,0,,20,"[0,2,0]",0
2163,100422,1,2,0,,0,"[0,0,0]",0
2164,100422,1,2,0,,0,"[0,0,0]",0
2165,100422,1,2,0,,0,"[0,0,0]",0
2166,100321,1,2,0,,16,"[0,3000,0]",0
2167,100321,1,2,0,,20,"[0,3,0]",0
2168,100321,1,2,0,,0,"[0,0,0]",0
2169,100321,1,2,0,,0,"[0,0,0]",0
2170,100321,1,2,0,,0,"[0,0,0]",0
2171,100503,1,2,0,,1,"[30,0,0]",2
2172,100503,1,2,0,,0,"[0,0,0]",0
2173,100503,1,2,0,,0,"[0,0,0]",0
2174,100503,1,2,0,,0,"[0,0,0]",0
2175,100503,1,2,0,,0,"[0,0,0]",0
2176,100509,1,2,0,,44,"[1,20,20]",2
2177,100509,1,2,0,,44,"[2,20,20]",2
2178,100509,1,2,0,,0,"[0,0,0]",0
2179,100509,1,2,0,,0,"[0,0,0]",0
2180,100509,1,2,0,,0,"[0,0,0]",0
2181,100510,1,2,0,,20,"[1,2,0]",0
2182,100510,1,2,0,,20,"[2,2,0]",0
2183,100510,1,2,0,,0,"[0,0,0]",0
2184,100510,1,2,0,,0,"[0,0,0]",0
2185,100510,1,2,0,,0,"[0,0,0]",0
2186,100324,1,2,0,,5,"[2,0,0]",0
2187,100324,1,2,0,,0,"[0,0,0]",0
2188,100324,1,2,0,,0,"[0,0,0]",0
2189,100324,1,2,0,,0,"[0,0,0]",0
2190,100324,1,2,0,,0,"[0,0,0]",0
2191,100482,1,2,0,,44,"[2,30,30]",2
2192,100482,1,2,0,,0,"[0,0,0]",0
2193,100482,1,2,0,,0,"[0,0,0]",0
2194,100482,1,2,0,,0,"[0,0,0]",0
2195,100482,1,2,0,,0,"[0,0,0]",0
2196,100507,1,2,0,,18,"[1,30,30]",2
2197,100507,1,2,0,,19,"[1,30,0]",2
2198,100507,1,2,0,,0,"[0,0,0]",0
2199,100507,1,2,0,,0,"[0,0,0]",0
2200,100507,1,2,0,,0,"[0,0,0]",0
2201,100426,1,2,0,,44,"[0,30,30]",2
2202,100426,1,2,0,,0,"[0,0,0]",0
2203,100426,1,2,0,,0,"[0,0,0]",0
2204,100426,1,2,0,,0,"[0,0,0]",0
2205,100426,1,2,0,,0,"[0,0,0]",0
2206,100347,1,2,0,,1,"[15,0,0]",2
2207,100347,1,2,0,,0,"[0,0,0]",0
2208,100347,1,2,0,,0,"[0,0,0]",0
2209,100347,1,2,0,,0,"[0,0,0]",0
2210,100347,1,2,0,,0,"[0,0,0]",0
2211,100529,1,2,0,,58,"[1000,500,0]",0
2212,100529,1,2,0,,0,"[0,0,0]",0
2213,100529,1,2,0,,0,"[0,0,0]",0
2214,100529,1,2,0,,0,"[0,0,0]",0
2215,100529,1,2,0,,0,"[0,0,0]",0
2216,100526,1,2,0,,44,"[0,20,20]",2
2217,100526,1,2,0,,44,"[1,20,20]",2
2218,100526,1,2,0,,44,"[2,20,20]",2
2219,100526,1,2,0,,44,"[3,20,20]",2
2220,100526,1,2,0,,44,"[4,20,20]",2
2221,100476,1,2,0,"{""source"":""42"",""compiled"":42}",5,"[2,0,0]",0
2222,100476,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0
2223,100476,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0
2224,100476,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0
2225,100476,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0
2226,100489,1,2,0,,19,"[0,50,0]",2
2227,100489,1,2,0,,17,"[0,50,0]",2
2228,100489,1,2,0,,0,"[0,0,0]",0
2229,100489,1,2,0,,0,"[0,0,0]",0
2230,100489,1,2,0,,0,"[0,0,0]",0
2231,100554,1,2,0,,18,"[0,30,30]",2
2232,100554,1,2,0,,18,"[2,30,30]",2
2233,100554,1,2,0,,18,"[4,30,30]",2
2234,100554,1,2,0,,0,"[0,0,0]",0
2235,100554,1,2,0,,0,"[0,0,0]",0
2236,100555,1,2,0,,18,"[1,30,30]",2
2237,100555,1,2,0,,18,"[2,30,30]",2
2238,100555,1,2,0,,18,"[3,30,30]",2
2239,100555,1,2,0,,0,"[0,0,0]",0
2240,100555,1,2,0,,0,"[0,0,0]",0
2241,100558,1,2,0,"{""source"":""42"",""compiled"":42}",3,"[30,30,0]",2
2242,100558,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0
2243,100558,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0
2244,100558,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0
2245,100558,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0
2246,100548,1,2,0,,0,"[0,0,0]",0
2247,100548,1,2,0,,0,"[0,0,0]",0
2248,100548,1,2,0,,0,"[0,0,0]",0
2249,100548,1,2,0,,0,"[0,0,0]",0
2250,100548,1,2,0,,0,"[0,0,0]",0
2261,100241,1,2,0,,18,"[4,20,20]",2
2262,100241,1,2,0,,19,"[4,20,0]",2
2263,100241,1,2,0,,0,"[0,0,0]",0
2264,100241,1,2,0,,0,"[0,0,0]",0
2265,100241,1,2,0,,0,"[0,0,0]",0
2266,100471,1,2,0,,16,"[0,50,0]",2
2267,100471,1,2,0,,0,"[0,0,0]",0
2268,100471,1,2,0,,0,"[0,0,0]",0
2269,100471,1,2,0,,0,"[0,0,0]",0
2270,100471,1,2,0,,0,"[0,0,0]",0
2271,100527,1,2,0,,1,"[2500,0,0]",0
2272,100527,1,2,0,,5,"[2,0,0]",0
2273,100527,1,2,0,,0,"[0,0,0]",0
2274,100527,1,2,0,,0,"[0,0,0]",0
2275,100527,1,2,0,,0,"[0,0,0]",0
2276,100528,1,2,0,,1,"[3000,0,0]",0
2277,100528,1,2,0,,5,"[3,0,0]",0
2278,100528,1,2,0,,0,"[0,0,0]",0
2279,100528,1,2,0,,0,"[0,0,0]",0
2280,100528,1,2,0,,0,"[0,0,0]",0
2281,100280,1,2,0,,16,"[2,60,0]",2
2282,100280,1,2,0,,0,"[0,0,0]",0
2283,100280,1,2,0,,0,"[0,0,0]",0
2284,100280,1,2,0,,0,"[0,0,0]",0
2285,100280,1,2,0,,0,"[0,0,0]",0
2286,100505,1,2,0,,16,"[2,80,0]",2
2287,100505,1,2,0,,0,"[0,0,0]",0
2288,100505,1,2,0,,0,"[0,0,0]",0
2289,100505,1,2,0,,0,"[0,0,0]",0
2290,100505,1,2,0,,0,"[0,0,0]",0
2291,100472,1,2,0,,5,"[2,0,0]",0
2292,100472,1,2,0,,0,"[0,0,0]",0
2293,100472,1,2,0,,0,"[0,0,0]",0
2294,100472,1,2,0,,0,"[0,0,0]",0
2295,100472,1,2,0,,0,"[0,0,0]",0
2296,100372,1,2,0,,44,"[1,30,30]",2
2297,100372,1,2,0,,44,"[3,30,30]",2
2298,100372,1,2,0,,0,"[0,0,0]",0
2299,100372,1,2,0,,0,"[0,0,0]",0
2300,100372,1,2,0,,0,"[0,0,0]",0
2301,100553,1,2,0,,1,"[20,0,0]",2
2302,100553,1,2,0,,0,"[0,0,0]",0
2303,100553,1,2,0,,0,"[0,0,0]",0
2304,100553,1,2,0,,0,"[0,0,0]",0
2305,100553,1,2,0,,0,"[0,0,0]",0
2306,100550,1,2,0,"{""source"":""21"",""compiled"":21}",5,"[2,0,0]",0
2307,100550,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0
2308,100550,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0
2309,100550,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0
2310,100550,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0
2311,100546,1,2,0,,19,"[0,30,0]",2
2312,100546,1,2,0,,19,"[1,30,0]",2
2313,100546,1,2,0,,19,"[2,30,0]",2
2314,100546,1,2,0,,19,"[3,30,0]",2
2315,100546,1,2,0,,19,"[4,30,0]",2
2316,100547,1,2,0,,19,"[0,30,0]",2
2317,100547,1,2,0,,19,"[1,30,0]",2
2318,100547,1,2,0,,19,"[2,30,0]",2
2319,100547,1,2,0,,19,"[3,30,0]",2
2320,100547,1,2,0,,19,"[4,30,0]",2
2321,100495,1,2,0,,5,"[2,0,0]",0
2322,100495,1,2,0,,0,"[0,0,0]",0
2323,100495,1,2,0,,0,"[0,0,0]",0
2324,100495,1,2,0,,0,"[0,0,0]",0
2325,100495,1,2,0,,0,"[0,0,0]",0
2326,100345,1,2,0,,1,"[15,0,0]",2
2327,100345,1,2,0,,0,"[0,0,0]",0
2328,100345,1,2,0,,0,"[0,0,0]",0
2329,100345,1,2,0,,0,"[0,0,0]",0
2330,100345,1,2,0,,0,"[0,0,0]",0
2331,100559,1,2,0,"{""source"":""42"",""compiled"":42}",5,"[2,0,0]",0
2332,100559,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0
2333,100559,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0
2334,100559,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0
2335,100559,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0
2336,100560,1,2,0,,13,"[90,0,0]",3
2337,100560,1,2,0,,0,"[0,0,0]",0
2338,100560,1,2,0,,0,"[0,0,0]",0
2339,100560,1,2,0,,0,"[0,0,0]",0
2340,100560,1,2,0,,0,"[0,0,0]",0
2341,100404,1,2,0,,1,"[20,0,0]",2
2342,100404,1,2,0,,0,"[0,0,0]",0
2343,100404,1,2,0,,0,"[0,0,0]",0
2344,100404,1,2,0,,0,"[0,0,0]",0
2345,100404,1,2,0,,0,"[0,0,0]",0
2346,100516,1,2,0,,16,"[3,50,0]",2
2347,100516,1,2,0,,0,"[0,0,0]",0
2348,100516,1,2,0,,0,"[0,0,0]",0
2349,100516,1,2,0,,0,"[0,0,0]",0
2350,100516,1,2,0,,0,"[0,0,0]",0
2351,100496,1,2,0,,58,"[1000,500,0]",0
2352,100496,1,2,0,,0,"[0,0,0]",0
2353,100496,1,2,0,,0,"[0,0,0]",0
2354,100496,1,2,0,,0,"[0,0,0]",0
2355,100496,1,2,0,,0,"[0,0,0]",0
2356,100497,1,2,0,,16,"[4,50,0]",2
2357,100497,1,2,0,,0,"[0,0,0]",0
2358,100497,1,2,0,,0,"[0,0,0]",0
2359,100497,1,2,0,,0,"[0,0,0]",0
2360,100497,1,2,0,,0,"[0,0,0]",0
2361,100498,1,2,0,"{""source"":""21"",""compiled"":21}",5,"[3,0,0]",0
2362,100498,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0
2363,100498,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0
2364,100498,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0
2365,100498,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0
2366,100552,1,2,0,,44,"[1,30,30]",2
2367,100552,1,2,0,,0,"[0,0,0]",0
2368,100552,1,2,0,,0,"[0,0,0]",0
2369,100552,1,2,0,,0,"[0,0,0]",0
2370,100552,1,2,0,,0,"[0,0,0]",0
2371,100499,1,2,0,,16,"[0,50,0]",2
2372,100499,1,2,0,,0,"[0,0,0]",0
2373,100499,1,2,0,,0,"[0,0,0]",0
