id,name,description,rarity,selling_exchange_point,created_at,updated_at
9011,Dokkan Festival Ticket (B),"Summon Ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 2020/6/14 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9012,Premium Summon Ticket (A),"Summon Ticket for ""Premium
Dokkan Festival Ticket Summon (A)"".
Valid until 2020/6/14 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9013,Premium Summon Ticket (B),"Summon Ticket for ""Premium
Dokkan Festival Ticket Summon (B)"".
Valid until 2020/6/14 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9014,Dokkan Festival Ticket (A),"Summon Ticket for ""Dokkan Festival Ticket Summon (A)"". 
Valid until 2020/8/10 15:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9015,Dokkan Festival Ticket (B),"Summon Ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 2020/8/10 15:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9016,SSR Force Summon Ticket 2,"SSR guaranteed summon ticket for 
""Power UP! SSR Force Summon"". 
1 ticket is required to perform one Single Summon in 
the ""Power UP! SSR Force Summon"".",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9017,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 2020/10/28 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9018,Halloween Ticket,"Summon Ticket for ""Halloween Dokkan Festival"".
Valid until 2020/11/12 15:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9019,Dokkan Festival Ticket (A),"Summon Ticket for ""Dokkan Festival Ticket Summon (A)"". 
Valid until 2020/12/3 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9020,Premium Summon Ticket (A),"Summon Ticket for ""Premium
Dokkan Festival Ticket Summon (A)"".
Valid until 2020/12/3 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9021,Dokkan Festival Ticket (B),"Summon Ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 2020/12/3 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9022,Premium Summon Ticket (B),"Summon Ticket for ""Premium
Dokkan Festival Ticket Summon (B)"".
Valid until 2020/12/3 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9023,Christmas Summon Ticket,"Summon Ticket for ""Merry Christmas! Dokkan Festival 
Ticket Summon"". 
Valid until 1/10/2021 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9024,Premium Christmas Summon Ticket,"Summon Ticket for ""Merry Christmas! Premium Dokkan Festival 
Ticket Summon"". 
Valid until 1/10/2021 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9025,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 1/24/2021 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9026,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 2/28/2021 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9027,Legendary Summon Ticket,"Summon Ticket for the Legendary Summon.
Valid until 3/4/2021 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9028,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 3/17/2021 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9029,Dokkan Festival Ticket (A),"Summon Ticket for ""Dokkan Festival Ticket Summon (A)"". 
Valid until 4/27/2021 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9030,Premium Summon Ticket (A),"Summon Ticket for ""Premium
Dokkan Festival Ticket Summon (A)"".
Valid until 4/27/2021 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9031,Dokkan Festival Ticket (B),"Summon Ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 4/27/2021 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9032,Premium Summon Ticket (B),"Summon Ticket for ""Premium
Dokkan Festival Ticket Summon (B)"".
Valid until 4/27/2021 21:59 PST.",3,50,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9033,Dokkan Festival Ticket (A),"Summon Ticket for ""Dokkan Festival Ticket Summon (A)"". 
Valid until 8/09/2021 15:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9034,Dokkan Festival Ticket (B),"Summon Ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 8/09/2021 15:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9035,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 10/27/2021 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9036,Legendary Summon Ticket,"Summon Ticket for the Legendary Summon. 
Valid until 11/10/2021 15:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9037,Premium Legendary Summon Ticket,"Summon Ticket for the Legendary Summon. 
20 tickets are required to perform a Multi-Summon 
that allows you to recruit 20 characters. 
Valid until 11/10/2021 15:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9038,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 12/2/2021 15:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9039,Divine Dragon Carnival Ticket,"Summon Ticket for ""Divine Dragon Carnival"". 
Valid until 1/4/2022 04:00 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9040,Winter Night Ticket,"Summon Ticket for ""Glittering Winter Night 
Dokkan Festival Ticket Summon"". 
Valid until 1/11/2022 04:00 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9041,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 2/7/2022 22:29 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9042,Premium Legendary Summon Ticket,"Summon Ticket for the Legendary Summon.
20 tickets are required to perform a Multi-Summon
that allows you to recruit 20 characters.
Valid until 2/7/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9043,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 2/28/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9044,Rising Dragon Carnival Ticket,"Summon Ticket for ""Rising Dragon Carnival"". 
Valid until 3/7/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9045,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 3/24/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9046,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 4/1/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9047,Dokkan Festival Ticket (A),"Summon Ticket for ""Dokkan Festival Ticket Summon (A)"". 
Valid until 4/27/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9048,Premium Summon Ticket (A),"Summon Ticket for ""Premium
Dokkan Festival Ticket Summon (A)"".
Valid until 4/27/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9049,Dokkan Festival Ticket (B),"Summon Ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 4/27/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9050,Premium Summon Ticket (B),"Summon Ticket for ""Premium
Dokkan Festival Ticket Summon (B)"".
Valid until 4/27/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9051,Premium Legendary Summon Ticket,"Summon Ticket for the Legendary Summon.
20 tickets are required to perform a Multi-Summon
that allows you to recruit 20 characters.
Valid until 6/6/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9052,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 6/26/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9053,Legendary Summon Ticket,"Summon Ticket for the Legendary Summon.
Valid until 7/13/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9054,Dokkan Festival Ticket (A),"Summon Ticket for ""Dokkan Festival Ticket Summon (A)"". 
Valid until 8/14/2022 22:29 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9055,Dokkan Festival Ticket (B),"Summon Ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 8/14/2022 22:29 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9056,Top Legendary Summon Ticket,"Summon Ticket for the Top Legendary Summon. 
Valid until 8/14/2022 22:29 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9057,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 8/25/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9058,Epic Confrontation Summon Ticket,"Summon Ticket for ""Dokkan Festival x
Legendary Summon Carnival Ticket Summon (A)"".
Valid until 10/3/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9059,Cosmic Battle Summon Ticket,"Summon Ticket for ""Dokkan Festival x
Legendary Summon Carnival Ticket Summon (B)"".
Valid until 10/3/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9060,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 10/26/2022 15:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9061,Fantastically Spooky Summon Ticket,"Summon Ticket for ""Fantastically Spooky Dokkan Festival"".
Valid until 11/3/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9062,Justice Incarnate Summon Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"".
Valid until 11/11/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9063,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 12/1/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9064,Premium Summon Ticket,"Summon Ticket for ""Premium Dokkan Festival Ticket Summon"". 
Valid until 12/1/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9065,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 12/23/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9066,Starry Winter Night Ticket,"Summon Ticket for ""Starry Winter Night
Dokkan Festival Ticket Summon"".
Valid until 12/23/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9067,Premium Starry Winter Night Ticket,"Summon Ticket for ""Starry Winter Night
Premium Dokkan Festival Ticket Summon"".
Valid until 12/23/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9068,Divine Dragon Carnival Ticket,"Summon Ticket for ""Divine Dragon Carnival"".
Valid until 12/31/2022 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9069,Dokkan Festival Ticket (A),"Summon Ticket for ""Dokkan Festival Ticket Summon (A)"". 
Valid until 1/21/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9070,Dokkan Festival Ticket (B),"Summon Ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 1/21/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9071,Premium Legendary Summon Ticket,"Summon Ticket for the Legendary Summon.
20 tickets are required to perform a Multi-Summon
that allows you to recruit 20 characters.
Valid until 2/7/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9072,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 2/22/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9073,Rising Dragon Carnival Ticket,"Summon Ticket for ""Rising Dragon Carnival"". 
Valid until 3/7/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9074,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 3/24/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9075,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 4/9/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9076,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 4/26/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9077,Supreme Weekend Summon Ticket,"A Summon Ticket for ""Supreme Weekend Summon"". 
1 ticket is required to perform one summon in the 
""Supreme Weekend Summon"".",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9078,Dokkan Festival Ticket (A),"Summon Ticket for ""Dokkan Festival Ticket Summon (A)"". 
Valid until 6/6/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9079,Dokkan Festival Ticket (B),"Summon Ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 6/6/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9080,Premium Legendary Summon Ticket,"Summon Ticket for the Legendary Summon.
20 tickets are required to perform a Multi-Summon
that allows you to recruit 20 characters.
Valid until 6/6/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9081,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 6/26/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9082,Legendary Summon Ticket,"Summon Ticket for the Legendary Summon.
Valid until 7/13/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9083,Dokkan Festival Ticket (A),"Summon Ticket for ""Dokkan Festival Ticket Summon (A)"". 
Valid until 8/18/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9084,Dokkan Festival Ticket (B),"Summon Ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 8/18/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9085,Legendary Summon Carnival Ticket (A),"Summon Ticket for ""Legendary Summon Carnival
Ticket Summon (A)"". Valid until 8/18/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9086,Legendary Summon Carnival Ticket (B),"Summon Ticket for ""Legendary Summon Carnival
Ticket Summon (B)"". Valid until 8/18/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9087,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 8/31/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9088,Premium Dokkan Festival Ticket,"Summon Ticket for ""Premium Dokkan Festival
Ticket Summon"". Valid until 8/31/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9089,Dokkan Festival Ticket (A),"Summon Ticket for ""Dokkan Festival Ticket Summon (A)"". 
Valid until 10/11/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9090,Dokkan Festival Ticket (B),"Summon Ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 10/11/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9091,Legendary Summon Carnival Ticket (A),"Summon Ticket for ""Legendary Summon Carnival
Ticket Summon (A)"".
Valid until 10/11/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9092,Legendary Summon Carnival Ticket (B),"Summon Ticket for ""Legendary Summon Carnival
Ticket Summon (B)"".
Valid until 10/11/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9093,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 10/26/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9094,Premium Dokkan Festival Ticket,"Summon Ticket for ""Premium Dokkan Festival
Ticket Summon"". Valid until 10/26/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9095,Fantastical Parade Summon Ticket,"Summon Ticket for ""Fantastical Parade Dokkan Festival"".
Valid until 11/9/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9096,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon
[Super Saiyan 4 Goku]"". Valid until 12/6/2023 15:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9097,Overflowing Gratitude Ticket,"Summon Ticket for ""Overflowing Gratitude
Dokkan Festival Ticket Summon"".
Valid until 11/29/2023 15:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9098,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon
[Android #21 (Normal)]"". Valid until 12/25/2023 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9099,Divine Dragon Carnival Ticket,"Summon Ticket for ""Divine Dragon Carnival"".
Valid until 1/7/2024 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9100,Frosty Miracle Ticket,"Summon Ticket for ""Frosty Miracle
Dokkan Festival Ticket Summon"".
Valid until 1/11/2024 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9101,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 1/23/2024 21:59 PST.",3,0,2024-07-30 10:30:28.556267,2024-07-30 10:30:28.556267
9102,Rising Dragon Carnival Ticket,"Summon Ticket for ""Rising Dragon Carnival"".
Valid until 2/7/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9103,Premium Rising Dragon Carnival Ticket,"Summon Ticket for ""Premium Rising Dragon Carnival
Ticket Summon"". Valid until 2/7/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9104,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 2/21/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9105,Super Dokkan Summon Ticket,"Summon Ticket for ""Super Dokkan Ticket Summon"".
Valid until 3/11/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9106,Magnificent Love Summon Ticket,"Summon Ticket for ""Sweets of Magnificent Love
Ticket Summon"". Valid until 3/7/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9107,Dokkan Festival Ticket 2,"Summon Ticket for ""Dokkan Festival Ticket Summon"". 
Valid until 3/11/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9108,Join Forces Summon Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon
[Piccolo & Gohan (Kid)]"". Valid until 3/24/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9109,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon
[Vegeta]"". Valid until 4/8/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9110,Dokkan Festival Ticket (A),"Summon Ticket for ""Dokkan Festival Ticket Summon (A)"". 
Valid until 4/25/2024 15:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9111,Dokkan Festival Ticket (B),"Summon Ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 4/25/2024 15:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9112,Premium Legendary Summon Ticket,"Summon Ticket for the Legendary Summon.
20 tickets are required to perform a Multi-Summon
that allows you to recruit 20 characters.
Valid until 5/5/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9113,Dokkan Festival Ticket (A),"Summon Ticket for ""Dokkan Festival Ticket Summon (A)"". 
Valid until 5/30/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9114,Dokkan Festival Ticket (B),"Summon Ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 5/30/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9115,Premium Legendary Summon Ticket,"Summon Ticket for the Legendary Summon.
30 tickets are required to perform a Multi-Summon
that allows you to recruit 30 characters.
Valid until 6/12/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9116,Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival Ticket Summon 
[Frieza (1st Form)]"". Valid until 6/26/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9117,Dokkan Festival Ticket 1,"Summon Ticket for ""Dokkan Festival Ticket Summon 
[Super Saiyan Broly]"". Valid until 8/19/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9118,Legendary Summon Carnival Ticket 1,"Summon Ticket for ""Legendary Summon Carnival 
Ticket Summon [Super Saiyan Gogeta]"". 
Valid until 8/19/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9119,Premium Legendary Summon Ticket,"Summon Ticket for the Legendary Summon.
30 tickets are required to perform a Multi-Summon
that allows you to recruit 30 characters.
Valid until 7/13/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9120,Premium Dokkan Festival Ticket,"Summon Ticket for ""Dokkan Festival 
Ticket Summon [Super Saiyan Broly] [Premium]"". 
Valid until 8/19/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9121,Premium Legendary Summon Carnival Ticket,"Summon Ticket for ""Legendary Summon Carnival 
Ticket Summon [Super Saiyan Gogeta] [Premium]"". 
Valid until 8/19/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9122,Dokkan Festival Ticket 2,"Summon Ticket for ""Dokkan Festival Ticket Summon
[Gohan (Beast)]"". Valid until 8/19/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9123,Legendary Summon Carnival Ticket 2,"Summon Ticket for ""Legendary Summon Carnival
Ticket Summon [Gamma 1 & Gamma 2]"".
Valid until 8/19/2024 21:59 PST.",3,0,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9602,Extreme Z Dokkan Fes Ticket 2,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2018/5/2 21:59 PST.",3,50,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9603,Extreme Z Dokkan Fes Ticket 3,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2018/10/25 21:59 PST.",3,50,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9604,Extreme Z Dokkan Fes Ticket 4,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2018/11/15 21:59 PST.",3,50,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9605,Extreme Z Dokkan Fes Ticket 5,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2018/12/19 21:59 PST.",3,50,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9606,Extreme Z Dokkan Fes Ticket 6,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2019/01/07 21:59 PST.",3,50,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9607,Extreme Z Dokkan Fes Ticket 7,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2019/02/05 21:59 PST.",3,50,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9608,Extreme Z Dokkan Fes Ticket 8,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2019/03/13 21:59 PST.",3,50,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9609,Extreme Z Dokkan Fes Ticket 9,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2019/04/25 21:59 PST.",3,50,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9610,Extreme Z Dokkan Fes Ticket 10,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2019/05/14 21:59 PST.",3,50,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9611,Extreme Z Dokkan Fes Ticket 11,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2019/06/30 21:59 PST.",3,50,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9612,Extreme Z Dokkan Fes Ticket 12,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2019/08/29 21:59 PST.",3,50,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9613,Extreme Z Dokkan Fes Ticket 13,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2019/10/30 21:59 PST.",3,50,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9614,Extreme Z Dokkan Fes Ticket 14,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2019/11/14 21:59 PST.",3,50,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
9615,Extreme Z Dokkan Fes Ticket 15,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2019/12/09 21:59 PST.",3,50,2024-07-30 10:30:28.562327,2024-07-30 10:30:28.562327
