id,special_set_id,type,efficacy_type,target_type,calc_option,turn,prob,causality_conditions,eff_value1,eff_value2,eff_value3
1679,1679,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1680,1680,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
1681,1681,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
1682,1682,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
1688,1688,Special::NormalEfficacySpecial,1,2,2,1,100,,30,0,0
1689,1689,Special::NormalEfficacySpecial,1,2,2,1,100,,30,0,0
1690,1690,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
1691,1691,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
1697,1697,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
1698,1698,Special::NormalEfficacySpecial,1,1,2,1,100,,100,0,0
1699,1699,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
1700,1700,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0
1701,1701,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
1702,1702,Special::NormalEfficacySpecial,1,1,2,4,100,,50,0,0
1703,1703,Special::NormalEfficacySpecial,2,1,2,4,100,,50,0,0
1706,1706,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
1707,1707,Special::NormalEfficacySpecial,1,2,2,1,100,,20,0,0
1708,1708,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
1709,1709,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
1710,1710,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
1711,1711,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
1712,1712,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
1713,1713,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
1714,1714,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
1715,1715,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
1716,1716,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
1721,1721,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
1722,1722,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
1723,1723,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
1724,1724,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
1725,1725,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
1726,1726,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
1727,1727,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
1732,1732,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
1733,1733,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1734,1734,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1735,1735,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1736,1736,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1737,1737,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
1738,1738,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
1739,1739,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
1740,1740,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
1741,1741,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
1742,1742,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
1743,1743,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
1744,1744,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
1745,1745,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
1746,1746,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
1747,1747,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0
1748,1748,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
1749,1749,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
1756,1756,Special::NormalEfficacySpecial,3,3,3,3,100,,30,30,0
1766,1766,Special::NormalEfficacySpecial,3,3,3,3,100,,30,30,0
1767,1767,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
1772,1772,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
1773,1773,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
1774,1774,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
1775,1775,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1776,1776,Special::NormalEfficacySpecial,84,1,3,1,100,,8,0,0
1777,1777,Special::NormalEfficacySpecial,84,1,3,1,100,,8,0,0
1778,1778,Special::NormalEfficacySpecial,84,1,3,1,100,,8,0,0
1779,1779,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
1780,1780,Special::NormalEfficacySpecial,1,2,2,1,100,,30,0,0
1781,1781,Special::NormalEfficacySpecial,1,2,2,1,100,,30,0,0
1782,1782,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1785,1785,Special::ExtraEfficacySpecial,48,3,0,2,30,,0,0,0
1786,1786,Special::ExtraEfficacySpecial,48,3,0,2,30,,0,0,0
1789,1789,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
1798,1798,Special::NormalEfficacySpecial,3,3,3,3,100,,30,30,0
1799,1799,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
1800,1800,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1802,1802,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
1803,1803,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
1804,1804,Special::NormalEfficacySpecial,1,13,2,2,100,,30,0,0
1805,1805,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
1806,1806,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
1807,1807,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
1808,1808,Special::NormalEfficacySpecial,1,12,2,1,100,,20,0,0
1809,1809,Special::NormalEfficacySpecial,1,12,2,1,100,,25,0,0
1810,1810,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
1811,1811,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1812,1812,Special::NormalEfficacySpecial,3,1,2,99,100,,10,10,0
1813,1813,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
1814,1814,Special::NormalEfficacySpecial,3,3,3,3,100,,10,10,0
1815,1815,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
1816,1816,Special::NormalEfficacySpecial,1,3,3,3,100,,30,0,0
1817,1817,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
1818,1818,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0
1819,1819,Special::NormalEfficacySpecial,1,1,2,9,100,,30,0,0
1820,1820,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
1821,1821,Special::NormalEfficacySpecial,2,1,2,9,100,,30,0,0
1822,1822,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0
1824,1824,Special::ExtraEfficacySpecial,9,3,0,2,100,,0,0,0
1825,1825,Special::NormalEfficacySpecial,3,1,2,3,100,,30,30,0
1828,1828,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
1842,1842,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
1844,1844,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
1845,1845,Special::NormalEfficacySpecial,3,1,2,9,100,,30,30,0
1846,1846,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
1847,1847,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1848,1848,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1849,1849,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
1850,1850,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
1851,1851,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
1852,1852,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
1853,1853,Special::NormalEfficacySpecial,84,1,2,1,100,,10,0,0
1854,1854,Special::NormalEfficacySpecial,84,1,2,1,100,,10,0,0
1855,1855,Special::NormalEfficacySpecial,84,1,2,1,100,,15,0,0
1856,1856,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
1858,1858,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
1859,1859,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
1860,1860,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
1861,1861,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
1862,1862,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
1863,1863,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
1864,1864,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
1865,1865,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
1868,1868,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1869,1869,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1870,1870,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1871,1871,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1872,1872,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
1873,1873,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
1874,1874,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
1875,1875,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
1876,1876,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
1877,1877,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
1878,1878,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
1879,1879,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
1880,1880,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0
1881,1881,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
1896,1896,Special::NormalEfficacySpecial,3,1,2,6,100,,30,30,0
1897,1897,Special::NormalEfficacySpecial,1,1,2,6,100,,50,0,0
1898,1898,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
1899,1899,Special::ExtraEfficacySpecial,9,3,0,2,70,,0,0,0
1900,1900,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
1901,1901,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
1902,1902,Special::NormalEfficacySpecial,1,1,2,6,100,,50,0,0
1982,1982,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
1983,1983,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
1984,1984,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1985,1985,Special::NormalEfficacySpecial,1,3,3,1,100,,90,0,0
1987,1987,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
1988,1988,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
1998,1998,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
1999,1999,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2000,2000,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0
2001,2001,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
2002,2002,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
2003,2003,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2004,2004,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
2006,2006,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2007,2007,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2008,2008,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
2009,2009,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2010,2010,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2011,2011,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2012,2012,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2020,2020,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
2021,2021,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2022,2022,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2023,2023,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2024,2024,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2025,2025,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2026,2026,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2027,2027,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2028,2028,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2029,2029,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2030,2030,Special::NormalEfficacySpecial,84,1,3,1,100,,6,0,0
2051,2051,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2052,2052,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2053,2053,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2054,2054,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2055,2055,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
2056,2056,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2058,2058,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2060,2060,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2062,2062,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2063,2063,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2064,2064,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2065,2065,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2075,2075,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
2076,2076,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
2077,2077,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2078,2078,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2079,2079,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2080,2080,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2081,2081,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
2082,2082,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2083,2083,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2084,2084,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2085,2085,Special::NormalEfficacySpecial,1,1,2,99,100,,50,0,0
2086,2086,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2087,2087,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
2088,2088,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2089,2089,Special::NormalEfficacySpecial,3,1,2,9,100,,30,30,0
2090,2090,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
2091,2091,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
2092,2092,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2093,2093,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
2094,2094,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
2095,2095,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
2096,2096,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
2097,2097,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
2098,2098,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
2099,2099,Special::NormalEfficacySpecial,3,1,2,3,100,,50,50,0
2104,2104,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2105,2105,Special::NormalEfficacySpecial,3,3,3,3,100,,30,30,0
2107,2107,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2108,2108,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2109,2109,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
2110,2110,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2111,2111,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2112,2112,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2113,2113,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
2114,2114,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0
2115,2115,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
2116,2116,Special::NormalEfficacySpecial,2,1,2,1,100,,100,0,0
2117,2117,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2118,2118,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2119,2119,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2120,2120,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2121,2121,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2122,2122,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2124,2124,Special::NormalEfficacySpecial,1,1,2,99,100,,50,0,0
2125,2125,Special::NormalEfficacySpecial,1,1,2,99,100,,50,0,0
2126,2126,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2127,2127,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2128,2128,Special::NormalEfficacySpecial,2,1,2,9,100,,30,0,0
2135,2135,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
2136,2136,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
2137,2137,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
2138,2138,Special::NormalEfficacySpecial,84,1,3,1,100,,7,0,0
2139,2139,Special::NormalEfficacySpecial,84,1,3,1,100,,5,0,0
2143,2143,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
2144,2144,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
2145,2145,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2148,2148,Special::NormalEfficacySpecial,1,2,2,2,100,,25,0,0
2149,2149,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
2150,2150,Special::NormalEfficacySpecial,1,2,2,1,100,,35,0,0
2151,2151,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2152,2152,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2156,2156,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
2157,2157,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0
2169,2169,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2170,2170,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2171,2171,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
2172,2172,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
2173,2173,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
2174,2174,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
2175,2175,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
2176,2176,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
2177,2177,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
2178,2178,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2179,2179,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
2180,2180,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2181,2181,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
2182,2182,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2185,2185,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2187,2187,Special::NormalEfficacySpecial,84,1,2,1,100,,7,0,0
2188,2188,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2189,2189,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2194,2194,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
2195,2195,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2196,2196,Special::NormalEfficacySpecial,1,1,2,6,100,,50,0,0
2197,2197,Special::NormalEfficacySpecial,2,1,2,6,100,,30,0,0
2198,2198,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
2199,2199,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
2200,2200,Special::NormalEfficacySpecial,3,1,2,9,100,,30,30,0
2201,2201,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2204,2204,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2205,2205,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2206,2206,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2207,2207,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2208,2208,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2209,2209,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
2210,2210,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2211,2211,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2212,2212,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2213,2213,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2214,2214,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2215,2215,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
2216,2216,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2217,2217,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
2218,2218,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2219,2219,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
2225,2225,Special::NormalEfficacySpecial,2,1,2,5,100,,50,0,0
2227,2227,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
2228,2228,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
2234,2234,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
2235,2235,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2238,2238,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
2239,2239,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
2240,2240,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
2241,2241,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
2242,2242,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2243,2243,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2244,2244,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2245,2245,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2248,2248,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
2249,2249,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2250,2250,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2251,2251,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
2259,2259,Special::ExtraEfficacySpecial,9,3,0,2,25,,0,0,0
2261,2261,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
2267,2267,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
2268,2268,Special::NormalEfficacySpecial,1,1,2,3,100,,30,0,0
2281,2281,Special::NormalEfficacySpecial,1,1,2,3,100,,20,0,0
2282,2282,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2284,2284,Special::NormalEfficacySpecial,1,1,2,1,100,,20,0,0
2285,2285,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
2286,2286,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2287,2287,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2293,2293,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2295,2295,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2297,2297,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2298,2298,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2300,2300,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
2301,2301,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
2302,2302,Special::NormalEfficacySpecial,3,1,2,99,100,,10,10,0
2303,2303,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2304,2304,Special::NormalEfficacySpecial,3,3,3,3,100,,10,10,0
2305,2305,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2306,2306,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
2307,2307,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
2308,2308,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2309,2309,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2310,2310,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
2311,2311,Special::NormalEfficacySpecial,1,12,2,1,100,,30,0,0
2314,2314,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2315,2315,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
2316,2316,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2317,2317,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2318,2318,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2321,2321,Special::NormalEfficacySpecial,3,3,3,3,100,,30,30,0
2322,2322,Special::NormalEfficacySpecial,3,3,3,3,100,,30,30,0
2323,2323,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
2324,2324,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
2325,2325,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
2326,2326,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
2327,2327,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
2328,2328,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
2329,2329,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2330,2330,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
2345,2345,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
2354,2354,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2355,2355,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2356,2356,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2357,2357,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
2359,2359,Special::NormalEfficacySpecial,3,1,2,3,100,,50,50,0
2360,2360,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
2361,2361,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
2362,2362,Special::NormalEfficacySpecial,3,1,2,4,100,,41,41,0
2363,2363,Special::NormalEfficacySpecial,84,1,2,1,100,,18,0,0
2364,2364,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2366,2366,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2367,2367,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2368,2368,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2369,2369,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
2372,2372,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
2373,2373,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
2374,2374,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
2377,2377,Special::NormalEfficacySpecial,24,3,0,1,100,,0,0,0
2378,2378,Special::NormalEfficacySpecial,24,3,0,1,100,,0,0,0
2379,2379,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
