id,rmbattle_id,type,name,priority,target_value,conditions,is_attention
13022,13,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
13023,13,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
14001,14,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
14002,14,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
14003,14,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
14004,14,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
14005,14,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
14006,14,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
14007,14,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
14008,14,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
14009,14,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
14010,14,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
14011,14,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
14012,14,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
14013,14,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
14014,14,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
14015,14,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
14016,14,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
14017,14,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
14018,14,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
14019,14,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
14020,14,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
14021,14,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
14022,14,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
14023,14,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
15001,15,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
15002,15,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
15003,15,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
15004,15,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
15005,15,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
15006,15,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
15007,15,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
15008,15,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
15009,15,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
15010,15,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
15011,15,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
15012,15,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
15013,15,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
15014,15,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
15015,15,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
15016,15,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
15017,15,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
15018,15,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
15019,15,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
15020,15,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
15021,15,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
15022,15,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
15023,15,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
16001,16,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
16002,16,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
16003,16,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
16004,16,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
16005,16,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
16006,16,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
16007,16,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
16008,16,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
16009,16,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
16010,16,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
16011,16,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
16012,16,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
16013,16,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
16014,16,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
16015,16,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
16016,16,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
16017,16,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
16018,16,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
16019,16,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
16020,16,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
16021,16,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
16022,16,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
16023,16,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
17001,17,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
17002,17,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
17003,17,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
17004,17,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
17005,17,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
17006,17,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
17007,17,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
17008,17,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
17009,17,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
17010,17,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
17011,17,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
17012,17,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
17013,17,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
17014,17,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
17015,17,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
17016,17,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
17017,17,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
17018,17,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
17019,17,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
17020,17,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
17021,17,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
17022,17,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
17023,17,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
18001,18,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
18002,18,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
18003,18,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
18004,18,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
18005,18,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
18006,18,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
18007,18,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
18008,18,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
18009,18,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
18010,18,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
18011,18,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
18012,18,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
18013,18,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
18014,18,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
18015,18,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
18016,18,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
18017,18,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
18018,18,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
18019,18,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
18020,18,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
18021,18,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
18022,18,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
18023,18,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
19001,19,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
19002,19,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
19003,19,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
19004,19,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
19005,19,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
19006,19,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
19007,19,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
19008,19,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
19009,19,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
19010,19,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
19011,19,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
19012,19,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
19013,19,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
19014,19,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
19015,19,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
19016,19,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
19017,19,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
19018,19,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
19019,19,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
19020,19,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
19021,19,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
19022,19,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
19023,19,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
20001,20,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
20002,20,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
20003,20,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
20004,20,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
20005,20,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
20006,20,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
20007,20,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
20008,20,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
20009,20,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
20010,20,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
20011,20,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
20012,20,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
20013,20,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
20014,20,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
20015,20,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
20016,20,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
20017,20,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
20018,20,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
20019,20,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
20020,20,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
20021,20,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
20022,20,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
20023,20,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
21001,21,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
21002,21,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
21003,21,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
21004,21,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
21005,21,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
21006,21,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
21007,21,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
21008,21,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
21009,21,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
21010,21,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
21011,21,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
21012,21,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
21013,21,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
21014,21,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
21015,21,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
21016,21,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
21017,21,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
21018,21,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
21019,21,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
21020,21,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
21021,21,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
21022,21,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
21023,21,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
22001,22,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
22002,22,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
22003,22,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
22004,22,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
22005,22,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
22006,22,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
22007,22,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
22008,22,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
22009,22,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
22010,22,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
22011,22,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
22012,22,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
22013,22,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
22014,22,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
22015,22,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
22016,22,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
22017,22,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
22018,22,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
22019,22,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
22020,22,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
22021,22,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
22022,22,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
22023,22,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
23001,23,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
23002,23,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
23003,23,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
23004,23,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
23005,23,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
23006,23,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
23007,23,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
23008,23,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
23009,23,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
23010,23,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
23011,23,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
23012,23,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
23013,23,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
23014,23,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
23015,23,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
23016,23,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
23017,23,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
23018,23,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
23019,23,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
23020,23,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
23021,23,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
23022,23,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
23023,23,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
24001,24,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
24002,24,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
24003,24,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
24004,24,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
24005,24,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
24006,24,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
24007,24,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
24008,24,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
24009,24,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
24010,24,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
24011,24,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
24012,24,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
24013,24,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
24014,24,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
24015,24,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
24016,24,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
24017,24,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
24018,24,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
24019,24,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
24020,24,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
24021,24,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
24022,24,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
24023,24,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
25001,25,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
25002,25,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
25003,25,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
25004,25,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
25005,25,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
25006,25,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
25007,25,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
25008,25,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
25009,25,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
25010,25,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
25011,25,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
25012,25,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
25013,25,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
25014,25,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
25015,25,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
25016,25,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
25017,25,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
25018,25,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
25019,25,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
25020,25,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
25021,25,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
25022,25,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
25023,25,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
26001,26,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
26002,26,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
26003,26,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
26004,26,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
26005,26,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
26006,26,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
