id,mission_id,item_id,item_type,quantity,card_exp_init,announcement_priority,announcement_label
23605,15408,1011481,Card,1,1500000,,
23606,15409,14,AwakeningItem,3,0,1.0,x3
23607,15409,15,AwakeningItem,3,0,1.0,x3
23608,15409,16,AwakeningItem,3,0,1.0,x3
23609,15409,17,AwakeningItem,3,0,1.0,x3
23610,15409,18,AwakeningItem,3,0,1.0,x3
23611,15409,9,AwakeningItem,10,0,1.0,x10
23612,15409,10,AwakeningItem,10,0,1.0,x10
23613,15409,11,AwakeningItem,10,0,1.0,x10
23614,15409,12,AwakeningItem,10,0,1.0,x10
23615,15409,13,AwakeningItem,10,0,1.0,x10
23616,15409,4,AwakeningItem,20,0,1.0,x20
23617,15409,5,AwakeningItem,20,0,1.0,x20
23618,15409,6,AwakeningItem,20,0,1.0,x20
23619,15409,7,AwakeningItem,20,0,1.0,x20
23620,15409,8,AwakeningItem,20,0,1.0,x20
23621,15409,1,AwakeningItem,50,0,1.0,x50
23622,15409,2,AwakeningItem,50,0,1.0,x50
23623,15409,3,AwakeningItem,50,0,1.0,x50
23624,15410,19,AwakeningItem,2,0,1.0,x2
23625,15410,20,AwakeningItem,2,0,1.0,x2
23626,15410,900,TrainingItem,3,0,1.0,x3
23627,15410,901,TrainingItem,3,0,1.0,x3
23628,15410,902,TrainingItem,3,0,1.0,x3
23629,15410,903,TrainingItem,3,0,1.0,x3
23630,15410,904,TrainingItem,3,0,1.0,x3
23631,15411,11,Point::Stone,1,0,1.0,x1
23632,15411,11,PotentialItem,15,0,1.0,x15
23633,15411,12,PotentialItem,15,0,1.0,x15
23634,15411,13,PotentialItem,15,0,1.0,x15
23635,15411,14,PotentialItem,15,0,1.0,x15
23636,15411,15,PotentialItem,15,0,1.0,x15
23637,15411,6,PotentialItem,150,0,1.0,x150
23638,15411,7,PotentialItem,150,0,1.0,x150
23639,15411,8,PotentialItem,150,0,1.0,x150
23640,15411,9,PotentialItem,150,0,1.0,x150
23641,15411,10,PotentialItem,150,0,1.0,x150
23642,15411,1,PotentialItem,300,0,1.0,x300
23643,15411,2,PotentialItem,300,0,1.0,x300
23644,15411,3,PotentialItem,300,0,1.0,x300
23645,15411,4,PotentialItem,300,0,1.0,x300
23646,15411,5,PotentialItem,300,0,1.0,x300
23647,15412,11,Point::Stone,1,0,1.0,x1
23648,15412,1005480,Card,2,765122,1.0,x2
23649,15413,11,Point::Stone,1,0,1.0,x1
23650,15413,1013400,Card,2,0,1.0,x2
23651,15414,11,Point::Stone,1,0,1.0,x1
23652,15414,1,ActItem,3,0,1.0,x3
23653,15414,12,TrainingField,2,0,1.0,x2
23654,15414,1000,TrainingItem,2,0,1.0,x2
23655,15414,1001,TrainingItem,2,0,1.0,x2
23656,15414,1002,TrainingItem,2,0,1.0,x2
23657,15414,1003,TrainingItem,2,0,1.0,x2
23658,15414,1004,TrainingItem,2,0,1.0,x2
23659,15415,11,Point::Stone,2,0,1.0,x2
23660,15415,1013400,Card,2,0,1.0,x2
23661,15415,900000,AwakeningItem,2,0,1.0,x2
23662,15416,11,Point::Stone,2,0,1.0,x2
23663,15416,19,AwakeningItem,2,0,1.0,x2
23664,15416,20,AwakeningItem,2,0,1.0,x2
23665,15416,1005480,Card,3,765122,1.0,x3
23666,15416,900,TrainingItem,5,0,1.0,x5
23667,15416,901,TrainingItem,5,0,1.0,x5
23668,15416,902,TrainingItem,5,0,1.0,x5
23669,15416,903,TrainingItem,5,0,1.0,x5
23670,15416,904,TrainingItem,5,0,1.0,x5
23671,15417,11,Point::Stone,2,0,1.0,x2
23672,15417,1013400,Card,3,0,1.0,x3
23673,15417,1000,TrainingItem,2,0,1.0,x2
23674,15417,1001,TrainingItem,2,0,1.0,x2
23675,15417,1002,TrainingItem,2,0,1.0,x2
23676,15417,1003,TrainingItem,2,0,1.0,x2
23677,15417,1004,TrainingItem,2,0,1.0,x2
23678,15417,11,PotentialItem,15,0,1.0,x15
23679,15417,12,PotentialItem,15,0,1.0,x15
23680,15417,13,PotentialItem,15,0,1.0,x15
23681,15417,14,PotentialItem,15,0,1.0,x15
23682,15417,15,PotentialItem,15,0,1.0,x15
23683,15417,6,PotentialItem,150,0,1.0,x150
23684,15417,7,PotentialItem,150,0,1.0,x150
23685,15417,8,PotentialItem,150,0,1.0,x150
23686,15417,9,PotentialItem,150,0,1.0,x150
23687,15417,10,PotentialItem,150,0,1.0,x150
23688,15417,1,PotentialItem,300,0,1.0,x300
23689,15417,2,PotentialItem,300,0,1.0,x300
23690,15417,3,PotentialItem,300,0,1.0,x300
23691,15417,4,PotentialItem,300,0,1.0,x300
23692,15417,5,PotentialItem,300,0,1.0,x300
23693,15419,11,Point::Stone,5,0,,
23694,15420,1012230,Card,1,0,,
23695,15420,1012240,Card,1,0,,
23696,15420,1012250,Card,1,0,,
23697,15420,1012260,Card,1,0,,
23698,15420,1012270,Card,1,0,,
23699,15421,1,CardStickerItem,1,0,,
23700,15421,1003970,Card,3,0,,
23701,15422,11,Point::Stone,1,0,,
23702,15423,11,Point::Stone,1,0,,
23703,15423,1002640,Card,1,93879,,
23704,15423,900,TrainingItem,2,0,,
23705,15423,901,TrainingItem,2,0,,
23706,15423,902,TrainingItem,2,0,,
23707,15423,903,TrainingItem,2,0,,
23708,15423,904,TrainingItem,2,0,,
23709,15424,11,Point::Stone,1,0,,
23710,15424,1002630,Card,1,765122,,
23711,15424,1013400,Card,1,0,,
23712,15424,7,TrainingField,1,0,,
23713,15425,11,Point::Stone,1,0,,
23714,15425,1005480,Card,1,765122,,
23715,15425,1013400,Card,2,0,,
23716,15425,1,TreasureItem,5,0,,
23717,15426,11,Point::Stone,1,0,,
23718,15426,1011481,Card,1,1500000,,
23719,15426,1013400,Card,3,0,,
23720,15426,1,TreasureItem,10,0,,
23721,15427,11,Point::Stone,1,0,,
23722,15428,11,Point::Stone,1,0,,
23723,15428,1002640,Card,1,93879,,
23724,15428,900,TrainingItem,2,0,,
23725,15428,901,TrainingItem,2,0,,
23726,15428,902,TrainingItem,2,0,,
23727,15428,903,TrainingItem,2,0,,
23728,15428,904,TrainingItem,2,0,,
23729,15429,11,Point::Stone,1,0,,
23730,15429,1002630,Card,1,765122,,
23731,15429,1013400,Card,1,0,,
23732,15429,7,TrainingField,1,0,,
23733,15430,11,Point::Stone,1,0,,
23734,15430,1005480,Card,1,765122,,
23735,15430,1013400,Card,2,0,,
23736,15430,1,TreasureItem,5,0,,
23737,15431,11,Point::Stone,1,0,,
23738,15431,1011481,Card,1,1500000,,
23739,15431,1013400,Card,3,0,,
23740,15431,1,TreasureItem,10,0,,
23741,15432,11,Point::Stone,1,0,,
23742,15433,11,Point::Stone,1,0,,
23743,15433,1002640,Card,1,93879,,
23744,15433,900,TrainingItem,2,0,,
23745,15433,901,TrainingItem,2,0,,
23746,15433,902,TrainingItem,2,0,,
23747,15433,903,TrainingItem,2,0,,
23748,15433,904,TrainingItem,2,0,,
23749,15434,11,Point::Stone,1,0,,
23750,15434,1002630,Card,1,765122,,
23751,15434,1013400,Card,1,0,,
23752,15434,7,TrainingField,1,0,,
23753,15435,11,Point::Stone,1,0,,
23754,15435,1005480,Card,1,765122,,
23755,15435,1013400,Card,2,0,,
23756,15435,1,TreasureItem,5,0,,
23757,15436,11,Point::Stone,1,0,,
23758,15436,1011481,Card,1,1500000,,
23759,15436,1013400,Card,3,0,,
23760,15436,1,TreasureItem,10,0,,
23761,15437,11,Point::Stone,1,0,,
23762,15438,11,Point::Stone,1,0,,
23763,15438,1002640,Card,1,93879,,
23764,15438,900,TrainingItem,2,0,,
23765,15438,901,TrainingItem,2,0,,
23766,15438,902,TrainingItem,2,0,,
23767,15438,903,TrainingItem,2,0,,
23768,15438,904,TrainingItem,2,0,,
23769,15439,11,Point::Stone,1,0,,
23770,15439,1002630,Card,1,765122,,
23771,15439,1013400,Card,1,0,,
23772,15439,7,TrainingField,1,0,,
23773,15440,11,Point::Stone,1,0,,
23774,15440,1005480,Card,1,765122,,
23775,15440,1013400,Card,2,0,,
23776,15440,1,TreasureItem,5,0,,
23777,15441,11,Point::Stone,1,0,,
23778,15441,1011481,Card,1,1500000,,
23779,15441,1013400,Card,3,0,,
23780,15441,1,TreasureItem,10,0,,
23781,15442,11,Point::Stone,1,0,,
23782,15443,11,Point::Stone,1,0,,
23783,15443,1002640,Card,1,93879,,
23784,15443,900,TrainingItem,2,0,,
23785,15443,901,TrainingItem,2,0,,
23786,15443,902,TrainingItem,2,0,,
23787,15443,903,TrainingItem,2,0,,
23788,15443,904,TrainingItem,2,0,,
23789,15444,11,Point::Stone,1,0,,
23790,15444,1002630,Card,1,765122,,
23791,15444,1013400,Card,1,0,,
23792,15444,7,TrainingField,1,0,,
23793,15445,11,Point::Stone,1,0,,
23794,15445,1005480,Card,1,765122,,
23795,15445,1013400,Card,2,0,,
23796,15445,1,TreasureItem,5,0,,
23797,15446,11,Point::Stone,1,0,,
23798,15446,1011481,Card,1,1500000,,
23799,15446,1013400,Card,3,0,,
23800,15446,1,TreasureItem,10,0,,
23954,15486,1005480,Card,1,765122,,
23955,15487,11,Point::Stone,1,0,,
23956,15488,11,Point::Stone,1,0,,
23957,15489,11,Point::Stone,1,0,,
23958,15490,1003970,Card,1,0,,
23959,15491,1005480,Card,1,765122,,
23960,15492,11,Point::Stone,1,0,,
23961,15493,11,Point::Stone,1,0,,
23962,15494,11,Point::Stone,1,0,,
23963,15495,1003970,Card,1,0,,
23964,15496,1005480,Card,1,765122,,
23965,15497,11,Point::Stone,1,0,,
23966,15498,11,Point::Stone,1,0,,
23967,15499,11,Point::Stone,1,0,,
23968,15500,1003970,Card,1,0,,
23969,15501,11,Point::Stone,1,0,1.0,
23970,15502,401,SD::Pack,1,0,1.0,
23971,15503,401,SD::Pack,1,0,1.0,
23972,15504,401,SD::Pack,3,0,1.0,
23973,15505,401,SD::Pack,5,0,1.0,
23974,15506,904,TrainingItem,2,0,,
23975,15507,1002630,Card,1,765122,,
23976,15508,5,PotentialItem,500,0,,
23977,15508,10,PotentialItem,250,0,,
23978,15508,15,PotentialItem,25,0,,
23979,15509,5,PotentialItem,500,0,,
23980,15509,10,PotentialItem,250,0,,
23981,15509,15,PotentialItem,25,0,,
23982,15510,19,AwakeningItem,1,0,,
23983,15510,20,AwakeningItem,1,0,,
23984,15511,11,Point::Stone,1,0,,
23985,15512,1003970,Card,1,0,,
23986,15513,5,PotentialItem,500,0,,
23987,15513,10,PotentialItem,250,0,,
23988,15513,15,PotentialItem,25,0,,
23989,15514,11,Point::Stone,1,0,,
23990,15515,5,PotentialItem,1000,0,,
23991,15516,10,PotentialItem,500,0,,
23992,15517,15,PotentialItem,50,0,,
23993,15518,11,Point::Stone,2,0,,
23994,15519,1003970,Card,2,0,4.0,
23995,15519,19,AwakeningItem,1,0,3.0,
23996,15519,20,AwakeningItem,1,0,2.0,
23997,15519,1005480,Card,3,765122,1.0,
23998,15519,1000,TrainingItem,3,0,1.0,x3 (All Types)
23999,15519,1001,TrainingItem,3,0,-1.0,
24000,15519,1002,TrainingItem,3,0,-1.0,
24001,15519,1003,TrainingItem,3,0,-1.0,
24002,15519,1004,TrainingItem,3,0,-1.0,
24003,15519,900,TrainingItem,10,0,0.0,x10 (All Types)
24004,15519,901,TrainingItem,10,0,0.0,
24005,15519,902,TrainingItem,10,0,0.0,
24006,15519,903,TrainingItem,10,0,0.0,
24007,15519,904,TrainingItem,10,0,0.0,
24008,15519,6,TrainingField,3,0,0.0,
24009,15519,14,AwakeningItem,3,0,0.0,x3 (All Types)
24010,15519,15,AwakeningItem,3,0,0.0,
24011,15519,16,AwakeningItem,3,0,0.0,
24012,15519,17,AwakeningItem,3,0,0.0,
24013,15519,18,AwakeningItem,3,0,0.0,
24014,15519,9,AwakeningItem,10,0,0.0,x10 (All Types)
24015,15519,10,AwakeningItem,10,0,0.0,
24016,15519,11,AwakeningItem,10,0,0.0,
24017,15519,12,AwakeningItem,10,0,0.0,
24018,15519,13,AwakeningItem,10,0,0.0,
24019,15519,4,AwakeningItem,20,0,0.0,x20 (All Types)
24020,15519,5,AwakeningItem,20,0,0.0,
24021,15519,6,AwakeningItem,20,0,0.0,
24022,15519,7,AwakeningItem,20,0,0.0,
24023,15519,8,AwakeningItem,20,0,0.0,
24024,15519,1,AwakeningItem,50,0,0.0,x50 (All Types)
24025,15519,2,AwakeningItem,50,0,0.0,
24026,15519,3,AwakeningItem,50,0,0.0,
24028,15520,6,TrainingField,1,0,2.0,
24029,15520,800,TrainingItem,10,0,1.0,x10 (All Types)
24030,15520,801,TrainingItem,10,0,-1.0,
24031,15520,802,TrainingItem,10,0,-1.0,
24032,15520,803,TrainingItem,10,0,-1.0,
24033,15520,804,TrainingItem,10,0,-1.0,
24034,15521,19,AwakeningItem,1,0,4.0,
24035,15521,20,AwakeningItem,1,0,3.0,
24036,15521,14,AwakeningItem,3,0,2.0,x3 (All Types)
24037,15521,15,AwakeningItem,3,0,-1.0,
24038,15521,16,AwakeningItem,3,0,-1.0,
24039,15521,17,AwakeningItem,3,0,-1.0,
24040,15521,18,AwakeningItem,3,0,-1.0,
24041,15521,9,AwakeningItem,10,0,1.0,x10 (All Types)
24042,15521,10,AwakeningItem,10,0,-1.0,
24043,15521,11,AwakeningItem,10,0,-1.0,
24044,15521,12,AwakeningItem,10,0,-1.0,
24045,15521,13,AwakeningItem,10,0,-1.0,
24046,15521,4,AwakeningItem,20,0,0.0,x20 (All Types)
24047,15521,5,AwakeningItem,20,0,0.0,
24048,15521,6,AwakeningItem,20,0,0.0,
24049,15521,7,AwakeningItem,20,0,0.0,
24050,15521,8,AwakeningItem,20,0,0.0,
24051,15521,1,AwakeningItem,50,0,0.0,x50 (All Types)
24052,15521,2,AwakeningItem,50,0,0.0,
24053,15521,3,AwakeningItem,50,0,0.0,
24054,15522,10,StatusExtension::CardCapacity,10,0,1.0,
24055,15523,1003970,Card,1,0,1.0,
24056,15530,12,Point::GashaPoint,3000,0,2.0,
24057,15525,1013400,Card,5,0,1.0,
24058,15526,11,Point::Stone,2,0,3.0,
24059,15527,11,Point::Stone,2,0,1.0,
24060,15528,11,Point::Stone,10,0,1.0,
24061,15534,32102,SupportItem,3,0,1.0,
24062,15524,11,Point::Stone,2,0,2.0,
24063,15531,14,Point::ExchangePoint,5000,0,1.0,
24064,15532,4,AwakeningItem,80,0,2.0,x80 (All Types)
24065,15532,5,AwakeningItem,80,0,-1.0,
24066,15532,6,AwakeningItem,80,0,-1.0,
24067,15532,7,AwakeningItem,80,0,-1.0,
24068,15532,8,AwakeningItem,80,0,-1.0,
24069,15532,1,AwakeningItem,200,0,1.0,x200 (All Types)
24070,15532,2,AwakeningItem,200,0,-1.0,
24071,15532,3,AwakeningItem,200,0,-1.0,
24072,15533,10,StatusExtension::CardCapacity,10,0,1.0,
24073,15529,6,SupportItem,3,0,3.0,
24074,15529,32101,SupportItem,3,0,2.0,
24075,15529,31501,SupportItem,3,0,1.0,
24077,15536,11,Point::Stone,2,0,1.0,
24078,15537,11,Point::Stone,3,0,1.0,
24079,15538,11,Point::Stone,5,0,1.0,
24080,15538,1012230,Card,1,0,1.0,x1 (All Types)
24081,15538,1012240,Card,1,0,-1.0,
24082,15538,1012250,Card,1,0,-1.0,
24083,15538,1012260,Card,1,0,-1.0,
24084,15538,1012270,Card,1,0,-1.0,
24085,15539,11,Point::Stone,3,0,1.0,
24086,15543,1003970,Card,3,0,1.0,
24087,15540,900,TrainingItem,5,0,1.0,x5 (All Types)
24088,15540,901,TrainingItem,5,0,-1.0,
24089,15540,902,TrainingItem,5,0,-1.0,
24090,15540,903,TrainingItem,5,0,-1.0,
24091,15540,904,TrainingItem,5,0,-1.0,
24092,15541,14,AwakeningItem,12,0,2.0,x12 (All Types)
24093,15541,15,AwakeningItem,12,0,-1.0,
24094,15541,16,AwakeningItem,12,0,-1.0,
24095,15541,17,AwakeningItem,12,0,-1.0,
24096,15541,18,AwakeningItem,12,0,-1.0,
24097,15541,9,AwakeningItem,40,0,1.0,x40 (All Types)
24098,15541,10,AwakeningItem,40,0,-1.0,
24099,15541,11,AwakeningItem,40,0,-1.0,
24100,15541,12,AwakeningItem,40,0,-1.0,
24101,15541,13,AwakeningItem,40,0,-1.0,
24105,15544,11,Point::Stone,2,0,1.0,
24106,15545,19,AwakeningItem,4,0,1.0,
24107,15545,20,AwakeningItem,4,0,1.0,
24108,15546,1000,TrainingItem,3,0,1.0,x3 (All Types)
24109,15546,1001,TrainingItem,3,0,-1.0,
24110,15546,1002,TrainingItem,3,0,-1.0,
24111,15546,1003,TrainingItem,3,0,-1.0,
24112,15546,1004,TrainingItem,3,0,-1.0,
24113,15547,11,Point::Stone,2,0,1.0,
24114,15548,11,Point::Stone,10,0,1.0,
24115,15549,11,Point::Stone,2,0,1.0,
24116,15555,11,Point::Stone,2,0,1.0,
24117,15566,32301,SupportItem,3,0,3.0,
24118,15566,1700,SupportItem,3,0,2.0,
24119,15566,30505,SupportItem,3,0,1.0,
24121,15552,11,Point::Stone,7,0,-1.0,
24122,15570,11,Point::Stone,1,0,,
24123,15571,11,Point::Stone,1,0,,
24124,15571,1005480,Card,2,765122,,
24125,15572,11,Point::Stone,2,0,,
24126,15573,11,Point::Stone,2,0,,
24127,15573,7,TrainingField,3,0,,
24128,15574,11,Point::Stone,3,0,,
24129,15575,11,Point::Stone,3,0,,
24130,15575,1000,TrainingItem,3,0,,
24131,15575,1001,TrainingItem,3,0,,
24132,15575,1002,TrainingItem,3,0,,
24133,15575,1003,TrainingItem,3,0,,
24134,15575,1004,TrainingItem,3,0,,
24135,15576,11,Point::Stone,4,0,,
24136,15577,11,Point::Stone,4,0,,
24137,15577,1013400,Card,3,0,,
24138,15578,11,Point::Stone,2,0,,
24139,15579,11,Point::Stone,2,0,,
24140,15580,11,Point::Stone,2,0,,
24141,15581,1003970,Card,1,0,,
24142,15581,11,Point::Stone,1,0,,
24143,15582,11,Point::Stone,5,0,1.0,
24144,15583,11,Point::Stone,5,0,1.0,
24145,15584,11,Point::Stone,5,0,1.0,
24146,15585,1003970,Card,5,0,1.0,
24147,15586,11,Point::Stone,1,0,0.0,
24148,15586,1,SpecialItem,1,0,0.0,
24149,15586,1002630,Card,1,765122,0.0,
24150,15586,1013400,Card,1,0,0.0,
24151,15587,11,Point::Stone,1,0,0.0,
24152,15587,7,TrainingField,1,0,0.0,
24153,15587,1,SpecialItem,2,0,0.0,
24154,15587,1002630,Card,2,765122,0.0,
24155,15587,1013400,Card,2,0,0.0,
24156,15588,11,Point::Stone,1,0,0.0,
24157,15588,3,SpecialItem,2,0,0.0,
24158,15588,1,SpecialItem,2,0,0.0,
24159,15588,1002630,Card,2,765122,0.0,
24160,15588,1013400,Card,2,0,0.0,
24161,15589,11,Point::Stone,1,0,0.0,
24162,15589,1,SpecialItem,1,0,0.0,
24163,15589,1002630,Card,1,765122,0.0,
24164,15589,1013400,Card,1,0,0.0,
24165,15590,11,Point::Stone,1,0,0.0,
24166,15590,7,TrainingField,1,0,0.0,
24167,15590,1,SpecialItem,2,0,0.0,
24168,15590,1002630,Card,2,765122,0.0,
24169,15590,1013400,Card,2,0,0.0,
24170,15591,11,Point::Stone,1,0,0.0,
24171,15591,3,SpecialItem,2,0,0.0,
24172,15591,1,SpecialItem,2,0,0.0,
24173,15591,1002630,Card,2,765122,0.0,
24174,15591,1013400,Card,2,0,0.0,
24175,15592,11,Point::Stone,1,0,0.0,
24176,15592,1,SpecialItem,1,0,0.0,
24177,15592,1002630,Card,1,765122,0.0,
24178,15592,1013400,Card,1,0,0.0,
24179,15593,11,Point::Stone,1,0,0.0,
24180,15593,7,TrainingField,1,0,0.0,
24181,15593,1,SpecialItem,2,0,0.0,
24182,15593,1002630,Card,2,765122,0.0,
24183,15593,1013400,Card,2,0,0.0,
24184,15594,11,Point::Stone,1,0,0.0,
24185,15594,3,SpecialItem,2,0,0.0,
24186,15594,1,SpecialItem,2,0,0.0,
24187,15594,1002630,Card,2,765122,0.0,
24188,15594,1013400,Card,2,0,0.0,
24189,15595,3,SpecialItem,4,0,0.0,
24190,15595,1,SpecialItem,5,0,0.0,
24191,15596,1,SpecialItem,3,0,0.0,
24192,15597,11,Point::Stone,1,0,0.0,
24193,15598,40001,AwakeningItem,1,0,0.0,
24194,15599,40001,AwakeningItem,2,0,0.0,
24195,15600,40001,AwakeningItem,1,0,0.0,
24196,15601,40001,AwakeningItem,2,0,0.0,
24197,15602,40001,AwakeningItem,1,0,0.0,
24198,15603,40001,AwakeningItem,2,0,0.0,
24199,15604,11,Point::Stone,1,0,,
24200,15605,11,Point::Stone,1,0,,
24201,15606,11,Point::Stone,1,0,,
24202,15607,11,Point::Stone,1,0,,
24203,15608,11,Point::Stone,1,0,,
24204,15609,11,Point::Stone,1,0,,
24205,15610,11,Point::Stone,3,0,,
24206,15611,11,Point::Stone,3,0,,
24207,15612,11,Point::Stone,3,0,,
24208,15613,11,Point::Stone,3,0,,
24209,15614,11,Point::Stone,5,0,,
24210,15615,11,Point::Stone,7,0,,
24211,15616,11,Point::Stone,10,0,,
24212,15617,11,Point::Stone,10,0,,
24341,15655,1002650,Card,1,11333,0.0,
24342,15656,1002630,Card,1,765122,0.0,
24343,15657,11,Point::Stone,1,0,0.0,
24344,15658,1002650,Card,1,11333,0.0,
24345,15659,1002630,Card,1,765122,0.0,
24346,15660,11,Point::Stone,1,0,0.0,
24347,15661,1002650,Card,1,11333,0.0,
24348,15662,1002630,Card,1,765122,0.0,
24349,15663,11,Point::Stone,1,0,0.0,
24350,15664,1,TreasureItem,100,0,,
24351,15665,1,TreasureItem,100,0,,
24352,15666,1,TreasureItem,100,0,,
24353,15667,1,TreasureItem,100,0,,
24354,15668,1,TreasureItem,200,0,,
24355,15669,1,TreasureItem,200,0,,
24356,15670,1,TreasureItem,200,0,,
24357,15671,1,TreasureItem,200,0,,
24358,15672,11,Point::Stone,2,0,,
24360,15714,11,Point::Stone,1,0,,
24361,15715,11,Point::Stone,2,0,,
24362,15716,11,Point::Stone,1,0,,
24483,15718,11,Point::Stone,1,0,,
24484,15718,1005480,Card,2,765122,,
24485,15719,11,Point::Stone,2,0,,
24486,15719,14,Point::ExchangePoint,2500,0,,
24487,15720,1003970,Card,1,0,,
24488,15720,11,Point::Stone,3,0,,
24489,15721,1002650,Card,1,11333,0.0,
24490,15722,1002630,Card,1,765122,0.0,
24491,15723,11,Point::Stone,1,0,0.0,
24492,15724,1002650,Card,1,11333,0.0,
24493,15725,1002630,Card,1,765122,0.0,
24494,15726,11,Point::Stone,1,0,0.0,
24495,15728,1002650,Card,1,11333,0.0,
24496,15729,1002630,Card,1,765122,0.0,
24497,15730,11,Point::Stone,1,0,0.0,
24498,15731,1002650,Card,1,11333,0.0,
24499,15732,1002630,Card,1,765122,0.0,
24500,15733,11,Point::Stone,1,0,0.0,
24501,15734,1005480,Card,1,765122,,
24502,15735,11,Point::Stone,1,0,,
24503,15736,11,Point::Stone,1,0,,
24504,15737,11,Point::Stone,1,0,,
24505,15738,1003970,Card,1,0,,
24506,15739,1005480,Card,1,765122,,
24507,15740,11,Point::Stone,1,0,,
24508,15741,11,Point::Stone,1,0,,
24509,15742,11,Point::Stone,1,0,,
24510,15743,1003970,Card,1,0,,
24511,15744,800,TrainingItem,2,0,1.0,x2 (All Types)
24512,15744,801,TrainingItem,2,0,-1.0,
24513,15744,802,TrainingItem,2,0,-1.0,
24514,15744,803,TrainingItem,2,0,-1.0,
24515,15744,804,TrainingItem,2,0,-1.0,
24516,15745,1002630,Card,1,765122,1.0,
24517,15746,1013400,Card,1,0,1.0,
24518,15747,4,EventkagiItem,2,0,2.0,
24519,15747,1005480,Card,1,765122,1.0,
24520,15748,4,EventkagiItem,2,0,2.0,
24521,15748,14,Point::ExchangePoint,1000,0,1.0,
24522,15749,4,EventkagiItem,2,0,2.0,
24523,15749,7,TrainingField,2,0,1.0,
24524,15750,4,EventkagiItem,2,0,2.0,
24525,15750,1000,TrainingItem,2,0,1.0,x2 (All Types)
24526,15750,1001,TrainingItem,2,0,-1.0,
24527,15750,1002,TrainingItem,2,0,-1.0,
24528,15750,1003,TrainingItem,2,0,-1.0,
24529,15750,1004,TrainingItem,2,0,-1.0,
24530,15751,4,EventkagiItem,2,0,4.0,
24531,15751,14,AwakeningItem,3,0,3.0,x3 (All Types)
24532,15751,15,AwakeningItem,3,0,-1.0,
24533,15751,16,AwakeningItem,3,0,-1.0,
24534,15751,17,AwakeningItem,3,0,-1.0,
24535,15751,18,AwakeningItem,3,0,-1.0,
24536,15751,9,AwakeningItem,10,0,2.0,x10 (All Types)
24537,15751,10,AwakeningItem,10,0,-1.0,
24538,15751,11,AwakeningItem,10,0,-1.0,
24539,15751,12,AwakeningItem,10,0,-1.0,
24540,15751,13,AwakeningItem,10,0,-1.0,
24541,15751,4,AwakeningItem,20,0,1.0,x20 (All Types)
24542,15751,5,AwakeningItem,20,0,-1.0,
24543,15751,6,AwakeningItem,20,0,-1.0,
24544,15751,7,AwakeningItem,20,0,-1.0,
24545,15751,8,AwakeningItem,20,0,-1.0,
24546,15751,1,AwakeningItem,50,0,0.0,
24547,15751,2,AwakeningItem,50,0,0.0,
24548,15751,3,AwakeningItem,50,0,0.0,
24549,15752,11,Point::Stone,1,0,4.0,
24550,15752,11,PotentialItem,25,0,3.0,x25 (All Types)
24551,15752,12,PotentialItem,25,0,-1.0,
24552,15752,13,PotentialItem,25,0,-1.0,
24553,15752,14,PotentialItem,25,0,-1.0,
24554,15752,15,PotentialItem,25,0,-1.0,
24555,15752,6,PotentialItem,250,0,2.0,x250 (All Types)
24556,15752,7,PotentialItem,250,0,-1.0,
24557,15752,8,PotentialItem,250,0,-1.0,
24558,15752,9,PotentialItem,250,0,-1.0,
24559,15752,10,PotentialItem,250,0,-1.0,
24560,15752,1,PotentialItem,500,0,1.0,x500 (All Types)
24561,15752,2,PotentialItem,500,0,-1.0,
24562,15752,3,PotentialItem,500,0,-1.0,
24563,15752,4,PotentialItem,500,0,-1.0,
24564,15752,5,PotentialItem,500,0,-1.0,
24565,15753,11,Point::Stone,1,0,2.0,
24566,15753,1,TreasureItem,50,0,1.0,
24567,15754,11,Point::Stone,1,0,2.0,
24568,15754,1013400,Card,3,0,1.0,
24569,15755,11,Point::Stone,1,0,3.0,
24570,15755,19,AwakeningItem,1,0,2.0,
24571,15755,20,AwakeningItem,1,0,1.0,
24572,15756,11,Point::Stone,1,0,2.0,
24573,15756,1003970,Card,1,0,1.0,
24574,15757,11,Point::Stone,5,0,1.0,
24575,15758,4,EventkagiItem,2,0,2.0,
24576,15758,12,Point::GashaPoint,2000,0,1.0,
24577,15759,4,EventkagiItem,2,0,4.0,
24578,15759,14,AwakeningItem,3,0,3.0,x3 (All Types)
24579,15759,15,AwakeningItem,3,0,-1.0,
24580,15759,16,AwakeningItem,3,0,-1.0,
24581,15759,17,AwakeningItem,3,0,-1.0,
24582,15759,18,AwakeningItem,3,0,-1.0,
24583,15759,9,AwakeningItem,10,0,2.0,x10 (All Types)
24584,15759,10,AwakeningItem,10,0,-1.0,
24585,15759,11,AwakeningItem,10,0,-1.0,
24586,15759,12,AwakeningItem,10,0,-1.0,
24587,15759,13,AwakeningItem,10,0,-1.0,
24588,15759,4,AwakeningItem,20,0,1.0,x20 (All Types)
24589,15759,5,AwakeningItem,20,0,-1.0,
24590,15759,6,AwakeningItem,20,0,-1.0,
24591,15759,7,AwakeningItem,20,0,-1.0,
24592,15759,8,AwakeningItem,20,0,-1.0,
24593,15759,1,AwakeningItem,50,0,0.0,
24594,15759,2,AwakeningItem,50,0,0.0,
24595,15759,3,AwakeningItem,50,0,0.0,
24596,15760,4,EventkagiItem,2,0,3.0,
24597,15760,19,AwakeningItem,1,0,2.0,
