id,budokai_id,order,ranking
3702,37,2,2nd – 3rd place
3703,37,3,4th - 10th place
3704,37,4,11th – 20th place
3705,37,5,21st – 30th place
3706,37,6,31st – 50th place
3707,37,7,51st – 70th place
3708,37,8,71st – 100th place
3709,37,9,101st – 200th place
3710,37,10,201st – 500th place
3711,37,11,501st - 1000th place
3712,37,12,1001st - 2000th place
3713,37,13,"2,001st - 5,000th place"
3714,37,14,"5,001st - 10,000th place"
3715,37,15,"10,001st - 20,000th place"
3716,37,16,"20,001st - 50,000th place"
3717,37,17,"50,001st - 100,000th place"
3718,37,18,"100,001st - 200,000th place"
3719,37,19,"200,001st - 300,000th place"
3720,37,20,"300,001st - 400,000th place"
3721,37,21,"400,001st - 500,000th place"
3722,37,22,"500,001st - 700,000th place"
3723,37,23,"700,001st – 1,000,000th place"
3724,37,24,A rank of 3 repeated digits
3725,37,25,A rank of 4 repeated digits
3726,37,26,A rank of 5 repeated digits
4001,40,1,1st place
4002,40,2,2nd – 3rd place
4003,40,3,4th - 10th place
4004,40,4,11th – 20th place
4005,40,5,21st – 30th place
4006,40,6,31st – 50th place
4007,40,7,51st – 70th place
4008,40,8,71st – 100th place
4009,40,9,101st – 200th place
4010,40,10,201st – 500th place
4011,40,11,501st - 1000th place
4012,40,12,1001st - 2000th place
4013,40,13,"2,001st - 5,000th place"
4014,40,14,"5,001st - 10,000th place"
4015,40,15,"10,001st - 20,000th place"
4016,40,16,"20,001st - 50,000th place"
4017,40,17,"50,001st - 100,000th place"
4018,40,18,"100,001st - 200,000th place"
4019,40,19,"200,001st - 300,000th place"
4020,40,20,"300,001st - 400,000th place"
4021,40,21,"400,001st - 500,000th place"
4022,40,22,"500,001st - 700,000th place"
4023,40,23,"700,001st – 1,000,000th place"
4024,40,24,A rank of 3 repeated digits
4025,40,25,A rank of 4 repeated digits
4026,40,26,A rank of 5 repeated digits
4101,41,1,1st place
4102,41,2,2nd – 3rd place
4103,41,3,4th - 10th place
4104,41,4,11th – 20th place
4105,41,5,21st – 30th place
4106,41,6,31st – 50th place
4107,41,7,51st – 70th place
4108,41,8,71st – 100th place
4109,41,9,101st – 200th place
4110,41,10,201st – 500th place
4111,41,11,501st - 1000th place
4112,41,12,1001st - 2000th place
4113,41,13,"2,001st - 5,000th place"
4114,41,14,"5,001st - 10,000th place"
4115,41,15,"10,001st - 20,000th place"
4116,41,16,"20,001st - 50,000th place"
4117,41,17,"50,001st - 100,000th place"
4118,41,18,"100,001st - 200,000th place"
4119,41,19,"200,001st - 300,000th place"
4120,41,20,"300,001st - 400,000th place"
4121,41,21,"400,001st - 500,000th place"
4122,41,22,"500,001st - 700,000th place"
4123,41,23,"700,001st – 1,000,000th place"
4124,41,24,A rank of 3 repeated digits
4125,41,25,A rank of 4 repeated digits
4126,41,26,A rank of 5 repeated digits
4201,42,1,1st place
4202,42,2,2nd – 3rd place
4203,42,3,4th - 10th place
4204,42,4,11th – 20th place
4205,42,5,21st – 30th place
4206,42,6,31st – 50th place
4207,42,7,51st – 70th place
4208,42,8,71st – 100th place
4209,42,9,101st – 200th place
4210,42,10,201st – 500th place
4211,42,11,501st - 1000th place
4212,42,12,1001st - 2000th place
4213,42,13,"2,001st - 5,000th place"
4214,42,14,"5,001st - 10,000th place"
4215,42,15,"10,001st - 20,000th place"
4216,42,16,"20,001st - 50,000th place"
4217,42,17,"50,001st - 100,000th place"
4218,42,18,"100,001st - 200,000th place"
4219,42,19,"200,001st - 300,000th place"
4220,42,20,"300,001st - 400,000th place"
4221,42,21,"400,001st - 500,000th place"
4222,42,22,"500,001st - 700,000th place"
4223,42,23,"700,001st – 1,000,000th place"
4224,42,24,A rank of 3 repeated digits
4225,42,25,A rank of 4 repeated digits
4226,42,26,A rank of 5 repeated digits
4301,43,1,1st place
4302,43,2,2nd – 3rd place
4303,43,3,4th - 10th place
4304,43,4,11th – 20th place
4305,43,5,21st – 30th place
4306,43,6,31st – 50th place
4307,43,7,51st – 70th place
4308,43,8,71st – 100th place
4309,43,9,101st – 200th place
4310,43,10,201st – 500th place
4311,43,11,501st - 1000th place
4312,43,12,1001st - 2000th place
4313,43,13,"2,001st - 5,000th place"
4314,43,14,"5,001st - 10,000th place"
4315,43,15,"10,001st - 20,000th place"
4316,43,16,"20,001st - 50,000th place"
4317,43,17,"50,001st - 100,000th place"
4318,43,18,"100,001st - 200,000th place"
4319,43,19,"200,001st - 300,000th place"
4320,43,20,"300,001st - 400,000th place"
4321,43,21,"400,001st - 500,000th place"
4322,43,22,"500,001st - 700,000th place"
4323,43,23,"700,001st – 1,000,000th place"
4324,43,24,A rank of 3 repeated digits
4325,43,25,A rank of 4 repeated digits
4326,43,26,A rank of 5 repeated digits
4401,44,1,1st place
4402,44,2,2nd – 3rd place
4403,44,3,4th - 10th place
4404,44,4,11th – 20th place
4405,44,5,21st – 30th place
4406,44,6,31st – 50th place
4407,44,7,51st – 70th place
4408,44,8,71st – 100th place
4409,44,9,101st – 200th place
4410,44,10,201st – 500th place
4411,44,11,501st - 1000th place
4412,44,12,1001st - 2000th place
4413,44,13,"2,001st - 5,000th place"
4414,44,14,"5,001st - 10,000th place"
4415,44,15,"10,001st - 20,000th place"
4416,44,16,"20,001st - 50,000th place"
4417,44,17,"50,001st - 100,000th place"
4418,44,18,"100,001st - 200,000th place"
4419,44,19,"200,001st - 300,000th place"
4420,44,20,"300,001st - 400,000th place"
4421,44,21,"400,001st - 500,000th place"
4422,44,22,"500,001st - 700,000th place"
4423,44,23,"700,001st – 1,000,000th place"
4424,44,24,A rank of 3 repeated digits
4425,44,25,A rank of 4 repeated digits
4426,44,26,A rank of 5 repeated digits
4501,45,1,1st place
4502,45,2,2nd – 3rd place
4503,45,3,4th - 10th place
4504,45,4,11th – 20th place
4505,45,5,21st – 30th place
4506,45,6,31st – 50th place
4507,45,7,51st – 70th place
4508,45,8,71st – 100th place
4509,45,9,101st – 200th place
4510,45,10,201st – 500th place
4511,45,11,501st - 1000th place
4512,45,12,1001st - 2000th place
4513,45,13,"2,001st - 5,000th place"
4514,45,14,"5,001st - 10,000th place"
4515,45,15,"10,001st - 20,000th place"
4516,45,16,"20,001st - 50,000th place"
4517,45,17,"50,001st - 100,000th place"
4518,45,18,"100,001st - 200,000th place"
4519,45,19,"200,001st - 300,000th place"
4520,45,20,"300,001st - 400,000th place"
4521,45,21,"400,001st - 500,000th place"
4522,45,22,"500,001st - 700,000th place"
4523,45,23,"700,001st – 1,000,000th place"
4524,45,24,A rank of 3 repeated digits
4525,45,25,A rank of 4 repeated digits
4526,45,26,A rank of 5 repeated digits
4601,46,1,1st place
4602,46,2,2nd – 3rd place
4603,46,3,4th - 10th place
4604,46,4,11th – 20th place
4605,46,5,21st – 30th place
4606,46,6,31st – 50th place
4607,46,7,51st – 70th place
4608,46,8,71st – 100th place
4609,46,9,101st – 200th place
4610,46,10,201st – 500th place
4611,46,11,501st - 1000th place
4612,46,12,1001st - 2000th place
4613,46,13,"2,001st - 5,000th place"
4614,46,14,"5,001st - 10,000th place"
4615,46,15,"10,001st - 20,000th place"
4616,46,16,"20,001st - 50,000th place"
4617,46,17,"50,001st - 100,000th place"
4618,46,18,"100,001st - 200,000th place"
4619,46,19,"200,001st - 300,000th place"
4620,46,20,"300,001st - 400,000th place"
4621,46,21,"400,001st - 500,000th place"
4622,46,22,"500,001st - 700,000th place"
4623,46,23,"700,001st – 1,000,000th place"
4624,46,24,A rank of 3 repeated digits
4625,46,25,A rank of 4 repeated digits
4626,46,26,A rank of 5 repeated digits
4701,47,1,1st place
4702,47,2,2nd – 3rd place
4703,47,3,4th - 10th place
4704,47,4,11th – 20th place
4705,47,5,21st – 30th place
4706,47,6,31st – 50th place
4707,47,7,51st – 70th place
4708,47,8,71st – 100th place
4709,47,9,101st – 200th place
4710,47,10,201st – 500th place
4711,47,11,501st - 1000th place
4712,47,12,1001st - 2000th place
4713,47,13,"2,001st - 5,000th place"
4714,47,14,"5,001st - 10,000th place"
4715,47,15,"10,001st - 20,000th place"
4716,47,16,"20,001st - 50,000th place"
4717,47,17,"50,001st - 100,000th place"
4718,47,18,"100,001st - 200,000th place"
4719,47,19,"200,001st - 300,000th place"
4720,47,20,"300,001st - 400,000th place"
4721,47,21,"400,001st - 500,000th place"
4722,47,22,"500,001st - 700,000th place"
4723,47,23,"700,001st – 1,000,000th place"
4724,47,24,A rank of 3 repeated digits
4725,47,25,A rank of 4 repeated digits
4726,47,26,A rank of 5 repeated digits
4801,48,1,1st place
4802,48,2,2nd – 3rd place
4803,48,3,4th - 10th place
4804,48,4,11th – 20th place
4805,48,5,21st – 30th place
4806,48,6,31st – 50th place
4807,48,7,51st – 70th place
4808,48,8,71st – 100th place
4809,48,9,101st – 200th place
4810,48,10,201st – 500th place
4811,48,11,501st - 1000th place
4812,48,12,1001st - 2000th place
4813,48,13,"2,001st - 5,000th place"
4814,48,14,"5,001st - 10,000th place"
4815,48,15,"10,001st - 20,000th place"
4816,48,16,"20,001st - 50,000th place"
4817,48,17,"50,001st - 100,000th place"
4818,48,18,"100,001st - 200,000th place"
4819,48,19,"200,001st - 300,000th place"
4820,48,20,"300,001st - 400,000th place"
4821,48,21,"400,001st - 500,000th place"
4822,48,22,"500,001st - 700,000th place"
4823,48,23,"700,001st – 1,000,000th place"
4824,48,24,A rank of 3 repeated digits
4825,48,25,A rank of 4 repeated digits
4826,48,26,A rank of 5 repeated digits
4901,49,1,1st place
4902,49,2,2nd – 3rd place
4903,49,3,4th - 10th place
4904,49,4,11th – 20th place
4905,49,5,21st – 30th place
4906,49,6,31st – 50th place
4907,49,7,51st – 70th place
4908,49,8,71st – 100th place
4909,49,9,101st – 200th place
4910,49,10,201st – 500th place
4911,49,11,501st - 1000th place
4912,49,12,1001st - 2000th place
4913,49,13,"2,001st - 5,000th place"
4914,49,14,"5,001st - 10,000th place"
4915,49,15,"10,001st - 20,000th place"
4916,49,16,"20,001st - 50,000th place"
4917,49,17,"50,001st - 100,000th place"
4918,49,18,"100,001st - 200,000th place"
4919,49,19,"200,001st - 300,000th place"
4920,49,20,"300,001st - 400,000th place"
4921,49,21,"400,001st - 500,000th place"
4922,49,22,"500,001st - 700,000th place"
4923,49,23,"700,001st – 1,000,000th place"
4924,49,24,A rank of 3 repeated digits
4925,49,25,A rank of 4 repeated digits
4926,49,26,A rank of 5 repeated digits
5001,50,1,1st place
5002,50,2,2nd – 3rd place
5003,50,3,4th - 10th place
5004,50,4,11th – 20th place
5005,50,5,21st – 30th place
5006,50,6,31st – 50th place
5007,50,7,51st – 70th place
5008,50,8,71st – 100th place
5009,50,9,101st – 200th place
5010,50,10,201st – 500th place
5011,50,11,501st - 1000th place
5012,50,12,1001st - 2000th place
5013,50,13,"2,001st - 5,000th place"
5014,50,14,"5,001st - 10,000th place"
5015,50,15,"10,001st - 20,000th place"
5016,50,16,"20,001st - 50,000th place"
5017,50,17,"50,001st - 100,000th place"
5018,50,18,"100,001st - 200,000th place"
5019,50,19,"200,001st - 300,000th place"
5020,50,20,"300,001st - 400,000th place"
5021,50,21,"400,001st - 500,000th place"
5022,50,22,"500,001st - 700,000th place"
5023,50,23,"700,001st – 1,000,000th place"
5024,50,24,A rank of 3 repeated digits
5025,50,25,A rank of 4 repeated digits
5026,50,26,A rank of 5 repeated digits
5101,51,1,1st place
5102,51,2,2nd – 3rd place
5103,51,3,4th - 10th place
5104,51,4,11th – 20th place
5105,51,5,21st – 30th place
5106,51,6,31st – 50th place
5107,51,7,51st – 70th place
5108,51,8,71st – 100th place
5109,51,9,101st – 200th place
5110,51,10,201st – 500th place
5111,51,11,501st - 1000th place
5112,51,12,1001st - 2000th place
5113,51,13,"2,001st - 5,000th place"
5114,51,14,"5,001st - 10,000th place"
5115,51,15,"10,001st - 20,000th place"
5116,51,16,"20,001st - 50,000th place"
5117,51,17,"50,001st - 100,000th place"
5118,51,18,"100,001st - 200,000th place"
5119,51,19,"200,001st - 300,000th place"
5120,51,20,"300,001st - 400,000th place"
5121,51,21,"400,001st - 500,000th place"
5122,51,22,"500,001st - 700,000th place"
5123,51,23,"700,001st – 1,000,000th place"
5124,51,24,A rank of 3 repeated digits
5125,51,25,A rank of 4 repeated digits
5126,51,26,A rank of 5 repeated digits
5201,52,1,1st place
5202,52,2,2nd – 3rd place
5203,52,3,4th - 10th place
5204,52,4,11th – 20th place
5205,52,5,21st – 30th place
5206,52,6,31st – 50th place
5207,52,7,51st – 70th place
5208,52,8,71st – 100th place
5209,52,9,101st – 200th place
5210,52,10,201st – 500th place
5211,52,11,501st - 1000th place
5212,52,12,1001st - 2000th place
5213,52,13,"2,001st - 5,000th place"
5214,52,14,"5,001st - 10,000th place"
5215,52,15,"10,001st - 20,000th place"
5216,52,16,"20,001st - 50,000th place"
5217,52,17,"50,001st - 100,000th place"
5218,52,18,"100,001st - 200,000th place"
5219,52,19,"200,001st - 300,000th place"
5220,52,20,"300,001st - 400,000th place"
5221,52,21,"400,001st - 500,000th place"
5222,52,22,"500,001st - 700,000th place"
5223,52,23,"700,001st – 1,000,000th place"
5224,52,24,A rank of 3 repeated digits
5225,52,25,A rank of 4 repeated digits
5226,52,26,A rank of 5 repeated digits
5301,53,1,1st place
5302,53,2,2nd – 3rd place
5303,53,3,4th - 10th place
5304,53,4,11th – 20th place
5305,53,5,21st – 30th place
5306,53,6,31st – 50th place
5307,53,7,51st – 70th place
5308,53,8,71st – 100th place
5309,53,9,101st – 200th place
5310,53,10,201st – 500th place
5311,53,11,501st - 1000th place
5312,53,12,1001st - 2000th place
5313,53,13,"2,001st - 5,000th place"
5314,53,14,"5,001st - 10,000th place"
5315,53,15,"10,001st - 20,000th place"
5316,53,16,"20,001st - 50,000th place"
5317,53,17,"50,001st - 100,000th place"
5318,53,18,"100,001st - 200,000th place"
5319,53,19,"200,001st - 300,000th place"
5320,53,20,"300,001st - 400,000th place"
5321,53,21,"400,001st - 500,000th place"
5322,53,22,"500,001st - 700,000th place"
5323,53,23,"700,001st – 1,000,000th place"
5324,53,24,A rank of 3 repeated digits
5325,53,25,A rank of 4 repeated digits
5326,53,26,A rank of 5 repeated digits
9901,99,1,No.1
9902,99,2,No.2
9903,99,3,No.3
9904,99,4,4 - 10th place
9905,99,5,11 - 100th place
9906,99,6,101 - 1000th place
9907,99,7,1001 - 2500th place
9908,99,8,"2,501 - 5,000th place"
9909,99,9,"5,001 - 10,000th place"
9910,99,10,"10,001 - 20,000th place"
9911,99,11,"20,001 - 30,000th place"
9912,99,12,"30,001 - 50,000th place"
9913,99,13,"50,001 - 75,000th place"
9914,99,14,"75,001 - 100,000th place"
9915,99,15,"100,001 - 200,000th place"
9916,99,16,"200,001 - 500,000th place"
9917,99,17,"500,001 – 1,000,000th place"
9918,99,18,A rank of 3 repeated digits
9919,99,19,A rank of 4 repeated digits
9920,99,20,A rank of 5 repeated digits
92101,921,1,No.1
92102,921,2,No.2
92103,921,3,No.3
92104,921,4,4 - 10th place
92105,921,5,11 - 100th place
92106,921,6,101 - 1000th place
92107,921,7,1001 - 2500th place
92108,921,8,"2,501 - 5,000th place"
92109,921,9,"5,001 - 10,000th place"
92110,921,10,"10,001 - 20,000th place"
92111,921,11,"20,001 - 30,000th place"
92112,921,12,"30,001 - 50,000th place"
92113,921,13,"50,001 - 75,000th place"
92114,921,14,"75,001 - 100,000th place"
92115,921,15,"100,001 - 200,000th place"
92116,921,16,"200,001 - 500,000th place"
92117,921,17,"500,001 – 1,000,000th place"
92118,921,18,A rank of 3 repeated digits
92119,921,19,A rank of 4 repeated digits
92120,921,20,A rank of 5 repeated digits
92201,922,1,No.1
92202,922,2,2nd & 3rd place
92203,922,3,4 - 10th place
92204,922,4,11 – 20th place
92205,922,5,21 – 30th place
92206,922,6,31 – 50th place
92207,922,7,51 – 70th place
92208,922,8,71 – 100th place
92209,922,9,101 – 200th place
92210,922,10,201 – 500th place
92211,922,11,501 - 1000th place
92212,922,12,1001 - 2000th place
92213,922,13,"2,001 - 5,000th place"
92214,922,14,"5,001 - 10,000th place"
92215,922,15,"10,001 - 20,000th place"
92216,922,16,"20,001 - 50,000th place"
92217,922,17,"50,001 - 100,000th place"
92218,922,18,"100,001 - 200,000th place"
92219,922,19,"200,001 - 300,000th place"
92220,922,20,"300,001 - 400,000th place"
92221,922,21,"400,001 - 500,000th place"
92222,922,22,"500,001 - 700,000th place"
92223,922,23,"700,001 – 1,000,000th place"
92224,922,24,A rank of 3 repeated digits
92225,922,25,A rank of 4 repeated digits
92226,922,26,A rank of 5 repeated digits
92301,923,1,No.1
92302,923,2,No.2
92303,923,3,No.3
92304,923,4,4 - 10th place
92305,923,5,11 - 100th place
92306,923,6,101 - 1000th place
92307,923,7,1001 - 2500th place
92308,923,8,"2,501 - 5,000th place"
92309,923,9,"5,001 - 10,000th place"
92310,923,10,"10,001 - 20,000th place"
92311,923,11,"20,001 - 30,000th place"
92312,923,12,"30,001 - 50,000th place"
92313,923,13,"50,001 - 75,000th place"
92314,923,14,"75,001 - 100,000th place"
92315,923,15,"100,001 - 200,000th place"
92316,923,16,"200,001 - 500,000th place"
92317,923,17,"500,001 – 1,000,000th place"
92318,923,18,A rank of 3 repeated digits
92319,923,19,A rank of 4 repeated digits
92320,923,20,A rank of 5 repeated digits
