id,category,name,pack_name,scene_name,red,green,blue,alpha,lite_flicker_rate
153376,5,牛魔王_剛戦斧,sp_effect_a9_00056,ef_004,255,255,255,255,70
153377,5,牛魔王_剛戦斧,sp_effect_a9_00056,ef_005,255,255,255,255,70
153378,5,ゴワス_天啓の一手,sp_effect_a7_00027,ef_001,255,255,255,255,70
153379,5,ゴワス_天啓の一手,sp_effect_a7_00027,ef_001_r,255,255,255,255,70
153380,5,ゴワス_天啓の一手,sp_effect_a7_00027,ef_002,255,255,255,255,70
153381,5,ゴワス_天啓の一手,sp_effect_a7_00027,ef_003a,255,255,255,255,70
153382,5,ゴワス_天啓の一手,sp_effect_a7_00027,ef_003a_r,255,255,255,255,70
153383,5,ゴワス_天啓の一手,sp_effect_a7_00027,ef_003b,255,255,255,255,70
153384,5,ザマス_神裂降矢,sp_effect_a2_00112,ef_001,255,255,255,255,70
153385,5,ザマス_神裂降矢,sp_effect_a2_00112,ef_002,255,255,255,255,70
153386,5,ザマス_神裂降矢,sp_effect_a2_00112,ef_002r,255,255,255,255,70
153387,5,ザマス_神裂降矢,sp_effect_a2_00112,ef_003,255,255,255,255,70
153388,5,ザマス_神裂降矢,sp_effect_a2_00112,ef_004,255,255,255,255,70
153389,5,ザマス_神裂降矢,sp_effect_a2_00112,ef_004r,255,255,255,255,70
153390,5,ザマス_神裂降矢,sp_effect_a2_00112,ef_005,255,255,255,255,70
153391,5,ザマス_神裂降矢,sp_effect_a2_00112,ef_006,255,255,255,255,70
153392,5,ザマス_神裂降矢,sp_effect_a2_00112,ef_006r,255,255,255,255,70
153393,5,ザマス_神裂降矢,sp_effect_a2_00112,ef_007,255,255,255,255,70
153394,5,ザマス_神裂降矢,sp_effect_a2_00112,ef_008,255,255,255,255,70
153395,5,フリーザ(フルパワー)_ノヴァストライク,sp_effect_b4_00092,ef_001,255,255,255,255,70
153396,5,フリーザ(フルパワー)_ノヴァストライク,sp_effect_b4_00092,ef_002,255,255,255,255,70
153397,5,フリーザ(フルパワー)_ノヴァストライク,sp_effect_b4_00092,ef_004a,255,255,255,255,70
153398,5,フリーザ(フルパワー)_ノヴァストライク,sp_effect_b4_00092,ef_004b,255,255,255,255,70
153399,5,フリーザ(フルパワー)_ノヴァストライク,sp_effect_b4_00092,ef_005a,255,255,255,255,70
153400,5,フリーザ(フルパワー)_ノヴァストライク,sp_effect_b4_00092,ef_005b,255,255,255,255,70
153401,5,フリーザ(フルパワー)_ノヴァストライク,sp_effect_b4_00092,ef_006,255,255,255,255,70
153402,5,フリーザ(フルパワー)_ノヴァストライク,sp_effect_b4_00092,ef_007,255,255,255,255,70
153403,5,フリーザ(フルパワー)_ノヴァストライク,sp_effect_b4_00092,ef_008,255,255,255,255,70
153404,5,合体ザマス_神の鉄槌,sp_effect_b4_00094,ef_001,255,255,255,255,70
153405,5,合体ザマス_神の鉄槌,sp_effect_b4_00094,ef_002,255,255,255,255,70
153406,5,合体ザマス_神の鉄槌,sp_effect_b4_00094,ef_003,255,255,255,255,70
153407,5,合体ザマス_神の鉄槌,sp_effect_b4_00094,ef_004,255,255,255,255,70
153408,5,合体ザマス_神の鉄槌,sp_effect_b4_00094,ef_005,255,255,255,255,70
153409,5,合体ザマス_神の鉄槌,sp_effect_b4_00094,ef_006,255,255,255,255,70
153410,5,合体ザマス_神の鉄槌,sp_effect_b4_00094,ef_007,255,255,255,255,70
153411,5,合体ザマス_神の鉄槌,sp_effect_b4_00094,ef_008,255,255,255,255,70
153412,5,合体ザマス_神の鉄槌,sp_effect_b4_00094,ef_001r,255,255,255,255,70
153413,5,合体ザマス_神の鉄槌,sp_effect_b4_00094,ef_002r,255,255,255,255,70
153414,5,合体ザマス_神の鉄槌,sp_effect_b4_00094,ef_004r,255,255,255,255,70
153415,5,合体ザマス_神の鉄槌,sp_effect_b4_00094,ef_005r,255,255,255,255,70
153416,5,合体ザマス_神の鉄槌,sp_effect_b4_00094,ef_008r,255,255,255,255,70
153417,5,超サイヤ人トランクス(未来)_ギャリック砲,sp_effect_b4_00096,ef_001,255,255,255,255,70
153418,5,超サイヤ人トランクス(未来)_ギャリック砲,sp_effect_b4_00096,ef_002,255,255,255,255,70
153419,5,超サイヤ人トランクス(未来)_ギャリック砲,sp_effect_b4_00096,ef_003,255,255,255,255,70
153420,5,超サイヤ人トランクス(未来)_ギャリック砲,sp_effect_b4_00096,ef_004,255,255,255,255,70
153421,5,超サイヤ人トランクス(未来)_ギャリック砲,sp_effect_b4_00096,ef_005,255,255,255,255,70
153422,5,超サイヤ人トランクス(未来)_ギャリック砲,sp_effect_b4_00096,ef_006,255,255,255,255,70
153423,5,超サイヤ人トランクス(未来)_ギャリック砲,sp_effect_b4_00096,ef_001r,255,255,255,255,70
153424,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_001,255,255,255,255,70
153425,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_001_1,255,255,255,255,70
153426,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_002,255,255,255,255,70
153427,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_002_1,255,255,255,255,70
153428,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_003,255,255,255,255,70
153429,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_003_1,255,255,255,255,70
153430,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_003_2,255,255,255,255,70
153431,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_004,255,255,255,255,70
153432,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_005,255,255,255,255,70
153433,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_005_1,255,255,255,255,70
153434,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_006,255,255,255,255,70
153435,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_007,255,255,255,255,70
153436,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_007_1,255,255,255,255,70
153437,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_008,255,255,255,255,70
153438,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_101,255,255,255,255,70
153439,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_102,255,255,255,255,70
153440,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_103_1,255,255,255,255,70
153441,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_105,255,255,255,255,70
153442,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_107,255,255,255,255,70
153443,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_001,255,255,255,255,70
153444,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_002,255,255,255,255,70
153445,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_003,255,255,255,255,70
153446,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_004,255,255,255,255,70
153447,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_005,255,255,255,255,70
153448,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_006,255,255,255,255,70
153449,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_007,255,255,255,255,70
153450,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_008,255,255,255,255,70
153451,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_009,255,255,255,255,70
153452,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_010,255,255,255,255,70
153453,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_011,255,255,255,255,70
153454,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_012,255,255,255,255,70
153455,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_002r,255,255,255,255,70
153456,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_006r,255,255,255,255,70
153457,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_001,255,255,255,255,70
153458,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_001r,255,255,255,255,70
153459,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_002,255,255,255,255,70
153460,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_003,255,255,255,255,70
153461,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_003r,255,255,255,255,70
153462,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_004,255,255,255,255,70
153463,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_005,255,255,255,255,70
153464,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_006,255,255,255,255,70
153465,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_007,255,255,255,255,70
153466,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_007r,255,255,255,255,70
153467,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_008,255,255,255,255,70
153468,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_008r,255,255,255,255,70
153469,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_009,255,255,255,255,70
153470,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_010,255,255,255,255,70
153471,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_010r,255,255,255,255,70
153472,5,トランクス(青年期)(未来)_シャイニングスラッシュ,sp_effect_b2_00020,ef_011,255,255,255,255,70
153473,5,ザマス_神裂降矢,sp_effect_a2_00112,ef_009,255,255,255,255,70
153474,5,超サイヤ人トランクス（未来）_ファイナルホープスラッシュVer２,sp_effect_b2_00021,ef_106,255,255,255,255,70
153475,5,合体ザマス_絶対のいかずち,sp_effect_b4_00095,ef_003r,255,255,255,255,70
153476,5,超サイヤ人ブロリー_イレイザーキャノン,sp_effect_a2_00108,ef_001,255,255,255,255,70
153477,5,超サイヤ人ブロリー_イレイザーキャノン,sp_effect_a2_00108,ef_002,255,255,255,255,70
153478,5,超サイヤ人ブロリー_イレイザーキャノン,sp_effect_a2_00108,ef_003,255,255,255,255,70
153479,5,超サイヤ人ブロリー_イレイザーキャノン,sp_effect_a2_00108,ef_004,255,255,255,255,70
153480,5,超サイヤ人ブロリー_イレイザーキャノン,sp_effect_a2_00108,ef_005,255,255,255,255,70
153481,5,超サイヤ人ブロリー_イレイザーキャノン,sp_effect_a2_00108,ef_006,255,255,255,255,70
153482,5,超サイヤ人ブロリー_イレイザーキャノン,sp_effect_a2_00108,ef_001r,255,255,255,255,70
153483,5,超サイヤ人ブロリー_イレイザーキャノン,sp_effect_a2_00108,ef_002r,255,255,255,255,70
153484,5,超サイヤ人ブロリー_ブラッディースマッシュ,sp_effect_b4_00093,ef_001,255,255,255,255,70
153485,5,超サイヤ人ブロリー_ブラッディースマッシュ,sp_effect_b4_00093,ef_002,255,255,255,255,70
153486,5,超サイヤ人ブロリー_ブラッディースマッシュ,sp_effect_b4_00093,ef_003,255,255,255,255,70
153487,5,超サイヤ人ブロリー_ブラッディースマッシュ,sp_effect_b4_00093,ef_004,255,255,255,255,70
153488,5,超サイヤ人ブロリー_ブラッディースマッシュ,sp_effect_b4_00093,ef_005,255,255,255,255,70
153489,5,超サイヤ人ブロリー_ブラッディースマッシュ,sp_effect_b4_00093,ef_006,255,255,255,255,70
153490,5,超サイヤ人ブロリー_ブラッディースマッシュ,sp_effect_b4_00093,ef_007,255,255,255,255,70
153491,5,ゴジータ（ドッカン前）_かめはめ波,sp_effect_a1_00163,ef_001,255,255,255,255,70
153492,5,ゴジータ（ドッカン前）_かめはめ波,sp_effect_a1_00163,ef_002,255,255,255,255,70
153493,5,ゴジータ（ドッカン前）_かめはめ波,sp_effect_a1_00163,ef_003,255,255,255,255,70
153494,5,ゴジータ（ドッカン前）_かめはめ波,sp_effect_a1_00163,ef_004,255,255,255,255,70
153495,5,ゴジータ（ドッカン前）_かめはめ波,sp_effect_a1_00163,ef_005,255,255,255,255,70
153496,5,ゴジータ（ドッカン前）_かめはめ波,sp_effect_a1_00163,ef_001r,255,255,255,255,70
153497,5,ゴジータ（ドッカン前）_かめはめ波,sp_effect_a1_00163,ef_002r,255,255,255,255,70
153498,5,ゴジータ（ドッカン後）_かめはめ波,sp_effect_a1_00164,ef_001,255,255,255,255,70
153499,5,ゴジータ（ドッカン後）_かめはめ波,sp_effect_a1_00164,ef_002,255,255,255,255,70
153500,5,ゴジータ（ドッカン後）_かめはめ波,sp_effect_a1_00164,ef_003,255,255,255,255,70
153501,5,ゴジータ（ドッカン後）_かめはめ波,sp_effect_a1_00164,ef_004,255,255,255,255,70
153502,5,ゴジータ（ドッカン後）_かめはめ波,sp_effect_a1_00164,ef_005,255,255,255,255,70
153503,5,ゴジータ（ドッカン後）_かめはめ波,sp_effect_a1_00164,ef_002r,255,255,255,255,70
153504,5,伝説の超サイヤ人ブロリー_アクティブスキル,sp_effect_b4_00097,ef_001,255,255,255,255,70
153505,5,伝説の超サイヤ人ブロリー_ギガンティックミーティア,sp_effect_a2_00110,ef_001,255,255,255,255,70
153506,5,伝説の超サイヤ人ブロリー_ギガンティックミーティア,sp_effect_a2_00110,ef_002,255,255,255,255,70
153507,5,伝説の超サイヤ人ブロリー_ギガンティックミーティア,sp_effect_a2_00110,ef_003,255,255,255,255,70
153508,5,伝説の超サイヤ人ブロリー_ギガンティックミーティア,sp_effect_a2_00110,ef_004,255,255,255,255,70
153509,5,伝説の超サイヤ人ブロリー_ギガンティックミーティア,sp_effect_a2_00110,ef_005,255,255,255,255,70
153510,5,伝説の超サイヤ人ブロリー_ギガンティックミーティア,sp_effect_a2_00110,ef_006,255,255,255,255,70
153511,5,伝説の超サイヤ人ブロリー _オメガブラスター,sp_effect_a2_00109,ef_001,255,255,255,255,70
153512,5,伝説の超サイヤ人ブロリー _オメガブラスター,sp_effect_a2_00109,ef_002,255,255,255,255,70
153513,5,伝説の超サイヤ人ブロリー _オメガブラスター,sp_effect_a2_00109,ef_003,255,255,255,255,70
153514,5,伝説の超サイヤ人ブロリー _オメガブラスター,sp_effect_a2_00109,ef_004,255,255,255,255,70
153515,5,伝説の超サイヤ人ブロリー _オメガブラスター,sp_effect_a2_00109,ef_002r,255,255,255,255,70
153516,5,伝説の超サイヤ人ブロリー _オメガブラスター,sp_effect_a2_00109,ef_003r,255,255,255,255,70
153517,5,伝説の超サイヤ人ブロリー _オメガブラスター,sp_effect_a2_00115,ef_101,255,255,255,255,70
153518,5,伝説の超サイヤ人ブロリー _オメガブラスター,sp_effect_a2_00115,ef_102,255,255,255,255,70
153519,5,フリーザ(最終形態)(尻尾切れ)_今度は死ぬかもね,sp_effect_b4_00099,ef_001,255,255,255,255,70
153520,5,フリーザ(最終形態)(尻尾切れ)_今度は死ぬかもね,sp_effect_b4_00099,ef_002,255,255,255,255,70
153521,5,フリーザ(最終形態)(尻尾切れ)_今度は死ぬかもね,sp_effect_b4_00099,ef_003,255,255,255,255,70
153522,5,フリーザ(最終形態)(尻尾切れ)_今度は死ぬかもね,sp_effect_b4_00099,ef_004,255,255,255,255,70
153523,5,フリーザ(最終形態)(尻尾切れ)_今度は死ぬかもね,sp_effect_b4_00099,ef_001r,255,255,255,255,70
153524,5,フリーザ(最終形態)(尻尾切れ)_今度は死ぬかもね,sp_effect_b4_00099,ef_003r,255,255,255,255,70
153525,5,フリーザ(最終形態)(尻尾切れ)_今度は死ぬかもね,sp_effect_b4_00099,ef_004r,255,255,255,255,70
153526,5,ハッチャン_怒りの鉄拳,sp_effect_b1_00074,ef_001,255,255,255,255,70
153527,5,ハッチャン_怒りの鉄拳,sp_effect_b1_00074,ef_002,255,255,255,255,70
153528,5,ハッチャン_怒りの鉄拳,sp_effect_b1_00074,ef_002_r,255,255,255,255,70
153529,5,ハッチャン_怒りの鉄拳,sp_effect_b1_00074,ef_003,255,255,255,255,70
153530,5,ハッチャン_怒りの鉄拳,sp_effect_b1_00074,ef_004,255,255,255,255,70
153531,5,リブリアン_プリティーキャノン,sp_effect_a3_00061,ef_001,255,255,255,255,70
153532,5,リブリアン_プリティーキャノン,sp_effect_a3_00061,ef_002,255,255,255,255,70
153533,5,リブリアン_プリティーキャノン,sp_effect_a3_00061,ef_003,255,255,255,255,70
153534,5,リブリアン_プリティーキャノン,sp_effect_a3_00061,ef_004,255,255,255,255,70
153535,5,リブリアン_プリティーキャノン,sp_effect_a3_00061,ef_005,255,255,255,255,70
153536,5,リブリアン_プリティーキャノン,sp_effect_a3_00061,ef_006,255,255,255,255,70
153537,5,リブリアン_プリティーキャノン,sp_effect_a3_00061,ef_007,255,255,255,255,70
153538,5,フリーザ（第二形態）_デスストーム,sp_effect_a7_00028,ef_001,255,255,255,255,70
153539,5,フリーザ（第二形態）_デスストーム,sp_effect_a7_00028,ef_002,255,255,255,255,70
153540,5,フリーザ（第二形態）_デスストーム,sp_effect_a7_00028,ef_003,255,255,255,255,70
153541,5,フリーザ（第二形態）_デスストーム,sp_effect_a7_00028,ef_004,255,255,255,255,70
153542,5,フリーザ（第二形態）_デスストーム,sp_effect_a7_00028,ef_005,255,255,255,255,70
153543,5,フリーザ（第二形態）_デスストーム,sp_effect_a7_00028,ef_006,255,255,255,255,70
153544,5,フリーザ（第二形態）_デスストーム,sp_effect_a7_00028,ef_001_r,255,255,255,255,70
153545,5,フリーザ（第二形態）_デスストーム,sp_effect_a7_00028,ef_002_r,255,255,255,255,70
153546,5,孫悟空_特大元気玉,sp_effect_a2_00113,ef_001,255,255,255,255,70
153547,5,孫悟空_特大元気玉,sp_effect_a2_00113,ef_002,255,255,255,255,70
153548,5,孫悟空_特大元気玉,sp_effect_a2_00113,ef_002r,255,255,255,255,70
153549,5,孫悟空_特大元気玉,sp_effect_a2_00113,ef_003,255,255,255,255,70
153550,5,孫悟空_特大元気玉,sp_effect_a2_00113,ef_004,255,255,255,255,70
153551,5,孫悟空_特大元気玉,sp_effect_a2_00113,ef_005,255,255,255,255,70
153552,5,孫悟空_特大元気玉,sp_effect_a2_00113,ef_005r,255,255,255,255,70
153553,5,孫悟空_特大元気玉,sp_effect_a2_00113,ef_006,255,255,255,255,70
153554,5,孫悟空_特大元気玉,sp_effect_a2_00113,ef_007,255,255,255,255,70
153555,5,孫悟空_特大元気玉,sp_effect_a2_00113,ef_008,255,255,255,255,70
153556,5,フリーザ(第二形態)_アクティブ スキル,sp_effect_a2_00114,ef_001,255,255,255,255,70
153557,5,フリーザ(第二形態)_アクティブ スキル,sp_effect_a2_00114,ef_002,255,255,255,255,70
153558,5,フリーザ(第二形態)_アクティブ スキル,sp_effect_a2_00114,ef_003,255,255,255,255,70
153559,5,フリーザ(第二形態)_アクティブ スキル,sp_effect_a2_00114,ef_004,255,255,255,255,70
153560,5,フリーザ(第二形態)_アクティブ スキル,sp_effect_a2_00114,ef_005,255,255,255,255,70
153561,5,フリーザ(第二形態)_アクティブ スキル,sp_effect_a2_00114,ef_006,255,255,255,255,70
153562,5,フリーザ(第二形態)_悦楽のフリーザタイム,sp_effect_b4_00098,ef_001,255,255,255,255,70
153563,5,フリーザ(第二形態)_悦楽のフリーザタイム,sp_effect_b4_00098,ef_002,255,255,255,255,70
153564,5,フリーザ(第二形態)_悦楽のフリーザタイム,sp_effect_b4_00098,ef_003,255,255,255,255,70
153565,5,フリーザ(第二形態)_悦楽のフリーザタイム,sp_effect_b4_00098,ef_004,255,255,255,255,70
153566,5,フリーザ(第二形態)_悦楽のフリーザタイム,sp_effect_b4_00098,ef_005,255,255,255,255,70
153567,5,フリーザ(第二形態)_悦楽のフリーザタイム,sp_effect_b4_00098,ef_006,255,255,255,255,70
153568,5,フリーザ(最終形態)_この星を消す！！！！,sp_effect_a2_00116,ef_001,255,255,255,255,70
153569,5,フリーザ(最終形態)_この星を消す！！！！,sp_effect_a2_00116,ef_002,255,255,255,255,70
153570,5,フリーザ(最終形態)_この星を消す！！！！,sp_effect_a2_00116,ef_003,255,255,255,255,70
153571,5,フリーザ(最終形態)_この星を消す！！！！,sp_effect_a2_00116,ef_005,255,255,255,255,70
153572,5,フリーザ(最終形態)_この星を消す！！！！,sp_effect_a2_00116,ef_006,255,255,255,255,70
153573,5,フリーザ(最終形態)_この星を消す！！！！,sp_effect_a2_00116,ef_007,255,255,255,255,70
153574,5,フリーザ(最終形態)_この星を消す！！！！,sp_effect_a2_00116,ef_008,255,255,255,255,70
153575,5,フリーザ(最終形態)_この星を消す！！！！,sp_effect_a2_00116,ef_009,255,255,255,255,70
153576,5,フリーザ(最終形態)_この星を消す！！！！,sp_effect_a2_00116,ef_010,255,255,255,255,70
153577,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_001,255,255,255,255,70
153578,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_002,255,255,255,255,70
153579,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_003,255,255,255,255,70
153580,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_004,255,255,255,255,70
153581,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_005,255,255,255,255,70
153582,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_006,255,255,255,255,70
153583,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_007,255,255,255,255,70
153584,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_008,255,255,255,255,70
153585,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_009,255,255,255,255,70
153586,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_001r,255,255,255,255,70
153587,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_005r,255,255,255,255,70
153588,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_007r,255,255,255,255,70
153589,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_008r,255,255,255,255,70
153590,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_009r,255,255,255,255,70
153591,5,超サイヤ人孫悟空_かめはめ波,sp_effect_a1_00165,ef_001,255,255,255,255,70
153592,5,超サイヤ人孫悟空_かめはめ波,sp_effect_a1_00165,ef_002,255,255,255,255,70
153593,5,超サイヤ人孫悟空_かめはめ波,sp_effect_a1_00165,ef_003,255,255,255,255,70
153594,5,超サイヤ人孫悟空_かめはめ波,sp_effect_a1_00165,ef_004,255,255,255,255,70
153595,5,超サイヤ人孫悟空_かめはめ波,sp_effect_a1_00165,ef_005,255,255,255,255,70
153596,5,超サイヤ人孫悟空_かめはめ波,sp_effect_a1_00165,ef_006,255,255,255,255,70
153597,5,超サイヤ人孫悟空_かめはめ波,sp_effect_a1_00165,ef_007,255,255,255,255,70
153598,5,超サイヤ人孫悟空_かめはめ波,sp_effect_a1_00165,ef_008,255,255,255,255,70
153599,5,超サイヤ人孫悟空_超メテオスマッシュ,sp_effect_b1_00076,ef_001,255,255,255,255,70
153600,5,超サイヤ人孫悟空_超メテオスマッシュ,sp_effect_b1_00076,ef_002,255,255,255,255,70
153601,5,超サイヤ人孫悟空_超メテオスマッシュ,sp_effect_b1_00076,ef_003,255,255,255,255,70
153602,5,超サイヤ人孫悟空_超メテオスマッシュ,sp_effect_b1_00076,ef_004,255,255,255,255,70
153603,5,超サイヤ人孫悟空_超メテオスマッシュ,sp_effect_b1_00076,ef_005,255,255,255,255,70
153604,5,超サイヤ人孫悟空_超メテオスマッシュ,sp_effect_b1_00076,ef_006,255,255,255,255,70
153605,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_002r,255,255,255,255,70
153606,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_004r,255,255,255,255,70
153607,5,超サイヤ人孫悟空_超メテオスマッシュ,sp_effect_b1_00076,ef_001r,255,255,255,255,70
153608,5,超サイヤ人孫悟空_超メテオスマッシュ,sp_effect_b1_00076,ef_002r,255,255,255,255,70
153609,5,超サイヤ人孫悟空_超メテオスマッシュ,sp_effect_b1_00076,ef_003r,255,255,255,255,70
153610,5,超サイヤ人孫悟空_超メテオスマッシュ,sp_effect_b1_00076,ef_004r,255,255,255,255,70
153611,5,超サイヤ人孫悟空_超メテオスマッシュ,sp_effect_b1_00076,ef_005r,255,255,255,255,70
153612,5,超サイヤ人孫悟空_超メテオスマッシュ,sp_effect_b1_00076,ef_006r,255,255,255,255,70
153613,5,超サイヤ人孫悟空_超メテオスマッシュ,sp_effect_b1_00076,ef_007,255,255,255,255,70
153614,5,超サイヤ人孫悟空_超メテオスマッシュ,sp_effect_b1_00076,ef_007r,255,255,255,255,70
153615,5,超サイヤ人孫悟空_メテオスマッシュ,sp_effect_b1_00075,ef_003r,255,255,255,255,70
153616,5,アムズ(第二形態)_デスボール,sp_effect_a2_00117,ef_001,255,255,255,255,70
153617,5,アムズ(第二形態)_デスボール,sp_effect_a2_00117,ef_001r,255,255,255,255,70
153618,5,アムズ(第二形態)_デスボール,sp_effect_a2_00117,ef_002,255,255,255,255,70
153619,5,アムズ(第二形態)_デスボール,sp_effect_a2_00117,ef_002r,255,255,255,255,70
153620,5,アムズ(第二形態)_デスボール,sp_effect_a2_00117,ef_003,255,255,255,255,70
153621,5,アムズ(第二形態)_デスボール,sp_effect_a2_00117,ef_003r,255,255,255,255,70
153622,5,アムズ(第二形態)_デスボール,sp_effect_a2_00117,ef_004,255,255,255,255,70
153623,5,アムズ(第二形態)_デスボール,sp_effect_a2_00117,ef_004r,255,255,255,255,70
153624,5,アムズ(第二形態)_デスボール,sp_effect_a2_00117,ef_005,255,255,255,255,70
153625,5,アムズ(第三形態)_超ブラックかめはめ波,sp_effect_a1_00166,ef_001,255,255,255,255,70
153626,5,アムズ(第三形態)_超ブラックかめはめ波,sp_effect_a1_00166,ef_001r,255,255,255,255,70
153627,5,アムズ(第三形態)_超ブラックかめはめ波,sp_effect_a1_00166,ef_002,255,255,255,255,70
153628,5,アムズ(第三形態)_超ブラックかめはめ波,sp_effect_a1_00166,ef_002r,255,255,255,255,70
153629,5,アムズ(第三形態)_超ブラックかめはめ波,sp_effect_a1_00166,ef_003,255,255,255,255,70
153630,5,アムズ(第三形態)_超ブラックかめはめ波,sp_effect_a1_00166,ef_003r,255,255,255,255,70
153631,5,アムズ(第三形態)_超ブラックかめはめ波,sp_effect_a1_00166,ef_004,255,255,255,255,70
153632,5,アムズ(第三形態)_超ブラックかめはめ波,sp_effect_a1_00166,ef_006,255,255,255,255,70
153633,5,アムズ(第三形態)_超ブラックかめはめ波,sp_effect_a1_00166,ef_007,255,255,255,255,70
153634,5,グレートサイヤマン4号_かめはめ波,sp_effect_a1_00167,ef_001,255,255,255,255,70
