id,card_id,category,filename
1248,1011430,20004,
1249,1011431,20002,
1250,1011431,20004,
1251,1011220,20002,
1252,1011220,20004,
1253,1011221,20002,
1254,1011221,20004,
1255,1011230,20002,
1256,1011230,20004,
1257,1011231,20002,
1258,1011231,20004,
1259,1011110,20002,
1260,1011110,20004,
1261,1011111,20002,
1262,1011111,20004,
1263,4011110,20002,
1264,4011110,20004,
1265,4011111,20002,
1266,4011111,20004,
1267,4011580,20002,
1268,4011580,20004,
1269,4011581,20002,
1270,4011581,20004,
1271,1011920,20002,
1272,1011920,20004,
1273,1011921,20002,
1274,1011921,20004,
1275,9011960,20002,
1276,9011960,20004,
1277,9011961,20002,
1278,9011961,20004,
1279,9000640,20002,
1280,9000641,20004,
1281,9100640,20002,
1282,9100641,20004,
1283,9200640,20002,
1284,9200641,20004,
1285,9300640,20002,
1286,9300641,20004,
1287,9400640,20002,
1288,9400641,20004,
1289,9001990,20002,
1290,9001991,20004,
1291,9101990,20002,
1292,9101991,20004,
1293,9201990,20002,
1294,9201991,20004,
1295,9301990,20002,
1296,9301991,20004,
1297,9401990,20002,
1298,9401991,20004,
1299,9002950,20002,
1300,9002951,20004,
1301,9102950,20002,
1302,9102951,20004,
1303,9202950,20002,
1304,9202951,20004,
1305,9302950,20002,
1306,9302951,20004,
1307,9402950,20002,
1308,9402951,20004,
1309,1012290,20002,
1310,1012290,20004,
1311,1012291,20002,
1312,1012291,20004,
1313,1012580,20002,
1314,1012580,20004,
1315,1012581,20002,
1316,1012581,20004,
1317,1012380,20002,
1318,1012380,20004,
1319,1012381,20002,
1320,1012381,20004,
1321,9012580,20002,
1322,9012580,20004,
1323,9012581,20002,
1324,9012581,20004,
1325,9012380,20002,
1326,9012380,20004,
1327,9012381,20002,
1328,9012381,20004,
1329,1006140,20002,
1330,1006140,20004,
1331,1006141,20002,
1332,1006141,20004,
1333,1006150,20002,
1334,1006150,20004,
1335,1006151,20002,
1336,1006151,20004,
1337,1012410,20002,
1338,1012410,20004,
1339,1012411,20002,
1340,1012411,20004,
1341,1012420,20002,
1342,1012420,20004,
1343,1012421,20002,
1344,1012421,20004,
1345,4012410,20002,
1346,4012410,20004,
1347,4012411,20002,
1348,4012411,20004,
1349,4012420,20002,
1350,4012420,20004,
1351,4012421,20002,
1352,4012421,20004,
1353,1012860,20002,
1354,1012860,20004,
1355,1012861,20002,
1356,1012861,20004,
1357,1012460,20002,
1358,1012460,20004,
1359,1012461,20002,
1360,1012461,20004,
1361,1012450,20002,
1362,1012450,20004,
1363,1012451,20002,
1364,1012451,20004,
1365,1012480,20002,
1366,1012480,20004,
1367,1012481,20002,
1368,1012481,20004,
1369,1012500,20002,
1370,1012500,20004,
1371,1012501,20002,
1372,1012501,20004,
1373,9012430,20002,
1374,9012430,20004,
1375,9012431,20002,
1376,9012431,20004,
1377,9012440,20002,
1378,9012440,20004,
1379,9012441,20002,
1380,9012441,20004,
1381,9012410,20002,
1382,9012410,20004,
1383,9012411,20002,
1384,9012411,20004,
1385,9012420,20002,
1386,9012420,20004,
1387,9012421,20002,
1388,9012421,20004,
1389,50008340,20002,
1390,50008340,20004,
1391,50008341,20002,
1392,50008341,20004,
1393,9012310,20002,
1394,9012310,20004,
1395,9012311,20002,
1396,9012311,20004,
1397,9013520,20002,
1398,9013520,20004,
1399,9013521,20002,
1400,9013521,20004,
1401,4013520,20002,
1402,4013520,20004,
1403,4013521,20002,
1404,4013521,20004,
1405,4013680,20002,
1406,4013680,20004,
1407,4013681,20002,
1408,4013681,20004,
1409,1013130,20002,
1410,1013130,20004,
1411,1013131,20002,
1412,1013131,20004,
1413,4013120,20002,
1414,4013120,20004,
1415,4013121,20002,
1416,4013121,20004,
1417,1013140,20002,
1418,1013140,20004,
1419,1013141,20002,
1420,1013141,20004,
1421,51008340,20002,
1422,51008340,20004,
1423,51008341,20002,
1424,51008341,20004,
1425,4013950,20002,
1426,4013950,20004,
1427,4013951,20002,
1428,4013951,20004,
1429,9013990,20002,
1430,9013990,20004,
1431,9013991,20002,
1432,9013991,20004,
1433,9013950,20002,
1434,9013950,20004,
1435,9013951,20002,
1436,9013951,20004,
1437,4013710,20002,
1438,4013710,20004,
1439,4013711,20002,
1440,4013711,20004,
1441,9013710,20002,
1442,9013710,20004,
1443,9013711,20002,
1444,9013711,20004,
1445,52008340,20002,
1446,52008340,20004,
1447,52008341,20002,
1448,52008341,20004,
1449,1013320,20002,
1450,1013320,20004,
1451,1013321,20002,
1452,1013321,20004,
1453,9007080,20002,
1454,9007080,20004,
1455,9007081,20002,
1456,9007081,20004,
1457,9007020,20002,
1458,9007020,20004,
1459,9007021,20002,
1460,9007021,20004,
1461,9000610,20002,
1462,9000610,20004,
1463,9000611,20002,
1464,9000611,20004,
1465,9000620,20002,
1466,9000620,20004,
1467,9000621,20002,
1468,9000621,20004,
1469,9006370,20002,
1470,9006370,20004,
1471,9006371,20002,
1472,9006371,20004,
1473,9003160,20002,
1474,9003160,20004,
1475,9003161,20002,
1476,9003161,20004,
1477,9011230,20002,
1478,9011230,20004,
1479,9011231,20002,
1480,9011231,20004,
1481,9003730,20002,
1482,9003730,20004,
1483,9003731,20002,
1484,9003731,20004,
1485,9002360,20002,
1486,9002360,20004,
1487,9002361,20002,
1488,9002361,20004,
1489,9003150,20002,
1490,9003150,20004,
1491,9003151,20002,
1492,9003151,20004,
1493,9006150,20002,
1494,9006150,20004,
1495,9006151,20002,
1496,9006151,20004,
1497,9003450,20002,
1498,9003450,20004,
1499,9003451,20002,
1500,9003451,20004,
1501,53008340,20002,
1502,53008340,20004,
1503,53008341,20002,
1504,53008341,20004,
1505,54008340,20002,
1506,54008340,20004,
1507,54008341,20002,
1508,54008341,20004,
1509,1012090,20002,
1510,1012090,20004,
1511,1012091,20002,
1512,1012091,20004,
1513,1012060,20002,
1514,1012060,20004,
1515,1012061,20002,
1516,1012061,20004,
1517,1013360,20002,
1518,1013360,20004,
1519,1013361,20002,
1520,1013361,20004,
1521,1013370,20002,
1522,1013370,20004,
1523,1013371,20002,
1524,1013371,20004,
1525,1013380,20002,
1526,1013380,20004,
1527,1013381,20002,
1528,1013381,20004,
1529,1013390,20002,
1530,1013390,20004,
1531,1013391,20002,
1532,1013391,20004,
1533,4013230,20002,
1534,4013230,20004,
1535,4013231,20002,
1536,4013231,20004,
1537,4013260,20002,
1538,4013260,20004,
1539,4013261,20002,
1540,4013261,20004,
1541,4013250,20002,
1542,4013250,20004,
1543,4013251,20002,
1544,4013251,20004,
1545,4013240,20002,
1546,4013240,20004,
1547,4013241,20002,
1548,4013241,20004,
1549,9013290,20002,
1550,9013290,20004,
1551,9013291,20002,
1552,9013291,20004,
1553,9013270,20002,
1554,9013270,20004,
1555,9013271,20002,
1556,9013271,20004,
1557,9013280,20002,
1558,9013280,20004,
1559,9013281,20002,
1560,9013281,20004,
1561,55008340,20002,
1562,55008340,20004,
1563,55008341,20002,
1564,55008341,20004,
1565,9014230,20002,
1566,9014230,20004,
1567,9014231,20002,
1568,9014231,20004,
1569,9014240,20002,
1570,9014240,20004,
1571,9014241,20002,
1572,9014241,20004,
1573,1015090,20002,
1574,1015090,20004,
1575,1015091,20002,
1576,1015091,20004,
1577,1015100,20002,
1578,1015100,20004,
1579,1015101,20002,
1580,1015101,20004,
1581,1015730,20002,
1582,1015730,20004,
1583,1015731,20002,
1584,1015731,20004,
1585,1015430,20002,
1586,1015430,20004,
1587,1015431,20002,
1588,1015431,20004,
1589,1015350,20002,
1590,1015350,20004,
1591,1015351,20002,
1592,1015351,20004,
1593,9015340,20002,
1594,9015340,20004,
1595,9015341,20002,
1596,9015341,20004,
1597,9015330,20002,
1598,9015330,20004,
1599,9015331,20002,
1600,9015331,20004,
1601,4015370,20002,
1602,4015370,20004,
1603,4015371,20002,
1604,4015371,20004,
1605,9015370,20002,
1606,9015370,20004,
1607,9015371,20002,
1608,9015371,20004,
1609,1015320,10002,ak1000
1610,1015320,10002,ak1001
1611,1015320,10004,bk1000
1612,1015320,10004,bk1001
1613,1015321,10002,ak1000
1614,1015321,10002,ak1001
1615,1015321,10004,bk1000
1616,1015321,10004,bk1001
1617,1012070,20002,
1618,1012070,20004,
1619,1012071,20002,
1620,1012071,20004,
1621,1014140,20002,
1622,1014140,20004,
1623,1014141,20002,
1624,1014141,20004,
1625,1014160,10002,ak1000
1626,1014160,10002,ak1001
1627,1014160,10004,bk1000
1628,1014160,10004,bk1001
1629,1014161,10002,ak1000
1630,1014161,10002,ak1001
1631,1014161,10004,bk1000
1632,1014161,10004,bk1001
1633,1015580,20002,
1634,1015580,20004,
1635,1015581,20002,
1636,1015581,20004,
1637,1015590,20002,
1638,1015590,20004,
1639,1015591,20002,
1640,1015591,20004,
1641,1015800,20002,
1642,1015800,20004,
1643,1015801,20002,
1644,1015801,20004,
1645,1015810,20002,
1646,1015810,20004,
1647,1015811,20002,
1648,1015811,20004,
1649,1015820,20002,
1650,1015820,20004,
1651,1015821,20002,
1652,1015821,20004,
1653,1015830,20002,
1654,1015830,20004,
1655,1015831,20002,
1656,1015831,20004,
1657,1015160,20002,
1658,1015160,20004,
1659,1015161,20002,
1660,1015161,20004,
1661,1015170,20002,
1662,1015170,20004,
1663,1015171,20002,
1664,1015171,20004,
1665,1015180,20002,
1666,1015180,20004,
1667,1015181,20002,
1668,1015181,20004,
1669,9016160,20002,
1670,9016160,20004,
1671,9016161,20002,
1672,9016161,20004,
1673,1015950,20002,
1674,1015950,20004,
1675,1015951,20002,
1676,1015951,20004,
1677,9015940,20002,
1678,9015940,20004,
1679,9015941,20002,
1680,9015941,20004,
1681,9006910,20002,
1682,9006910,20004,
1683,9006911,20002,
1684,9006911,20004,
1685,9008000,20002,
1686,9008000,20004,
1687,9008001,20002,
1688,9008001,20004,
1689,1016280,20002,
1690,1016280,20004,
1691,1016281,20002,
1692,1016281,20004,
1693,1014460,20002,
1694,1014460,20004,
1695,1014461,20002,
1696,1014461,20004,
1697,1014180,20002,
1698,1014180,20004,
1699,1014181,20002,
1700,1014181,20004,
1701,9016410,20002,
1702,9016410,20004,
1703,9016411,20002,
1704,9016411,20004,
1705,1016290,20002,
1706,1016290,20004,
1707,1016291,20002,
1708,1016291,20004,
1709,1016300,20002,
1710,1016300,20004,
1711,1016301,20002,
1712,1016301,20004,
1713,9016420,20002,
1714,9016420,20004,
1715,9016421,20002,
1716,9016421,20004,
1717,51005850,20002,
1718,51005850,20004,
1719,51005851,20002,
1720,51005851,20004,
1721,9016600,20002,
1722,9016600,20004,
1723,9016601,20002,
1724,9016601,20004,
1725,9506370,20002,
1726,9506370,20004,
1727,9506371,20002,
1728,9506371,20004,
1729,4016400,20002,
1730,4016400,20004,
1731,4016401,20002,
1732,4016401,20004,
1733,1016230,20002,
1734,1016230,20004,
1735,1016231,20002,
1736,1016231,20004,
1737,9016660,20002,
1738,9016660,20004,
1739,9016661,20002,
1740,9016661,20004,
1741,9016680,20002,
1742,9016680,20004,
1743,9016681,20002,
1744,9016681,20004,
1745,9016170,20002,
1746,9016170,20004,
1747,9016171,20002,
1748,9016171,20004,
1749,9016180,20002,
1750,9016180,20004,
1751,9016181,20002,
1752,9016181,20004,
1753,1016560,20002,
1754,1016560,20004,
1755,1016561,20002,
1756,1016561,20004,
1757,1016570,20002,
1758,1016570,20004,
1759,1016571,20002,
1760,1016571,20004,
1761,9016940,20002,
1762,9016940,20004,
1763,9016941,20002,
1764,9016941,20004,
1765,1017060,10002,ak1000
1766,1017060,10002,ak1001
1767,1017060,10004,bk1000
1768,1017060,10004,bk1001
1769,1017061,10002,ak1000
1770,1017061,10002,ak1001
1771,1017061,10004,bk1000
1772,1017061,10004,bk1001
1777,1017080,20002,
1778,1017080,20004,
1779,1017081,20002,
1780,1017081,20004,
1781,4017090,20002,
1782,4017090,20004,
1783,4017091,20002,
1784,4017091,20004,
1785,4017100,20002,
1786,4017100,20004,
1787,4017101,20002,
1788,4017101,20004,
1789,9017090,20002,
1790,9017090,20004,
1791,9017091,20002,
1792,9017091,20004,
1793,9017100,20002,
1794,9017100,20004,
1795,9017101,20002,
1796,9017101,20004,
1797,1015920,20002,
1798,1015920,20004,
1799,1015921,20002,
1800,1015921,20004,
1801,1015410,20002,
1802,1015410,20004,
1803,1015411,20002,
1804,1015411,20004,
1805,9015920,20002,
1806,9015920,20004,
1807,9015921,20002,
1808,9015921,20004,
1809,9015410,20002,
1810,9015410,20004,
1811,9015411,20002,
1812,9015411,20004,
1813,1016960,20002,
1814,1016960,20004,
1815,1016961,20002,
1816,1016961,20004,
1817,1006080,20002,
1818,1006080,20004,
1819,1006081,20002,
1820,1006081,20004,
1821,1017550,20002,
1822,1017550,20004,
1823,1017551,20002,
1824,1017551,20004,
1825,1017860,20002,
1826,1017860,20004,
1827,1017861,20002,
1828,1017861,20004,
1829,1017380,20002,
1830,1017380,20004,
1831,1017381,20002,
1832,1017381,20004,
1833,80015810,20002,
1834,80015810,20004,
1835,80015811,20002,
1836,80015811,20004,
1837,80005950,20002,
1838,80005950,20004,
1839,80005951,20002,
1840,80005951,20004,
1841,80006930,20002,
1842,80006930,20004,
1843,80006931,20002,
1844,80006931,20004,
1845,80012420,20002,
1846,80012420,20004,
1847,80012421,20002,
1848,80012421,20004,
1849,80012460,20002,
1850,80012460,20004,
1851,80012461,20002,
1852,80012461,20004,
1853,80010360,20002,
1854,80010360,20004,
1855,80010361,20002,
1856,80010361,20004,
1857,9017850,20002,
1858,9017850,20004,
1859,9017851,20002,
1860,9017851,20004,
1861,9117850,20002,
1862,9117850,20004,
1863,9117851,20002,
1864,9117851,20004,
1865,9217850,20002,
1866,9217850,20004,
1867,9217851,20002,
1868,9217851,20004,
1869,9317850,20002,
1870,9317850,20004,
1871,9317851,20002,
1872,9317851,20004,
1873,9417850,20002,
1874,9417850,20004,
1875,9417851,20002,
1876,9417851,20004,
1877,80015180,20002,
1878,80015180,20004,
1879,80015181,20002,
1880,80015181,20004,
1881,80015590,20002,
1882,80015590,20004,
1883,80015591,20002,
1884,80015591,20004,
1885,80013380,20002,
1886,80013380,20004,
1887,80013381,20002,
1888,80013381,20004,
1889,80005970,20002,
1890,80005970,20004,
1891,80005971,20002,
1892,80005971,20004,
1893,80005980,20002,
1894,80005980,20004,
1895,80005981,20002,
1896,80005981,20004,
1897,80006920,20002,
1898,80006920,20004,
1899,80006921,20002,
1900,80006921,20004,
1901,1014190,20002,
1902,1014190,20004,
1903,1014191,20002,
1904,1014191,20004,
1905,1016240,10002,ak1000
1906,1016240,10002,ak1001
1907,1016240,10004,bk1000
1908,1016240,10004,bk1001
1909,1016241,10002,ak1000
1910,1016241,10002,ak1001
1911,1016241,10004,bk1000
1912,1016241,10004,bk1001
1913,1018500,20002,
1914,1018500,20004,
1915,1018501,20002,
1916,1018501,20004,
1917,9018170,20002,
1918,9018170,20004,
1919,9018171,20002,
1920,9018171,20004,
1921,1018170,20002,
1922,1018170,20004,
1923,1018171,20002,
1924,1018171,20004,
1925,4018800,20002,
1926,4018800,20004,
1927,4018801,20002,
1928,4018801,20004,
1929,4019020,20002,
1930,4019020,20004,
1931,4019021,20002,
1932,4019021,20004,
1933,1018390,20002,
1934,1018390,20004,
1935,1018391,20002,
1936,1018391,20004,
1937,9018390,20002,
1938,9018390,20004,
1939,9018391,20002,
1940,9018391,20004,
1941,1015240,20002,
1942,1015240,20004,
1943,1015241,20002,
1944,1015241,20004,
1945,9010350,20002,
1946,9010350,20004,
1947,9010351,20002,
1948,9010351,20004,
1949,9012090,20002,
1950,9012090,20004,
1951,9012091,20002,
1952,9012091,20004,
1953,1018690,20002,
1954,1018690,20004,
1955,1018691,20002,
1956,1018691,20004,
1957,1018700,20002,
1958,1018700,20004,
1959,1018701,20002,
1960,1018701,20004,
1961,9018850,20002,
1962,9018850,20004,
1963,9018851,20002,
1964,9018851,20004,
1965,9117100,20002,
1966,9117100,20004,
1967,9117101,20002,
1968,9117101,20004,
1969,9013260,20002,
1970,9013260,20004,
1971,9013261,20002,
1972,9013261,20004,
1973,9013240,20002,
1974,9013240,20004,
1975,9013241,20002,
1976,9013241,20004,
1977,9108310,20002,
1978,9108310,20004,
1979,9108311,20002,
1980,9108311,20004,
1981,9108300,20002,
1982,9108300,20004,
1983,9108301,20002,
1984,9108301,20004,
1985,9013250,20002,
1986,9013250,20004,
1987,9013251,20002,
1988,9013251,20004,
1989,1019960,20002,
1990,1019960,20004,
1991,1019961,20002,
1992,1019961,20004,
1993,1015260,20002,
1994,1015260,20004,
1995,1015261,20002,
1996,1015261,20004,
1997,9000640,20004,
1998,9000641,20002,
1999,9100640,20004,
2000,9100641,20002,
2001,9200640,20004,
2002,9200641,20002,
2003,9300640,20004,
2004,9300641,20002,
2005,9400640,20004,
2006,9400641,20002,
2007,5000580,20002,
2008,5000580,20004,
2009,5000581,20002,
2010,5000581,20004,
2011,5400580,20002,
2012,5400580,20004,
2013,5400581,20002,
2014,5400581,20004,
2015,51015800,20002,
2016,51015800,20004,
2017,51015801,20002,
2018,51015801,20004,
2019,59012420,20002,
2020,59012420,20004,
2021,59012421,20002,
2022,59012421,20004,
2023,9017380,20002,
2024,9017380,20004,
2025,9017381,20002,
2026,9017381,20004,
2027,9014190,20002,
2028,9014190,20004,
2029,9014191,20002,
2030,9014191,20004,
2031,9016280,20002,
2032,9016280,20004,
2033,9016281,20002,
2034,9016281,20004,
2035,9003700,20002,
2036,9003700,20004,
2037,9003701,20002,
2038,9003701,20004,
2039,1019680,20002,
2040,1019680,20004,
2041,1019681,20002,
2042,1019681,20004,
2043,52015800,20002,
2044,52015800,20004,
2045,52015801,20002,
2046,52015801,20004,
2047,52012420,20002,
2048,52012420,20004,
2049,52012421,20002,
2050,52012421,20004,
2051,9107080,20002,
2052,9107080,20004,
2053,9107081,20002,
2054,9107081,20004,
2055,53015800,20002,
2056,53015800,20004,
2057,53015801,20002,
2058,53015801,20004,
2059,53012420,20002,
2060,53012420,20004,
2061,53012421,20002,
2062,53012421,20004,
2063,1012310,20002,
2064,1012310,20004,
2065,1012311,20002,
2066,1012311,20004,
2067,1020180,20002,
2068,1020180,20004,
2069,1020181,20002,
2070,1020181,20004,
2071,9020180,20002,
2072,9020180,20004,
2073,9020181,20002,
2074,9020181,20004,
2075,54015800,20002,
2076,54015800,20004,
2077,54015801,20002,
2078,54015801,20004,
2079,54012420,20002,
2080,54012420,20004,
2081,54012421,20002,
2082,54012421,20004,
2083,9018700,20002,
2084,9018700,20004,
2085,9018701,20002,
2086,9018701,20004,
2087,59000630,20002,
2088,59000630,20004,
2089,59000631,20002,
2090,59000631,20004,
2091,1019480,20002,
2092,1019480,20004,
2093,1019481,20002,
2094,1019481,20004,
2095,1019490,20002,
2096,1019490,20004,
2097,1019491,20002,
2098,1019491,20004,
2099,1020760,20002,
2100,1020760,20004,
2101,1020761,20002,
2102,1020761,20004,
2103,1020770,20002,
2104,1020770,20004,
2105,1020771,20002,
2106,1020771,20004,
2107,80020180,20002,
2108,80020180,20004,
2109,80020181,20002,
2110,80020181,20004,
2111,80002360,20002,
2112,80002360,20004,
2113,80002361,20002,
2114,80002361,20004,
2115,80002370,20002,
2116,80002370,20004,
2117,80002371,20002,
2118,80002371,20004,
2119,80018170,20002,
2120,80018170,20004,
2121,80018171,20002,
2122,80018171,20004,
2123,80002380,20002,
2124,80002380,20004,
2125,80002381,20002,
2126,80002381,20004,
2127,80006050,20002,
2128,80006050,20004,
2129,80006051,20002,
2130,80006051,20004,
2131,80006060,20002,
2132,80006060,20004,
2133,80006061,20002,
2134,80006061,20004,
2135,80006070,20002,
2136,80006070,20004,
2137,80006071,20002,
2138,80006071,20004,
2139,80002240,20002,
2140,80002240,20004,
2141,80002241,20002,
2142,80002241,20004,
2143,80006080,20002,
2144,80006080,20004,
2145,80006081,20002,
2146,80006081,20004,
2147,80003450,20002,
2148,80003450,20004,
2149,80003451,20002,
2150,80003451,20004,
2151,80003150,20002,
2152,80003150,20004,
2153,80003151,20002,
2154,80003151,20004,
2155,80006150,20002,
2156,80006150,20004,
2157,80006151,20002,
2158,80006151,20004,
2159,1020080,20002,
2160,1020080,20004,
2161,1020081,20002,
2162,1020081,20004,
2163,1020090,20002,
2164,1020090,20004,
2165,1020091,20002,
2166,1020091,20004,
2167,9020080,20002,
2168,9020080,20004,
2169,9020081,20002,
2170,9020081,20004,
2171,9020090,20002,
2172,9020090,20004,
2173,9020091,20002,
2174,9020091,20004,
2175,1016250,10002,ak1000
2176,1016250,10002,ak1001
2177,1016250,10004,bk1000
2178,1016250,10004,bk1001
2179,1016251,10002,ak1000
2180,1016251,10002,ak1001
2181,1016251,10004,bk1000
2182,1016251,10004,bk1001
2183,4017600,10002,ak1000
2184,4017600,10002,ak1001
2185,4017600,10004,bk1000
2186,4017600,10004,bk1001
2187,4017601,10002,ak1000
2188,4017601,10002,ak1001
2189,4017601,10004,bk1000
2190,4017601,10004,bk1001
2191,1020800,20002,
2192,1020800,20004,
2193,1020801,20002,
2194,1020801,20004,
2195,1020810,20002,
2196,1020810,20004,
2197,1020811,20002,
2198,1020811,20004,
2199,9020700,20002,
2200,9020700,20004,
2201,9020701,20002,
2202,9020701,20004,
2207,9020770,20002,
2208,9020770,20004,
2209,9020771,20002,
2210,9020771,20004,
2211,9520770,20002,
2212,9520770,20004,
2213,9520771,20002,
2214,9520771,20004,
2215,9020810,20002,
2216,9020810,20004,
2217,9020811,20002,
2218,9020811,20004,
2219,9100610,20002,
2220,9100610,20004,
2221,9100611,20002,
2222,9100611,20004,
2223,9103150,20002,
2224,9103150,20004,
2225,9103151,20002,
2226,9103151,20004,
2227,9112380,20002,
2228,9112380,20004,
2229,9112381,20002,
2230,9112381,20004,
2231,55015800,20002,
2232,55015800,20004,
2233,55015801,20002,
2234,55015801,20004,
2235,55012420,20002,
2236,55012420,20004,
2237,55012421,20002,
2238,55012421,20004,
2239,9011110,20002,
2240,9011110,20004,
2241,9011111,20002,
2242,9011111,20004,
2243,9018500,20002,
2244,9018500,20004,
2245,9018501,20002,
2246,9018501,20004,
2247,1019930,20002,
2248,1019930,20004,
2249,1019931,20002,
2250,1019931,20004,
2251,1020250,20002,
2252,1020250,20004,
2253,1020251,20002,
2254,1020251,20004,
2255,4021390,20002,
2256,4021390,20004,
2257,4021391,20002,
2258,4021391,20004,
2259,4021440,20002,
2260,4021440,20004,
2261,4021441,20002,
2262,4021441,20004,
2263,1020900,20002,
2264,1020900,20004,
2265,1020901,20002,
2266,1020901,20004,
2267,1020910,20002,
2268,1020910,20004,
2269,1020911,20002,
2270,1020911,20004,
2271,9621440,20002,
2272,9621440,20004,
2273,9621441,20002,
2274,9621441,20004,
2275,9606370,20002,
2276,9606370,20004,
2277,9606371,20002,
2278,9606371,20004,
2279,1020060,20002,
2280,1020060,20004,
2281,1020061,20002,
2282,1020061,20004,
2283,1020260,20002,
2284,1020260,20004,
2285,1020261,20002,
2286,1020261,20004,
2287,1021290,20002,
2288,1021290,20004,
2289,1021291,20002,
2290,1021291,20004,
2291,1021280,20002,
2292,1021280,20004,
2293,1021281,20002,
2294,1021281,20004,
2295,9021290,20002,
2296,9021290,20004,
2297,9021291,20002,
2298,9021291,20004,
2307,9021590,20002,
2308,9021590,20004,
2309,9021591,20002,
2310,9021591,20004,
2311,9021730,20002,
2312,9021730,20004,
2313,9021731,20002,
2314,9021731,20004,
2315,9104100,20002,
2316,9104100,20004,
2317,9104101,20002,
2318,9104101,20004,
2319,59020180,20002,
2320,59020180,20004,
2321,59020181,20002,
2322,59020181,20004,
2323,59013950,20002,
2324,59013950,20004,
2325,59013951,20002,
2326,59013951,20004,
2327,1021800,20002,
2328,1021800,20004,
2329,1021801,20002,
2330,1021801,20004,
2331,1021810,20002,
2332,1021810,20004,
2333,1021811,20002,
2334,1021811,20004,
2335,4021820,20002,
2336,4021820,20004,
2337,4021821,20002,
2338,4021821,20004,
2339,9021800,20002,
2340,9021800,20004,
2341,9021801,20002,
2342,9021801,20004,
2343,9021810,20002,
2344,9021810,20004,
2345,9021811,20002,
2346,9021811,20004,
2347,9015590,20002,
2348,9015590,20004,
2349,9015591,20002,
2350,9015591,20004,
2351,9021820,20002,
2352,9021820,20004,
2353,9021821,20002,
2354,9021821,20004,
2355,9003100,20002,
2356,9003100,20004,
2357,9003101,20002,
2358,9003101,20004,
2359,9005850,20002,
2360,9005850,20004,
2361,9005851,20002,
2362,9005851,20004,
2363,9005950,20002,
2364,9005950,20004,
2365,9005951,20002,
2366,9005951,20004,
2367,9011030,20002,
2368,9011030,20004,
2369,9011031,20002,
2370,9011031,20004,
2371,51018170,20002,
2372,51018170,20004,
2373,51018171,20002,
2374,51018171,20004,
2375,9008290,20002,
2376,9008290,20004,
2377,9008291,20002,
2378,9008291,20004,
2379,9516300,20002,
2380,9516300,20004,
2381,9516301,20002,
2382,9516301,20004,
2383,80013270,20002,
2384,80013270,20004,
2385,80013271,20002,
2386,80013271,20004,
2387,80013280,20002,
2388,80013280,20004,
2389,80013281,20002,
2390,80013281,20004,
2391,80003440,20002,
2392,80003440,20004,
2393,80003441,20002,
2394,80003441,20004,
2395,52018170,20002,
2396,52018170,20004,
2397,52018171,20002,
2398,52018171,20004,
2399,80000620,20002,
2400,80000620,20004,
2401,80000621,20002,
2402,80000621,20004,
2403,80000680,20002,
2404,80000680,20004,
2405,80000681,20002,
2406,80000681,20004,
2407,82000740,20002,
2408,82000740,20004,
2409,82000741,20002,
2410,82000741,20004,
2411,80000800,20002,
2412,80000800,20004,
2413,80000801,20002,
2414,80000801,20004,
2415,80002210,20002,
2416,80002210,20004,
2417,80002211,20002,
2418,80002211,20004,
2419,80020060,20002,
2420,80020060,20004,
2421,80020061,20002,
2422,80020061,20004,
2423,81003450,20002,
2424,81003450,20004,
2425,81003451,20002,
2426,81003451,20004,
2427,53018170,20002,
2428,53018170,20004,
2429,53018171,20002,
2430,53018171,20004,
2431,1022710,20002,
2432,1022710,20004,
2433,1022711,20002,
2434,1022711,20004,
2435,1022720,20002,
2436,1022720,20004,
2437,1022721,20002,
2438,1022721,20004,
2439,1022670,20002,
2440,1022670,20004,
2441,1022671,20002,
2442,1022671,20004,
2443,1022680,20002,
2444,1022680,20004,
2445,1022681,20002,
2446,1022681,20004,
2447,9013390,20002,
2448,9013390,20004,
2449,9013391,20002,
2450,9013391,20004,
2451,54018170,20002,
2452,54018170,20004,
2453,54018171,20002,
2454,54018171,20004,
2455,1022790,20002,
2456,1022790,20004,
2457,1022791,20002,
2458,1022791,20004,
2459,1022800,20002,
2460,1022800,20004,
2461,1022801,20002,
2462,1022801,20004,
2463,1022810,20002,
2464,1022810,20004,
2465,1022811,20002,
2466,1022811,20004,
2467,9022810,20002,
2468,9022810,20004,
2469,9022811,20002,
2470,9022811,20004,
2471,9010330,10002,ak1000
2472,9010330,10002,ak1001
2473,9010330,10004,bk1000
2474,9010330,10004,bk1001
2475,9010331,10002,ak1000
2476,9010331,10002,ak1001
2477,9010331,10004,bk1000
2478,9010331,10004,bk1001
2479,9014140,20002,
2480,9014140,20004,
2481,9014141,20002,
2482,9014141,20004,
2483,9014160,10002,ak1000
2484,9014160,10002,ak1001
2485,9014160,10004,bk1000
2486,9014160,10004,bk1001
2487,9014161,10002,ak1000
2488,9014161,10002,ak1001
2489,9014161,10004,bk1000
2490,9014161,10004,bk1001
2491,55018170,20002,
2492,55018170,20004,
2493,55018171,20002,
2494,55018171,20004,
2495,9008340,20002,
2496,9008340,20004,
2497,9008341,20002,
2498,9008341,20004,
2499,9002840,20002,
2500,9002840,20004,
2501,9002841,20002,
2502,9002841,20004,
2503,9113390,20002,
2504,9113390,20004,
2505,9113391,20002,
2506,9113391,20004,
2507,9015180,20002,
2508,9015180,20004,
2509,9015181,20002,
2510,9015181,20004,
2511,9023220,20002,
