id,z_battle_first_reward_set_id,item_id,item_type,quantity,card_exp_init
2237,648,11,Point::Stone,1,0
2238,648,100241,AwakeningItem,1,0
2239,648,7,PotentialItem,270,0
2240,648,1012240,Card,1,0
2241,649,11,Point::Stone,1,0
2242,649,100241,AwakeningItem,1,0
2243,649,12,PotentialItem,20,0
2244,650,11,Point::Stone,1,0
2245,650,100241,AwakeningItem,2,0
2246,650,2,PotentialItem,370,0
2247,651,11,Point::Stone,1,0
2248,651,100241,AwakeningItem,2,0
2249,651,7,PotentialItem,270,0
2250,652,11,Point::Stone,1,0
2251,652,100241,AwakeningItem,2,0
2252,652,12,PotentialItem,20,0
2253,653,11,Point::Stone,1,0
2254,653,100241,AwakeningItem,3,0
2255,653,2,PotentialItem,370,0
2256,653,7,PotentialItem,270,0
2257,653,12,PotentialItem,20,0
2258,653,1012240,Card,1,0
2259,654,11,Point::Stone,1,0
2260,654,100242,AwakeningItem,1,0
2261,654,2,PotentialItem,430,0
2262,655,11,Point::Stone,1,0
2263,655,100242,AwakeningItem,1,0
2264,655,7,PotentialItem,330,0
2265,656,11,Point::Stone,1,0
2266,656,100242,AwakeningItem,2,0
2267,656,12,PotentialItem,30,0
2268,657,11,Point::Stone,1,0
2269,657,100242,AwakeningItem,2,0
2270,657,2,PotentialItem,430,0
2271,658,11,Point::Stone,1,0
2272,658,100242,AwakeningItem,4,0
2273,658,7,PotentialItem,330,0
2274,658,1012240,Card,2,0
2275,659,11,Point::Stone,1,0
2276,659,100242,AwakeningItem,4,0
2277,659,12,PotentialItem,30,0
2278,660,11,Point::Stone,1,0
2279,660,100242,AwakeningItem,5,0
2280,660,2,PotentialItem,430,0
2281,661,11,Point::Stone,1,0
2282,661,100242,AwakeningItem,6,0
2283,661,7,PotentialItem,330,0
2284,662,11,Point::Stone,1,0
2285,662,100242,AwakeningItem,7,0
2286,662,12,PotentialItem,30,0
2287,663,11,Point::Stone,1,0
2288,663,100242,AwakeningItem,8,0
2289,663,2,PotentialItem,430,0
2290,663,7,PotentialItem,330,0
2291,663,12,PotentialItem,30,0
2292,663,1012240,Card,2,0
2293,664,11,Point::Stone,1,0
2294,664,100243,AwakeningItem,4,0
2295,664,2,PotentialItem,500,0
2296,665,11,Point::Stone,1,0
2297,665,100243,AwakeningItem,5,0
2298,665,7,PotentialItem,400,0
2299,666,11,Point::Stone,1,0
2300,666,100243,AwakeningItem,6,0
2301,666,12,PotentialItem,40,0
2302,667,11,Point::Stone,1,0
2303,667,100243,AwakeningItem,7,0
2304,667,2,PotentialItem,500,0
2305,668,11,Point::Stone,1,0
2306,668,100243,AwakeningItem,8,0
2307,668,7,PotentialItem,400,0
2308,668,1012240,Card,2,0
2309,669,11,Point::Stone,1,0
2310,669,100244,AwakeningItem,4,0
2311,669,12,PotentialItem,40,0
2312,670,11,Point::Stone,1,0
2313,670,100244,AwakeningItem,5,0
2314,670,2,PotentialItem,500,0
2315,671,11,Point::Stone,1,0
2316,671,100244,AwakeningItem,6,0
2317,671,7,PotentialItem,400,0
2318,672,11,Point::Stone,1,0
2319,672,100244,AwakeningItem,7,0
2320,672,12,PotentialItem,40,0
2321,673,11,Point::Stone,1,0
2322,673,100244,AwakeningItem,8,0
2323,673,2,PotentialItem,500,0
2324,673,7,PotentialItem,400,0
2325,673,12,PotentialItem,40,0
2326,673,1012240,Card,3,0
2327,674,1005480,Card,1,765122
2328,675,11,Point::Stone,1,0
2329,675,100251,AwakeningItem,1,0
2330,675,2,PotentialItem,370,0
2331,676,11,Point::Stone,1,0
2332,676,100251,AwakeningItem,1,0
2333,676,7,PotentialItem,270,0
2334,677,11,Point::Stone,1,0
2335,677,100251,AwakeningItem,1,0
2336,677,12,PotentialItem,20,0
2337,678,11,Point::Stone,1,0
2338,678,100251,AwakeningItem,1,0
2339,678,2,PotentialItem,370,0
2340,679,11,Point::Stone,1,0
2341,679,100251,AwakeningItem,1,0
2342,679,7,PotentialItem,270,0
2343,679,1012240,Card,1,0
2344,680,11,Point::Stone,1,0
2345,680,100251,AwakeningItem,1,0
2346,680,12,PotentialItem,20,0
2347,681,11,Point::Stone,1,0
2348,681,100251,AwakeningItem,2,0
2349,681,2,PotentialItem,370,0
2350,682,11,Point::Stone,1,0
2351,682,100251,AwakeningItem,2,0
2352,682,7,PotentialItem,270,0
2353,683,11,Point::Stone,1,0
2354,683,100251,AwakeningItem,2,0
2355,683,12,PotentialItem,20,0
2356,684,11,Point::Stone,1,0
2357,684,100251,AwakeningItem,3,0
2358,684,2,PotentialItem,370,0
2359,684,7,PotentialItem,270,0
2360,684,12,PotentialItem,20,0
2361,684,1012240,Card,1,0
2362,685,11,Point::Stone,1,0
2363,685,100252,AwakeningItem,1,0
2364,685,2,PotentialItem,430,0
2365,686,11,Point::Stone,1,0
2366,686,100252,AwakeningItem,1,0
2367,686,7,PotentialItem,330,0
2368,687,11,Point::Stone,1,0
2369,687,100252,AwakeningItem,2,0
2370,687,12,PotentialItem,30,0
2371,688,11,Point::Stone,1,0
2372,688,100252,AwakeningItem,2,0
2373,688,2,PotentialItem,430,0
2374,689,11,Point::Stone,1,0
2375,689,100252,AwakeningItem,4,0
2376,689,7,PotentialItem,330,0
2377,689,1012240,Card,2,0
2378,690,11,Point::Stone,1,0
2379,690,100252,AwakeningItem,4,0
2380,690,12,PotentialItem,30,0
2381,691,11,Point::Stone,1,0
2382,691,100252,AwakeningItem,5,0
2383,691,2,PotentialItem,430,0
2384,692,11,Point::Stone,1,0
2385,692,100252,AwakeningItem,6,0
2386,692,7,PotentialItem,330,0
2387,693,11,Point::Stone,1,0
2388,693,100252,AwakeningItem,7,0
2389,693,12,PotentialItem,30,0
2390,694,11,Point::Stone,1,0
2391,694,100252,AwakeningItem,8,0
2392,694,2,PotentialItem,430,0
2393,694,7,PotentialItem,330,0
2394,694,12,PotentialItem,30,0
2395,694,1012240,Card,2,0
2396,695,11,Point::Stone,1,0
2397,695,100253,AwakeningItem,4,0
2398,695,2,PotentialItem,500,0
2399,696,11,Point::Stone,1,0
2400,696,100253,AwakeningItem,5,0
2401,696,7,PotentialItem,400,0
2402,697,11,Point::Stone,1,0
2403,697,100253,AwakeningItem,6,0
2404,697,12,PotentialItem,40,0
2405,698,11,Point::Stone,1,0
2406,698,100253,AwakeningItem,7,0
2407,698,2,PotentialItem,500,0
2408,699,11,Point::Stone,1,0
2409,699,100253,AwakeningItem,8,0
2410,699,7,PotentialItem,400,0
2411,699,1012240,Card,2,0
2412,700,11,Point::Stone,1,0
2413,700,100254,AwakeningItem,4,0
2414,700,12,PotentialItem,40,0
2415,701,11,Point::Stone,1,0
2416,701,100254,AwakeningItem,5,0
2417,701,2,PotentialItem,500,0
2418,702,11,Point::Stone,1,0
2419,702,100254,AwakeningItem,6,0
2420,702,7,PotentialItem,400,0
2421,703,11,Point::Stone,1,0
2422,703,100254,AwakeningItem,7,0
2423,703,12,PotentialItem,40,0
2424,704,11,Point::Stone,1,0
2425,704,100254,AwakeningItem,8,0
2426,704,2,PotentialItem,500,0
2427,704,7,PotentialItem,400,0
2428,704,12,PotentialItem,40,0
2429,704,1012240,Card,3,0
2430,705,1005480,Card,1,765122
2431,706,11,Point::Stone,1,0
2432,706,100261,AwakeningItem,1,0
2433,706,5,PotentialItem,370,0
2434,707,11,Point::Stone,1,0
2435,707,100261,AwakeningItem,1,0
2436,707,10,PotentialItem,270,0
2437,708,11,Point::Stone,1,0
2438,708,100261,AwakeningItem,1,0
2439,708,15,PotentialItem,20,0
2440,709,11,Point::Stone,1,0
2441,709,100261,AwakeningItem,1,0
2442,709,5,PotentialItem,370,0
2443,710,11,Point::Stone,1,0
2444,710,100261,AwakeningItem,1,0
2445,710,10,PotentialItem,270,0
2446,710,1012270,Card,1,0
2447,711,11,Point::Stone,1,0
2448,711,100261,AwakeningItem,1,0
2449,711,15,PotentialItem,20,0
2450,712,11,Point::Stone,1,0
2451,712,100261,AwakeningItem,2,0
2452,712,5,PotentialItem,370,0
2453,713,11,Point::Stone,1,0
2454,713,100261,AwakeningItem,2,0
2455,713,10,PotentialItem,270,0
2456,714,11,Point::Stone,1,0
2457,714,100261,AwakeningItem,2,0
2458,714,15,PotentialItem,20,0
2459,715,11,Point::Stone,1,0
2460,715,100261,AwakeningItem,3,0
2461,715,5,PotentialItem,370,0
2462,715,10,PotentialItem,270,0
2463,715,15,PotentialItem,20,0
2464,715,1012270,Card,1,0
2465,716,11,Point::Stone,1,0
2466,716,100262,AwakeningItem,1,0
2467,716,5,PotentialItem,430,0
2468,717,11,Point::Stone,1,0
2469,717,100262,AwakeningItem,1,0
2470,717,10,PotentialItem,330,0
2471,718,11,Point::Stone,1,0
2472,718,100262,AwakeningItem,2,0
2473,718,15,PotentialItem,30,0
2474,719,11,Point::Stone,1,0
2475,719,100262,AwakeningItem,2,0
2476,719,5,PotentialItem,430,0
2477,720,11,Point::Stone,1,0
2478,720,100262,AwakeningItem,4,0
2479,720,10,PotentialItem,330,0
2480,720,1012270,Card,2,0
2481,721,11,Point::Stone,1,0
2482,721,100262,AwakeningItem,4,0
2483,721,15,PotentialItem,30,0
2484,722,11,Point::Stone,1,0
2485,722,100262,AwakeningItem,5,0
2486,722,5,PotentialItem,430,0
2487,723,11,Point::Stone,1,0
2488,723,100262,AwakeningItem,6,0
2489,723,10,PotentialItem,330,0
2490,724,11,Point::Stone,1,0
2491,724,100262,AwakeningItem,7,0
2492,724,15,PotentialItem,30,0
2493,725,11,Point::Stone,1,0
2494,725,100262,AwakeningItem,8,0
2495,725,5,PotentialItem,430,0
2496,725,10,PotentialItem,330,0
2497,725,15,PotentialItem,30,0
2498,725,1012270,Card,2,0
2499,726,11,Point::Stone,1,0
2500,726,100263,AwakeningItem,4,0
2501,726,5,PotentialItem,500,0
2502,727,11,Point::Stone,1,0
2503,727,100263,AwakeningItem,5,0
2504,727,10,PotentialItem,400,0
2505,728,11,Point::Stone,1,0
2506,728,100263,AwakeningItem,6,0
2507,728,15,PotentialItem,40,0
2508,729,11,Point::Stone,1,0
2509,729,100263,AwakeningItem,7,0
2510,729,5,PotentialItem,500,0
2511,730,11,Point::Stone,1,0
2512,730,100263,AwakeningItem,8,0
2513,730,10,PotentialItem,400,0
2514,730,1012270,Card,2,0
2515,731,11,Point::Stone,1,0
2516,731,100264,AwakeningItem,4,0
2517,731,15,PotentialItem,40,0
2518,732,11,Point::Stone,1,0
2519,732,100264,AwakeningItem,5,0
2520,732,5,PotentialItem,500,0
2521,733,11,Point::Stone,1,0
2522,733,100264,AwakeningItem,6,0
2523,733,10,PotentialItem,400,0
2524,734,11,Point::Stone,1,0
2525,734,100264,AwakeningItem,7,0
2526,734,15,PotentialItem,40,0
2527,735,11,Point::Stone,1,0
2528,735,100264,AwakeningItem,8,0
2529,735,5,PotentialItem,500,0
2530,735,10,PotentialItem,400,0
2531,735,15,PotentialItem,40,0
2532,735,1012270,Card,3,0
2533,736,1005480,Card,1,765122
2534,737,11,Point::Stone,1,0
2535,737,100271,AwakeningItem,1,0
2536,737,5,PotentialItem,370,0
2537,738,11,Point::Stone,1,0
2538,738,100271,AwakeningItem,1,0
2539,738,10,PotentialItem,270,0
2540,739,11,Point::Stone,1,0
2541,739,100271,AwakeningItem,1,0
2542,739,15,PotentialItem,20,0
2543,740,11,Point::Stone,1,0
2544,740,100271,AwakeningItem,1,0
2545,740,5,PotentialItem,370,0
2546,741,11,Point::Stone,1,0
2547,741,100271,AwakeningItem,1,0
2548,741,10,PotentialItem,270,0
2549,741,1012270,Card,1,0
2550,742,11,Point::Stone,1,0
2551,742,100271,AwakeningItem,1,0
2552,742,15,PotentialItem,20,0
2553,743,11,Point::Stone,1,0
2554,743,100271,AwakeningItem,2,0
2555,743,5,PotentialItem,370,0
2556,744,11,Point::Stone,1,0
2557,744,100271,AwakeningItem,2,0
2558,744,10,PotentialItem,270,0
2559,745,11,Point::Stone,1,0
2560,745,100271,AwakeningItem,2,0
2561,745,15,PotentialItem,20,0
2562,746,11,Point::Stone,1,0
2563,746,100271,AwakeningItem,3,0
2564,746,5,PotentialItem,370,0
2565,746,10,PotentialItem,270,0
2566,746,15,PotentialItem,20,0
2567,746,1012270,Card,1,0
2568,747,11,Point::Stone,1,0
2569,747,100272,AwakeningItem,1,0
2570,747,5,PotentialItem,430,0
2571,748,11,Point::Stone,1,0
2572,748,100272,AwakeningItem,1,0
2573,748,10,PotentialItem,330,0
2574,749,11,Point::Stone,1,0
2575,749,100272,AwakeningItem,2,0
2576,749,15,PotentialItem,30,0
2577,750,11,Point::Stone,1,0
2578,750,100272,AwakeningItem,2,0
2579,750,5,PotentialItem,430,0
2580,751,11,Point::Stone,1,0
2581,751,100272,AwakeningItem,4,0
2582,751,10,PotentialItem,330,0
2583,751,1012270,Card,2,0
2584,752,11,Point::Stone,1,0
2585,752,100272,AwakeningItem,4,0
2586,752,15,PotentialItem,30,0
2587,753,11,Point::Stone,1,0
2588,753,100272,AwakeningItem,5,0
2589,753,5,PotentialItem,430,0
2590,754,11,Point::Stone,1,0
2591,754,100272,AwakeningItem,6,0
2592,754,10,PotentialItem,330,0
2593,755,11,Point::Stone,1,0
2594,755,100272,AwakeningItem,7,0
2595,755,15,PotentialItem,30,0
2596,756,11,Point::Stone,1,0
2597,756,100272,AwakeningItem,8,0
2598,756,5,PotentialItem,430,0
2599,756,10,PotentialItem,330,0
2600,756,15,PotentialItem,30,0
2601,756,1012270,Card,2,0
2602,757,11,Point::Stone,1,0
2603,757,100273,AwakeningItem,4,0
2604,757,5,PotentialItem,500,0
2605,758,11,Point::Stone,1,0
2606,758,100273,AwakeningItem,5,0
2607,758,10,PotentialItem,400,0
2608,759,11,Point::Stone,1,0
2609,759,100273,AwakeningItem,6,0
2610,759,15,PotentialItem,40,0
2611,760,11,Point::Stone,1,0
2612,760,100273,AwakeningItem,7,0
2613,760,5,PotentialItem,500,0
2614,761,11,Point::Stone,1,0
2615,761,100273,AwakeningItem,8,0
2616,761,10,PotentialItem,400,0
2617,761,1012270,Card,2,0
2618,762,11,Point::Stone,1,0
2619,762,100274,AwakeningItem,4,0
2620,762,15,PotentialItem,40,0
2621,763,11,Point::Stone,1,0
2622,763,100274,AwakeningItem,5,0
2623,763,5,PotentialItem,500,0
2624,764,11,Point::Stone,1,0
2625,764,100274,AwakeningItem,6,0
2626,764,10,PotentialItem,400,0
2627,765,11,Point::Stone,1,0
2628,765,100274,AwakeningItem,7,0
2629,765,15,PotentialItem,40,0
2630,766,11,Point::Stone,1,0
2631,766,100274,AwakeningItem,8,0
2632,766,5,PotentialItem,500,0
2633,766,10,PotentialItem,400,0
2634,766,15,PotentialItem,40,0
2635,766,1012270,Card,3,0
2636,767,1005480,Card,1,765122
2637,768,11,Point::Stone,1,0
2638,768,100281,AwakeningItem,1,0
2639,768,3,PotentialItem,370,0
2640,769,11,Point::Stone,1,0
2641,769,100281,AwakeningItem,1,0
2642,769,8,PotentialItem,270,0
2643,770,11,Point::Stone,1,0
2644,770,100281,AwakeningItem,1,0
2645,770,13,PotentialItem,20,0
2646,771,11,Point::Stone,1,0
2647,771,100281,AwakeningItem,1,0
2648,771,3,PotentialItem,370,0
2649,772,11,Point::Stone,1,0
2650,772,100281,AwakeningItem,1,0
2651,772,8,PotentialItem,270,0
2652,772,1012250,Card,1,0
2653,773,11,Point::Stone,1,0
2654,773,100281,AwakeningItem,1,0
2655,773,13,PotentialItem,20,0
2656,774,11,Point::Stone,1,0
2657,774,100281,AwakeningItem,2,0
2658,774,3,PotentialItem,370,0
2659,775,11,Point::Stone,1,0
2660,775,100281,AwakeningItem,2,0
2661,775,8,PotentialItem,270,0
2662,776,11,Point::Stone,1,0
2663,776,100281,AwakeningItem,2,0
2664,776,13,PotentialItem,20,0
2665,777,11,Point::Stone,1,0
2666,777,100281,AwakeningItem,3,0
2667,777,3,PotentialItem,370,0
2668,777,8,PotentialItem,270,0
2669,777,13,PotentialItem,20,0
2670,777,1012250,Card,1,0
2671,778,11,Point::Stone,1,0
2672,778,100282,AwakeningItem,1,0
2673,778,3,PotentialItem,430,0
2674,779,11,Point::Stone,1,0
2675,779,100282,AwakeningItem,1,0
2676,779,8,PotentialItem,330,0
2677,780,11,Point::Stone,1,0
2678,780,100282,AwakeningItem,2,0
2679,780,13,PotentialItem,30,0
2680,781,11,Point::Stone,1,0
2681,781,100282,AwakeningItem,2,0
2682,781,3,PotentialItem,430,0
2683,782,11,Point::Stone,1,0
2684,782,100282,AwakeningItem,4,0
2685,782,8,PotentialItem,330,0
2686,782,1012250,Card,2,0
2687,783,11,Point::Stone,1,0
2688,783,100282,AwakeningItem,4,0
2689,783,13,PotentialItem,30,0
2690,784,11,Point::Stone,1,0
2691,784,100282,AwakeningItem,5,0
2692,784,3,PotentialItem,430,0
2693,785,11,Point::Stone,1,0
2694,785,100282,AwakeningItem,6,0
2695,785,8,PotentialItem,330,0
2696,786,11,Point::Stone,1,0
2697,786,100282,AwakeningItem,7,0
2698,786,13,PotentialItem,30,0
2699,787,11,Point::Stone,1,0
2700,787,100282,AwakeningItem,8,0
2701,787,3,PotentialItem,430,0
2702,787,8,PotentialItem,330,0
2703,787,13,PotentialItem,30,0
2704,787,1012250,Card,2,0
2705,788,11,Point::Stone,1,0
2706,788,100283,AwakeningItem,4,0
2707,788,3,PotentialItem,500,0
2708,789,11,Point::Stone,1,0
2709,789,100283,AwakeningItem,5,0
2710,789,8,PotentialItem,400,0
2711,790,11,Point::Stone,1,0
2712,790,100283,AwakeningItem,6,0
2713,790,13,PotentialItem,40,0
2714,791,11,Point::Stone,1,0
2715,791,100283,AwakeningItem,7,0
2716,791,3,PotentialItem,500,0
2717,792,11,Point::Stone,1,0
2718,792,100283,AwakeningItem,8,0
2719,792,8,PotentialItem,400,0
2720,792,1012250,Card,2,0
2721,793,11,Point::Stone,1,0
2722,793,100284,AwakeningItem,4,0
2723,793,13,PotentialItem,40,0
2724,794,11,Point::Stone,1,0
2725,794,100284,AwakeningItem,5,0
2726,794,3,PotentialItem,500,0
2727,795,11,Point::Stone,1,0
2728,795,100284,AwakeningItem,6,0
2729,795,8,PotentialItem,400,0
2730,796,11,Point::Stone,1,0
2731,796,100284,AwakeningItem,7,0
2732,796,13,PotentialItem,40,0
2733,797,11,Point::Stone,1,0
2734,797,100284,AwakeningItem,8,0
2735,797,3,PotentialItem,500,0
2736,797,8,PotentialItem,400,0
2737,797,13,PotentialItem,40,0
2738,797,1012250,Card,3,0
2739,798,1005480,Card,1,765122
2740,799,11,Point::Stone,1,0
2741,799,100291,AwakeningItem,1,0
2742,799,5,PotentialItem,370,0
2743,800,11,Point::Stone,1,0
2744,800,100291,AwakeningItem,1,0
2745,800,10,PotentialItem,270,0
2746,801,11,Point::Stone,1,0
2747,801,100291,AwakeningItem,1,0
2748,801,15,PotentialItem,20,0
2749,802,11,Point::Stone,1,0
2750,802,100291,AwakeningItem,1,0
2751,802,5,PotentialItem,370,0
2752,803,11,Point::Stone,1,0
2753,803,100291,AwakeningItem,1,0
2754,803,10,PotentialItem,270,0
2755,803,1012270,Card,1,0
2756,804,11,Point::Stone,1,0
2757,804,100291,AwakeningItem,1,0
2758,804,15,PotentialItem,20,0
2759,805,11,Point::Stone,1,0
2760,805,100291,AwakeningItem,2,0
2761,805,5,PotentialItem,370,0
2762,806,11,Point::Stone,1,0
2763,806,100291,AwakeningItem,2,0
2764,806,10,PotentialItem,270,0
2765,807,11,Point::Stone,1,0
2766,807,100291,AwakeningItem,2,0
2767,807,15,PotentialItem,20,0
2768,808,11,Point::Stone,1,0
2769,808,100291,AwakeningItem,3,0
2770,808,5,PotentialItem,370,0
2771,808,10,PotentialItem,270,0
2772,808,15,PotentialItem,20,0
2773,808,1012270,Card,1,0
2774,809,11,Point::Stone,1,0
2775,809,100292,AwakeningItem,1,0
2776,809,5,PotentialItem,430,0
2777,810,11,Point::Stone,1,0
2778,810,100292,AwakeningItem,1,0
2779,810,10,PotentialItem,330,0
2780,811,11,Point::Stone,1,0
2781,811,100292,AwakeningItem,2,0
2782,811,15,PotentialItem,30,0
2783,812,11,Point::Stone,1,0
2784,812,100292,AwakeningItem,2,0
2785,812,5,PotentialItem,430,0
2786,813,11,Point::Stone,1,0
2787,813,100292,AwakeningItem,4,0
2788,813,10,PotentialItem,330,0
2789,813,1012270,Card,2,0
2790,814,11,Point::Stone,1,0
2791,814,100292,AwakeningItem,4,0
2792,814,15,PotentialItem,30,0
2793,815,11,Point::Stone,1,0
2794,815,100292,AwakeningItem,5,0
2795,815,5,PotentialItem,430,0
2796,816,11,Point::Stone,1,0
2797,816,100292,AwakeningItem,6,0
2798,816,10,PotentialItem,330,0
2799,817,11,Point::Stone,1,0
2800,817,100292,AwakeningItem,7,0
2801,817,15,PotentialItem,30,0
2802,818,11,Point::Stone,1,0
2803,818,100292,AwakeningItem,8,0
2804,818,5,PotentialItem,430,0
2805,818,10,PotentialItem,330,0
2806,818,15,PotentialItem,30,0
2807,818,1012270,Card,2,0
2808,819,11,Point::Stone,1,0
2809,819,100293,AwakeningItem,4,0
2810,819,5,PotentialItem,500,0
2811,820,11,Point::Stone,1,0
2812,820,100293,AwakeningItem,5,0
2813,820,10,PotentialItem,400,0
2814,821,11,Point::Stone,1,0
2815,821,100293,AwakeningItem,6,0
2816,821,15,PotentialItem,40,0
2817,822,11,Point::Stone,1,0
2818,822,100293,AwakeningItem,7,0
2819,822,5,PotentialItem,500,0
2820,823,11,Point::Stone,1,0
2821,823,100293,AwakeningItem,8,0
2822,823,10,PotentialItem,400,0
2823,823,1012270,Card,2,0
2824,824,11,Point::Stone,1,0
2825,824,100294,AwakeningItem,4,0
2826,824,15,PotentialItem,40,0
2827,825,11,Point::Stone,1,0
2828,825,100294,AwakeningItem,5,0
2829,825,5,PotentialItem,500,0
2830,826,11,Point::Stone,1,0
2831,826,100294,AwakeningItem,6,0
2832,826,10,PotentialItem,400,0
2833,827,11,Point::Stone,1,0
2834,827,100294,AwakeningItem,7,0
2835,827,15,PotentialItem,40,0
2836,828,11,Point::Stone,1,0
2837,828,100294,AwakeningItem,8,0
2838,828,5,PotentialItem,500,0
2839,828,10,PotentialItem,400,0
2840,828,15,PotentialItem,40,0
2841,828,1012270,Card,3,0
2842,829,1005480,Card,1,765122
2843,830,11,Point::Stone,1,0
2844,830,100301,AwakeningItem,1,0
2845,830,100311,AwakeningItem,1,0
2846,830,100321,AwakeningItem,1,0
2847,830,100331,AwakeningItem,1,0
2848,830,100341,AwakeningItem,1,0
2849,830,100351,AwakeningItem,1,0
2850,830,100361,AwakeningItem,1,0
2851,830,1,PotentialItem,155,0
2852,830,2,PotentialItem,155,0
2853,830,3,PotentialItem,155,0
2854,830,4,PotentialItem,155,0
2855,830,5,PotentialItem,155,0
2856,831,11,Point::Stone,1,0
2857,831,100301,AwakeningItem,1,0
2858,831,100311,AwakeningItem,1,0
2859,831,100321,AwakeningItem,1,0
2860,831,100331,AwakeningItem,1,0
2861,831,100341,AwakeningItem,1,0
2862,831,100351,AwakeningItem,1,0
2863,831,100361,AwakeningItem,1,0
2864,831,1,PotentialItem,155,0
2865,831,2,PotentialItem,155,0
2866,831,3,PotentialItem,155,0
2867,831,4,PotentialItem,155,0
2868,831,5,PotentialItem,155,0
2869,832,11,Point::Stone,1,0
2870,832,100301,AwakeningItem,1,0
2871,832,100311,AwakeningItem,1,0
2872,832,100321,AwakeningItem,1,0
2873,832,100331,AwakeningItem,1,0
2874,832,100341,AwakeningItem,1,0
2875,832,100351,AwakeningItem,1,0
2876,832,100361,AwakeningItem,1,0
2877,832,1,PotentialItem,155,0
2878,832,2,PotentialItem,155,0
2879,832,3,PotentialItem,155,0
2880,832,4,PotentialItem,155,0
2881,832,5,PotentialItem,155,0
2882,833,11,Point::Stone,1,0
2883,833,100301,AwakeningItem,1,0
2884,833,100311,AwakeningItem,1,0
2885,833,100321,AwakeningItem,1,0
2886,833,100331,AwakeningItem,1,0
2887,833,100341,AwakeningItem,1,0
2888,833,100351,AwakeningItem,1,0
2889,833,100361,AwakeningItem,1,0
2890,833,1,PotentialItem,155,0
2891,833,2,PotentialItem,155,0
2892,833,3,PotentialItem,155,0
2893,833,4,PotentialItem,155,0
2894,833,5,PotentialItem,155,0
2895,834,11,Point::Stone,1,0
2896,834,100301,AwakeningItem,1,0
2897,834,100311,AwakeningItem,1,0
2898,834,100321,AwakeningItem,1,0
2899,834,100331,AwakeningItem,1,0
2900,834,100341,AwakeningItem,1,0
2901,834,100351,AwakeningItem,1,0
2902,834,100361,AwakeningItem,1,0
2903,834,1,PotentialItem,155,0
2904,834,2,PotentialItem,155,0
2905,834,3,PotentialItem,155,0
2906,834,4,PotentialItem,155,0
2907,834,5,PotentialItem,155,0
2908,835,11,Point::Stone,1,0
2909,835,100301,AwakeningItem,1,0
2910,835,100311,AwakeningItem,1,0
2911,835,100321,AwakeningItem,1,0
2912,835,100331,AwakeningItem,1,0
2913,835,100341,AwakeningItem,1,0
2914,835,100351,AwakeningItem,1,0
2915,835,100361,AwakeningItem,1,0
2916,835,1,PotentialItem,155,0
2917,835,2,PotentialItem,155,0
2918,835,3,PotentialItem,155,0
2919,835,4,PotentialItem,155,0
2920,835,5,PotentialItem,155,0
2921,836,11,Point::Stone,1,0
2922,836,100301,AwakeningItem,2,0
2923,836,100311,AwakeningItem,2,0
2924,836,100321,AwakeningItem,2,0
2925,836,100331,AwakeningItem,2,0
2926,836,100341,AwakeningItem,2,0
2927,836,100351,AwakeningItem,2,0
2928,836,100361,AwakeningItem,2,0
2929,836,1,PotentialItem,155,0
2930,836,2,PotentialItem,155,0
2931,836,3,PotentialItem,155,0
2932,836,4,PotentialItem,155,0
2933,836,5,PotentialItem,155,0
2934,837,11,Point::Stone,1,0
2935,837,100301,AwakeningItem,2,0
2936,837,100311,AwakeningItem,2,0
2937,837,100321,AwakeningItem,2,0
2938,837,100331,AwakeningItem,2,0
2939,837,100341,AwakeningItem,2,0
2940,837,100351,AwakeningItem,2,0
2941,837,100361,AwakeningItem,2,0
2942,837,1,PotentialItem,155,0
2943,837,2,PotentialItem,155,0
2944,837,3,PotentialItem,155,0
2945,837,4,PotentialItem,155,0
2946,837,5,PotentialItem,155,0
2947,838,11,Point::Stone,1,0
2948,838,100301,AwakeningItem,2,0
2949,838,100311,AwakeningItem,2,0
2950,838,100321,AwakeningItem,2,0
2951,838,100331,AwakeningItem,2,0
2952,838,100341,AwakeningItem,2,0
2953,838,100351,AwakeningItem,2,0
2954,838,100361,AwakeningItem,2,0
2955,838,1,PotentialItem,155,0
2956,838,2,PotentialItem,155,0
2957,838,3,PotentialItem,155,0
2958,838,4,PotentialItem,155,0
2959,838,5,PotentialItem,155,0
2960,839,11,Point::Stone,1,0
2961,839,100301,AwakeningItem,3,0
2962,839,100311,AwakeningItem,3,0
2963,839,100321,AwakeningItem,3,0
2964,839,100331,AwakeningItem,3,0
2965,839,100341,AwakeningItem,3,0
2966,839,100351,AwakeningItem,3,0
2967,839,100361,AwakeningItem,3,0
2968,839,1,PotentialItem,155,0
2969,839,2,PotentialItem,155,0
2970,839,3,PotentialItem,155,0
2971,839,4,PotentialItem,155,0
2972,839,5,PotentialItem,155,0
2973,839,1012230,Card,2,0
2974,840,11,Point::Stone,1,0
2975,840,100302,AwakeningItem,1,0
2976,840,100312,AwakeningItem,1,0
2977,840,100322,AwakeningItem,1,0
2978,840,100332,AwakeningItem,1,0
2979,840,100342,AwakeningItem,1,0
2980,840,100352,AwakeningItem,1,0
2981,840,100362,AwakeningItem,1,0
2982,840,6,PotentialItem,100,0
2983,840,7,PotentialItem,100,0
2984,840,8,PotentialItem,100,0
2985,840,9,PotentialItem,100,0
2986,840,10,PotentialItem,100,0
2987,841,11,Point::Stone,1,0
2988,841,100302,AwakeningItem,1,0
