target_type,target_id,skill_group_id
LeaderSkillSet,101665,4
LeaderSkillSet,101665,8
LeaderSkillSet,101665,9
LeaderSkillSet,101669,1
LeaderSkillSet,101669,2
LeaderSkillSet,101669,3
LeaderSkillSet,101669,4
LeaderSkillSet,101669,8
LeaderSkillSet,101671,1
LeaderSkillSet,101671,2
LeaderSkillSet,101671,3
LeaderSkillSet,101671,4
LeaderSkillSet,101671,9
LeaderSkillSet,101672,1
LeaderSkillSet,101672,2
LeaderSkillSet,101672,3
LeaderSkillSet,101672,4
LeaderSkillSet,101672,9
LeaderSkillSet,101673,1
LeaderSkillSet,101673,2
LeaderSkillSet,101673,3
LeaderSkillSet,101673,4
LeaderSkillSet,101673,8
LeaderSkillSet,101674,1
LeaderSkillSet,101674,2
LeaderSkillSet,101674,3
LeaderSkillSet,101674,4
LeaderSkillSet,101674,8
LeaderSkillSet,101675,1
LeaderSkillSet,101675,2
LeaderSkillSet,101675,3
LeaderSkillSet,101675,4
LeaderSkillSet,101675,7
LeaderSkillSet,101676,1
LeaderSkillSet,101676,2
LeaderSkillSet,101676,3
LeaderSkillSet,101676,4
LeaderSkillSet,101676,8
LeaderSkillSet,101677,1
LeaderSkillSet,101677,2
LeaderSkillSet,101677,3
LeaderSkillSet,101677,4
LeaderSkillSet,101677,8
LeaderSkillSet,101678,1
LeaderSkillSet,101678,2
LeaderSkillSet,101678,3
LeaderSkillSet,101678,4
LeaderSkillSet,101678,8
LeaderSkillSet,101679,1
LeaderSkillSet,101679,2
LeaderSkillSet,101679,3
LeaderSkillSet,101679,4
LeaderSkillSet,101679,9
LeaderSkillSet,101680,1
LeaderSkillSet,101680,2
LeaderSkillSet,101680,3
LeaderSkillSet,101680,4
LeaderSkillSet,101680,9
LeaderSkillSet,101681,1
LeaderSkillSet,101681,2
LeaderSkillSet,101681,3
LeaderSkillSet,101681,4
LeaderSkillSet,101681,9
LeaderSkillSet,101682,1
LeaderSkillSet,101682,2
LeaderSkillSet,101682,3
LeaderSkillSet,101682,4
LeaderSkillSet,101682,8
LeaderSkillSet,101682,9
LeaderSkillSet,101683,1
LeaderSkillSet,101683,2
LeaderSkillSet,101683,3
LeaderSkillSet,101683,4
LeaderSkillSet,101683,8
LeaderSkillSet,101683,9
LeaderSkillSet,101684,1
LeaderSkillSet,101684,2
LeaderSkillSet,101684,3
LeaderSkillSet,101684,4
LeaderSkillSet,101684,8
LeaderSkillSet,101684,9
LeaderSkillSet,101685,1
LeaderSkillSet,101685,2
LeaderSkillSet,101685,3
LeaderSkillSet,101685,4
LeaderSkillSet,101685,8
LeaderSkillSet,101685,9
LeaderSkillSet,101686,1
LeaderSkillSet,101686,2
LeaderSkillSet,101686,3
LeaderSkillSet,101686,4
LeaderSkillSet,101686,8
LeaderSkillSet,101686,9
LeaderSkillSet,101687,1
LeaderSkillSet,101687,2
LeaderSkillSet,101687,3
LeaderSkillSet,101687,4
LeaderSkillSet,101687,8
LeaderSkillSet,101687,9
LeaderSkillSet,101689,1
LeaderSkillSet,101689,2
LeaderSkillSet,101689,3
LeaderSkillSet,101689,4
LeaderSkillSet,101689,9
LeaderSkillSet,101690,1
LeaderSkillSet,101690,2
LeaderSkillSet,101690,3
LeaderSkillSet,101690,4
LeaderSkillSet,101690,9
LeaderSkillSet,101691,1
LeaderSkillSet,101691,2
LeaderSkillSet,101691,3
LeaderSkillSet,101691,4
LeaderSkillSet,101691,8
LeaderSkillSet,101692,1
LeaderSkillSet,101692,2
LeaderSkillSet,101692,3
LeaderSkillSet,101692,4
LeaderSkillSet,101692,9
LeaderSkillSet,101693,1
LeaderSkillSet,101693,2
LeaderSkillSet,101693,3
LeaderSkillSet,101693,4
LeaderSkillSet,101693,9
LeaderSkillSet,101695,1
LeaderSkillSet,101695,2
LeaderSkillSet,101695,3
LeaderSkillSet,101695,4
LeaderSkillSet,101695,8
LeaderSkillSet,101696,1
LeaderSkillSet,101696,2
LeaderSkillSet,101696,3
LeaderSkillSet,101696,4
LeaderSkillSet,101696,8
LeaderSkillSet,101697,1
LeaderSkillSet,101697,2
LeaderSkillSet,101697,3
LeaderSkillSet,101697,4
LeaderSkillSet,101697,8
LeaderSkillSet,101698,1
LeaderSkillSet,101698,2
LeaderSkillSet,101698,3
LeaderSkillSet,101698,4
LeaderSkillSet,101698,8
LeaderSkillSet,101699,1
LeaderSkillSet,101699,2
LeaderSkillSet,101699,3
LeaderSkillSet,101699,4
LeaderSkillSet,101699,8
LeaderSkillSet,101700,1
LeaderSkillSet,101700,2
LeaderSkillSet,101700,3
LeaderSkillSet,101700,4
LeaderSkillSet,101700,8
LeaderSkillSet,101701,1
LeaderSkillSet,101701,2
LeaderSkillSet,101701,3
LeaderSkillSet,101701,4
LeaderSkillSet,101701,9
LeaderSkillSet,101702,1
LeaderSkillSet,101702,2
LeaderSkillSet,101702,3
LeaderSkillSet,101702,4
LeaderSkillSet,101702,9
LeaderSkillSet,101703,1
LeaderSkillSet,101703,2
LeaderSkillSet,101703,3
LeaderSkillSet,101703,4
LeaderSkillSet,101703,9
LeaderSkillSet,101704,1
LeaderSkillSet,101704,2
LeaderSkillSet,101704,3
LeaderSkillSet,101704,4
LeaderSkillSet,101704,9
LeaderSkillSet,101705,1
LeaderSkillSet,101705,2
LeaderSkillSet,101705,3
LeaderSkillSet,101705,4
LeaderSkillSet,101705,8
LeaderSkillSet,101706,1
LeaderSkillSet,101706,2
LeaderSkillSet,101706,3
LeaderSkillSet,101706,4
LeaderSkillSet,101706,8
LeaderSkillSet,101706,9
LeaderSkillSet,101707,1
LeaderSkillSet,101707,2
LeaderSkillSet,101707,3
LeaderSkillSet,101707,4
LeaderSkillSet,101707,8
LeaderSkillSet,101707,9
LeaderSkillSet,101708,1
LeaderSkillSet,101708,2
LeaderSkillSet,101708,3
LeaderSkillSet,101708,4
LeaderSkillSet,101708,8
LeaderSkillSet,101708,9
LeaderSkillSet,101711,1
LeaderSkillSet,101711,2
LeaderSkillSet,101711,3
LeaderSkillSet,101711,4
LeaderSkillSet,101711,8
LeaderSkillSet,101711,9
LeaderSkillSet,101712,1
LeaderSkillSet,101712,2
LeaderSkillSet,101712,3
LeaderSkillSet,101712,4
LeaderSkillSet,101712,8
LeaderSkillSet,101712,9
LeaderSkillSet,101715,1
LeaderSkillSet,101715,2
LeaderSkillSet,101715,3
LeaderSkillSet,101715,4
LeaderSkillSet,101715,8
LeaderSkillSet,101716,1
LeaderSkillSet,101716,2
LeaderSkillSet,101716,3
LeaderSkillSet,101716,4
LeaderSkillSet,101716,8
LeaderSkillSet,101717,1
LeaderSkillSet,101717,2
LeaderSkillSet,101717,3
LeaderSkillSet,101717,4
LeaderSkillSet,101717,9
LeaderSkillSet,101718,1
LeaderSkillSet,101718,2
LeaderSkillSet,101718,3
LeaderSkillSet,101718,4
LeaderSkillSet,101718,9
LeaderSkillSet,101721,1
LeaderSkillSet,101721,2
LeaderSkillSet,101721,3
LeaderSkillSet,101721,4
LeaderSkillSet,101721,8
LeaderSkillSet,101721,9
LeaderSkillSet,101722,1
LeaderSkillSet,101722,2
LeaderSkillSet,101722,3
LeaderSkillSet,101722,4
LeaderSkillSet,101722,8
LeaderSkillSet,101722,9
LeaderSkillSet,101723,1
LeaderSkillSet,101723,2
LeaderSkillSet,101723,3
LeaderSkillSet,101723,4
LeaderSkillSet,101723,9
LeaderSkillSet,101724,1
LeaderSkillSet,101724,2
LeaderSkillSet,101724,3
LeaderSkillSet,101724,4
LeaderSkillSet,101724,9
LeaderSkillSet,101725,1
LeaderSkillSet,101725,2
LeaderSkillSet,101725,3
LeaderSkillSet,101725,4
LeaderSkillSet,101725,8
LeaderSkillSet,101726,1
LeaderSkillSet,101726,2
LeaderSkillSet,101726,3
LeaderSkillSet,101726,4
LeaderSkillSet,101726,8
LeaderSkillSet,101727,1
LeaderSkillSet,101727,2
LeaderSkillSet,101727,3
LeaderSkillSet,101727,4
LeaderSkillSet,101727,8
LeaderSkillSet,101728,1
LeaderSkillSet,101728,2
LeaderSkillSet,101728,3
LeaderSkillSet,101728,4
LeaderSkillSet,101728,8
LeaderSkillSet,101729,1
LeaderSkillSet,101729,2
LeaderSkillSet,101729,3
LeaderSkillSet,101729,4
LeaderSkillSet,101729,7
LeaderSkillSet,101730,1
LeaderSkillSet,101730,2
LeaderSkillSet,101730,3
LeaderSkillSet,101730,4
LeaderSkillSet,101730,7
LeaderSkillSet,101732,1
LeaderSkillSet,101732,2
LeaderSkillSet,101732,3
LeaderSkillSet,101732,4
LeaderSkillSet,101732,9
LeaderSkillSet,101733,1
LeaderSkillSet,101733,2
LeaderSkillSet,101733,3
LeaderSkillSet,101733,4
LeaderSkillSet,101733,9
LeaderSkillSet,101734,1
LeaderSkillSet,101734,2
LeaderSkillSet,101734,3
LeaderSkillSet,101734,4
LeaderSkillSet,101734,9
LeaderSkillSet,101735,1
LeaderSkillSet,101735,2
LeaderSkillSet,101735,3
LeaderSkillSet,101735,4
LeaderSkillSet,101735,9
LeaderSkillSet,101736,1
LeaderSkillSet,101736,2
LeaderSkillSet,101736,3
LeaderSkillSet,101736,4
LeaderSkillSet,101736,8
LeaderSkillSet,101737,1
LeaderSkillSet,101737,2
LeaderSkillSet,101737,3
LeaderSkillSet,101737,4
LeaderSkillSet,101737,8
LeaderSkillSet,101738,1
LeaderSkillSet,101738,2
LeaderSkillSet,101738,3
LeaderSkillSet,101738,4
LeaderSkillSet,101738,9
LeaderSkillSet,101739,1
LeaderSkillSet,101739,2
LeaderSkillSet,101739,3
LeaderSkillSet,101739,4
LeaderSkillSet,101739,9
LeaderSkillSet,101740,1
LeaderSkillSet,101740,2
LeaderSkillSet,101740,3
LeaderSkillSet,101740,4
LeaderSkillSet,101740,9
LeaderSkillSet,101741,1
LeaderSkillSet,101741,2
LeaderSkillSet,101741,3
LeaderSkillSet,101741,4
LeaderSkillSet,101741,9
LeaderSkillSet,101742,1
LeaderSkillSet,101742,2
LeaderSkillSet,101742,3
LeaderSkillSet,101742,4
LeaderSkillSet,101742,9
LeaderSkillSet,101743,1
LeaderSkillSet,101743,2
LeaderSkillSet,101743,3
LeaderSkillSet,101743,4
LeaderSkillSet,101743,7
LeaderSkillSet,101744,1
LeaderSkillSet,101744,2
LeaderSkillSet,101744,3
LeaderSkillSet,101744,4
LeaderSkillSet,101744,8
LeaderSkillSet,101745,1
LeaderSkillSet,101745,2
LeaderSkillSet,101745,3
LeaderSkillSet,101745,4
LeaderSkillSet,101745,9
LeaderSkillSet,101746,1
LeaderSkillSet,101746,2
LeaderSkillSet,101746,3
LeaderSkillSet,101746,4
LeaderSkillSet,101746,9
LeaderSkillSet,101747,1
LeaderSkillSet,101747,2
LeaderSkillSet,101747,3
LeaderSkillSet,101747,4
LeaderSkillSet,101747,9
LeaderSkillSet,101748,1
LeaderSkillSet,101748,2
LeaderSkillSet,101748,3
LeaderSkillSet,101748,4
LeaderSkillSet,101748,9
LeaderSkillSet,101749,1
LeaderSkillSet,101749,2
LeaderSkillSet,101749,3
LeaderSkillSet,101749,4
LeaderSkillSet,101749,9
LeaderSkillSet,101751,1
LeaderSkillSet,101751,2
LeaderSkillSet,101751,3
LeaderSkillSet,101751,4
LeaderSkillSet,101751,8
LeaderSkillSet,101752,5
LeaderSkillSet,101753,5
LeaderSkillSet,101754,5
LeaderSkillSet,101755,1
LeaderSkillSet,101755,2
LeaderSkillSet,101755,3
LeaderSkillSet,101755,4
LeaderSkillSet,101755,8
LeaderSkillSet,101756,1
LeaderSkillSet,101756,2
LeaderSkillSet,101756,3
LeaderSkillSet,101756,4
LeaderSkillSet,101756,9
LeaderSkillSet,101757,1
LeaderSkillSet,101757,2
LeaderSkillSet,101757,3
LeaderSkillSet,101757,4
LeaderSkillSet,101757,9
LeaderSkillSet,101758,1
LeaderSkillSet,101758,2
LeaderSkillSet,101758,3
LeaderSkillSet,101758,4
LeaderSkillSet,101758,9
LeaderSkillSet,101759,1
LeaderSkillSet,101759,2
LeaderSkillSet,101759,3
LeaderSkillSet,101759,4
LeaderSkillSet,101759,9
LeaderSkillSet,101761,1
LeaderSkillSet,101761,2
LeaderSkillSet,101761,3
LeaderSkillSet,101761,4
LeaderSkillSet,101761,8
LeaderSkillSet,101761,9
LeaderSkillSet,101762,1
LeaderSkillSet,101762,2
LeaderSkillSet,101762,3
LeaderSkillSet,101762,4
LeaderSkillSet,101762,8
LeaderSkillSet,101762,9
LeaderSkillSet,101763,1
LeaderSkillSet,101763,2
LeaderSkillSet,101763,3
LeaderSkillSet,101763,4
LeaderSkillSet,101763,8
LeaderSkillSet,101763,9
LeaderSkillSet,101765,1
LeaderSkillSet,101765,2
LeaderSkillSet,101765,3
LeaderSkillSet,101765,4
LeaderSkillSet,101765,9
LeaderSkillSet,101766,1
LeaderSkillSet,101766,2
LeaderSkillSet,101766,3
LeaderSkillSet,101766,4
LeaderSkillSet,101766,9
LeaderSkillSet,101768,1
LeaderSkillSet,101768,2
LeaderSkillSet,101768,3
LeaderSkillSet,101768,4
LeaderSkillSet,101768,8
LeaderSkillSet,101769,1
LeaderSkillSet,101769,2
LeaderSkillSet,101769,3
LeaderSkillSet,101769,4
LeaderSkillSet,101769,9
LeaderSkillSet,101770,1
LeaderSkillSet,101770,2
LeaderSkillSet,101770,3
LeaderSkillSet,101770,4
LeaderSkillSet,101770,9
LeaderSkillSet,101771,1
LeaderSkillSet,101771,2
LeaderSkillSet,101771,3
LeaderSkillSet,101771,4
LeaderSkillSet,101771,8
LeaderSkillSet,101772,1
LeaderSkillSet,101772,2
LeaderSkillSet,101772,3
LeaderSkillSet,101772,4
LeaderSkillSet,101772,8
LeaderSkillSet,101773,1
LeaderSkillSet,101773,2
LeaderSkillSet,101773,3
LeaderSkillSet,101773,4
LeaderSkillSet,101773,9
LeaderSkillSet,101774,1
LeaderSkillSet,101774,2
LeaderSkillSet,101774,3
LeaderSkillSet,101774,4
LeaderSkillSet,101774,9
LeaderSkillSet,101776,1
LeaderSkillSet,101776,2
LeaderSkillSet,101776,3
LeaderSkillSet,101776,4
LeaderSkillSet,101776,9
LeaderSkillSet,101777,1
LeaderSkillSet,101777,2
LeaderSkillSet,101777,3
LeaderSkillSet,101777,4
LeaderSkillSet,101777,9
LeaderSkillSet,101778,1
LeaderSkillSet,101778,2
LeaderSkillSet,101778,3
LeaderSkillSet,101778,4
LeaderSkillSet,101778,9
LeaderSkillSet,101780,1
LeaderSkillSet,101780,2
LeaderSkillSet,101780,3
LeaderSkillSet,101780,4
LeaderSkillSet,101780,8
LeaderSkillSet,101781,1
LeaderSkillSet,101781,2
LeaderSkillSet,101781,3
LeaderSkillSet,101781,4
LeaderSkillSet,101781,9
LeaderSkillSet,101782,1
LeaderSkillSet,101782,2
LeaderSkillSet,101782,3
LeaderSkillSet,101782,4
LeaderSkillSet,101782,9
LeaderSkillSet,101783,1
LeaderSkillSet,101783,2
LeaderSkillSet,101783,3
LeaderSkillSet,101783,4
LeaderSkillSet,101783,9
LeaderSkillSet,101784,1
LeaderSkillSet,101784,2
LeaderSkillSet,101784,3
LeaderSkillSet,101784,4
LeaderSkillSet,101784,9
LeaderSkillSet,101787,1
LeaderSkillSet,101787,2
LeaderSkillSet,101787,3
LeaderSkillSet,101787,4
LeaderSkillSet,101787,9
LeaderSkillSet,101788,1
LeaderSkillSet,101788,2
LeaderSkillSet,101788,3
LeaderSkillSet,101788,4
LeaderSkillSet,101788,8
LeaderSkillSet,101788,9
LeaderSkillSet,101789,1
LeaderSkillSet,101789,2
LeaderSkillSet,101789,3
LeaderSkillSet,101789,4
LeaderSkillSet,101789,8
LeaderSkillSet,101789,9
LeaderSkillSet,101790,1
LeaderSkillSet,101790,2
LeaderSkillSet,101790,3
LeaderSkillSet,101790,4
LeaderSkillSet,101790,8
LeaderSkillSet,101790,9
LeaderSkillSet,101792,1
LeaderSkillSet,101792,2
LeaderSkillSet,101792,3
LeaderSkillSet,101792,4
LeaderSkillSet,101792,9
LeaderSkillSet,101793,1
LeaderSkillSet,101793,2
LeaderSkillSet,101793,3
LeaderSkillSet,101793,4
LeaderSkillSet,101793,9
LeaderSkillSet,101794,1
LeaderSkillSet,101794,2
LeaderSkillSet,101794,3
LeaderSkillSet,101794,4
LeaderSkillSet,101794,9
LeaderSkillSet,101795,1
LeaderSkillSet,101795,2
LeaderSkillSet,101795,3
LeaderSkillSet,101795,4
LeaderSkillSet,101795,9
LeaderSkillSet,101796,1
LeaderSkillSet,101796,2
LeaderSkillSet,101796,3
LeaderSkillSet,101796,4
LeaderSkillSet,101796,7
LeaderSkillSet,101800,1
LeaderSkillSet,101800,2
LeaderSkillSet,101800,3
LeaderSkillSet,101800,4
LeaderSkillSet,101800,8
LeaderSkillSet,101801,1
LeaderSkillSet,101801,2
LeaderSkillSet,101801,3
LeaderSkillSet,101801,4
LeaderSkillSet,101801,8
LeaderSkillSet,101801,9
LeaderSkillSet,101802,1
LeaderSkillSet,101802,2
LeaderSkillSet,101802,3
LeaderSkillSet,101802,4
LeaderSkillSet,101802,8
LeaderSkillSet,101802,9
LeaderSkillSet,101803,1
LeaderSkillSet,101803,2
LeaderSkillSet,101803,3
LeaderSkillSet,101803,4
LeaderSkillSet,101803,8
LeaderSkillSet,101803,9
LeaderSkillSet,101805,1
LeaderSkillSet,101805,2
LeaderSkillSet,101805,3
LeaderSkillSet,101805,4
LeaderSkillSet,101805,9
LeaderSkillSet,101806,1
LeaderSkillSet,101806,2
LeaderSkillSet,101806,3
LeaderSkillSet,101806,4
LeaderSkillSet,101806,9
LeaderSkillSet,101807,1
LeaderSkillSet,101807,2
LeaderSkillSet,101807,3
LeaderSkillSet,101807,4
LeaderSkillSet,101807,9
LeaderSkillSet,101809,24
LeaderSkillSet,101810,24
LeaderSkillSet,101811,1
LeaderSkillSet,101811,2
LeaderSkillSet,101811,3
LeaderSkillSet,101811,4
LeaderSkillSet,101811,9
LeaderSkillSet,101812,1
LeaderSkillSet,101812,2
LeaderSkillSet,101812,3
LeaderSkillSet,101812,4
LeaderSkillSet,101812,9
LeaderSkillSet,101814,1
LeaderSkillSet,101814,2
LeaderSkillSet,101814,3
LeaderSkillSet,101814,4
LeaderSkillSet,101814,9
LeaderSkillSet,101815,1
LeaderSkillSet,101815,2
LeaderSkillSet,101815,3
LeaderSkillSet,101815,4
LeaderSkillSet,101815,9
LeaderSkillSet,101816,1
LeaderSkillSet,101816,2
LeaderSkillSet,101816,3
LeaderSkillSet,101816,4
LeaderSkillSet,101816,7
LeaderSkillSet,101817,1
LeaderSkillSet,101817,2
LeaderSkillSet,101817,3
LeaderSkillSet,101817,4
LeaderSkillSet,101817,8
LeaderSkillSet,101818,1
LeaderSkillSet,101818,2
LeaderSkillSet,101818,3
LeaderSkillSet,101818,4
LeaderSkillSet,101818,9
LeaderSkillSet,101819,1
LeaderSkillSet,101819,2
LeaderSkillSet,101819,3
LeaderSkillSet,101819,4
LeaderSkillSet,101819,9
LeaderSkillSet,101821,1
LeaderSkillSet,101821,2
LeaderSkillSet,101821,3
LeaderSkillSet,101821,4
LeaderSkillSet,101821,9
LeaderSkillSet,101822,1
LeaderSkillSet,101822,2
LeaderSkillSet,101822,3
LeaderSkillSet,101822,4
LeaderSkillSet,101822,9
LeaderSkillSet,101823,1
LeaderSkillSet,101823,2
LeaderSkillSet,101823,3
LeaderSkillSet,101823,4
LeaderSkillSet,101823,9
LeaderSkillSet,101824,1
LeaderSkillSet,101824,2
LeaderSkillSet,101824,3
LeaderSkillSet,101824,4
LeaderSkillSet,101824,9
LeaderSkillSet,101825,1
LeaderSkillSet,101825,2
LeaderSkillSet,101825,3
LeaderSkillSet,101825,4
LeaderSkillSet,101825,9
LeaderSkillSet,101826,1
LeaderSkillSet,101826,2
LeaderSkillSet,101826,3
LeaderSkillSet,101826,4
LeaderSkillSet,101826,9
LeaderSkillSet,101827,1
LeaderSkillSet,101827,2
LeaderSkillSet,101827,3
LeaderSkillSet,101827,4
LeaderSkillSet,101827,9
LeaderSkillSet,101829,1
LeaderSkillSet,101829,2
LeaderSkillSet,101829,3
LeaderSkillSet,101829,4
LeaderSkillSet,101829,8
LeaderSkillSet,101830,1
LeaderSkillSet,101830,2
LeaderSkillSet,101830,3
LeaderSkillSet,101830,4
LeaderSkillSet,101830,8
LeaderSkillSet,101831,1
LeaderSkillSet,101831,2
LeaderSkillSet,101831,3
LeaderSkillSet,101831,4
LeaderSkillSet,101831,9
LeaderSkillSet,101832,1
LeaderSkillSet,101832,2
LeaderSkillSet,101832,3
LeaderSkillSet,101832,4
LeaderSkillSet,101832,9
LeaderSkillSet,101833,1
LeaderSkillSet,101833,2
LeaderSkillSet,101833,3
LeaderSkillSet,101833,4
LeaderSkillSet,101833,8
LeaderSkillSet,101833,9
LeaderSkillSet,101834,1
LeaderSkillSet,101834,2
LeaderSkillSet,101834,3
LeaderSkillSet,101834,4
LeaderSkillSet,101834,8
LeaderSkillSet,101834,9
LeaderSkillSet,101835,1
LeaderSkillSet,101835,2
LeaderSkillSet,101835,3
LeaderSkillSet,101835,4
LeaderSkillSet,101835,8
LeaderSkillSet,101836,1
LeaderSkillSet,101836,2
LeaderSkillSet,101836,3
LeaderSkillSet,101836,4
LeaderSkillSet,101836,8
LeaderSkillSet,101836,9
LeaderSkillSet,101837,1
LeaderSkillSet,101837,2
LeaderSkillSet,101837,3
LeaderSkillSet,101837,4
LeaderSkillSet,101837,8
LeaderSkillSet,101838,1
LeaderSkillSet,101838,2
LeaderSkillSet,101838,3
LeaderSkillSet,101838,4
LeaderSkillSet,101838,8
LeaderSkillSet,101839,1
LeaderSkillSet,101839,2
LeaderSkillSet,101839,3
LeaderSkillSet,101839,4
LeaderSkillSet,101839,9
LeaderSkillSet,101840,1
LeaderSkillSet,101840,2
LeaderSkillSet,101840,3
LeaderSkillSet,101840,4
LeaderSkillSet,101840,9
LeaderSkillSet,101841,1
LeaderSkillSet,101841,2
LeaderSkillSet,101841,3
LeaderSkillSet,101841,4
LeaderSkillSet,101841,9
LeaderSkillSet,101845,1
LeaderSkillSet,101845,2
LeaderSkillSet,101845,3
LeaderSkillSet,101845,4
LeaderSkillSet,101845,8
LeaderSkillSet,101846,1
LeaderSkillSet,101846,2
LeaderSkillSet,101846,3
LeaderSkillSet,101846,4
LeaderSkillSet,101846,8
LeaderSkillSet,101847,1
LeaderSkillSet,101847,2
LeaderSkillSet,101847,3
LeaderSkillSet,101847,4
LeaderSkillSet,101847,9
LeaderSkillSet,101848,1
LeaderSkillSet,101848,2
LeaderSkillSet,101848,3
LeaderSkillSet,101848,4
LeaderSkillSet,101848,9
LeaderSkillSet,101849,1
LeaderSkillSet,101849,2
LeaderSkillSet,101849,3
LeaderSkillSet,101849,4
LeaderSkillSet,101849,9
LeaderSkillSet,101850,24
LeaderSkillSet,101850,25
LeaderSkillSet,101851,1
LeaderSkillSet,101851,2
LeaderSkillSet,101851,3
LeaderSkillSet,101851,4
LeaderSkillSet,101851,9
LeaderSkillSet,101852,1
LeaderSkillSet,101852,2
LeaderSkillSet,101852,3
LeaderSkillSet,101852,4
LeaderSkillSet,101852,9
LeaderSkillSet,101853,1
LeaderSkillSet,101853,2
LeaderSkillSet,101853,3
LeaderSkillSet,101853,4
LeaderSkillSet,101853,9
LeaderSkillSet,101854,1
LeaderSkillSet,101854,2
LeaderSkillSet,101854,3
LeaderSkillSet,101854,4
LeaderSkillSet,101854,9
LeaderSkillSet,101856,5
LeaderSkillSet,101857,1
LeaderSkillSet,101857,2
LeaderSkillSet,101857,3
LeaderSkillSet,101857,4
LeaderSkillSet,101857,9
LeaderSkillSet,101858,1
LeaderSkillSet,101858,2
LeaderSkillSet,101858,3
LeaderSkillSet,101858,4
LeaderSkillSet,101858,9
LeaderSkillSet,101859,1
LeaderSkillSet,101859,2
LeaderSkillSet,101859,3
LeaderSkillSet,101859,4
LeaderSkillSet,101859,9
LeaderSkillSet,101860,1
LeaderSkillSet,101860,2
LeaderSkillSet,101860,3
LeaderSkillSet,101860,4
LeaderSkillSet,101860,9
LeaderSkillSet,101861,1
LeaderSkillSet,101861,2
LeaderSkillSet,101861,3
LeaderSkillSet,101861,4
LeaderSkillSet,101861,9
LeaderSkillSet,101862,1
LeaderSkillSet,101862,2
LeaderSkillSet,101862,3
LeaderSkillSet,101862,4
LeaderSkillSet,101862,9
LeaderSkillSet,101863,1
LeaderSkillSet,101863,2
LeaderSkillSet,101863,3
LeaderSkillSet,101863,4
LeaderSkillSet,101863,9
LeaderSkillSet,101864,1
LeaderSkillSet,101864,2
LeaderSkillSet,101864,3
LeaderSkillSet,101864,4
LeaderSkillSet,101864,9
LeaderSkillSet,101865,1
LeaderSkillSet,101865,2
LeaderSkillSet,101865,3
LeaderSkillSet,101865,4
LeaderSkillSet,101865,9
LeaderSkillSet,101866,1
LeaderSkillSet,101866,2
LeaderSkillSet,101866,3
LeaderSkillSet,101866,4
LeaderSkillSet,101866,7
LeaderSkillSet,101867,1
LeaderSkillSet,101867,2
LeaderSkillSet,101867,3
LeaderSkillSet,101867,4
LeaderSkillSet,101867,9
LeaderSkillSet,101868,1
LeaderSkillSet,101868,2
LeaderSkillSet,101868,3
LeaderSkillSet,101868,4
LeaderSkillSet,101868,9
LeaderSkillSet,101869,1
LeaderSkillSet,101869,2
LeaderSkillSet,101869,3
LeaderSkillSet,101869,4
LeaderSkillSet,101869,9
LeaderSkillSet,101870,1
LeaderSkillSet,101870,2
LeaderSkillSet,101870,3
LeaderSkillSet,101870,4
LeaderSkillSet,101870,9
LeaderSkillSet,101871,1
LeaderSkillSet,101871,2
LeaderSkillSet,101871,3
LeaderSkillSet,101871,4
LeaderSkillSet,101871,8
LeaderSkillSet,101872,1
LeaderSkillSet,101872,2
LeaderSkillSet,101872,3
LeaderSkillSet,101872,4
LeaderSkillSet,101872,8
LeaderSkillSet,101874,1
LeaderSkillSet,101874,2
LeaderSkillSet,101874,3
LeaderSkillSet,101874,4
LeaderSkillSet,101874,8
LeaderSkillSet,101874,9
LeaderSkillSet,101875,1
LeaderSkillSet,101875,2
LeaderSkillSet,101875,3
LeaderSkillSet,101875,4
LeaderSkillSet,101875,9
LeaderSkillSet,101877,1
LeaderSkillSet,101877,2
LeaderSkillSet,101877,3
LeaderSkillSet,101877,4
LeaderSkillSet,101877,9
LeaderSkillSet,101879,1
LeaderSkillSet,101879,2
LeaderSkillSet,101879,3
LeaderSkillSet,101879,4
LeaderSkillSet,101879,8
LeaderSkillSet,101879,9
LeaderSkillSet,101880,1
LeaderSkillSet,101880,2
LeaderSkillSet,101880,3
LeaderSkillSet,101880,4
LeaderSkillSet,101880,8
LeaderSkillSet,101880,14
LeaderSkillSet,101884,1
LeaderSkillSet,101884,2
LeaderSkillSet,101884,3
LeaderSkillSet,101884,4
LeaderSkillSet,101884,8
LeaderSkillSet,101886,1
LeaderSkillSet,101886,2
LeaderSkillSet,101886,3
LeaderSkillSet,101886,4
LeaderSkillSet,101886,8
LeaderSkillSet,101886,9
LeaderSkillSet,101887,1
LeaderSkillSet,101887,2
LeaderSkillSet,101887,3
LeaderSkillSet,101887,4
LeaderSkillSet,101887,8
LeaderSkillSet,101887,9
LeaderSkillSet,101888,1
LeaderSkillSet,101888,2
LeaderSkillSet,101888,3
LeaderSkillSet,101888,4
LeaderSkillSet,101888,8
LeaderSkillSet,101888,9
LeaderSkillSet,101890,1
LeaderSkillSet,101890,2
LeaderSkillSet,101890,3
LeaderSkillSet,101890,4
LeaderSkillSet,101890,8
LeaderSkillSet,101892,1
LeaderSkillSet,101892,2
LeaderSkillSet,101892,3
LeaderSkillSet,101892,4
LeaderSkillSet,101892,9
LeaderSkillSet,101893,1
LeaderSkillSet,101893,2
LeaderSkillSet,101893,3
LeaderSkillSet,101893,4
LeaderSkillSet,101893,9
