id,z_battle_stage_id,level,z_battle_first_reward_set_id,main_reward_id
1312,39,10,1246,4592
1313,39,11,1247,4594
1314,39,12,1248,4600
1315,39,13,1249,4604
1316,39,14,1250,4608
1317,39,15,1251,4613
1318,39,16,1252,4617
1319,39,17,1253,4621
1320,39,18,1254,4625
1321,39,19,1255,4629
1322,39,20,1256,4636
1323,39,21,1257,4638
1324,39,22,1258,4645
1325,39,23,1259,4650
1326,39,24,1260,4655
1327,39,25,1261,4663
1328,39,26,1262,4665
1329,39,27,1263,4672
1330,39,28,1264,4677
1331,39,29,1265,4682
1332,39,30,1266,4694
1333,39,31,1267,4695
1334,40,1,1268,4697
1335,40,2,1269,4701
1336,40,3,1270,4704
1337,40,4,1271,4707
1338,40,5,1272,4711
1339,40,6,1273,4714
1340,40,7,1274,4717
1341,40,8,1275,4720
1342,40,9,1276,4723
1343,40,10,1277,4729
1344,40,11,1278,4731
1345,40,12,1279,4735
1346,40,13,1280,4738
1347,40,14,1281,4741
1348,40,15,1282,4745
1349,40,16,1283,4748
1350,40,17,1284,4751
1351,40,18,1285,4754
1352,40,19,1286,4757
1353,40,20,1287,4763
1354,40,21,1288,4765
1355,40,22,1289,4769
1356,40,23,1290,4772
1357,40,24,1291,4775
1358,40,25,1292,4779
1359,40,26,1293,4781
1360,40,27,1294,4785
1361,40,28,1295,4788
1362,40,29,1296,4791
1363,40,30,1297,4797
1364,40,31,1298,4798
1365,41,1,1299,4800
1366,41,2,1300,4806
1367,41,3,1301,4810
1368,41,4,1302,4814
1369,41,5,1303,4819
1370,41,6,1304,4823
1371,41,7,1305,4827
1372,41,8,1306,4831
1373,41,9,1307,4835
1374,41,10,1308,4842
1375,41,11,1309,4844
1376,41,12,1310,4850
1377,41,13,1311,4854
1378,41,14,1312,4858
1379,41,15,1313,4863
1380,41,16,1314,4867
1381,41,17,1315,4871
1382,41,18,1316,4875
1383,41,19,1317,4879
1384,41,20,1318,4886
1385,41,21,1319,4888
1386,41,22,1320,4895
1387,41,23,1321,4900
1388,41,24,1322,4905
1389,41,25,1323,4912
1390,41,26,1324,4915
1391,41,27,1325,4922
1392,41,28,1326,4927
1393,41,29,1327,4932
1394,41,30,1328,4943
1395,41,31,1329,4945
1396,42,1,1330,4947
1397,42,2,1331,4951
1398,42,3,1332,4954
1399,42,4,1333,4957
1400,42,5,1334,4961
1401,42,6,1335,4964
1402,42,7,1336,4967
1403,42,8,1337,4970
1404,42,9,1338,4973
1405,42,10,1339,4979
1406,42,11,1340,4981
1407,42,12,1341,4985
1408,42,13,1342,4988
1409,42,14,1343,4991
1410,42,15,1344,4995
1411,42,16,1345,4998
1412,42,17,1346,5001
1413,42,18,1347,5004
1414,42,19,1348,5007
1415,42,20,1349,5013
1416,42,21,1350,5015
1417,42,22,1351,5019
1418,42,23,1352,5022
1419,42,24,1353,5025
1420,42,25,1354,5029
1421,42,26,1355,5031
1422,42,27,1356,5035
1423,42,28,1357,5038
1424,42,29,1358,5041
1425,42,30,1359,5047
1426,42,31,1360,5048
1427,43,1,1361,5050
1428,43,2,1362,5054
1429,43,3,1363,5057
1430,43,4,1364,5060
1431,43,5,1365,5064
1432,43,6,1366,5067
1433,43,7,1367,5070
1434,43,8,1368,5073
1435,43,9,1369,5076
1436,43,10,1370,5082
1437,43,11,1371,5084
1438,43,12,1372,5088
1439,43,13,1373,5091
1440,43,14,1374,5094
1441,43,15,1375,5098
1442,43,16,1376,5101
1443,43,17,1377,5104
1444,43,18,1378,5107
1445,43,19,1379,5110
1446,43,20,1380,5116
1447,43,21,1381,5118
1448,43,22,1382,5122
1449,43,23,1383,5125
1450,43,24,1384,5128
1451,43,25,1385,5132
1452,43,26,1386,5134
1453,43,27,1387,5138
1454,43,28,1388,5141
1455,43,29,1389,5144
1456,43,30,1390,5150
1457,43,31,1391,5151
1458,44,1,1392,5153
1459,44,2,1393,5157
1460,44,3,1394,5160
1461,44,4,1395,5163
1462,44,5,1396,5167
1463,44,6,1397,5170
1464,44,7,1398,5173
1465,44,8,1399,5176
1466,44,9,1400,5179
1467,44,10,1401,5185
1468,44,11,1402,5187
1469,44,12,1403,5191
1470,44,13,1404,5194
1471,44,14,1405,5197
1472,44,15,1406,5201
1473,44,16,1407,5204
1474,44,17,1408,5207
1475,44,18,1409,5210
1476,44,19,1410,5213
1477,44,20,1411,5219
1478,44,21,1412,5221
1479,44,22,1413,5225
1480,44,23,1414,5228
1481,44,24,1415,5231
1482,44,25,1416,5235
1483,44,26,1417,5237
1484,44,27,1418,5241
1485,44,28,1419,5244
1486,44,29,1420,5247
1487,44,30,1421,5253
1488,44,31,1422,5254
1489,45,1,1423,5256
1490,45,2,1424,5260
1491,45,3,1425,5263
1492,45,4,1426,5266
1493,45,5,1427,5270
1494,45,6,1428,5273
1495,45,7,1429,5276
1496,45,8,1430,5279
1497,45,9,1431,5282
1498,45,10,1432,5288
1499,45,11,1433,5290
1500,45,12,1434,5294
1501,45,13,1435,5297
1502,45,14,1436,5300
1503,45,15,1437,5304
1504,45,16,1438,5307
1505,45,17,1439,5310
1506,45,18,1440,5313
1507,45,19,1441,5316
1508,45,20,1442,5322
1509,45,21,1443,5324
1510,45,22,1444,5328
1511,45,23,1445,5331
1512,45,24,1446,5334
1513,45,25,1447,5338
1514,45,26,1448,5340
1515,45,27,1449,5344
1516,45,28,1450,5347
1517,45,29,1451,5350
1518,45,30,1452,5356
1519,45,31,1453,5357
1520,46,1,1454,5359
1521,46,2,1455,5363
1522,46,3,1456,5366
1523,46,4,1457,5369
1524,46,5,1458,5373
1525,46,6,1459,5376
1526,46,7,1460,5379
1527,46,8,1461,5382
1528,46,9,1462,5385
1529,46,10,1463,5391
1530,46,11,1464,5393
1531,46,12,1465,5397
1532,46,13,1466,5400
1533,46,14,1467,5403
1534,46,15,1468,5407
1535,46,16,1469,5410
1536,46,17,1470,5413
1537,46,18,1471,5416
1538,46,19,1472,5419
1539,46,20,1473,5425
1540,46,21,1474,5427
1541,46,22,1475,5431
1542,46,23,1476,5434
1543,46,24,1477,5437
1544,46,25,1478,5441
1545,46,26,1479,5443
1546,46,27,1480,5447
1547,46,28,1481,5450
1548,46,29,1482,5453
1549,46,30,1483,5459
1550,46,31,1484,5460
1551,47,1,1485,5462
1552,47,2,1486,5468
1553,47,3,1487,5472
1554,47,4,1488,5476
1555,47,5,1489,5481
1556,47,6,1490,5485
1557,47,7,1491,5489
1558,47,8,1492,5493
1559,47,9,1493,5497
1560,47,10,1494,5504
1561,47,11,1495,5506
1562,47,12,1496,5512
1563,47,13,1497,5516
1564,47,14,1498,5520
1565,47,15,1499,5525
1566,47,16,1500,5529
1567,47,17,1501,5533
1568,47,18,1502,5537
1569,47,19,1503,5541
1570,47,20,1504,5548
1571,47,21,1505,5550
1572,47,22,1506,5557
1573,47,23,1507,5562
1574,47,24,1508,5567
1575,47,25,1509,5575
1576,47,26,1510,5577
1577,47,27,1511,5584
1578,47,28,1512,5589
1579,47,29,1513,5594
1580,47,30,1514,5606
1581,47,31,1515,5607
1582,48,1,1516,5609
1583,48,2,1517,5613
1584,48,3,1518,5616
1585,48,4,1519,5619
1586,48,5,1520,5623
1587,48,6,1521,5626
1588,48,7,1522,5629
1589,48,8,1523,5632
1590,48,9,1524,5635
1591,48,10,1525,5641
1592,48,11,1526,5643
1593,48,12,1527,5647
1594,48,13,1528,5650
1595,48,14,1529,5653
1596,48,15,1530,5657
1597,48,16,1531,5660
1598,48,17,1532,5663
1599,48,18,1533,5666
1600,48,19,1534,5669
1601,48,20,1535,5675
1602,48,21,1536,5677
1603,48,22,1537,5681
1604,48,23,1538,5684
1605,48,24,1539,5687
1606,48,25,1540,5691
1607,48,26,1541,5693
1608,48,27,1542,5697
1609,48,28,1543,5700
1610,48,29,1544,5703
1611,48,30,1545,5709
1612,48,31,1546,5710
1675,49,1,1609,6006
1676,49,2,1610,6011
1677,49,3,1611,6016
1678,49,4,1612,6021
1679,49,5,1613,6030
1680,49,6,1614,6032
1681,49,7,1615,6037
1682,49,8,1616,6042
1683,49,9,1617,6047
1684,49,10,1618,6056
1685,49,11,1619,6057
1697,50,1,1631,6113
1698,50,2,1632,6120
1699,50,3,1633,6125
1700,50,4,1634,6130
1701,50,5,1635,6136
1702,50,6,1636,6141
1703,50,7,1637,6146
1704,50,8,1638,6151
1705,50,9,1639,6156
1706,50,10,1640,6164
1707,50,11,1641,6167
1708,50,12,1642,6174
1709,50,13,1643,6179
1710,50,14,1644,6184
1711,50,15,1645,6190
1712,50,16,1646,6195
1713,50,17,1647,6200
1714,50,18,1648,6205
1715,50,19,1649,6210
1716,50,20,1650,6218
1717,50,21,1651,6221
1718,50,22,1652,6229
1719,50,23,1653,6235
1720,50,24,1654,6241
1721,50,25,1655,6250
1722,50,26,1656,6253
1723,50,27,1657,6261
1724,50,28,1658,6267
1725,50,29,1659,6273
1726,50,30,1660,6286
1727,50,31,1661,6287
1770,51,1,1704,6445
1771,51,2,1705,6449
1772,51,3,1706,6452
1773,51,4,1707,6455
1774,51,5,1708,6459
1775,51,6,1709,6462
1776,51,7,1710,6465
1777,51,8,1711,6468
1778,51,9,1712,6471
1779,51,10,1713,6477
1780,51,11,1714,6479
1781,51,12,1715,6483
1782,51,13,1716,6486
1783,51,14,1717,6489
1784,51,15,1718,6493
1785,51,16,1719,6496
1786,51,17,1720,6499
1787,51,18,1721,6502
1788,51,19,1722,6505
1789,51,20,1723,6511
1790,51,21,1724,6513
1791,51,22,1725,6517
1792,51,23,1726,6520
1793,51,24,1727,6523
1794,51,25,1728,6527
1795,51,26,1729,6529
1796,51,27,1730,6533
1797,51,28,1731,6536
1798,51,29,1732,6539
1799,51,30,1733,6545
1800,51,31,1734,6546
1801,52,1,1735,6548
1802,52,2,1736,6553
1803,52,3,1737,6558
1804,52,4,1738,6563
1805,52,5,1739,6572
1806,52,6,1740,6574
1807,52,7,1741,6579
1808,52,8,1742,6584
1809,52,9,1743,6589
1810,52,10,1744,6598
1811,52,11,1745,6599
1812,53,1,1746,6601
1813,53,2,1747,6605
1814,53,3,1748,6608
1815,53,4,1749,6611
1816,53,5,1750,6615
1817,53,6,1751,6618
1818,53,7,1752,6621
1819,53,8,1753,6624
1820,53,9,1754,6627
1821,53,10,1755,6633
1822,53,11,1756,6635
1823,53,12,1757,6639
1824,53,13,1758,6642
1825,53,14,1759,6645
1826,53,15,1760,6649
1827,53,16,1761,6652
1828,53,17,1762,6655
1829,53,18,1763,6658
1830,53,19,1764,6661
1831,53,20,1765,6667
1832,53,21,1766,6669
1833,53,22,1767,6673
1834,53,23,1768,6676
1835,53,24,1769,6679
1836,53,25,1770,6683
1837,53,26,1771,6685
1838,53,27,1772,6689
1839,53,28,1773,6692
1840,53,29,1774,6695
1841,53,30,1775,6701
1842,53,31,1776,6702
1843,54,1,1777,6704
1844,54,2,1778,6710
1845,54,3,1779,6714
1846,54,4,1780,6718
1847,54,5,1781,6723
1848,54,6,1782,6727
1849,54,7,1783,6731
1850,54,8,1784,6735
1851,54,9,1785,6739
1852,54,10,1786,6746
1853,54,11,1787,6748
1854,54,12,1788,6754
1855,54,13,1789,6758
1856,54,14,1790,6762
1857,54,15,1791,6767
1858,54,16,1792,6771
1859,54,17,1793,6775
1860,54,18,1794,6779
1861,54,19,1795,6783
1862,54,20,1796,6790
1863,54,21,1797,6792
1864,54,22,1798,6800
1865,54,23,1799,6805
1866,54,24,1800,6810
1867,54,25,1801,6817
1868,54,26,1802,6819
1869,54,27,1803,6827
1870,54,28,1804,6832
1871,54,29,1805,6837
1872,54,30,1806,6848
1873,54,31,1807,6849
1874,55,1,1808,6851
1875,55,2,1809,6855
1876,55,3,1810,6858
1877,55,4,1811,6861
1878,55,5,1812,6865
1879,55,6,1813,6868
1880,55,7,1814,6871
1881,55,8,1815,6874
1882,55,9,1816,6877
1883,55,10,1817,6883
1884,55,11,1818,6885
1885,55,12,1819,6889
1886,55,13,1820,6892
1887,55,14,1821,6895
1888,55,15,1822,6899
1889,55,16,1823,6902
1890,55,17,1824,6905
1891,55,18,1825,6908
1892,55,19,1826,6911
1893,55,20,1827,6917
1894,55,21,1828,6919
1895,55,22,1829,6923
1896,55,23,1830,6926
1897,55,24,1831,6929
1898,55,25,1832,6933
1899,55,26,1833,6935
1900,55,27,1834,6939
1901,55,28,1835,6942
1902,55,29,1836,6945
1903,55,30,1837,6951
1904,55,31,1838,6952
1905,56,1,1839,6954
1906,56,2,1840,6959
1907,56,3,1841,6964
1908,56,4,1842,6969
1909,56,5,1843,6978
1910,56,6,1844,6980
1911,56,7,1845,6985
1912,56,8,1846,6990
1913,56,9,1847,6995
1914,56,10,1848,7004
1915,56,11,1849,7005
1916,57,1,1850,7007
1917,57,2,1851,7011
1918,57,3,1852,7014
1919,57,4,1853,7017
1920,57,5,1854,7021
1921,57,6,1855,7024
1922,57,7,1856,7027
1923,57,8,1857,7030
1924,57,9,1858,7033
1925,57,10,1859,7039
1926,57,11,1860,7041
1927,57,12,1861,7045
1928,57,13,1862,7048
1929,57,14,1863,7051
1930,57,15,1864,7055
1931,57,16,1865,7058
1932,57,17,1866,7061
1933,57,18,1867,7064
1934,57,19,1868,7067
1935,57,20,1869,7073
1936,57,21,1870,7075
1937,57,22,1871,7079
1938,57,23,1872,7082
1939,57,24,1873,7085
1940,57,25,1874,7089
1941,57,26,1875,7091
1942,57,27,1876,7095
1943,57,28,1877,7098
1944,57,29,1878,7101
1945,57,30,1879,7107
1946,57,31,1880,7108
2031,59,1,1965,7655
2032,59,2,1966,7671
2033,59,3,1967,7682
2034,59,4,1968,7693
2035,59,5,1969,7704
2036,59,6,1970,7715
2037,59,7,1971,7726
2038,59,8,1972,7737
2039,59,9,1973,7748
2040,59,10,1974,7764
2041,59,11,1975,7766
2042,59,12,1976,7782
2043,59,13,1977,7793
2044,59,14,1978,7804
2045,59,15,1979,7820
2046,59,16,1980,7827
2047,59,17,1981,7838
2048,59,18,1982,7849
2049,59,19,1983,7860
2050,59,20,1984,7876
2051,59,21,1985,7878
2052,59,22,1986,7894
2053,59,23,1987,7905
2054,59,24,1988,7916
2055,59,25,1989,7932
2056,59,26,1990,7934
2057,59,27,1991,7950
2058,59,28,1992,7961
2059,59,29,1993,7972
2060,59,30,1994,7988
2061,59,31,1995,7989
2084,60,1,2018,8097
2085,60,2,2019,8102
2086,60,3,2020,8107
2087,60,4,2021,8112
2088,60,5,2022,8121
2089,60,6,2023,8123
2090,60,7,2024,8128
2091,60,8,2025,8133
2092,60,9,2026,8138
2093,60,10,2027,8147
2094,60,11,2028,8148
2095,58,1,2029,8150
2096,58,2,2030,8154
2097,58,3,2031,8157
2098,58,4,2032,8160
2099,58,5,2033,8164
2100,58,6,2034,8167
2101,58,7,2035,8170
2102,58,8,2036,8173
2103,58,9,2037,8176
2104,58,10,2038,8182
2105,58,11,2039,8184
2106,58,12,2040,8188
2107,58,13,2041,8191
2108,58,14,2042,8194
2109,58,15,2043,8198
2110,58,16,2044,8201
2111,58,17,2045,8204
2112,58,18,2046,8207
2113,58,19,2047,8210
2114,58,20,2048,8216
2115,58,21,2049,8218
2116,58,22,2050,8222
2117,58,23,2051,8225
2118,58,24,2052,8228
2119,58,25,2053,8232
2120,58,26,2054,8234
2121,58,27,2055,8238
2122,58,28,2056,8241
2123,58,29,2057,8244
2124,58,30,2058,8250
2125,58,31,2059,8251
2126,61,1,2060,8253
2127,61,2,2061,8257
2128,61,3,2062,8260
2129,61,4,2063,8263
2130,61,5,2064,8267
2131,61,6,2065,8270
2132,61,7,2066,8273
2133,61,8,2067,8276
2134,61,9,2068,8279
2135,61,10,2069,8285
2136,61,11,2070,8287
2137,61,12,2071,8291
2138,61,13,2072,8294
2139,61,14,2073,8297
2140,61,15,2074,8301
2141,61,16,2075,8304
2142,61,17,2076,8307
2143,61,18,2077,8310
2144,61,19,2078,8313
2145,61,20,2079,8319
2146,61,21,2080,8321
2147,61,22,2081,8325
2148,61,23,2082,8328
2149,61,24,2083,8331
2150,61,25,2084,8335
2151,61,26,2085,8337
2152,61,27,2086,8341
2153,61,28,2087,8344
2154,61,29,2088,8347
2155,61,30,2089,8353
2156,61,31,2090,8354
2168,62,1,2102,8409
2169,62,2,2103,8414
2170,62,3,2104,8419
2171,62,4,2105,8424
2172,62,5,2106,8433
2173,62,6,2107,8435
2174,62,7,2108,8440
2175,62,8,2109,8445
2176,62,9,2110,8450
2177,62,10,2111,8459
2178,62,11,2112,8460
2179,63,1,2113,8462
2180,63,2,2114,8470
2181,63,3,2115,8475
2182,63,4,2116,8480
2183,63,5,2117,8486
2184,63,6,2118,8491
2185,63,7,2119,8496
2186,63,8,2120,8501
2187,63,9,2121,8506
2188,63,10,2122,8514
2189,63,11,2123,8516
2190,63,12,2124,8524
2191,63,13,2125,8529
2192,63,14,2126,8534
2193,63,15,2127,8540
2194,63,16,2128,8545
2195,63,17,2129,8550
2196,63,18,2130,8555
2197,63,19,2131,8560
2198,63,20,2132,8568
2199,63,21,2133,8570
2200,63,22,2134,8578
2201,63,23,2135,8583
2202,63,24,2136,8588
2203,63,25,2137,8594
2204,63,26,2138,8596
2205,63,27,2139,8604
2206,63,28,2140,8609
2207,63,29,2141,8614
2208,63,30,2142,8622
2209,63,31,2143,8623
2210,64,1,2144,8625
2211,64,2,2145,8629
2212,64,3,2146,8632
2213,64,4,2147,8635
2214,64,5,2148,8639
2215,64,6,2149,8642
2216,64,7,2150,8645
2217,64,8,2151,8648
2218,64,9,2152,8651
2219,64,10,2153,8657
2220,64,11,2154,8659
2221,64,12,2155,8663
2222,64,13,2156,8666
2223,64,14,2157,8669
2224,64,15,2158,8673
2225,64,16,2159,8676
2226,64,17,2160,8679
2227,64,18,2161,8682
2228,64,19,2162,8685
2229,64,20,2163,8691
2230,64,21,2164,8693
2231,64,22,2165,8697
2232,64,23,2166,8700
2233,64,24,2167,8703
2234,64,25,2168,8707
2235,64,26,2169,8709
2236,64,27,2170,8713
2237,64,28,2171,8716
2238,64,29,2172,8719
2239,64,30,2173,8725
2240,64,31,2174,8726
2252,65,1,2186,8781
2253,65,2,2187,8787
2254,65,3,2188,8791
2255,65,4,2189,8795
2256,65,5,2190,8800
2257,65,6,2191,8804
2258,65,7,2192,8808
2259,65,8,2193,8812
2260,65,9,2194,8816
2261,65,10,2195,8823
2262,65,11,2196,8825
2263,65,12,2197,8831
2264,65,13,2198,8835
2265,65,14,2199,8839
2266,65,15,2200,8844
2267,65,16,2201,8848
2268,65,17,2202,8852
2269,65,18,2203,8856
2270,65,19,2204,8860
2271,65,20,2205,8867
2272,65,21,2206,8872
2273,65,22,2207,8878
2274,65,23,2208,8882
2275,65,24,2209,8886
2276,65,25,2210,8891
2277,65,26,2211,8893
2278,65,27,2212,8899
2279,65,28,2213,8903
2280,65,29,2214,8907
2281,65,30,2215,8914
2282,65,31,2216,8915
2345,66,1,2279,9715
2346,66,2,2280,9729
2347,66,3,2281,9742
2348,66,4,2282,9755
2349,66,5,2283,9768
2350,66,6,2284,9781
2351,66,7,2285,9794
2352,66,8,2286,9807
2353,66,9,2287,9820
2354,66,10,2288,9838
2355,66,11,2289,9846
2356,66,12,2290,9860
2357,66,13,2291,9873
2358,66,14,2292,9886
2359,66,15,2293,9904
2360,66,16,2294,9913
2361,66,17,2295,9926
2362,66,18,2296,9939
2363,66,19,2297,9952
2364,66,20,2298,9970
2365,66,21,2299,9978
2366,66,22,2300,9992
2367,66,23,2301,10005
2368,66,24,2302,10018
2369,66,25,2303,10036
2370,66,26,2304,10044
2371,66,27,2305,10058
2372,66,28,2306,10071
2373,66,29,2307,10084
2374,66,30,2308,10102
2375,66,31,2309,10103
2376,67,1,2310,10105
2377,67,2,2311,10110
2378,67,3,2312,10115
2379,67,4,2313,10120
2380,67,5,2314,10129
2381,67,6,2315,10131
2382,67,7,2316,10136
2383,67,8,2317,10141
2384,67,9,2318,10146
2385,67,10,2319,10155
2386,67,11,2320,10156
2387,68,1,2321,10158
2388,68,2,2322,10162
2389,68,3,2323,10165
2390,68,4,2324,10168
2391,68,5,2325,10172
2392,68,6,2326,10175
2393,68,7,2327,10178
2394,68,8,2328,10181
2395,68,9,2329,10184
2396,68,10,2330,10190
2397,68,11,2331,10192
2398,68,12,2332,10196
2399,68,13,2333,10199
2400,68,14,2334,10202
2401,68,15,2335,10206
2402,68,16,2336,10209
2403,68,17,2337,10212
2404,68,18,2338,10215
2405,68,19,2339,10218
2406,68,20,2340,10224
2407,68,21,2341,10226
2408,68,22,2342,10230
2409,68,23,2343,10233
2410,68,24,2344,10236
2411,68,25,2345,10240
2412,68,26,2346,10242
2413,68,27,2347,10246
2414,68,28,2348,10249
2415,68,29,2349,10252
2416,68,30,2350,10258
2417,68,31,2351,10259
2418,69,1,2352,10264
2419,69,2,2353,10274
2420,69,3,2354,10283
2421,69,4,2355,10292
2422,69,5,2356,10301
2423,69,6,2357,10310
2424,69,7,2358,10319
2425,69,8,2359,10328
2426,69,9,2360,10337
2427,69,10,2361,10346
2428,69,11,2362,10354
2429,69,12,2363,10364
2430,69,13,2364,10373
2431,69,14,2365,10382
2432,69,15,2366,10395
2433,69,16,2367,10401
2434,69,17,2368,10410
2435,69,18,2369,10419
2436,69,19,2370,10428
2437,69,20,2371,10441
2438,69,21,2372,10446
2439,69,22,2373,10456
2440,69,23,2374,10465
2441,69,24,2375,10474
2442,69,25,2376,10487
2443,69,26,2377,10492
2444,69,27,2378,10502
2445,69,28,2379,10511
2446,69,29,2380,10520
2447,69,30,2381,10533
2448,69,31,2382,10534
2449,70,1,2383,10540
2450,70,2,2384,10551
2451,70,3,2385,10561
2452,70,4,2386,10571
2453,70,5,2387,10581
2454,70,6,2388,10591
2455,70,7,2389,10601
2456,70,8,2390,10611
2457,70,9,2391,10621
2458,70,10,2392,10635
2459,70,11,2393,10641
2460,70,12,2394,10652
2461,70,13,2395,10662
2462,70,14,2396,10672
2463,70,15,2397,10686
2464,70,16,2398,10693
2465,70,17,2399,10703
2466,70,18,2400,10713
2467,70,19,2401,10723
2468,70,20,2402,10737
2469,70,21,2403,10743
2470,70,22,2404,10754
2471,70,23,2405,10764
2472,70,24,2406,10774
2473,70,25,2407,10788
2474,70,26,2408,10794
2475,70,27,2409,10805
2476,70,28,2410,10815
2477,70,29,2411,10825
2478,70,30,2412,10839
2479,70,31,2413,10840
2480,71,1,2414,10842
2481,71,2,2415,10847
2482,71,3,2416,10852
2483,71,4,2417,10857
2484,71,5,2418,10866
2485,71,6,2419,10868
2486,71,7,2420,10873
2487,71,8,2421,10878
2488,71,9,2422,10883
2489,71,10,2423,10892
2490,71,11,2424,10893
2491,72,1,2425,10895
2492,72,2,2426,10901
2493,72,3,2427,10905
2494,72,4,2428,10909
2495,72,5,2429,10914
2496,72,6,2430,10918
2497,72,7,2431,10922
2498,72,8,2432,10926
2499,72,9,2433,10930
2500,72,10,2434,10937
2501,72,11,2435,10939
2502,72,12,2436,10945
2503,72,13,2437,10949
2504,72,14,2438,10953
2505,72,15,2439,10958
2506,72,16,2440,10962
2507,72,17,2441,10966
2508,72,18,2442,10970
2509,72,19,2443,10974
2510,72,20,2444,10981
2511,72,21,2445,10983
2512,72,22,2446,10990
2513,72,23,2447,10995
2514,72,24,2448,11000
2515,72,25,2449,11008
2516,72,26,2450,11010
2517,72,27,2451,11017
2518,72,28,2452,11022
2519,72,29,2453,11027
2520,72,30,2454,11039
2521,72,31,2455,11040
2522,73,1,2456,11042
2523,73,2,2457,11048
2524,73,3,2458,11052
2525,73,4,2459,11056
2526,73,5,2460,11061
2527,73,6,2461,11065
2528,73,7,2462,11069
2529,73,8,2463,11073
2530,73,9,2464,11077
2531,73,10,2465,11084
2532,73,11,2466,11086
2533,73,12,2467,11092
2534,73,13,2468,11096
2535,73,14,2469,11100
2536,73,15,2470,11105
2537,73,16,2471,11109
2538,73,17,2472,11113
2539,73,18,2473,11117
2540,73,19,2474,11121
2541,73,20,2475,11131
2542,73,21,2476,11133
2543,73,22,2477,11139
2544,73,23,2478,11143
2545,73,24,2479,11147
2546,73,25,2480,11152
2547,73,26,2481,11154
2548,73,27,2482,11160
2549,73,28,2483,11164
2550,73,29,2484,11168
2551,73,30,2485,11175
2552,73,31,2486,11176
2553,74,1,2487,11178
2554,74,2,2488,11183
2555,74,3,2489,11188
2556,74,4,2490,11193
2557,74,5,2491,11202
2558,74,6,2492,11204
2559,74,7,2493,11209
2560,74,8,2494,11214
2561,74,9,2495,11219
2562,74,10,2496,11228
2563,74,11,2497,11229
2575,75,1,2509,11284
2576,75,2,2510,11289
2577,75,3,2511,11294
2578,75,4,2512,11299
2579,75,5,2513,11308
2580,75,6,2514,11310
2581,75,7,2515,11315
2582,75,8,2516,11320
2583,75,9,2517,11325
2584,75,10,2518,11334
2585,75,11,2519,11335
2586,76,1,2520,11337
2587,76,2,2521,11343
2588,76,3,2522,11354
2589,76,4,2523,11356
2590,76,5,2524,11362
2591,76,6,2525,11373
2592,76,7,2526,11375
2593,76,8,2527,11384
2594,76,9,2528,11393
2595,76,10,2529,11410
2596,76,11,2530,11412
2597,77,1,2531,11414
2598,77,2,2532,11418
2599,77,3,2533,11421
2600,77,4,2534,11424
2601,77,5,2535,11428
2602,77,6,2536,11431
2603,77,7,2537,11434
2604,77,8,2538,11437
2605,77,9,2539,11440
2606,77,10,2540,11446
2607,77,11,2541,11448
2608,77,12,2542,11452
2609,77,13,2543,11455
2610,77,14,2544,11458
2611,77,15,2545,11462
2612,77,16,2546,11465
2613,77,17,2547,11468
2614,77,18,2548,11471
2615,77,19,2549,11474
2616,77,20,2550,11480
2617,77,21,2551,11482
2618,77,22,2552,11486
2619,77,23,2553,11489
2620,77,24,2554,11492
2621,77,25,2555,11496
2622,77,26,2556,11498
2623,77,27,2557,11502
2624,77,28,2558,11505
2625,77,29,2559,11508
2626,77,30,2560,11514
2627,77,31,2561,11515
2628,78,1,2624,12025
2629,78,6,2562,12019
2631,78,10,2563,11521
2632,78,11,2562,12019
2633,78,15,2563,11521
2634,78,16,2562,12019
2635,78,20,2563,11521
2636,78,21,2562,12019
2637,78,25,2563,11521
2638,78,26,2562,12019
2639,78,30,2563,11521
2640,78,31,2562,12019
2641,78,34,2564,11875
2642,78,35,2565,11532
2643,78,36,2564,11875
2644,78,40,2565,11532
2645,78,41,2564,11875
2646,78,45,2565,11532
2647,78,46,2564,11875
2648,78,50,2565,11532
2649,78,51,2564,11875
2650,78,55,2565,11532
2651,78,56,2564,11875
2652,78,60,2565,11532
2653,78,61,2564,11875
2654,78,65,2565,11532
2655,78,66,2564,11875
2656,78,67,2566,11880
2657,78,70,2567,11543
2658,78,71,2566,11880
2659,78,75,2567,11543
2660,78,76,2566,11880
2661,78,80,2567,11543
2662,78,81,2566,11880
2663,78,85,2567,11543
2664,78,86,2566,11880
2665,78,90,2567,11543
2666,78,91,2566,11880
2667,78,95,2567,11543
2668,78,99,2566,11880
2669,78,100,2568,12024
2670,78,101,2569,11889
2671,78,105,2570,11556
2672,78,106,2569,11889
2673,78,110,2570,11556
2674,78,111,2569,11889
2675,78,115,2570,11556
2676,78,116,2569,11889
2677,78,120,2570,11556
2678,78,121,2569,11889
2679,78,125,2570,11556
2680,78,126,2569,11889
2681,78,130,2570,11556
2682,78,131,2569,11889
2683,78,134,2571,11894
2684,78,135,2572,11567
2685,78,136,2571,11894
2686,78,140,2572,11567
2687,78,141,2571,11894
2688,78,145,2572,11567
2689,78,146,2571,11894
2690,78,150,2572,11567
2691,78,151,2571,11894
2692,78,155,2572,11567
2693,78,156,2571,11894
2694,78,160,2572,11567
2695,78,161,2571,11894
2696,78,165,2572,11567
2697,78,166,2571,11894
2698,78,167,2573,11899
2699,78,170,2574,11578
2700,78,171,2573,11899
2701,78,175,2574,11578
2702,78,176,2573,11899
