id,kind,description,conditions
295,0,Drop rates of Potential Orbs increase by 34%,"{""item_type"":""PotentialItem"",""benefit_permil"":340}"
296,0,Drop rates of Potential Orbs increase by 35%,"{""item_type"":""PotentialItem"",""benefit_permil"":350}"
297,0,Drop rates of Potential Orbs increase by 36%,"{""item_type"":""PotentialItem"",""benefit_permil"":360}"
298,0,Drop rates of Potential Orbs increase by 37%,"{""item_type"":""PotentialItem"",""benefit_permil"":370}"
299,0,Drop rates of Potential Orbs increase by 38%,"{""item_type"":""PotentialItem"",""benefit_permil"":380}"
300,0,Drop rates of Potential Orbs increase by 39%,"{""item_type"":""PotentialItem"",""benefit_permil"":390}"
301,0,Drop rates of Potential Orbs increase by 40%,"{""item_type"":""PotentialItem"",""benefit_permil"":400}"
302,0,Drop rates of Potential Orbs increase by 41%,"{""item_type"":""PotentialItem"",""benefit_permil"":410}"
303,0,Drop rates of Potential Orbs increase by 42%,"{""item_type"":""PotentialItem"",""benefit_permil"":420}"
304,0,Drop rates of Potential Orbs increase by 43%,"{""item_type"":""PotentialItem"",""benefit_permil"":430}"
305,0,Drop rates of Potential Orbs increase by 44%,"{""item_type"":""PotentialItem"",""benefit_permil"":440}"
306,0,Drop rates of Potential Orbs increase by 45%,"{""item_type"":""PotentialItem"",""benefit_permil"":450}"
307,0,Drop rates of Potential Orbs increase by 46%,"{""item_type"":""PotentialItem"",""benefit_permil"":460}"
308,0,Drop rates of Potential Orbs increase by 47%,"{""item_type"":""PotentialItem"",""benefit_permil"":470}"
309,0,Drop rates of Potential Orbs increase by 48%,"{""item_type"":""PotentialItem"",""benefit_permil"":480}"
310,0,Drop rates of Potential Orbs increase by 49%,"{""item_type"":""PotentialItem"",""benefit_permil"":490}"
311,0,Drop rates of Potential Orbs increase by 50%,"{""item_type"":""PotentialItem"",""benefit_permil"":500}"
312,3,STA restoration time shortens by 11 seconds,"{""shortened_sec"":11}"
313,3,STA restoration time shortens by 12 seconds,"{""shortened_sec"":12}"
314,3,STA restoration time shortens by 13 seconds,"{""shortened_sec"":13}"
315,3,STA restoration time shortens by 14 seconds,"{""shortened_sec"":14}"
316,3,STA restoration time shortens by 15 seconds,"{""shortened_sec"":15}"
317,2,Reward Boost restoration time shortens by 250 seconds,"{""shortened_sec"":250}"
318,2,Reward Boost restoration time shortens by 255 seconds,"{""shortened_sec"":255}"
319,2,Reward Boost restoration time shortens by 260 seconds,"{""shortened_sec"":260}"
320,2,Reward Boost restoration time shortens by 265 seconds,"{""shortened_sec"":265}"
321,2,Reward Boost restoration time shortens by 275 seconds,"{""shortened_sec"":275}"
322,2,Reward Boost restoration time shortens by 280 seconds,"{""shortened_sec"":280}"
323,2,Reward Boost restoration time shortens by 285 seconds,"{""shortened_sec"":285}"
324,2,Reward Boost restoration time shortens by 290 seconds,"{""shortened_sec"":290}"
325,2,Reward Boost restoration time shortens by 300 seconds,"{""shortened_sec"":300}"
326,2,Reward Boost restoration time shortens by 305 seconds,"{""shortened_sec"":305}"
327,2,Reward Boost restoration time shortens by 310 seconds,"{""shortened_sec"":310}"
328,2,Reward Boost restoration time shortens by 315 seconds,"{""shortened_sec"":315}"
329,2,Reward Boost restoration time shortens by 325 seconds,"{""shortened_sec"":325}"
330,2,Reward Boost restoration time shortens by 330 seconds,"{""shortened_sec"":330}"
331,2,Reward Boost restoration time shortens by 335 seconds,"{""shortened_sec"":335}"
332,2,Reward Boost restoration time shortens by 340 seconds,"{""shortened_sec"":340}"
333,2,Reward Boost restoration time shortens by 350 seconds,"{""shortened_sec"":350}"
334,2,Reward Boost restoration time shortens by 355 seconds,"{""shortened_sec"":355}"
335,2,Reward Boost restoration time shortens by 360 seconds,"{""shortened_sec"":360}"
336,2,Reward Boost restoration time shortens by 365 seconds,"{""shortened_sec"":365}"
337,2,Reward Boost restoration time shortens by 375 seconds,"{""shortened_sec"":375}"
338,2,Reward Boost restoration time shortens by 380 seconds,"{""shortened_sec"":380}"
339,2,Reward Boost restoration time shortens by 385 seconds,"{""shortened_sec"":385}"
340,2,Reward Boost restoration time shortens by 390 seconds,"{""shortened_sec"":390}"
341,2,Reward Boost restoration time shortens by 400 seconds,"{""shortened_sec"":400}"
342,3,STA restoration time shortens by 16 seconds,"{""shortened_sec"":16}"
343,3,STA restoration time shortens by 17 seconds,"{""shortened_sec"":17}"
344,3,STA restoration time shortens by 18 seconds,"{""shortened_sec"":18}"
345,3,STA restoration time shortens by 19 seconds,"{""shortened_sec"":19}"
346,3,STA restoration time shortens by 20 seconds,"{""shortened_sec"":20}"
347,0,Drop rates of characters increase by 11%,"{""item_type"":""Card"",""benefit_permil"":110}"
348,0,Drop rates of characters increase by 12%,"{""item_type"":""Card"",""benefit_permil"":120}"
349,0,Drop rates of characters increase by 13%,"{""item_type"":""Card"",""benefit_permil"":130}"
350,0,Drop rates of characters increase by 14%,"{""item_type"":""Card"",""benefit_permil"":140}"
351,0,Drop rates of characters increase by 15%,"{""item_type"":""Card"",""benefit_permil"":150}"
352,0,Drop rates of characters increase by 16%,"{""item_type"":""Card"",""benefit_permil"":160}"
353,0,Drop rates of characters increase by 17%,"{""item_type"":""Card"",""benefit_permil"":170}"
354,0,Drop rates of characters increase by 18%,"{""item_type"":""Card"",""benefit_permil"":180}"
355,0,Drop rates of characters increase by 19%,"{""item_type"":""Card"",""benefit_permil"":190}"
356,0,Drop rates of characters increase by 20%,"{""item_type"":""Card"",""benefit_permil"":200}"
357,0,Drop rates of characters increase by 21%,"{""item_type"":""Card"",""benefit_permil"":210}"
358,0,Drop rates of characters increase by 22%,"{""item_type"":""Card"",""benefit_permil"":220}"
359,0,Drop rates of characters increase by 23%,"{""item_type"":""Card"",""benefit_permil"":230}"
360,0,Drop rates of characters increase by 24%,"{""item_type"":""Card"",""benefit_permil"":240}"
361,0,Drop rates of characters increase by 25%,"{""item_type"":""Card"",""benefit_permil"":250}"
362,2,Reward Boost restoration time shortens by 410 seconds,"{""shortened_sec"":410}"
363,2,Reward Boost restoration time shortens by 420 seconds,"{""shortened_sec"":420}"
364,2,Reward Boost restoration time shortens by 430 seconds,"{""shortened_sec"":430}"
365,2,Reward Boost restoration time shortens by 440 seconds,"{""shortened_sec"":440}"
366,2,Reward Boost restoration time shortens by 450 seconds,"{""shortened_sec"":450}"
367,2,Reward Boost restoration time shortens by 460 seconds,"{""shortened_sec"":460}"
368,2,Reward Boost restoration time shortens by 470 seconds,"{""shortened_sec"":470}"
369,2,Reward Boost restoration time shortens by 480 seconds,"{""shortened_sec"":480}"
370,2,Reward Boost restoration time shortens by 490 seconds,"{""shortened_sec"":490}"
371,2,Reward Boost restoration time shortens by 500 seconds,"{""shortened_sec"":500}"
372,0,Drop rates of Treasure Items increase by 11%,"{""item_type"":""TreasureItem"",""benefit_permil"":110}"
373,0,Drop rates of Treasure Items increase by 12%,"{""item_type"":""TreasureItem"",""benefit_permil"":120}"
374,0,Drop rates of Treasure Items increase by 13%,"{""item_type"":""TreasureItem"",""benefit_permil"":130}"
375,0,Drop rates of Treasure Items increase by 14%,"{""item_type"":""TreasureItem"",""benefit_permil"":140}"
376,0,Drop rates of Treasure Items increase by 15%,"{""item_type"":""TreasureItem"",""benefit_permil"":150}"
377,0,Drop rates of Treasure Items increase by 16%,"{""item_type"":""TreasureItem"",""benefit_permil"":160}"
378,0,Drop rates of Treasure Items increase by 17%,"{""item_type"":""TreasureItem"",""benefit_permil"":170}"
379,0,Drop rates of Treasure Items increase by 18%,"{""item_type"":""TreasureItem"",""benefit_permil"":180}"
380,0,Drop rates of Treasure Items increase by 19%,"{""item_type"":""TreasureItem"",""benefit_permil"":190}"
381,0,Drop rates of Treasure Items increase by 20%,"{""item_type"":""TreasureItem"",""benefit_permil"":200}"
382,0,Drop rates of Treasure Items increase by 21%,"{""item_type"":""TreasureItem"",""benefit_permil"":210}"
383,0,Drop rates of Treasure Items increase by 22%,"{""item_type"":""TreasureItem"",""benefit_permil"":220}"
384,0,Drop rates of Treasure Items increase by 23%,"{""item_type"":""TreasureItem"",""benefit_permil"":230}"
385,0,Drop rates of Treasure Items increase by 24%,"{""item_type"":""TreasureItem"",""benefit_permil"":240}"
386,0,Drop rates of Treasure Items increase by 25%,"{""item_type"":""TreasureItem"",""benefit_permil"":250}"
387,2,Reward Boost restoration time shortens by 505 seconds,"{""shortened_sec"":505}"
388,2,Reward Boost restoration time shortens by 510 seconds,"{""shortened_sec"":510}"
389,2,Reward Boost restoration time shortens by 515 seconds,"{""shortened_sec"":515}"
390,2,Reward Boost restoration time shortens by 520 seconds,"{""shortened_sec"":520}"
391,2,Reward Boost restoration time shortens by 525 seconds,"{""shortened_sec"":525}"
392,2,Reward Boost restoration time shortens by 530 seconds,"{""shortened_sec"":530}"
393,2,Reward Boost restoration time shortens by 535 seconds,"{""shortened_sec"":535}"
394,2,Reward Boost restoration time shortens by 540 seconds,"{""shortened_sec"":540}"
395,2,Reward Boost restoration time shortens by 545 seconds,"{""shortened_sec"":545}"
396,2,Reward Boost restoration time shortens by 550 seconds,"{""shortened_sec"":550}"
397,0,Drop rates of Awakening Medals increase by 11%,"{""item_type"":""AwakeningItem"",""benefit_permil"":110}"
398,0,Drop rates of Awakening Medals increase by 12%,"{""item_type"":""AwakeningItem"",""benefit_permil"":120}"
399,0,Drop rates of Awakening Medals increase by 13%,"{""item_type"":""AwakeningItem"",""benefit_permil"":130}"
400,0,Drop rates of Awakening Medals increase by 14%,"{""item_type"":""AwakeningItem"",""benefit_permil"":140}"
401,0,Drop rates of Awakening Medals increase by 15%,"{""item_type"":""AwakeningItem"",""benefit_permil"":150}"
402,0,Drop rates of Awakening Medals increase by 16%,"{""item_type"":""AwakeningItem"",""benefit_permil"":160}"
403,0,Drop rates of Awakening Medals increase by 17%,"{""item_type"":""AwakeningItem"",""benefit_permil"":170}"
404,0,Drop rates of Awakening Medals increase by 18%,"{""item_type"":""AwakeningItem"",""benefit_permil"":180}"
405,0,Drop rates of Awakening Medals increase by 19%,"{""item_type"":""AwakeningItem"",""benefit_permil"":190}"
406,0,Drop rates of Awakening Medals increase by 20%,"{""item_type"":""AwakeningItem"",""benefit_permil"":200}"
407,0,Drop rates of Awakening Medals increase by 21%,"{""item_type"":""AwakeningItem"",""benefit_permil"":210}"
408,0,Drop rates of Awakening Medals increase by 22%,"{""item_type"":""AwakeningItem"",""benefit_permil"":220}"
409,0,Drop rates of Awakening Medals increase by 23%,"{""item_type"":""AwakeningItem"",""benefit_permil"":230}"
410,0,Drop rates of Awakening Medals increase by 24%,"{""item_type"":""AwakeningItem"",""benefit_permil"":240}"
411,0,Drop rates of Awakening Medals increase by 25%,"{""item_type"":""AwakeningItem"",""benefit_permil"":250}"
412,4,Prices in Trade Points 11% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":110}"
413,4,Prices in Trade Points 12% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":120}"
414,4,Prices in Trade Points 13% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":130}"
415,4,Prices in Trade Points 14% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":140}"
416,4,Prices in Trade Points 15% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":150}"
417,3,STA restoration time shortens by 21 seconds,"{""shortened_sec"":21}"
418,3,STA restoration time shortens by 22 seconds,"{""shortened_sec"":22}"
419,3,STA restoration time shortens by 23 seconds,"{""shortened_sec"":23}"
420,3,STA restoration time shortens by 24 seconds,"{""shortened_sec"":24}"
421,3,STA restoration time shortens by 25 seconds,"{""shortened_sec"":25}"
422,2,Reward Boost restoration time shortens by 555 seconds,"{""shortened_sec"":555}"
423,2,Reward Boost restoration time shortens by 560 seconds,"{""shortened_sec"":560}"
424,2,Reward Boost restoration time shortens by 565 seconds,"{""shortened_sec"":565}"
425,2,Reward Boost restoration time shortens by 570 seconds,"{""shortened_sec"":570}"
426,2,Reward Boost restoration time shortens by 575 seconds,"{""shortened_sec"":575}"
427,2,Reward Boost restoration time shortens by 580 seconds,"{""shortened_sec"":580}"
428,2,Reward Boost restoration time shortens by 585 seconds,"{""shortened_sec"":585}"
429,2,Reward Boost restoration time shortens by 590 seconds,"{""shortened_sec"":590}"
430,2,Reward Boost restoration time shortens by 595 seconds,"{""shortened_sec"":595}"
431,2,Reward Boost restoration time shortens by 600 seconds,"{""shortened_sec"":600}"
432,4,Prices in Zeni 11% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":110}"
433,4,Prices in Zeni 12% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":120}"
434,4,Prices in Zeni 13% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":130}"
435,4,Prices in Zeni 14% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":140}"
436,4,Prices in Zeni 15% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":150}"
437,3,STA restoration time shortens by 26 seconds,"{""shortened_sec"":26}"
438,3,STA restoration time shortens by 27 seconds,"{""shortened_sec"":27}"
439,3,STA restoration time shortens by 28 seconds,"{""shortened_sec"":28}"
440,3,STA restoration time shortens by 29 seconds,"{""shortened_sec"":29}"
441,3,STA restoration time shortens by 30 seconds,"{""shortened_sec"":30}"
442,2,Reward Boost restoration time shortens by 605 seconds,"{""shortened_sec"":605}"
443,2,Reward Boost restoration time shortens by 610 seconds,"{""shortened_sec"":610}"
444,2,Reward Boost restoration time shortens by 615 seconds,"{""shortened_sec"":615}"
445,2,Reward Boost restoration time shortens by 620 seconds,"{""shortened_sec"":620}"
446,2,Reward Boost restoration time shortens by 625 seconds,"{""shortened_sec"":625}"
447,2,Reward Boost restoration time shortens by 630 seconds,"{""shortened_sec"":630}"
448,2,Reward Boost restoration time shortens by 635 seconds,"{""shortened_sec"":635}"
449,2,Reward Boost restoration time shortens by 640 seconds,"{""shortened_sec"":640}"
450,2,Reward Boost restoration time shortens by 645 seconds,"{""shortened_sec"":645}"
451,2,Reward Boost restoration time shortens by 650 seconds,"{""shortened_sec"":650}"
452,4,Prices in Trade Points 16% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":160}"
453,4,Prices in Trade Points 17% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":170}"
454,4,Prices in Trade Points 18% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":180}"
455,4,Prices in Trade Points 19% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":190}"
456,4,Prices in Trade Points 20% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":200}"
457,4,Prices in Trade Points 21% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":210}"
458,4,Prices in Trade Points 22% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":220}"
459,4,Prices in Trade Points 23% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":230}"
460,4,Prices in Trade Points 24% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":240}"
461,4,Prices in Trade Points 25% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":250}"
462,3,STA restoration time shortens by 31 seconds,"{""shortened_sec"":31}"
463,3,STA restoration time shortens by 32 seconds,"{""shortened_sec"":32}"
464,3,STA restoration time shortens by 33 seconds,"{""shortened_sec"":33}"
465,3,STA restoration time shortens by 34 seconds,"{""shortened_sec"":34}"
466,3,STA restoration time shortens by 35 seconds,"{""shortened_sec"":35}"
467,2,Reward Boost restoration time shortens by 655 seconds,"{""shortened_sec"":655}"
468,2,Reward Boost restoration time shortens by 660 seconds,"{""shortened_sec"":660}"
469,2,Reward Boost restoration time shortens by 665 seconds,"{""shortened_sec"":665}"
470,2,Reward Boost restoration time shortens by 670 seconds,"{""shortened_sec"":670}"
471,2,Reward Boost restoration time shortens by 675 seconds,"{""shortened_sec"":675}"
472,2,Reward Boost restoration time shortens by 680 seconds,"{""shortened_sec"":680}"
473,2,Reward Boost restoration time shortens by 685 seconds,"{""shortened_sec"":685}"
474,2,Reward Boost restoration time shortens by 690 seconds,"{""shortened_sec"":690}"
475,2,Reward Boost restoration time shortens by 695 seconds,"{""shortened_sec"":695}"
476,2,Reward Boost restoration time shortens by 700 seconds,"{""shortened_sec"":700}"
477,3,STA restoration time shortens by 36 seconds,"{""shortened_sec"":36}"
478,3,STA restoration time shortens by 37 seconds,"{""shortened_sec"":37}"
479,3,STA restoration time shortens by 38 seconds,"{""shortened_sec"":38}"
480,3,STA restoration time shortens by 39 seconds,"{""shortened_sec"":39}"
481,3,STA restoration time shortens by 40 seconds,"{""shortened_sec"":40}"
482,2,Reward Boost restoration time shortens by 705 seconds,"{""shortened_sec"":705}"
483,2,Reward Boost restoration time shortens by 710 seconds,"{""shortened_sec"":710}"
484,2,Reward Boost restoration time shortens by 715 seconds,"{""shortened_sec"":715}"
485,2,Reward Boost restoration time shortens by 720 seconds,"{""shortened_sec"":720}"
486,2,Reward Boost restoration time shortens by 725 seconds,"{""shortened_sec"":725}"
487,2,Reward Boost restoration time shortens by 730 seconds,"{""shortened_sec"":730}"
488,2,Reward Boost restoration time shortens by 735 seconds,"{""shortened_sec"":735}"
489,2,Reward Boost restoration time shortens by 740 seconds,"{""shortened_sec"":740}"
490,2,Reward Boost restoration time shortens by 745 seconds,"{""shortened_sec"":745}"
491,2,Reward Boost restoration time shortens by 750 seconds,"{""shortened_sec"":750}"
492,2,Reward Boost restoration time shortens by 755 seconds,"{""shortened_sec"":755}"
493,2,Reward Boost restoration time shortens by 760 seconds,"{""shortened_sec"":760}"
494,2,Reward Boost restoration time shortens by 765 seconds,"{""shortened_sec"":765}"
495,2,Reward Boost restoration time shortens by 770 seconds,"{""shortened_sec"":770}"
496,2,Reward Boost restoration time shortens by 775 seconds,"{""shortened_sec"":775}"
497,2,Reward Boost restoration time shortens by 780 seconds,"{""shortened_sec"":780}"
498,2,Reward Boost restoration time shortens by 785 seconds,"{""shortened_sec"":785}"
499,2,Reward Boost restoration time shortens by 790 seconds,"{""shortened_sec"":790}"
500,2,Reward Boost restoration time shortens by 795 seconds,"{""shortened_sec"":795}"
501,2,Reward Boost restoration time shortens by 800 seconds,"{""shortened_sec"":800}"
502,4,Prices in Zeni 16% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":160}"
503,4,Prices in Zeni 17% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":170}"
504,4,Prices in Zeni 18% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":180}"
505,4,Prices in Zeni 19% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":190}"
506,4,Prices in Zeni 20% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":200}"
507,4,Prices in Zeni 21% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":210}"
508,4,Prices in Zeni 22% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":220}"
509,4,Prices in Zeni 23% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":230}"
510,4,Prices in Zeni 24% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":240}"
511,4,Prices in Zeni 25% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":250}"
512,3,STA restoration time shortens by 41 seconds,"{""shortened_sec"":41}"
513,3,STA restoration time shortens by 42 seconds,"{""shortened_sec"":42}"
514,3,STA restoration time shortens by 43 seconds,"{""shortened_sec"":43}"
515,3,STA restoration time shortens by 44 seconds,"{""shortened_sec"":44}"
516,3,STA restoration time shortens by 45 seconds,"{""shortened_sec"":45}"
517,2,Reward Boost restoration time shortens by 805 seconds,"{""shortened_sec"":805}"
518,2,Reward Boost restoration time shortens by 810 seconds,"{""shortened_sec"":810}"
519,2,Reward Boost restoration time shortens by 815 seconds,"{""shortened_sec"":815}"
520,2,Reward Boost restoration time shortens by 820 seconds,"{""shortened_sec"":820}"
521,2,Reward Boost restoration time shortens by 825 seconds,"{""shortened_sec"":825}"
522,2,Reward Boost restoration time shortens by 830 seconds,"{""shortened_sec"":830}"
523,2,Reward Boost restoration time shortens by 835 seconds,"{""shortened_sec"":835}"
524,2,Reward Boost restoration time shortens by 840 seconds,"{""shortened_sec"":840}"
525,2,Reward Boost restoration time shortens by 845 seconds,"{""shortened_sec"":845}"
526,2,Reward Boost restoration time shortens by 850 seconds,"{""shortened_sec"":850}"
527,2,Reward Boost restoration time shortens by 855 seconds,"{""shortened_sec"":855}"
528,2,Reward Boost restoration time shortens by 860 seconds,"{""shortened_sec"":860}"
529,2,Reward Boost restoration time shortens by 865 seconds,"{""shortened_sec"":865}"
530,2,Reward Boost restoration time shortens by 870 seconds,"{""shortened_sec"":870}"
531,2,Reward Boost restoration time shortens by 875 seconds,"{""shortened_sec"":875}"
532,2,Reward Boost restoration time shortens by 880 seconds,"{""shortened_sec"":880}"
533,2,Reward Boost restoration time shortens by 885 seconds,"{""shortened_sec"":885}"
534,2,Reward Boost restoration time shortens by 890 seconds,"{""shortened_sec"":890}"
535,2,Reward Boost restoration time shortens by 895 seconds,"{""shortened_sec"":895}"
536,2,Reward Boost restoration time shortens by 900 seconds,"{""shortened_sec"":900}"
537,3,STA restoration time shortens by 46 seconds,"{""shortened_sec"":46}"
538,3,STA restoration time shortens by 47 seconds,"{""shortened_sec"":47}"
539,3,STA restoration time shortens by 48 seconds,"{""shortened_sec"":48}"
540,3,STA restoration time shortens by 49 seconds,"{""shortened_sec"":49}"
541,3,STA restoration time shortens by 50 seconds,"{""shortened_sec"":50}"
542,2,Reward Boost restoration time shortens by 905 seconds,"{""shortened_sec"":905}"
543,2,Reward Boost restoration time shortens by 910 seconds,"{""shortened_sec"":910}"
544,2,Reward Boost restoration time shortens by 915 seconds,"{""shortened_sec"":915}"
545,2,Reward Boost restoration time shortens by 920 seconds,"{""shortened_sec"":920}"
546,2,Reward Boost restoration time shortens by 925 seconds,"{""shortened_sec"":925}"
547,2,Reward Boost restoration time shortens by 930 seconds,"{""shortened_sec"":930}"
548,2,Reward Boost restoration time shortens by 935 seconds,"{""shortened_sec"":935}"
549,2,Reward Boost restoration time shortens by 940 seconds,"{""shortened_sec"":940}"
550,2,Reward Boost restoration time shortens by 945 seconds,"{""shortened_sec"":945}"
551,2,Reward Boost restoration time shortens by 950 seconds,"{""shortened_sec"":950}"
552,2,Reward Boost restoration time shortens by 955 seconds,"{""shortened_sec"":955}"
553,2,Reward Boost restoration time shortens by 960 seconds,"{""shortened_sec"":960}"
554,2,Reward Boost restoration time shortens by 965 seconds,"{""shortened_sec"":965}"
555,2,Reward Boost restoration time shortens by 970 seconds,"{""shortened_sec"":970}"
556,2,Reward Boost restoration time shortens by 975 seconds,"{""shortened_sec"":975}"
557,2,Reward Boost restoration time shortens by 980 seconds,"{""shortened_sec"":980}"
558,2,Reward Boost restoration time shortens by 985 seconds,"{""shortened_sec"":985}"
559,2,Reward Boost restoration time shortens by 990 seconds,"{""shortened_sec"":990}"
560,2,Reward Boost restoration time shortens by 995 seconds,"{""shortened_sec"":995}"
561,2,Reward Boost restoration time shortens by 1000 seconds,"{""shortened_sec"":1000}"
562,3,STA restoration time shortens by 51 seconds,"{""shortened_sec"":51}"
563,3,STA restoration time shortens by 52 seconds,"{""shortened_sec"":52}"
564,3,STA restoration time shortens by 53 seconds,"{""shortened_sec"":53}"
565,3,STA restoration time shortens by 54 seconds,"{""shortened_sec"":54}"
566,3,STA restoration time shortens by 55 seconds,"{""shortened_sec"":55}"
567,2,Reward Boost restoration time shortens by 1005 seconds,"{""shortened_sec"":1005}"
568,2,Reward Boost restoration time shortens by 1010 seconds,"{""shortened_sec"":1010}"
569,2,Reward Boost restoration time shortens by 1015 seconds,"{""shortened_sec"":1015}"
570,2,Reward Boost restoration time shortens by 1020 seconds,"{""shortened_sec"":1020}"
571,2,Reward Boost restoration time shortens by 1025 seconds,"{""shortened_sec"":1025}"
572,2,Reward Boost restoration time shortens by 1030 seconds,"{""shortened_sec"":1030}"
573,2,Reward Boost restoration time shortens by 1035 seconds,"{""shortened_sec"":1035}"
574,2,Reward Boost restoration time shortens by 1040 seconds,"{""shortened_sec"":1040}"
575,2,Reward Boost restoration time shortens by 1045 seconds,"{""shortened_sec"":1045}"
576,2,Reward Boost restoration time shortens by 1050 seconds,"{""shortened_sec"":1050}"
577,2,Reward Boost restoration time shortens by 1055 seconds,"{""shortened_sec"":1055}"
578,2,Reward Boost restoration time shortens by 1060 seconds,"{""shortened_sec"":1060}"
579,2,Reward Boost restoration time shortens by 1065 seconds,"{""shortened_sec"":1065}"
580,2,Reward Boost restoration time shortens by 1070 seconds,"{""shortened_sec"":1070}"
581,2,Reward Boost restoration time shortens by 1075 seconds,"{""shortened_sec"":1075}"
582,2,Reward Boost restoration time shortens by 1080 seconds,"{""shortened_sec"":1080}"
583,2,Reward Boost restoration time shortens by 1085 seconds,"{""shortened_sec"":1085}"
584,2,Reward Boost restoration time shortens by 1090 seconds,"{""shortened_sec"":1090}"
585,2,Reward Boost restoration time shortens by 1095 seconds,"{""shortened_sec"":1095}"
586,2,Reward Boost restoration time shortens by 1100 seconds,"{""shortened_sec"":1100}"
587,3,STA restoration time shortens by 56 seconds,"{""shortened_sec"":56}"
588,3,STA restoration time shortens by 57 seconds,"{""shortened_sec"":57}"
589,3,STA restoration time shortens by 58 seconds,"{""shortened_sec"":58}"
590,3,STA restoration time shortens by 59 seconds,"{""shortened_sec"":59}"
591,3,STA restoration time shortens by 60 seconds,"{""shortened_sec"":60}"
592,2,Reward Boost restoration time shortens by 1105 seconds,"{""shortened_sec"":1105}"
593,2,Reward Boost restoration time shortens by 1110 seconds,"{""shortened_sec"":1110}"
594,2,Reward Boost restoration time shortens by 1115 seconds,"{""shortened_sec"":1115}"
595,2,Reward Boost restoration time shortens by 1120 seconds,"{""shortened_sec"":1120}"
596,2,Reward Boost restoration time shortens by 1125 seconds,"{""shortened_sec"":1125}"
597,2,Reward Boost restoration time shortens by 1130 seconds,"{""shortened_sec"":1130}"
598,2,Reward Boost restoration time shortens by 1135 seconds,"{""shortened_sec"":1135}"
599,2,Reward Boost restoration time shortens by 1140 seconds,"{""shortened_sec"":1140}"
600,2,Reward Boost restoration time shortens by 1145 seconds,"{""shortened_sec"":1145}"
601,2,Reward Boost restoration time shortens by 1150 seconds,"{""shortened_sec"":1150}"
602,2,Reward Boost restoration time shortens by 1155 seconds,"{""shortened_sec"":1155}"
603,2,Reward Boost restoration time shortens by 1160 seconds,"{""shortened_sec"":1160}"
604,2,Reward Boost restoration time shortens by 1165 seconds,"{""shortened_sec"":1165}"
605,2,Reward Boost restoration time shortens by 1170 seconds,"{""shortened_sec"":1170}"
606,2,Reward Boost restoration time shortens by 1175 seconds,"{""shortened_sec"":1175}"
607,2,Reward Boost restoration time shortens by 1180 seconds,"{""shortened_sec"":1180}"
608,2,Reward Boost restoration time shortens by 1185 seconds,"{""shortened_sec"":1185}"
609,2,Reward Boost restoration time shortens by 1190 seconds,"{""shortened_sec"":1190}"
610,2,Reward Boost restoration time shortens by 1195 seconds,"{""shortened_sec"":1195}"
611,2,Reward Boost restoration time shortens by 1200 seconds,"{""shortened_sec"":1200}"
612,5,"Number of available attempts for 
""Ultimate Red Zone [Movie Edition 2]"" increases by 1","{""area_id"":776,""additional_count"":1}"
613,5,"Number of available attempts for 
""[AGL] Activate Your Hidden Potential"" increases by 1","{""area_id"":225,""additional_count"":1}"
614,5,"Number of available attempts for 
""[TEQ] Activate Your Hidden Potential"" increases by 1","{""area_id"":226,""additional_count"":1}"
615,5,"Number of available attempts for 
""[INT] Activate Your Hidden Potential"" increases by 1","{""area_id"":227,""additional_count"":1}"
