id,budokai_motivation_id,type,description,conditions,created_at,updated_at
3310,3310,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3311,3311,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3312,3312,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3404,3404,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3405,3405,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3406,3406,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3407,3407,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3408,3408,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3409,3409,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3410,3410,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3411,3411,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3412,3412,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3504,3504,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3505,3505,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3506,3506,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3507,3507,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3508,3508,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3509,3509,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3510,3510,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3511,3511,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3512,3512,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3604,3604,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3605,3605,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3606,3606,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3607,3607,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3608,3608,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3609,3609,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3610,3610,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3611,3611,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3612,3612,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3704,3704,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3705,3705,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3706,3706,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3707,3707,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3708,3708,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3709,3709,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3710,3710,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3711,3711,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
3712,3712,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
4004,4004,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
4005,4005,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
4006,4006,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.786013,2024-07-08 11:03:17.786013
4007,4007,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4008,4008,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4009,4009,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4010,4010,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4011,4011,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4012,4012,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4104,4104,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4105,4105,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4106,4106,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4107,4107,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4108,4108,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4109,4109,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4110,4110,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4111,4111,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4112,4112,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4204,4204,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4205,4205,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4206,4206,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4207,4207,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4208,4208,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4209,4209,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4210,4210,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4211,4211,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4212,4212,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4304,4304,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4305,4305,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4306,4306,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4307,4307,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4308,4308,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4309,4309,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4310,4310,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4311,4311,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4312,4312,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4404,4404,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4405,4405,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4406,4406,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4407,4407,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4408,4408,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4409,4409,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4410,4410,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4411,4411,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4412,4412,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4504,4504,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4505,4505,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4506,4506,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4507,4507,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4508,4508,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4509,4509,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4510,4510,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4511,4511,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4512,4512,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4604,4604,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4605,4605,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4606,4606,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4607,4607,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4608,4608,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4609,4609,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4610,4610,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4611,4611,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4612,4612,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4704,4704,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4705,4705,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4706,4706,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4707,4707,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4708,4708,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4709,4709,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4710,4710,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4711,4711,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
4712,4712,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92104,92104,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92105,92105,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92106,92106,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92107,92107,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92108,92108,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92109,92109,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92110,92110,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92111,92111,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92112,92112,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92204,92204,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92205,92205,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92206,92206,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92207,92207,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92208,92208,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92209,92209,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92210,92210,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92211,92211,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92212,92212,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92304,92304,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92305,92305,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92306,92306,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92307,92307,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92308,92308,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92309,92309,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92310,92310,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92311,92311,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
92312,92312,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-07-08 11:03:17.796161,2024-07-08 11:03:17.796161
