id,name,description,grade,selling_exchange_point,hp,attack,defense,equipment_skill_limitation_set_id,icon_image_id,is_eternal,created_at,updated_at
367,"Skill Orb Combo Attack + Lv. 5, Evasion + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,49,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
368,"Skill Orb Combo Attack + Lv. 5, Evasion + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,49,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
369,"Skill Orb Combo Attack + Lv. 5, Evasion + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,49,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
370,"Skill Orb Combo Attack + Lv. 5, Evasion + Lv. 5","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,49,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
371,"Skill Orb Combo Attack + Lv. 1, Type ATK Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
372,"Skill Orb Combo Attack + Lv. 1, Type ATK Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
373,"Skill Orb Combo Attack + Lv. 1, Type ATK Boost + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
374,"Skill Orb Combo Attack + Lv. 1, Type ATK Boost + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
375,"Skill Orb Combo Attack + Lv. 1, Type ATK Boost + Lv. 5 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
376,"Skill Orb Combo Attack + Lv. 2, Type ATK Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
377,"Skill Orb Combo Attack + Lv. 2, Type ATK Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
378,"Skill Orb Combo Attack + Lv. 2, Type ATK Boost + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
379,"Skill Orb Combo Attack + Lv. 2, Type ATK Boost + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
380,"Skill Orb Combo Attack + Lv. 2, Type ATK Boost + Lv. 5 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
381,"Skill Orb Combo Attack + Lv. 3, Type ATK Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
382,"Skill Orb Combo Attack + Lv. 3, Type ATK Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
383,"Skill Orb Combo Attack + Lv. 3, Type ATK Boost + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
384,"Skill Orb Combo Attack + Lv. 3, Type ATK Boost + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
385,"Skill Orb Combo Attack + Lv. 3, Type ATK Boost + Lv. 5 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
386,"Skill Orb Combo Attack + Lv. 4, Type ATK Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
387,"Skill Orb Combo Attack + Lv. 4, Type ATK Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
388,"Skill Orb Combo Attack + Lv. 4, Type ATK Boost + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
389,"Skill Orb Combo Attack + Lv. 4, Type ATK Boost + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
390,"Skill Orb Combo Attack + Lv. 4, Type ATK Boost + Lv. 5 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
391,"Skill Orb Combo Attack + Lv. 5, Type ATK Boost + Lv. 1 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
392,"Skill Orb Combo Attack + Lv. 5, Type ATK Boost + Lv. 2 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
393,"Skill Orb Combo Attack + Lv. 5, Type ATK Boost + Lv. 3 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
394,"Skill Orb Combo Attack + Lv. 5, Type ATK Boost + Lv. 4 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
395,"Skill Orb Combo Attack + Lv. 5, Type ATK Boost + Lv. 5","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,45,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
396,"Skill Orb Combo Attack + Lv. 1, Type DEF Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
397,"Skill Orb Combo Attack + Lv. 1, Type DEF Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
398,"Skill Orb Combo Attack + Lv. 1, Type DEF Boost + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
399,"Skill Orb Combo Attack + Lv. 1, Type DEF Boost + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
400,"Skill Orb Combo Attack + Lv. 1, Type DEF Boost + Lv. 5 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.681683,2024-07-30 10:31:01.681683
401,"Skill Orb Combo Attack + Lv. 2, Type DEF Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
402,"Skill Orb Combo Attack + Lv. 2, Type DEF Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
403,"Skill Orb Combo Attack + Lv. 2, Type DEF Boost + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
404,"Skill Orb Combo Attack + Lv. 2, Type DEF Boost + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
405,"Skill Orb Combo Attack + Lv. 2, Type DEF Boost + Lv. 5 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
406,"Skill Orb Combo Attack + Lv. 3, Type DEF Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
407,"Skill Orb Combo Attack + Lv. 3, Type DEF Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
408,"Skill Orb Combo Attack + Lv. 3, Type DEF Boost + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
409,"Skill Orb Combo Attack + Lv. 3, Type DEF Boost + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
410,"Skill Orb Combo Attack + Lv. 3, Type DEF Boost + Lv. 5 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
411,"Skill Orb Combo Attack + Lv. 4, Type DEF Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
412,"Skill Orb Combo Attack + Lv. 4, Type DEF Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
413,"Skill Orb Combo Attack + Lv. 4, Type DEF Boost + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
414,"Skill Orb Combo Attack + Lv. 4, Type DEF Boost + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
415,"Skill Orb Combo Attack + Lv. 4, Type DEF Boost + Lv. 5 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
416,"Skill Orb Combo Attack + Lv. 5, Type DEF Boost + Lv. 1 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
417,"Skill Orb Combo Attack + Lv. 5, Type DEF Boost + Lv. 2 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
418,"Skill Orb Combo Attack + Lv. 5, Type DEF Boost + Lv. 3 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
419,"Skill Orb Combo Attack + Lv. 5, Type DEF Boost + Lv. 4 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
420,"Skill Orb Combo Attack + Lv. 5, Type DEF Boost + Lv. 5","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,44,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
421,"Skill Orb Combo Attack + Lv. 1, Super Attack Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
422,"Skill Orb Combo Attack + Lv. 1, Super Attack Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
423,"Skill Orb Combo Attack + Lv. 1, Super Attack Boost + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
424,"Skill Orb Combo Attack + Lv. 1, Super Attack Boost + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
425,"Skill Orb Combo Attack + Lv. 1, Super Attack Boost + Lv. 5 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
426,"Skill Orb Combo Attack + Lv. 2, Super Attack Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
427,"Skill Orb Combo Attack + Lv. 2, Super Attack Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
428,"Skill Orb Combo Attack + Lv. 2, Super Attack Boost + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
429,"Skill Orb Combo Attack + Lv. 2, Super Attack Boost + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
430,"Skill Orb Combo Attack + Lv. 2, Super Attack Boost + Lv. 5 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
431,"Skill Orb Combo Attack + Lv. 3, Super Attack Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
432,"Skill Orb Combo Attack + Lv. 3, Super Attack Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
433,"Skill Orb Combo Attack + Lv. 3, Super Attack Boost + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
434,"Skill Orb Combo Attack + Lv. 3, Super Attack Boost + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
435,"Skill Orb Combo Attack + Lv. 3, Super Attack Boost + Lv. 5 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
436,"Skill Orb Combo Attack + Lv. 4, Super Attack Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
437,"Skill Orb Combo Attack + Lv. 4, Super Attack Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
438,"Skill Orb Combo Attack + Lv. 4, Super Attack Boost + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
439,"Skill Orb Combo Attack + Lv. 4, Super Attack Boost + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
440,"Skill Orb Combo Attack + Lv. 4, Super Attack Boost + Lv. 5 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
441,"Skill Orb Combo Attack + Lv. 5, Super Attack Boost + Lv. 1 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
442,"Skill Orb Combo Attack + Lv. 5, Super Attack Boost + Lv. 2 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
443,"Skill Orb Combo Attack + Lv. 5, Super Attack Boost + Lv. 3 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
444,"Skill Orb Combo Attack + Lv. 5, Super Attack Boost + Lv. 4 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
445,"Skill Orb Combo Attack + Lv. 5, Super Attack Boost + Lv. 5","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,46,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
446,"Skill Orb Combo Attack + Lv. 1, Recovery Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,47,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
447,"Skill Orb Combo Attack + Lv. 1, Recovery Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,47,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
448,"Skill Orb Combo Attack + Lv. 1, Recovery Boost + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,47,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
449,"Skill Orb Combo Attack + Lv. 1, Recovery Boost + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,47,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
450,"Skill Orb Combo Attack + Lv. 1, Recovery Boost + Lv. 5 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,47,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
451,"Skill Orb Combo Attack + Lv. 2, Recovery Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,47,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
452,"Skill Orb Combo Attack + Lv. 2, Recovery Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,47,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
453,"Skill Orb Combo Attack + Lv. 2, Recovery Boost + Lv. 3","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,47,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
454,"Skill Orb Combo Attack + Lv. 2, Recovery Boost + Lv. 4","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,47,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
455,"Skill Orb Combo Attack + Lv. 2, Recovery Boost + Lv. 5 ","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,47,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
456,"Skill Orb Combo Attack + Lv. 3, Recovery Boost + Lv. 1","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,47,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
457,"Skill Orb Combo Attack + Lv. 3, Recovery Boost + Lv. 2","A Skill Orb you can equip by unlocking 
two Hidden Potential routes. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,6,47,0,2024-07-30 10:31:01.692415,2024-07-30 10:31:01.692415
