id,script_name,cut_in_card_id,special_name_no,special_motion,lite_flicker_rate,energy_color,special_category_id
3842,sp0054,0,0,0,70,,1.0
3843,sp0054,0,0,0,70,,1.0
3844,sp0455,0,0,0,70,,1.0
3845,sp0455,0,0,0,70,,1.0
3846,sp0455,0,0,2,70,,1.0
3847,sp1175,0,2,0,70,,2.0
3848,sp0455,0,0,2,70,,1.0
3849,sp1175,0,2,0,70,,2.0
3850,sp0456,0,0,3,70,,1.0
3851,sp0456,0,0,3,70,,1.0
3852,sp1176,0,0,2,70,,
3853,sp1176,0,0,2,70,,
3854,sp0457,0,0,0,70,,1.0
3855,sp0457,0,0,0,70,,1.0
3856,sp0401,0,0,0,70,,1.0
3857,sp0401,0,0,0,70,,1.0
3858,sp1177,0,0,2,70,,2.0
3859,sp1177,0,0,2,70,,2.0
3860,sp0309,0,0,0,70,,1.0
3861,sp0309,0,0,0,70,,1.0
3862,sp0457,0,0,0,70,,1.0
3863,sp0457,0,0,0,70,,1.0
3864,sp0462,0,0,0,70,,1.0
3865,sp0462,0,0,0,70,,1.0
3866,sp0078,0,0,0,70,,1.0
3867,sp0078,0,0,0,70,,1.0
3868,sp0461,0,0,0,70,,1.0
3869,sp0461,0,0,0,70,,1.0
3870,sp0461,0,0,0,70,,1.0
3871,sp1179,0,2,2,70,,
3872,sp0461,0,0,0,70,,1.0
3873,sp1179,0,2,2,70,,
3874,sp0460,0,0,3,70,,1.0
3875,sp0460,0,0,3,70,,1.0
3876,sp1180,0,0,4,70,,2.0
3877,sp1180,0,0,4,70,,2.0
3878,sp1181,0,0,2,70,,2.0
3879,sp1181,0,0,2,70,,2.0
3880,sp1182,0,0,2,70,,2.0
3881,sp1182,0,0,2,70,,2.0
3882,sp0001,0,0,0,70,,1.0
3883,sp0001,0,0,0,70,,1.0
3884,sp0460,0,0,3,70,,1.0
3885,sp0460,0,0,3,70,,1.0
3886,sp1180,0,0,4,70,,2.0
3887,sp1180,0,0,4,70,,2.0
3906,sp1147,0,0,0,70,,
3907,sp1147,0,0,0,70,,
3908,sp0132,0,0,0,70,,1.0
3909,sp0132,0,0,0,70,,1.0
3910,sp0347,0,0,4,70,,1.0
3911,sp0347,0,0,4,70,,1.0
3912,sp0146,0,0,2,70,,1.0
3913,sp0146,0,0,2,70,,1.0
3914,sp0001,0,0,0,70,,1.0
3915,sp0001,0,0,0,70,,1.0
3916,sp0463,0,0,0,70,,1.0
3917,sp0463,0,0,0,70,,1.0
3918,sp1183,0,0,2,70,,
3919,sp1183,0,0,2,70,,
3920,sp0464,0,0,4,70,,1.0
3921,sp0464,0,0,4,70,,1.0
3922,sp0465,0,0,5,70,,
3923,sp0465,0,0,5,70,,
3924,sp0466,0,0,2,70,,1.0
3925,sp0466,0,0,2,70,,1.0
3926,sp0467,0,0,3,70,,
3927,sp0467,0,0,3,70,,
3928,sp0468,0,0,0,70,,1.0
3929,sp0468,0,0,0,70,,1.0
3930,sp1184,0,0,2,70,,
3931,sp1184,0,0,2,70,,
3932,sp0001,0,0,0,70,,1.0
3933,sp0001,0,0,0,70,,1.0
3934,sp0001,0,0,0,70,,1.0
3935,sp0001,0,0,0,70,,1.0
3936,sp0078,0,0,0,70,,1.0
3937,sp0078,0,0,0,70,,1.0
3938,sp0319,0,0,0,70,,1.0
3939,sp0319,0,0,0,70,,1.0
3940,sp1186,0,0,2,70,,2.0
3941,sp1186,0,0,2,70,,2.0
3942,sp0464,0,0,4,70,,1.0
3943,sp0464,0,0,4,70,,1.0
3944,sp0466,0,0,4,70,,1.0
3945,sp0466,0,0,4,70,,1.0
3950,sp0469,0,0,2,70,,1.0
3951,sp1185,0,2,3,70,,2.0
3952,sp0469,0,0,2,70,,1.0
3953,sp1185,0,2,3,70,,2.0
3954,sp1187,0,0,0,70,,
3955,sp1188,0,2,2,70,,2.0
3956,sp1187,0,0,0,70,,
3957,sp1188,0,2,2,70,,2.0
3958,sp1105,0,0,0,70,,2.0
3959,sp1105,0,0,0,70,,2.0
3984,sp0477,0,0,0,70,,1.0
3985,sp0477,0,0,0,70,,1.0
4160,sp1051,0,0,0,70,,2.0
4161,sp1051,0,0,0,70,,2.0
4162,sp0470,0,0,0,70,,1.0
4163,sp0470,0,0,0,70,,1.0
4164,sp0471,0,0,2,70,,
4165,sp0471,0,0,2,70,,
4186,sp0474,7014630,0,0,70,,1.0
4187,sp0474,7014631,0,0,70,,1.0
4188,sp1190,7014640,0,0,70,,2.0
4189,sp1190,7014641,0,0,70,,2.0
4192,sp1191,7014740,0,0,70,,
4193,sp1191,7014741,0,0,70,,
4196,sp0142,7014540,0,0,70,,1.0
4197,sp0142,7014541,0,0,70,,1.0
4198,sp0001,7014550,0,0,70,,1.0
4199,sp0001,7014551,0,0,70,,1.0
4200,sp0015,7014560,0,0,70,,1.0
4201,sp0015,7014561,0,0,70,,1.0
4202,sp0003,7014570,0,0,70,,1.0
4203,sp0003,7014571,0,0,70,,1.0
4204,sp0024,7014580,0,0,70,,1.0
4205,sp0024,7014581,0,0,70,,1.0
4206,sp1001,7014590,0,0,70,,2.0
4207,sp1001,7014591,0,0,70,,2.0
4208,sp0036,7014600,0,0,70,,1.0
4209,sp0036,7014601,0,0,70,,1.0
4210,sp0020,7014610,0,0,70,,1.0
4211,sp0020,7014611,0,0,70,,1.0
4212,sp0035,7014620,0,0,70,,1.0
4213,sp0035,7014621,0,0,70,,1.0
4214,sp0472,7014650,0,0,70,,
4215,sp0472,7014651,0,0,70,,
4216,sp0473,7014660,0,0,70,,
4217,sp0473,7014661,0,0,70,,
4218,sp1189,7014750,0,0,70,,
4219,sp1189,7014751,0,0,70,,
4220,sp1191,7014730,0,0,70,,
4221,sp1191,7014731,0,0,70,,
4222,sp1191,7014740,0,0,70,,
4223,sp1191,7014741,0,0,70,,
4224,sp1164,0,0,0,70,,2.0
4225,sp1164,0,0,0,70,,2.0
4226,sp0475,0,0,0,70,,1.0
4227,sp0475,0,0,0,70,,1.0
4232,sp1201,0,0,0,70,,2.0
4233,sp1201,0,0,0,70,,2.0
4234,sp1202,0,0,0,70,,2.0
4235,sp1202,0,0,0,70,,2.0
4236,sp0054,0,0,0,70,,1.0
4237,sp0054,0,0,0,70,,1.0
4238,sp0054,0,0,0,70,,1.0
4239,sp0054,0,0,0,70,,1.0
4240,sp0188,0,0,0,70,,
4241,sp0188,0,0,0,70,,
4242,sp0058,0,0,0,70,,1.0
4243,sp0058,0,0,0,70,,1.0
4244,sp0188,0,0,0,70,,
4245,sp0188,0,0,0,70,,
4246,sp1013,0,0,0,70,,2.0
4247,sp1013,0,0,0,70,,2.0
4248,sp0188,0,0,0,70,,
4249,sp0188,0,0,0,70,,
4250,sp0057,0,0,0,70,,1.0
4251,sp0057,0,0,0,70,,1.0
4252,sp0188,0,0,0,70,,
4253,sp0188,0,0,0,70,,
4254,sp1001,0,0,0,70,,2.0
4255,sp1001,0,0,0,70,,2.0
4256,sp0479,0,0,0,70,,1.0
4257,sp0479,0,0,0,70,,1.0
4258,sp0479,0,0,0,70,,1.0
4259,sp0479,0,0,0,70,,1.0
4260,sp1192,0,0,0,70,,2.0
4261,sp1192,0,0,0,70,,2.0
4262,sp1192,0,0,0,70,,2.0
4263,sp1192,0,0,0,70,,2.0
4264,sp1192,0,0,0,70,,2.0
4265,sp1192,0,0,0,70,,2.0
4266,sp1192,0,0,0,70,,2.0
4267,sp1193,0,2,2,70,,2.0
4268,sp1192,0,0,0,70,,2.0
4269,sp1193,0,2,2,70,,2.0
4270,sp0478,7014920,0,4,70,,
4271,sp0478,7014921,0,4,70,,
4272,sp0478,7014930,0,5,70,,
4273,sp0478,7014931,0,5,70,,
4274,sp0478,7014940,0,5,70,,
4275,sp1200,0,2,0,70,,2.0
4276,sp0478,7014941,0,5,70,,
4277,sp1200,0,2,0,70,,2.0
4278,sp0187,0,0,0,70,,1.0
4279,sp0187,0,0,0,70,,1.0
4280,sp0056,0,0,0,70,,1.0
4281,sp0056,0,0,0,70,,1.0
4284,sp0476,0,0,0,70,,1.0
4285,sp0476,0,0,0,70,,1.0
4286,sp0476,0,0,0,70,,1.0
4287,sp0476,0,0,0,70,,1.0
4288,sp0476,0,0,0,70,,1.0
4289,sp0476,0,0,0,70,,1.0
4290,sp1194,0,0,0,70,,2.0
4291,sp1194,0,0,0,70,,2.0
4292,sp1194,0,0,0,70,,2.0
4293,sp1194,0,0,0,70,,2.0
4294,sp0094,0,0,0,70,,
4295,sp0094,0,0,0,70,,
4296,sp0382,0,0,0,70,,1.0
4297,sp0382,0,0,0,70,,1.0
4298,sp0347,0,0,0,70,,1.0
4299,sp0347,0,0,0,70,,1.0
4300,sp0151,0,0,0,70,,1.0
4301,sp0151,0,0,0,70,,1.0
4302,sp1037,0,0,0,70,,2.0
4303,sp1037,0,0,0,70,,2.0
4304,sp1205,0,0,2,70,,2.0
4305,sp1205,0,0,2,70,,2.0
4306,sp0021,0,0,0,70,,1.0
4307,sp0021,0,0,0,70,,1.0
4308,sp0023,0,0,0,70,,1.0
4309,sp0023,0,0,0,70,,1.0
4310,sp0050,0,0,0,70,,1.0
4311,sp0050,0,0,0,70,,1.0
4312,sp0051,0,0,0,70,,1.0
4313,sp0051,0,0,0,70,,1.0
4314,sp1206,0,0,0,70,,
4315,sp1206,0,0,0,70,,
4316,sp1207,0,0,3,70,,2.0
4317,sp1207,0,0,3,70,,2.0
4318,sp0382,0,0,0,70,,1.0
4319,sp0382,0,0,0,70,,1.0
4320,sp0480,0,0,2,70,,
4321,sp0480,0,0,2,70,,
4322,sp1198,0,0,0,70,,
4323,sp1198,0,0,0,70,,
4324,sp1199,0,0,2,70,,2.0
4325,sp1199,0,0,2,70,,2.0
4326,sp0173,0,0,1,70,,1.0
4327,sp0173,0,0,1,70,,1.0
4328,sp1199,0,0,2,70,,2.0
4329,sp1199,0,0,2,70,,2.0
4348,sp1195,0,0,0,70,,2.0
4349,sp1196,0,0,0,70,,2.0
4350,sp1195,0,0,0,70,,2.0
4351,sp1196,0,0,0,70,,2.0
4352,sp1195,0,0,0,70,,2.0
4353,sp1197,0,0,0,70,,2.0
4354,sp1195,0,0,0,70,,2.0
4355,sp1197,0,0,0,70,,2.0
4376,sp1203,0,0,0,70,,2.0
4377,sp1203,0,0,0,70,,2.0
4378,sp1203,0,0,0,70,,2.0
4379,sp1203,0,0,0,70,,2.0
4380,sp1203,0,0,0,70,,2.0
4381,sp1204,0,2,2,70,,2.0
4382,sp1203,0,0,0,70,,2.0
4383,sp1204,0,2,2,70,,2.0
4388,sp1208,0,0,3,70,,2.0
4389,sp1208,0,0,3,70,,2.0
4390,sp1208,0,0,3,70,,2.0
4391,sp1208,0,0,3,70,,2.0
4392,sp0481,0,0,4,70,,1.0
4393,sp0481,0,0,4,70,,1.0
4394,sp1108,0,0,2,70,,
4395,sp1108,0,0,2,70,,
4396,sp1209,0,0,2,70,,
4397,sp1209,0,0,2,70,,
4398,sp0482,0,0,4,70,,
4399,sp0483,0,0,4,70,,
4400,sp0482,0,0,4,70,,
4401,sp0483,0,0,4,70,,
4402,sp0482,0,0,4,70,,
4403,sp0483,0,0,4,70,,
4404,sp0482,0,0,4,70,,
4405,sp0483,0,0,4,70,,
4406,sp1210,0,0,3,70,,
4407,sp1210,0,0,3,70,,
4408,sp0484,0,0,3,70,,
4409,sp0484,0,0,3,70,,
4410,sp0185,0,0,2,70,,
4411,sp0185,0,0,2,70,,
4418,sp0485,0,0,0,70,,
4419,sp0485,0,0,0,70,,
4420,sp0486,0,0,0,70,,
4421,sp0486,0,0,0,70,,
4422,sp0487,0,0,0,70,,1.0
4423,sp0487,0,0,0,70,,1.0
4424,sp1211,0,0,0,70,,3.0
4425,sp1211,0,0,0,70,,3.0
4426,sp1212,0,0,0,70,,
4427,sp1212,0,0,0,70,,
4428,sp0489,0,0,0,70,,
4429,sp0489,0,0,0,70,,
4440,sp0224,0,2,2,70,,
4441,sp0224,0,2,2,70,,
4442,sp0162,0,0,0,70,,1.0
4443,sp0162,0,0,0,70,,1.0
4452,sp0142,0,0,0,70,,1.0
4453,sp0142,0,0,0,70,,1.0
4454,sp1039,0,0,0,70,,
4455,sp1039,0,0,0,70,,
4456,sp0003,0,0,0,70,,1.0
4457,sp0003,0,0,0,70,,1.0
4458,sp1227,0,0,0,70,,2.0
4459,sp1227,0,0,0,70,,2.0
4460,sp1213,0,0,2,70,,3.0
4461,sp1213,0,0,2,70,,3.0
4462,sp1228,0,0,0,70,,3.0
4463,sp1228,0,0,0,70,,3.0
4464,sp1215,0,0,0,70,,3.0
4465,sp1215,0,0,0,70,,3.0
4466,sp1216,0,0,0,70,,2.0
4467,sp1216,0,0,0,70,,2.0
4468,sp0469,0,0,2,70,,1.0
4469,sp0469,0,0,2,70,,1.0
4470,sp1217,0,0,4,70,,
4471,sp1217,0,0,4,70,,
4472,sp1218,0,0,0,70,,
4473,sp1218,0,0,0,70,,
4474,sp1214,0,0,0,70,,2.0
4475,sp1214,0,0,0,70,,2.0
4476,sp0491,0,0,0,70,,
4477,sp0491,0,0,0,70,,
4478,sp0492,0,0,0,70,,1.0
4479,sp0492,0,0,0,70,,1.0
4480,sp0493,0,0,0,70,,1.0
4481,sp0493,0,0,0,70,,1.0
4484,sp0021,0,0,0,70,,1.0
4485,sp0021,0,0,0,70,,1.0
4486,sp0021,0,0,0,70,,1.0
4487,sp0021,0,0,0,70,,1.0
4488,sp0021,0,0,0,70,,1.0
4489,sp0021,0,0,0,70,,1.0
4490,sp0021,0,0,0,70,,1.0
4491,sp0021,0,0,0,70,,1.0
4492,sp0021,0,0,0,70,,1.0
4493,sp0021,0,0,0,70,,1.0
4494,sp0021,0,0,0,70,,1.0
4495,sp0021,0,0,0,70,,1.0
4496,sp1219,0,0,2,70,,3.0
4497,sp1219,0,0,2,70,,3.0
4498,sp0494,0,0,0,70,,1.0
4499,sp0494,0,0,0,70,,1.0
4500,sp0495,0,0,4,70,,1.0
4501,sp0495,0,0,4,70,,1.0
4502,sp0496,0,0,0,70,,1.0
4503,sp1220,0,2,2,70,,
4504,sp0496,0,0,0,70,,1.0
4505,sp1220,0,2,2,70,,
4510,sp0106,0,0,0,70,,1.0
4511,sp0106,0,0,0,70,,1.0
4512,sp1053,0,0,1,70,,2.0
4513,sp0207,0,2,1,70,,1.0
4514,sp0208,0,3,1,70,,1.0
4515,sp1053,0,0,1,70,,2.0
4516,sp0207,0,2,1,70,,1.0
4517,sp0208,0,3,1,70,,1.0
4518,sp0132,0,0,0,70,,1.0
4519,sp0132,0,0,0,70,,1.0
4520,sp1229,0,0,0,70,,3.0
4521,sp1229,0,0,0,70,,3.0
4522,sp0488,0,0,0,70,,1.0
4523,sp0488,0,0,0,70,,1.0
4524,sp1230,0,0,2,70,,
4525,sp1230,0,0,2,70,,
4526,sp0296,0,0,2,70,,1.0
4527,sp0296,0,0,2,70,,1.0
4528,sp1231,0,0,2,70,,3.0
4529,sp1231,0,0,2,70,,3.0
4530,sp1232,0,0,2,70,,
4531,sp1232,0,0,2,70,,
4532,sp0443,0,0,2,70,,
4533,sp0444,0,2,0,70,,
4534,sp0443,0,0,2,70,,
4535,sp0444,0,2,0,70,,
4536,sp0497,7015490,0,0,70,,1.0
4537,sp0497,7015491,0,0,70,,1.0
4538,sp0498,7015500,0,0,70,,1.0
4539,sp0498,7015501,0,0,70,,1.0
4540,sp0499,7015510,0,0,70,,
4541,sp0499,7015511,0,0,70,,
4542,sp1225,7015520,0,0,70,,2.0
4543,sp1225,7015521,0,0,70,,2.0
4544,sp1226,7015530,0,0,70,,2.0
4545,sp1226,7015531,0,0,70,,2.0
4546,sp0500,7015540,0,0,70,,1.0
4547,sp0500,7015541,0,0,70,,1.0
4548,sp0501,7015550,0,0,70,,1.0
4549,sp0501,7015551,0,0,70,,1.0
4550,sp1078,0,0,0,70,,2.0
4551,sp1078,0,0,0,70,,2.0
4552,sp1234,0,0,0,70,,2.0
4553,sp1234,0,0,0,70,,2.0
4554,sp0192,0,0,0,70,,
4555,sp0192,0,0,0,70,,
4556,sp0152,0,0,0,70,,1.0
4557,sp0152,0,0,0,70,,1.0
4558,sp0502,0,0,3,70,,
4559,sp0502,0,0,3,70,,
4560,sp0503,0,0,4,70,,
4561,sp0503,0,0,4,70,,
4562,sp1235,0,0,0,70,,
4563,sp1235,0,0,0,70,,
4564,sp0253,0,0,2,70,,1.0
4565,sp0253,0,0,2,70,,1.0
4570,sp1236,0,0,3,70,,2.0
4571,sp1236,0,0,3,70,,2.0
4572,sp1237,0,0,0,70,,2.0
4573,sp1237,0,0,0,70,,2.0
4590,sp1001,0,0,0,70,,2.0
4591,sp1001,0,0,0,70,,2.0
4592,sp1223,0,0,0,70,,2.0
4593,sp1223,0,0,0,70,,2.0
4594,sp1223,0,0,0,70,,2.0
4595,sp1224,0,2,2,70,,2.0
4596,sp1223,0,0,0,70,,2.0
4597,sp1224,0,2,2,70,,2.0
4598,sp0407,0,0,0,70,,1.0
4599,sp0407,0,0,0,70,,1.0
4600,sp0133,0,0,2,70,,1.0
4601,sp0133,0,0,2,70,,1.0
4602,sp1105,0,0,0,70,,2.0
4603,sp1105,0,0,0,70,,2.0
4604,sp1238,0,0,0,70,,2.0
4605,sp1238,0,0,0,70,,2.0
4606,sp1239,0,0,0,70,,
4607,sp1239,0,0,0,70,,
4608,sp1240,0,0,2,70,,2.0
4609,sp1240,0,0,2,70,,2.0
4610,sp0504,0,0,2,70,,1.0
4611,sp0504,0,0,2,70,,1.0
4612,sp0505,0,0,0,70,,1.0
4613,sp0505,0,0,0,70,,1.0
4614,sp0506,0,0,2,70,,1.0
4615,sp0506,0,0,2,70,,1.0
4616,sp1239,0,0,0,70,,
4617,sp1239,0,0,0,70,,
4618,sp1239,0,0,0,70,,
4619,sp1239,0,0,0,70,,
4620,sp0159,0,0,0,70,,1.0
4621,sp0159,0,0,0,70,,1.0
4622,sp0008,0,0,0,70,,1.0
4623,sp0008,0,0,0,70,,1.0
4624,sp0003,0,0,0,70,,1.0
4625,sp0003,0,0,0,70,,1.0
4626,sp1241,0,0,0,70,,3.0
4627,sp1241,0,0,0,70,,3.0
4628,sp1241,0,0,0,70,,3.0
4629,sp1241,0,0,0,70,,3.0
4630,sp1242,0,0,0,70,,
4631,sp1243,0,2,2,70,,2.0
4632,sp1242,0,0,0,70,,
4633,sp1243,0,2,2,70,,2.0
4634,sp1001,0,0,0,70,,
4635,sp1001,0,0,0,70,,
4654,sp0513,0,0,0,70,,1.0
4655,sp0513,0,0,0,70,,1.0
4656,sp0515,0,0,0,70,,1.0
4657,sp0515,0,0,0,70,,1.0
4658,sp0516,0,0,0,70,,1.0
4659,sp0516,0,0,0,70,,1.0
4660,sp1201,0,0,0,70,,2.0
4661,sp1201,0,0,0,70,,2.0
4662,sp0518,0,0,3,70,,1.0
4663,sp0518,0,0,3,70,,1.0
4664,sp1249,0,0,0,70,,2.0
4665,sp1249,0,0,0,70,,2.0
4666,sp1202,0,0,0,70,,2.0
4667,sp1202,0,0,0,70,,2.0
4668,sp1001,0,0,0,70,,2.0
4669,sp1001,0,0,0,70,,2.0
4670,sp1246,0,0,0,70,,2.0
4671,sp1246,0,0,0,70,,2.0
4672,sp1247,0,0,0,70,,3.0
4673,sp1247,0,0,0,70,,3.0
4674,sp1001,0,0,0,70,,2.0
4675,sp1001,0,0,0,70,,2.0
4676,sp1001,0,0,0,70,,2.0
4677,sp1001,0,0,0,70,,2.0
4678,sp1001,0,0,0,70,,2.0
4679,sp1001,0,0,0,70,,2.0
4680,sp1001,0,0,0,70,,2.0
4681,sp1001,0,0,0,70,,2.0
4682,sp1001,0,0,0,70,,2.0
4683,sp1001,0,0,0,70,,2.0
4684,sp1001,0,0,0,70,,2.0
4685,sp1001,0,0,0,70,,2.0
4686,sp1001,0,0,0,70,,2.0
4687,sp1001,0,0,0,70,,2.0
4688,sp1244,0,0,0,70,,
4689,sp1244,0,0,0,70,,
4690,sp1244,0,0,0,70,,
4691,sp1244,0,0,0,70,,
4692,sp1245,0,0,0,70,,
4693,sp1245,0,0,0,70,,
4694,sp0509,0,0,0,70,,1.0
4695,sp0509,0,0,0,70,,1.0
4696,sp0510,0,0,0,70,,
4697,sp0510,0,0,0,70,,
4698,sp0511,0,0,0,70,,1.0
4699,sp0511,0,0,0,70,,1.0
4700,sp0512,0,0,0,70,,
4701,sp0512,0,0,0,70,,
4702,sp0507,7015990,0,0,70,,1.0
4703,sp0507,7015991,0,0,70,,1.0
4704,sp0507,7016000,0,0,70,,1.0
4705,sp0507,7016001,0,0,70,,1.0
4706,sp0508,0,0,0,70,,1.0
4707,sp0508,0,0,0,70,,1.0
4708,sp1246,0,0,0,70,,2.0
4709,sp1246,0,0,0,70,,2.0
4710,sp1202,0,0,0,70,,2.0
4711,sp1202,0,0,0,70,,2.0
4712,sp1247,0,0,0,70,,3.0
4713,sp1247,0,0,0,70,,3.0
4714,sp1248,0,0,2,70,,2.0
4715,sp1248,0,0,2,70,,2.0
4716,sp0514,0,0,0,70,,1.0
4717,sp0514,0,0,0,70,,1.0
4718,sp0517,0,0,0,70,,1.0
4719,sp0517,0,0,0,70,,1.0
4720,sp0519,0,0,4,70,,1.0
4721,sp0519,0,0,4,70,,1.0
4722,sp0507,7015990,0,0,70,,1.0
4723,sp0507,7015991,0,0,70,,1.0
4724,sp0507,7016000,0,0,70,,1.0
4725,sp0507,7016001,0,0,70,,1.0
4726,sp0508,0,0,0,70,,1.0
4727,sp0508,0,0,0,70,,1.0
4728,sp1202,0,0,0,70,,2.0
4729,sp1202,0,0,0,70,,2.0
4730,sp0517,0,0,0,70,,1.0
4731,sp0517,0,0,0,70,,1.0
4732,sp1244,0,0,0,70,,
4733,sp1244,0,0,0,70,,
4734,sp1245,0,0,0,70,,
4735,sp1245,0,0,0,70,,
4736,sp1250,0,0,4,70,,2.0
4737,sp1250,0,0,4,70,,2.0
4738,sp1001,0,0,0,70,,2.0
4739,sp1001,0,0,0,70,,2.0
4740,sp1001,0,0,0,70,,2.0
4741,sp1001,0,0,0,70,,2.0
4742,sp0520,0,0,0,70,,1.0
4743,sp0520,0,0,0,70,,1.0
4744,sp0088,0,0,0,70,,1.0
4745,sp0088,0,0,0,70,,1.0
4746,sp1202,0,0,0,70,,2.0
4747,sp1202,0,0,0,70,,2.0
4748,sp0514,0,0,0,70,,1.0
4749,sp0514,0,0,0,70,,1.0
4750,sp0516,0,0,0,70,,1.0
4751,sp0516,0,0,0,70,,1.0
4752,sp0158,0,0,0,70,,
4753,sp0158,0,0,0,70,,
4754,sp0142,0,0,0,70,,1.0
4755,sp0142,0,0,0,70,,1.0
4756,sp0065,0,0,2,70,,1.0
4757,sp0065,0,0,2,70,,1.0
4758,sp1253,0,0,2,70,,2.0
4759,sp1253,0,0,2,70,,2.0
4760,sp0521,0,0,2,70,,1.0
4761,sp0521,0,0,2,70,,1.0
4762,sp0471,0,0,2,70,,
4763,sp0471,0,0,2,70,,
4764,sp0524,0,0,0,70,,1.0
4765,sp0524,0,0,0,70,,1.0
4766,sp1003,0,0,0,70,,2.0
4767,sp1003,0,0,0,70,,2.0
4768,sp0292,0,0,2,70,,1.0
4769,sp0292,0,0,2,70,,1.0
4770,sp0098,0,0,0,70,,
4771,sp0525,0,2,2,70,,1.0
4772,sp0098,0,0,0,70,,
4773,sp0525,0,2,2,70,,1.0
4774,bs0001,0,0,0,70,,
4775,sp1254,0,0,0,70,,2.0
4776,sp1254,0,0,0,70,,2.0
4777,sp1255,0,0,2,70,,2.0
4778,sp1255,0,0,2,70,,2.0
4779,sp1001,0,0,0,70,,2.0
4780,sp1001,0,0,0,70,,2.0
4781,sp0299,0,0,2,70,,1.0
4782,sp0299,0,0,2,70,,1.0
4783,sp1086,0,0,0,70,,2.0
4784,sp1086,0,0,0,70,,2.0
4785,sp1256,0,0,4,70,,
4786,sp1256,0,0,4,70,,
4787,sp1256,0,0,4,70,,
4788,sp1256,0,0,4,70,,
4789,sp1256,0,0,4,70,,
4790,sp1257,0,2,4,70,,
4791,sp1256,0,0,4,70,,
4792,sp1257,0,2,4,70,,
4793,sp1258,0,0,3,70,,
4794,sp1258,0,0,3,70,,
4795,sp1258,0,0,3,70,,
4796,sp1258,0,0,3,70,,
4797,sp1258,0,0,3,70,,
4798,sp1259,0,2,3,70,,
4799,sp1258,0,0,3,70,,
4800,sp1259,0,2,3,70,,
4801,sp1256,0,0,4,70,,
4802,sp1256,0,0,4,70,,
4803,sp1257,0,2,4,70,,
4804,sp1257,0,2,4,70,,
4805,sp1258,0,0,3,70,,
4806,sp1258,0,0,3,70,,
4807,sp1259,0,2,3,70,,
4808,sp1259,0,2,3,70,,
4809,sp1046,0,0,0,70,,2.0
4810,sp1046,0,0,0,70,,2.0
4811,sp0526,0,0,3,70,,1.0
4812,sp0526,0,0,3,70,,1.0
4813,sp1150,0,0,2,70,,
4814,sp1150,0,0,2,70,,
4815,sp1151,0,0,3,70,,
4816,sp1151,0,0,3,70,,
4817,sp0432,0,0,3,70,,1.0
4818,sp0432,0,0,3,70,,1.0
4819,sp0433,0,0,2,70,,1.0
4820,sp0433,0,0,2,70,,1.0
4821,ut0001,0,0,4,70,,1.0
4822,ut0002,0,0,3,70,,1.0
4857,sp1260,0,0,0,70,,2.0
4858,sp1260,0,0,0,70,,2.0
4859,sp1261,0,0,0,70,,2.0
4860,sp1261,0,0,0,70,,2.0
4861,sp1261,0,0,0,70,,2.0
4862,sp1261,0,0,0,70,,2.0
4863,sp0528,0,0,2,70,,1.0
4864,sp1264,0,2,3,70,,
4865,sp0528,0,0,2,70,,1.0
4866,sp1264,0,2,3,70,,
4867,sp0529,0,0,2,70,,1.0
4868,sp0530,0,2,3,70,,1.0
4869,sp0529,0,0,2,70,,1.0
4870,sp0530,0,2,3,70,,1.0
4871,sp0245,0,0,0,70,,1.0
4872,sp0245,0,0,0,70,,1.0
4873,sp0344,0,0,0,70,,1.0
4874,sp0344,0,0,0,70,,1.0
4875,sp0244,0,0,0,70,,1.0
4876,sp0244,0,0,0,70,,1.0
4877,sp1263,0,0,3,70,,
4878,sp1263,0,0,3,70,,
4879,sp0114,0,0,0,70,,1.0
4880,sp0114,0,0,0,70,,1.0
4881,sp0531,0,0,0,70,,1.0
4882,sp0531,0,0,0,70,,1.0
4883,sp0531,0,0,0,70,,1.0
4884,sp0531,0,0,0,70,,1.0
4885,sp0531,0,0,0,70,,1.0
4886,sp1265,0,2,2,70,,2.0
4887,sp0531,0,0,0,70,,1.0
4888,sp1265,0,2,2,70,,2.0
4889,sp0204,0,0,0,70,,1.0
4890,sp0204,0,0,0,70,,1.0
4891,sp0205,0,0,0,70,,1.0
4892,sp0205,0,0,0,70,,1.0
4893,sp0532,0,0,2,70,,1.0
4894,sp0533,0,2,2,70,,1.0
4895,sp0532,0,0,2,70,,1.0
4896,sp0533,0,2,2,70,,1.0
4897,sp0534,0,0,3,70,,1.0
4898,sp0535,0,2,4,70,,1.0
4899,sp0534,0,0,3,70,,1.0
4900,sp0535,0,2,4,70,,1.0
4901,sp0537,0,0,0,70,,
4902,sp0537,0,0,0,70,,
4903,sp1262,0,0,2,70,,
4904,sp1262,0,0,2,70,,
4905,sp0527,0,0,2,70,,1.0
4906,sp0527,0,0,2,70,,1.0
4907,sp0248,0,0,0,70,,
4908,sp0248,0,0,0,70,,
4909,sp0245,0,0,0,70,,1.0
4910,sp0245,0,0,0,70,,1.0
4913,sp0536,0,0,3,70,,1.0
4914,sp0536,0,0,3,70,,1.0
4915,sp0536,0,0,3,70,,1.0
4916,sp0536,0,0,3,70,,1.0
4933,sp0538,0,0,5,70,,1.0
4934,sp0538,0,0,5,70,,1.0
4935,sp0539,0,0,0,70,,1.0
4936,sp0539,0,0,0,70,,1.0
