id,type,category,chapter_id,db_story_id,name,prev_area_id,all_clear_bonus_stones,bgm_id,event_image_path,banner_image_path,listbutton_image_path,is_listbutton_visible,event_priority,announcement_id,is_quest_num_visible,first_released_at
223,Area::EventArea,4,,,"Study Hard, Play Hard! 
Turtle School's Intensive Training",,,,banners/en/event/eve_header/quest_top_banner_223_B.png,banners/en/event/eve_banner/quest_list_banner_223.png,banners/en/event/eve_listbutton/myp_banner_event_223.png,1,2000,102654.0,0,
224,Area::EventArea,2,,,On the Verge of Crisis?! Two Androids,,,,banners/en/event/eve_header/quest_top_banner_224.png,banners/en/event/eve_banner/quest_list_banner_224.png,banners/en/event/eve_listbutton/myp_banner_event_224.png,1,1900,102572.0,1,
225,Area::EventArea,5,,,Activate Your Hidden Potential,,,,banners/en/event/eve_header/quest_top_banner_225.png,banners/en/event/eve_banner/quest_list_banner_225.png,,1,1030,102738.0,0,
226,Area::EventArea,5,,,Activate Your Hidden Potential,,,,banners/en/event/eve_header/quest_top_banner_226.png,banners/en/event/eve_banner/quest_list_banner_226.png,,1,1030,102739.0,0,
227,Area::EventArea,5,,,Activate Your Hidden Potential,,,,banners/en/event/eve_header/quest_top_banner_227.png,banners/en/event/eve_banner/quest_list_banner_227.png,,1,1030,102740.0,0,
228,Area::EventArea,5,,,Activate Your Hidden Potential,,,,banners/en/event/eve_header/quest_top_banner_228.png,banners/en/event/eve_banner/quest_list_banner_228.png,,1,1030,102741.0,0,
229,Area::EventArea,5,,,Activate Your Hidden Potential,,,,banners/en/event/eve_header/quest_top_banner_229.png,banners/en/event/eve_banner/quest_list_banner_229.png,,1,1030,102742.0,0,
231,Area::EventArea,5,,,Activate Your Hidden Potential,,,,banners/en/event/eve_header/quest_top_banner_231.png,banners/en/event/eve_banner/quest_list_banner_231.png,banners/en/dummy_image/dummy_image.png,1,1030,102721.0,0,
232,Area::EventArea,2,,,Dragon Ball Fusions: The Fused World,,,,banners/en/event/eve_header/quest_top_banner_232.png,banners/en/event/eve_banner/quest_list_banner_232.png,banners/en/event/eve_listbutton/myp_banner_event_232.png,1,100,102749.0,1,
233,Area::EventArea,4,,,Soaring Spirit! Clash Between Rivals,,,,banners/en/event/eve_header/quest_top_banner_233.png,banners/en/event/eve_banner/quest_list_banner_233.png,banners/en/event/eve_listbutton/myp_banner_event_233.png,1,100,102968.0,0,
234,Area::EventArea,2,,,Dance and Attack! The Para Para Brothers,,,,banners/en/event/eve_header/quest_top_banner_234.png,banners/en/event/eve_banner/quest_list_banner_234.png,banners/en/event/eve_listbutton/myp_banner_event_234.png,1,1900,102852.0,1,
235,Area::EventArea,2,,,Path to Ultimate Power: Gohan and Piccolo,,,,banners/en/event/eve_header/quest_top_banner_235_2.png,banners/en/event/eve_banner/quest_list_banner_235.png,banners/en/event/eve_listbutton/myp_banner_event_235.png,1,100,103040.0,1,
236,Area::EventArea,4,,,Clash Between Wisdom and Power,,,,banners/en/event/eve_header/quest_top_banner_236.png,banners/en/event/eve_banner/quest_list_banner_236.png,banners/en/event/eve_listbutton/myp_banner_event_236.png,1,2500,103057.0,0,
237,Area::EventArea,4,,,Gohan's Struggle! Protect the Senzu Beans of Hope,,,,banners/en/event/eve_header/quest_top_banner_237.png,banners/en/event/eve_banner/quest_list_banner_237.png,banners/en/event/eve_listbutton/myp_banner_event_237.png,1,100,103056.0,0,
238,Area::EventArea,4,,,Deadly Struggle! Menacing Army,,,,banners/en/event/eve_header/quest_top_banner_238.png,banners/en/event/eve_banner/quest_list_banner_238.png,banners/en/event/eve_listbutton/myp_banner_event_238.png,1,100,103083.0,0,
239,Area::EventArea,2,,,Dabura's All-Out Effort in Heaven,,,,banners/en/event/eve_header/quest_top_banner_239.png,banners/en/event/eve_banner/quest_list_banner_239.png,banners/en/event/eve_listbutton/myp_banner_event_239.png,1,1900,103156.0,1,
241,Area::EventArea,4,,,Stay Alive! Fight for Survival,,,,banners/en/event/eve_header/quest_top_banner_241.png,banners/en/event/eve_banner/quest_list_banner_241.png,banners/en/event/eve_listbutton/myp_banner_event_241.png,1,100,103308.0,0,
242,Area::EventArea,2,,,Super Dragon Ball Heroes: Universal Conflict Saga,,,,banners/en/event/eve_header/quest_top_banner_242.png,banners/en/event/eve_banner/quest_list_banner_242.png,banners/en/event/eve_listbutton/myp_banner_event_242.png,1,100,103199.0,1,
243,Area::EventArea,4,,,Awaken! The Up-and-Coming Martial Artist,,,,banners/en/event/eve_header/quest_top_banner_243_03.png,banners/en/event/eve_banner/quest_list_banner_243.png,banners/en/event/eve_listbutton/myp_banner_event_243_03.png,1,2100,103257.0,1,
244,Area::EventArea,2,,,Dragon Ball Opening Medley,,,,banners/en/event/eve_header/quest_top_banner_244.png,banners/en/event/eve_banner/quest_list_banner_244.png,banners/en/event/eve_listbutton/myp_banner_event_244.png,1,100,103565.0,1,
245,Area::EventArea,6,,,Big Bucks Hercule Challenge,,,,banners/en/event/eve_header/quest_top_banner_116_1.png,banners/en/event/eve_banner/quest_list_banner_116.png,banners/en/event/eve_listbutton/myp_banner_event_116.png,1,100,103386.0,1,
247,Area::EventArea,2,,,"Learn with Goku! 
Intensive Offense and Defense Training",,,,banners/en/event/eve_header/quest_top_banner_247.png,banners/en/event/eve_banner/quest_list_banner_247.png,banners/en/event/eve_listbutton/myp_banner_event_247.png,1,100,103542.0,1,
248,Area::EventArea,4,,,"Pilaf's Pure Tenacity?! 
Come Forth, Ultimate Shenron!",,,,banners/en/event/eve_header/quest_top_banner_248.png,banners/en/event/eve_banner/quest_list_banner_248.png,banners/en/event/eve_listbutton/myp_banner_event_248.png,1,100,103543.0,0,
249,Area::EventArea,4,,,Master It! The Dream Technique!,,,,banners/en/event/eve_header/quest_top_banner_249.png,banners/en/event/eve_banner/quest_list_banner_249.png,banners/en/event/eve_listbutton/myp_banner_event_249.png,1,100,103560.0,0,
251,Area::EventArea,2,,,Brief Breather! Fighters Rejuvenated,,,,banners/en/event/eve_header/quest_top_banner_251_B.png,banners/en/event/eve_banner/quest_list_banner_251.png,banners/en/event/eve_listbutton/myp_banner_event_251_B.png,1,2000,103383.0,1,
252,Area::EventArea,4,,,"In Search of Greater Power! 
God-Level Intensive Training",,,,banners/en/event/eve_header/quest_top_banner_199.png,banners/en/event/eve_banner/quest_list_banner_199.png,banners/en/event/eve_listbutton/myp_banner_event_199.png,0,2000,103361.0,0,
253,Area::EventArea,6,,,The Genius Bulma's Battle Prep,,,,banners/en/event/eve_header/quest_top_banner_253.png,banners/en/event/eve_banner/quest_list_banner_253.png,banners/en/event/eve_listbutton/myp_banner_event_253.png,1,100,103495.0,0,
254,Area::EventArea,4,,,Stronger Than Ever! Super Training of Goku's Family,,,,banners/en/event/eve_header/quest_top_banner_254.png,banners/en/event/eve_banner/quest_list_banner_802_R.png,banners/en/event/eve_listbutton/myp_banner_event_802_R.png,1,2000,103433.0,0,
255,Area::EventArea,2,,,Looking For Mr. Right!,,,,banners/en/event/eve_header/quest_top_banner_255.png,banners/en/event/eve_banner/quest_list_banner_255.png,banners/en/event/eve_listbutton/myp_banner_event_255.png,1,100,103445.0,0,
256,Area::EventArea,4,,,The Paths of Good and Evil,,,,banners/en/event/eve_header/quest_top_banner_256.png,banners/en/event/eve_banner/quest_list_banner_256.png,banners/en/event/eve_listbutton/myp_banner_event_256.png,1,2500,103655.0,1,
257,Area::EventArea,4,,,In Search of the Light of Hope,,,,banners/en/event/eve_header/quest_top_banner_257.png,banners/en/event/eve_banner/quest_list_banner_257.png,banners/en/event/eve_listbutton/myp_banner_event_257.png,1,100,103625.0,0,
258,Area::EventArea,2,,,Don Kia's Bodyguard Recruitment Test!,,,,banners/en/event/eve_header/quest_top_banner_258.png,banners/en/event/eve_banner/quest_list_banner_258.png,banners/en/event/eve_listbutton/myp_banner_event_258.png,1,100,103739.0,0,
259,Area::EventArea,4,,,Unstoppable! Walking Weapons of Destruction,,,,banners/en/event/eve_header/quest_top_banner_259.png,banners/en/event/eve_banner/quest_list_banner_259.png,banners/en/event/eve_listbutton/myp_banner_event_259.png,1,100,103835.0,0,
261,Area::EventArea,6,,,Big Bucks Hercule Challenge,,,,banners/en/event/eve_header/quest_top_banner_261.png,banners/en/event/eve_banner/quest_list_banner_116.png,banners/en/event/eve_listbutton/myp_banner_event_116.png,1,2000,103707.0,0,
262,Area::EventArea,4,,,"Study Hard, Play Hard! 
Turtle School's Intensive Training",,,,banners/en/event/eve_header/quest_top_banner_223_B.png,banners/en/event/eve_banner/quest_list_banner_223.png,banners/en/event/eve_listbutton/myp_banner_event_223.png,1,2000,103706.0,0,
263,Area::EventArea,4,,,End the Tragedy! Future Fighters' Super Training,,,,banners/en/event/eve_header/quest_top_banner_263.png,banners/en/event/eve_banner/quest_list_banner_263.png,banners/en/event/eve_listbutton/myp_banner_event_263.png,1,2500,103626.0,0,
264,Area::EventArea,2,,,Grand Deception?! Skirmish at Kame House,,,,banners/en/event/eve_header/quest_top_banner_264.png,banners/en/event/eve_banner/quest_list_banner_264.png,banners/en/event/eve_listbutton/myp_banner_event_264.png,1,100,103722.0,1,
265,Area::EventArea,4,,,Inherited Hope,,,,banners/en/event/eve_header/quest_top_banner_265.png,banners/en/event/eve_banner/quest_list_banner_265.png,banners/en/event/eve_listbutton/myp_banner_event_265.png,1,100,103677.0,0,
266,Area::EventArea,2,,,Super Dragon Ball Heroes: Universe Creation Saga,,,,banners/en/event/eve_header/quest_top_banner_266.png,banners/en/event/eve_banner/quest_list_banner_266.png,banners/en/event/eve_listbutton/myp_banner_event_266.png,1,100,103779.0,1,
267,Area::EventArea,4,,,Master It! Special Technique of Hope,,,,banners/en/event/eve_header/quest_top_banner_267.png,banners/en/event/eve_banner/quest_list_banner_267.png,banners/en/event/eve_listbutton/myp_banner_event_267.png,1,2500,103759.0,0,
268,Area::EventArea,2,,,Request from the Charismatic Hero of SDBH,,,,banners/en/event/eve_header/quest_top_banner_268.png,banners/en/event/eve_banner/quest_list_banner_268.png,banners/en/event/eve_listbutton/myp_banner_event_268.png,1,100,103780.0,0,
269,Area::EventArea,2,,,Stay Strong! Super Heroes of Tomorrow!,,,,banners/en/event/eve_header/quest_top_banner_269.png,banners/en/event/eve_banner/quest_list_banner_269.png,banners/en/event/eve_listbutton/myp_banner_event_269.png,1,3000,104149.0,0,
270,Area::EventArea,4,,,Super Heroes' New Determination,,,,banners/en/event/eve_header/quest_top_banner_270.png,banners/en/event/eve_banner/quest_list_banner_270.png,banners/en/event/eve_listbutton/myp_banner_event_270.png,1,3000,104177.0,0,
271,Area::EventArea,4,,,Tough Struggle for Survival! Planet Vampa,,,,banners/en/event/eve_header/quest_top_banner_271_02.png,banners/en/event/eve_banner/quest_list_banner_271.png,banners/en/event/eve_listbutton/myp_banner_event_271_02.png,1,3000,104140.0,0,
272,Area::EventArea,4,,,Extremely Intense Saiyan Clash,,,,banners/en/event/eve_header/quest_top_banner_272.png,banners/en/event/eve_banner/quest_list_banner_272.png,banners/en/event/eve_listbutton/myp_banner_event_272.png,1,3000,104150.0,1,
273,Area::EventArea,2,,,Glorious Feats of Hercule the Savior,,,,banners/en/event/eve_header/quest_top_banner_273.png,banners/en/event/eve_banner/quest_list_banner_273.png,banners/en/event/eve_listbutton/myp_banner_event_273.png,1,2000,103956.0,1,
274,Area::EventArea,6,,,"In Search of Greater Power! 
God-Level Intensive Training",,,,banners/en/event/eve_header/quest_top_banner_274.png,banners/en/event/eve_banner/quest_list_banner_274.png,banners/en/event/eve_listbutton/myp_banner_event_274.png,1,2500,104044.0,0,
275,Area::EventArea,1,,,Battle-Smart Brawlers! Team Bardock,,,,banners/en/event/eve_header/quest_top_banner_275.png,banners/en/event/eve_banner/quest_list_banner_275.png,banners/en/event/eve_listbutton/myp_banner_event_275.png,1,1900,104065.0,1,
276,Area::EventArea,1,,,Ginyu Force Special Training,,,,banners/en/event/eve_header/quest_top_banner_276.png,banners/en/event/eve_banner/quest_list_banner_276.png,banners/en/event/eve_listbutton/myp_banner_event_276.png,1,1900,104067.0,1,
301,Area::EventArea,7,,,The Mysterious Alien Warrior From Space,,1.0,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,,0,100,100017.0,1,
302,Area::EventArea,7,,,A New Threat!!! The Saiyan Warrior Race,,1.0,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,,0,100,100023.0,1,
303,Area::EventArea,7,,,A Lone Warrior's Last Battle,,1.0,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,35.0,1,
304,Area::EventArea,2,,,Countdown to Resurrection,,1.0,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100061.0,1,
305,Area::EventArea,7,,,Resurrection 'F',,,,banners/en/event/eve_header/quest_top_banner_305_D.png,banners/en/event/eve_banner/quest_list_banner_305.png,banners/en/event/eve_listbutton/myp_banner_event_305.png,0,600,101860.0,0,
306,Area::EventArea,7,,,Galactic Crisis,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100038.0,1,
307,Area::EventArea,7,,,The Strongest Rivals,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,200,36.0,1,
308,Area::EventArea,7,,,Go Forth!! Hero of Justice,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100090.0,1,
309,Area::EventArea,7,,,Go Forth!! Hero of Justice,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100090.0,1,
310,Area::EventArea,7,,,Go Forth!! Hero of Justice,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100090.0,1,
311,Area::EventArea,7,,,Go Forth!! Hero of Justice,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100090.0,1,
312,Area::EventArea,7,,,Go Forth!! Hero of Justice,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100090.0,1,
313,Area::EventArea,7,,,Go Forth!! Hero of Justice,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100090.0,1,
314,Area::EventArea,7,,,Battle of Gods,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_314_1.png,banners/en/dummy_image/dummy_image.png,0,200,100109.0,1,
315,Area::EventArea,7,,,The Tree of Might,,,,banners/en/event/eve_header/quest_top_banner_315_B.png,banners/en/event/eve_banner/quest_list_banner_315_2.png,banners/en/event/eve_listbutton/myp_banner_event_315.png,0,200,100122.0,1,
316,Area::EventArea,2,,,CROSSOVER: Special Event,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100351.0,1,
317,Area::EventArea,2,,,CROSSOVER: Special Event,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100351.0,1,
318,Area::EventArea,7,,,Fight! 10 Billion Power Warriors,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100152.0,1,
319,Area::EventArea,8,,,Hero Extermination Plan,,,,banners/en/event/eve_header/quest_top_banner_319_5.png,banners/en/event/eve_banner/quest_list_banner_319_1.png,banners/en/event/eve_listbutton/myp_banner_event_319_5.png,1,1050,100197.0,1,
320,Area::EventArea,8,,,Evil Powers Strike Back,,,,banners/en/event/eve_header/quest_top_banner_320_7.png,banners/en/event/eve_banner/quest_list_banner_320.png,banners/en/event/eve_listbutton/myp_banner_event_320_7.png,1,1050,100223.0,1,
321,Area::EventArea,7,,,Fight Against Despair!,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,200,100250.0,1,
322,Area::EventArea,7,,,Dragon Ball GT: Black Star DB Saga,,,,banners/en/event/eve_header/quest_top_banner_322.png,banners/en/event/eve_banner/quest_list_banner_322.png,banners/en/event/eve_listbutton/myp_banner_event_322.png,0,200,100312.0,1,
323,Area::EventArea,7,,,A New Threat!!! The Saiyan Warrior Race,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_323.png,banners/en/dummy_image/dummy_image.png,0,200,100346.0,1,
324,Area::EventArea,7,,,Dragon Ball GT: Baby Saga,,,,banners/en/event/eve_header/quest_top_banner_324_1.png,banners/en/event/eve_banner/quest_list_banner_324.png,banners/en/event/eve_listbutton/myp_banner_event_324.png,0,200,100335.0,1,
325,Area::EventArea,7,,,Dragon Ball Super: Universe 6 Saga,,,,banners/en/event/eve_header/quest_top_banner_325.png,banners/en/event/eve_banner/quest_list_banner_325.png,banners/en/event/eve_listbutton/myp_banner_event_325.png,1,200,100408.0,1,
326,Area::EventArea,7,,,Defeat the Legendary Super Saiyan,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,200,100450.0,1,
327,Area::EventArea,7,,,Penguin Village Adventure,,,,banners/en/event/eve_header/quest_top_banner_327.png,banners/en/event/eve_banner/quest_list_banner_327.png,banners/en/event/eve_listbutton/myp_banner_event_327.png,1,200,100501.0,1,
328,Area::EventArea,7,,,Dragon Ball Super: Future Trunks Saga,,,,banners/en/event/eve_header/quest_top_banner_328_D.png,banners/en/event/eve_banner/quest_list_banner_328.png,banners/en/event/eve_listbutton/myp_banner_event_328.png,1,200,100513.0,1,
329,Area::EventArea,8,,,The Bizarre Rabbit Mob!,,,,banners/en/event/eve_header/quest_top_banner_329.png,banners/en/event/eve_banner/quest_list_banner_329.png,banners/en/event/eve_listbutton/myp_banner_event_329.png,1,400,100520.0,1,
330,Area::EventArea,7,,,Dragon Ball GT: Baby Saga Finale,,,,banners/en/event/eve_header/quest_top_banner_330.png,banners/en/event/eve_banner/quest_list_banner_330.png,banners/en/event/eve_listbutton/myp_banner_event_330.png,1,200,100557.0,1,
331,Area::EventArea,7,,,Go Forth!! Hero of Justice,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_331.png,banners/en/dummy_image/dummy_image.png,0,200,100781.0,1,
332,Area::EventArea,7,,,Dragon Ball GT: A Hero's Legacy,,,,banners/en/event/eve_header/quest_top_banner_332.png,banners/en/event/eve_banner/quest_list_banner_332.png,banners/en/event/eve_listbutton/myp_banner_event_332.png,1,200,100559.0,1,
333,Area::EventArea,7,,,Super Warrior Slam! Victory Will Be Mine!,,,,banners/en/event/eve_header/quest_top_banner_333.png,banners/en/event/eve_banner/quest_list_banner_333.png,banners/en/event/eve_listbutton/myp_banner_event_333.png,1,200,100679.0,1,
334,Area::EventArea,7,,,Goku and Friends Are Back!!,,,,banners/en/event/eve_header/quest_top_banner_334.png,banners/en/event/eve_banner/quest_list_banner_334.png,banners/en/event/eve_listbutton/myp_banner_event_334.png,1,200,100697.0,1,
335,Area::EventArea,7,,,Dragon Ball Super: Universe Survival Saga,,,,banners/en/event/eve_header/quest_top_banner_335_1.png,banners/en/event/eve_banner/quest_list_banner_335.png,banners/en/event/eve_listbutton/myp_banner_event_335.png,1,200,100786.0,1,
336,Area::EventArea,7,,,The Low-Class Warrior: Raditz's Pride,,,,banners/en/event/eve_header/quest_top_banner_336.png,banners/en/event/eve_banner/quest_list_banner_336.png,banners/en/event/eve_listbutton/myp_banner_event_336.png,1,200,100828.0,1,
337,Area::EventArea,7,,,Vegeta the Indomitable Warrior,,,,banners/en/event/eve_header/quest_top_banner_337.png,banners/en/event/eve_banner/quest_list_banner_337.png,banners/en/event/eve_listbutton/myp_banner_event_337.png,1,200,100754.0,1,
338,Area::EventArea,7,,,Wrath of the Dragon,,,,banners/en/event/eve_header/quest_top_banner_338_1.png,banners/en/event/eve_banner/quest_list_banner_338.png,banners/en/event/eve_listbutton/myp_banner_event_338_1.png,0,200,100880.0,1,
339,Area::EventArea,7,,,Fierce Battle for Planet Namek!,,,,banners/en/event/eve_header/quest_top_banner_339.png,banners/en/event/eve_banner/quest_list_banner_339.png,banners/en/event/eve_listbutton/myp_banner_event_339.png,0,200,100928.0,1,
340,Area::EventArea,7,,,Epic Battle! The Mighty Ones of the Otherworld,,,,banners/en/event/eve_header/quest_top_banner_340.png,banners/en/event/eve_banner/quest_list_banner_340.png,banners/en/event/eve_listbutton/myp_banner_event_340.png,1,200,100912.0,1,
341,Area::EventArea,7,,,Tournament of Power Commencement,,,,banners/en/event/eve_header/quest_top_banner_341.png,banners/en/event/eve_banner/quest_list_banner_341.png,banners/en/event/eve_listbutton/myp_banner_event_341.png,1,200,100864.0,1,
343,Area::EventArea,7,,,Lord Slug,,,,banners/en/event/eve_header/quest_top_banner_343_1.png,banners/en/event/eve_banner/quest_list_banner_343.png,banners/en/event/eve_listbutton/myp_banner_event_343.png,1,200,101105.0,1,
344,Area::EventArea,7,,,Final Battle of the Tournament of Power,,,,banners/en/event/eve_header/quest_top_banner_344_A1.png,banners/en/event/eve_banner/quest_list_banner_344.png,banners/en/event/eve_listbutton/myp_banner_event_344.png,1,200,101048.0,1,
345,Area::EventArea,7,,,Dragon Ball GT: Ultimate Android Saga,,,,banners/en/event/eve_header/quest_top_banner_345_2.png,banners/en/event/eve_banner/quest_list_banner_345.png,banners/en/event/eve_listbutton/myp_banner_event_345_2.png,1,200,101126.0,1,
346,Area::EventArea,7,,,Face-off with the Fearsome Ginyu Force,,,,banners/en/event/eve_header/quest_top_banner_346.png,banners/en/event/eve_banner/quest_list_banner_346.png,banners/en/event/eve_listbutton/myp_banner_event_346.png,0,200,101001.0,0,
347,Area::EventArea,7,,,A Lone Warrior's Last Battle,,,,banners/en/event/eve_header/quest_top_banner_347_B.png,banners/en/event/eve_banner/quest_list_banner_347.png,banners/en/event/eve_listbutton/myp_banner_event_347_B.png,1,200,101099.0,1,
348,Area::EventArea,7,,,The Unknown Battle of Gods and Majin,,,,banners/en/event/eve_header/quest_top_banner_348.png,banners/en/event/eve_banner/quest_list_banner_348.png,banners/en/event/eve_listbutton/myp_banner_event_348.png,1,200,101187.0,1,
349,Area::EventArea,7,,,Fight! 10 Billion Power Warriors,,,,banners/en/event/eve_header/quest_top_banner_349.png,banners/en/event/eve_banner/quest_list_banner_349.png,banners/en/event/eve_listbutton/myp_banner_event_349.png,1,200,101275.0,1,
351,Area::EventArea,7,,,Videl's Flying Technique Tutorial,,,,banners/en/event/eve_header/quest_top_banner_351_1.png,banners/en/event/eve_banner/quest_list_banner_351.png,banners/en/event/eve_listbutton/myp_banner_event_351.png,1,200,101299.0,1,
352,Area::EventArea,7,,,Curse of the Blood Rubies,,,,banners/en/event/eve_header/quest_top_banner_352.png,banners/en/event/eve_banner/quest_list_banner_352.png,banners/en/event/eve_listbutton/myp_banner_event_352.png,1,200,101230.0,1,
353,Area::EventArea,7,,,Sleeping Princess in Devil's Castle,,,,banners/en/event/eve_header/quest_top_banner_353.png,banners/en/event/eve_banner/quest_list_banner_353.png,banners/en/event/eve_listbutton/myp_banner_event_353.png,1,200,101319.0,1,
354,Area::EventArea,7,,,Mystical Adventure,,,,banners/en/event/eve_header/quest_top_banner_354.png,banners/en/event/eve_banner/quest_list_banner_354.png,banners/en/event/eve_listbutton/myp_banner_event_354.png,1,200,101326.0,1,
355,Area::EventArea,7,,,Dragon Ball Super: Broly,,,,banners/en/event/eve_header/quest_top_banner_355.png,banners/en/event/eve_banner/quest_list_banner_355.png,banners/en/event/eve_listbutton/myp_banner_event_355.png,1,200,101202.0,1,
356,Area::EventArea,7,,,Desert Rescue! Giru Saves the Day!,,,,banners/en/event/eve_header/quest_top_banner_356.png,banners/en/event/eve_banner/quest_list_banner_356.png,banners/en/event/eve_listbutton/myp_banner_event_356.png,1,200,101375.0,1,
357,Area::EventArea,7,,,Dragon Ball GT: 7 Shadow Dragons Saga,,,,banners/en/event/eve_header/quest_top_banner_357_A.png,banners/en/event/eve_banner/quest_list_banner_357.png,banners/en/event/eve_listbutton/myp_banner_event_357_A.png,1,200,101402.0,1,
361,Area::EventArea,7,,,Vegeta's Demise?! The Secret of Planet Potaufeu,,,,banners/en/event/eve_header/quest_top_banner_361.png,banners/en/event/eve_banner/quest_list_banner_361.png,banners/en/event/eve_listbutton/myp_banner_event_361.png,1,200,101566.0,1,
362,Area::EventArea,7,,,Cataclysmic Clash! Final Showdown with Frieza,,,,banners/en/event/eve_header/quest_top_banner_362.png,banners/en/event/eve_banner/quest_list_banner_362.png,banners/en/event/eve_listbutton/myp_banner_event_362.png,0,200,101507.0,1,
363,Area::EventArea,7,,,Assemble! Warriors of Universe 6,,,,banners/en/event/eve_header/quest_top_banner_363.png,banners/en/event/eve_banner/quest_list_banner_363.png,banners/en/event/eve_listbutton/myp_banner_event_363.png,1,200,101602.0,1,
364,Area::EventArea,7,,,Galactic Crisis!! Super Guy In The Galaxy,,,,banners/en/event/eve_header/quest_top_banner_364.png,banners/en/event/eve_banner/quest_list_banner_364.png,banners/en/event/eve_listbutton/myp_banner_event_364.png,0,200,101607.0,1,
365,Area::EventArea,7,,,Defeat the Legendary Super Saiyan,,,,banners/en/event/eve_header/quest_top_banner_365_1.png,banners/en/event/eve_banner/quest_list_banner_365.png,banners/en/event/eve_listbutton/myp_banner_event_365.png,0,200,101544.0,1,
366,Area::EventArea,7,,,New Enemies! Androids in Action,,,,banners/en/event/eve_header/quest_top_banner_366.png,banners/en/event/eve_banner/quest_list_banner_366.png,banners/en/event/eve_listbutton/myp_banner_event_366.png,1,200,101442.0,1,
368,Area::EventArea,7,,,Emerge! Mysterious Monster Cell,,,,banners/en/event/eve_header/quest_top_banner_368_2.png,banners/en/event/eve_banner/quest_list_banner_368.png,banners/en/event/eve_listbutton/myp_banner_event_368.png,1,200,101448.0,1,
369,Area::EventArea,7,,,Ultimate Confrontation! The Cell Games,,,,banners/en/event/eve_header/quest_top_banner_369.png,banners/en/event/eve_banner/quest_list_banner_369.png,banners/en/event/eve_listbutton/myp_banner_event_369.png,1,200,101449.0,1,
371,Area::EventArea,7,,,Fight Against Despair!,,,,banners/en/event/eve_header/quest_top_banner_371_1.png,banners/en/event/eve_banner/quest_list_banner_371.png,banners/en/event/eve_listbutton/myp_banner_event_371.png,1,200,101668.0,1,
372,Area::EventArea,7,,,Super Android 13!,,,,banners/en/event/eve_header/quest_top_banner_372.png,banners/en/event/eve_banner/quest_list_banner_372.png,banners/en/event/eve_listbutton/myp_banner_event_372.png,1,200,101737.0,1,
373,Area::EventArea,7,,,The Strongest Rivals,,,,banners/en/event/eve_header/quest_top_banner_373.png,banners/en/event/eve_banner/quest_list_banner_373.png,banners/en/event/eve_listbutton/myp_banner_event_373.png,0,200,101692.0,1,
374,Area::EventArea,7,,,A Turbulent Start! World Tournament Reborn,,,,banners/en/event/eve_header/quest_top_banner_374_1.png,banners/en/event/eve_banner/quest_list_banner_374.png,banners/en/event/eve_listbutton/myp_banner_event_374.png,1,200,101771.0,1,
375,Area::EventArea,7,,,Saiyan Trio Led by Fate,,,,banners/en/event/eve_header/quest_top_banner_375_2.png,banners/en/event/eve_banner/quest_list_banner_375.png,banners/en/event/eve_listbutton/myp_banner_event_375.png,1,200,101856.0,1,
