id,card_sticker_item_id,card_decoration_id,open_at
9742,17,271,2024-05-08 00:00:00
9743,17,116,2024-05-08 00:00:00
9744,17,167,2024-05-08 00:00:00
9745,17,214,2024-05-08 00:00:00
9746,17,201,2024-05-08 00:00:00
9747,17,21,2024-05-08 00:00:00
9748,1,530,2024-04-26 08:00:00
9753,17,515,2024-05-08 00:00:00
9758,17,425,2024-05-08 00:00:00
9759,17,428,2024-05-08 00:00:00
9760,17,448,2024-05-08 00:00:00
9766,17,480,2024-05-08 00:00:00
9767,17,491,2024-05-08 00:00:00
9768,17,493,2024-05-08 00:00:00
9771,1,524,2024-05-14 08:00:00
9772,1,525,2024-05-14 08:00:00
9773,1,526,2024-07-19 06:30:00
9774,1,527,2024-07-19 06:30:00
9775,1,528,2024-07-19 06:30:00
9776,1,529,2024-07-19 06:30:00
