id,collection_category_id,name,priority,card_id,background_id
549,3,"Super Saiyan 
Gohan (Future) & 
Trunks (Youth) (Future)",86350,1023400,5
550,3,"Super Saiyan 
Gohan (Future) & 
Trunks (Youth) (Future)/
Super Saiyan Gohan (Future)",86325,1023421,5
551,3,"Jackie Chun 
Statue",92540,1023821,5
552,3,"Super Saiyan God 
Goku & 
Super Saiyan God 
Vegeta",88550,1022360,1
553,3,"Super Saiyan 4 
Goku & 
Super Saiyan 4 
Vegeta",88650,1022400,4
554,3,"Gohan (Teen) & 
Goten (Kid) & 
Trunks (Kid)",79525,1023891,1
555,3,Goku & Chi-Chi,80540,1023931,5
556,6,Vegeta & Bulma,66913,1023951,4
557,3,"Goku Jr. & 
Vegeta Jr.",80150,1023841,5
558,3,"Super Saiyan 
Goku Jr. & 
Super Saiyan 
Vegeta Jr.",87650,1023861,5
559,3,Jeice & Burter,92980,1023720,2
560,9,"Recoome & 
Guldo",61650,1023740,3
561,6,"Para Para 
Brothers",71750,1024100,4
562,3,"Goten 
(Teen)",80050,1024200,4
563,1,"Annin 
(Giant Form)",99440,1024171,2
564,3,"Goku & 
Piccolo/
Piccolo",80520,1024141,4
565,3,"Androids 
#16 & #18",91750,1024240,4
566,3,"Super Saiyan 
Goku & 
Super Saiyan 
Gohan (Youth)",87925,1024330,1
567,3,"Super Saiyan God 
SS Goku/
Super Saiyan God 
SS Vegeta",88487,1024441,2
568,3,"Super Saiyan God 
SS Vegeta & 
Super Saiyan 
Trunks (Future)",84045,1024530,2
569,3,"Gohan (Kid)/
Goku",79730,1025111,4
570,4,"Trunks (GT) & 
Giru",73890,1024770,2
571,4,Cheelai,77150,1024741,2
572,2,"Krillin & 
Gohan (Youth)",95835,1024960,1
573,2,Gamma 1,97340,1025500,3
574,2,Gamma 2,97330,1025520,5
575,4,Dabura (Angel),79090,1025220,4
576,6,"Hatchiyack 
(Giant Form)",72090,1025651,1
577,4,"Super Full Power 
Saiyan 4 Limit Breaker 
Goku (Xeno)",77180,1025300,2
578,4,"Super Full Power 
Saiyan 4 Limit Breaker 
Vegeta (Xeno)",77170,1025320,4
579,3,Super Hearts,83350,1025400,3
580,2,"Golden 
Metal Cooler",94850,1025430,5
581,3,"Janemba 
(Modified)",92450,1025440,1
582,9,Lagss,62150,1025450,2
583,4,"Trunks (Teen) & 
Goten (Teen)",74350,1026060,3
584,6,"Piccolo 
(Power Awakening)",70825,1025570,1
585,3,"Super Saiyan 3 
Gotenks & 
Piccolo",87150,1025810,5
586,3,"Eis Shenron & 
Nuova Shenron",93050,1025830,1
587,3,"Super Saiyan 3 
Goku & 
Super Saiyan 2 
Vegeta",88850,1025710,4
588,3,"Goku (GT) & 
Super Saiyan 4 
Vegeta",80360,1025750,3
589,3,"Android #17 & 
Hell Fighter #17",91425,1026190,3
590,4,"Dr. Myuu & 
Dr. Gero",75730,1026220,4
591,4,Dr. Wheelo,75850,1026710,5
592,1,Amond & Rasin,99750,1026760,2
593,4,Daiz & Cacao,78550,1026780,5
594,6,Baby,66550,1026860,1
595,7,Mamba,64125,1027170,5
596,3,"Super Saiyan 
Trunks (Teen) & 
Super Saiyan Broly",85950,1027411,1
597,6,Beelzebub,66350,1028070,5
598,6,Pilaf,70350,1027560,5
599,6,"Pilaf & 
Shu & Mai",70330,1027581,5
600,3,"Zirloin & 
Rabanra & 
Zarbuto",93625,1027490,3
602,9,"Ribrianne & 
Kakunsa & 
Rozie",61450,1027440,1
603,1,Oolong & Launch,98850,1027930,1
604,4,"Super Full Power 
Saiyan 4 Limit Breaker 
Vegito (Xeno)",77165,1027700,5
605,4,"Super Full Power 
Saiyan 4 
Limit Breaker Broly",77175,1027720,2
606,1,"Crimson Masked Saiyan 
(Super Saiyan Rosé 3)",100200,1027740,4
607,3,"Super Saiyan God 
SS Vegeta 
(Berserk Controlled)",84030,1027770,1
608,1,Dark King Fu,99670,1027890,3
609,6,"Piccolo & 
Gohan (Kid)",70840,1028120,3
610,6,"Vegeta & 
Nappa",66920,1028100,1
611,3,"Android #21 
(Transformed, Evil)",90750,1027670,4
612,3,"Cell 
(Perfect Form) (GT) & 
Frieza 
(Final Form) (GT)",81550,1027471,4
613,6,Icarus,72350,1028640,3
614,3,"Super Saiyan Goku & 
Super Saiyan Vegeta & 
Super Saiyan Trunks (Teen)",87850,1028040,2
615,6,Hirudegarn,70050,1028150,2
616,3,"Android #18 
(Linked State)",91150,1028410,4
617,6,"Piccolo & 
Gohan (Kid)/
Gohan (Kid)",70830,1028131,3
618,6,"Beerus 
(Pajamas)",70180,1028551,4
619,3,Gohan (Beast),79100,1028300,3
620,2,"Gamma 1 & 
Gamma 2",97320,1028350,2
621,2,"Gamma 1 & 
Gamma 2/
Gamma 1",97310,1028371,2
622,6,Buyon,69720,1028620,4
623,3,Super Hercule Statue,83640,1029211,1
625,3,"Goku (Youth) & 
Krillin (Youth) & 
Bulma (Youth)",80310,1028921,1
626,3,"Super Saiyan 2 
Trunks (Future)",85775,1028970,5
