id,budokai_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description,created_at,updated_at
24085,24085,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 14 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24086,24086,6,SupportItem,15,0,Senzu Bean x15,Get 15 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24087,24087,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 16 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24088,24088,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 17 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24089,24089,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 18 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24090,24090,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 19 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24091,24091,7,TrainingField,10,0,Gravity Chamber (150G) x10,Get 20 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24092,24092,11,Point::Stone,1,0,Dragon Stone x1,Reach King Chappa Tier,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24093,24093,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",Reach Hercule Tier,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24094,24094,5,TrainingField,3,0,King Kai's Planet (10G) x3,Reach Videl Tier,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24095,24095,1,AwakeningItem,30,0,Gregory x30,Reach Master Roshi Tier,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24096,24096,6,SupportItem,10,0,Senzu Bean x10,Reach Korin Tier,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24097,24097,11,Point::Stone,1,0,Dragon Stone x1,Reach Kami Tier,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24098,24098,4,TrainingField,10,0,Snake Way x10,Reach King Yemma Tier,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24099,24099,8,TrainingField,5,0,Supreme Kai's Planet x5,Reach King Kai Tier,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24100,24100,11,Point::Stone,5,0,Dragon Stone x5,Reach Supreme Kai Tier,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24101,24101,20,AwakeningItem,1,0,Elder Kai x1,Reach Elder Kai Tier,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
24102,24102,11,Point::Stone,5,0,Dragon Stone x5,Reach Beerus Tier,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25001,25001,11,Point::Stone,1,0,Dragon Stone x1,"Score 10,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25002,25002,11,Point::Stone,1,0,Dragon Stone x1,"Score 50,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25003,25003,6,SupportItem,2,0,Senzu Bean x2,"Score 100,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25004,25004,1001,AwakeningItem,2,0,Turtle x2,"Score 250,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25005,25005,6,SupportItem,3,0,Senzu Bean x3,"Score 500,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25006,25006,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,"Score 1,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25007,25007,1002,AwakeningItem,2,0,Bulma x2,"Score 1,500,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25008,25008,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 2,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25009,25009,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,"Score 2,500,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25010,25010,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 3,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25011,25011,11,Point::Stone,3,0,Dragon Stone x3,"Score 4,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25012,25012,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 5,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25013,25013,2,SpecialItem,2,0,(Gold) World Tournament Ticket x 2,"Score 6,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25014,25014,1,PotentialItem,500,0,AGL Potential Orb (S) x500,"Score 6,300,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25015,25015,2,PotentialItem,500,0,TEQ Potential Orb (S) x500,"Score 6,400,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25016,25016,3,PotentialItem,500,0,INT Potential Orb (S) x500,"Score 6,500,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25017,25017,4,PotentialItem,500,0,STR Potential Orb (S) x500,"Score 6,600,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25018,25018,5,PotentialItem,500,0,PHY Potential Orb (S) x500,"Score 6,700,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25019,25019,19,AwakeningItem,1,0,Supreme Kai x1,"Score 7,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25020,25020,6,PotentialItem,300,0,AGL Potential Orb (M) x300,"Score 7,300,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25021,25021,7,PotentialItem,300,0,TEQ Potential Orb (M) x300,"Score 7,400,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25022,25022,8,PotentialItem,300,0,INT Potential Orb (M) x300,"Score 7,500,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25023,25023,9,PotentialItem,300,0,STR Potential Orb (M) x300,"Score 7,600,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25024,25024,10,PotentialItem,300,0,PHY Potential Orb (M) x300,"Score 7,700,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25025,25025,20,AwakeningItem,1,0,Elder Kai x1,"Score 8,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25026,25026,11,PotentialItem,20,0,AGL Potential Orb (L) x20,"Score 8,300,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25027,25027,12,PotentialItem,20,0,TEQ Potential Orb (L) x20,"Score 8,400,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25028,25028,13,PotentialItem,20,0,INT Potential Orb (L) x20,"Score 8,500,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25029,25029,14,PotentialItem,20,0,STR Potential Orb (L) x20,"Score 8,600,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25030,25030,15,PotentialItem,20,0,PHY Potential Orb (L) x20,"Score 8,700,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25031,25031,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x 1,"Score 9,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25032,25032,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,"Score 10,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25033,25033,11,Point::Stone,2,0,Dragon Stone x2,"Score 11,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25034,25034,1002630,Card,1,765122,Hercule Statue (Gold) x1,"Score 12,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25035,25035,1005480,Card,1,765122,Hercule Statue (Platinum) x1,"Score 13,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25036,25036,11,Point::Stone,3,0,Dragon Stone x3,"Score 14,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25037,25037,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,"Score 15,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25038,25038,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 16,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25039,25039,11,Point::Stone,2,0,Dragon Stone x2,"Score 17,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25040,25040,19,AwakeningItem,1,0,Supreme Kai x1,"Score 18,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25041,25041,20,AwakeningItem,1,0,Elder Kai x1,"Score 19,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25042,25042,11,Point::Stone,3,0,Dragon Stone x3,"Score 20,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25043,25043,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 21,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25044,25044,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x 1,"Score 22,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25045,25045,7,TrainingField,2,0,Gravity Chamber (150G) x2,"Score 23,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25046,25046,1012230,Card,1,0,Grand Kai [AGL] x1,"Score 24,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25047,25047,1012240,Card,1,0,Grand Kai [TEQ] x1,"Score 25,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25048,25048,1012250,Card,1,0,Grand Kai [INT] x1,"Score 26,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25049,25049,1012260,Card,1,0,Grand Kai [STR] x1,"Score 27,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25050,25050,1012270,Card,1,0,Grand Kai [PHY] x1,"Score 28,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25051,25051,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,"Score 29,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25052,25052,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x 2,"Score 30,000,000 pts. in World Tournament",2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25053,25053,11,Point::Stone,1,0,Dragon Stone x1,Win 2 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25054,25054,1001,AwakeningItem,5,0,Turtle x5,Win 3 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25055,25055,1002,AwakeningItem,5,0,Bulma x5,Win 4 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25056,25056,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,Win 5 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25057,25057,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 6 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25058,25058,11,Point::Stone,2,0,Dragon Stone x2,Win 7 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25059,25059,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 8 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25060,25060,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 9 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25061,25061,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,Win 10 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25062,25062,19,AwakeningItem,1,0,Supreme Kai x1,Win 11 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25063,25063,20,AwakeningItem,1,0,Elder Kai x1,Win 12 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25064,25064,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",Win 13 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25065,25065,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Win 14 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25066,25066,11,Point::Stone,5,0,Dragon Stone x5,Win 15 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25067,25067,1002630,Card,1,765122,"(1,000,000 Zeni) Hercule Statue (Gold) x1",Win 16 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25068,25068,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Win 17 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25069,25069,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 18 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25070,25070,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,Win 19 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25071,25071,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,Win 20 World Tournaments in a row,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25072,25072,11,Point::Stone,1,0,Dragon Stone x1,Get 1 win in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25073,25073,11,Point::Stone,1,0,Dragon Stone x1,Get 2 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25074,25074,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 3 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25075,25075,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 4 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25076,25076,11,Point::Stone,3,0,Dragon Stone x3,Get 5 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25077,25077,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 6 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25078,25078,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 7 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25079,25079,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 8 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25080,25080,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 9 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25081,25081,6,TrainingField,10,0,Gravity Chamber (50G) x10,Get 10 wins in World Tournament,2024-05-17 11:40:55.572325,2024-05-17 11:40:55.572325
25082,25082,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 11 wins in World Tournament,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25083,25083,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 12 wins in World Tournament,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25084,25084,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 13 wins in World Tournament,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25085,25085,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 14 wins in World Tournament,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25086,25086,6,SupportItem,15,0,Senzu Bean x15,Get 15 wins in World Tournament,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25087,25087,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 16 wins in World Tournament,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25088,25088,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 17 wins in World Tournament,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25089,25089,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 18 wins in World Tournament,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25090,25090,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 19 wins in World Tournament,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25091,25091,7,TrainingField,10,0,Gravity Chamber (150G) x10,Get 20 wins in World Tournament,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25092,25092,11,Point::Stone,1,0,Dragon Stone x1,Reach King Chappa Tier,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25093,25093,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",Reach Hercule Tier,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25094,25094,5,TrainingField,3,0,King Kai's Planet (10G) x3,Reach Videl Tier,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25095,25095,1,AwakeningItem,30,0,Gregory x30,Reach Master Roshi Tier,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25096,25096,6,SupportItem,10,0,Senzu Bean x10,Reach Korin Tier,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25097,25097,11,Point::Stone,1,0,Dragon Stone x1,Reach Kami Tier,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25098,25098,4,TrainingField,10,0,Snake Way x10,Reach King Yemma Tier,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25099,25099,8,TrainingField,5,0,Supreme Kai's Planet x5,Reach King Kai Tier,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25100,25100,11,Point::Stone,5,0,Dragon Stone x5,Reach Supreme Kai Tier,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25101,25101,20,AwakeningItem,1,0,Elder Kai x1,Reach Elder Kai Tier,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
25102,25102,11,Point::Stone,5,0,Dragon Stone x5,Reach Beerus Tier,2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26001,26001,11,Point::Stone,1,0,Dragon Stone x1,"Score 10,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26002,26002,11,Point::Stone,1,0,Dragon Stone x1,"Score 50,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26003,26003,6,SupportItem,2,0,Senzu Bean x2,"Score 100,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26004,26004,1001,AwakeningItem,2,0,Turtle x2,"Score 250,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26005,26005,6,SupportItem,3,0,Senzu Bean x3,"Score 500,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26006,26006,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,"Score 1,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26007,26007,1002,AwakeningItem,2,0,Bulma x2,"Score 1,500,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26008,26008,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 2,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26009,26009,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,"Score 2,500,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26010,26010,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 3,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26011,26011,11,Point::Stone,3,0,Dragon Stone x3,"Score 4,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26012,26012,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 5,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26013,26013,2,SpecialItem,2,0,(Gold) World Tournament Ticket x 2,"Score 6,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26014,26014,1,PotentialItem,500,0,AGL Potential Orb (S) x500,"Score 6,300,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26015,26015,2,PotentialItem,500,0,TEQ Potential Orb (S) x500,"Score 6,400,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26016,26016,3,PotentialItem,500,0,INT Potential Orb (S) x500,"Score 6,500,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26017,26017,4,PotentialItem,500,0,STR Potential Orb (S) x500,"Score 6,600,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26018,26018,5,PotentialItem,500,0,PHY Potential Orb (S) x500,"Score 6,700,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26019,26019,19,AwakeningItem,1,0,Supreme Kai x1,"Score 7,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26020,26020,6,PotentialItem,300,0,AGL Potential Orb (M) x300,"Score 7,300,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26021,26021,7,PotentialItem,300,0,TEQ Potential Orb (M) x300,"Score 7,400,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26022,26022,8,PotentialItem,300,0,INT Potential Orb (M) x300,"Score 7,500,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26023,26023,9,PotentialItem,300,0,STR Potential Orb (M) x300,"Score 7,600,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26024,26024,10,PotentialItem,300,0,PHY Potential Orb (M) x300,"Score 7,700,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26025,26025,20,AwakeningItem,1,0,Elder Kai x1,"Score 8,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26026,26026,11,PotentialItem,20,0,AGL Potential Orb (L) x20,"Score 8,300,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26027,26027,12,PotentialItem,20,0,TEQ Potential Orb (L) x20,"Score 8,400,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26028,26028,13,PotentialItem,20,0,INT Potential Orb (L) x20,"Score 8,500,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26029,26029,14,PotentialItem,20,0,STR Potential Orb (L) x20,"Score 8,600,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26030,26030,15,PotentialItem,20,0,PHY Potential Orb (L) x20,"Score 8,700,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26031,26031,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x 1,"Score 9,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26032,26032,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,"Score 10,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26033,26033,11,Point::Stone,2,0,Dragon Stone x2,"Score 11,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26034,26034,1002630,Card,1,765122,Hercule Statue (Gold) x1,"Score 12,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26035,26035,1005480,Card,1,765122,Hercule Statue (Platinum) x1,"Score 13,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26036,26036,11,Point::Stone,3,0,Dragon Stone x3,"Score 14,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26037,26037,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,"Score 15,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26038,26038,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 16,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26039,26039,11,Point::Stone,2,0,Dragon Stone x2,"Score 17,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26040,26040,19,AwakeningItem,1,0,Supreme Kai x1,"Score 18,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26041,26041,20,AwakeningItem,1,0,Elder Kai x1,"Score 19,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26042,26042,11,Point::Stone,3,0,Dragon Stone x3,"Score 20,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26043,26043,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 21,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26044,26044,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x 1,"Score 22,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26045,26045,1015640,Card,1,0,Super Saiyan Gohan (Future) x 1,"Score 23,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26046,26046,1012230,Card,1,0,Grand Kai [AGL] x1,"Score 24,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26047,26047,1012240,Card,1,0,Grand Kai [TEQ] x1,"Score 25,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
26048,26048,1012250,Card,1,0,Grand Kai [INT] x1,"Score 26,000,000 pts. in World Tournament",2024-05-17 11:40:55.581297,2024-05-17 11:40:55.581297
