id,escalation_type,level,escalation_value,created_at,updated_at
990,256,1,105,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
991,256,17,105,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
992,256,18,120,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
993,256,25,120,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
994,256,26,130,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
995,256,30,130,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
996,260,1,100,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
997,260,5,109,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
998,260,6,118,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
999,260,10,127,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
1000,260,11,141,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
1001,260,15,150,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
1002,260,16,164,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
1003,260,20,173,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
1004,260,21,186,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
1005,260,30,236,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
1006,260,31,241,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
1007,261,1,100,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
1008,261,30,134,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
1009,261,31,136,2024-05-17 11:40:19.693343,2024-05-17 11:40:19.693343
1010,262,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1011,262,3,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1012,262,30,712,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1013,262,31,746,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1014,263,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1015,263,5,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1016,263,6,105,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1017,263,10,105,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1018,263,11,110,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1019,263,20,110,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1020,263,21,115,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1021,263,30,115,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1022,267,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1023,267,21,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1024,267,30,116,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1025,267,31,119,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1026,268,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1027,268,21,105,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1028,268,30,126,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1029,268,31,128,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1030,269,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1031,269,21,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1032,269,30,105,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1033,269,31,111,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1034,270,1,115,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1035,270,21,115,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1036,270,30,115,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1037,274,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1038,274,7,178,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1039,274,15,256,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1040,274,18,308,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1041,274,28,379,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1042,274,30,407,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1043,274,31,410,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1044,275,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1045,275,2,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1046,275,28,153,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1047,275,30,159,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1048,275,31,161,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1049,276,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1050,276,3,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1051,276,28,1161,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1052,276,30,1161,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1053,276,31,1194,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1054,277,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1055,277,17,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1056,277,18,115,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1057,277,25,115,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1058,277,26,125,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1059,277,30,125,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1060,281,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1061,281,7,220,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1062,281,15,322,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1063,281,18,384,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1064,281,28,410,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1065,281,30,435,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1066,281,31,438,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1067,282,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1068,282,2,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1069,282,28,159,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1070,282,30,165,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1071,282,31,167,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1072,283,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1073,283,3,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1074,283,28,1000,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1075,283,30,1000,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1076,283,31,1033,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1077,284,1,105,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1078,284,17,105,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1079,284,18,120,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1080,284,25,120,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1081,284,26,130,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1082,284,30,130,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1083,288,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1084,288,7,205,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1085,288,15,316,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1086,288,18,368,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1087,288,28,450,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1088,288,30,479,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1089,288,31,482,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1090,289,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1091,289,2,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1092,289,28,135,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1093,289,30,142,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1094,289,31,143,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1095,290,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1096,290,3,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1097,290,28,954,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1098,290,30,954,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1099,290,31,985,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1100,291,1,105,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1101,291,17,105,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1102,291,18,120,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1103,291,25,120,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1104,291,26,130,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1105,291,30,130,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1106,295,1,100,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1107,295,7,200,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1108,295,15,325,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1109,295,18,375,2024-05-17 11:40:19.698522,2024-05-17 11:40:19.698522
1110,295,28,453,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1111,295,30,475,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1112,295,31,478,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1113,296,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1114,296,2,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1115,296,28,213,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1116,296,30,217,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1117,296,31,218,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1118,297,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1119,297,3,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1120,297,28,1000,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1121,297,30,1000,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1122,297,31,1030,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1123,298,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1124,298,17,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1125,298,18,115,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1126,298,25,115,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1127,298,26,125,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1128,298,30,125,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1129,302,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1130,302,5,115,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1131,302,6,120,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1132,302,10,125,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1133,302,11,133,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1134,302,15,138,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1135,302,16,148,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1136,302,20,153,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1137,302,21,158,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1138,302,30,177,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1139,302,31,179,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1140,303,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1141,303,30,112,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1142,303,31,114,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1143,304,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1144,304,3,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1145,304,30,767,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1146,304,31,800,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1147,305,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1148,305,5,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1149,305,6,105,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1150,305,10,105,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1151,305,11,110,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1152,305,20,110,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1153,305,21,115,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1154,305,30,115,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1155,309,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1156,309,21,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1157,309,30,112,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1158,309,31,113,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1159,310,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1160,310,21,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1161,310,30,115,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1162,310,31,117,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1163,311,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1164,311,21,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1165,311,30,104,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1166,311,31,109,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1167,312,1,120,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1168,312,21,120,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1169,312,30,120,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1170,316,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1171,316,7,202,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1172,316,15,303,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1173,316,18,354,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1174,316,28,377,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1175,316,30,405,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1176,316,31,408,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1177,317,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1178,317,2,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1179,317,28,156,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1180,317,30,164,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1181,317,31,165,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1182,318,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1183,318,3,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1184,318,28,1011,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1185,318,30,1011,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1186,318,31,1044,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1187,319,1,105,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1188,319,17,105,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1189,319,18,120,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1190,319,25,120,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1191,319,26,130,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1192,319,30,130,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1193,323,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1194,323,5,121,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1195,323,6,128,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1196,323,10,134,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1197,323,11,145,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1198,323,15,152,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1199,323,16,166,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1200,323,20,172,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1201,323,21,179,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1202,323,30,207,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1203,323,31,210,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1204,324,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1205,324,30,112,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1206,324,31,114,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1207,325,1,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1208,325,3,100,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1209,325,30,767,2024-05-17 11:40:19.703724,2024-05-17 11:40:19.703724
1210,325,31,800,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1211,326,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1212,326,5,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1213,326,6,105,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1214,326,10,105,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1215,326,11,110,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1216,326,20,110,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1217,326,21,115,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1218,326,30,115,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1219,330,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1220,330,21,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1221,330,30,114,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1222,330,31,116,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1223,331,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1224,331,21,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1225,331,30,108,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1226,331,31,110,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1227,332,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1228,332,21,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1229,332,30,105,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1230,332,31,110,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1231,333,1,115,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1232,333,21,115,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1233,333,30,115,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1234,337,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1235,337,7,150,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1236,337,15,225,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1237,337,18,275,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1238,337,28,353,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1239,337,30,375,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1240,337,31,378,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1241,338,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1242,338,2,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1243,338,28,217,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1244,338,30,222,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1245,338,31,224,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1246,339,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1247,339,3,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1248,339,28,1000,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1249,339,30,1000,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1250,339,31,1030,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1251,340,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1252,340,17,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1253,340,18,115,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1254,340,25,115,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1255,340,26,125,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1256,340,30,125,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1257,344,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1258,344,7,205,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1259,344,15,316,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1260,344,18,368,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1261,344,28,450,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1262,344,30,479,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1263,344,31,482,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1264,345,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1265,345,2,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1266,345,28,131,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1267,345,30,136,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1268,345,31,138,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1269,346,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1270,346,3,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1271,346,28,954,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1272,346,30,954,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1273,346,31,985,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1274,347,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1275,347,17,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1276,347,18,115,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1277,347,25,115,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1278,347,26,125,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1279,347,30,125,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1280,351,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1281,351,7,181,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1282,351,15,262,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1283,351,18,303,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1284,351,28,321,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1285,351,30,343,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1286,351,31,345,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1287,352,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1288,352,2,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1289,352,28,156,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1290,352,30,164,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1291,352,31,165,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1292,353,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1293,353,3,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1294,353,28,1009,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1295,353,30,1009,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1296,353,31,1038,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1297,354,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1298,354,17,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1299,354,18,115,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1300,354,25,115,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1301,354,26,125,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1302,354,30,125,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1303,358,1,100,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1304,358,7,183,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1305,358,15,271,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1306,358,18,313,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1307,358,28,377,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1308,358,30,400,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1309,358,31,402,2024-05-17 11:40:19.709000,2024-05-17 11:40:19.709000
1310,359,1,100,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1311,359,2,100,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1312,359,28,129,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1313,359,30,134,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1314,359,31,136,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1315,360,1,100,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1316,360,3,100,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1317,360,28,954,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1318,360,30,954,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1319,360,31,985,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1320,361,1,105,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1321,361,17,105,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1322,361,18,120,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1323,361,25,120,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1324,361,26,130,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1325,361,30,130,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1326,365,1,100,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1327,365,7,139,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1328,365,15,176,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
1329,365,18,194,2024-05-17 11:40:19.714350,2024-05-17 11:40:19.714350
