id,budokai_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description,created_at,updated_at
23072,23072,11,Point::Stone,1,0,Dragon Stone x1,Get 1 win in World Tournament,2024-02-27 09:30:23.743865,2024-02-27 09:30:23.743865
23073,23073,11,Point::Stone,1,0,Dragon Stone x1,Get 2 wins in World Tournament,2024-02-27 09:30:23.743865,2024-02-27 09:30:23.743865
23074,23074,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 3 wins in World Tournament,2024-02-27 09:30:23.743865,2024-02-27 09:30:23.743865
23075,23075,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 4 wins in World Tournament,2024-02-27 09:30:23.743865,2024-02-27 09:30:23.743865
23076,23076,11,Point::Stone,3,0,Dragon Stone x3,Get 5 wins in World Tournament,2024-02-27 09:30:23.743865,2024-02-27 09:30:23.743865
23077,23077,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 6 wins in World Tournament,2024-02-27 09:30:23.743865,2024-02-27 09:30:23.743865
23078,23078,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 7 wins in World Tournament,2024-02-27 09:30:23.743865,2024-02-27 09:30:23.743865
23079,23079,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 8 wins in World Tournament,2024-02-27 09:30:23.743865,2024-02-27 09:30:23.743865
23080,23080,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 9 wins in World Tournament,2024-02-27 09:30:23.743865,2024-02-27 09:30:23.743865
23081,23081,6,TrainingField,10,0,Gravity Chamber (50G) x10,Get 10 wins in World Tournament,2024-02-27 09:30:23.743865,2024-02-27 09:30:23.743865
23082,23082,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 11 wins in World Tournament,2024-02-27 09:30:23.743865,2024-02-27 09:30:23.743865
23083,23083,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 12 wins in World Tournament,2024-02-27 09:30:23.743865,2024-02-27 09:30:23.743865
23084,23084,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 13 wins in World Tournament,2024-02-27 09:30:23.743865,2024-02-27 09:30:23.743865
23085,23085,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 14 wins in World Tournament,2024-02-27 09:30:23.743865,2024-02-27 09:30:23.743865
23086,23086,6,SupportItem,15,0,Senzu Bean x15,Get 15 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23087,23087,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 16 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23088,23088,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 17 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23089,23089,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 18 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23090,23090,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 19 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23091,23091,7,TrainingField,10,0,Gravity Chamber (150G) x10,Get 20 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23092,23092,11,Point::Stone,1,0,Dragon Stone x1,Reach King Chappa Tier,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23093,23093,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",Reach Hercule Tier,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23094,23094,5,TrainingField,3,0,King Kai's Planet (10G) x3,Reach Videl Tier,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23095,23095,1,AwakeningItem,30,0,Gregory x30,Reach Master Roshi Tier,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23096,23096,6,SupportItem,10,0,Senzu Bean x10,Reach Korin Tier,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23097,23097,11,Point::Stone,1,0,Dragon Stone x1,Reach Kami Tier,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23098,23098,4,TrainingField,10,0,Snake Way x10,Reach King Yemma Tier,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23099,23099,8,TrainingField,5,0,Supreme Kai's Planet x5,Reach King Kai Tier,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23100,23100,11,Point::Stone,5,0,Dragon Stone x5,Reach Supreme Kai Tier,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23101,23101,20,AwakeningItem,1,0,Elder Kai x1,Reach Elder Kai Tier,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
23102,23102,11,Point::Stone,5,0,Dragon Stone x5,Reach Beerus Tier,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24001,24001,11,Point::Stone,1,0,Dragon Stone x1,"Score 10,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24002,24002,11,Point::Stone,1,0,Dragon Stone x1,"Score 50,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24003,24003,6,SupportItem,2,0,Senzu Bean x2,"Score 100,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24004,24004,1001,AwakeningItem,2,0,Turtle x2,"Score 250,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24005,24005,6,SupportItem,3,0,Senzu Bean x3,"Score 500,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24006,24006,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,"Score 1,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24007,24007,1002,AwakeningItem,2,0,Bulma x2,"Score 1,500,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24008,24008,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 2,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24009,24009,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,"Score 2,500,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24010,24010,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 3,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24011,24011,11,Point::Stone,3,0,Dragon Stone x3,"Score 4,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24012,24012,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 5,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24013,24013,2,SpecialItem,2,0,(Gold) World Tournament Ticket x 2,"Score 6,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24014,24014,1,PotentialItem,500,0,AGL Potential Orb (S) x500,"Score 6,300,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24015,24015,2,PotentialItem,500,0,TEQ Potential Orb (S) x500,"Score 6,400,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24016,24016,3,PotentialItem,500,0,INT Potential Orb (S) x500,"Score 6,500,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24017,24017,4,PotentialItem,500,0,STR Potential Orb (S) x500,"Score 6,600,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24018,24018,5,PotentialItem,500,0,PHY Potential Orb (S) x500,"Score 6,700,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24019,24019,19,AwakeningItem,1,0,Supreme Kai x1,"Score 7,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24020,24020,6,PotentialItem,300,0,AGL Potential Orb (M) x300,"Score 7,300,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24021,24021,7,PotentialItem,300,0,TEQ Potential Orb (M) x300,"Score 7,400,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24022,24022,8,PotentialItem,300,0,INT Potential Orb (M) x300,"Score 7,500,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24023,24023,9,PotentialItem,300,0,STR Potential Orb (M) x300,"Score 7,600,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24024,24024,10,PotentialItem,300,0,PHY Potential Orb (M) x300,"Score 7,700,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24025,24025,20,AwakeningItem,1,0,Elder Kai x1,"Score 8,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24026,24026,11,PotentialItem,20,0,AGL Potential Orb (L) x20,"Score 8,300,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24027,24027,12,PotentialItem,20,0,TEQ Potential Orb (L) x20,"Score 8,400,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24028,24028,13,PotentialItem,20,0,INT Potential Orb (L) x20,"Score 8,500,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24029,24029,14,PotentialItem,20,0,STR Potential Orb (L) x20,"Score 8,600,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24030,24030,15,PotentialItem,20,0,PHY Potential Orb (L) x20,"Score 8,700,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24031,24031,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x 1,"Score 9,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24032,24032,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,"Score 10,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24033,24033,11,Point::Stone,2,0,Dragon Stone x2,"Score 11,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24034,24034,1002630,Card,1,765122,Hercule Statue (Gold) x1,"Score 12,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24035,24035,1005480,Card,1,765122,Hercule Statue (Platinum) x1,"Score 13,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24036,24036,11,Point::Stone,3,0,Dragon Stone x3,"Score 14,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24037,24037,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,"Score 15,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24038,24038,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 16,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24039,24039,11,Point::Stone,2,0,Dragon Stone x2,"Score 17,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24040,24040,19,AwakeningItem,1,0,Supreme Kai x1,"Score 18,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24041,24041,20,AwakeningItem,1,0,Elder Kai x1,"Score 19,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24042,24042,11,Point::Stone,3,0,Dragon Stone x3,"Score 20,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24043,24043,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 21,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24044,24044,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x 1,"Score 22,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24045,24045,7,TrainingField,2,0,Gravity Chamber (150G) x2,"Score 23,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24046,24046,1012230,Card,1,0,Grand Kai [AGL] x1,"Score 24,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24047,24047,1012240,Card,1,0,Grand Kai [TEQ] x1,"Score 25,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24048,24048,1012250,Card,1,0,Grand Kai [INT] x1,"Score 26,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24049,24049,1012260,Card,1,0,Grand Kai [STR] x1,"Score 27,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24050,24050,1012270,Card,1,0,Grand Kai [PHY] x1,"Score 28,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24051,24051,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,"Score 29,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24052,24052,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x 2,"Score 30,000,000 pts. in World Tournament",2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24053,24053,11,Point::Stone,1,0,Dragon Stone x1,Win 2 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24054,24054,1001,AwakeningItem,5,0,Turtle x5,Win 3 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24055,24055,1002,AwakeningItem,5,0,Bulma x5,Win 4 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24056,24056,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,Win 5 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24057,24057,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 6 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24058,24058,11,Point::Stone,2,0,Dragon Stone x2,Win 7 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24059,24059,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 8 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24060,24060,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 9 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24061,24061,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,Win 10 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24062,24062,19,AwakeningItem,1,0,Supreme Kai x1,Win 11 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24063,24063,20,AwakeningItem,1,0,Elder Kai x1,Win 12 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24064,24064,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",Win 13 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24065,24065,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Win 14 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24066,24066,11,Point::Stone,5,0,Dragon Stone x5,Win 15 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24067,24067,1002630,Card,1,765122,"(1,000,000 Zeni) Hercule Statue (Gold) x1",Win 16 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24068,24068,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Win 17 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24069,24069,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 18 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24070,24070,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,Win 19 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24071,24071,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,Win 20 World Tournaments in a row,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24072,24072,11,Point::Stone,1,0,Dragon Stone x1,Get 1 win in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24073,24073,11,Point::Stone,1,0,Dragon Stone x1,Get 2 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24074,24074,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 3 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24075,24075,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 4 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24076,24076,11,Point::Stone,3,0,Dragon Stone x3,Get 5 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24077,24077,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 6 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24078,24078,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 7 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24079,24079,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 8 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24080,24080,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 9 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24081,24081,6,TrainingField,10,0,Gravity Chamber (50G) x10,Get 10 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24082,24082,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 11 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24083,24083,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 12 wins in World Tournament,2024-02-27 09:30:23.758436,2024-02-27 09:30:23.758436
24084,24084,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 13 wins in World Tournament,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24085,24085,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 14 wins in World Tournament,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24086,24086,6,SupportItem,15,0,Senzu Bean x15,Get 15 wins in World Tournament,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24087,24087,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 16 wins in World Tournament,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24088,24088,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 17 wins in World Tournament,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24089,24089,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 18 wins in World Tournament,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24090,24090,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 19 wins in World Tournament,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24091,24091,7,TrainingField,10,0,Gravity Chamber (150G) x10,Get 20 wins in World Tournament,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24092,24092,11,Point::Stone,1,0,Dragon Stone x1,Reach King Chappa Tier,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24093,24093,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",Reach Hercule Tier,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24094,24094,5,TrainingField,3,0,King Kai's Planet (10G) x3,Reach Videl Tier,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24095,24095,1,AwakeningItem,30,0,Gregory x30,Reach Master Roshi Tier,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24096,24096,6,SupportItem,10,0,Senzu Bean x10,Reach Korin Tier,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24097,24097,11,Point::Stone,1,0,Dragon Stone x1,Reach Kami Tier,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24098,24098,4,TrainingField,10,0,Snake Way x10,Reach King Yemma Tier,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24099,24099,8,TrainingField,5,0,Supreme Kai's Planet x5,Reach King Kai Tier,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24100,24100,11,Point::Stone,5,0,Dragon Stone x5,Reach Supreme Kai Tier,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24101,24101,20,AwakeningItem,1,0,Elder Kai x1,Reach Elder Kai Tier,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
24102,24102,11,Point::Stone,5,0,Dragon Stone x5,Reach Beerus Tier,2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25001,25001,11,Point::Stone,1,0,Dragon Stone x1,"Score 10,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25002,25002,11,Point::Stone,1,0,Dragon Stone x1,"Score 50,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25003,25003,6,SupportItem,2,0,Senzu Bean x2,"Score 100,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25004,25004,1001,AwakeningItem,2,0,Turtle x2,"Score 250,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25005,25005,6,SupportItem,3,0,Senzu Bean x3,"Score 500,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25006,25006,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,"Score 1,000,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25007,25007,1002,AwakeningItem,2,0,Bulma x2,"Score 1,500,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25008,25008,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 2,000,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25009,25009,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,"Score 2,500,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25010,25010,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 3,000,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25011,25011,11,Point::Stone,3,0,Dragon Stone x3,"Score 4,000,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25012,25012,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 5,000,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25013,25013,2,SpecialItem,2,0,(Gold) World Tournament Ticket x 2,"Score 6,000,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25014,25014,1,PotentialItem,500,0,AGL Potential Orb (S) x500,"Score 6,300,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25015,25015,2,PotentialItem,500,0,TEQ Potential Orb (S) x500,"Score 6,400,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25016,25016,3,PotentialItem,500,0,INT Potential Orb (S) x500,"Score 6,500,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25017,25017,4,PotentialItem,500,0,STR Potential Orb (S) x500,"Score 6,600,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25018,25018,5,PotentialItem,500,0,PHY Potential Orb (S) x500,"Score 6,700,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25019,25019,19,AwakeningItem,1,0,Supreme Kai x1,"Score 7,000,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25020,25020,6,PotentialItem,300,0,AGL Potential Orb (M) x300,"Score 7,300,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25021,25021,7,PotentialItem,300,0,TEQ Potential Orb (M) x300,"Score 7,400,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25022,25022,8,PotentialItem,300,0,INT Potential Orb (M) x300,"Score 7,500,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25023,25023,9,PotentialItem,300,0,STR Potential Orb (M) x300,"Score 7,600,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25024,25024,10,PotentialItem,300,0,PHY Potential Orb (M) x300,"Score 7,700,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25025,25025,20,AwakeningItem,1,0,Elder Kai x1,"Score 8,000,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25026,25026,11,PotentialItem,20,0,AGL Potential Orb (L) x20,"Score 8,300,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25027,25027,12,PotentialItem,20,0,TEQ Potential Orb (L) x20,"Score 8,400,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25028,25028,13,PotentialItem,20,0,INT Potential Orb (L) x20,"Score 8,500,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25029,25029,14,PotentialItem,20,0,STR Potential Orb (L) x20,"Score 8,600,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25030,25030,15,PotentialItem,20,0,PHY Potential Orb (L) x20,"Score 8,700,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25031,25031,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x 1,"Score 9,000,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25032,25032,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,"Score 10,000,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25033,25033,11,Point::Stone,2,0,Dragon Stone x2,"Score 11,000,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25034,25034,1002630,Card,1,765122,Hercule Statue (Gold) x1,"Score 12,000,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25035,25035,1005480,Card,1,765122,Hercule Statue (Platinum) x1,"Score 13,000,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
25036,25036,11,Point::Stone,3,0,Dragon Stone x3,"Score 14,000,000 pts. in World Tournament",2024-02-27 09:30:23.775829,2024-02-27 09:30:23.775829
