id,z_battle_first_reward_set_id,item_id,item_type,quantity,card_exp_init,created_at,updated_at
3909,1058,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3910,1058,100421,AwakeningItem,2,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3911,1058,7,PotentialItem,270,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3912,1059,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3913,1059,100421,AwakeningItem,2,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3914,1059,12,PotentialItem,20,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3915,1060,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3916,1060,100421,AwakeningItem,3,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3917,1060,2,PotentialItem,370,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3918,1060,7,PotentialItem,270,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3919,1060,12,PotentialItem,20,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3920,1060,1012240,Card,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3921,1061,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3922,1061,100422,AwakeningItem,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3923,1061,2,PotentialItem,430,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3924,1062,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3925,1062,100422,AwakeningItem,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3926,1062,7,PotentialItem,330,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3927,1063,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3928,1063,100422,AwakeningItem,2,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3929,1063,12,PotentialItem,30,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3930,1064,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3931,1064,100422,AwakeningItem,2,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3932,1064,2,PotentialItem,430,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3933,1065,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3934,1065,100422,AwakeningItem,4,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3935,1065,7,PotentialItem,330,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3936,1065,1012240,Card,2,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3937,1066,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3938,1066,100422,AwakeningItem,4,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3939,1066,12,PotentialItem,30,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3940,1067,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3941,1067,100422,AwakeningItem,5,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3942,1067,2,PotentialItem,430,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3943,1068,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3944,1068,100422,AwakeningItem,6,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3945,1068,7,PotentialItem,330,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3946,1069,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3947,1069,100422,AwakeningItem,7,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3948,1069,12,PotentialItem,30,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3949,1070,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3950,1070,100422,AwakeningItem,8,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3951,1070,2,PotentialItem,430,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3952,1070,7,PotentialItem,330,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3953,1070,12,PotentialItem,30,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3954,1070,1012240,Card,2,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3955,1071,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3956,1071,100423,AwakeningItem,4,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3957,1071,2,PotentialItem,500,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3958,1072,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3959,1072,100423,AwakeningItem,5,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3960,1072,7,PotentialItem,400,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3961,1073,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3962,1073,100423,AwakeningItem,6,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3963,1073,12,PotentialItem,40,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3964,1074,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3965,1074,100423,AwakeningItem,7,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3966,1074,2,PotentialItem,500,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3967,1075,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3968,1075,100423,AwakeningItem,8,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3969,1075,7,PotentialItem,400,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3970,1075,1012240,Card,2,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3971,1076,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3972,1076,100424,AwakeningItem,4,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3973,1076,12,PotentialItem,40,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3974,1077,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3975,1077,100424,AwakeningItem,5,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3976,1077,2,PotentialItem,500,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3977,1078,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3978,1078,100424,AwakeningItem,6,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3979,1078,7,PotentialItem,400,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3980,1079,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3981,1079,100424,AwakeningItem,7,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3982,1079,12,PotentialItem,40,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3983,1080,11,Point::Stone,1,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3984,1080,100424,AwakeningItem,8,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3985,1080,2,PotentialItem,500,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3986,1080,7,PotentialItem,400,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3987,1080,12,PotentialItem,40,0,2024-02-27 09:33:20.653450,2024-02-27 09:33:20.653450
3988,1080,1012240,Card,3,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
3989,1081,1005480,Card,1,765122,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
3990,1082,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
3991,1082,100431,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
3992,1082,100441,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
3993,1082,1,PotentialItem,370,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
3994,1083,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
3995,1083,100431,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
3996,1083,100441,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
3997,1083,6,PotentialItem,270,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
3998,1084,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
3999,1084,100431,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4000,1084,100441,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4001,1084,11,PotentialItem,20,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4002,1085,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4003,1085,100431,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4004,1085,100441,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4005,1085,1,PotentialItem,370,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4006,1086,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4007,1086,100431,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4008,1086,100441,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4009,1086,6,PotentialItem,270,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4010,1086,1012230,Card,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4011,1087,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4012,1087,100431,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4013,1087,100441,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4014,1087,14,PotentialItem,20,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4015,1088,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4016,1088,100431,AwakeningItem,2,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4017,1088,100441,AwakeningItem,2,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4018,1088,4,PotentialItem,370,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4019,1089,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4020,1089,100431,AwakeningItem,2,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4021,1089,100441,AwakeningItem,2,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4022,1089,9,PotentialItem,270,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4023,1090,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4024,1090,100431,AwakeningItem,2,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4025,1090,100441,AwakeningItem,2,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4026,1090,14,PotentialItem,20,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4027,1091,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4028,1091,100431,AwakeningItem,3,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4029,1091,100441,AwakeningItem,3,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4030,1091,4,PotentialItem,370,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4031,1091,9,PotentialItem,270,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4032,1091,14,PotentialItem,20,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4033,1091,1012260,Card,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4034,1092,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4035,1092,100432,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4036,1092,100442,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4037,1092,1,PotentialItem,430,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4038,1093,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4039,1093,100432,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4040,1093,100442,AwakeningItem,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4041,1093,6,PotentialItem,330,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4042,1094,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4043,1094,100432,AwakeningItem,2,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4044,1094,100442,AwakeningItem,2,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4045,1094,11,PotentialItem,30,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4046,1095,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4047,1095,100432,AwakeningItem,2,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4048,1095,100442,AwakeningItem,2,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4049,1095,1,PotentialItem,430,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4050,1096,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4051,1096,100432,AwakeningItem,4,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4052,1096,100442,AwakeningItem,4,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4053,1096,6,PotentialItem,330,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4054,1096,1012230,Card,2,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4055,1097,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4056,1097,100432,AwakeningItem,4,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4057,1097,100442,AwakeningItem,4,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4058,1097,14,PotentialItem,30,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4059,1098,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4060,1098,100432,AwakeningItem,5,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4061,1098,100442,AwakeningItem,5,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4062,1098,4,PotentialItem,430,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4063,1099,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4064,1099,100432,AwakeningItem,6,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4065,1099,100442,AwakeningItem,6,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4066,1099,9,PotentialItem,330,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4067,1100,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4068,1100,100432,AwakeningItem,7,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4069,1100,100442,AwakeningItem,7,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4070,1100,14,PotentialItem,30,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4071,1101,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4072,1101,100432,AwakeningItem,8,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4073,1101,100442,AwakeningItem,8,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4074,1101,4,PotentialItem,430,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4075,1101,9,PotentialItem,330,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4076,1101,14,PotentialItem,30,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4077,1101,1012260,Card,2,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4078,1102,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4079,1102,100433,AwakeningItem,4,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4080,1102,100443,AwakeningItem,4,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4081,1102,1,PotentialItem,250,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4082,1102,4,PotentialItem,250,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4083,1103,11,Point::Stone,1,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4084,1103,100433,AwakeningItem,5,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4085,1103,100443,AwakeningItem,5,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4086,1103,6,PotentialItem,200,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4087,1103,9,PotentialItem,200,0,2024-02-27 09:33:20.663433,2024-02-27 09:33:20.663433
4088,1104,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4089,1104,100433,AwakeningItem,6,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4090,1104,100443,AwakeningItem,6,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4091,1104,11,PotentialItem,20,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4092,1104,14,PotentialItem,20,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4093,1105,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4094,1105,100433,AwakeningItem,7,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4095,1105,100443,AwakeningItem,7,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4096,1105,1,PotentialItem,250,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4097,1105,4,PotentialItem,250,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4098,1106,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4099,1106,100433,AwakeningItem,8,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4100,1106,100443,AwakeningItem,8,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4101,1106,6,PotentialItem,200,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4102,1106,9,PotentialItem,200,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4103,1106,1012260,Card,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4104,1106,1012230,Card,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4105,1107,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4106,1107,100434,AwakeningItem,4,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4107,1107,100444,AwakeningItem,4,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4108,1107,11,PotentialItem,20,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4109,1107,14,PotentialItem,20,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4110,1108,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4111,1108,100434,AwakeningItem,5,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4112,1108,100444,AwakeningItem,5,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4113,1108,1,PotentialItem,250,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4114,1108,4,PotentialItem,250,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4115,1109,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4116,1109,100434,AwakeningItem,6,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4117,1109,100444,AwakeningItem,6,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4118,1109,6,PotentialItem,200,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4119,1109,9,PotentialItem,200,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4120,1110,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4121,1110,100434,AwakeningItem,7,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4122,1110,100444,AwakeningItem,7,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4123,1110,11,PotentialItem,20,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4124,1110,14,PotentialItem,20,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4125,1111,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4126,1111,100434,AwakeningItem,8,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4127,1111,100444,AwakeningItem,8,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4128,1111,1,PotentialItem,250,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4129,1111,4,PotentialItem,250,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4130,1111,6,PotentialItem,200,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4131,1111,9,PotentialItem,200,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4132,1111,11,PotentialItem,20,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4133,1111,14,PotentialItem,20,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4134,1111,1012260,Card,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4135,1111,1012230,Card,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4136,1112,1005480,Card,1,765122,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4137,1113,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4138,1113,100451,AwakeningItem,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4139,1113,5,PotentialItem,370,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4140,1114,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4141,1114,100451,AwakeningItem,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4142,1114,10,PotentialItem,270,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4143,1115,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4144,1115,100451,AwakeningItem,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4145,1115,15,PotentialItem,20,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4146,1116,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4147,1116,100451,AwakeningItem,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4148,1116,5,PotentialItem,370,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4149,1117,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4150,1117,100451,AwakeningItem,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4151,1117,10,PotentialItem,270,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4152,1117,1012270,Card,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4153,1118,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4154,1118,100451,AwakeningItem,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4155,1118,15,PotentialItem,20,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4156,1119,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4157,1119,100451,AwakeningItem,2,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4158,1119,5,PotentialItem,370,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4159,1120,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4160,1120,100451,AwakeningItem,2,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4161,1120,10,PotentialItem,270,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4162,1121,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4163,1121,100451,AwakeningItem,2,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4164,1121,15,PotentialItem,20,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4165,1122,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4166,1122,100451,AwakeningItem,3,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4167,1122,5,PotentialItem,370,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4168,1122,10,PotentialItem,270,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4169,1122,15,PotentialItem,20,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4170,1122,1012270,Card,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4171,1123,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4172,1123,100452,AwakeningItem,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4173,1123,5,PotentialItem,430,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4174,1124,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4175,1124,100452,AwakeningItem,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4176,1124,10,PotentialItem,330,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4177,1125,11,Point::Stone,1,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
4178,1125,100452,AwakeningItem,2,0,2024-02-27 09:33:20.673266,2024-02-27 09:33:20.673266
