id,name,kana,created_at,updated_at
319,Super Baby 2 (Giant Ape),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
320,Super Baby 1,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
321,Gohan Possessed (GT),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
322,SS Gohan Possessed (GT),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
323,Trunks Possessed (GT),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
324,SS Trunks Possessed (GT),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
325,Captain Ginyu (Ginyu Force),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
326,Super Saiyan 3 Goku (Angel),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
327,Masked Saiyan,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
328,Super Saiyan 2 Bardock,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
329,Monster Carrot,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
330,Hell Fighter #17,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
331,Super #17,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
332,Goku Jr.,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
333,Super Saiyan Goku Jr.,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
334,Super Saiyan 3 Gotenks (Teen),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
335,Bio-Broly,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
336,Goku Black & Zamasu,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
337,Goku Black (Super Saiyan Rosé) & Zamasu,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
338,Super Saiyan 3 Broly,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
339,Super Saiyan 4 Gogeta,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
340,Super Saiyan Goku (Angel) (Super Kaioken),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
341,Perfect Cell (Angel),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
342,Frieza (Final Form) (Angel),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
343,King Cold (Angel),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
344,Kale (Berserk),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
345,Super Saiyan 2 Caulifla,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
346,Whirus,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
347,Cellza,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
348,Trunks (Kid) & Goten (Kid),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
349,Ranfan,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
350,Bergamo (Giant Form),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
351,Majin Buu (Shape-Up),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
352,Toppo,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
353,Dr. Lychee,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
354,Golden Frieza (Angel),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
355,Yurin,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
356,Goku (Ultra Instinct -Sign-),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
357,Full Power Boujack (Galactic Warrior),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
358,Grand Kai,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
359,Vegito (Candy),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
360,Super Saiyan Kefla,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
361,Tien & Chiaotzu,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
362,Man-Wolf,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
363,Pamput,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
364,Super Saiyan 2 Vegeta & Bulma,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
365,Darkness Towa,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
366,Super Saiyan 3 Trunks (Teen),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
367,Super Saiyan 3 Gohan (Teen),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
368,Super Saiyan 3 Bardock,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
369,Tapion (Hirudegarn),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
370,Tapion,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
371,Hoi,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
372,Minotia,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
373,Goku & Vegeta,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
374,Super Saiyan Goku & Super Saiyan Vegeta,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
375,Super Vegito,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
376,Goku (Angel) & Vegeta (Angel),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
377,Super Saiyan Goku (Angel) & Super Saiyan Vegeta (Angel),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
378,Super Gogeta,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
379,Ginyu (Goku) (Ginyu Force),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
380,Jiren,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
381,Goku (Ultra Instinct),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
382,Super Saiyan 2 Kefla,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
383,Caulifla,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
384,Kale,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
385,Super Saiyan 2 Kale,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
386,Super Saiyan 2 Cabba,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
387,Super Ribrianne,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
388,Turles,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
389,Dragon Ball Heroines,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
390,Beerus & Whis,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
391,Super Saiyan God SS Evolved Vegeta,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
392,Toppo (God of Destruction Mode),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
393,Dyspo,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
394,Dyspo (Super Speed Mode),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
395,Ribrianne,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
396,Ribrianne (Giant Form),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
397,Elder Kai (Dozing),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
398,Lord Slug,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
399,Lord Slug (Giant Form),,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
400,Super Full Power Saiyan 4 Goku,,2024-05-17 11:40:46.209209,2024-05-17 11:40:46.209209
401,Frieza (Final Form) (GT),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
402,Cell (Perfect Form) (GT),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
403,Android #18 (GT),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
404,Metal Cooler Army,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
405,Bulla,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
406,Android #21 (Normal),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
407,"Android #21 (Transformed, Good)",,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
408,Android #21 (Transformed),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
409,"Android #21 (Transformed, Evil)",,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
410,Great Saiyaman 1 & 2,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
411,Cell (Perfect Form) & Cell Jr.,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
412,Goku & Frieza (Final Form) (Angel),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
413,Trunks (Kid) & Goten (Kid) & Marron,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
414,Piccolo,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
415,Super Saiyan 2 Goku,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
416,Super Saiyan 3 Goku,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
417,Super Saiyan God Goku,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
418,Super Saiyan God SS Goku,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
419,Frieza (2nd Form),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
420,Frieza (3rd Form),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
421,Frieza (Final Form),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
422,Golden Frieza,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
423,Majin Buu (Ultimate Gohan) (Absorption),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
424,Majin Buu (Gotenks) (Absorption),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
425,Majin Buu (Piccolo) (Absorption),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
426,West Supreme Kai,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
427,Super Saiyan Gotenks & Ghost,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
428,Pasta,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
430,Beerus (Monaka Costume),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
431,Brianne de Chateau,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
432,Super Saiyan 3 Goku (Xeno),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
433,Super Saiyan 3 Vegeta (Xeno),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
434,Supreme Kai of Time (Power of Time Unleashed),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
435,Super Mira,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
436,Demigra (Makyouka Form),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
437,Dark Masked King,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
438,Black Masked Saiyan,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
439,Gohan (Teen) & Videl,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
440,Yamcha & Puar,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
441,Goku Black (Super Saiyan Rosé) (Transformation),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
442,Bota Magetta,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
443,Frost (Full Power),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
444,Trunks (Teen) (Future) & Mai (Future),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
445,Trunks (Kid) & Mai,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
446,Super Saiyan Gogeta,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
447,Super Saiyan God SS Gogeta (Transformation),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
448,Super Saiyan God Vegeta,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
449,Super Saiyan Broly (Full Power) (Transformation),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
450,Broly (Wrathful),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
451,Paragus & Broly,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
452,Giru,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
453,Vegeta Jr.,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
454,Super Saiyan Vegeta Jr.,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
455,Goku (GT) & Pan (GT) & Trunks (GT),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
456,Majuub (Special Fusion),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
457,Goku (Youth) & Arale Norimaki,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
458,Super Vegeta (Transformation),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
459,Super Saiyan 2 Vegeta (Transformation),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
460,Super Saiyan God Vegeta (Transformation),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
461,Super Saiyan God SS Vegeta (Transformation),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
462,Duplicate Vegeta,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
463,Duplicate Vegeta (Super Saiyan God SS),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
464,Goku (Dokkan Butoden),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
465,Vegeta (Dokkan Butoden),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
466,Saonel & Pirina,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
467,Vados,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
468,Gohan (Teen) & Goten (Kid),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
469,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
470,Legendary Super Saiyan Broly (Transformation),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
471,Caulifla & Kale,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
472,Super Saiyan Caulifla & Super Saiyan Kale,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
473,Super Saiyan 2 Caulifla & Super Saiyan 2 Kale,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
474,Super Saiyan Trunks (Future) (Transformation),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
475,Super Saiyan Trunks (Future) (Boost),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
476,Fusion Zamasu (Special Fusion),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
477,Fusion Zamasu (Mutation),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
478,Gowasu,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
479,Gowasu & Zamasu,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
480,Gogeta,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
481,Hacchan,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
482,Ox King,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
483,Super Saiyan Goku (Transformation),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
484,Sealas,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
485,Sealas (Fused),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
486,Great Saiyaman 3,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
487,Goku (Xeno),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
488,Vegeta (Xeno),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
489,Beat,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
490,Great Saiyaman 4,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
491,Ahms (2nd Form),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
492,Ahms (3rd Form),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
493,Mecha Frieza & King Cold,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
494,Super Saiyan 2 Gohan (Youth) (Awakening),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
495,Perfect Cell (Evolution),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
496,Goku (Youth) & Bulma (Youth),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
497,Super Vegeta/Super Trunks,,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
498,Super Trunks (Exchange),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
499,Piccolo (Fused with Kami),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
500,Ribrianne (Transformation),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
501,Super Saiyan Goku/Super Saiyan Gohan (Youth),,2024-05-17 11:40:46.214248,2024-05-17 11:40:46.214248
502,Super Saiyan Gohan (Youth) (Exchange),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
503,Androids #17 & #18/Android #16,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
504,Android #16 (Exchange),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
505,Trunks (Kid) (Great Saiyaman),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
506,Invisible Man,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
507,Super Saiyan Gohan (Future) (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
508,Cooler (Final Form) (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
509,Thouser (Cooler's Armored Squad),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
510,Cumber,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
511,Super Saiyan Cumber (Giant Ape Cumber),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
512,Golden Cooler,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
513,Super Saiyan God SS Goku (Kaioken),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
514,Fu,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
515,Super Fu,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
516,Gotenks (Xeno),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
517,Vegeks (Xeno),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
518,Gohanks (Xeno),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
519,Evil Saiyan,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
520,Fusion Android #13 (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
521,Androids #14 & #15,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
522,Babidi & Dabura,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
523,Goku (Santa),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
524,Super Saiyan 3 Goku (Angel) (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
525,Majin Vegeta (Boost),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
526,Great Saiyaman (SS),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
527,Great Saiyaman (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
528,Yamu & Spopovich,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
529,Babarian,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
530,Broly (Kid),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
531,Raditz (Kid),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
532,Super Saiyan God SS Vegito (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
533,Super Saiyan God SS Gogeta (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
534,Super Saiyan Trunks (Future) & Mai (Future),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
535,Bardock & Gine,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
536,Vegeta (Kid) & Raditz (Kid),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
537,Zamasu (Goku),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
538,Jackie Chun (Max Power),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
539,Broly & Cheelai & Lemo,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
540,Team Bardock,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
541,Super Saiyan Bardock (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
542,Demon King Piccolo (Rejuvenated),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
543,Nappa/Vegeta,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
544,Vegeta (Exchange),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
545,Super Saiyan Gotenks (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
546,Super Saiyan 3 Gotenks (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
547,Majin Buu (Pure Evil) (Exchange),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
548,Buu (Super) (Absorption),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
549,Majin Buu (Good)/Majin Buu (Pure Evil),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
550,Kefla,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
551,Super Saiyan Kefla (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
552,Super Saiyan 2 Kefla (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
553,Super Saiyan God SS Goku & Super Saiyan God SS Vegeta,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
554,Super Saiyan God SS Goku (Kaioken) & Super Saiyan God SS Evolved Vegeta,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
555,Jiren (Full Power),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
556,Toppo (Pride Troopers),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
557,Goku & Gohan (Kid),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
558,Kahseral (Pride Troopers),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
559,Supreme Kai & Kibito,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
560,Great Saiyaman 2/1,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
561,Goku & Vegeta (Angel),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
562,Great Saiyaman 1 (Exchange),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
563,Super Vegito (Special Fusion),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
564,Majin Buu (Ultimate Gohan) (Absorption),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
565,Goku (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
566,Hercule/Majin Buu (Good),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
567,Majin Buu (Good) (Exchange),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
568,Ultimate Gohan (Boost),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
569,Kibito Kai (Special Fusion),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
570,Vegeta (Angel),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
571,Super Saiyan 2 Vegeta (Angel),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
572,Launch (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
573,Mo Kekko,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
574,Golden Frieza & Sorbet,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
575,Golden Frieza (Angel) (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
576,Grandpa Gohan & Pan (GT),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
577,Mira (Final Form) (Absorption),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
578,Team Turles,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
579,Vegeta (GT) (Giant Ape),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
580,Super Saiyan 4 Vegito (Xeno),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
581,Super Saiyan 4 Broly,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
582,Super Saiyan 4 Bardock,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
583,Super Saiyan 4 Gohan,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
584,Demon Goddess Towa,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
585,Demon God Dabura (Xeno),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
586,Demon God Salsa,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
587,Babidi & Majin Buu (Good),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
588,Full Power Boujack (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
589,Gohan (Kid) (Santa),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
590,Annin,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
591,Super Janemba (Transformation),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
592,Ultimate Gohan & Piccolo,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
593,Golden Frieza (Angel) & Ultimate Gohan,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
594,Goku (Ultra Instinct),,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
595,Super Saiyan God SS Evolved Vegeta,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
596,Darcoli,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
597,Iwne,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
598,Heles,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
599,Mosco,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
600,Quitela,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
601,Arack,,2024-05-17 11:40:46.219467,2024-05-17 11:40:46.219467
602,Liquiir,,2024-05-17 11:40:46.224488,2024-05-17 11:40:46.224488
603,Sidra,,2024-05-17 11:40:46.224488,2024-05-17 11:40:46.224488
604,Rumsshi,,2024-05-17 11:40:46.224488,2024-05-17 11:40:46.224488
605,Belmod,,2024-05-17 11:40:46.224488,2024-05-17 11:40:46.224488
606,Geene,,2024-05-17 11:40:46.224488,2024-05-17 11:40:46.224488
607,Krillin & Android #18,,2024-05-17 11:40:46.224488,2024-05-17 11:40:46.224488
608,Master Roshi & Tien,,2024-05-17 11:40:46.224488,2024-05-17 11:40:46.224488
