id,budokai_box_ranking_id,start_value,end_value,created_at,updated_at
990151,99,151,200,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
990201,99,201,250,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9211001,9211,1,1,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9211002,9211,2,3,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9211004,9211,4,10,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9211011,9211,11,20,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9211021,9211,21,50,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9211051,9211,51,100,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9211101,9211,101,150,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9211151,9211,151,200,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9211201,9211,201,250,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9221001,9221,1,1,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9221002,9221,2,3,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9221004,9221,4,10,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9221011,9221,11,20,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9221021,9221,21,50,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9221051,9221,51,100,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9221101,9221,101,150,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9221151,9221,151,200,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9221201,9221,201,250,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9231001,9231,1,1,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9231002,9231,2,3,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9231004,9231,4,10,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9231011,9231,11,20,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9231021,9231,21,50,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9231051,9231,51,100,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9231101,9231,101,150,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9231151,9231,151,200,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
9231201,9231,201,250,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
