id,type,conditions,comment,created_at,updated_at
173,PotentialSquareCondition::PotentialItem,"{""item_id"":26,""quantity"":30}",素材ID=26:30個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
174,PotentialSquareCondition::PotentialItem,"{""item_id"":27,""quantity"":3}",素材ID=27:3個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
175,PotentialSquareCondition::PotentialItem,"{""item_id"":26,""quantity"":15}",素材ID=26:15個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
176,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":30}",素材ID=25:30個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
177,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":15}",素材ID=25:15個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
178,PotentialSquareCondition::SkillLv,"{""skill_lv"":5}",必殺技Lv5以上,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
179,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":100}",素材ID=25:100個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
180,PotentialSquareCondition::PotentialItem,"{""item_id"":26,""quantity"":50}",素材ID=26:50個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
181,PotentialSquareCondition::PotentialItem,"{""item_id"":27,""quantity"":5}",素材ID=27:5個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
182,PotentialSquareCondition::PotentialItem,"{""item_id"":28,""quantity"":20}",素材ID=28:20個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
183,PotentialSquareCondition::PotentialItem,"{""item_id"":29,""quantity"":10}",素材ID=29:10個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
184,PotentialSquareCondition::PotentialItem,"{""item_id"":30,""quantity"":1}",素材ID=30:1個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
185,PotentialSquareCondition::PotentialItem,"{""item_id"":28,""quantity"":5}",素材ID=28:5個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
186,PotentialSquareCondition::PotentialItem,"{""item_id"":28,""quantity"":40}",素材ID=28:40個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
187,PotentialSquareCondition::PotentialItem,"{""item_id"":29,""quantity"":20}",素材ID=29:20個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
188,PotentialSquareCondition::PotentialItem,"{""item_id"":30,""quantity"":2}",素材ID=30:2個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
189,PotentialSquareCondition::PotentialItem,"{""item_id"":28,""quantity"":10}",素材ID=28:10個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
190,PotentialSquareCondition::PotentialItem,"{""item_id"":29,""quantity"":5}",素材ID=29:5個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
191,PotentialSquareCondition::PotentialItem,"{""item_id"":28,""quantity"":100}",素材ID=28:100個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
192,PotentialSquareCondition::PotentialItem,"{""item_id"":29,""quantity"":50}",素材ID=29:50個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
193,PotentialSquareCondition::PotentialItem,"{""item_id"":30,""quantity"":5}",素材ID=30:5個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
194,PotentialSquareCondition::PotentialItem,"{""item_id"":28,""quantity"":50}",素材ID=28:50個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
195,PotentialSquareCondition::PotentialItem,"{""item_id"":29,""quantity"":30}",素材ID=29:30個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
196,PotentialSquareCondition::PotentialItem,"{""item_id"":30,""quantity"":3}",素材ID=30:3個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
197,PotentialSquareCondition::PotentialItem,"{""item_id"":29,""quantity"":15}",素材ID=29:15個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
198,PotentialSquareCondition::PotentialItem,"{""item_id"":28,""quantity"":30}",素材ID=28:30個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
199,PotentialSquareCondition::PotentialItem,"{""item_id"":28,""quantity"":75}",素材ID=28:75個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
200,PotentialSquareCondition::PotentialItem,"{""item_id"":28,""quantity"":15}",素材ID=28:15個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
201,PotentialSquareCondition::PotentialItem,"{""item_id"":28,""quantity"":500}",素材ID=28:500個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
202,PotentialSquareCondition::PotentialItem,"{""item_id"":29,""quantity"":250}",素材ID=29:250個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
203,PotentialSquareCondition::PotentialItem,"{""item_id"":30,""quantity"":30}",素材ID=30:30個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
204,PotentialSquareCondition::PotentialItem,"{""item_id"":31,""quantity"":20}",素材ID=31:20個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
205,PotentialSquareCondition::PotentialItem,"{""item_id"":32,""quantity"":10}",素材ID=32:10個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
206,PotentialSquareCondition::PotentialItem,"{""item_id"":33,""quantity"":1}",素材ID=33:1個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
207,PotentialSquareCondition::PotentialItem,"{""item_id"":31,""quantity"":5}",素材ID=31:5個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
208,PotentialSquareCondition::PotentialItem,"{""item_id"":31,""quantity"":40}",素材ID=31:40個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
209,PotentialSquareCondition::PotentialItem,"{""item_id"":32,""quantity"":20}",素材ID=32:20個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
210,PotentialSquareCondition::PotentialItem,"{""item_id"":33,""quantity"":2}",素材ID=33:2個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
211,PotentialSquareCondition::PotentialItem,"{""item_id"":31,""quantity"":10}",素材ID=31:10個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
212,PotentialSquareCondition::PotentialItem,"{""item_id"":32,""quantity"":5}",素材ID=32:5個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
213,PotentialSquareCondition::PotentialItem,"{""item_id"":31,""quantity"":250}",素材ID=31:250個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
214,PotentialSquareCondition::PotentialItem,"{""item_id"":32,""quantity"":100}",素材ID=32:100個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
215,PotentialSquareCondition::PotentialItem,"{""item_id"":33,""quantity"":15}",素材ID=33:15個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
216,PotentialSquareCondition::PotentialItem,"{""item_id"":31,""quantity"":100}",素材ID=31:100個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
217,PotentialSquareCondition::PotentialItem,"{""item_id"":32,""quantity"":50}",素材ID=32:50個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
218,PotentialSquareCondition::PotentialItem,"{""item_id"":33,""quantity"":5}",素材ID=33:5個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
219,PotentialSquareCondition::PotentialItem,"{""item_id"":32,""quantity"":15}",素材ID=32:15個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
220,PotentialSquareCondition::PotentialItem,"{""item_id"":31,""quantity"":30}",素材ID=31:30個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
221,PotentialSquareCondition::PotentialItem,"{""item_id"":33,""quantity"":3}",素材ID=33:3個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
222,PotentialSquareCondition::PotentialItem,"{""item_id"":31,""quantity"":75}",素材ID=31:75個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
223,PotentialSquareCondition::PotentialItem,"{""item_id"":32,""quantity"":30}",素材ID=32:30個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
224,PotentialSquareCondition::PotentialItem,"{""item_id"":31,""quantity"":15}",素材ID=31:15個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
225,PotentialSquareCondition::PotentialItem,"{""item_id"":31,""quantity"":600}",素材ID=31:600個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
226,PotentialSquareCondition::PotentialItem,"{""item_id"":32,""quantity"":300}",素材ID=32:300個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
227,PotentialSquareCondition::PotentialItem,"{""item_id"":33,""quantity"":40}",素材ID=33:40個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
228,PotentialSquareCondition::PotentialItem,"{""item_id"":34,""quantity"":20}",素材ID=34:20個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
229,PotentialSquareCondition::PotentialItem,"{""item_id"":35,""quantity"":10}",素材ID=35:10個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
230,PotentialSquareCondition::PotentialItem,"{""item_id"":36,""quantity"":1}",素材ID=36:1個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
231,PotentialSquareCondition::PotentialItem,"{""item_id"":34,""quantity"":5}",素材ID=34:5個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
232,PotentialSquareCondition::PotentialItem,"{""item_id"":34,""quantity"":40}",素材ID=34:40個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
233,PotentialSquareCondition::PotentialItem,"{""item_id"":35,""quantity"":20}",素材ID=35:20個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
234,PotentialSquareCondition::PotentialItem,"{""item_id"":36,""quantity"":2}",素材ID=36:2個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
235,PotentialSquareCondition::PotentialItem,"{""item_id"":34,""quantity"":10}",素材ID=34:10個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
236,PotentialSquareCondition::PotentialItem,"{""item_id"":35,""quantity"":5}",素材ID=35:5個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
237,PotentialSquareCondition::PotentialItem,"{""item_id"":34,""quantity"":250}",素材ID=34:250個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
238,PotentialSquareCondition::PotentialItem,"{""item_id"":35,""quantity"":100}",素材ID=35:100個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
239,PotentialSquareCondition::PotentialItem,"{""item_id"":36,""quantity"":15}",素材ID=36:15個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
240,PotentialSquareCondition::PotentialItem,"{""item_id"":34,""quantity"":50}",素材ID=34:50個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
241,PotentialSquareCondition::PotentialItem,"{""item_id"":35,""quantity"":30}",素材ID=35:30個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
242,PotentialSquareCondition::PotentialItem,"{""item_id"":36,""quantity"":3}",素材ID=36:3個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
243,PotentialSquareCondition::PotentialItem,"{""item_id"":35,""quantity"":15}",素材ID=35:15個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
244,PotentialSquareCondition::PotentialItem,"{""item_id"":34,""quantity"":30}",素材ID=34:30個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
245,PotentialSquareCondition::PotentialItem,"{""item_id"":34,""quantity"":15}",素材ID=34:15個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
246,PotentialSquareCondition::PotentialItem,"{""item_id"":34,""quantity"":100}",素材ID=34:100個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
247,PotentialSquareCondition::PotentialItem,"{""item_id"":35,""quantity"":50}",素材ID=35:50個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
248,PotentialSquareCondition::PotentialItem,"{""item_id"":36,""quantity"":5}",素材ID=36:5個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
249,PotentialSquareCondition::PotentialItem,"{""item_id"":37,""quantity"":20}",素材ID=37:20個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
250,PotentialSquareCondition::PotentialItem,"{""item_id"":38,""quantity"":10}",素材ID=38:10個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
251,PotentialSquareCondition::PotentialItem,"{""item_id"":39,""quantity"":1}",素材ID=39:1個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
252,PotentialSquareCondition::PotentialItem,"{""item_id"":37,""quantity"":5}",素材ID=37:5個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
253,PotentialSquareCondition::PotentialItem,"{""item_id"":37,""quantity"":40}",素材ID=37:40個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
254,PotentialSquareCondition::PotentialItem,"{""item_id"":38,""quantity"":20}",素材ID=38:20個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
255,PotentialSquareCondition::PotentialItem,"{""item_id"":39,""quantity"":2}",素材ID=39:2個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
256,PotentialSquareCondition::PotentialItem,"{""item_id"":37,""quantity"":10}",素材ID=37:10個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
257,PotentialSquareCondition::PotentialItem,"{""item_id"":38,""quantity"":5}",素材ID=38:5個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
258,PotentialSquareCondition::PotentialItem,"{""item_id"":37,""quantity"":250}",素材ID=37:250個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
259,PotentialSquareCondition::PotentialItem,"{""item_id"":38,""quantity"":100}",素材ID=38:100個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
260,PotentialSquareCondition::PotentialItem,"{""item_id"":39,""quantity"":15}",素材ID=39:15個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
261,PotentialSquareCondition::PotentialItem,"{""item_id"":37,""quantity"":50}",素材ID=37:50個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
262,PotentialSquareCondition::PotentialItem,"{""item_id"":38,""quantity"":30}",素材ID=38:30個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
263,PotentialSquareCondition::PotentialItem,"{""item_id"":39,""quantity"":3}",素材ID=39:3個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
264,PotentialSquareCondition::PotentialItem,"{""item_id"":38,""quantity"":15}",素材ID=38:15個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
265,PotentialSquareCondition::PotentialItem,"{""item_id"":37,""quantity"":30}",素材ID=37:30個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
266,PotentialSquareCondition::PotentialItem,"{""item_id"":37,""quantity"":75}",素材ID=37:75個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
267,PotentialSquareCondition::PotentialItem,"{""item_id"":39,""quantity"":5}",素材ID=39:5個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
268,PotentialSquareCondition::PotentialItem,"{""item_id"":37,""quantity"":15}",素材ID=37:15個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
269,PotentialSquareCondition::PotentialItem,"{""item_id"":37,""quantity"":100}",素材ID=37:100個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
270,PotentialSquareCondition::PotentialItem,"{""item_id"":38,""quantity"":50}",素材ID=38:50個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
271,PotentialSquareCondition::PotentialItem,"{""item_id"":28,""quantity"":80}",素材ID=28:80個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
272,PotentialSquareCondition::PotentialItem,"{""item_id"":29,""quantity"":40}",素材ID=29:40個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
273,PotentialSquareCondition::PotentialItem,"{""item_id"":30,""quantity"":4}",素材ID=30:4個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
274,PotentialSquareCondition::PotentialItem,"{""item_id"":40,""quantity"":20}",素材ID=40:20個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
275,PotentialSquareCondition::PotentialItem,"{""item_id"":41,""quantity"":10}",素材ID=41:10個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
276,PotentialSquareCondition::PotentialItem,"{""item_id"":42,""quantity"":1}",素材ID=42:1個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
277,PotentialSquareCondition::PotentialItem,"{""item_id"":40,""quantity"":5}",素材ID=40:5個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
278,PotentialSquareCondition::PotentialItem,"{""item_id"":40,""quantity"":40}",素材ID=40:40個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
279,PotentialSquareCondition::PotentialItem,"{""item_id"":41,""quantity"":20}",素材ID=41:20個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
280,PotentialSquareCondition::PotentialItem,"{""item_id"":42,""quantity"":2}",素材ID=42:2個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
281,PotentialSquareCondition::PotentialItem,"{""item_id"":40,""quantity"":10}",素材ID=40:10個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
282,PotentialSquareCondition::PotentialItem,"{""item_id"":41,""quantity"":5}",素材ID=41:5個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
283,PotentialSquareCondition::PotentialItem,"{""item_id"":40,""quantity"":250}",素材ID=40:250個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
284,PotentialSquareCondition::PotentialItem,"{""item_id"":41,""quantity"":100}",素材ID=41:100個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
285,PotentialSquareCondition::PotentialItem,"{""item_id"":42,""quantity"":15}",素材ID=42:15個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
286,PotentialSquareCondition::PotentialItem,"{""item_id"":40,""quantity"":100}",素材ID=40:100個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
287,PotentialSquareCondition::PotentialItem,"{""item_id"":41,""quantity"":50}",素材ID=41:50個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
288,PotentialSquareCondition::PotentialItem,"{""item_id"":42,""quantity"":5}",素材ID=42:5個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
289,PotentialSquareCondition::PotentialItem,"{""item_id"":40,""quantity"":80}",素材ID=40:80個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
290,PotentialSquareCondition::PotentialItem,"{""item_id"":41,""quantity"":40}",素材ID=41:40個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
291,PotentialSquareCondition::PotentialItem,"{""item_id"":42,""quantity"":4}",素材ID=42:4個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
292,PotentialSquareCondition::PotentialItem,"{""item_id"":41,""quantity"":15}",素材ID=41:15個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
293,PotentialSquareCondition::PotentialItem,"{""item_id"":40,""quantity"":30}",素材ID=40:30個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
294,PotentialSquareCondition::PotentialItem,"{""item_id"":42,""quantity"":3}",素材ID=42:3個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
295,PotentialSquareCondition::PotentialItem,"{""item_id"":40,""quantity"":75}",素材ID=40:75個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
296,PotentialSquareCondition::PotentialItem,"{""item_id"":41,""quantity"":30}",素材ID=41:30個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
297,PotentialSquareCondition::PotentialItem,"{""item_id"":40,""quantity"":15}",素材ID=40:15個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
298,PotentialSquareCondition::PotentialItem,"{""item_id"":40,""quantity"":500}",素材ID=40:500個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
299,PotentialSquareCondition::PotentialItem,"{""item_id"":41,""quantity"":250}",素材ID=41:250個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
300,PotentialSquareCondition::PotentialItem,"{""item_id"":42,""quantity"":30}",素材ID=42:30個,2024-04-30 09:30:47.340046,2024-04-30 09:30:47.340046
301,PotentialSquareCondition::PotentialItem,"{""item_id"":43,""quantity"":20}",素材ID=43:20個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
302,PotentialSquareCondition::PotentialItem,"{""item_id"":44,""quantity"":10}",素材ID=44:10個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
303,PotentialSquareCondition::PotentialItem,"{""item_id"":45,""quantity"":1}",素材ID=45:1個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
304,PotentialSquareCondition::PotentialItem,"{""item_id"":43,""quantity"":5}",素材ID=43:5個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
305,PotentialSquareCondition::PotentialItem,"{""item_id"":43,""quantity"":40}",素材ID=43:40個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
306,PotentialSquareCondition::PotentialItem,"{""item_id"":44,""quantity"":20}",素材ID=44:20個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
307,PotentialSquareCondition::PotentialItem,"{""item_id"":45,""quantity"":2}",素材ID=45:2個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
308,PotentialSquareCondition::PotentialItem,"{""item_id"":43,""quantity"":10}",素材ID=43:10個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
309,PotentialSquareCondition::PotentialItem,"{""item_id"":44,""quantity"":5}",素材ID=44:5個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
310,PotentialSquareCondition::PotentialItem,"{""item_id"":43,""quantity"":250}",素材ID=43:250個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
311,PotentialSquareCondition::PotentialItem,"{""item_id"":44,""quantity"":100}",素材ID=44:100個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
312,PotentialSquareCondition::PotentialItem,"{""item_id"":45,""quantity"":15}",素材ID=45:15個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
313,PotentialSquareCondition::PotentialItem,"{""item_id"":43,""quantity"":100}",素材ID=43:100個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
314,PotentialSquareCondition::PotentialItem,"{""item_id"":44,""quantity"":50}",素材ID=44:50個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
315,PotentialSquareCondition::PotentialItem,"{""item_id"":45,""quantity"":5}",素材ID=45:5個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
316,PotentialSquareCondition::PotentialItem,"{""item_id"":43,""quantity"":80}",素材ID=43:80個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
317,PotentialSquareCondition::PotentialItem,"{""item_id"":44,""quantity"":40}",素材ID=44:40個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
318,PotentialSquareCondition::PotentialItem,"{""item_id"":45,""quantity"":4}",素材ID=45:4個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
319,PotentialSquareCondition::PotentialItem,"{""item_id"":44,""quantity"":15}",素材ID=44:15個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
320,PotentialSquareCondition::PotentialItem,"{""item_id"":43,""quantity"":30}",素材ID=43:30個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
321,PotentialSquareCondition::PotentialItem,"{""item_id"":45,""quantity"":3}",素材ID=45:3個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
322,PotentialSquareCondition::PotentialItem,"{""item_id"":43,""quantity"":75}",素材ID=43:75個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
323,PotentialSquareCondition::PotentialItem,"{""item_id"":44,""quantity"":30}",素材ID=44:30個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
324,PotentialSquareCondition::PotentialItem,"{""item_id"":43,""quantity"":15}",素材ID=43:15個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
325,PotentialSquareCondition::PotentialItem,"{""item_id"":43,""quantity"":500}",素材ID=43:500個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
326,PotentialSquareCondition::PotentialItem,"{""item_id"":44,""quantity"":250}",素材ID=44:250個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
327,PotentialSquareCondition::PotentialItem,"{""item_id"":45,""quantity"":30}",素材ID=45:30個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
328,PotentialSquareCondition::PotentialItem,"{""item_id"":46,""quantity"":20}",素材ID=46:20個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
329,PotentialSquareCondition::PotentialItem,"{""item_id"":47,""quantity"":10}",素材ID=47:10個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
330,PotentialSquareCondition::PotentialItem,"{""item_id"":48,""quantity"":1}",素材ID=48:1個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
331,PotentialSquareCondition::PotentialItem,"{""item_id"":46,""quantity"":5}",素材ID=46:5個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
332,PotentialSquareCondition::PotentialItem,"{""item_id"":46,""quantity"":40}",素材ID=46:40個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
333,PotentialSquareCondition::PotentialItem,"{""item_id"":47,""quantity"":20}",素材ID=47:20個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
334,PotentialSquareCondition::PotentialItem,"{""item_id"":48,""quantity"":2}",素材ID=48:2個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
335,PotentialSquareCondition::PotentialItem,"{""item_id"":46,""quantity"":10}",素材ID=46:10個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
336,PotentialSquareCondition::PotentialItem,"{""item_id"":47,""quantity"":5}",素材ID=47:5個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
337,PotentialSquareCondition::PotentialItem,"{""item_id"":46,""quantity"":250}",素材ID=46:250個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
338,PotentialSquareCondition::PotentialItem,"{""item_id"":47,""quantity"":100}",素材ID=47:100個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
339,PotentialSquareCondition::PotentialItem,"{""item_id"":48,""quantity"":15}",素材ID=48:15個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
340,PotentialSquareCondition::PotentialItem,"{""item_id"":46,""quantity"":100}",素材ID=46:100個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
341,PotentialSquareCondition::PotentialItem,"{""item_id"":47,""quantity"":50}",素材ID=47:50個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
342,PotentialSquareCondition::PotentialItem,"{""item_id"":48,""quantity"":5}",素材ID=48:5個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
343,PotentialSquareCondition::PotentialItem,"{""item_id"":46,""quantity"":80}",素材ID=46:80個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
344,PotentialSquareCondition::PotentialItem,"{""item_id"":47,""quantity"":40}",素材ID=47:40個,2024-04-30 09:30:47.350729,2024-04-30 09:30:47.350729
