id,name,description,zeni,rarity,selling_exchange_point,event_jumpable,created_at,updated_at
100044,Super Saiyan Goku [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100051,Super Saiyan Gohan (Teen) [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100052,Super Saiyan Gohan (Teen) [Silver],Character-specific Medal required for Awakening.,60000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100053,Super Saiyan Gohan (Teen) [Gold],Character-specific Medal required for Awakening.,90000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100054,Super Saiyan Gohan (Teen) [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100061,Super Saiyan Goten (Kid) [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100062,Super Saiyan Goten (Kid) [Silver],Character-specific Medal required for Awakening.,60000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100063,Super Saiyan Goten (Kid) [Gold],Character-specific Medal required for Awakening.,90000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100064,Super Saiyan Goten (Kid) [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100071,Perfect Cell [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100072,Perfect Cell [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100073,Perfect Cell [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100074,Perfect Cell [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100081,Ultimate Gohan [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100082,Ultimate Gohan [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100083,Ultimate Gohan [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100084,Ultimate Gohan [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100091,Piccolo [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100092,Piccolo [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100093,Piccolo [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100094,Piccolo [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100101,Buu (Kid) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100102,Buu (Kid) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100103,Buu (Kid) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100104,Buu (Kid) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100111,Beerus [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100112,Beerus [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100113,Beerus [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100114,Beerus [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100121,Super Saiyan 3 Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100122,Super Saiyan 3 Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100123,Super Saiyan 3 Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100124,Super Saiyan 3 Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100131,Super Janemba [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100132,Super Janemba [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100133,Super Janemba [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100134,Super Janemba [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100141,Super Saiyan God SS Goku [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100142,Super Saiyan God SS Goku [Silver],Character-specific Medal required for Awakening.,60000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100143,Super Saiyan God SS Goku [Gold],Character-specific Medal required for Awakening.,90000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100144,Super Saiyan God SS Goku [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100151,Super Saiyan God SS Vegeta [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100152,Super Saiyan God SS Vegeta [Silver],Character-specific Medal required for Awakening.,60000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100153,Super Saiyan God SS Vegeta [Gold],Character-specific Medal required for Awakening.,90000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100154,Super Saiyan God SS Vegeta [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100161,Broly (Wrathful) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100162,Broly (Wrathful) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100163,Broly (Wrathful) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100164,Broly (Wrathful) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100171,Super Gogeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100172,Super Gogeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100173,Super Gogeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100174,Super Gogeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100181,Super Saiyan Goku Jr. [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100182,Super Saiyan Goku Jr. [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100183,Super Saiyan Goku Jr. [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100184,Super Saiyan Goku Jr. [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100191,Super Saiyan Vegeta Jr. [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100192,Super Saiyan Vegeta Jr. [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100193,Super Saiyan Vegeta Jr. [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100194,Super Saiyan Vegeta Jr. [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100201,Goku (GT) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100202,Goku (GT) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100203,Goku (GT) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100204,Goku (GT) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100221,Super Saiyan Trunks (Future) [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100222,Super Saiyan Trunks (Future) [Silver],Character-specific Medal required for Awakening.,60000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100223,Super Saiyan Trunks (Future) [Gold],Character-specific Medal required for Awakening.,90000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100224,Super Saiyan Trunks (Future) [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100231,Super Saiyan God SS Vegeta [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100232,Super Saiyan God SS Vegeta [Silver],Character-specific Medal required for Awakening.,60000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100233,Super Saiyan God SS Vegeta [Gold],Character-specific Medal required for Awakening.,90000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100234,Super Saiyan God SS Vegeta [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100241,Super Saiyan 3 Gotenks [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100242,Super Saiyan 3 Gotenks [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100243,Super Saiyan 3 Gotenks [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100244,Super Saiyan 3 Gotenks [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100251,Golden Frieza [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100252,Golden Frieza [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100253,Golden Frieza [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100254,Golden Frieza [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100261,Goku Black [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100262,Goku Black [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100263,Goku Black [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100264,Goku Black [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100271,Frieza (2nd Form) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100272,Frieza (2nd Form) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100273,Frieza (2nd Form) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100274,Frieza (2nd Form) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100281,Majin Buu (Ultimate Gohan) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100282,Majin Buu (Ultimate Gohan) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100283,Majin Buu (Ultimate Gohan) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100284,Majin Buu (Ultimate Gohan) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100291,Legendary Super Saiyan Broly [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100292,Legendary Super Saiyan Broly [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100293,Legendary Super Saiyan Broly [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.302738,2024-04-30 09:32:02.302738
100294,Legendary Super Saiyan Broly [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100301,Fusion Android #13 [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100302,Fusion Android #13 [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100303,Fusion Android #13 [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100304,Fusion Android #13 [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100311,Fusion Android #13 [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100312,Fusion Android #13 [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100313,Fusion Android #13 [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100314,Fusion Android #13 [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100321,Metal Cooler [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100322,Metal Cooler [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100323,Metal Cooler [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100324,Metal Cooler [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100331,Majin Buu (Pure Evil) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100332,Majin Buu (Pure Evil) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100333,Majin Buu (Pure Evil) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100334,Majin Buu (Pure Evil) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100341,Nuova Shenron [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100342,Nuova Shenron [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100343,Nuova Shenron [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100344,Nuova Shenron [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100351,Super Saiyan Goku [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100352,Super Saiyan Goku [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100353,Super Saiyan Goku [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100354,Super Saiyan Goku [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100361,Super Saiyan 2 Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100362,Super Saiyan 2 Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100363,Super Saiyan 2 Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100364,Super Saiyan 2 Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100371,Perfect Cell [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100372,Perfect Cell [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100373,Perfect Cell [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100374,Perfect Cell [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100381,Super Saiyan 2 Gohan (Youth) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100382,Super Saiyan 2 Gohan (Youth) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100383,Super Saiyan 2 Gohan (Youth) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100384,Super Saiyan 2 Gohan (Youth) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100391,Super Saiyan God SS Goku [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100392,Super Saiyan God SS Goku [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100393,Super Saiyan God SS Goku [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100394,Super Saiyan God SS Goku [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100401,Omega Shenron [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100402,Omega Shenron [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100403,Omega Shenron [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100404,Omega Shenron [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100411,Super Vegito [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100412,Super Vegito [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100413,Super Vegito [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100414,Super Vegito [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100421,Fusion Zamasu [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100422,Fusion Zamasu [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100423,Fusion Zamasu [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100424,Fusion Zamasu [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100431,Super Saiyan 2 Goku (Angel) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100432,Super Saiyan 2 Goku (Angel) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100433,Super Saiyan 2 Goku (Angel) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100434,Super Saiyan 2 Goku (Angel) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100441,Majin Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100442,Majin Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100443,Majin Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100444,Majin Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100451,Super Saiyan God SS Vegito [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100452,Super Saiyan God SS Vegito [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100453,Super Saiyan God SS Vegito [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100454,Super Saiyan God SS Vegito [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100461,Goku Black (Super Saiyan Rosé) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100462,Goku Black (Super Saiyan Rosé) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100463,Goku Black (Super Saiyan Rosé) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100464,Goku Black (Super Saiyan Rosé) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100471,Super Saiyan God SS Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100472,Super Saiyan God SS Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100473,Super Saiyan God SS Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100474,Super Saiyan God SS Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100481,Super Saiyan Trunks (Future) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100482,Super Saiyan Trunks (Future) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100483,Super Saiyan Trunks (Future) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100484,Super Saiyan Trunks (Future) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100491,Super Saiyan 2 Caulifla [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100492,Super Saiyan 2 Caulifla [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100493,Super Saiyan 2 Caulifla [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100494,Super Saiyan 2 Caulifla [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100501,Kale (Berserk) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100502,Kale (Berserk) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100503,Kale (Berserk) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
100504,Kale (Berserk) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.310772,2024-04-30 09:32:02.310772
