id,name,description,exec_timing_type,turn,probability,causality_conditions,icon_type,target_type,target_value1,target_value2,target_value3,sub_target_type_set_id,efficacy_type,eff_value1,eff_value2,eff_value3,created_at,updated_at
15610,Disable Evasion,Disables Evasion and attacks the enemy,1,0,100,,0,1,0,0,0,0,9,,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15620,Evasion,"May evade enemies' attacks 
(including Super Attacks)",1,0,100,,0,1,0,0,0,0,8,10.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15700,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,56.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15710,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,65.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15720,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,68.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15730,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,150.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15740,Penetrating Combat Strength,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15750,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15760,Mystic Energy,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15800,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,56.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15810,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,59.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15820,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,61.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15830,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,65.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15840,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,67.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15850,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,71.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15860,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15870,Unrelenting Pride,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15880,Battle of the Warrior Race,Disables ATK & DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,3.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15890,Evasion,May evade enemies' attacks (including Super Attacks),1,0,100,,0,1,0,0,0,0,8,7.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15900,Evasion,May evade enemies' attacks (including Super Attacks),1,0,100,,0,1,0,0,0,0,8,9.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
15910,Azure God's Evolution,Disables Evasion and attacks the enemy,1,0,100,,0,1,0,0,0,0,9,,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16000,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,54.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16010,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,58.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16020,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,62.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16030,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,140.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16040,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16050,Unrelenting Pride,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16060,Surging Power,Greatly increases ATK & DEF,0,0,0,,1,0,0,0,0,0,1,150.0,1400.0,100.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16100,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,53.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16110,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,57.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16120,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,61.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16130,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,145.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16140,Evil Mind,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16150,Dreadful Strength,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16160,Coercion,Locks character switching,1,0,85,,0,11,60,30,10,0,5,,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16200,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,55.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16210,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,58.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16220,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,62.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16230,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,145.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16240,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16250,Battle of the Warrior Race,Disables DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,2.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16260,Pure Strength,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16300,Super Type Damage Reduction,Reduces damage received from Super Types,0,0,0,,0,0,0,0,0,0,15,130944.0,50.0,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16310,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,53.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16320,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,45.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16330,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,55.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16340,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,60.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16350,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,63.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16360,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,65.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16370,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,67.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16380,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,70.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16390,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16400,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16410,Regeneration,Recovers HP,0,0,0,,2,0,0,0,0,0,2,100.0,2.0,100.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16420,Disable ATK Reduction,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16430,Disable DEF Reduction,Disables DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,2.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16500,Damage Reduction,Reduces damage received by 100%,0,0,0,,1,0,0,0,0,0,7,100.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16600,Extreme Type Damage Reduction,Reduces damage received from Extreme Types,0,0,0,,0,0,0,0,0,0,15,4067200.0,50.0,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16610,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,40.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16620,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,47.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16630,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,50.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16640,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,55.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16650,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,57.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16660,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,60.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16670,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,63.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16680,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,65.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16690,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,67.0,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16700,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16710,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16720,Disable ATK Reduction,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16730,Disable DEF Reduction,Disables DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,2.0,0.0,0.0,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16740,Coercion,Locks character switching,1,0,80,,0,11,60,30,10,0,5,,,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16800,Type Damage Reduction,"Reduces damage received from all Types 
except for TEQ Type",0,0,0,,0,0,0,0,0,0,15,3923584.0,90.0,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16810,Type Damage Reduction,"Reduces damage received from all Types 
except for INT Type",0,0,0,,0,0,0,0,0,0,15,3652992.0,90.0,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16820,Type Damage Reduction,"Reduces damage received from all Types 
except for PHY Type",0,0,0,,0,0,0,0,0,0,15,2029440.0,90.0,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16830,Type Damage Reduction,"Reduces damage received from all Types 
except for AGL Type",0,0,0,,0,0,0,0,0,0,15,4058880.0,90.0,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16840,Type Damage Reduction,"Reduces damage received from all Types 
except for STR Type",0,0,0,,0,0,0,0,0,0,15,3111808.0,90.0,,2024-02-27 09:30:49.493871,2024-02-27 09:30:49.493871
16850,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,140.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
16900,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,56.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
16910,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,64.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
16920,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,68.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
16930,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
16940,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,140.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
16950,Battle of the Warrior Race,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
16960,Penetrating Combat Strength,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17000,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,15.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17010,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17020,Disable ATK Reduction,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17100,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,53.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17110,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,55.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17120,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,58.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17130,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,62.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17140,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,66.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17150,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,70.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17160,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17170,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17180,Disable ATK Reduction,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17190,Disable DEF Reduction,Disables DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,2.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17200,Evasion,"May evade enemies' attacks 
(including Super Attacks)",1,0,100,,0,1,0,0,0,0,8,6.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17210,Evasion,"May evade enemies' attacks 
(including Super Attacks)",1,0,100,,0,1,0,0,0,0,8,7.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17220,Disable Evasion,Disables Evasion and attacks the enemy,1,0,100,,0,1,0,0,0,0,9,,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17300,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,140.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17310,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,53.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17320,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,57.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17330,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,61.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17340,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17350,Battle of the Warrior Race,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17360,Ki Amplification,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17400,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,56.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17410,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,60.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17420,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,63.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17430,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17440,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,150.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17450,Power of Determination,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17460,Protector of Gods,Greatly increases ATK & DEF,0,0,0,,1,0,0,0,0,0,1,150.0,1450.0,100.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17500,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,55.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17510,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,59.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17520,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,63.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17530,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,145.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17540,Evil Mind,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17550,Dreadful Strength,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17560,Barrier,Nullifies damage from Ki Blast Super Attacks,4,1,100,"{""source"":""1410"",""compiled"":1410}",0,1,0,0,0,0,21,0.0,0.0,11.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17561,Barrier,,5,1,100,,0,1,0,0,0,0,22,10.0,17560.0,1.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17600,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,54.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17610,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,56.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17620,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,64.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17630,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,68.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17640,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,71.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17650,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17660,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17670,Disable ATK Reduction,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17680,Regeneration,Recovers HP,0,0,0,,2,0,0,0,0,0,2,100.0,2.0,100.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17690,Disable DEF Reduction,Disables DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,2.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17700,Evasion,"May evade enemies' attacks 
(including Super Attacks)",1,0,100,,0,1,0,0,0,0,8,12.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17710,Disable Evasion,Disables Evasion and attacks the enemy,1,0,100,,0,1,0,0,0,0,9,,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17720,Evasion,"May evade enemies' attacks 
(including Super Attacks)",1,0,100,,0,1,0,0,0,0,8,7.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17800,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,54.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17810,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,60.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17820,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,65.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17830,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,150.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17840,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17850,Battle of the Warrior Race,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17900,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,57.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17910,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,62.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17920,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,66.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17930,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,145.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17940,Turn Into Candy!,Changes Ki Spheres into candies,1,0,66,,0,1,0,0,0,0,4,63.0,448.0,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17950,Majin Cells,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
17960,Dreadful Strength,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
18000,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,57.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
18010,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,60.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
18020,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,63.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
18030,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
18040,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
18100,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,35.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
18110,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,40.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
18120,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,65.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
18130,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,59.0,,,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
18140,Disable ATK Reduction,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
18150,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:49.623669,2024-02-27 09:30:49.623669
