id,comment,created_at,updated_at
203,"必殺技Lv6以上, 素材ID=22:10個, 素材ID=23:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
204,"必殺技Lv4以上, 素材ID=22:10個, 素材ID=23:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
205,"必殺技Lv2以上, 素材ID=22:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
206,"必殺技Lv4以上, 素材ID=22:10個, 素材ID=23:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
207,"必殺技Lv6以上, 素材ID=22:10個, 素材ID=23:10個, 素材ID=24:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
208,"必殺技Lv4以上, 素材ID=22:10個, 素材ID=23:10個, 素材ID=24:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
209,"必殺技Lv6以上, 素材ID=22:15個, 素材ID=23:15個, 素材ID=24:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
210,"必殺技Lv8以上, 素材ID=22:15個, 素材ID=23:15個, 素材ID=24:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
211,"必殺技Lv10以上, 素材ID=22:15個, 素材ID=23:15個, 素材ID=24:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
212,"必殺技Lv8以上, 素材ID=22:10個, 素材ID=23:10個, 素材ID=24:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
213,"必殺技Lv10以上, 素材ID=22:10個, 素材ID=23:10個, 素材ID=24:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
214,"必殺技Lv10以上, 素材ID=22:30個, 素材ID=23:20個, 素材ID=24:3個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
215,"必殺技Lv6以上, 素材ID=22:250個, 素材ID=23:100個, 素材ID=24:15個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
216,"必殺技Lv2以上, 素材ID=22:100個, 素材ID=23:50個, 素材ID=24:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
217,"必殺技Lv10以上, 素材ID=22:500個, 素材ID=23:250個, 素材ID=24:30個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
218,"素材ID=25:20個, 素材ID=26:10個, 素材ID=27:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
219,素材ID=25:5個,2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
220,"素材ID=25:40個, 素材ID=26:20個, 素材ID=27:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
221,素材ID=25:10個,2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
222,"素材ID=25:10個, 素材ID=26:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
223,"素材ID=25:10個, 素材ID=26:10個, 素材ID=27:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
224,"必殺技Lv6以上, 素材ID=25:250個, 素材ID=26:100個, 素材ID=27:15個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
225,"素材ID=25:50個, 素材ID=26:30個, 素材ID=27:3個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
226,"素材ID=25:20個, 素材ID=26:15個, 素材ID=27:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
227,"素材ID=25:30個, 素材ID=26:15個, 素材ID=27:3個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
228,"素材ID=25:50個, 素材ID=26:20個, 素材ID=27:3個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
229,"必殺技Lv2以上, 素材ID=25:10個, 素材ID=26:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
230,"必殺技Lv2以上, 素材ID=25:10個, 素材ID=26:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
231,"必殺技Lv6以上, 素材ID=25:10個, 素材ID=26:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
232,"必殺技Lv4以上, 素材ID=25:10個, 素材ID=26:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
233,"必殺技Lv2以上, 素材ID=25:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
234,"必殺技Lv4以上, 素材ID=25:10個, 素材ID=26:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
235,"必殺技Lv6以上, 素材ID=25:10個, 素材ID=26:10個, 素材ID=27:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
236,"必殺技Lv4以上, 素材ID=25:10個, 素材ID=26:10個, 素材ID=27:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
237,"必殺技Lv6以上, 素材ID=25:15個, 素材ID=26:15個, 素材ID=27:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
238,"必殺技Lv8以上, 素材ID=25:15個, 素材ID=26:15個, 素材ID=27:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
239,"必殺技Lv10以上, 素材ID=25:15個, 素材ID=26:15個, 素材ID=27:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
240,"必殺技Lv8以上, 素材ID=25:10個, 素材ID=26:10個, 素材ID=27:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
241,"必殺技Lv10以上, 素材ID=25:10個, 素材ID=26:10個, 素材ID=27:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
242,"必殺技Lv10以上, 素材ID=25:30個, 素材ID=26:20個, 素材ID=27:3個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
243,"必殺技Lv5以上, 素材ID=25:100個, 素材ID=26:50個, 素材ID=27:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
244,"素材ID=25:100個, 素材ID=26:50個, 素材ID=27:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
245,"必殺技Lv10以上, 素材ID=25:250個, 素材ID=26:100個, 素材ID=27:15個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
246,"素材ID=28:20個, 素材ID=29:10個, 素材ID=30:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
247,素材ID=28:5個,2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
248,"素材ID=28:40個, 素材ID=29:20個, 素材ID=30:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
249,素材ID=28:10個,2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
250,"素材ID=28:10個, 素材ID=29:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
251,"素材ID=28:10個, 素材ID=29:10個, 素材ID=30:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
252,"必殺技Lv6以上, 素材ID=28:100個, 素材ID=29:50個, 素材ID=30:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
253,"素材ID=28:50個, 素材ID=29:30個, 素材ID=30:3個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
254,"素材ID=28:20個, 素材ID=29:15個, 素材ID=30:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
255,"素材ID=28:30個, 素材ID=29:15個, 素材ID=30:3個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
256,"素材ID=28:75個, 素材ID=29:30個, 素材ID=30:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
257,"必殺技Lv2以上, 素材ID=28:10個, 素材ID=29:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
258,"必殺技Lv2以上, 素材ID=28:10個, 素材ID=29:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
259,"必殺技Lv6以上, 素材ID=28:10個, 素材ID=29:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
260,"必殺技Lv4以上, 素材ID=28:10個, 素材ID=29:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
261,"必殺技Lv2以上, 素材ID=28:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
262,"必殺技Lv4以上, 素材ID=28:10個, 素材ID=29:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
263,"必殺技Lv6以上, 素材ID=28:10個, 素材ID=29:10個, 素材ID=30:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
264,"必殺技Lv4以上, 素材ID=28:10個, 素材ID=29:10個, 素材ID=30:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
265,"必殺技Lv6以上, 素材ID=28:15個, 素材ID=29:15個, 素材ID=30:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
266,"必殺技Lv8以上, 素材ID=28:15個, 素材ID=29:15個, 素材ID=30:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
267,"必殺技Lv10以上, 素材ID=28:15個, 素材ID=29:15個, 素材ID=30:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
268,"必殺技Lv8以上, 素材ID=28:10個, 素材ID=29:10個, 素材ID=30:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
269,"必殺技Lv10以上, 素材ID=28:10個, 素材ID=29:10個, 素材ID=30:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
270,"必殺技Lv10以上, 素材ID=28:30個, 素材ID=29:20個, 素材ID=30:3個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
271,"必殺技Lv5以上, 素材ID=28:100個, 素材ID=29:50個, 素材ID=30:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
272,"素材ID=28:100個, 素材ID=29:50個, 素材ID=30:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
273,"必殺技Lv10以上, 素材ID=28:500個, 素材ID=29:250個, 素材ID=30:30個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
274,"素材ID=31:20個, 素材ID=32:10個, 素材ID=33:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
275,素材ID=31:5個,2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
276,"素材ID=31:40個, 素材ID=32:20個, 素材ID=33:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
277,素材ID=31:10個,2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
278,"素材ID=31:10個, 素材ID=32:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
279,"素材ID=31:10個, 素材ID=32:10個, 素材ID=33:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
280,"必殺技Lv6以上, 素材ID=31:250個, 素材ID=32:100個, 素材ID=33:15個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
281,"素材ID=31:100個, 素材ID=32:50個, 素材ID=33:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
282,"素材ID=31:20個, 素材ID=32:15個, 素材ID=33:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
283,"素材ID=31:30個, 素材ID=32:15個, 素材ID=33:3個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
284,"素材ID=31:75個, 素材ID=32:30個, 素材ID=33:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
285,"必殺技Lv2以上, 素材ID=31:10個, 素材ID=32:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
286,"必殺技Lv2以上, 素材ID=31:10個, 素材ID=32:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
287,"必殺技Lv6以上, 素材ID=31:10個, 素材ID=32:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
288,"必殺技Lv4以上, 素材ID=31:10個, 素材ID=32:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
289,"必殺技Lv2以上, 素材ID=31:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
290,"必殺技Lv4以上, 素材ID=31:10個, 素材ID=32:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
291,"必殺技Lv6以上, 素材ID=31:10個, 素材ID=32:10個, 素材ID=33:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
292,"必殺技Lv4以上, 素材ID=31:10個, 素材ID=32:10個, 素材ID=33:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
293,"必殺技Lv6以上, 素材ID=31:15個, 素材ID=32:15個, 素材ID=33:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
294,"必殺技Lv8以上, 素材ID=31:15個, 素材ID=32:15個, 素材ID=33:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
295,"必殺技Lv10以上, 素材ID=31:15個, 素材ID=32:15個, 素材ID=33:2個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
296,"必殺技Lv8以上, 素材ID=31:10個, 素材ID=32:10個, 素材ID=33:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
297,"必殺技Lv10以上, 素材ID=31:10個, 素材ID=32:10個, 素材ID=33:1個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
298,"必殺技Lv10以上, 素材ID=31:30個, 素材ID=32:20個, 素材ID=33:3個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
299,"必殺技Lv5以上, 素材ID=31:100個, 素材ID=32:50個, 素材ID=33:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
300,"必殺技Lv10以上, 素材ID=31:600個, 素材ID=32:300個, 素材ID=33:40個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
301,"素材ID=34:20個, 素材ID=35:10個, 素材ID=36:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
302,素材ID=34:5個,2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
303,"素材ID=34:40個, 素材ID=35:20個, 素材ID=36:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
304,素材ID=34:10個,2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
305,"素材ID=34:10個, 素材ID=35:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
306,"素材ID=34:10個, 素材ID=35:10個, 素材ID=36:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
307,"必殺技Lv6以上, 素材ID=34:250個, 素材ID=35:100個, 素材ID=36:15個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
308,"素材ID=34:50個, 素材ID=35:30個, 素材ID=36:3個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
309,"素材ID=34:20個, 素材ID=35:15個, 素材ID=36:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
310,"素材ID=34:30個, 素材ID=35:15個, 素材ID=36:3個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
311,"素材ID=34:50個, 素材ID=35:20個, 素材ID=36:3個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
312,"必殺技Lv2以上, 素材ID=34:10個, 素材ID=35:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
313,"必殺技Lv2以上, 素材ID=34:10個, 素材ID=35:10個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
314,"必殺技Lv6以上, 素材ID=34:10個, 素材ID=35:10個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
315,"必殺技Lv4以上, 素材ID=34:10個, 素材ID=35:10個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
316,"必殺技Lv2以上, 素材ID=34:10個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
317,"必殺技Lv4以上, 素材ID=34:10個, 素材ID=35:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
318,"必殺技Lv6以上, 素材ID=34:10個, 素材ID=35:10個, 素材ID=36:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
319,"必殺技Lv4以上, 素材ID=34:10個, 素材ID=35:10個, 素材ID=36:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
320,"必殺技Lv6以上, 素材ID=34:15個, 素材ID=35:15個, 素材ID=36:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
321,"必殺技Lv8以上, 素材ID=34:15個, 素材ID=35:15個, 素材ID=36:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
322,"必殺技Lv10以上, 素材ID=34:15個, 素材ID=35:15個, 素材ID=36:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
323,"必殺技Lv8以上, 素材ID=34:10個, 素材ID=35:10個, 素材ID=36:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
324,"必殺技Lv10以上, 素材ID=34:10個, 素材ID=35:10個, 素材ID=36:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
325,"必殺技Lv10以上, 素材ID=34:30個, 素材ID=35:20個, 素材ID=36:3個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
326,"必殺技Lv5以上, 素材ID=34:100個, 素材ID=35:50個, 素材ID=36:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
327,"素材ID=34:100個, 素材ID=35:50個, 素材ID=36:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
328,"必殺技Lv10以上, 素材ID=34:250個, 素材ID=35:100個, 素材ID=36:15個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
329,"素材ID=37:20個, 素材ID=38:10個, 素材ID=39:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
330,素材ID=37:5個,2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
331,"素材ID=37:40個, 素材ID=38:20個, 素材ID=39:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
332,素材ID=37:10個,2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
333,"素材ID=37:10個, 素材ID=38:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
334,"素材ID=37:10個, 素材ID=38:10個, 素材ID=39:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
335,"必殺技Lv6以上, 素材ID=37:250個, 素材ID=38:100個, 素材ID=39:15個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
336,"素材ID=37:50個, 素材ID=38:30個, 素材ID=39:3個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
337,"素材ID=37:20個, 素材ID=38:15個, 素材ID=39:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
338,"素材ID=37:30個, 素材ID=38:15個, 素材ID=39:3個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
339,"素材ID=37:75個, 素材ID=38:30個, 素材ID=39:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
340,"必殺技Lv2以上, 素材ID=37:10個, 素材ID=38:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
341,"必殺技Lv2以上, 素材ID=37:10個, 素材ID=38:10個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
342,"必殺技Lv6以上, 素材ID=37:10個, 素材ID=38:10個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
343,"必殺技Lv4以上, 素材ID=37:10個, 素材ID=38:10個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
344,"必殺技Lv2以上, 素材ID=37:10個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
345,"必殺技Lv4以上, 素材ID=37:10個, 素材ID=38:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
346,"必殺技Lv6以上, 素材ID=37:10個, 素材ID=38:10個, 素材ID=39:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
347,"必殺技Lv4以上, 素材ID=37:10個, 素材ID=38:10個, 素材ID=39:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
348,"必殺技Lv6以上, 素材ID=37:15個, 素材ID=38:15個, 素材ID=39:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
349,"必殺技Lv8以上, 素材ID=37:15個, 素材ID=38:15個, 素材ID=39:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
350,"必殺技Lv10以上, 素材ID=37:15個, 素材ID=38:15個, 素材ID=39:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
351,"必殺技Lv8以上, 素材ID=37:10個, 素材ID=38:10個, 素材ID=39:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
352,"必殺技Lv10以上, 素材ID=37:10個, 素材ID=38:10個, 素材ID=39:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
353,"必殺技Lv10以上, 素材ID=37:30個, 素材ID=38:20個, 素材ID=39:3個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
354,"必殺技Lv5以上, 素材ID=37:100個, 素材ID=38:50個, 素材ID=39:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
355,"素材ID=37:100個, 素材ID=38:50個, 素材ID=39:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
356,"必殺技Lv10以上, 素材ID=37:250個, 素材ID=38:100個, 素材ID=39:15個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
357,"素材ID=28:80個, 素材ID=29:40個, 素材ID=30:4個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
358,"素材ID=40:20個, 素材ID=41:10個, 素材ID=42:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
359,素材ID=40:5個,2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
360,"素材ID=40:40個, 素材ID=41:20個, 素材ID=42:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
361,素材ID=40:10個,2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
362,"素材ID=40:10個, 素材ID=41:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
363,"素材ID=40:10個, 素材ID=41:10個, 素材ID=42:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
364,"素材ID=40:250個, 素材ID=41:100個, 素材ID=42:15個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
365,"素材ID=40:100個, 素材ID=41:50個, 素材ID=42:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
366,"素材ID=40:80個, 素材ID=41:40個, 素材ID=42:4個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
367,"素材ID=40:20個, 素材ID=41:15個, 素材ID=42:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
368,"素材ID=40:30個, 素材ID=41:15個, 素材ID=42:3個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
369,"素材ID=40:75個, 素材ID=41:30個, 素材ID=42:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
370,"必殺技Lv2以上, 素材ID=40:10個, 素材ID=41:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
371,"必殺技Lv2以上, 素材ID=40:10個, 素材ID=41:10個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
372,"必殺技Lv6以上, 素材ID=40:10個, 素材ID=41:10個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
373,"必殺技Lv4以上, 素材ID=40:10個, 素材ID=41:10個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
374,"必殺技Lv2以上, 素材ID=40:10個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
375,"必殺技Lv4以上, 素材ID=40:10個, 素材ID=41:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
376,"必殺技Lv6以上, 素材ID=40:10個, 素材ID=41:10個, 素材ID=42:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
377,"必殺技Lv4以上, 素材ID=40:10個, 素材ID=41:10個, 素材ID=42:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
378,"必殺技Lv6以上, 素材ID=40:15個, 素材ID=41:15個, 素材ID=42:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
379,"必殺技Lv8以上, 素材ID=40:15個, 素材ID=41:15個, 素材ID=42:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
380,"必殺技Lv10以上, 素材ID=40:15個, 素材ID=41:15個, 素材ID=42:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
381,"必殺技Lv8以上, 素材ID=40:10個, 素材ID=41:10個, 素材ID=42:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
382,"必殺技Lv10以上, 素材ID=40:10個, 素材ID=41:10個, 素材ID=42:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
383,"必殺技Lv10以上, 素材ID=40:30個, 素材ID=41:20個, 素材ID=42:3個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
384,"必殺技Lv6以上, 素材ID=40:250個, 素材ID=41:100個, 素材ID=42:15個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
385,"必殺技Lv2以上, 素材ID=40:100個, 素材ID=41:50個, 素材ID=42:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
386,"必殺技Lv10以上, 素材ID=40:500個, 素材ID=41:250個, 素材ID=42:30個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
387,"素材ID=43:20個, 素材ID=44:10個, 素材ID=45:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
388,素材ID=43:5個,2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
389,"素材ID=43:40個, 素材ID=44:20個, 素材ID=45:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
390,素材ID=43:10個,2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
391,"素材ID=43:10個, 素材ID=44:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
392,"素材ID=43:10個, 素材ID=44:10個, 素材ID=45:1個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
393,"素材ID=43:250個, 素材ID=44:100個, 素材ID=45:15個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
394,"素材ID=43:100個, 素材ID=44:50個, 素材ID=45:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
395,"素材ID=43:80個, 素材ID=44:40個, 素材ID=45:4個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
396,"素材ID=43:20個, 素材ID=44:15個, 素材ID=45:2個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
397,"素材ID=43:30個, 素材ID=44:15個, 素材ID=45:3個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
398,"素材ID=43:75個, 素材ID=44:30個, 素材ID=45:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
399,"必殺技Lv2以上, 素材ID=43:10個, 素材ID=44:5個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
400,"必殺技Lv2以上, 素材ID=43:10個, 素材ID=44:10個",2024-04-30 09:30:47.275605,2024-04-30 09:30:47.275605
401,"必殺技Lv6以上, 素材ID=43:10個, 素材ID=44:10個",2024-04-30 09:30:47.280477,2024-04-30 09:30:47.280477
402,"必殺技Lv4以上, 素材ID=43:10個, 素材ID=44:10個",2024-04-30 09:30:47.280477,2024-04-30 09:30:47.280477
403,"必殺技Lv2以上, 素材ID=43:10個",2024-04-30 09:30:47.280477,2024-04-30 09:30:47.280477
