id,param_no,idx,value,created_at,updated_at
932,1537,0,0,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
933,1537,1,1923,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
934,1537,2,0,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
937,1537,3,0,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
938,1537,4,0,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
939,1537,5,0,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
940,1537,6,1015051,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
941,1537,7,5,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
942,1537,8,66,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
943,615,0,2,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
944,615,1,3,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
945,615,2,80,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
946,615,3,1,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
949,615,4,1,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
950,615,5,4,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
951,616,0,74,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
952,616,1,243,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
953,616,2,32,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
954,616,3,32,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
955,616,4,100,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
956,616,5,3,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
957,616,6,2,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
958,616,7,3083,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
959,616,8,3080,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
960,616,9,3081,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
961,616,10,3082,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
964,1003,0,1,2024-02-27 09:30:23.037068,2024-02-27 09:30:23.037068
965,1003,1,1,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
966,1003,2,100,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
967,1003,3,1,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
970,1003,4,2,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
971,1004,0,50,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
972,1004,1,224,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
973,1004,2,17,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
974,1004,3,255,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
975,1004,4,83,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
976,1004,5,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
977,1004,6,86,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
978,1004,7,3006,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
979,1004,8,3003,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
980,1004,9,3004,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
981,1004,10,3005,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
984,1538,0,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
985,1538,1,1930,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
986,1538,2,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
989,1538,3,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
990,1538,4,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
991,1538,5,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
992,1538,6,1015470,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
993,1538,7,1,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
994,1538,8,47,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
995,1539,0,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
996,1539,1,1930,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
997,1539,2,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1000,1539,3,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1001,1539,4,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1002,1539,5,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1003,1539,6,1015471,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1004,1539,7,1,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1005,1539,8,47,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1022,2001,0,70,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1023,2001,1,3,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1024,2005,0,100,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1025,2005,1,3,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1026,1540,0,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1027,1540,1,1935,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1028,1540,2,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1031,1540,3,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1032,1540,4,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1033,1540,5,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1034,1540,6,1015970,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1035,1540,7,1,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1036,1540,8,59,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1037,1541,0,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1038,1541,1,1935,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1039,1541,2,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1042,1541,3,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1043,1541,4,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1044,1541,5,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1045,1541,6,1015971,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1046,1541,7,1,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1047,1541,8,59,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1048,1542,0,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1049,1542,1,1936,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1050,1542,2,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1053,1542,3,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1054,1542,4,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1055,1542,5,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1056,1542,6,1016000,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1057,1542,7,1,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1058,1542,8,75,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1059,1543,0,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1060,1543,1,1936,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1061,1543,2,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1064,1543,3,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1065,1543,4,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1066,1543,5,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1067,1543,6,1016001,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1068,1543,7,1,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1069,1543,8,75,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1070,1544,0,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1071,1544,1,1937,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1072,1544,2,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1075,1544,3,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1076,1544,4,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1077,1544,5,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1078,1544,6,1016310,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1079,1544,7,2,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1080,1544,8,67,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1081,1545,0,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1082,1545,1,1937,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1083,1545,2,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1086,1545,3,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1087,1545,4,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1088,1545,5,0,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1089,1545,6,1016311,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1090,1545,7,2,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1091,1545,8,67,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1092,617,0,1,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1093,617,1,2,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1094,617,2,50,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1095,617,3,1,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1098,617,4,1,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1099,617,5,1,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1100,618,0,50,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1101,618,1,243,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1102,618,2,32,2024-02-27 09:30:23.043247,2024-02-27 09:30:23.043247
1103,618,3,32,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1104,618,4,100,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1105,618,5,3,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1106,618,6,2,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1107,618,7,3018,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1108,618,8,3084,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1109,618,9,3085,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1110,618,10,3086,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1113,1546,0,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1114,1546,1,1938,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1115,1546,2,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1118,1546,3,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1119,1546,4,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1120,1546,5,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1121,1546,6,1016510,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1122,1546,7,1,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1123,1546,8,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1124,1547,0,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1125,1547,1,1938,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1126,1547,2,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1129,1547,3,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1130,1547,4,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1131,1547,5,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1132,1547,6,1016511,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1133,1547,7,1,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1134,1547,8,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1135,1548,0,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1136,1548,1,1939,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1137,1548,2,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1140,1548,3,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1141,1548,4,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1142,1548,5,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1143,1548,6,4016520,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1144,1548,7,1,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1145,1548,8,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1146,1549,0,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1147,1549,1,1939,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1148,1549,2,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1151,1549,3,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1152,1549,4,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1153,1549,5,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1154,1549,6,4016521,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1155,1549,7,1,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1156,1549,8,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1157,1550,0,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1158,1550,1,1940,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1159,1550,2,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1162,1550,3,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1163,1550,4,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1164,1550,5,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1165,1550,6,4016530,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1166,1550,7,1,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1167,1550,8,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1168,1551,0,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1169,1551,1,1940,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1170,1551,2,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1173,1551,3,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1174,1551,4,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1175,1551,5,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1176,1551,6,4016531,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1177,1551,7,1,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1178,1551,8,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1179,1552,0,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1180,1552,1,1941,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1181,1552,2,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1184,1552,3,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1185,1552,4,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1186,1552,5,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1187,1552,6,4016540,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1188,1552,7,1,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1189,1552,8,69,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1190,1553,0,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1191,1553,1,1941,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1192,1553,2,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1195,1553,3,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1196,1553,4,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1197,1553,5,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1198,1553,6,4016541,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1199,1553,7,1,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1200,1553,8,69,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1201,1554,0,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1202,1554,1,1943,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1203,1554,2,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1206,1554,3,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1207,1554,4,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1208,1554,5,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1209,1554,6,1016870,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1210,1554,7,1,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1211,1554,8,66,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1212,1555,0,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1213,1555,1,1943,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1214,1555,2,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1217,1555,3,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1218,1555,4,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1219,1555,5,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1220,1555,6,1016871,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1221,1555,7,1,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1222,1555,8,66,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1223,1556,0,0,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1224,1556,1,1945,2024-02-27 09:30:23.050305,2024-02-27 09:30:23.050305
1225,1556,2,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1228,1556,3,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1229,1556,4,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1230,1556,5,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1231,1556,6,1017080,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1232,1556,7,1,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1233,1556,8,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1234,1557,0,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1235,1557,1,1945,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1236,1557,2,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1239,1557,3,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1240,1557,4,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1241,1557,5,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1242,1557,6,1017081,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1243,1557,7,1,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1244,1557,8,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1245,1558,0,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1246,1558,1,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1247,1558,2,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1250,1558,3,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1251,1558,4,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1252,1558,5,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1253,1558,6,4017090,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1254,1558,7,8,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1255,1558,8,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1256,1559,0,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1257,1559,1,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1258,1559,2,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1261,1559,3,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1262,1559,4,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1263,1559,5,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1264,1559,6,4017091,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1265,1559,7,8,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1266,1559,8,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1267,1560,0,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1268,1560,1,1944,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1269,1560,2,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1272,1560,3,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1273,1560,4,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1274,1560,5,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1275,1560,6,1017120,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1276,1560,7,2,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1277,1560,8,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1278,1561,0,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1279,1561,1,1944,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1280,1561,2,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1283,1561,3,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1284,1561,4,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1285,1561,5,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1286,1561,6,1017121,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1287,1561,7,2,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1288,1561,8,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1289,1562,0,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1290,1562,1,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1291,1562,2,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1294,1562,3,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1295,1562,4,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1296,1562,5,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1297,1562,6,4017130,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1298,1562,7,10,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1299,1562,8,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1300,1563,0,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1301,1563,1,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1302,1563,2,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1305,1563,3,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1306,1563,4,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1307,1563,5,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1308,1563,6,4017131,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1309,1563,7,10,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1310,1563,8,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1311,1003,5,3,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1312,1564,0,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1313,1564,1,1948,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1314,1564,2,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1317,1564,3,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1318,1564,4,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1319,1564,5,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1320,1564,6,1017180,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1321,1564,7,1,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1322,1564,8,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1323,1565,0,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1324,1565,1,1948,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1325,1565,2,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1328,1565,3,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1329,1565,4,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1330,1565,5,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1331,1565,6,1017181,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1332,1565,7,1,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1333,1565,8,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1334,619,0,1,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1335,619,1,1,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1336,619,2,100,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1337,619,3,1,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1340,619,4,1,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1341,619,5,3,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1342,620,0,0,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1343,620,1,243,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1344,620,2,32,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1345,620,3,32,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1346,620,4,100,2024-02-27 09:30:23.057027,2024-02-27 09:30:23.057027
1347,620,5,3,2024-02-27 09:30:23.066138,2024-02-27 09:30:23.066138
1348,620,6,2,2024-02-27 09:30:23.066138,2024-02-27 09:30:23.066138
1349,620,7,3077,2024-02-27 09:30:23.066138,2024-02-27 09:30:23.066138
1350,620,8,0,2024-02-27 09:30:23.066138,2024-02-27 09:30:23.066138
1351,620,9,3075,2024-02-27 09:30:23.066138,2024-02-27 09:30:23.066138
1352,620,10,3076,2024-02-27 09:30:23.066138,2024-02-27 09:30:23.066138
