id,type,category,world_id,db_story_id,name,prev_area_id,all_clear_bonus_stones,bgm_id,area_icon_id,width,height,split,layer0,layer1,layer2,layer3,event_image_path,banner_image_path,minibanner_image_path,listbutton_image_path,is_listbutton_visible,event_priority,announcement_id,is_quest_num_visible,first_released_at,created_at,updated_at
171,Area::EventArea,2,1,,Ghostly Prank,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_171.png,banners/en/event/eve_banner/quest_list_banner_171.png,banners/en/event/eve_banner/quest_event_banner_171.png,banners/en/event/eve_listbutton/myp_banner_event_171.png,1,1842,101091.0,1,,2024-02-27 09:30:22.649798,2024-02-27 09:30:22.649798
172,Area::EventArea,2,1,,The Universe Is in Peril! Birth of the Shadow Dragons,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_172.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,1,1160,101409.0,1,,2024-02-27 09:30:22.649798,2024-02-27 09:30:22.649798
173,Area::EventArea,2,1,,Wish Upon an Eternal Dragon,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_173.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,1,1150,101403.0,1,,2024-02-27 09:30:22.649798,2024-02-27 09:30:22.649798
175,Area::EventArea,7,1,,"Universe's Strongest?! Challenge the ""Great Pontas""!",,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_175.png,banners/en/event/eve_banner/quest_list_banner_175_1.png,banners/en/event/eve_banner/quest_event_banner_175_1.png,banners/en/event/eve_listbutton/myp_banner_event_175_1.png,1,200,101114.0,1,,2024-02-27 09:30:22.649798,2024-02-27 09:30:22.649798
177,Area::EventArea,4,1,,4th Anniversary! Pan's Secret Adventure,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,,banners/en/dummy_image/dummy_image.png,1,1160,101374.0,1,,2024-02-27 09:30:22.649798,2024-02-27 09:30:22.649798
178,Area::EventArea,2,1,,World Tournament! Who Will Be Hercule's Successor?,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_178.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,1,1101,101373.0,1,,2024-02-27 09:30:22.649798,2024-02-27 09:30:22.649798
179,Area::EventArea,2,1,,Clash! Dokkan Butoden,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_179_B.png,banners/en/event/eve_banner/quest_list_banner_179.png,banners/en/event/eve_banner/quest_event_banner_179.png,banners/en/event/eve_listbutton/myp_banner_event_179_B.png,1,600,101269.0,1,,2024-02-27 09:30:22.649798,2024-02-27 09:30:22.649798
181,Area::EventArea,2,1,,Super Dragon Ball Heroes World Mission,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_181.png,banners/en/event/eve_banner/quest_list_banner_181_1.png,banners/en/event/eve_banner/quest_event_banner_181.png,banners/en/event/eve_listbutton/myp_banner_event_181.png,1,1100,101429.0,1,,2024-02-27 09:30:22.649798,2024-02-27 09:30:22.649798
182,Area::EventArea,2,1,,Evolution of the Ultimate Life Form,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_182.png,banners/en/event/eve_banner/quest_event_banner_182.png,banners/en/event/eve_listbutton/myp_banner_event_182.png,1,1820,101487.0,1,,2024-02-27 09:30:22.649798,2024-02-27 09:30:22.649798
183,Area::EventArea,2,1,,Tricks Won't Work! Tile Breaking Challenge,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_183.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,1,1830,101461.0,0,,2024-02-27 09:30:22.649798,2024-02-27 09:30:22.649798
184,Area::EventArea,2,1,,Tricks Won't Work! Tile Breaking Challenge,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_183.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,1,1830,101461.0,0,,2024-02-27 09:30:22.649798,2024-02-27 09:30:22.649798
185,Area::EventArea,2,1,,Tricks Won't Work! Tile Breaking Challenge,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_183.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,1,1830,101461.0,0,,2024-02-27 09:30:22.649798,2024-02-27 09:30:22.649798
186,Area::EventArea,2,1,,Tricks Won't Work! Tile Breaking Challenge,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_183.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,1,1830,101461.0,0,,2024-02-27 09:30:22.649798,2024-02-27 09:30:22.649798
187,Area::EventArea,2,1,,Tricks Won't Work! Tile Breaking Challenge,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_183.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,1,1830,101461.0,0,,2024-02-27 09:30:22.649798,2024-02-27 09:30:22.649798
188,Area::EventArea,2,1,,Perfect Disguise?! SOS to the Fortune-Teller,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_188_B.png,banners/en/event/eve_banner/quest_list_banner_188.png,banners/en/event/eve_banner/quest_event_banner_188.png,banners/en/event/eve_listbutton/myp_banner_event_188_B.png,1,1842,101538.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
189,Area::EventArea,2,1,,SDBH World Mission: Prison Planet Saga,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_189.png,banners/en/event/eve_banner/quest_list_banner_189.png,banners/en/event/eve_banner/quest_event_banner_189.png,banners/en/event/eve_listbutton/myp_banner_event_189.png,1,1250,101640.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
191,Area::EventArea,4,1,,"In Search of Greater Power! 
God-Level Intensive Training",,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_191.png,banners/en/event/eve_banner/quest_list_banner_191.png,banners/en/event/eve_banner/quest_event_banner_191.png,banners/en/event/eve_listbutton/myp_banner_event_191.png,1,1810,101854.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
192,Area::EventArea,2,1,,"A Promising Recruit?! 
Frieza's Army Enlistment Test",,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_192.png,banners/en/event/eve_banner/quest_list_banner_192.png,banners/en/event/eve_banner/quest_event_banner_192.png,banners/en/event/eve_listbutton/myp_banner_event_192.png,0,1800,101855.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
193,Area::EventArea,2,1,,Battle-Smart Brawlers! Team Bardock,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_193.png,banners/en/event/eve_banner/quest_list_banner_193.png,banners/en/event/eve_banner/quest_event_banner_193.png,banners/en/event/eve_listbutton/myp_banner_event_193.png,1,1250,101719.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
194,Area::EventArea,2,1,,Battle-Smart Brawlers! Team Bardock,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_194.png,banners/en/event/eve_banner/quest_list_banner_194.png,banners/en/event/eve_banner/quest_event_banner_194.png,banners/en/event/eve_listbutton/myp_banner_event_194.png,1,1250,101720.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
195,Area::EventArea,2,1,,Battle-Smart Brawlers! Team Bardock,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_195.png,banners/en/event/eve_banner/quest_list_banner_195.png,banners/en/event/eve_banner/quest_event_banner_195.png,banners/en/event/eve_listbutton/myp_banner_event_195.png,1,1250,101715.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
196,Area::EventArea,2,1,,Battle-Smart Brawlers! Team Bardock,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_196.png,banners/en/event/eve_banner/quest_list_banner_196.png,banners/en/event/eve_banner/quest_event_banner_196.png,banners/en/event/eve_listbutton/myp_banner_event_196.png,1,1250,101716.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
197,Area::EventArea,2,1,,Battle-Smart Brawlers! Team Bardock,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_197.png,banners/en/event/eve_banner/quest_list_banner_197.png,banners/en/event/eve_banner/quest_event_banner_197.png,banners/en/event/eve_listbutton/myp_banner_event_197.png,1,1250,101717.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
198,Area::EventArea,2,1,,Battle-Smart Brawlers! Team Bardock,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_198.png,banners/en/event/eve_banner/quest_list_banner_198.png,banners/en/event/eve_banner/quest_event_banner_198.png,banners/en/event/eve_listbutton/myp_banner_event_198.png,1,1250,101718.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
199,Area::EventArea,4,1,,"In Search of Greater Power! 
God-Level Intensive Training",,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_199.png,banners/en/event/eve_banner/quest_list_banner_199.png,banners/en/event/eve_banner/quest_event_banner_199.png,banners/en/event/eve_listbutton/myp_banner_event_199.png,1,1810,101854.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
201,Area::EventArea,2,1,,Accelerate! Bulma's Wild Chase!,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_201_2.png,banners/en/event/eve_banner/quest_list_banner_201.png,banners/en/event/eve_banner/quest_event_banner_201.png,banners/en/event/eve_listbutton/myp_banner_event_201_2.png,1,1900,101736.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
202,Area::EventArea,6,1,,Awakened Power! A Trial Towards New Horizons,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_202A.png,banners/en/event/eve_banner/quest_list_banner_202A.png,banners/en/event/eve_banner/quest_event_banner_202A.png,banners/en/event/eve_listbutton/myp_banner_event_202A.png,1,2000,102031.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
203,Area::EventArea,4,1,,Full of Stamina! Saiyan Gluttons,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_203.png,banners/en/event/eve_banner/quest_list_banner_203.png,banners/en/event/eve_banner/quest_event_banner_203.png,banners/en/event/eve_listbutton/myp_banner_event_203.png,1,1900,101935.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
204,Area::EventArea,2,1,,Launch's Treasure Hunt,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_204.png,banners/en/event/eve_banner/quest_list_banner_204.png,banners/en/event/eve_banner/quest_event_banner_204.png,banners/en/event/eve_listbutton/myp_banner_event_204.png,1,1860,101937.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
205,Area::EventArea,2,1,,Launch's Treasure Hunt,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_204.png,banners/en/event/eve_banner/quest_list_banner_204.png,banners/en/event/eve_banner/quest_event_banner_204.png,banners/en/event/eve_listbutton/myp_banner_event_204.png,1,1860,101937.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
206,Area::EventArea,2,1,,Launch's Treasure Hunt,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_204.png,banners/en/event/eve_banner/quest_list_banner_204.png,banners/en/event/eve_banner/quest_event_banner_204.png,banners/en/event/eve_listbutton/myp_banner_event_204.png,1,1860,101937.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
207,Area::EventArea,2,1,,Launch's Treasure Hunt,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_204.png,banners/en/event/eve_banner/quest_list_banner_204.png,banners/en/event/eve_banner/quest_event_banner_204.png,banners/en/event/eve_listbutton/myp_banner_event_204.png,1,1860,101937.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
208,Area::EventArea,2,1,,Launch's Treasure Hunt,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_204.png,banners/en/event/eve_banner/quest_list_banner_204.png,banners/en/event/eve_banner/quest_event_banner_204.png,banners/en/event/eve_listbutton/myp_banner_event_204.png,1,1860,101937.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
209,Area::EventArea,6,1,,Hercule's World Tournament,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_131_K.png,banners/en/event/eve_banner/quest_list_banner_131.png,banners/en/event/eve_banner/quest_event_banner_131.png,banners/en/dummy_image/dummy_image.png,1,1850,101932.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
211,Area::EventArea,2,1,,"Pan, Gohan and the Full Moon Monster",,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_211.png,banners/en/event/eve_banner/quest_list_banner_211.png,banners/en/event/eve_banner/quest_event_banner_211.png,banners/en/event/eve_listbutton/myp_banner_event_211.png,1,1860,101995.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
212,Area::EventArea,2,1,,SDBH: Dark Empire Saga,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_212.png,banners/en/event/eve_banner/quest_list_banner_212.png,banners/en/event/eve_banner/quest_event_banner_212.png,banners/en/event/eve_listbutton/myp_banner_event_212.png,1,1860,102029.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
213,Area::EventArea,4,1,,Majin Buu's Shape-Up Training,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_213.png,banners/en/event/eve_banner/quest_list_banner_213.png,banners/en/event/eve_banner/quest_event_banner_213.png,banners/en/event/eve_listbutton/myp_banner_event_213.png,1,1860,102309.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
214,Area::EventArea,4,1,,6th Anniversary! Pan's Secret Adventure,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_214.png,banners/en/event/eve_banner/quest_list_banner_214.png,,banners/en/event/eve_listbutton/myp_banner_event_214.png,1,1860,102323.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
215,Area::EventArea,2,1,,Mass Revival and Mass Chaos! Parade of the Dead,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_215.png,banners/en/event/eve_banner/quest_list_banner_215.png,banners/en/event/eve_banner/quest_event_banner_215.png,banners/en/event/eve_listbutton/myp_banner_event_215.png,1,1900,102185.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
216,Area::EventArea,4,1,,Great Feast! Goku's Food Battle,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_216.png,banners/en/event/eve_banner/quest_list_banner_216.png,banners/en/event/eve_banner/quest_event_banner_216.png,banners/en/event/eve_listbutton/myp_banner_event_216.png,1,1820,102232.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
217,Area::EventArea,4,1,,Astonishing Power-Up! Grand Elder Guru's Guidance,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_217.png,banners/en/event/eve_banner/quest_list_banner_217.png,banners/en/event/eve_banner/quest_event_banner_217.png,banners/en/event/eve_listbutton/myp_banner_event_217.png,1,2500,102510.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
218,Area::EventArea,4,1,,Secret Technique! Awakened Fusion Fighter,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_218.png,banners/en/event/eve_banner/quest_list_banner_218.png,banners/en/event/eve_banner/quest_event_banner_218.png,banners/en/event/eve_listbutton/myp_banner_event_218.png,1,1900,102603.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
219,Area::EventArea,4,1,,Full of Crisis! Bulma on Duty,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_219.png,banners/en/event/eve_banner/quest_list_banner_219.png,banners/en/event/eve_banner/quest_event_banner_219.png,banners/en/event/eve_listbutton/myp_banner_event_219.png,1,1900,102511.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
221,Area::EventArea,2,1,,To the Universe! Journey to Planet Namek,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_221.png,banners/en/event/eve_banner/quest_list_banner_221.png,banners/en/event/eve_banner/quest_event_banner_221.png,banners/en/event/eve_listbutton/myp_banner_event_221.png,1,1900,102473.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
222,Area::EventArea,4,1,,"Courage to the Max! 
Warriors Gathered Before the Kai",,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_222.png,banners/en/event/eve_banner/quest_list_banner_222.png,banners/en/event/eve_banner/quest_event_banner_222.png,banners/en/event/eve_listbutton/myp_banner_event_222.png,1,1900,102488.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
223,Area::EventArea,4,1,,"Study Hard, Play Hard! 
Turtle School's Intensive Training",,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_223_B.png,banners/en/event/eve_banner/quest_list_banner_223.png,banners/en/event/eve_banner/quest_event_banner_223.png,banners/en/event/eve_listbutton/myp_banner_event_223.png,1,2000,102654.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
224,Area::EventArea,2,1,,On the Verge of Crisis?! Two Androids,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_224.png,banners/en/event/eve_banner/quest_list_banner_224.png,banners/en/event/eve_banner/quest_event_banner_224.png,banners/en/event/eve_listbutton/myp_banner_event_224.png,1,1900,102572.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
225,Area::EventArea,5,1,,Activate Your Hidden Potential,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_225.png,banners/en/event/eve_banner/quest_list_banner_225.png,,,1,1030,102738.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
226,Area::EventArea,5,1,,Activate Your Hidden Potential,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_226.png,banners/en/event/eve_banner/quest_list_banner_226.png,,,1,1030,102739.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
227,Area::EventArea,5,1,,Activate Your Hidden Potential,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_227.png,banners/en/event/eve_banner/quest_list_banner_227.png,,,1,1030,102740.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
228,Area::EventArea,5,1,,Activate Your Hidden Potential,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_228.png,banners/en/event/eve_banner/quest_list_banner_228.png,,,1,1030,102741.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
229,Area::EventArea,5,1,,Activate Your Hidden Potential,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_229.png,banners/en/event/eve_banner/quest_list_banner_229.png,,,1,1030,102742.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
231,Area::EventArea,5,1,,Activate Your Hidden Potential,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_231.png,banners/en/event/eve_banner/quest_list_banner_231.png,,banners/en/dummy_image/dummy_image.png,1,1030,102721.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
232,Area::EventArea,2,1,,Dragon Ball Fusions: The Fused World,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_232.png,banners/en/event/eve_banner/quest_list_banner_232.png,banners/en/event/eve_banner/quest_event_banner_232.png,banners/en/event/eve_listbutton/myp_banner_event_232.png,1,100,102749.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
233,Area::EventArea,4,1,,Soaring Spirit! Clash Between Rivals,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_233.png,banners/en/event/eve_banner/quest_list_banner_233.png,banners/en/event/eve_banner/quest_event_banner_233.png,banners/en/event/eve_listbutton/myp_banner_event_233.png,1,100,102968.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
234,Area::EventArea,2,1,,Dance and Attack! The Para Para Brothers,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_234.png,banners/en/event/eve_banner/quest_list_banner_234.png,banners/en/event/eve_banner/quest_event_banner_234.png,banners/en/event/eve_listbutton/myp_banner_event_234.png,1,100,102852.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
235,Area::EventArea,2,1,,Path to Ultimate Power: Gohan and Piccolo,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_235_2.png,banners/en/event/eve_banner/quest_list_banner_235.png,banners/en/event/eve_banner/quest_event_banner_235.png,banners/en/event/eve_listbutton/myp_banner_event_235.png,1,100,103040.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
236,Area::EventArea,4,1,,Clash Between Wisdom and Power,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_236.png,banners/en/event/eve_banner/quest_list_banner_236.png,banners/en/event/eve_banner/quest_event_banner_236.png,banners/en/event/eve_listbutton/myp_banner_event_236.png,1,2500,103057.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
237,Area::EventArea,4,1,,Gohan's Struggle! Protect the Senzu Beans of Hope,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_237.png,banners/en/event/eve_banner/quest_list_banner_237.png,banners/en/event/eve_banner/quest_event_banner_237.png,banners/en/event/eve_listbutton/myp_banner_event_237.png,1,100,103056.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
238,Area::EventArea,4,1,,Deadly Struggle! Menacing Army,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_238.png,banners/en/event/eve_banner/quest_list_banner_238.png,banners/en/event/eve_banner/quest_event_banner_238.png,banners/en/event/eve_listbutton/myp_banner_event_238.png,1,100,103083.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
239,Area::EventArea,2,1,,Dabura's All-Out Effort in Heaven,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_239.png,banners/en/event/eve_banner/quest_list_banner_239.png,banners/en/event/eve_banner/quest_event_banner_239.png,banners/en/event/eve_listbutton/myp_banner_event_239.png,1,1900,103156.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
241,Area::EventArea,4,1,,Stay Alive! Fight for Survival,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_241.png,banners/en/event/eve_banner/quest_list_banner_241.png,banners/en/event/eve_banner/quest_event_banner_241.png,banners/en/event/eve_listbutton/myp_banner_event_241.png,1,100,103308.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
242,Area::EventArea,2,1,,Super Dragon Ball Heroes: Universal Conflict Saga,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_242.png,banners/en/event/eve_banner/quest_list_banner_242.png,banners/en/event/eve_banner/quest_event_banner_242.png,banners/en/event/eve_listbutton/myp_banner_event_242.png,1,100,103199.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
243,Area::EventArea,4,1,,Awaken! The Up-and-Coming Martial Artist,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_243.png,banners/en/event/eve_banner/quest_list_banner_243.png,banners/en/event/eve_banner/quest_event_banner_243.png,banners/en/event/eve_listbutton/myp_banner_event_243.png,1,100,103257.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
244,Area::EventArea,2,1,,Dragon Ball Opening Medley,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_244.png,banners/en/event/eve_banner/quest_list_banner_244.png,banners/en/event/eve_banner/quest_event_banner_244.png,banners/en/event/eve_listbutton/myp_banner_event_244.png,1,100,103565.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
245,Area::EventArea,6,1,,Big Bucks Hercule Challenge,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_116_1.png,banners/en/event/eve_banner/quest_list_banner_116.png,banners/en/event/eve_banner/quest_event_banner_116.png,banners/en/event/eve_listbutton/myp_banner_event_116.png,1,100,103386.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
247,Area::EventArea,2,1,,"Learn with Goku! 
Intensive Offense and Defense Training",,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_247.png,banners/en/event/eve_banner/quest_list_banner_247.png,banners/en/event/eve_banner/quest_event_banner_247.png,banners/en/event/eve_listbutton/myp_banner_event_247.png,1,100,103542.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
248,Area::EventArea,4,1,,"Pilaf's Pure Tenacity?! 
Come Forth, Ultimate Shenron!",,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_248.png,banners/en/event/eve_banner/quest_list_banner_248.png,banners/en/event/eve_banner/quest_event_banner_248.png,banners/en/event/eve_listbutton/myp_banner_event_248.png,1,100,103543.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
249,Area::EventArea,4,1,,Master It! The Dream Technique!,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_249.png,banners/en/event/eve_banner/quest_list_banner_249.png,banners/en/event/eve_banner/quest_event_banner_249.png,banners/en/event/eve_listbutton/myp_banner_event_249.png,1,100,103560.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
251,Area::EventArea,2,1,,Brief Breather! Fighters Rejuvenated,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_251.png,banners/en/event/eve_banner/quest_list_banner_251.png,banners/en/event/eve_banner/quest_event_banner_251.png,banners/en/event/eve_listbutton/myp_banner_event_251.png,1,100,103383.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
252,Area::EventArea,4,1,,"In Search of Greater Power! 
God-Level Intensive Training",,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_199.png,banners/en/event/eve_banner/quest_list_banner_199.png,banners/en/event/eve_banner/quest_event_banner_199.png,banners/en/event/eve_listbutton/myp_banner_event_199.png,1,2000,103361.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
