id,ai_type,action_type,weight,hp_rate_begin,hp_rate_end,min_interval,max_number,atk_rate_1,atk_rate_2,max_num_per_turn,recover_hp_rate,next_ai_type,ai_param,ai_param2,attack_order,created_at,updated_at
225,5001,0,19,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
226,5001,1,62,0.0,100.0,0,999,100,100,6,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
227,5001,2,19,0.0,100.0,6,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
228,5002,4,100,0.0,100.0,0,999,100,100,1,60,5003.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
229,5003,0,17,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
230,5003,1,64,0.0,100.0,0,999,100,100,7,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
231,5003,2,19,0.0,100.0,7,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
232,64,0,13,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
233,64,1,71,0.0,100.0,0,999,100,100,8,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
234,64,2,16,0.0,100.0,8,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
235,65,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
236,65,1,77,0.0,100.0,0,999,100,100,10,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
237,65,2,13,0.0,100.0,10,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
238,66,1,3,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
239,66,2,1,0.0,100.0,4,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
240,66,4,96,0.0,100.0,0,999,100,100,2,20,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
241,50001,1,80,0.0,100.0,0,999,100,100,6,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
242,50001,2,20,0.0,100.0,2,999,100,100,2,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
243,50002,0,20,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
244,50002,1,20,0.0,100.0,0,999,100,100,6,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
245,50002,2,30,0.0,100.0,3,999,100,100,2,0,,406.0,4441.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
246,50002,2,30,0.0,100.0,3,999,100,100,2,0,,275.0,4443.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
247,50003,1,70,0.0,100.0,0,999,100,100,7,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
248,50003,2,30,0.0,100.0,2,999,100,100,2,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
249,50004,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
250,50004,1,50,0.0,100.0,0,999,100,100,8,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
251,50004,2,20,0.0,100.0,8,999,100,100,2,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
252,50004,4,20,0.0,100.0,0,999,100,100,1,5,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
253,67,1,23,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
254,67,2,12,0.0,100.0,2,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
255,67,4,65,0.0,85.0,0,999,100,100,1,50,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
256,68,0,7,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
257,68,1,24,0.0,100.0,0,999,100,100,7,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
258,68,2,19,0.0,100.0,7,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
259,68,4,50,0.0,80.0,0,999,100,100,1,25,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
260,69,0,11,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
261,69,1,26,0.0,100.0,0,999,100,100,4,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
262,69,2,13,0.0,100.0,5,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
263,69,4,50,0.0,90.0,0,999,100,100,1,15,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
264,70,0,16,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
265,70,1,21,0.0,100.0,0,999,100,100,5,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
266,70,2,13,0.0,100.0,5,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
267,70,4,50,0.0,90.0,0,999,100,100,1,13,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
268,71,0,14,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
269,71,1,23,0.0,100.0,0,999,100,100,7,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
270,71,2,13,0.0,100.0,7,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
271,71,4,50,0.0,85.0,0,999,100,100,1,12,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
272,72,0,19,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
273,72,1,27,0.0,100.0,0,999,100,100,5,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
274,72,2,14,0.0,100.0,5,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
275,72,3,40,0.0,100.0,0,999,100,45,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
276,73,0,13,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
277,73,1,60,0.0,100.0,0,999,100,100,7,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
278,73,2,27,0.0,100.0,3,999,100,100,2,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
279,6000,1,100,0.0,100.0,0,999,100,100,6,0,6001.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
280,6001,1,100,0.0,100.0,0,999,100,100,6,0,6002.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
281,6002,5,100,0.0,100.0,0,999,100,100,2,0,6003.0,1.0,3.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
282,6003,1,100,0.0,100.0,0,999,100,100,6,0,6004.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
283,6004,1,100,0.0,100.0,0,999,100,100,6,0,6005.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
284,6005,2,100,0.0,100.0,0,999,100,100,1,0,6006.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
285,6006,1,100,0.0,100.0,0,999,100,100,6,0,6007.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
286,6007,1,100,0.0,100.0,0,999,100,100,6,0,6008.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
287,6008,5,100,0.0,100.0,0,999,100,100,2,0,6009.0,1.0,2.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
288,6009,0,100,0.0,100.0,0,999,100,100,1,0,6010.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
289,6010,5,100,0.0,100.0,0,999,100,100,1,0,6011.0,1.0,1.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
290,6011,1,100,0.0,100.0,0,999,100,100,6,0,6012.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
291,6012,1,100,0.0,100.0,0,999,100,100,6,0,6013.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
292,6013,1,100,0.0,100.0,0,999,100,100,6,0,6014.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
293,6014,1,100,0.0,100.0,0,999,100,100,6,0,6015.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
294,6015,1,100,0.0,100.0,0,999,100,100,6,0,6016.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
295,6016,1,100,0.0,100.0,0,999,100,100,6,0,6017.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
296,6017,2,100,0.0,100.0,0,999,100,100,1,0,6000.0,1720.0,5052.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
297,7000,1,100,0.0,100.0,0,999,100,100,7,0,7001.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
298,7001,5,100,0.0,100.0,0,999,100,100,2,0,7002.0,1.0,3.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
299,7002,1,100,0.0,100.0,0,999,100,100,7,0,7003.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
300,7003,1,100,0.0,100.0,0,999,100,100,7,0,7004.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
301,7004,1,100,0.0,100.0,0,999,100,100,7,0,7005.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
302,7005,1,100,0.0,100.0,0,999,100,100,7,0,7006.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
303,7006,1,100,0.0,100.0,0,999,100,100,7,0,7007.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
304,7007,1,100,0.0,100.0,0,999,100,100,7,0,7008.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
305,7008,5,100,0.0,100.0,0,999,100,100,2,0,7009.0,1.0,2.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
306,7009,1,100,0.0,100.0,0,999,100,100,7,0,7010.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
307,7010,1,100,0.0,100.0,0,999,100,100,7,0,7011.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
308,7011,1,100,0.0,100.0,0,999,100,100,7,0,7012.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
309,7012,5,100,0.0,100.0,0,999,100,100,1,0,7013.0,1.0,1.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
310,7013,1,100,0.0,100.0,0,999,100,100,7,0,7014.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
311,7014,1,100,0.0,100.0,0,999,100,100,7,0,7015.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
312,7015,1,100,0.0,100.0,0,999,100,100,7,0,7016.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
313,7016,1,100,0.0,100.0,0,999,100,100,7,0,7017.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
314,7017,2,100,0.0,100.0,0,999,100,100,1,0,7000.0,1753.0,5121.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
315,74,0,14,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
316,74,1,50,0.0,100.0,0,999,100,100,6,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
317,74,2,24,0.0,100.0,3,999,100,100,1,0,,1755.0,5126.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
318,74,2,12,0.0,100.0,3,999,100,100,2,0,,1756.0,5127.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
319,75,0,14,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
320,75,1,27,0.0,100.0,0,999,100,100,7,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
321,75,2,24,0.0,100.0,5,999,100,100,2,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
323,75,4,35,0.0,90.0,0,999,100,100,1,11,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
324,76,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
325,76,1,76,0.0,100.0,0,999,100,100,9,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
326,76,2,14,0.0,100.0,9,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
327,77,0,8,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
328,77,1,78,0.0,100.0,0,999,100,100,10,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
329,77,2,14,0.0,100.0,10,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
330,78,0,7,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
331,78,1,74,0.0,100.0,0,999,100,100,7,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
332,78,2,19,0.0,100.0,5,999,100,100,2,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
333,79,0,9,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
334,79,1,73,0.0,100.0,0,999,100,100,8,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
335,79,2,18,0.0,100.0,5,999,100,100,2,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
336,80,0,5,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
337,80,1,95,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
338,50005,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
339,50005,1,60,0.0,100.0,0,999,100,100,5,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
340,50005,2,30,0.0,100.0,4,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
341,50006,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
342,50006,1,50,0.0,100.0,0,999,100,100,8,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
343,50006,2,20,0.0,100.0,7,999,100,100,2,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
344,50006,4,20,0.0,100.0,0,999,100,100,1,20,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
345,81,0,18,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
346,81,1,16,0.0,100.0,0,999,100,100,6,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
347,81,2,16,0.0,100.0,6,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
348,81,4,50,0.0,85.0,0,999,100,100,1,15,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
349,82,0,16,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
350,82,1,17,0.0,100.0,0,999,100,100,7,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
351,82,2,17,0.0,100.0,7,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
352,82,4,50,0.0,85.0,0,999,100,100,1,13,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
353,50007,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
354,50007,1,60,0.0,100.0,0,999,100,100,9,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
355,50007,2,30,0.0,100.0,3,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
356,50008,1,80,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
357,50008,2,20,0.0,100.0,2,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
358,50009,0,40,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
359,50009,1,40,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
360,50009,2,20,0.0,100.0,2,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
361,50010,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
362,50010,1,50,0.0,100.0,0,999,100,100,8,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
363,50010,2,20,0.0,100.0,7,999,100,100,2,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
364,50010,4,20,0.0,100.0,0,999,100,100,1,4,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
365,83,0,14,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
366,83,1,19,0.0,100.0,0,999,100,100,7,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
367,83,2,17,0.0,100.0,7,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
368,83,4,50,0.0,85.0,0,999,100,100,1,14,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
369,84,0,15,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
370,84,1,19,0.0,100.0,0,999,100,100,8,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
371,84,2,16,0.0,100.0,8,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
372,84,4,50,0.0,85.0,0,999,100,100,1,13,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
373,85,1,21,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
374,85,2,19,0.0,100.0,2,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
375,85,4,60,0.0,90.0,0,999,100,100,1,40,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
376,86,0,14,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
377,86,1,26,0.0,100.0,0,999,100,100,5,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
378,86,2,15,0.0,100.0,5,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
379,86,4,45,0.0,85.0,6,999,100,100,1,5,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
380,87,0,16,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
381,87,1,44,0.0,100.0,0,999,100,100,6,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
382,87,2,15,0.0,100.0,6,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
383,87,4,25,0.0,50.0,7,999,100,100,1,5,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
384,88,0,11,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
385,88,1,22,0.0,100.0,0,999,100,100,7,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
386,88,2,17,0.0,100.0,7,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
387,88,4,40,0.0,80.0,8,999,100,100,1,4,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
388,9000,1,100,0.0,100.0,0,999,100,100,6,0,9001.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
389,9001,1,100,0.0,100.0,0,999,100,100,6,0,9002.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
390,9002,1,100,0.0,100.0,0,999,100,100,6,0,9003.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
391,9003,5,100,0.0,100.0,0,999,100,100,2,0,9004.0,1.0,3.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
392,9004,1,100,0.0,100.0,0,999,100,100,6,0,9005.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
393,9005,1,100,0.0,100.0,0,999,100,100,6,0,9006.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
394,9006,2,100,0.0,100.0,0,999,100,100,1,0,9007.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
395,9007,1,100,0.0,100.0,0,999,100,100,6,0,9008.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
396,9008,5,100,0.0,100.0,0,999,100,100,2,0,9009.0,1.0,2.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
397,9009,0,100,0.0,100.0,0,999,100,100,1,0,9010.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
398,9010,1,100,0.0,100.0,0,999,100,100,6,0,9011.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
399,9011,1,100,0.0,100.0,0,999,100,100,6,0,9012.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
400,9012,1,100,0.0,100.0,0,999,100,100,6,0,9013.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
401,9013,5,100,0.0,100.0,0,999,100,100,1,0,9014.0,1.0,1.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
402,9014,1,100,0.0,100.0,0,999,100,100,6,0,9015.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
403,9015,1,100,0.0,100.0,0,999,100,100,6,0,9016.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
404,9016,1,100,0.0,100.0,0,999,100,100,6,0,9017.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
405,9017,2,100,0.0,100.0,0,999,100,100,1,0,9000.0,2132.0,6061.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
406,89,2,100,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
407,90,0,7,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
408,90,1,75,0.0,100.0,0,999,100,100,7,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
409,90,2,18,0.0,100.0,7,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
410,91,0,14,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
411,91,1,56,0.0,100.0,0,999,100,100,8,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
412,91,2,14,0.0,100.0,8,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
413,91,3,16,0.0,100.0,0,999,100,50,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
414,50020,5,100,0.0,100.0,0,999,100,100,1,0,50021.0,1.0,3.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
415,50021,5,100,0.0,100.0,0,999,100,100,1,0,50022.0,1.0,2.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
416,50022,5,100,0.0,100.0,0,999,100,100,1,0,50023.0,1.0,1.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
417,50023,2,100,0.0,100.0,0,999,100,100,1,0,50024.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
418,50024,5,100,0.0,100.0,0,999,100,100,1,0,50025.0,1.0,2.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
419,50025,5,100,0.0,100.0,0,999,100,100,1,0,50026.0,1.0,1.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
420,50026,2,100,0.0,100.0,0,999,100,100,1,0,50027.0,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
421,50027,5,100,0.0,100.0,0,999,100,100,1,0,50028.0,1.0,1.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
422,50028,2,100,0.0,100.0,0,999,100,100,5,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
424,92,0,15,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
425,92,1,58,0.0,100.0,0,999,100,100,5,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
426,92,2,16,0.0,100.0,5,999,100,100,1,0,,2292.0,6395.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
427,92,2,11,0.0,100.0,5,999,100,100,1,0,,2293.0,6397.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
428,93,0,15,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
429,93,1,38,0.0,100.0,0,999,100,100,8,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
430,93,2,11,0.0,100.0,5,999,100,100,2,0,,2294.0,6399.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
431,93,2,11,0.0,100.0,5,999,100,100,2,0,,2295.0,6401.0,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
432,93,4,25,0.0,90.0,0,999,100,100,1,4,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
433,50030,0,5,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
434,50030,1,45,0.0,100.0,0,999,100,100,5,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
435,50030,2,25,0.0,100.0,4,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
436,50030,4,25,0.0,100.0,2,999,100,100,1,15,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
437,50031,2,100,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
442,50050,1,50,0.0,100.0,0,999,100,100,7,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
443,50050,2,30,0.0,100.0,4,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
444,50050,4,20,0.0,100.0,3,999,100,100,1,10,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
445,50051,1,50,0.0,100.0,0,999,100,100,6,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
446,50051,2,50,0.0,100.0,5,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
447,94,1,3,0.0,100.0,0,999,100,100,5,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
448,94,2,1,0.0,100.0,6,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
449,94,4,96,0.0,100.0,0,999,100,100,1,15,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
450,95,1,3,0.0,100.0,0,999,100,100,6,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
451,95,2,1,0.0,100.0,7,999,100,100,1,0,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
452,95,4,96,0.0,100.0,0,999,100,100,1,18,,,,-1,2024-05-20 01:32:57,2024-05-20 01:32:57
