id,name,description,max_exec_count,priority,support_film_id,cost,unlock_quantity,script_name,lite_flicker_rate,open_at,close_at,created_at,updated_at
400053,トランクスとマイの再会,"バトル開始から2ターンの間、
チームに「時空を超えし者」カテゴリの
味方が2体以上いるとき
味方全員の気力+1、ATKとDEF15%UP(1回のみ)",1,0,4,120,1,sm40005,30,2023-09-22 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
400054,トランクスとマイの再会,"バトル開始から2ターンの間、
チームに「時空を超えし者」カテゴリの
味方が2体以上いるとき
味方全員の気力+1、ATKとDEF15%UPし、
更に「時空を超えし者」カテゴリの
味方全員のATKとDEF5%UP(1回のみ)",1,0,4,120,1,sm40005,30,2023-09-22 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
400055,トランクスとマイの再会,"バトル開始から3ターンの間、
チームに「時空を超えし者」カテゴリの
味方が2体以上いるとき
味方全員の気力+1、ATKとDEF15%UPし、
更に「時空を超えし者」カテゴリの
味方全員のATKとDEF5%UP(1回のみ)",1,0,4,120,1,sm40005,30,2023-09-22 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500012,飛ばせハイヤードラゴン！,"HP70%以下のとき、1ターンの間、
味方全員のATKとDEF15%UP(1回のみ)",1,0,5,70,1,sm50001,30,2023-04-20 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500013,飛ばせハイヤードラゴン！,"HP70%以下のとき、自身のHPが15%回復し、
1ターンの間、味方全員のATKとDEF15%UP(1回のみ)",1,0,5,70,1,sm50001,30,2023-04-20 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500032,カカロット,"バトル中「劇場版HERO」カテゴリの
味方全員のATKとDEF15%UPし、
バトル開始から7ターンの間、
チームの名称に「孫悟空」を含むキャラ
(ギニュー、Jr.等を除く)の気力+2(1回のみ)",1,0,5,200,1,sm50003,30,2024-02-26 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500033,カカロット,"バトル中「劇場版HERO」カテゴリの
味方全員の気力+1、ATKとDEF20%UPし、
バトル開始から7ターンの間、
チームの名称に「孫悟空」を含むキャラ
(ギニュー、Jr.等を除く)の気力+2(1回のみ)",1,0,5,200,1,sm50003,30,2024-02-26 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500042,神次元への好奇心,"バトル開始から2ターンの間、
「神次元」カテゴリの
味方全員のATKとDEF10%UPし、
「神次元」カテゴリまたは
「劇場版BOSS」カテゴリの敵がいる場合、
2ターンの間、味方全員の気力+2(1回のみ)",1,0,5,120,1,sm50004,30,2024-01-29 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500043,神次元への好奇心,"バトル開始から2ターンの間、
「神次元」カテゴリの
味方全員のATKとDEF15%UPし、
「神次元」カテゴリまたは
「劇場版BOSS」カテゴリの敵がいる場合、
2ターンの間、味方全員の気力+2(1回のみ)",1,0,5,120,1,sm50004,30,2024-01-29 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500044,神次元への好奇心,"バトル開始から2ターンの間、
「神次元」カテゴリの
味方全員のATKとDEF20%UPし、
「神次元」カテゴリまたは
「劇場版BOSS」カテゴリの敵がいる場合、
2ターンの間、味方全員の気力+2(1回のみ)",1,0,5,120,1,sm50004,30,2024-01-29 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500045,神次元への好奇心,"バトル開始から3ターンの間、
「神次元」カテゴリの
味方全員のATKとDEF25%UPし、
「神次元」カテゴリまたは
「劇場版BOSS」カテゴリの敵がいる場合、
3ターンの間、味方全員の気力+2(1回のみ)",1,0,5,120,1,sm50004,30,2024-01-29 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500052,あの世からの一撃,"バトル開始から5ターン目に、
2ターンの間、味方全員のATKとDEF15%UPし、
バトル開始から5ターン目以降に、
「劇場版BOSS」または「宇宙をわたる戦士」
カテゴリの敵がいるとき、
1ターンの間、超系の味方全員のATK10%UP
(1回のみ)",1,0,5,120,1,sm50005,50,2024-05-14 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500053,あの世からの一撃,"バトル開始から5ターン目に、
2ターンの間、味方全員のATKとDEF15%UPし、
バトル開始から5ターン目以降に、
「劇場版BOSS」または「宇宙をわたる戦士」
カテゴリの敵がいるとき、
2ターンの間、超系の味方全員のATKとDEF10%UP
(1回のみ)",1,0,5,120,1,sm50005,50,2024-05-14 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500054,あの世からの一撃,"バトル開始から5ターン目に、
2ターンの間、味方全員のATKとDEF15%UPし、
バトル開始から5ターン目以降に、
「劇場版BOSS」または「宇宙をわたる戦士」
カテゴリの敵がいるとき、
2ターンの間、超系の味方全員のATKとDEF10%UP、
1ターンの間、「あの世の戦士」カテゴリの
味方全員のATK5%UP(1回のみ)",1,0,5,120,1,sm50005,50,2024-05-14 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500055,あの世からの一撃,"バトル開始から5ターン目に、
3ターンの間、味方全員のATKとDEF15%UPし、
バトル開始から5ターン目以降に、
「劇場版BOSS」または「宇宙をわたる戦士」
カテゴリの敵がいるとき、
2ターンの間、超系の味方全員のATKとDEF10%UP、
1ターンの間、「あの世の戦士」カテゴリの
味方全員のATK10%UP(1回のみ)",1,0,5,120,1,sm50005,50,2024-05-14 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500072,残酷な挑発,"バトル開始から2ターンの間、
「恐怖の征服」または「最凶の一族」カテゴリの
味方全員の気力+1、ATKとDEF15%UP(1回のみ)",1,0,5,120,1,sm50007,50,2023-11-10 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500073,残酷な挑発,"バトル開始から2ターンの間、
「恐怖の征服」または「最凶の一族」カテゴリの
味方全員の気力+2、ATKとDEF15%UP(1回のみ)",1,0,5,120,1,sm50007,50,2023-11-10 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500074,残酷な挑発,"バトル開始から2ターンの間、
「恐怖の征服」または「最凶の一族」カテゴリの
味方全員の気力+2、ATKとDEF20%UP(1回のみ)",1,0,5,120,1,sm50007,50,2023-11-10 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
500075,残酷な挑発,"バトル開始から3ターンの間、
「恐怖の征服」または「最凶の一族」カテゴリの
味方全員の気力+2、ATKとDEF20%UP(1回のみ)",1,0,5,120,1,sm50007,50,2023-11-10 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
