id,lv,exp_type,exp_total,created_at,updated_at
398,98,3,2822710,2017-11-14 01:42:50,2017-11-14 01:42:50
399,99,3,2910455,2017-11-14 01:42:50,2017-11-14 01:42:50
400,100,3,3000000,2017-11-14 01:42:50,2017-11-14 01:42:50
401,1,4,0,2017-11-14 01:42:50,2017-11-14 01:42:50
402,2,4,12,2017-11-14 01:42:50,2017-11-14 01:42:50
403,3,4,109,2017-11-14 01:42:50,2017-11-14 01:42:50
404,4,4,280,2017-11-14 01:42:50,2017-11-14 01:42:50
405,5,4,499,2017-11-14 01:42:50,2017-11-14 01:42:50
406,6,4,803,2017-11-14 01:42:50,2017-11-14 01:42:50
407,7,4,1242,2017-11-14 01:42:50,2017-11-14 01:42:50
408,8,4,1839,2017-11-14 01:42:50,2017-11-14 01:42:50
409,9,4,2619,2017-11-14 01:42:50,2017-11-14 01:42:50
410,10,4,3605,2017-11-14 01:42:50,2017-11-14 01:42:50
411,11,4,4823,2017-11-14 01:42:50,2017-11-14 01:42:50
412,12,4,6297,2017-11-14 01:42:50,2017-11-14 01:42:50
413,13,4,8052,2017-11-14 01:42:50,2017-11-14 01:42:50
414,14,4,10110,2017-11-14 01:42:50,2017-11-14 01:42:50
415,15,4,12498,2017-11-14 01:42:50,2017-11-14 01:42:50
416,16,4,15239,2017-11-14 01:42:50,2017-11-14 01:42:50
417,17,4,18357,2017-11-14 01:42:50,2017-11-14 01:42:50
418,18,4,21878,2017-11-14 01:42:50,2017-11-14 01:42:50
419,19,4,25825,2017-11-14 01:42:50,2017-11-14 01:42:50
420,20,4,30222,2017-11-14 01:42:50,2017-11-14 01:42:50
421,21,4,35095,2017-11-14 01:42:50,2017-11-14 01:42:50
422,22,4,40467,2017-11-14 01:42:50,2017-11-14 01:42:50
423,23,4,46363,2017-11-14 01:42:50,2017-11-14 01:42:50
424,24,4,52807,2017-11-14 01:42:50,2017-11-14 01:42:50
425,25,4,59824,2017-11-14 01:42:50,2017-11-14 01:42:50
426,26,4,67437,2017-11-14 01:42:50,2017-11-14 01:42:50
427,27,4,75672,2017-11-14 01:42:50,2017-11-14 01:42:50
428,28,4,84553,2017-11-14 01:42:50,2017-11-14 01:42:50
429,29,4,94103,2017-11-14 01:42:50,2017-11-14 01:42:50
430,30,4,104348,2017-11-14 01:42:50,2017-11-14 01:42:50
431,31,4,115312,2017-11-14 01:42:50,2017-11-14 01:42:50
432,32,4,127018,2017-11-14 01:42:50,2017-11-14 01:42:50
433,33,4,139492,2017-11-14 01:42:50,2017-11-14 01:42:50
434,34,4,152758,2017-11-14 01:42:50,2017-11-14 01:42:50
435,35,4,166840,2017-11-14 01:42:50,2017-11-14 01:42:50
436,36,4,181763,2017-11-14 01:42:50,2017-11-14 01:42:50
437,37,4,197550,2017-11-14 01:42:50,2017-11-14 01:42:50
438,38,4,214227,2017-11-14 01:42:50,2017-11-14 01:42:50
439,39,4,231818,2017-11-14 01:42:50,2017-11-14 01:42:50
440,40,4,250346,2017-11-14 01:42:50,2017-11-14 01:42:50
441,41,4,269837,2017-11-14 01:42:50,2017-11-14 01:42:50
442,42,4,290314,2017-11-14 01:42:50,2017-11-14 01:42:50
443,43,4,311803,2017-11-14 01:42:50,2017-11-14 01:42:50
444,44,4,334327,2017-11-14 01:42:50,2017-11-14 01:42:50
445,45,4,357910,2017-11-14 01:42:50,2017-11-14 01:42:50
446,46,4,382578,2017-11-14 01:42:50,2017-11-14 01:42:50
447,47,4,408355,2017-11-14 01:42:50,2017-11-14 01:42:50
448,48,4,435264,2017-11-14 01:42:50,2017-11-14 01:42:50
449,49,4,463331,2017-11-14 01:42:50,2017-11-14 01:42:50
450,50,4,492579,2017-11-14 01:42:50,2017-11-14 01:42:50
451,51,4,523034,2017-11-14 01:42:50,2017-11-14 01:42:50
452,52,4,554718,2017-11-14 01:42:50,2017-11-14 01:42:50
453,53,4,587658,2017-11-14 01:42:50,2017-11-14 01:42:50
454,54,4,621876,2017-11-14 01:42:50,2017-11-14 01:42:50
455,55,4,657398,2017-11-14 01:42:50,2017-11-14 01:42:50
456,56,4,694248,2017-11-14 01:42:50,2017-11-14 01:42:50
457,57,4,732449,2017-11-14 01:42:50,2017-11-14 01:42:50
458,58,4,772028,2017-11-14 01:42:50,2017-11-14 01:42:50
459,59,4,813007,2017-11-14 01:42:51,2017-11-14 01:42:51
460,60,4,855412,2017-11-14 01:42:51,2017-11-14 01:42:51
461,61,4,899266,2017-11-14 01:42:51,2017-11-14 01:42:51
462,62,4,944594,2017-11-14 01:42:51,2017-11-14 01:42:51
463,63,4,991421,2017-11-14 01:42:51,2017-11-14 01:42:51
464,64,4,1039770,2017-11-14 01:42:51,2017-11-14 01:42:51
465,65,4,1089666,2017-11-14 01:42:51,2017-11-14 01:42:51
466,66,4,1141134,2017-11-14 01:42:51,2017-11-14 01:42:51
467,67,4,1194197,2017-11-14 01:42:51,2017-11-14 01:42:51
468,68,4,1248881,2017-11-14 01:42:51,2017-11-14 01:42:51
469,69,4,1305209,2017-11-14 01:42:51,2017-11-14 01:42:51
470,70,4,1363206,2017-11-14 01:42:51,2017-11-14 01:42:51
471,71,4,1422897,2017-11-14 01:42:51,2017-11-14 01:42:51
472,72,4,1484305,2017-11-14 01:42:51,2017-11-14 01:42:51
473,73,4,1547455,2017-11-14 01:42:51,2017-11-14 01:42:51
474,74,4,1612371,2017-11-14 01:42:51,2017-11-14 01:42:51
475,75,4,1679078,2017-11-14 01:42:51,2017-11-14 01:42:51
476,76,4,1747600,2017-11-14 01:42:51,2017-11-14 01:42:51
477,77,4,1817962,2017-11-14 01:42:51,2017-11-14 01:42:51
478,78,4,1890187,2017-11-14 01:42:51,2017-11-14 01:42:51
479,79,4,1964301,2017-11-14 01:42:51,2017-11-14 01:42:51
480,80,4,2040327,2017-11-14 01:42:51,2017-11-14 01:42:51
481,81,4,2118290,2017-11-14 01:42:51,2017-11-14 01:42:51
482,82,4,2198214,2017-11-14 01:42:51,2017-11-14 01:42:51
483,83,4,2280124,2017-11-14 01:42:51,2017-11-14 01:42:51
484,84,4,2364044,2017-11-14 01:42:51,2017-11-14 01:42:51
485,85,4,2449998,2017-11-14 01:42:51,2017-11-14 01:42:51
486,86,4,2538011,2017-11-14 01:42:51,2017-11-14 01:42:51
487,87,4,2628107,2017-11-14 01:42:51,2017-11-14 01:42:51
488,88,4,2720310,2017-11-14 01:42:51,2017-11-14 01:42:51
489,89,4,2814646,2017-11-14 01:42:51,2017-11-14 01:42:51
490,90,4,2911137,2017-11-14 01:42:51,2017-11-14 01:42:51
491,91,4,3009809,2017-11-14 01:42:51,2017-11-14 01:42:51
492,92,4,3110686,2017-11-14 01:42:51,2017-11-14 01:42:51
493,93,4,3213792,2017-11-14 01:42:51,2017-11-14 01:42:51
494,94,4,3319151,2017-11-14 01:42:51,2017-11-14 01:42:51
495,95,4,3426789,2017-11-14 01:42:51,2017-11-14 01:42:51
496,96,4,3536729,2017-11-14 01:42:51,2017-11-14 01:42:51
497,97,4,3648996,2017-11-14 01:42:51,2017-11-14 01:42:51
498,98,4,3763613,2017-11-14 01:42:51,2017-11-14 01:42:51
499,99,4,3880607,2017-11-14 01:42:51,2017-11-14 01:42:51
500,100,4,4000000,2017-11-14 01:42:51,2017-11-14 01:42:51
501,1,5,0,2017-11-14 01:42:51,2017-11-14 01:42:51
502,2,5,15,2017-11-14 01:42:51,2017-11-14 01:42:51
503,3,5,137,2017-11-14 01:42:51,2017-11-14 01:42:51
504,4,5,350,2017-11-14 01:42:51,2017-11-14 01:42:51
505,5,5,624,2017-11-14 01:42:51,2017-11-14 01:42:51
506,6,5,1004,2017-11-14 01:42:51,2017-11-14 01:42:51
507,7,5,1553,2017-11-14 01:42:51,2017-11-14 01:42:51
508,8,5,2299,2017-11-14 01:42:51,2017-11-14 01:42:51
509,9,5,3273,2017-11-14 01:42:51,2017-11-14 01:42:51
510,10,5,4507,2017-11-14 01:42:51,2017-11-14 01:42:51
511,11,5,6029,2017-11-14 01:42:51,2017-11-14 01:42:51
512,12,5,7872,2017-11-14 01:42:51,2017-11-14 01:42:51
513,13,5,10065,2017-11-14 01:42:51,2017-11-14 01:42:51
514,14,5,12638,2017-11-14 01:42:51,2017-11-14 01:42:51
515,15,5,15623,2017-11-14 01:42:51,2017-11-14 01:42:51
516,16,5,19049,2017-11-14 01:42:51,2017-11-14 01:42:51
517,17,5,22947,2017-11-14 01:42:51,2017-11-14 01:42:51
518,18,5,27347,2017-11-14 01:42:51,2017-11-14 01:42:51
519,19,5,32281,2017-11-14 01:42:51,2017-11-14 01:42:51
520,20,5,37778,2017-11-14 01:42:51,2017-11-14 01:42:51
521,21,5,43869,2017-11-14 01:42:51,2017-11-14 01:42:51
522,22,5,50584,2017-11-14 01:42:51,2017-11-14 01:42:51
523,23,5,57954,2017-11-14 01:42:51,2017-11-14 01:42:51
524,24,5,66009,2017-11-14 01:42:51,2017-11-14 01:42:51
525,25,5,74780,2017-11-14 01:42:51,2017-11-14 01:42:51
526,26,5,84297,2017-11-14 01:42:51,2017-11-14 01:42:51
527,27,5,94591,2017-11-14 01:42:51,2017-11-14 01:42:51
528,28,5,105691,2017-11-14 01:42:51,2017-11-14 01:42:51
529,29,5,117629,2017-11-14 01:42:51,2017-11-14 01:42:51
530,30,5,130435,2017-11-14 01:42:51,2017-11-14 01:42:51
531,31,5,144140,2017-11-14 01:42:51,2017-11-14 01:42:51
532,32,5,158773,2017-11-14 01:42:51,2017-11-14 01:42:51
533,33,5,174366,2017-11-14 01:42:51,2017-11-14 01:42:51
534,34,5,190948,2017-11-14 01:42:51,2017-11-14 01:42:51
535,35,5,208550,2017-11-14 01:42:51,2017-11-14 01:42:51
536,36,5,227204,2017-11-14 01:42:51,2017-11-14 01:42:51
537,37,5,246938,2017-11-14 01:42:51,2017-11-14 01:42:51
538,38,5,267784,2017-11-14 01:42:51,2017-11-14 01:42:51
539,39,5,289772,2017-11-14 01:42:51,2017-11-14 01:42:51
540,40,5,312933,2017-11-14 01:42:51,2017-11-14 01:42:51
541,41,5,337296,2017-11-14 01:42:51,2017-11-14 01:42:51
542,42,5,362893,2017-11-14 01:42:51,2017-11-14 01:42:51
543,43,5,389753,2017-11-14 01:42:51,2017-11-14 01:42:51
544,44,5,417908,2017-11-14 01:42:51,2017-11-14 01:42:51
545,45,5,447388,2017-11-14 01:42:51,2017-11-14 01:42:51
546,46,5,478223,2017-11-14 01:42:51,2017-11-14 01:42:51
547,47,5,510444,2017-11-14 01:42:51,2017-11-14 01:42:51
548,48,5,544081,2017-11-14 01:42:51,2017-11-14 01:42:51
549,49,5,579164,2017-11-14 01:42:51,2017-11-14 01:42:51
550,50,5,615724,2017-11-14 01:42:51,2017-11-14 01:42:51
551,51,5,653792,2017-11-14 01:42:51,2017-11-14 01:42:51
552,52,5,693398,2017-11-14 01:42:51,2017-11-14 01:42:51
553,53,5,734572,2017-11-14 01:42:51,2017-11-14 01:42:51
554,54,5,777345,2017-11-14 01:42:51,2017-11-14 01:42:51
555,55,5,821748,2017-11-14 01:42:51,2017-11-14 01:42:51
556,56,5,867810,2017-11-14 01:42:51,2017-11-14 01:42:51
557,57,5,915562,2017-11-14 01:42:51,2017-11-14 01:42:51
558,58,5,965035,2017-11-14 01:42:51,2017-11-14 01:42:51
559,59,5,1016259,2017-11-14 01:42:51,2017-11-14 01:42:51
560,60,5,1069265,2017-11-14 01:42:51,2017-11-14 01:42:51
561,61,5,1124082,2017-11-14 01:42:51,2017-11-14 01:42:51
562,62,5,1180743,2017-11-14 01:42:51,2017-11-14 01:42:51
563,63,5,1239276,2017-11-14 01:42:51,2017-11-14 01:42:51
564,64,5,1299712,2017-11-14 01:42:51,2017-11-14 01:42:51
565,65,5,1362083,2017-11-14 01:42:51,2017-11-14 01:42:51
566,66,5,1426417,2017-11-14 01:42:51,2017-11-14 01:42:51
567,67,5,1492747,2017-11-14 01:42:51,2017-11-14 01:42:51
568,68,5,1561101,2017-11-14 01:42:51,2017-11-14 01:42:51
569,69,5,1631512,2017-11-14 01:42:51,2017-11-14 01:42:51
570,70,5,1704008,2017-11-14 01:42:51,2017-11-14 01:42:51
571,71,5,1778621,2017-11-14 01:42:51,2017-11-14 01:42:51
572,72,5,1855381,2017-11-14 01:42:51,2017-11-14 01:42:51
573,73,5,1934319,2017-11-14 01:42:51,2017-11-14 01:42:51
574,74,5,2015464,2017-11-14 01:42:51,2017-11-14 01:42:51
575,75,5,2098848,2017-11-14 01:42:51,2017-11-14 01:42:51
576,76,5,2184501,2017-11-14 01:42:51,2017-11-14 01:42:51
577,77,5,2272453,2017-11-14 01:42:51,2017-11-14 01:42:51
578,78,5,2362734,2017-11-14 01:42:51,2017-11-14 01:42:51
579,79,5,2455376,2017-11-14 01:42:51,2017-11-14 01:42:51
580,80,5,2550409,2017-11-14 01:42:51,2017-11-14 01:42:51
581,81,5,2647863,2017-11-14 01:42:51,2017-11-14 01:42:51
582,82,5,2747768,2017-11-14 01:42:51,2017-11-14 01:42:51
583,83,5,2850155,2017-11-14 01:42:51,2017-11-14 01:42:51
584,84,5,2955055,2017-11-14 01:42:51,2017-11-14 01:42:51
585,85,5,3062498,2017-11-14 01:42:51,2017-11-14 01:42:51
586,86,5,3172514,2017-11-14 01:42:51,2017-11-14 01:42:51
587,87,5,3285134,2017-11-14 01:42:51,2017-11-14 01:42:51
588,88,5,3400388,2017-11-14 01:42:51,2017-11-14 01:42:51
589,89,5,3518307,2017-11-14 01:42:51,2017-11-14 01:42:51
590,90,5,3638921,2017-11-14 01:42:51,2017-11-14 01:42:51
591,91,5,3762261,2017-11-14 01:42:51,2017-11-14 01:42:51
592,92,5,3888357,2017-11-14 01:42:51,2017-11-14 01:42:51
593,93,5,4017240,2017-11-14 01:42:51,2017-11-14 01:42:51
594,94,5,4148939,2017-11-14 01:42:51,2017-11-14 01:42:51
595,95,5,4283486,2017-11-14 01:42:51,2017-11-14 01:42:51
596,96,5,4420911,2017-11-14 01:42:51,2017-11-14 01:42:51
597,97,5,4561245,2017-11-14 01:42:51,2017-11-14 01:42:51
598,98,5,4704517,2017-11-14 01:42:51,2017-11-14 01:42:51
599,99,5,4850758,2017-11-14 01:42:51,2017-11-14 01:42:51
600,100,5,5000000,2017-11-14 01:42:51,2017-11-14 01:42:51
601,1,10,0,2017-11-14 01:42:51,2017-11-14 01:42:51
602,2,10,1,2017-11-14 01:42:52,2017-11-14 01:42:52
603,3,10,15,2017-11-14 01:42:52,2017-11-14 01:42:52
604,4,10,40,2017-11-14 01:42:52,2017-11-14 01:42:52
605,5,10,72,2017-11-14 01:42:52,2017-11-14 01:42:52
606,6,10,116,2017-11-14 01:42:52,2017-11-14 01:42:52
607,7,10,179,2017-11-14 01:42:52,2017-11-14 01:42:52
608,8,10,265,2017-11-14 01:42:52,2017-11-14 01:42:52
609,9,10,377,2017-11-14 01:42:52,2017-11-14 01:42:52
610,10,10,520,2017-11-14 01:42:52,2017-11-14 01:42:52
611,11,10,696,2017-11-14 01:42:52,2017-11-14 01:42:52
612,12,10,908,2017-11-14 01:42:52,2017-11-14 01:42:52
613,13,10,1162,2017-11-14 01:42:52,2017-11-14 01:42:52
614,14,10,1459,2017-11-14 01:42:52,2017-11-14 01:42:52
615,15,10,1803,2017-11-14 01:42:52,2017-11-14 01:42:52
616,16,10,2199,2017-11-14 01:42:52,2017-11-14 01:42:52
617,17,10,2649,2017-11-14 01:42:52,2017-11-14 01:42:52
618,18,10,3157,2017-11-14 01:42:52,2017-11-14 01:42:52
619,19,10,3726,2017-11-14 01:42:52,2017-11-14 01:42:52
620,20,10,4361,2017-11-14 01:42:52,2017-11-14 01:42:52
621,21,10,5064,2017-11-14 01:42:52,2017-11-14 01:42:52
622,22,10,5840,2017-11-14 01:42:52,2017-11-14 01:42:52
623,23,10,6690,2017-11-14 01:42:52,2017-11-14 01:42:52
624,24,10,7620,2017-11-14 01:42:52,2017-11-14 01:42:52
625,25,10,8633,2017-11-14 01:42:52,2017-11-14 01:42:52
626,26,10,9732,2017-11-14 01:42:52,2017-11-14 01:42:52
627,27,10,10920,2017-11-14 01:42:52,2017-11-14 01:42:52
628,28,10,12202,2017-11-14 01:42:52,2017-11-14 01:42:52
629,29,10,13580,2017-11-14 01:42:52,2017-11-14 01:42:52
630,30,10,15058,2017-11-14 01:42:52,2017-11-14 01:42:52
631,31,10,16641,2017-11-14 01:42:52,2017-11-14 01:42:52
632,32,10,18330,2017-11-14 01:42:52,2017-11-14 01:42:52
633,33,10,20130,2017-11-14 01:42:52,2017-11-14 01:42:52
634,34,10,22045,2017-11-14 01:42:52,2017-11-14 01:42:52
635,35,10,24077,2017-11-14 01:42:52,2017-11-14 01:42:52
636,36,10,26230,2017-11-14 01:42:52,2017-11-14 01:42:52
637,37,10,28509,2017-11-14 01:42:52,2017-11-14 01:42:52
638,38,10,30916,2017-11-14 01:42:52,2017-11-14 01:42:52
639,39,10,33454,2017-11-14 01:42:52,2017-11-14 01:42:52
640,40,10,36128,2017-11-14 01:42:52,2017-11-14 01:42:52
641,41,10,38941,2017-11-14 01:42:52,2017-11-14 01:42:52
642,42,10,41896,2017-11-14 01:42:52,2017-11-14 01:42:52
643,43,10,44997,2017-11-14 01:42:52,2017-11-14 01:42:52
644,44,10,48248,2017-11-14 01:42:52,2017-11-14 01:42:52
645,45,10,51651,2017-11-14 01:42:52,2017-11-14 01:42:52
646,46,10,55211,2017-11-14 01:42:52,2017-11-14 01:42:52
647,47,10,58931,2017-11-14 01:42:52,2017-11-14 01:42:52
648,48,10,62814,2017-11-14 01:42:52,2017-11-14 01:42:52
649,49,10,66865,2017-11-14 01:42:52,2017-11-14 01:42:52
650,50,10,71086,2017-11-14 01:42:52,2017-11-14 01:42:52
651,51,10,75481,2017-11-14 01:42:52,2017-11-14 01:42:52
652,52,10,80053,2017-11-14 01:42:52,2017-11-14 01:42:52
653,53,10,84807,2017-11-14 01:42:52,2017-11-14 01:42:52
654,54,10,89745,2017-11-14 01:42:52,2017-11-14 01:42:52
655,55,10,94871,2017-11-14 01:42:52,2017-11-14 01:42:52
656,56,10,100189,2017-11-14 01:42:52,2017-11-14 01:42:52
657,57,10,105702,2017-11-14 01:42:52,2017-11-14 01:42:52
658,58,10,111414,2017-11-14 01:42:52,2017-11-14 01:42:52
659,59,10,117328,2017-11-14 01:42:52,2017-11-14 01:42:52
660,60,10,123447,2017-11-14 01:42:52,2017-11-14 01:42:52
661,61,10,129776,2017-11-14 01:42:52,2017-11-14 01:42:52
662,62,10,136318,2017-11-14 01:42:52,2017-11-14 01:42:52
663,63,10,143075,2017-11-14 01:42:52,2017-11-14 01:42:52
664,64,10,150053,2017-11-14 01:42:52,2017-11-14 01:42:52
665,65,10,157254,2017-11-14 01:42:52,2017-11-14 01:42:52
666,66,10,164681,2017-11-14 01:42:52,2017-11-14 01:42:52
667,67,10,172339,2017-11-14 01:42:52,2017-11-14 01:42:52
668,68,10,180231,2017-11-14 01:42:52,2017-11-14 01:42:52
669,69,10,188359,2017-11-14 01:42:52,2017-11-14 01:42:52
670,70,10,196729,2017-11-14 01:42:52,2017-11-14 01:42:52
671,71,10,205343,2017-11-14 01:42:52,2017-11-14 01:42:52
672,72,10,214205,2017-11-14 01:42:52,2017-11-14 01:42:52
673,73,10,223319,2017-11-14 01:42:52,2017-11-14 01:42:52
674,74,10,232687,2017-11-14 01:42:52,2017-11-14 01:42:52
675,75,10,242314,2017-11-14 01:42:52,2017-11-14 01:42:52
676,76,10,252203,2017-11-14 01:42:52,2017-11-14 01:42:52
677,77,10,262357,2017-11-14 01:42:52,2017-11-14 01:42:52
678,78,10,272780,2017-11-14 01:42:52,2017-11-14 01:42:52
679,79,10,283476,2017-11-14 01:42:52,2017-11-14 01:42:52
680,80,10,294447,2017-11-14 01:42:52,2017-11-14 01:42:52
681,81,10,305698,2017-11-14 01:42:52,2017-11-14 01:42:52
682,82,10,317233,2017-11-14 01:42:52,2017-11-14 01:42:52
683,83,10,329053,2017-11-14 01:42:52,2017-11-14 01:42:52
684,84,10,341164,2017-11-14 01:42:52,2017-11-14 01:42:52
685,85,10,353568,2017-11-14 01:42:52,2017-11-14 01:42:52
686,86,10,366270,2017-11-14 01:42:52,2017-11-14 01:42:52
687,87,10,379272,2017-11-14 01:42:52,2017-11-14 01:42:52
688,88,10,392578,2017-11-14 01:42:52,2017-11-14 01:42:52
689,89,10,406192,2017-11-14 01:42:52,2017-11-14 01:42:52
690,90,10,420117,2017-11-14 01:42:52,2017-11-14 01:42:52
691,91,10,434357,2017-11-14 01:42:52,2017-11-14 01:42:52
692,92,10,448915,2017-11-14 01:42:52,2017-11-14 01:42:52
693,93,10,463795,2017-11-14 01:42:52,2017-11-14 01:42:52
694,94,10,478999,2017-11-14 01:42:52,2017-11-14 01:42:52
695,95,10,494533,2017-11-14 01:42:52,2017-11-14 01:42:52
696,96,10,510399,2017-11-14 01:42:52,2017-11-14 01:42:52
697,97,10,526601,2017-11-14 01:42:52,2017-11-14 01:42:52
698,98,10,543141,2017-11-14 01:42:52,2017-11-14 01:42:52
699,99,10,560025,2017-11-14 01:42:52,2017-11-14 01:42:52
700,100,10,577255,2017-11-14 01:42:52,2017-11-14 01:42:52
701,101,10,594835,2017-11-14 01:42:52,2017-11-14 01:42:52
702,102,10,612768,2017-11-14 01:42:52,2017-11-14 01:42:52
703,103,10,631059,2017-11-14 01:42:52,2017-11-14 01:42:52
704,104,10,649709,2017-11-14 01:42:52,2017-11-14 01:42:52
705,105,10,668724,2017-11-14 01:42:52,2017-11-14 01:42:52
706,106,10,688105,2017-11-14 01:42:52,2017-11-14 01:42:52
707,107,10,707858,2017-11-14 01:42:52,2017-11-14 01:42:52
708,108,10,727985,2017-11-14 01:42:52,2017-11-14 01:42:52
709,109,10,748491,2017-11-14 01:42:52,2017-11-14 01:42:52
710,110,10,769377,2017-11-14 01:42:52,2017-11-14 01:42:52
711,111,10,790649,2017-11-14 01:42:52,2017-11-14 01:42:52
712,112,10,812309,2017-11-14 01:42:52,2017-11-14 01:42:52
713,113,10,834362,2017-11-14 01:42:52,2017-11-14 01:42:52
714,114,10,856809,2017-11-14 01:42:52,2017-11-14 01:42:52
715,115,10,879656,2017-11-14 01:42:52,2017-11-14 01:42:52
716,116,10,902906,2017-11-14 01:42:52,2017-11-14 01:42:52
717,117,10,926561,2017-11-14 01:42:52,2017-11-14 01:42:52
718,118,10,950626,2017-11-14 01:42:52,2017-11-14 01:42:52
719,119,10,975105,2017-11-14 01:42:52,2017-11-14 01:42:52
720,120,10,1000000,2017-11-14 01:42:52,2017-11-14 01:42:52
721,1,11,0,2017-11-14 01:42:52,2017-11-14 01:42:52
722,2,11,2,2017-11-14 01:42:52,2017-11-14 01:42:52
723,3,11,23,2017-11-14 01:42:52,2017-11-14 01:42:52
724,4,11,60,2017-11-14 01:42:52,2017-11-14 01:42:52
725,5,11,108,2017-11-14 01:42:52,2017-11-14 01:42:52
726,6,11,174,2017-11-14 01:42:52,2017-11-14 01:42:52
727,7,11,268,2017-11-14 01:42:52,2017-11-14 01:42:52
728,8,11,398,2017-11-14 01:42:52,2017-11-14 01:42:52
729,9,11,566,2017-11-14 01:42:52,2017-11-14 01:42:52
730,10,11,780,2017-11-14 01:42:52,2017-11-14 01:42:52
731,11,11,1044,2017-11-14 01:42:52,2017-11-14 01:42:52
732,12,11,1363,2017-11-14 01:42:52,2017-11-14 01:42:52
733,13,11,1743,2017-11-14 01:42:52,2017-11-14 01:42:52
734,14,11,2188,2017-11-14 01:42:52,2017-11-14 01:42:52
735,15,11,2705,2017-11-14 01:42:52,2017-11-14 01:42:52
736,16,11,3298,2017-11-14 01:42:52,2017-11-14 01:42:52
737,17,11,3973,2017-11-14 01:42:52,2017-11-14 01:42:52
738,18,11,4736,2017-11-14 01:42:52,2017-11-14 01:42:52
739,19,11,5590,2017-11-14 01:42:52,2017-11-14 01:42:52
740,20,11,6542,2017-11-14 01:42:52,2017-11-14 01:42:52
741,21,11,7597,2017-11-14 01:42:52,2017-11-14 01:42:52
742,22,11,8760,2017-11-14 01:42:52,2017-11-14 01:42:52
743,23,11,10036,2017-11-14 01:42:52,2017-11-14 01:42:52
744,24,11,11431,2017-11-14 01:42:52,2017-11-14 01:42:52
745,25,11,12950,2017-11-14 01:42:53,2017-11-14 01:42:53
746,26,11,14598,2017-11-14 01:42:53,2017-11-14 01:42:53
747,27,11,16380,2017-11-14 01:42:53,2017-11-14 01:42:53
748,28,11,18303,2017-11-14 01:42:53,2017-11-14 01:42:53
749,29,11,20370,2017-11-14 01:42:53,2017-11-14 01:42:53
750,30,11,22588,2017-11-14 01:42:53,2017-11-14 01:42:53
751,31,11,24961,2017-11-14 01:42:53,2017-11-14 01:42:53
752,32,11,27495,2017-11-14 01:42:53,2017-11-14 01:42:53
753,33,11,30196,2017-11-14 01:42:53,2017-11-14 01:42:53
754,34,11,33067,2017-11-14 01:42:53,2017-11-14 01:42:53
755,35,11,36116,2017-11-14 01:42:53,2017-11-14 01:42:53
756,36,11,39346,2017-11-14 01:42:53,2017-11-14 01:42:53
757,37,11,42764,2017-11-14 01:42:53,2017-11-14 01:42:53
758,38,11,46374,2017-11-14 01:42:53,2017-11-14 01:42:53
759,39,11,50181,2017-11-14 01:42:53,2017-11-14 01:42:53
760,40,11,54192,2017-11-14 01:42:53,2017-11-14 01:42:53
761,41,11,58411,2017-11-14 01:42:53,2017-11-14 01:42:53
762,42,11,62844,2017-11-14 01:42:53,2017-11-14 01:42:53
763,43,11,67496,2017-11-14 01:42:53,2017-11-14 01:42:53
764,44,11,72372,2017-11-14 01:42:53,2017-11-14 01:42:53
765,45,11,77477,2017-11-14 01:42:53,2017-11-14 01:42:53
766,46,11,82817,2017-11-14 01:42:53,2017-11-14 01:42:53
767,47,11,88397,2017-11-14 01:42:53,2017-11-14 01:42:53
768,48,11,94222,2017-11-14 01:42:53,2017-11-14 01:42:53
769,49,11,100297,2017-11-14 01:42:53,2017-11-14 01:42:53
770,50,11,106629,2017-11-14 01:42:53,2017-11-14 01:42:53
771,51,11,113221,2017-11-14 01:42:53,2017-11-14 01:42:53
772,52,11,120080,2017-11-14 01:42:53,2017-11-14 01:42:53
773,53,11,127210,2017-11-14 01:42:53,2017-11-14 01:42:53
774,54,11,134618,2017-11-14 01:42:53,2017-11-14 01:42:53
775,55,11,142307,2017-11-14 01:42:53,2017-11-14 01:42:53
776,56,11,150284,2017-11-14 01:42:53,2017-11-14 01:42:53
777,57,11,158554,2017-11-14 01:42:53,2017-11-14 01:42:53
778,58,11,167121,2017-11-14 01:42:53,2017-11-14 01:42:53
779,59,11,175992,2017-11-14 01:42:53,2017-11-14 01:42:53
780,60,11,185171,2017-11-14 01:42:53,2017-11-14 01:42:53
781,61,11,194665,2017-11-14 01:42:53,2017-11-14 01:42:53
782,62,11,204477,2017-11-14 01:42:53,2017-11-14 01:42:53
783,63,11,214613,2017-11-14 01:42:53,2017-11-14 01:42:53
784,64,11,225080,2017-11-14 01:42:53,2017-11-14 01:42:53
785,65,11,235881,2017-11-14 01:42:53,2017-11-14 01:42:53
786,66,11,247022,2017-11-14 01:42:53,2017-11-14 01:42:53
787,67,11,258509,2017-11-14 01:42:53,2017-11-14 01:42:53
788,68,11,270346,2017-11-14 01:42:53,2017-11-14 01:42:53
789,69,11,282539,2017-11-14 01:42:53,2017-11-14 01:42:53
790,70,11,295094,2017-11-14 01:42:53,2017-11-14 01:42:53
791,71,11,308015,2017-11-14 01:42:53,2017-11-14 01:42:53
792,72,11,321308,2017-11-14 01:42:53,2017-11-14 01:42:53
793,73,11,334979,2017-11-14 01:42:53,2017-11-14 01:42:53
794,74,11,349031,2017-11-14 01:42:53,2017-11-14 01:42:53
