id,type,name,image_path,dragonball_session_id,priority,created_at,updated_at
401,MissionCategory::ExtraMissionCategory,戦慄の超エリート,images/mission/mission_banner_event_401_R2.png,,401,2024-05-20 01:34:08,2024-05-20 01:34:08
404,MissionCategory::ExtraMissionCategory,殺し屋桃白白の逆襲,images/mission/mission_banner_event_404_R2.png,,404,2024-05-20 01:34:08,2024-05-20 01:34:08
405,MissionCategory::ExtraMissionCategory,百戦錬磨の達人,images/mission/mission_banner_event_405_R2.png,,405,2024-05-20 01:34:08,2024-05-20 01:34:08
406,MissionCategory::ExtraMissionCategory,禍々しき機皇帝,images/mission/mission_banner_event_406_R2.png,,406,2024-05-20 01:34:08,2024-05-20 01:34:08
408,MissionCategory::ExtraMissionCategory,最頂に君臨せし王,images/mission/mission_banner_event_408_R2.png,,408,2024-05-20 01:34:08,2024-05-20 01:34:08
409,MissionCategory::ExtraMissionCategory,暴悪の支配者,images/mission/mission_banner_event_409_R2.png,,409,2024-05-20 01:34:08,2024-05-20 01:34:08
411,MissionCategory::ExtraMissionCategory,謎の!?覆面強戦士,images/mission/mission_banner_event_411_R2.png,,411,2024-05-20 01:34:08,2024-05-20 01:34:08
412,MissionCategory::ExtraMissionCategory,西の銀河最強の戦士,images/mission/mission_banner_event_412_R2.png,,412,2024-05-20 01:34:08,2024-05-20 01:34:08
413,MissionCategory::ExtraMissionCategory,仮面の武道家,images/mission/mission_banner_event_413_R2.png,,413,2024-05-20 01:34:08,2024-05-20 01:34:08
414,MissionCategory::ExtraMissionCategory,時を越えた戦士,images/mission/mission_banner_event_414_R2.png,,414,2024-05-20 01:34:08,2024-05-20 01:34:08
415,MissionCategory::ExtraMissionCategory,心やさしき破壊兵器,images/mission/mission_banner_event_415_R2.png,,415,2024-05-20 01:34:08,2024-05-20 01:34:08
416,MissionCategory::ExtraMissionCategory,神魔混ざりしナメック戦士,images/mission/mission_banner_event_416_R2.png,,416,2024-05-20 01:34:08,2024-05-20 01:34:08
417,MissionCategory::ExtraMissionCategory,心魂の戦士,images/mission/mission_banner_event_417_R2.png,,417,2024-05-20 01:34:08,2024-05-20 01:34:08
418,MissionCategory::ExtraMissionCategory,成功?失敗?合体超戦士,images/mission/mission_banner_event_418_R2.png,,418,2024-05-20 01:34:08,2024-05-20 01:34:08
420,MissionCategory::ExtraMissionCategory,太古の宇宙海賊,images/mission/mission_banner_event_420_R2.png,,80171,2024-05-20 01:34:08,2024-05-20 01:34:08
421,MissionCategory::ExtraMissionCategory,幼き天才王子,images/mission/mission_banner_event_421_R2.png,,421,2024-05-20 01:34:08,2024-05-20 01:34:08
422,MissionCategory::ExtraMissionCategory,時空の旅人,images/mission/mission_banner_event_422_R2.png,,80129,2024-05-20 01:34:08,2024-05-20 01:34:08
509,MissionCategory::ExtraMissionCategory,超激戦？ムチャするヤムチャ,images/mission/mission_banner_event_509.png,,30509,2024-05-20 01:34:08,2024-05-20 01:34:08
535,MissionCategory::ExtraMissionCategory,【超激戦】豪炎と爆煙の幻魔人（vs ヒルデガーン）,images/mission/mission_banner_event_535_2.png,,30535,2024-05-20 01:34:08,2024-05-20 01:34:08
701,MissionCategory::ExtraMissionCategory,超激戦BOSSラッシュ,images/mission/mission_banner_event_701.png,,80045,2024-05-20 01:34:08,2024-05-20 01:34:08
706,MissionCategory::ExtraMissionCategory,【チャレンジ】ドッカン究極スピードバトル「in8周年記念ファンミーティング」,images/mission/mission_banner_event_706.png,,80084,2024-05-20 01:34:08,2024-05-20 01:34:08
707,MissionCategory::ExtraMissionCategory,【チャレンジ】ドッカン究極スピードバトル「in2024バトルアワー」,images/mission/mission_banner_event_707.png,,80156,2024-05-20 01:34:08,2024-05-20 01:34:08
708,MissionCategory::ExtraMissionCategory,ドッカン究極エキサイトバトル,images/mission/mission_banner_event_708.png,,80140,2024-05-20 01:34:08,2024-05-20 01:34:08
709,MissionCategory::ExtraMissionCategory,ドッカン究極エキサイトバトル,images/mission/mission_banner_event_709.png,,80149,2024-05-20 01:34:08,2024-05-20 01:34:08
710,MissionCategory::ExtraMissionCategory,スーパーバトルロード,images/mission/mission_banner_event_710.png,,80043,2024-05-20 01:34:08,2024-05-20 01:34:08
711,MissionCategory::ExtraMissionCategory,【チャレンジ】DOKKANと叩け！パンチマシン！,images/mission/mission_banner_event_711.png,,30711,2024-05-20 01:34:08,2024-05-20 01:34:08
712,MissionCategory::ExtraMissionCategory,熱闘悟空伝,images/mission/mission_banner_event_712.png,,80046,2024-05-20 01:34:08,2024-05-20 01:34:08
713,MissionCategory::ExtraMissionCategory,ドラゴンヒストリー,images/mission/mission_banner_event_713.png,,80041,2024-05-20 01:34:08,2024-05-20 01:34:08
714,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　人造人間/セル編,images/mission/mission_banner_event_714.png,,20714,2024-05-20 01:34:08,2024-05-20 01:34:08
715,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　絶望への反抗!!,images/mission/mission_banner_event_715.png,,20715,2024-05-20 01:34:08,2024-05-20 01:34:08
716,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　HERO絶滅計画,images/mission/mission_banner_event_716.png,,20716,2024-05-20 01:34:08,2024-05-20 01:34:08
717,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　運命に導かれた3人のサイヤ人,images/mission/mission_banner_event_717.png,,20717,2024-05-20 01:34:08,2024-05-20 01:34:08
718,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　人間0計画,images/mission/mission_banner_event_718_A2.png,,20718,2024-05-20 01:34:08,2024-05-20 01:34:08
719,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　サイヤ人編,images/mission/mission_banner_event_719.png,,20719,2024-05-20 01:34:08,2024-05-20 01:34:08
720,MissionCategory::ExtraMissionCategory,【チャレンジ】極限スーパーバトルロード,images/mission/mission_banner_event_720.png,,80044,2024-05-20 01:34:08,2024-05-20 01:34:08
721,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　宇宙最凶の一族,images/mission/mission_banner_event_721_A2.png,,80146,2024-05-20 01:34:08,2024-05-20 01:34:08
722,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　超サイヤ人だ孫悟空,images/mission/mission_banner_event_722.png,,20722,2024-05-20 01:34:08,2024-05-20 01:34:08
723,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　魔女っ子戦士,images/mission/mission_banner_event_723_1.png,,20723,2024-05-20 01:34:08,2024-05-20 01:34:08
724,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　限界を超越せし戦士,images/mission/mission_banner_event_724.png,,20724,2024-05-20 01:34:08,2024-05-20 01:34:08
725,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　魔人ブウ編,images/mission/mission_banner_event_725_A7.png,,20725,2024-05-20 01:34:08,2024-05-20 01:34:08
726,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　スペシャルキャラクター編,images/mission/mission_banner_event_726_R6.png,,20726,2024-05-20 01:34:08,2024-05-20 01:34:08
727,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　バーダックチーム編,images/mission/mission_banner_event_727_1.png,,20727,2024-05-20 01:34:08,2024-05-20 01:34:08
728,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　大宇宙の頂点,images/mission/mission_banner_event_728.png,,20728,2024-05-20 01:34:08,2024-05-20 01:34:08
729,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　第7宇宙編,images/mission/mission_banner_event_729_A.png,,20729,2024-05-20 01:34:08,2024-05-20 01:34:08
735,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　パンのひみつの冒険,images/mission/mission_banner_event_735.png,,20735,2024-05-20 01:34:08,2024-05-20 01:34:08
736,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　GT編,images/mission/mission_banner_event_736_A2.png,,80109,2024-05-20 01:34:08,2024-05-20 01:34:08
737,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　輝く愛と燃える正義,images/mission/mission_banner_event_737.png,,20737,2024-05-20 01:34:08,2024-05-20 01:34:08
738,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　ギニュー特戦隊編,images/mission/mission_banner_event_738_A.png,,80059,2024-05-20 01:34:08,2024-05-20 01:34:08
739,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　ナメック星編,images/mission/mission_banner_event_739.png,,20739,2024-05-20 01:34:08,2024-05-20 01:34:08
741,MissionCategory::ExtraMissionCategory,【チャレンジ】熱闘悟空伝 GT編,images/mission/mission_banner_event_741.png,,80047,2024-05-20 01:34:08,2024-05-20 01:34:08
742,MissionCategory::ExtraMissionCategory,【チャレンジ】激闘ベジータ伝,images/mission/mission_banner_event_742.png,,80048,2024-05-20 01:34:08,2024-05-20 01:34:08
743,MissionCategory::ExtraMissionCategory,【チャレンジ】怒りの猛進！包囲網をぶち破れ,images/mission/mission_banner_event_743.png,,30743,2024-05-20 01:34:08,2024-05-20 01:34:08
744,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　第6宇宙編,images/mission/mission_banner_event_744.png,,20744,2024-05-20 01:34:08,2024-05-20 01:34:08
745,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　未来の平和を守る者,images/mission/mission_banner_event_745.png,,20745,2024-05-20 01:34:08,2024-05-20 01:34:08
746,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　極限バトル!!三大超サイヤ人,images/mission/mission_banner_event_746.png,,20746,2024-05-20 01:34:08,2024-05-20 01:34:08
747,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　DBフュージョンズ編,images/mission/mission_banner_event_747.png,,20747,2024-05-20 01:34:08,2024-05-20 01:34:08
748,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　宿命の血統編,images/mission/mission_banner_event_748_A1.png,,20748,2024-05-20 01:34:08,2024-05-20 01:34:08
750,MissionCategory::ExtraMissionCategory,【チャレンジ】壮絶！超絶！破壊神集結,images/mission/mission_banner_event_750.png,,30750,2024-05-20 01:34:08,2024-05-20 01:34:08
751,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア オッス！帰ってきた孫悟空と仲間たち!!,images/mission/mission_banner_event_751.png,,80055,2024-05-20 01:34:08,2024-05-20 01:34:08
752,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア 誇りを賭けた覚醒,images/mission/mission_banner_event_752.png,,80056,2024-05-20 01:34:08,2024-05-20 01:34:08
753,MissionCategory::ExtraMissionCategory,"【チャレンジ】極限Zエリア　激突!!宇宙最強を賭けて
",images/mission/mission_banner_event_753.png,,20753,2024-05-20 01:34:08,2024-05-20 01:34:08
754,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　DBヒーローズ編,images/mission/mission_banner_event_754.png,,20754,2024-05-20 01:34:08,2024-05-20 01:34:08
755,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　宇宙サバイバル編,images/mission/mission_banner_event_755.png,,20755,2024-05-20 01:34:08,2024-05-20 01:34:08
756,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　忍び寄る脅威,images/mission/mission_banner_event_756.png,,80100,2024-05-20 01:34:08,2024-05-20 01:34:08
757,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　少年編,images/mission/mission_banner_event_757.png,,80106,2024-05-20 01:34:08,2024-05-20 01:34:08
758,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　奮闘する地球戦士,images/mission/mission_banner_event_758.png,,80101,2024-05-20 01:34:08,2024-05-20 01:34:08
759,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　受け継がれた力,images/mission/mission_banner_event_759.png,,80128,2024-05-20 01:34:08,2024-05-20 01:34:08
760,MissionCategory::ExtraMissionCategory,【チャレンジ】超激闘大全,images/mission/mission_banner_event_760.png,,80042,2024-05-20 01:34:08,2024-05-20 01:34:08
761,MissionCategory::ExtraMissionCategory,"【チャレンジ】目醒める恐怖！セルマックス
",images/mission/mission_banner_event_761_2.png,,80164,2024-05-20 01:34:08,2024-05-20 01:34:08
762,MissionCategory::ExtraMissionCategory,サイヤの闘志と最凶のプライド,images/mission/mission_banner_event_762_A3.png,,80066,2024-05-20 01:34:08,2024-05-20 01:34:08
763,MissionCategory::ExtraMissionCategory,【チャレンジ】新ナメック星の危機！超装甲を突破せよ,images/mission/mission_banner_event_763.png,,80070,2024-05-20 01:34:08,2024-05-20 01:34:08
764,MissionCategory::ExtraMissionCategory,【チャレンジ】最強奥義！元気玉で勝利をつかめ！,images/mission/mission_banner_event_764.png,,80086,2024-05-20 01:34:08,2024-05-20 01:34:08
765,MissionCategory::ExtraMissionCategory,【チャレンジ】願いの逆流！邪悪龍誕生,images/mission/mission_banner_event_765.png,,80087,2024-05-20 01:34:08,2024-05-20 01:34:08
766,MissionCategory::ExtraMissionCategory,【チャレンジ】9周年！Anniversary Battle,images/mission/mission_banner_event_766_2.png,,80163,2024-05-20 01:34:08,2024-05-20 01:34:08
767,MissionCategory::ExtraMissionCategory,【チャレンジ】目撃せよ！サポートメモリー強化,images/mission/mission_banner_event_767.png,,80107,2024-05-20 01:34:08,2024-05-20 01:34:08
768,MissionCategory::ExtraMissionCategory,【チャレンジ】一掃せよ！栽培マンとの戦闘訓練,images/mission/mission_banner_event_768.png,,80105,2024-05-20 01:34:08,2024-05-20 01:34:08
770,MissionCategory::ExtraMissionCategory,【チャレンジ】究極のレッドゾーン GT編,images/mission/mission_banner_event_770.png,,80049,2024-05-20 01:34:08,2024-05-20 01:34:08
771,MissionCategory::ExtraMissionCategory,【チャレンジ】究極のレッドゾーン 劇場版,images/mission/mission_banner_event_771_B.png,,80160,2024-05-20 01:34:08,2024-05-20 01:34:08
772,MissionCategory::ExtraMissionCategory,【チャレンジ】究極のレッドゾーン 最凶の一族編,images/mission/mission_banner_event_772_C.png,,80051,2024-05-20 01:34:08,2024-05-20 01:34:08
773,MissionCategory::ExtraMissionCategory,【チャレンジ】究極のレッドゾーン SDBヒーローズ編,images/mission/mission_banner_event_773_B.png,,80130,2024-05-20 01:34:08,2024-05-20 01:34:08
774,MissionCategory::ExtraMissionCategory,【チャレンジ】究極のレッドゾーン レッドリボン軍編,images/mission/mission_banner_event_774.png,,80080,2024-05-20 01:34:08,2024-05-20 01:34:08
775,MissionCategory::ExtraMissionCategory,【チャレンジ】究極のレッドゾーン 絶望の未来編,images/mission/mission_banner_event_775_D.png,,80113,2024-05-20 01:34:08,2024-05-20 01:34:08
776,MissionCategory::ExtraMissionCategory,【チャレンジ】究極のレッドゾーン 劇場版2,images/mission/mission_banner_event_776_D.png,,80159,2024-05-20 01:34:08,2024-05-20 01:34:08
777,MissionCategory::ExtraMissionCategory,【チャレンジ】新たなる人造人間の野望,images/mission/mission_banner_event_777.png,,80138,2024-05-20 01:34:08,2024-05-20 01:34:08
778,MissionCategory::ExtraMissionCategory,【チャレンジ】全滅させろ！クローン戦士の氾濫,images/mission/mission_banner_event_778.png,,80134,2024-05-20 01:34:08,2024-05-20 01:34:08
779,MissionCategory::ExtraMissionCategory,【チャレンジ】緊迫のライジングファイト,images/mission/mission_banner_event_779.png,,80183,2024-05-20 01:34:08,2024-05-20 01:34:08
780,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア_劇場版,images/mission/mission_banner_event_780.png,,20780,2024-05-20 01:34:08,2024-05-20 01:34:08
781,MissionCategory::ExtraMissionCategory,【チャレンジ】神の怒りと人間の意志,images/mission/mission_banner_event_781_A3.png,,80115,2024-05-20 01:34:08,2024-05-20 01:34:08
782,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア_属性キャラクター特別編,images/mission/mission_banner_event_782.png,,80143,2024-05-20 01:34:08,2024-05-20 01:34:08
783,MissionCategory::ExtraMissionCategory,【チャレンジ】攻略せよ！殺し屋の領域,images/mission/mission_banner_event_783.png,,80157,2024-05-20 01:34:08,2024-05-20 01:34:08
784,MissionCategory::ExtraMissionCategory,ドッカン究極エキサイトバトル,images/mission/mission_banner_event_784.png,,80158,2024-05-20 01:34:08,2024-05-20 01:34:08
786,MissionCategory::ExtraMissionCategory,【チャレンジ】ドラゴンボール超 劇場版メモリアルバトル,images/mission/mission_banner_event_786_2.png,,80162,2024-05-20 01:34:08,2024-05-20 01:34:08
787,MissionCategory::ExtraMissionCategory,究極のレッドゾーン 魔人ブウ編,images/mission/mission_banner_event_787_D.png,,80179,2024-05-20 01:34:08,2024-05-20 01:34:08
788,MissionCategory::ExtraMissionCategory,最凶フリーザ伝,images/mission/mission_banner_event_788.png,,80182,2024-05-20 01:34:08,2024-05-20 01:34:08
789,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　バーダックチーム編(※リニューアル),images/mission/mission_banner_event_789.png,,80021,2024-05-20 01:34:08,2024-05-20 01:34:08
790,MissionCategory::ExtraMissionCategory,【チャレンジ】至上のバトルスペクタクル ドラゴンボール超編,images/mission/mission_banner_event_790_C.png,,80161,2024-05-20 01:34:08,2024-05-20 01:34:08
791,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　悪夢を呼ぶ破壊者,images/mission/mission_banner_event_791.png,,20791,2024-05-20 01:34:08,2024-05-20 01:34:08
792,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　ギニュー特戦隊編(※リニューアル),images/mission/mission_banner_event_738_A.png,,80051,2024-05-20 01:34:08,2024-05-20 01:34:08
803,MissionCategory::ExtraMissionCategory,【限定】究極レベルアップ！精神と時の部屋,images/mission/mission_banner_event_803.png,,80026,2024-05-20 01:34:08,2024-05-20 01:34:08
804,MissionCategory::ExtraMissionCategory,【限定】もっと強く!! 孫親子の超修業,images/mission/mission_banner_event_804.png,,80057,2024-05-20 01:34:08,2024-05-20 01:34:08
901,MissionCategory::ExtraMissionCategory,【DBストーリー】襲い来る脅威！戦闘民族サイヤ人,images/mission/mission_banner_event_901.png,,70901,2024-05-20 01:34:08,2024-05-20 01:34:08
902,MissionCategory::ExtraMissionCategory,【DBストーリー】ドラゴンボールGT ~究極のDB編~,images/mission/mission_banner_event_902.png,,70902,2024-05-20 01:34:08,2024-05-20 01:34:08
903,MissionCategory::ExtraMissionCategory,【DBストーリー】神と神,images/mission/mission_banner_event_903.png,,70903,2024-05-20 01:34:08,2024-05-20 01:34:08
904,MissionCategory::ExtraMissionCategory,904_【DBストーリー】銀河ギリギリ!!ぶっちぎりの凄い奴,images/mission/mission_banner_event_904.png,,70904,2024-05-20 01:34:08,2024-05-20 01:34:08
905,MissionCategory::ExtraMissionCategory,【DBストーリー】大激闘!!ナメック星,images/mission/mission_banner_event_905.png,,70905,2024-05-20 01:34:08,2024-05-20 01:34:08
906,MissionCategory::ExtraMissionCategory,【DBストーリー】とびっきりの最強対最強,images/mission/mission_banner_event_906.png,,70906,2024-05-20 01:34:08,2024-05-20 01:34:08
907,MissionCategory::ExtraMissionCategory,【DBストーリー】うちやぶれ!!伝説の超サイヤ人,images/mission/mission_banner_event_907.png,,70907,2024-05-20 01:34:08,2024-05-20 01:34:08
908,MissionCategory::ExtraMissionCategory,【DBストーリー】対決！恐怖のギニュー特戦隊,images/mission/mission_banner_event_908.png,,70908,2024-05-20 01:34:08,2024-05-20 01:34:08
909,MissionCategory::ExtraMissionCategory,【DBストーリー】大冒険!!ドラゴンボール探し,images/mission/mission_banner_event_909.png,,70909,2024-05-20 01:34:08,2024-05-20 01:34:08
911,MissionCategory::ExtraMissionCategory,【DBストーリー】地球まるごと超決戦,images/mission/mission_banner_event_911.png,,70911,2024-05-20 01:34:08,2024-05-20 01:34:08
912,MissionCategory::ExtraMissionCategory,【DBストーリー】ドラゴンボールGT ~復讐鬼ベビー編~,images/mission/mission_banner_event_912.png,,70912,2024-05-20 01:34:08,2024-05-20 01:34:08
913,MissionCategory::ExtraMissionCategory,【DBストーリー】強豪集結！第21回天下一武道会,images/mission/mission_banner_event_913.png,,70913,2024-05-20 01:34:08,2024-05-20 01:34:08
914,MissionCategory::ExtraMissionCategory,【DBストーリー】龍拳爆発!!悟空がやらねば誰がやる,images/mission/mission_banner_event_914.png,,70914,2024-05-20 01:34:08,2024-05-20 01:34:08
915,MissionCategory::ExtraMissionCategory,【DBストーリー】突撃！レッドリボン軍　前編,images/mission/mission_banner_event_915.png,,70915,2024-05-20 01:34:08,2024-05-20 01:34:08
916,MissionCategory::ExtraMissionCategory,【DBストーリー】激震!!フリーザ最終決戦,images/mission/mission_banner_event_916.png,,70916,2024-05-20 01:34:08,2024-05-20 01:34:08
917,MissionCategory::ExtraMissionCategory,【DBストーリー】突撃！レッドリボン軍 後編,images/mission/mission_banner_event_917.png,,70917,2024-05-20 01:34:08,2024-05-20 01:34:08
1000,MissionCategory::DailyMissionCategory,デイリーミッション,,,1,2024-05-20 01:34:08,2024-05-20 01:34:08
1301,MissionCategory::ExtraMissionCategory,【物語】超戦士メモリアル〜孫悟空と仲間たち〜,images/mission/mission_banner_event_1301.png,,50231,2024-05-20 01:34:08,2024-05-20 01:34:08
1302,MissionCategory::ExtraMissionCategory,【物語】超戦士メモリアル〜孫悟空とライバルたち〜,images/mission/mission_banner_event_1302.png,,50232,2024-05-20 01:34:08,2024-05-20 01:34:08
1303,MissionCategory::ExtraMissionCategory,【物語】恐怖の魔人と生まれ変わる魂,images/mission/mission_banner_event_1303.png,,50324,2024-05-20 01:34:08,2024-05-20 01:34:08
1304,MissionCategory::ExtraMissionCategory,【物語】超戦士メモリアル〜希望の戦士トランクス〜,images/mission/mission_banner_event_1304.png,,50233,2024-05-20 01:34:08,2024-05-20 01:34:08
1305,MissionCategory::ExtraMissionCategory,【物語】フリーザの果てしなき野望,images/mission/mission_banner_event_1305.png,,80165,2024-05-20 01:34:08,2024-05-20 01:34:08
1306,MissionCategory::ExtraMissionCategory,【物語】超戦士メモリアル〜孫悟空と破壊神〜,images/mission/mission_banner_event_1306.png,,50234,2024-05-20 01:34:08,2024-05-20 01:34:08
2000,MissionCategory::JointCampaignPrivateMissionCategory,WW連動企画の個人ミッション,,,1,2024-05-20 01:34:08,2024-05-20 01:34:08
2001,MissionCategory::JointCampaignMissionCategory,WW連動企画の協力(対決)ミッション,,,1,2024-05-20 01:34:08,2024-05-20 01:34:08
3001,MissionCategory::ExtraMissionCategory,【極限Zバトル】最強の奥義 超サイヤ人3,images/mission/mission_banner_event_zbattle_001.png,,10001,2024-05-20 01:34:08,2024-05-20 01:34:08
3002,MissionCategory::ExtraMissionCategory,【極限Zバトル】破壊と殺戮の超戦士 伝説の超サイヤ人ブロリー,images/mission/mission_banner_event_zbattle_002.png,,10002,2024-05-20 01:34:08,2024-05-20 01:34:08
3003,MissionCategory::ExtraMissionCategory,【極限Zバトル】ナメック星編,images/mission/mission_banner_event_zbattle_003.png,,10003,2024-05-20 01:34:08,2024-05-20 01:34:08
3004,MissionCategory::ExtraMissionCategory,【極限Zバトル】帝王の執念　フリーザ(フルパワー),images/mission/mission_banner_event_zbattle_004.png,,10004,2024-05-20 01:34:08,2024-05-20 01:34:08
3005,MissionCategory::ExtraMissionCategory,【極限Zバトル】親子三大かめはめ波,images/mission/mission_banner_event_zbattle_005.png,,10005,2024-05-20 01:34:08,2024-05-20 01:34:08
3006,MissionCategory::ExtraMissionCategory,【極限Zバトル】万物の凌駕　パーフェクトセル,images/mission/mission_banner_event_zbattle_006.png,,10006,2024-05-20 01:34:08,2024-05-20 01:34:08
3007,MissionCategory::ExtraMissionCategory,【極限Zバトル】究極パワー放出　アルティメット孫悟飯,images/mission/mission_banner_event_zbattle_007.png,,10007,2024-05-20 01:34:08,2024-05-20 01:34:08
3009,MissionCategory::ExtraMissionCategory,【極限Zバトル】ナメック星人としての闘い　ピッコロ,images/mission/mission_banner_event_zbattle_009.png,,10009,2024-05-20 01:34:08,2024-05-20 01:34:08
3010,MissionCategory::ExtraMissionCategory,【極限Zバトル】熱き究極戦士　ジレン,images/mission/mission_banner_event_zbattle_010.png,,10010,2024-05-20 01:34:08,2024-05-20 01:34:08
3011,MissionCategory::ExtraMissionCategory,【極限Zバトル】心なき破壊衝動　魔人ブウ(純粋),images/mission/mission_banner_event_zbattle_011.png,,10011,2024-05-20 01:34:08,2024-05-20 01:34:08
3012,MissionCategory::ExtraMissionCategory,【極限Zバトル】振り下ろされた罰　ビルス,images/mission/mission_banner_event_zbattle_012.png,,10012,2024-05-20 01:34:08,2024-05-20 01:34:08
3013,MissionCategory::ExtraMissionCategory,【極限Zバトル】戦闘民族の真価　超サイヤ人3ベジータ,images/mission/mission_banner_event_zbattle_013.png,,10013,2024-05-20 01:34:08,2024-05-20 01:34:08
3014,MissionCategory::ExtraMissionCategory,【極限Zバトル】地獄の羅刹鬼　スーパージャネンバ,images/mission/mission_banner_event_zbattle_014.png,,10014,2024-05-20 01:34:08,2024-05-20 01:34:08
3015,MissionCategory::ExtraMissionCategory,【極限Zバトル】流刑のサイヤ人　ブロリー,images/mission/mission_banner_event_zbattle_015.png,,10015,2024-05-20 01:34:08,2024-05-20 01:34:08
3016,MissionCategory::ExtraMissionCategory,【極限Zバトル】絶対無敵の戦士　超ゴジータ,images/mission/mission_banner_event_zbattle_016.png,,10016,2024-05-20 01:34:08,2024-05-20 01:34:08
3017,MissionCategory::ExtraMissionCategory,【極限Zバトル】勇気の覚醒　超サイヤ人孫悟空Jr.,images/mission/mission_banner_event_zbattle_017.png,,10017,2024-05-20 01:34:08,2024-05-20 01:34:08
3018,MissionCategory::ExtraMissionCategory,【極限Zバトル】サイヤを継承する少年　超サイヤ人ベジータJr.,images/mission/mission_banner_event_zbattle_018.png,,10018,2024-05-20 01:34:08,2024-05-20 01:34:08
3019,MissionCategory::ExtraMissionCategory,【極限Zバトル】真の最強邪悪龍　超一星龍,images/mission/mission_banner_event_zbattle_019.png,,10019,2024-05-20 01:34:08,2024-05-20 01:34:08
3020,MissionCategory::ExtraMissionCategory,【極限Zバトル】正義の死神大暴れ　超サイヤ人3ゴテンクス,images/mission/mission_banner_event_zbattle_020.png,,10020,2024-05-20 01:34:08,2024-05-20 01:34:08
3021,MissionCategory::ExtraMissionCategory,【極限Zバトル】親子ギャリック砲,images/mission/mission_banner_event_zbattle_021.png,,10021,2024-05-20 01:34:08,2024-05-20 01:34:08
3022,MissionCategory::ExtraMissionCategory,【極限Zバトル】復讐の焔　ゴールデンフリーザ,images/mission/mission_banner_event_zbattle_022.png,,10022,2024-05-20 01:34:08,2024-05-20 01:34:08
3023,MissionCategory::ExtraMissionCategory,【極限Zバトル】漆黒の脅威　ゴクウブラック,images/mission/mission_banner_event_zbattle_023.png,,10023,2024-05-20 01:34:08,2024-05-20 01:34:08
3024,MissionCategory::ExtraMissionCategory,【極限Zバトル】恐怖の嵐　フリーザ(第二形態),images/mission/mission_banner_event_zbattle_024.png,,10024,2024-05-20 01:34:08,2024-05-20 01:34:08
3025,MissionCategory::ExtraMissionCategory,【極限Zバトル】絶望へのカウントダウン　魔人ブウ(アルティメット悟飯吸収),images/mission/mission_banner_event_zbattle_025.png,,10025,2024-05-20 01:34:08,2024-05-20 01:34:08
3026,MissionCategory::ExtraMissionCategory,【極限Zバトル】終わりなき恐怖　伝説の超サイヤ人ブロリー,images/mission/mission_banner_event_zbattle_026.png,,10026,2024-05-20 01:34:08,2024-05-20 01:34:08
3027,MissionCategory::ExtraMissionCategory,【極限Zバトル】七夕チャレンジ,images/mission/mission_banner_event_zbattle_027.png,,10027,2024-05-20 01:34:08,2024-05-20 01:34:08
