id,special_set_id,type,efficacy_type,target_type,calc_option,turn,prob,causality_conditions,eff_value1,eff_value2,eff_value3,created_at,updated_at
1490,1490,Special::NormalEfficacySpecial,1,13,2,1,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1496,1496,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1500,1500,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1503,1503,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1504,1504,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1506,1506,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1507,1507,Special::ExtraEfficacySpecial,9,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1508,1508,Special::NormalEfficacySpecial,1,1,2,99,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1509,1509,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1510,1510,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1511,1511,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1512,1512,Special::NormalEfficacySpecial,2,1,2,6,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1513,1513,Special::ExtraEfficacySpecial,9,3,0,2,70,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1514,1514,Special::NormalEfficacySpecial,3,1,2,6,100,,30,30,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1515,1515,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1516,1516,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1517,1517,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1518,1518,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1519,1519,Special::NormalEfficacySpecial,2,1,2,99,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1520,1520,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1521,1521,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1522,1522,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1523,1523,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1524,1524,Special::NormalEfficacySpecial,1,1,2,6,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1525,1525,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1526,1526,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1527,1527,Special::NormalEfficacySpecial,2,1,2,99,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1528,1528,Special::NormalEfficacySpecial,2,1,2,99,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1529,1529,Special::NormalEfficacySpecial,2,1,2,99,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1533,1533,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1534,1534,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1535,1535,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1536,1536,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1537,1537,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1538,1538,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1539,1539,Special::NormalEfficacySpecial,2,1,2,3,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1540,1540,Special::NormalEfficacySpecial,3,1,2,3,100,,30,30,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1541,1541,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1542,1542,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1543,1543,Special::NormalEfficacySpecial,2,1,2,3,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1544,1544,Special::NormalEfficacySpecial,2,1,2,6,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1545,1545,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1546,1546,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1547,1547,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1548,1548,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1549,1549,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1550,1550,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1551,1551,Special::NormalEfficacySpecial,1,1,2,6,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1552,1552,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1553,1553,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1554,1554,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1555,1555,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1556,1556,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1557,1557,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1558,1558,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1559,1559,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1560,1560,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1561,1561,Special::NormalEfficacySpecial,1,13,2,1,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1564,1564,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1565,1565,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1566,1566,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1568,1568,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1570,1570,Special::NormalEfficacySpecial,1,1,2,99,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1571,1571,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1572,1572,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1573,1573,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1574,1574,Special::NormalEfficacySpecial,1,1,2,3,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1575,1575,Special::NormalEfficacySpecial,1,1,2,3,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1576,1576,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1577,1577,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1578,1578,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1579,1579,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1580,1580,Special::NormalEfficacySpecial,1,13,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1590,1590,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1594,1594,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1595,1595,Special::NormalEfficacySpecial,3,1,2,3,100,,30,30,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1596,1596,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1597,1597,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1598,1598,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1599,1599,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1601,1601,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1602,1602,Special::NormalEfficacySpecial,1,1,2,99,100,,100,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1603,1603,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1604,1604,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1606,1606,Special::NormalEfficacySpecial,1,1,2,4,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1607,1607,Special::ExtraEfficacySpecial,9,3,0,2,25,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1608,1608,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1609,1609,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1610,1610,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1611,1611,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1612,1612,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1613,1613,Special::NormalEfficacySpecial,2,1,2,1,100,,100,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1614,1614,Special::NormalEfficacySpecial,2,1,2,1,100,,100,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1615,1615,Special::NormalEfficacySpecial,2,1,2,1,100,,100,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1616,1616,Special::NormalEfficacySpecial,3,1,2,1,100,,100,100,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1617,1617,Special::NormalEfficacySpecial,1,1,2,1,100,,100,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1618,1618,Special::NormalEfficacySpecial,1,1,2,1,100,,100,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1619,1619,Special::NormalEfficacySpecial,1,1,2,1,100,,100,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1620,1620,Special::NormalEfficacySpecial,3,1,2,1,100,,100,100,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1625,1625,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1626,1626,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1627,1627,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1628,1628,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1629,1629,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1630,1630,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1631,1631,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1632,1632,Special::NormalEfficacySpecial,2,1,2,6,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1633,1633,Special::ExtraEfficacySpecial,9,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1634,1634,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1637,1637,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1638,1638,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1639,1639,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1640,1640,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1641,1641,Special::NormalEfficacySpecial,1,3,3,3,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1646,1646,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1647,1647,Special::NormalEfficacySpecial,2,1,2,1,100,,33,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1648,1648,Special::NormalEfficacySpecial,2,1,2,1,100,,33,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1649,1649,Special::NormalEfficacySpecial,2,1,2,1,100,,33,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1650,1650,Special::NormalEfficacySpecial,2,1,2,3,100,,33,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1651,1651,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1652,1652,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1653,1653,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1654,1654,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1656,1656,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1657,1657,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1663,1663,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1664,1664,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1665,1665,Special::NormalEfficacySpecial,2,2,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1666,1666,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1667,1667,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1668,1668,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1669,1669,Special::NormalEfficacySpecial,1,3,3,3,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1670,1670,Special::ExtraEfficacySpecial,48,3,0,2,50,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1671,1671,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1672,1672,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1673,1673,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1675,1675,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1676,1676,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1677,1677,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1678,1678,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1679,1679,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1680,1680,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1681,1681,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1682,1682,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1688,1688,Special::NormalEfficacySpecial,1,2,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1689,1689,Special::NormalEfficacySpecial,1,2,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1690,1690,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1691,1691,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1697,1697,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1698,1698,Special::NormalEfficacySpecial,1,1,2,1,100,,100,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1699,1699,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1700,1700,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1701,1701,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1702,1702,Special::NormalEfficacySpecial,1,1,2,4,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1703,1703,Special::NormalEfficacySpecial,2,1,2,4,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1706,1706,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1707,1707,Special::NormalEfficacySpecial,1,2,2,1,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1708,1708,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1709,1709,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1710,1710,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1711,1711,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1712,1712,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1713,1713,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1714,1714,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1715,1715,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1716,1716,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1721,1721,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1722,1722,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1723,1723,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1724,1724,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1725,1725,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1726,1726,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1727,1727,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1732,1732,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1733,1733,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1734,1734,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1735,1735,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1736,1736,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1737,1737,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1738,1738,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1739,1739,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1740,1740,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1741,1741,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1742,1742,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1743,1743,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1744,1744,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1745,1745,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1746,1746,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1747,1747,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1748,1748,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1749,1749,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1756,1756,Special::NormalEfficacySpecial,3,3,3,3,100,,30,30,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1766,1766,Special::NormalEfficacySpecial,3,3,3,3,100,,30,30,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1767,1767,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1768,1768,Special::NormalEfficacySpecial,84,1,3,1,100,,10,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1769,1769,Special::NormalEfficacySpecial,84,1,3,1,100,,7,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1772,1772,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1773,1773,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1774,1774,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1775,1775,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1776,1776,Special::NormalEfficacySpecial,84,1,3,1,100,,8,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1777,1777,Special::NormalEfficacySpecial,84,1,3,1,100,,8,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1778,1778,Special::NormalEfficacySpecial,84,1,3,1,100,,8,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1779,1779,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1780,1780,Special::NormalEfficacySpecial,1,2,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1781,1781,Special::NormalEfficacySpecial,1,2,2,1,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1782,1782,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1785,1785,Special::ExtraEfficacySpecial,48,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1786,1786,Special::ExtraEfficacySpecial,48,3,0,2,30,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1789,1789,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1798,1798,Special::NormalEfficacySpecial,3,3,3,3,100,,30,30,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1799,1799,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1800,1800,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1802,1802,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1803,1803,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1804,1804,Special::NormalEfficacySpecial,1,13,2,2,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
1805,1805,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
