id,budokai_id,order,ranking
4411,44,11,501〜1000位
4412,44,12,1001〜2000位
4413,44,13,2001〜5000位
4414,44,14,5001〜10000位
4415,44,15,10001〜20000位
4416,44,16,20001〜50000位
4417,44,17,50001〜100000位
4418,44,18,100001〜200000位
4419,44,19,200001〜300000位
4420,44,20,300001〜400000位
4421,44,21,400001〜500000位
4422,44,22,500001〜700000位
4423,44,23,700001〜1000000位
4424,44,24,3桁のゾロ目順位
4425,44,25,4桁のゾロ目順位
4426,44,26,5桁のゾロ目順位
4501,45,1,1位
4502,45,2,2〜3位
4503,45,3,4〜10位
4504,45,4,11〜20位
4505,45,5,21〜30位
4506,45,6,31〜50位
4507,45,7,51〜70位
4508,45,8,71〜100位
4509,45,9,101〜200位
4510,45,10,201〜500位
4511,45,11,501〜1000位
4512,45,12,1001〜2000位
4513,45,13,2001〜5000位
4514,45,14,5001〜10000位
4515,45,15,10001〜20000位
4516,45,16,20001〜50000位
4517,45,17,50001〜100000位
4518,45,18,100001〜200000位
4519,45,19,200001〜300000位
4520,45,20,300001〜400000位
4521,45,21,400001〜500000位
4522,45,22,500001〜700000位
4523,45,23,700001〜1000000位
4524,45,24,3桁のゾロ目順位
4525,45,25,4桁のゾロ目順位
4526,45,26,5桁のゾロ目順位
4601,46,1,1位
4602,46,2,2〜3位
4603,46,3,4〜10位
4604,46,4,11〜20位
4605,46,5,21〜30位
4606,46,6,31〜50位
4607,46,7,51〜70位
4608,46,8,71〜100位
4609,46,9,101〜200位
4610,46,10,201〜500位
4611,46,11,501〜1000位
4612,46,12,1001〜2000位
4613,46,13,2001〜5000位
4614,46,14,5001〜10000位
4615,46,15,10001〜20000位
4616,46,16,20001〜50000位
4617,46,17,50001〜100000位
4618,46,18,100001〜200000位
4619,46,19,200001〜300000位
4620,46,20,300001〜400000位
4621,46,21,400001〜500000位
4622,46,22,500001〜700000位
4623,46,23,700001〜1000000位
4624,46,24,3桁のゾロ目順位
4625,46,25,4桁のゾロ目順位
4626,46,26,5桁のゾロ目順位
4701,47,1,1位
4702,47,2,2〜3位
4703,47,3,4〜10位
4704,47,4,11〜20位
4705,47,5,21〜30位
4706,47,6,31〜50位
4707,47,7,51〜70位
4708,47,8,71〜100位
4709,47,9,101〜200位
4710,47,10,201〜500位
4711,47,11,501〜1000位
4712,47,12,1001〜2000位
4713,47,13,2001〜5000位
4714,47,14,5001〜10000位
4715,47,15,10001〜20000位
4716,47,16,20001〜50000位
4717,47,17,50001〜100000位
4718,47,18,100001〜200000位
4719,47,19,200001〜300000位
4720,47,20,300001〜400000位
4721,47,21,400001〜500000位
4722,47,22,500001〜700000位
4723,47,23,700001〜1000000位
4724,47,24,3桁のゾロ目順位
4725,47,25,4桁のゾロ目順位
4726,47,26,5桁のゾロ目順位
4801,48,1,1位
4802,48,2,2〜3位
4803,48,3,4〜10位
4804,48,4,11〜20位
4805,48,5,21〜30位
4806,48,6,31〜50位
4807,48,7,51〜70位
4808,48,8,71〜100位
4809,48,9,101〜200位
4810,48,10,201〜500位
4811,48,11,501〜1000位
4812,48,12,1001〜2000位
4813,48,13,2001〜5000位
4814,48,14,5001〜10000位
4815,48,15,10001〜20000位
4816,48,16,20001〜50000位
4817,48,17,50001〜100000位
4818,48,18,100001〜200000位
4819,48,19,200001〜300000位
4820,48,20,300001〜400000位
4821,48,21,400001〜500000位
4822,48,22,500001〜700000位
4823,48,23,700001〜1000000位
4824,48,24,3桁のゾロ目順位
4825,48,25,4桁のゾロ目順位
4826,48,26,5桁のゾロ目順位
4901,49,1,1位
4902,49,2,2〜3位
4903,49,3,4〜10位
4904,49,4,11〜20位
4905,49,5,21〜30位
4906,49,6,31〜50位
4907,49,7,51〜70位
4908,49,8,71〜100位
4909,49,9,101〜200位
4910,49,10,201〜500位
4911,49,11,501〜1000位
4912,49,12,1001〜2000位
4913,49,13,2001〜5000位
4914,49,14,5001〜10000位
4915,49,15,10001〜20000位
4916,49,16,20001〜50000位
4917,49,17,50001〜100000位
4918,49,18,100001〜200000位
4919,49,19,200001〜300000位
4920,49,20,300001〜400000位
4921,49,21,400001〜500000位
4922,49,22,500001〜700000位
4923,49,23,700001〜1000000位
4924,49,24,3桁のゾロ目順位
4925,49,25,4桁のゾロ目順位
4926,49,26,5桁のゾロ目順位
5001,50,1,1位
5002,50,2,2〜3位
5003,50,3,4〜10位
5004,50,4,11〜20位
5005,50,5,21〜30位
5006,50,6,31〜50位
5007,50,7,51〜70位
5008,50,8,71〜100位
5009,50,9,101〜200位
5010,50,10,201〜500位
5011,50,11,501〜1000位
5012,50,12,1001〜2000位
5013,50,13,2001〜5000位
5014,50,14,5001〜10000位
5015,50,15,10001〜20000位
5016,50,16,20001〜50000位
5017,50,17,50001〜100000位
5018,50,18,100001〜200000位
5019,50,19,200001〜300000位
5020,50,20,300001〜400000位
5021,50,21,400001〜500000位
5022,50,22,500001〜700000位
5023,50,23,700001〜1000000位
5024,50,24,3桁のゾロ目順位
5025,50,25,4桁のゾロ目順位
5026,50,26,5桁のゾロ目順位
5101,51,1,1位
5102,51,2,2〜3位
5103,51,3,4〜10位
5104,51,4,11〜20位
5105,51,5,21〜30位
5106,51,6,31〜50位
5107,51,7,51〜70位
5108,51,8,71〜100位
5109,51,9,101〜200位
5110,51,10,201〜500位
5111,51,11,501〜1000位
5112,51,12,1001〜2000位
5113,51,13,2001〜5000位
5114,51,14,5001〜10000位
5115,51,15,10001〜20000位
5116,51,16,20001〜50000位
5117,51,17,50001〜100000位
5118,51,18,100001〜200000位
5119,51,19,200001〜300000位
5120,51,20,300001〜400000位
5121,51,21,400001〜500000位
5122,51,22,500001〜700000位
5123,51,23,700001〜1000000位
5124,51,24,3桁のゾロ目順位
5125,51,25,4桁のゾロ目順位
5126,51,26,5桁のゾロ目順位
5201,52,1,1位
5202,52,2,2〜3位
5203,52,3,4〜10位
5204,52,4,11〜20位
5205,52,5,21〜30位
5206,52,6,31〜50位
5207,52,7,51〜70位
5208,52,8,71〜100位
5209,52,9,101〜200位
5210,52,10,201〜500位
5211,52,11,501〜1000位
5212,52,12,1001〜2000位
5213,52,13,2001〜5000位
5214,52,14,5001〜10000位
5215,52,15,10001〜20000位
5216,52,16,20001〜50000位
5217,52,17,50001〜100000位
5218,52,18,100001〜200000位
5219,52,19,200001〜300000位
5220,52,20,300001〜400000位
5221,52,21,400001〜500000位
5222,52,22,500001〜700000位
5223,52,23,700001〜1000000位
5224,52,24,3桁のゾロ目順位
5225,52,25,4桁のゾロ目順位
5226,52,26,5桁のゾロ目順位
5301,53,1,1位
5302,53,2,2〜3位
5303,53,3,4〜10位
5304,53,4,11〜20位
5305,53,5,21〜30位
5306,53,6,31〜50位
5307,53,7,51〜70位
5308,53,8,71〜100位
5309,53,9,101〜200位
5310,53,10,201〜500位
5311,53,11,501〜1000位
5312,53,12,1001〜2000位
5313,53,13,2001〜5000位
5314,53,14,5001〜10000位
5315,53,15,10001〜20000位
5316,53,16,20001〜50000位
5317,53,17,50001〜100000位
5318,53,18,100001〜200000位
5319,53,19,200001〜300000位
5320,53,20,300001〜400000位
5321,53,21,400001〜500000位
5322,53,22,500001〜700000位
5323,53,23,700001〜1000000位
5324,53,24,3桁のゾロ目順位
5325,53,25,4桁のゾロ目順位
5326,53,26,5桁のゾロ目順位
102201,1022,1,1位
102202,1022,2,2〜3位
102203,1022,3,4〜10位
102204,1022,4,11〜20位
102205,1022,5,21〜30位
102206,1022,6,31〜50位
102207,1022,7,51〜70位
102208,1022,8,71〜100位
102209,1022,9,101〜200位
102210,1022,10,201〜500位
102211,1022,11,501〜1000位
102212,1022,12,1001〜2000位
102213,1022,13,2001〜5000位
102214,1022,14,5001〜10000位
102215,1022,15,10001〜20000位
102216,1022,16,20001〜50000位
102217,1022,17,50001〜100000位
102218,1022,18,100001〜200000位
102219,1022,19,200001〜300000位
102220,1022,20,300001〜400000位
102221,1022,21,400001〜500000位
102222,1022,22,500001〜700000位
102223,1022,23,700001〜1000000位
102224,1022,24,3桁のゾロ目順位
102225,1022,25,4桁のゾロ目順位
102226,1022,26,5桁のゾロ目順位
