id,rmbattle_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description
17027,17016,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリア
17028,17016,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリア
17029,17016,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリア
17030,17016,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリア
17031,17016,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリア
17032,17017,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリア
17033,17017,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリア
17034,17017,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリア
17035,17017,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリア
17036,17017,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリア
17037,17018,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリア
17038,17018,2,PotentialItem,1000,0,技の潜在能力玉(小) ×1000,LEVEL2をクリア
17039,17018,3,PotentialItem,1000,0,知の潜在能力玉(小) ×1000,LEVEL2をクリア
17040,17018,4,PotentialItem,1000,0,力の潜在能力玉(小) ×1000,LEVEL2をクリア
17041,17018,5,PotentialItem,1000,0,体の潜在能力玉(小) ×1000,LEVEL2をクリア
17042,17019,6,PotentialItem,500,0,速の潜在能力玉(中) ×500,LEVEL2を2回クリア
17043,17019,7,PotentialItem,500,0,技の潜在能力玉(中) ×500,LEVEL2を2回クリア
17044,17019,8,PotentialItem,500,0,知の潜在能力玉(中) ×500,LEVEL2を2回クリア
17045,17019,9,PotentialItem,500,0,力の潜在能力玉(中) ×500,LEVEL2を2回クリア
17046,17019,10,PotentialItem,500,0,体の潜在能力玉(中) ×500,LEVEL2を2回クリア
17047,17020,11,PotentialItem,50,0,速の潜在能力玉(大) ×50,LEVEL2を3回クリア
17048,17020,12,PotentialItem,50,0,技の潜在能力玉(大) ×50,LEVEL2を3回クリア
17049,17020,13,PotentialItem,50,0,知の潜在能力玉(大) ×50,LEVEL2を3回クリア
17050,17020,14,PotentialItem,50,0,力の潜在能力玉(大) ×50,LEVEL2を3回クリア
17051,17020,15,PotentialItem,50,0,体の潜在能力玉(大) ×50,LEVEL2を3回クリア
17052,17021,11,Point::Stone,12,0,龍石12個,LEVEL3をクリア
17053,17022,19,AwakeningItem,2,0,【覚醒メダル】東の界王神 ×2,LEVEL3を2回クリア
17054,17022,20,AwakeningItem,2,0,【覚醒メダル】老界王神 ×2,LEVEL3を2回クリア
17055,17023,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,LEVEL3を3回クリア
18001,18001,11,Point::Stone,1,0,龍石1個,大乱戦に参加しよう
18002,18002,2000,TreasureItem,1000,0,激闘の記憶1000個,[ウィークリー]ステージ1回クリア
18003,18003,2000,TreasureItem,2000,0,激闘の記憶2000個,[ウィークリー]ステージ2回クリア
18004,18004,2000,TreasureItem,3000,0,激闘の記憶3000個,[ウィークリー]ステージ3回クリア
18005,18005,900,TrainingItem,1,0,ゼットソード[速] ×1,ステージ1回クリア
18006,18005,901,TrainingItem,1,0,ゼットソード[技] ×1,ステージ1回クリア
18007,18005,902,TrainingItem,1,0,ゼットソード[知] ×1,ステージ1回クリア
18008,18005,903,TrainingItem,1,0,ゼットソード[力] ×1,ステージ1回クリア
18009,18005,904,TrainingItem,1,0,ゼットソード[体] ×1,ステージ1回クリア
18010,18006,11,Point::Stone,3,0,龍石3個,ステージ2回クリア
18011,18007,1002630,Card,1,765122,【100万ゼニー】サタン像(金) ×1,ステージ3回クリア
18012,18008,1005480,Card,1,765122,【150万ゼニー】サタン像(プラチナ) ×1,ステージ4回クリア
18013,18009,11,Point::Stone,5,0,龍石5個,ステージ5回クリア
18014,18010,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ6回クリア
18015,18010,1013400,Card,1,0,【かすかな寝息】老界王神(居眠り) ×1,ステージ6回クリア
18016,18011,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ7回クリア
18017,18011,1013400,Card,2,0,【かすかな寝息】老界王神(居眠り) ×2,ステージ7回クリア
18018,18012,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ8回クリア
18019,18012,7,TrainingField,3,0,重力室(150倍) ×3,ステージ8回クリア
18020,18013,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ9回クリア
18021,18013,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ9回クリア
18022,18014,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ10回クリア
18023,18014,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ10回クリア
18024,18015,1,AwakeningItem,20,0,【覚醒メダル】グレゴリー ×20,LEVEL1をクリア
18025,18015,2,AwakeningItem,20,0,【覚醒メダル】バブルス ×20,LEVEL1をクリア
18026,18015,3,AwakeningItem,20,0,【覚醒メダル】ドクターゲロ ×20,LEVEL1をクリア
18027,18016,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリア
18028,18016,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリア
18029,18016,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリア
18030,18016,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリア
18031,18016,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリア
18032,18017,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリア
18033,18017,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリア
18034,18017,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリア
18035,18017,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリア
18036,18017,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリア
18037,18018,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリア
18038,18018,2,PotentialItem,1000,0,技の潜在能力玉(小) ×1000,LEVEL2をクリア
18039,18018,3,PotentialItem,1000,0,知の潜在能力玉(小) ×1000,LEVEL2をクリア
18040,18018,4,PotentialItem,1000,0,力の潜在能力玉(小) ×1000,LEVEL2をクリア
18041,18018,5,PotentialItem,1000,0,体の潜在能力玉(小) ×1000,LEVEL2をクリア
18042,18019,6,PotentialItem,500,0,速の潜在能力玉(中) ×500,LEVEL2を2回クリア
18043,18019,7,PotentialItem,500,0,技の潜在能力玉(中) ×500,LEVEL2を2回クリア
18044,18019,8,PotentialItem,500,0,知の潜在能力玉(中) ×500,LEVEL2を2回クリア
18045,18019,9,PotentialItem,500,0,力の潜在能力玉(中) ×500,LEVEL2を2回クリア
18046,18019,10,PotentialItem,500,0,体の潜在能力玉(中) ×500,LEVEL2を2回クリア
18047,18020,11,PotentialItem,50,0,速の潜在能力玉(大) ×50,LEVEL2を3回クリア
18048,18020,12,PotentialItem,50,0,技の潜在能力玉(大) ×50,LEVEL2を3回クリア
18049,18020,13,PotentialItem,50,0,知の潜在能力玉(大) ×50,LEVEL2を3回クリア
18050,18020,14,PotentialItem,50,0,力の潜在能力玉(大) ×50,LEVEL2を3回クリア
18051,18020,15,PotentialItem,50,0,体の潜在能力玉(大) ×50,LEVEL2を3回クリア
18052,18021,11,Point::Stone,12,0,龍石12個,LEVEL3をクリア
18053,18022,19,AwakeningItem,2,0,【覚醒メダル】東の界王神 ×2,LEVEL3を2回クリア
18054,18022,20,AwakeningItem,2,0,【覚醒メダル】老界王神 ×2,LEVEL3を2回クリア
18055,18023,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,LEVEL3を3回クリア
19001,19001,11,Point::Stone,1,0,龍石1個,大乱戦に参加しよう
19002,19002,2000,TreasureItem,1000,0,激闘の記憶1000個,[ウィークリー]ステージ1回クリア
19003,19003,2000,TreasureItem,2000,0,激闘の記憶2000個,[ウィークリー]ステージ2回クリア
19004,19004,2000,TreasureItem,3000,0,激闘の記憶3000個,[ウィークリー]ステージ3回クリア
19005,19005,900,TrainingItem,1,0,ゼットソード[速] ×1,ステージ1回クリア
19006,19005,901,TrainingItem,1,0,ゼットソード[技] ×1,ステージ1回クリア
19007,19005,902,TrainingItem,1,0,ゼットソード[知] ×1,ステージ1回クリア
19008,19005,903,TrainingItem,1,0,ゼットソード[力] ×1,ステージ1回クリア
19009,19005,904,TrainingItem,1,0,ゼットソード[体] ×1,ステージ1回クリア
19010,19006,11,Point::Stone,3,0,龍石3個,ステージ2回クリア
19011,19007,1002630,Card,1,765122,【100万ゼニー】サタン像(金) ×1,ステージ3回クリア
19012,19008,1005480,Card,1,765122,【150万ゼニー】サタン像(プラチナ) ×1,ステージ4回クリア
19013,19009,11,Point::Stone,5,0,龍石5個,ステージ5回クリア
19014,19010,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ6回クリア
19015,19010,1013400,Card,1,0,【かすかな寝息】老界王神(居眠り) ×1,ステージ6回クリア
19016,19011,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ7回クリア
19017,19011,1013400,Card,2,0,【かすかな寝息】老界王神(居眠り) ×2,ステージ7回クリア
19018,19012,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ8回クリア
19019,19012,7,TrainingField,3,0,重力室(150倍) ×3,ステージ8回クリア
19020,19013,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ9回クリア
19021,19013,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ9回クリア
19022,19014,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ10回クリア
19023,19014,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ10回クリア
19024,19015,1,AwakeningItem,20,0,【覚醒メダル】グレゴリー ×20,LEVEL1をクリア
19025,19015,2,AwakeningItem,20,0,【覚醒メダル】バブルス ×20,LEVEL1をクリア
19026,19015,3,AwakeningItem,20,0,【覚醒メダル】ドクターゲロ ×20,LEVEL1をクリア
19027,19016,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリア
19028,19016,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリア
19029,19016,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリア
19030,19016,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリア
19031,19016,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリア
19032,19017,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリア
19033,19017,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリア
19034,19017,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリア
19035,19017,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリア
19036,19017,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリア
19037,19018,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリア
19038,19018,2,PotentialItem,1000,0,技の潜在能力玉(小) ×1000,LEVEL2をクリア
19039,19018,3,PotentialItem,1000,0,知の潜在能力玉(小) ×1000,LEVEL2をクリア
19040,19018,4,PotentialItem,1000,0,力の潜在能力玉(小) ×1000,LEVEL2をクリア
19041,19018,5,PotentialItem,1000,0,体の潜在能力玉(小) ×1000,LEVEL2をクリア
19042,19019,6,PotentialItem,500,0,速の潜在能力玉(中) ×500,LEVEL2を2回クリア
19043,19019,7,PotentialItem,500,0,技の潜在能力玉(中) ×500,LEVEL2を2回クリア
19044,19019,8,PotentialItem,500,0,知の潜在能力玉(中) ×500,LEVEL2を2回クリア
19045,19019,9,PotentialItem,500,0,力の潜在能力玉(中) ×500,LEVEL2を2回クリア
19046,19019,10,PotentialItem,500,0,体の潜在能力玉(中) ×500,LEVEL2を2回クリア
19047,19020,11,PotentialItem,50,0,速の潜在能力玉(大) ×50,LEVEL2を3回クリア
19048,19020,12,PotentialItem,50,0,技の潜在能力玉(大) ×50,LEVEL2を3回クリア
19049,19020,13,PotentialItem,50,0,知の潜在能力玉(大) ×50,LEVEL2を3回クリア
19050,19020,14,PotentialItem,50,0,力の潜在能力玉(大) ×50,LEVEL2を3回クリア
19051,19020,15,PotentialItem,50,0,体の潜在能力玉(大) ×50,LEVEL2を3回クリア
19052,19021,11,Point::Stone,12,0,龍石12個,LEVEL3をクリア
19053,19022,19,AwakeningItem,2,0,【覚醒メダル】東の界王神 ×2,LEVEL3を2回クリア
19054,19022,20,AwakeningItem,2,0,【覚醒メダル】老界王神 ×2,LEVEL3を2回クリア
19055,19023,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,LEVEL3を3回クリア
20001,20001,11,Point::Stone,1,0,龍石1個,大乱戦に参加しよう
20002,20002,2000,TreasureItem,1000,0,激闘の記憶1000個,[ウィークリー]ステージ1回クリア
20003,20003,2000,TreasureItem,2000,0,激闘の記憶2000個,[ウィークリー]ステージ2回クリア
20004,20004,2000,TreasureItem,3000,0,激闘の記憶3000個,[ウィークリー]ステージ3回クリア
20005,20005,900,TrainingItem,1,0,ゼットソード[速] ×1,ステージ1回クリア
20006,20005,901,TrainingItem,1,0,ゼットソード[技] ×1,ステージ1回クリア
20007,20005,902,TrainingItem,1,0,ゼットソード[知] ×1,ステージ1回クリア
20008,20005,903,TrainingItem,1,0,ゼットソード[力] ×1,ステージ1回クリア
20009,20005,904,TrainingItem,1,0,ゼットソード[体] ×1,ステージ1回クリア
20010,20006,11,Point::Stone,3,0,龍石3個,ステージ2回クリア
20011,20007,1002630,Card,1,765122,【100万ゼニー】サタン像(金) ×1,ステージ3回クリア
20012,20008,1005480,Card,1,765122,【150万ゼニー】サタン像(プラチナ) ×1,ステージ4回クリア
20013,20009,11,Point::Stone,5,0,龍石5個,ステージ5回クリア
20014,20010,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ6回クリア
20015,20010,1013400,Card,1,0,【かすかな寝息】老界王神(居眠り) ×1,ステージ6回クリア
20016,20011,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ7回クリア
20017,20011,1013400,Card,2,0,【かすかな寝息】老界王神(居眠り) ×2,ステージ7回クリア
20018,20012,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ8回クリア
20019,20012,7,TrainingField,3,0,重力室(150倍) ×3,ステージ8回クリア
20020,20013,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ9回クリア
20021,20013,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ9回クリア
20022,20014,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ10回クリア
20023,20014,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ10回クリア
20024,20015,1,AwakeningItem,20,0,【覚醒メダル】グレゴリー ×20,LEVEL1をクリア
20025,20015,2,AwakeningItem,20,0,【覚醒メダル】バブルス ×20,LEVEL1をクリア
20026,20015,3,AwakeningItem,20,0,【覚醒メダル】ドクターゲロ ×20,LEVEL1をクリア
20027,20016,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリア
20028,20016,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリア
20029,20016,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリア
20030,20016,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリア
20031,20016,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリア
20032,20017,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリア
20033,20017,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリア
20034,20017,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリア
20035,20017,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリア
20036,20017,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリア
20037,20018,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリア
20038,20018,2,PotentialItem,1000,0,技の潜在能力玉(小) ×1000,LEVEL2をクリア
20039,20018,3,PotentialItem,1000,0,知の潜在能力玉(小) ×1000,LEVEL2をクリア
20040,20018,4,PotentialItem,1000,0,力の潜在能力玉(小) ×1000,LEVEL2をクリア
20041,20018,5,PotentialItem,1000,0,体の潜在能力玉(小) ×1000,LEVEL2をクリア
20042,20019,6,PotentialItem,500,0,速の潜在能力玉(中) ×500,LEVEL2を2回クリア
20043,20019,7,PotentialItem,500,0,技の潜在能力玉(中) ×500,LEVEL2を2回クリア
20044,20019,8,PotentialItem,500,0,知の潜在能力玉(中) ×500,LEVEL2を2回クリア
20045,20019,9,PotentialItem,500,0,力の潜在能力玉(中) ×500,LEVEL2を2回クリア
20046,20019,10,PotentialItem,500,0,体の潜在能力玉(中) ×500,LEVEL2を2回クリア
20047,20020,11,PotentialItem,50,0,速の潜在能力玉(大) ×50,LEVEL2を3回クリア
20048,20020,12,PotentialItem,50,0,技の潜在能力玉(大) ×50,LEVEL2を3回クリア
20049,20020,13,PotentialItem,50,0,知の潜在能力玉(大) ×50,LEVEL2を3回クリア
20050,20020,14,PotentialItem,50,0,力の潜在能力玉(大) ×50,LEVEL2を3回クリア
20051,20020,15,PotentialItem,50,0,体の潜在能力玉(大) ×50,LEVEL2を3回クリア
20052,20021,11,Point::Stone,12,0,龍石12個,LEVEL3をクリア
20053,20022,19,AwakeningItem,2,0,【覚醒メダル】東の界王神 ×2,LEVEL3を2回クリア
20054,20022,20,AwakeningItem,2,0,【覚醒メダル】老界王神 ×2,LEVEL3を2回クリア
20055,20023,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,LEVEL3を3回クリア
21001,21001,11,Point::Stone,1,0,龍石1個,大乱戦に参加しよう
21002,21002,2000,TreasureItem,1000,0,激闘の記憶1000個,[ウィークリー]ステージ1回クリア
21003,21003,2000,TreasureItem,2000,0,激闘の記憶2000個,[ウィークリー]ステージ2回クリア
21004,21004,2000,TreasureItem,3000,0,激闘の記憶3000個,[ウィークリー]ステージ3回クリア
21005,21005,900,TrainingItem,1,0,ゼットソード[速] ×1,ステージ1回クリア
21006,21005,901,TrainingItem,1,0,ゼットソード[技] ×1,ステージ1回クリア
21007,21005,902,TrainingItem,1,0,ゼットソード[知] ×1,ステージ1回クリア
21008,21005,903,TrainingItem,1,0,ゼットソード[力] ×1,ステージ1回クリア
21009,21005,904,TrainingItem,1,0,ゼットソード[体] ×1,ステージ1回クリア
21010,21006,11,Point::Stone,3,0,龍石3個,ステージ2回クリア
21011,21007,1002630,Card,1,765122,【100万ゼニー】サタン像(金) ×1,ステージ3回クリア
21012,21008,1005480,Card,1,765122,【150万ゼニー】サタン像(プラチナ) ×1,ステージ4回クリア
21013,21009,11,Point::Stone,5,0,龍石5個,ステージ5回クリア
21014,21010,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ6回クリア
21015,21010,1013400,Card,1,0,【かすかな寝息】老界王神(居眠り) ×1,ステージ6回クリア
21016,21011,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ7回クリア
21017,21011,1013400,Card,2,0,【かすかな寝息】老界王神(居眠り) ×2,ステージ7回クリア
21018,21012,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ8回クリア
21019,21012,7,TrainingField,3,0,重力室(150倍) ×3,ステージ8回クリア
21020,21013,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ9回クリア
21021,21013,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ9回クリア
21022,21014,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ10回クリア
21023,21014,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ10回クリア
21024,21015,1,AwakeningItem,20,0,【覚醒メダル】グレゴリー ×20,LEVEL1をクリア
21025,21015,2,AwakeningItem,20,0,【覚醒メダル】バブルス ×20,LEVEL1をクリア
21026,21015,3,AwakeningItem,20,0,【覚醒メダル】ドクターゲロ ×20,LEVEL1をクリア
21027,21016,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリア
21028,21016,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリア
21029,21016,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリア
21030,21016,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリア
21031,21016,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリア
21032,21017,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリア
21033,21017,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリア
21034,21017,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリア
21035,21017,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリア
21036,21017,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリア
21037,21018,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリア
21038,21018,2,PotentialItem,1000,0,技の潜在能力玉(小) ×1000,LEVEL2をクリア
21039,21018,3,PotentialItem,1000,0,知の潜在能力玉(小) ×1000,LEVEL2をクリア
21040,21018,4,PotentialItem,1000,0,力の潜在能力玉(小) ×1000,LEVEL2をクリア
21041,21018,5,PotentialItem,1000,0,体の潜在能力玉(小) ×1000,LEVEL2をクリア
21042,21019,6,PotentialItem,500,0,速の潜在能力玉(中) ×500,LEVEL2を2回クリア
21043,21019,7,PotentialItem,500,0,技の潜在能力玉(中) ×500,LEVEL2を2回クリア
21044,21019,8,PotentialItem,500,0,知の潜在能力玉(中) ×500,LEVEL2を2回クリア
21045,21019,9,PotentialItem,500,0,力の潜在能力玉(中) ×500,LEVEL2を2回クリア
21046,21019,10,PotentialItem,500,0,体の潜在能力玉(中) ×500,LEVEL2を2回クリア
21047,21020,11,PotentialItem,50,0,速の潜在能力玉(大) ×50,LEVEL2を3回クリア
21048,21020,12,PotentialItem,50,0,技の潜在能力玉(大) ×50,LEVEL2を3回クリア
21049,21020,13,PotentialItem,50,0,知の潜在能力玉(大) ×50,LEVEL2を3回クリア
21050,21020,14,PotentialItem,50,0,力の潜在能力玉(大) ×50,LEVEL2を3回クリア
21051,21020,15,PotentialItem,50,0,体の潜在能力玉(大) ×50,LEVEL2を3回クリア
21052,21021,11,Point::Stone,12,0,龍石12個,LEVEL3をクリア
21053,21022,19,AwakeningItem,2,0,【覚醒メダル】東の界王神 ×2,LEVEL3を2回クリア
21054,21022,20,AwakeningItem,2,0,【覚醒メダル】老界王神 ×2,LEVEL3を2回クリア
21055,21023,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,LEVEL3を3回クリア
22001,22001,11,Point::Stone,1,0,龍石1個,大乱戦に参加しよう
22002,22002,2000,TreasureItem,1000,0,激闘の記憶1000個,[ウィークリー]ステージ1回クリア
22003,22003,2000,TreasureItem,2000,0,激闘の記憶2000個,[ウィークリー]ステージ2回クリア
22004,22004,2000,TreasureItem,3000,0,激闘の記憶3000個,[ウィークリー]ステージ3回クリア
22005,22005,900,TrainingItem,1,0,ゼットソード[速] ×1,ステージ1回クリア
22006,22005,901,TrainingItem,1,0,ゼットソード[技] ×1,ステージ1回クリア
22007,22005,902,TrainingItem,1,0,ゼットソード[知] ×1,ステージ1回クリア
22008,22005,903,TrainingItem,1,0,ゼットソード[力] ×1,ステージ1回クリア
22009,22005,904,TrainingItem,1,0,ゼットソード[体] ×1,ステージ1回クリア
22010,22006,11,Point::Stone,3,0,龍石3個,ステージ2回クリア
22011,22007,1002630,Card,1,765122,【100万ゼニー】サタン像(金) ×1,ステージ3回クリア
22012,22008,1005480,Card,1,765122,【150万ゼニー】サタン像(プラチナ) ×1,ステージ4回クリア
22013,22009,11,Point::Stone,5,0,龍石5個,ステージ5回クリア
22014,22010,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ6回クリア
22015,22010,1013400,Card,1,0,【かすかな寝息】老界王神(居眠り) ×1,ステージ6回クリア
22016,22011,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ7回クリア
22017,22011,1013400,Card,2,0,【かすかな寝息】老界王神(居眠り) ×2,ステージ7回クリア
22018,22012,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ8回クリア
22019,22012,7,TrainingField,3,0,重力室(150倍) ×3,ステージ8回クリア
22020,22013,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ9回クリア
22021,22013,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ9回クリア
22022,22014,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ10回クリア
22023,22014,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ10回クリア
22024,22015,1,AwakeningItem,20,0,【覚醒メダル】グレゴリー ×20,LEVEL1をクリア
22025,22015,2,AwakeningItem,20,0,【覚醒メダル】バブルス ×20,LEVEL1をクリア
22026,22015,3,AwakeningItem,20,0,【覚醒メダル】ドクターゲロ ×20,LEVEL1をクリア
22027,22016,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリア
22028,22016,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリア
22029,22016,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリア
22030,22016,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリア
22031,22016,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリア
22032,22017,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリア
22033,22017,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリア
22034,22017,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリア
22035,22017,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリア
22036,22017,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリア
22037,22018,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリア
22038,22018,2,PotentialItem,1000,0,技の潜在能力玉(小) ×1000,LEVEL2をクリア
22039,22018,3,PotentialItem,1000,0,知の潜在能力玉(小) ×1000,LEVEL2をクリア
22040,22018,4,PotentialItem,1000,0,力の潜在能力玉(小) ×1000,LEVEL2をクリア
22041,22018,5,PotentialItem,1000,0,体の潜在能力玉(小) ×1000,LEVEL2をクリア
22042,22019,6,PotentialItem,500,0,速の潜在能力玉(中) ×500,LEVEL2を2回クリア
22043,22019,7,PotentialItem,500,0,技の潜在能力玉(中) ×500,LEVEL2を2回クリア
