id,comment
366,"素材ID=40:80個, 素材ID=41:40個, 素材ID=42:4個"
367,"素材ID=40:20個, 素材ID=41:15個, 素材ID=42:2個"
368,"素材ID=40:30個, 素材ID=41:15個, 素材ID=42:3個"
369,"素材ID=40:75個, 素材ID=41:30個, 素材ID=42:5個"
370,"必殺技Lv2以上, 素材ID=40:10個, 素材ID=41:5個"
371,"必殺技Lv2以上, 素材ID=40:10個, 素材ID=41:10個"
372,"必殺技Lv6以上, 素材ID=40:10個, 素材ID=41:10個"
373,"必殺技Lv4以上, 素材ID=40:10個, 素材ID=41:10個"
374,"必殺技Lv2以上, 素材ID=40:10個"
375,"必殺技Lv4以上, 素材ID=40:10個, 素材ID=41:5個"
376,"必殺技Lv6以上, 素材ID=40:10個, 素材ID=41:10個, 素材ID=42:1個"
377,"必殺技Lv4以上, 素材ID=40:10個, 素材ID=41:10個, 素材ID=42:1個"
378,"必殺技Lv6以上, 素材ID=40:15個, 素材ID=41:15個, 素材ID=42:2個"
379,"必殺技Lv8以上, 素材ID=40:15個, 素材ID=41:15個, 素材ID=42:2個"
380,"必殺技Lv10以上, 素材ID=40:15個, 素材ID=41:15個, 素材ID=42:2個"
381,"必殺技Lv8以上, 素材ID=40:10個, 素材ID=41:10個, 素材ID=42:1個"
382,"必殺技Lv10以上, 素材ID=40:10個, 素材ID=41:10個, 素材ID=42:1個"
383,"必殺技Lv10以上, 素材ID=40:30個, 素材ID=41:20個, 素材ID=42:3個"
384,"必殺技Lv6以上, 素材ID=40:250個, 素材ID=41:100個, 素材ID=42:15個"
385,"必殺技Lv2以上, 素材ID=40:100個, 素材ID=41:50個, 素材ID=42:5個"
386,"必殺技Lv10以上, 素材ID=40:500個, 素材ID=41:250個, 素材ID=42:30個"
387,"素材ID=43:20個, 素材ID=44:10個, 素材ID=45:1個"
388,素材ID=43:5個
389,"素材ID=43:40個, 素材ID=44:20個, 素材ID=45:2個"
390,素材ID=43:10個
391,"素材ID=43:10個, 素材ID=44:5個"
392,"素材ID=43:10個, 素材ID=44:10個, 素材ID=45:1個"
393,"素材ID=43:250個, 素材ID=44:100個, 素材ID=45:15個"
394,"素材ID=43:100個, 素材ID=44:50個, 素材ID=45:5個"
395,"素材ID=43:80個, 素材ID=44:40個, 素材ID=45:4個"
396,"素材ID=43:20個, 素材ID=44:15個, 素材ID=45:2個"
397,"素材ID=43:30個, 素材ID=44:15個, 素材ID=45:3個"
398,"素材ID=43:75個, 素材ID=44:30個, 素材ID=45:5個"
399,"必殺技Lv2以上, 素材ID=43:10個, 素材ID=44:5個"
400,"必殺技Lv2以上, 素材ID=43:10個, 素材ID=44:10個"
401,"必殺技Lv6以上, 素材ID=43:10個, 素材ID=44:10個"
402,"必殺技Lv4以上, 素材ID=43:10個, 素材ID=44:10個"
403,"必殺技Lv2以上, 素材ID=43:10個"
404,"必殺技Lv4以上, 素材ID=43:10個, 素材ID=44:5個"
405,"必殺技Lv6以上, 素材ID=43:10個, 素材ID=44:10個, 素材ID=45:1個"
406,"必殺技Lv4以上, 素材ID=43:10個, 素材ID=44:10個, 素材ID=45:1個"
407,"必殺技Lv6以上, 素材ID=43:15個, 素材ID=44:15個, 素材ID=45:2個"
408,"必殺技Lv8以上, 素材ID=43:15個, 素材ID=44:15個, 素材ID=45:2個"
409,"必殺技Lv10以上, 素材ID=43:15個, 素材ID=44:15個, 素材ID=45:2個"
410,"必殺技Lv8以上, 素材ID=43:10個, 素材ID=44:10個, 素材ID=45:1個"
411,"必殺技Lv10以上, 素材ID=43:10個, 素材ID=44:10個, 素材ID=45:1個"
412,"必殺技Lv10以上, 素材ID=43:30個, 素材ID=44:20個, 素材ID=45:3個"
413,"必殺技Lv6以上, 素材ID=43:100個, 素材ID=44:50個, 素材ID=45:5個"
414,"必殺技Lv2以上, 素材ID=43:100個, 素材ID=44:50個, 素材ID=45:5個"
415,"必殺技Lv10以上, 素材ID=43:500個, 素材ID=44:250個, 素材ID=45:30個"
416,"素材ID=46:20個, 素材ID=47:10個, 素材ID=48:1個"
417,素材ID=46:5個
418,"素材ID=46:40個, 素材ID=47:20個, 素材ID=48:2個"
419,素材ID=46:10個
420,"素材ID=46:10個, 素材ID=47:5個"
421,"素材ID=46:10個, 素材ID=47:10個, 素材ID=48:1個"
422,"素材ID=46:250個, 素材ID=47:100個, 素材ID=48:15個"
423,"素材ID=46:100個, 素材ID=47:50個, 素材ID=48:5個"
424,"素材ID=46:80個, 素材ID=47:40個, 素材ID=48:4個"
425,"素材ID=46:20個, 素材ID=47:15個, 素材ID=48:2個"
426,"素材ID=46:30個, 素材ID=47:15個, 素材ID=48:3個"
427,"素材ID=46:75個, 素材ID=47:30個, 素材ID=48:5個"
428,"必殺技Lv2以上, 素材ID=46:10個, 素材ID=47:5個"
429,"必殺技Lv2以上, 素材ID=46:10個, 素材ID=47:10個"
430,"必殺技Lv6以上, 素材ID=46:10個, 素材ID=47:10個"
431,"必殺技Lv4以上, 素材ID=46:10個, 素材ID=47:10個"
432,"必殺技Lv2以上, 素材ID=46:10個"
433,"必殺技Lv4以上, 素材ID=46:10個, 素材ID=47:5個"
434,"必殺技Lv6以上, 素材ID=46:10個, 素材ID=47:10個, 素材ID=48:1個"
435,"必殺技Lv4以上, 素材ID=46:10個, 素材ID=47:10個, 素材ID=48:1個"
436,"必殺技Lv6以上, 素材ID=46:15個, 素材ID=47:15個, 素材ID=48:2個"
437,"必殺技Lv8以上, 素材ID=46:15個, 素材ID=47:15個, 素材ID=48:2個"
438,"必殺技Lv10以上, 素材ID=46:15個, 素材ID=47:15個, 素材ID=48:2個"
439,"必殺技Lv8以上, 素材ID=46:10個, 素材ID=47:10個, 素材ID=48:1個"
440,"必殺技Lv10以上, 素材ID=46:10個, 素材ID=47:10個, 素材ID=48:1個"
441,"必殺技Lv10以上, 素材ID=46:30個, 素材ID=47:20個, 素材ID=48:3個"
442,"必殺技Lv6以上, 素材ID=46:250個, 素材ID=47:100個, 素材ID=48:15個"
443,"必殺技Lv4以上, 素材ID=46:100個, 素材ID=47:50個, 素材ID=48:5個"
444,"必殺技Lv10以上, 素材ID=46:500個, 素材ID=47:250個, 素材ID=48:30個"
445,"素材ID=49:20個, 素材ID=50:10個, 素材ID=51:1個"
446,素材ID=49:5個
447,"素材ID=49:40個, 素材ID=50:20個, 素材ID=51:2個"
448,素材ID=49:10個
449,"素材ID=49:10個, 素材ID=50:5個"
450,"素材ID=49:10個, 素材ID=50:10個, 素材ID=51:1個"
451,"素材ID=49:250個, 素材ID=50:100個, 素材ID=51:15個"
452,"素材ID=49:100個, 素材ID=50:50個, 素材ID=51:5個"
453,"素材ID=49:80個, 素材ID=50:40個, 素材ID=51:4個"
454,"素材ID=49:20個, 素材ID=50:15個, 素材ID=51:2個"
455,"素材ID=49:30個, 素材ID=50:15個, 素材ID=51:3個"
456,"素材ID=49:75個, 素材ID=50:30個, 素材ID=51:5個"
457,"必殺技Lv2以上, 素材ID=49:10個, 素材ID=50:5個"
458,"必殺技Lv2以上, 素材ID=49:10個, 素材ID=50:10個"
459,"必殺技Lv6以上, 素材ID=49:10個, 素材ID=50:10個"
460,"必殺技Lv4以上, 素材ID=49:10個, 素材ID=50:10個"
461,"必殺技Lv2以上, 素材ID=49:10個"
462,"必殺技Lv4以上, 素材ID=49:10個, 素材ID=50:5個"
463,"必殺技Lv6以上, 素材ID=49:10個, 素材ID=50:10個, 素材ID=51:1個"
464,"必殺技Lv4以上, 素材ID=49:10個, 素材ID=50:10個, 素材ID=51:1個"
465,"必殺技Lv6以上, 素材ID=49:15個, 素材ID=50:15個, 素材ID=51:2個"
466,"必殺技Lv8以上, 素材ID=49:15個, 素材ID=50:15個, 素材ID=51:2個"
467,"必殺技Lv10以上, 素材ID=49:15個, 素材ID=50:15個, 素材ID=51:2個"
468,"必殺技Lv8以上, 素材ID=49:10個, 素材ID=50:10個, 素材ID=51:1個"
469,"必殺技Lv10以上, 素材ID=49:10個, 素材ID=50:10個, 素材ID=51:1個"
470,"必殺技Lv10以上, 素材ID=49:30個, 素材ID=50:20個, 素材ID=51:3個"
471,"必殺技Lv6以上, 素材ID=49:250個, 素材ID=50:100個, 素材ID=51:15個"
472,"必殺技Lv2以上, 素材ID=49:100個, 素材ID=50:50個, 素材ID=51:5個"
473,"必殺技Lv10以上, 素材ID=49:500個, 素材ID=50:250個, 素材ID=51:30個"
474,"素材ID=52:20個, 素材ID=53:10個, 素材ID=54:1個"
475,素材ID=52:5個
476,"素材ID=52:40個, 素材ID=53:20個, 素材ID=54:2個"
477,素材ID=52:10個
478,"素材ID=52:10個, 素材ID=53:5個"
479,"素材ID=52:10個, 素材ID=53:10個, 素材ID=54:1個"
480,"素材ID=52:250個, 素材ID=53:100個, 素材ID=54:15個"
481,"素材ID=52:100個, 素材ID=53:50個, 素材ID=54:5個"
482,"素材ID=52:20個, 素材ID=53:15個, 素材ID=54:2個"
483,"素材ID=52:30個, 素材ID=53:15個, 素材ID=54:3個"
484,"素材ID=52:75個, 素材ID=53:30個, 素材ID=54:5個"
485,"必殺技Lv2以上, 素材ID=52:10個, 素材ID=53:5個"
486,"必殺技Lv2以上, 素材ID=52:10個, 素材ID=53:10個"
487,"必殺技Lv6以上, 素材ID=52:10個, 素材ID=53:10個"
488,"必殺技Lv4以上, 素材ID=52:10個, 素材ID=53:10個"
489,"必殺技Lv2以上, 素材ID=52:10個"
490,"必殺技Lv4以上, 素材ID=52:10個, 素材ID=53:5個"
491,"必殺技Lv6以上, 素材ID=52:10個, 素材ID=53:10個, 素材ID=54:1個"
492,"必殺技Lv4以上, 素材ID=52:10個, 素材ID=53:10個, 素材ID=54:1個"
493,"必殺技Lv6以上, 素材ID=52:15個, 素材ID=53:15個, 素材ID=54:2個"
494,"必殺技Lv8以上, 素材ID=52:15個, 素材ID=53:15個, 素材ID=54:2個"
495,"必殺技Lv10以上, 素材ID=52:15個, 素材ID=53:15個, 素材ID=54:2個"
496,"必殺技Lv8以上, 素材ID=52:10個, 素材ID=53:10個, 素材ID=54:1個"
497,"必殺技Lv10以上, 素材ID=52:10個, 素材ID=53:10個, 素材ID=54:1個"
498,"必殺技Lv10以上, 素材ID=52:30個, 素材ID=53:20個, 素材ID=54:3個"
499,"必殺技Lv6以上, 素材ID=52:250個, 素材ID=53:100個, 素材ID=54:15個"
500,"必殺技Lv4以上, 素材ID=52:100個, 素材ID=53:50個, 素材ID=54:5個"
501,"必殺技Lv10以上, 素材ID=52:500個, 素材ID=53:250個, 素材ID=54:30個"
502,"素材ID=55:20個, 素材ID=56:10個, 素材ID=57:1個"
503,素材ID=55:5個
504,"素材ID=55:40個, 素材ID=56:20個, 素材ID=57:2個"
505,素材ID=55:10個
506,"素材ID=55:10個, 素材ID=56:5個"
507,"素材ID=55:10個, 素材ID=56:10個, 素材ID=57:1個"
508,"素材ID=55:250個, 素材ID=56:100個, 素材ID=57:15個"
509,"素材ID=55:100個, 素材ID=56:50個, 素材ID=57:5個"
510,"素材ID=55:80個, 素材ID=56:40個, 素材ID=57:4個"
511,"素材ID=55:20個, 素材ID=56:15個, 素材ID=57:2個"
512,"素材ID=55:30個, 素材ID=56:15個, 素材ID=57:3個"
513,"素材ID=55:75個, 素材ID=56:30個, 素材ID=57:5個"
514,"必殺技Lv2以上, 素材ID=55:10個, 素材ID=56:5個"
515,"必殺技Lv2以上, 素材ID=55:10個, 素材ID=56:10個"
516,"必殺技Lv6以上, 素材ID=55:10個, 素材ID=56:10個"
517,"必殺技Lv4以上, 素材ID=55:10個, 素材ID=56:10個"
518,"必殺技Lv2以上, 素材ID=55:10個"
519,"必殺技Lv4以上, 素材ID=55:10個, 素材ID=56:5個"
520,"必殺技Lv6以上, 素材ID=55:10個, 素材ID=56:10個, 素材ID=57:1個"
521,"必殺技Lv4以上, 素材ID=55:10個, 素材ID=56:10個, 素材ID=57:1個"
522,"必殺技Lv6以上, 素材ID=55:15個, 素材ID=56:15個, 素材ID=57:2個"
523,"必殺技Lv8以上, 素材ID=55:15個, 素材ID=56:15個, 素材ID=57:2個"
524,"必殺技Lv10以上, 素材ID=55:15個, 素材ID=56:15個, 素材ID=57:2個"
525,"必殺技Lv8以上, 素材ID=55:10個, 素材ID=56:10個, 素材ID=57:1個"
526,"必殺技Lv10以上, 素材ID=55:10個, 素材ID=56:10個, 素材ID=57:1個"
527,"必殺技Lv10以上, 素材ID=55:30個, 素材ID=56:20個, 素材ID=57:3個"
528,"必殺技Lv6以上, 素材ID=55:250個, 素材ID=56:100個, 素材ID=57:15個"
529,"必殺技Lv4以上, 素材ID=55:100個, 素材ID=56:50個, 素材ID=57:5個"
530,"必殺技Lv10以上, 素材ID=55:500個, 素材ID=56:250個, 素材ID=57:30個"
531,"素材ID=58:20個, 素材ID=59:10個, 素材ID=60:1個"
532,素材ID=58:5個
533,"素材ID=58:40個, 素材ID=59:20個, 素材ID=60:2個"
534,素材ID=58:10個
535,"素材ID=58:10個, 素材ID=59:5個"
536,"素材ID=58:10個, 素材ID=59:10個, 素材ID=60:1個"
537,"素材ID=58:250個, 素材ID=59:100個, 素材ID=60:15個"
538,"素材ID=58:100個, 素材ID=59:50個, 素材ID=60:5個"
539,"素材ID=58:80個, 素材ID=59:40個, 素材ID=60:4個"
540,"素材ID=58:20個, 素材ID=59:15個, 素材ID=60:2個"
541,"素材ID=58:30個, 素材ID=59:15個, 素材ID=60:3個"
542,"素材ID=58:75個, 素材ID=59:30個, 素材ID=60:5個"
543,"必殺技Lv2以上, 素材ID=58:10個, 素材ID=59:5個"
544,"必殺技Lv2以上, 素材ID=58:10個, 素材ID=59:10個"
545,"必殺技Lv6以上, 素材ID=58:10個, 素材ID=59:10個"
546,"必殺技Lv4以上, 素材ID=58:10個, 素材ID=59:10個"
547,"必殺技Lv2以上, 素材ID=58:10個"
548,"必殺技Lv4以上, 素材ID=58:10個, 素材ID=59:5個"
549,"必殺技Lv6以上, 素材ID=58:10個, 素材ID=59:10個, 素材ID=60:1個"
550,"必殺技Lv4以上, 素材ID=58:10個, 素材ID=59:10個, 素材ID=60:1個"
551,"必殺技Lv6以上, 素材ID=58:15個, 素材ID=59:15個, 素材ID=60:2個"
552,"必殺技Lv8以上, 素材ID=58:15個, 素材ID=59:15個, 素材ID=60:2個"
553,"必殺技Lv10以上, 素材ID=58:15個, 素材ID=59:15個, 素材ID=60:2個"
554,"必殺技Lv8以上, 素材ID=58:10個, 素材ID=59:10個, 素材ID=60:1個"
555,"必殺技Lv10以上, 素材ID=58:10個, 素材ID=59:10個, 素材ID=60:1個"
556,"必殺技Lv10以上, 素材ID=58:30個, 素材ID=59:20個, 素材ID=60:3個"
557,"必殺技Lv6以上, 素材ID=58:250個, 素材ID=59:100個, 素材ID=60:15個"
558,"必殺技Lv4以上, 素材ID=58:100個, 素材ID=59:50個, 素材ID=60:5個"
559,"必殺技Lv10以上, 素材ID=58:500個, 素材ID=59:250個, 素材ID=60:30個"
560,"素材ID=61:20個, 素材ID=62:10個, 素材ID=63:1個"
561,素材ID=61:5個
562,"素材ID=61:40個, 素材ID=62:20個, 素材ID=63:2個"
563,素材ID=61:10個
564,"素材ID=61:10個, 素材ID=62:5個"
565,"素材ID=61:10個, 素材ID=62:10個, 素材ID=63:1個"
566,"素材ID=61:250個, 素材ID=62:100個, 素材ID=63:15個"
567,"素材ID=61:100個, 素材ID=62:50個, 素材ID=63:5個"
568,"素材ID=61:80個, 素材ID=62:40個, 素材ID=63:4個"
569,"素材ID=61:20個, 素材ID=62:15個, 素材ID=63:2個"
570,"素材ID=61:30個, 素材ID=62:15個, 素材ID=63:3個"
571,"素材ID=61:75個, 素材ID=62:30個, 素材ID=63:5個"
572,"必殺技Lv2以上, 素材ID=61:10個, 素材ID=62:5個"
573,"必殺技Lv2以上, 素材ID=61:10個, 素材ID=62:10個"
574,"必殺技Lv6以上, 素材ID=61:10個, 素材ID=62:10個"
575,"必殺技Lv4以上, 素材ID=61:10個, 素材ID=62:10個"
576,"必殺技Lv2以上, 素材ID=61:10個"
577,"必殺技Lv4以上, 素材ID=61:10個, 素材ID=62:5個"
578,"必殺技Lv6以上, 素材ID=61:10個, 素材ID=62:10個, 素材ID=63:1個"
579,"必殺技Lv4以上, 素材ID=61:10個, 素材ID=62:10個, 素材ID=63:1個"
580,"必殺技Lv6以上, 素材ID=61:15個, 素材ID=62:15個, 素材ID=63:2個"
581,"必殺技Lv8以上, 素材ID=61:15個, 素材ID=62:15個, 素材ID=63:2個"
582,"必殺技Lv10以上, 素材ID=61:15個, 素材ID=62:15個, 素材ID=63:2個"
583,"必殺技Lv8以上, 素材ID=61:10個, 素材ID=62:10個, 素材ID=63:1個"
584,"必殺技Lv10以上, 素材ID=61:10個, 素材ID=62:10個, 素材ID=63:1個"
585,"必殺技Lv10以上, 素材ID=61:30個, 素材ID=62:20個, 素材ID=63:3個"
586,"必殺技Lv6以上, 素材ID=61:100個, 素材ID=62:50個, 素材ID=63:5個"
587,"必殺技Lv2以上, 素材ID=61:100個, 素材ID=62:50個, 素材ID=63:5個"
588,"必殺技Lv10以上, 素材ID=61:500個, 素材ID=62:250個, 素材ID=63:30個"
589,"素材ID=64:20個, 素材ID=65:10個, 素材ID=66:1個"
590,素材ID=64:5個
591,"素材ID=64:40個, 素材ID=65:20個, 素材ID=66:2個"
592,素材ID=64:10個
593,"素材ID=64:10個, 素材ID=65:5個"
594,"素材ID=64:10個, 素材ID=65:10個, 素材ID=66:1個"
595,"素材ID=64:250個, 素材ID=65:100個, 素材ID=66:15個"
596,"素材ID=64:100個, 素材ID=65:50個, 素材ID=66:5個"
597,"素材ID=64:80個, 素材ID=65:40個, 素材ID=66:4個"
598,"素材ID=64:20個, 素材ID=65:15個, 素材ID=66:2個"
599,"素材ID=64:30個, 素材ID=65:15個, 素材ID=66:3個"
600,"素材ID=64:75個, 素材ID=65:30個, 素材ID=66:5個"
601,"必殺技Lv2以上, 素材ID=64:10個, 素材ID=65:5個"
602,"必殺技Lv2以上, 素材ID=64:10個, 素材ID=65:10個"
603,"必殺技Lv6以上, 素材ID=64:10個, 素材ID=65:10個"
604,"必殺技Lv4以上, 素材ID=64:10個, 素材ID=65:10個"
605,"必殺技Lv2以上, 素材ID=64:10個"
606,"必殺技Lv4以上, 素材ID=64:10個, 素材ID=65:5個"
607,"必殺技Lv6以上, 素材ID=64:10個, 素材ID=65:10個, 素材ID=66:1個"
608,"必殺技Lv4以上, 素材ID=64:10個, 素材ID=65:10個, 素材ID=66:1個"
609,"必殺技Lv6以上, 素材ID=64:15個, 素材ID=65:15個, 素材ID=66:2個"
610,"必殺技Lv8以上, 素材ID=64:15個, 素材ID=65:15個, 素材ID=66:2個"
611,"必殺技Lv10以上, 素材ID=64:15個, 素材ID=65:15個, 素材ID=66:2個"
612,"必殺技Lv8以上, 素材ID=64:10個, 素材ID=65:10個, 素材ID=66:1個"
613,"必殺技Lv10以上, 素材ID=64:10個, 素材ID=65:10個, 素材ID=66:1個"
614,"必殺技Lv10以上, 素材ID=64:30個, 素材ID=65:20個, 素材ID=66:3個"
615,"必殺技Lv6以上, 素材ID=64:250個, 素材ID=65:100個, 素材ID=66:15個"
616,"必殺技Lv2以上, 素材ID=64:100個, 素材ID=65:50個, 素材ID=66:5個"
617,"必殺技Lv10以上, 素材ID=64:500個, 素材ID=65:250個, 素材ID=66:30個"
618,"素材ID=67:20個, 素材ID=68:10個, 素材ID=69:1個"
619,素材ID=67:5個
620,"素材ID=67:40個, 素材ID=68:20個, 素材ID=69:2個"
621,素材ID=67:10個
622,"素材ID=67:10個, 素材ID=68:5個"
623,"素材ID=67:10個, 素材ID=68:10個, 素材ID=69:1個"
624,"素材ID=67:100個, 素材ID=68:50個, 素材ID=69:5個"
625,"素材ID=67:50個, 素材ID=68:30個, 素材ID=69:3個"
626,"素材ID=67:20個, 素材ID=68:15個, 素材ID=69:2個"
627,"素材ID=67:30個, 素材ID=68:15個, 素材ID=69:3個"
628,"素材ID=67:75個, 素材ID=68:30個, 素材ID=69:5個"
629,"必殺技Lv2以上, 素材ID=67:10個, 素材ID=68:5個"
630,"必殺技Lv2以上, 素材ID=67:10個, 素材ID=68:10個"
631,"必殺技Lv6以上, 素材ID=67:10個, 素材ID=68:10個"
632,"必殺技Lv4以上, 素材ID=67:10個, 素材ID=68:10個"
633,"必殺技Lv2以上, 素材ID=67:10個"
634,"必殺技Lv4以上, 素材ID=67:10個, 素材ID=68:5個"
635,"必殺技Lv6以上, 素材ID=67:10個, 素材ID=68:10個, 素材ID=69:1個"
636,"必殺技Lv4以上, 素材ID=67:10個, 素材ID=68:10個, 素材ID=69:1個"
637,"必殺技Lv6以上, 素材ID=67:15個, 素材ID=68:15個, 素材ID=69:2個"
638,"必殺技Lv8以上, 素材ID=67:15個, 素材ID=68:15個, 素材ID=69:2個"
639,"必殺技Lv10以上, 素材ID=67:15個, 素材ID=68:15個, 素材ID=69:2個"
640,"必殺技Lv8以上, 素材ID=67:10個, 素材ID=68:10個, 素材ID=69:1個"
641,"必殺技Lv10以上, 素材ID=67:10個, 素材ID=68:10個, 素材ID=69:1個"
642,"必殺技Lv10以上, 素材ID=67:30個, 素材ID=68:20個, 素材ID=69:3個"
643,"必殺技Lv6以上, 素材ID=67:100個, 素材ID=68:50個, 素材ID=69:5個"
644,"必殺技Lv4以上, 素材ID=67:50個, 素材ID=68:30個, 素材ID=69:3個"
645,"必殺技Lv10以上, 素材ID=67:500個, 素材ID=68:250個, 素材ID=69:30個"
646,"必殺技Lv4以上, 素材ID=67:100個, 素材ID=68:50個, 素材ID=69:5個"
647,"素材ID=70:20個, 素材ID=71:10個, 素材ID=72:1個"
648,素材ID=70:5個
649,"素材ID=70:40個, 素材ID=71:20個, 素材ID=72:2個"
650,素材ID=70:10個
651,"素材ID=70:10個, 素材ID=71:5個"
652,"素材ID=70:10個, 素材ID=71:10個, 素材ID=72:1個"
653,"素材ID=70:250個, 素材ID=71:100個, 素材ID=72:15個"
654,"素材ID=70:50個, 素材ID=71:30個, 素材ID=72:3個"
655,"素材ID=70:20個, 素材ID=71:15個, 素材ID=72:2個"
656,"素材ID=70:30個, 素材ID=71:15個, 素材ID=72:3個"
657,"素材ID=70:75個, 素材ID=71:30個, 素材ID=72:5個"
658,"必殺技Lv2以上, 素材ID=70:10個, 素材ID=71:5個"
659,"必殺技Lv2以上, 素材ID=70:10個, 素材ID=71:10個"
660,"必殺技Lv6以上, 素材ID=70:10個, 素材ID=71:10個"
661,"必殺技Lv4以上, 素材ID=70:10個, 素材ID=71:10個"
662,"必殺技Lv2以上, 素材ID=70:10個"
663,"必殺技Lv4以上, 素材ID=70:10個, 素材ID=71:5個"
664,"必殺技Lv6以上, 素材ID=70:10個, 素材ID=71:10個, 素材ID=72:1個"
665,"必殺技Lv4以上, 素材ID=70:10個, 素材ID=71:10個, 素材ID=72:1個"
666,"必殺技Lv6以上, 素材ID=70:15個, 素材ID=71:15個, 素材ID=72:2個"
667,"必殺技Lv8以上, 素材ID=70:15個, 素材ID=71:15個, 素材ID=72:2個"
668,"必殺技Lv10以上, 素材ID=70:15個, 素材ID=71:15個, 素材ID=72:2個"
669,"必殺技Lv8以上, 素材ID=70:10個, 素材ID=71:10個, 素材ID=72:1個"
670,"必殺技Lv10以上, 素材ID=70:10個, 素材ID=71:10個, 素材ID=72:1個"
671,"必殺技Lv10以上, 素材ID=70:30個, 素材ID=71:20個, 素材ID=72:3個"
672,"必殺技Lv6以上, 素材ID=70:100個, 素材ID=71:50個, 素材ID=72:5個"
673,"必殺技Lv4以上, 素材ID=70:100個, 素材ID=71:50個, 素材ID=72:5個"
674,"必殺技Lv10以上, 素材ID=70:250個, 素材ID=71:100個, 素材ID=72:15個"
675,"素材ID=73:20個, 素材ID=74:10個, 素材ID=75:1個"
676,素材ID=73:5個
677,"素材ID=73:40個, 素材ID=74:20個, 素材ID=75:2個"
678,素材ID=73:10個
679,"素材ID=73:10個, 素材ID=74:5個"
680,"素材ID=73:10個, 素材ID=74:10個, 素材ID=75:1個"
681,"素材ID=73:250個, 素材ID=74:100個, 素材ID=75:15個"
682,"素材ID=73:50個, 素材ID=74:30個, 素材ID=75:3個"
683,"素材ID=73:20個, 素材ID=74:15個, 素材ID=75:2個"
684,"素材ID=73:30個, 素材ID=74:15個, 素材ID=75:3個"
685,"素材ID=73:75個, 素材ID=74:30個, 素材ID=75:5個"
686,"必殺技Lv2以上, 素材ID=73:10個, 素材ID=74:5個"
687,"必殺技Lv2以上, 素材ID=73:10個, 素材ID=74:10個"
688,"必殺技Lv6以上, 素材ID=73:10個, 素材ID=74:10個"
689,"必殺技Lv4以上, 素材ID=73:10個, 素材ID=74:10個"
690,"必殺技Lv2以上, 素材ID=73:10個"
691,"必殺技Lv4以上, 素材ID=73:10個, 素材ID=74:5個"
692,"必殺技Lv6以上, 素材ID=73:10個, 素材ID=74:10個, 素材ID=75:1個"
693,"必殺技Lv4以上, 素材ID=73:10個, 素材ID=74:10個, 素材ID=75:1個"
694,"必殺技Lv6以上, 素材ID=73:15個, 素材ID=74:15個, 素材ID=75:2個"
695,"必殺技Lv8以上, 素材ID=73:15個, 素材ID=74:15個, 素材ID=75:2個"
696,"必殺技Lv10以上, 素材ID=73:15個, 素材ID=74:15個, 素材ID=75:2個"
697,"必殺技Lv8以上, 素材ID=73:10個, 素材ID=74:10個, 素材ID=75:1個"
698,"必殺技Lv10以上, 素材ID=73:10個, 素材ID=74:10個, 素材ID=75:1個"
699,"必殺技Lv10以上, 素材ID=73:30個, 素材ID=74:20個, 素材ID=75:3個"
700,"必殺技Lv6以上, 素材ID=73:100個, 素材ID=74:50個, 素材ID=75:5個"
701,"必殺技Lv4以上, 素材ID=73:100個, 素材ID=74:50個, 素材ID=75:5個"
702,"必殺技Lv10以上, 素材ID=73:250個, 素材ID=74:100個, 素材ID=75:15個"
703,"素材ID=76:20個, 素材ID=77:10個, 素材ID=78:1個"
704,素材ID=76:5個
705,"素材ID=76:40個, 素材ID=77:20個, 素材ID=78:2個"
706,素材ID=76:10個
707,"素材ID=76:10個, 素材ID=77:5個"
708,"素材ID=76:10個, 素材ID=77:10個, 素材ID=78:1個"
709,"素材ID=76:250個, 素材ID=77:100個, 素材ID=78:15個"
710,"素材ID=76:100個, 素材ID=77:50個, 素材ID=78:5個"
711,"素材ID=76:80個, 素材ID=77:40個, 素材ID=78:4個"
712,"素材ID=76:20個, 素材ID=77:15個, 素材ID=78:2個"
713,"素材ID=76:30個, 素材ID=77:15個, 素材ID=78:3個"
714,"素材ID=76:75個, 素材ID=77:30個, 素材ID=78:5個"
715,"必殺技Lv2以上, 素材ID=76:10個, 素材ID=77:5個"
716,"必殺技Lv2以上, 素材ID=76:10個, 素材ID=77:10個"
717,"必殺技Lv6以上, 素材ID=76:10個, 素材ID=77:10個"
718,"必殺技Lv4以上, 素材ID=76:10個, 素材ID=77:10個"
719,"必殺技Lv2以上, 素材ID=76:10個"
720,"必殺技Lv4以上, 素材ID=76:10個, 素材ID=77:5個"
721,"必殺技Lv6以上, 素材ID=76:10個, 素材ID=77:10個, 素材ID=78:1個"
722,"必殺技Lv4以上, 素材ID=76:10個, 素材ID=77:10個, 素材ID=78:1個"
723,"必殺技Lv6以上, 素材ID=76:15個, 素材ID=77:15個, 素材ID=78:2個"
724,"必殺技Lv8以上, 素材ID=76:15個, 素材ID=77:15個, 素材ID=78:2個"
725,"必殺技Lv10以上, 素材ID=76:15個, 素材ID=77:15個, 素材ID=78:2個"
726,"必殺技Lv8以上, 素材ID=76:10個, 素材ID=77:10個, 素材ID=78:1個"
727,"必殺技Lv10以上, 素材ID=76:10個, 素材ID=77:10個, 素材ID=78:1個"
728,"必殺技Lv10以上, 素材ID=76:30個, 素材ID=77:20個, 素材ID=78:3個"
