id,title,description,weight,image_name,start_at,end_at
186,地球まるごと！宇宙最強CPカウントダウン 1日,地球まるごと！宇宙最強CPまであと1日！,100,dl_countdown_tips_image_20220825,2022-08-25 06:00:00,2022-08-26 05:59:59
187,8周年まであと7日,8周年まであと7日,100,8th_countdown_tips_image_20230122,2023-01-22 06:00:00,2023-01-23 05:59:59
188,8周年まであと6日,8周年まであと6日,100,8th_countdown_tips_image_20230123,2023-01-23 06:00:00,2023-01-24 05:59:59
189,8周年まであと5日,8周年まであと5日,100,8th_countdown_tips_image_20230124,2023-01-24 06:00:00,2023-01-25 05:59:59
190,8周年まであと4日,8周年まであと4日,100,8th_countdown_tips_image_20230125,2023-01-25 06:00:00,2023-01-26 05:59:59
191,8周年まであと3日,8周年まであと3日,100,8th_countdown_tips_image_20230126,2023-01-26 06:00:00,2023-01-27 05:59:59
192,8周年まであと2日,8周年まであと2日,100,8th_countdown_tips_image_20230127,2023-01-27 06:00:00,2023-01-28 05:59:59
193,8周年まであと1日,8周年まであと1日,100,8th_countdown_tips_image_20230128,2023-01-28 06:00:00,2023-01-29 05:59:59
194,8周年CPエンディングA,8周年CPエンディングA,100,8th_anniversary_image_A,2023-02-24 06:00:00,2023-03-06 07:59:59
195,8周年CPエンディングB,8周年CPエンディングB,100,8th_anniversary_image_B,2023-02-24 06:00:00,2023-03-06 07:59:59
196,8周年CPエンディングC,8周年CPエンディングC,100,8th_anniversary_image_C,2023-02-24 06:00:00,2023-03-06 07:59:59
197,8周年CPエンディングD,8周年CPエンディングD,100,8th_anniversary_image_D,2023-02-24 06:00:00,2023-03-06 07:59:59
198,8周年CPエンディングE,8周年CPエンディングE,100,8th_anniversary_image_E,2023-02-24 06:00:00,2023-03-06 07:59:59
199,8周年CPエンディングF,8周年CPエンディングF,100,8th_anniversary_image_F,2023-02-24 06:00:00,2023-03-06 07:59:59
200,8周年CPエンディングG,8周年CPエンディングG,100,8th_anniversary_image_G,2023-02-24 06:00:00,2023-03-06 07:59:59
201,地球まるごと！時空超越CPカウントダウン 7日,地球まるごと！時空超越CPまであと7日！,100,dl_countdown_tips_image_20230818,2023-08-18 06:00:00,2023-08-19 05:59:59
202,地球まるごと！時空超越CPカウントダウン 6日,地球まるごと！時空超越CPまであと6日！,100,dl_countdown_tips_image_20230819,2023-08-19 06:00:00,2023-08-20 05:59:59
203,地球まるごと！時空超越CPカウントダウン 5日,地球まるごと！時空超越CPまであと5日！,100,dl_countdown_tips_image_20230820,2023-08-20 06:00:00,2023-08-21 05:59:59
204,地球まるごと！時空超越CPカウントダウン 4日,地球まるごと！時空超越CPまであと4日！,100,dl_countdown_tips_image_20230821,2023-08-21 06:00:00,2023-08-22 05:59:59
205,地球まるごと！時空超越CPカウントダウン 3日,地球まるごと！時空超越CPまであと3日！,100,dl_countdown_tips_image_20230822,2023-08-22 06:00:00,2023-08-23 05:59:59
206,地球まるごと！時空超越CPカウントダウン 2日,地球まるごと！時空超越CPまであと2日！,100,dl_countdown_tips_image_20230823,2023-08-23 06:00:00,2023-08-24 05:59:59
207,地球まるごと！時空超越CPカウントダウン 1日,地球まるごと！時空超越CPまであと1日！,100,dl_countdown_tips_image_20230824,2023-08-24 06:00:00,2023-08-25 05:59:59
208,9周年まであと7日,9周年まであと7日,100,9th_countdown_tips_image_20240122,2024-01-22 06:00:00,2024-01-23 05:59:59
209,9周年まであと6日,9周年まであと6日,100,9th_countdown_tips_image_20240123,2024-01-23 06:00:00,2024-01-24 05:59:59
210,9周年まであと5日,9周年まであと5日,100,9th_countdown_tips_image_20240124,2024-01-24 06:00:00,2024-01-25 05:59:59
211,9周年まであと4日,9周年まであと4日,100,9th_countdown_tips_image_20240125,2024-01-25 06:00:00,2024-01-26 05:59:59
212,9周年まであと3日,9周年まであと3日,100,9th_countdown_tips_image_20240126,2024-01-26 06:00:00,2024-01-27 05:59:59
213,9周年まであと2日,9周年まであと2日,100,9th_countdown_tips_image_20240127,2024-01-27 06:00:00,2024-01-28 05:59:59
214,9周年まであと1日,9周年まであと1日,100,9th_countdown_tips_image_20240128,2024-01-28 06:00:00,2024-01-29 03:59:59
