id,quest_id,type,card_category_id,quest_category_bonus_rarity_table_id
402,386001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,100
403,386002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,100
404,386003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,100
405,386004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,100
406,386005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,100
407,386006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,100
408,386007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,100
409,386008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,100
410,386009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,100
411,386010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,100
412,385001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,40,100
413,385002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,40,100
414,385003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,40,100
415,385004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,40,100
416,385005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,40,100
417,385006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,40,100
418,215001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,48,100
419,351001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,70,100
420,351002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,70,100
421,351003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,70,100
422,351004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,70,100
423,351005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,70,100
424,338001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,71,100
425,338002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,71,100
426,338003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,71,100
427,338004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,71,100
428,338005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,71,100
429,338006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,71,100
430,607001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
431,607002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
432,607003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
433,322001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
434,322002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
435,322003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
436,322004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
437,322005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
438,322006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
439,322007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
440,322008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
441,322009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
442,322010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
443,324001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
444,324002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
445,324003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
446,324004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
447,324005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
448,324006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
449,324007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
450,324008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
451,324009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
452,324010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
453,345001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,35,100
454,345002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,35,100
455,345003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,35,100
456,345004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,35,100
457,345005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,35,100
458,345006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,35,100
459,345007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,35,100
460,388001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
461,388002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
462,388003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
463,388004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
464,388005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
465,388006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
466,388007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
467,388008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
468,388009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
469,388010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
470,389001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,14,100
471,389002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,14,100
472,389003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,14,100
473,389004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,14,100
474,392001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,41,100
475,392002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,41,100
476,392003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,41,100
477,392004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,41,100
478,392005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,41,100
479,392006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,41,100
480,392007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,41,100
481,389005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,14,100
482,389006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,14,100
483,389007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,14,100
484,391001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,48,100
485,391002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,48,100
486,391003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,48,100
487,391004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,48,100
488,391005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,48,100
489,224001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,28,100
490,224002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,28,100
491,901001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
492,901002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
493,901003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
494,901004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
495,901005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
496,901006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
497,901007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
498,901008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
499,901009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
500,901010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
501,901011,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
502,901012,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
503,212003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,100
504,212004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,100
505,232001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,1,100
506,232002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,1,100
507,902001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
508,902002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
509,902003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
510,902004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
511,902005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
512,902006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
513,902007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
514,902008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
515,902009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
516,902010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
517,411001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,100
518,411002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,100
519,411003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,100
520,393001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,100
521,393002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,100
522,393003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,100
523,394001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,100
524,394002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,100
525,394003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,100
526,395001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,100
527,395002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,100
528,395003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,100
529,393004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,100
530,393005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,100
531,393006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,100
532,394004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,100
533,394005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,100
534,394006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,100
535,395004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,100
536,395005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,100
537,395006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,100
538,396001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,33,100
539,396002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,33,100
540,396003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,33,100
541,415001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,59,100
542,415002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,59,100
543,415003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,59,100
544,234001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,72,100
545,234002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,72,100
546,903001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
547,903002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
548,903003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
549,903004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
550,903005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
551,903006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
552,903007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
553,421001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
554,421002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
555,421003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
556,414001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,100
557,414002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,100
558,414003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,100
559,904001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
560,904002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
561,904003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
562,904004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
563,904005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
564,904006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
565,904007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
566,904008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
567,904009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
568,904010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
569,406001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,40,100
570,406002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,40,100
571,406003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,40,100
572,406004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,40,100
573,235001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,66,100
574,235002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,66,100
575,235003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,66,100
576,408001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,26,100
577,408002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,26,100
578,408003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,26,100
579,905001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,54,100
580,905002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,54,100
581,905003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,54,100
582,905004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,54,100
583,905005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,54,100
584,905006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,54,100
585,905007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,54,100
586,905008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,54,100
587,409001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,41,100
588,409002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,41,100
589,409003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,41,100
590,397001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,67,100
591,397002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,67,100
592,397003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,67,100
593,397004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,67,100
594,413001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
595,413002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
596,413003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
597,397005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,67,100
598,397006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,67,100
599,397007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,67,100
600,397008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,67,100
601,906001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,100
602,906002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,100
603,906003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,100
604,906004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,100
605,906005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,100
606,906006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,100
607,906007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,100
608,397009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,67,100
609,397010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,67,100
610,398001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
611,398002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
612,398003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
613,398004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
614,398005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
615,412001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,44,100
616,412002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,44,100
617,412003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,44,100
618,239001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,44,100
619,239002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,44,100
620,235004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,66,100
621,235005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,66,100
622,235006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,66,100
623,152001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,58,100
624,152002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,58,100
625,242001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,100
626,242002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,100
627,907001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,100
628,907002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,100
629,907003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,100
630,907004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,100
631,907005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,100
632,907006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,100
633,907007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,100
634,907008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,100
635,417001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,86,100
636,417002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,86,100
637,417003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,86,100
638,399001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,88,100
639,399002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,88,100
640,399003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,88,100
641,399004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,88,100
642,399005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,88,100
643,399006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,88,100
644,1303001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,82,100
645,1303002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,82,100
646,1303003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,82,100
647,1303004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,82,100
648,1303005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,82,100
649,1303006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,82,100
650,1303007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,82,100
651,1301001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,89,100
652,1301002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,89,100
653,1301003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,89,100
654,1301004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,89,100
655,1301005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,89,100
656,1301006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,89,100
657,1301007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,89,100
658,1301008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,89,100
659,1302001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,37,100
660,1302002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,37,100
661,1302003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,37,100
662,1302004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,37,100
663,1302005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,37,100
664,1302006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,37,100
665,1302007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,37,100
666,1302008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,37,100
667,418001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
668,418002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
669,418003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
670,418004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
671,418005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,74,100
672,251001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,87,100
673,404001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,37,100
674,404002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,37,100
675,404003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,37,100
676,908001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,52,100
677,908002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,52,100
678,908003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,52,100
679,908004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,52,100
680,908005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,52,100
681,908006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,52,100
682,908007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,52,100
683,908008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,52,100
684,405001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
685,405002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
686,405003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
687,909001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
688,909002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
689,909003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
690,909004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
691,909005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
692,909006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
693,909007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
694,909008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
695,909009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,34,100
696,911001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
697,911002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
698,911003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
699,911004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
700,911005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
701,911006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
702,911007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
703,911008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
704,911009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,62,100
705,401001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,89,100
706,401002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,89,100
707,401003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,89,100
708,263001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,100
709,328008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,100
710,328009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,100
711,328010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,100
712,1304001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,81,100
713,1304002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,81,100
714,1304003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,81,100
715,912001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
716,912002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
717,912003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
718,912004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
719,912005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
720,912006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
721,912007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
722,912008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,64,100
723,416001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,100
724,416002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,100
725,416003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,100
726,1304004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,81,100
727,1304005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,81,100
728,1304006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,81,100
729,1304007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,81,100
730,1304008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,81,100
731,264001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,89,100
732,264002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,89,100
733,913001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
734,913002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
735,913003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
736,913004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
737,913005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
738,913006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
739,913007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
740,913008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
741,913009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
742,913010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
743,913011,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
744,913012,QuestCategoryBonus::SugorokuStart::AdditionalDrop,65,100
745,422001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,26,100
746,422002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,26,100
747,422003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,26,100
748,266001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,100
749,266002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,100
750,608001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,86,100
751,608002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,86,100
752,608003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,86,100
753,914001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,71,100
754,914002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,71,100
755,914003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,71,100
756,914004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,71,100
757,914005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,71,100
758,914006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,71,100
759,1306001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
760,1306002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
761,1306003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
762,1305001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,92,100
763,1305002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,92,100
764,1305003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,92,100
765,1305004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,92,100
766,1305005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,92,100
767,1306004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
768,1306005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
769,1306006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
770,269001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,88,54
771,269001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,92,54
772,915001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,79,100
773,915002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,79,100
774,915003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,79,100
775,915004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,79,100
776,915005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,79,100
777,915006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,79,100
