id,budokai_id,priority,player_description,announcer_description,additional_hp_percent,max_hp_percent,additional_atk_percent,max_atk_percent,additional_def_percent,max_def_percent,additional_point_percent
2908,29,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900
2909,29,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400
2910,29,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900
2911,29,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400
2912,29,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900
3001,30,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0
3002,30,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100
3003,30,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150
3004,30,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200
3005,30,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250
3006,30,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400
3007,30,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600
3008,30,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900
3009,30,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400
3010,30,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900
3011,30,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400
3012,30,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900
3101,31,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0
3102,31,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100
3103,31,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150
3104,31,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200
3105,31,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250
3106,31,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400
3107,31,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600
3108,31,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900
3109,31,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400
3110,31,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900
3111,31,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400
3112,31,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900
3201,32,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0
3202,32,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100
3203,32,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150
3204,32,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200
3205,32,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250
3206,32,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400
3207,32,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600
3208,32,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900
3209,32,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400
3210,32,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900
3211,32,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400
3212,32,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900
3301,33,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0
3302,33,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100
3303,33,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150
3304,33,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200
3305,33,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250
3306,33,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400
3307,33,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600
3308,33,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900
3309,33,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400
3310,33,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900
3311,33,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400
3312,33,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900
3401,34,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0
3402,34,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100
3403,34,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150
3404,34,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200
3405,34,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250
3406,34,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400
3407,34,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600
3408,34,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900
3409,34,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400
3410,34,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900
3411,34,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400
3412,34,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900
3501,35,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0
3502,35,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100
3503,35,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150
3504,35,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200
3505,35,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250
3506,35,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400
3507,35,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600
3508,35,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900
3509,35,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400
3510,35,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900
3511,35,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400
3512,35,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900
3601,36,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0
3602,36,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100
3603,36,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150
3604,36,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200
3605,36,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250
3606,36,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400
3607,36,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600
3608,36,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900
3609,36,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400
3610,36,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900
3611,36,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400
3612,36,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900
3701,37,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0
3702,37,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100
3703,37,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150
3704,37,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200
3705,37,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250
3706,37,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400
3707,37,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600
3708,37,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900
3709,37,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400
3710,37,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900
3711,37,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400
3712,37,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900
3801,38,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0
3802,38,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100
3803,38,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150
3804,38,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200
3805,38,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250
3806,38,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400
3807,38,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600
3808,38,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900
3809,38,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400
3810,38,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900
3811,38,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400
3812,38,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900
3901,39,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0
3902,39,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100
3903,39,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150
3904,39,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200
3905,39,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250
3906,39,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400
3907,39,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600
3908,39,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900
3909,39,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400
3910,39,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900
3911,39,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400
3912,39,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900
4001,40,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0
4002,40,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100
4003,40,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150
4004,40,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200
4005,40,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250
4006,40,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400
4007,40,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600
4008,40,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900
4009,40,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400
4010,40,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900
4011,40,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400
4012,40,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900
4101,41,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0
4102,41,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100
4103,41,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150
4104,41,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200
4105,41,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250
4106,41,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400
4107,41,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600
4108,41,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900
4109,41,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400
4110,41,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900
4111,41,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400
4112,41,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900
4201,42,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0
4202,42,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100
4203,42,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150
4204,42,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200
4205,42,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250
4206,42,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400
4207,42,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600
4208,42,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900
4209,42,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400
4210,42,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900
4211,42,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400
4212,42,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900
4301,43,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0
4302,43,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100
