id,optimal_awakening_grow_type,step,lv_max,skill_lv_max,passive_skill_set_id,leader_skill_set_id
769,108,6,135,14,2275.0,1021442
770,108,7,140,15,2275.0,1021442
771,109,1,125,10,833.0,101029
772,109,2,125,11,833.0,101029
773,109,3,130,11,833.0,101029
774,109,4,130,12,833.0,101029
775,109,5,130,13,833.0,1010291
776,109,6,135,14,833.0,1010291
777,109,7,140,15,2303.0,1010291
778,110,1,125,10,873.0,101085
779,110,2,125,11,873.0,101085
780,110,3,130,11,873.0,101085
781,110,4,130,12,873.0,101085
782,110,5,130,13,873.0,1010851
783,110,6,135,14,873.0,1010851
784,110,7,140,15,2320.0,1010851
785,111,1,125,10,637.0,100861
786,111,2,125,11,637.0,100861
787,111,3,130,11,637.0,100861
788,111,4,130,12,637.0,100861
789,111,5,130,13,637.0,1008611
790,111,6,135,14,637.0,1008611
791,111,7,140,15,2321.0,1008611
792,112,1,125,10,638.0,100862
793,112,2,125,11,638.0,100862
794,112,3,130,11,638.0,100862
795,112,4,130,12,638.0,100862
796,112,5,130,13,638.0,1008621
797,112,6,135,14,638.0,1008621
798,112,7,140,15,2322.0,1008621
799,113,1,125,10,694.0,100854
800,113,2,125,11,694.0,100854
801,113,3,130,11,694.0,100854
802,113,4,130,12,694.0,100854
803,113,5,130,13,694.0,1008541
804,113,6,135,14,694.0,1008541
805,113,7,140,15,2331.0,1008541
806,114,1,125,10,774.0,100666
807,114,2,125,11,774.0,100666
808,114,3,130,11,774.0,100666
809,114,4,130,12,774.0,100666
810,114,5,130,13,774.0,1006661
811,114,6,135,14,774.0,1006661
812,114,7,140,15,2332.0,1006661
813,115,1,125,10,875.0,101087
814,115,2,125,11,875.0,101087
815,115,3,130,11,875.0,101087
816,115,4,130,12,875.0,101087
817,115,5,130,13,875.0,1010871
818,115,6,135,14,875.0,1010871
819,115,7,140,15,2341.0,1010871
820,116,1,125,10,1432.0,101646
821,116,2,125,11,1432.0,101646
822,116,3,130,11,1432.0,101646
823,116,4,130,12,1432.0,101646
824,116,5,130,13,1432.0,1016461
825,116,6,135,14,1432.0,1016461
826,116,7,140,15,2352.0,1016461
827,117,1,125,10,1433.0,101649
828,117,2,125,11,1433.0,101649
829,117,3,130,11,1433.0,101649
830,117,4,130,12,1433.0,101649
831,117,5,130,13,1433.0,1016491
832,117,6,135,14,1433.0,1016491
833,117,7,140,15,2353.0,1016491
834,1008,1,150,22,2359.0,1021621
835,1008,2,150,24,2359.0,1021621
836,1008,3,150,25,2363.0,1021621
837,118,1,125,10,2360.0,1021641
838,118,2,125,11,2360.0,1021641
839,118,3,130,11,2364.0,1021641
840,118,4,130,12,2364.0,1021641
841,118,5,130,13,2364.0,1021642
842,118,6,135,14,2364.0,1021642
843,118,7,140,15,2365.0,1021642
844,119,1,125,10,2361.0,1021541
845,119,2,125,11,2361.0,1021541
846,119,3,130,11,2366.0,1021541
847,119,4,130,12,2366.0,1021541
848,119,5,130,13,2366.0,1021542
849,119,6,135,14,2366.0,1021542
850,119,7,140,15,2367.0,1021542
851,120,1,125,10,2362.0,1021701
852,120,2,125,11,2362.0,1021701
853,120,3,130,11,2368.0,1021701
854,120,4,130,12,2368.0,1021701
855,120,5,130,13,2368.0,1021702
856,120,6,135,14,2368.0,1021702
857,120,7,140,15,2389.0,1021702
858,121,1,125,10,1127.0,101354
859,121,2,125,11,1127.0,101354
860,121,3,130,11,1127.0,101354
861,121,4,130,12,1127.0,101354
862,121,5,130,13,1127.0,1013541
863,121,6,135,14,1127.0,1013541
864,121,7,140,15,2375.0,1013541
865,122,1,125,10,1128.0,101354
866,122,2,125,11,1128.0,101354
867,122,3,130,11,1128.0,101354
868,122,4,130,12,1128.0,101354
869,122,5,130,13,1128.0,1013541
870,122,6,135,14,1128.0,1013541
871,122,7,140,15,2376.0,1013541
872,1009,1,150,22,1293.0,1014971
873,1009,2,150,24,1293.0,1014971
874,1009,3,150,25,2383.0,1014971
875,1010,1,150,22,887.0,1010441
876,1010,2,150,24,887.0,1010441
877,1010,3,150,25,2388.0,1010441
878,123,1,125,10,911.0,100566
879,123,2,125,11,911.0,100566
880,123,3,130,11,911.0,100566
881,123,4,130,12,911.0,100566
882,123,5,130,13,911.0,1005661
883,123,6,135,14,911.0,1005661
884,123,7,140,15,2394.0,1005661
885,124,1,125,10,912.0,100567
886,124,2,125,11,912.0,100567
887,124,3,130,11,912.0,100567
888,124,4,130,12,912.0,100567
889,124,5,130,13,912.0,1005671
890,124,6,135,14,912.0,1005671
891,124,7,140,15,2395.0,1005671
892,125,1,125,10,910.0,100807
893,125,2,125,11,910.0,100807
894,125,3,130,11,910.0,100807
895,125,4,130,12,910.0,100807
896,125,5,130,13,910.0,1008071
897,125,6,135,14,910.0,1008071
898,125,7,140,15,2396.0,1008071
899,126,1,125,10,901.0,101106
900,126,2,125,11,901.0,101106
901,126,3,130,11,901.0,101106
902,126,4,130,12,901.0,101106
903,126,5,130,13,901.0,1011061
904,126,6,135,14,901.0,1011061
905,126,7,140,15,2397.0,1011061
906,127,1,125,10,2400.0,1021491
907,127,2,125,11,2400.0,1021491
908,127,3,130,11,2402.0,1021491
909,127,4,130,12,2402.0,1021491
910,127,5,130,13,2402.0,1021492
911,127,6,135,14,2402.0,1021492
912,127,7,140,15,2403.0,1021492
913,128,1,125,10,2401.0,1021501
914,128,2,125,11,2401.0,1021501
915,128,3,130,11,2404.0,1021501
916,128,4,130,12,2404.0,1021501
917,128,5,130,13,2404.0,1021502
918,128,6,135,14,2404.0,1021502
919,128,7,140,15,2405.0,1021502
920,129,1,125,10,1999.0,1018721
921,129,2,125,11,1999.0,1018721
922,129,3,130,11,2410.0,1018721
923,129,4,130,12,2410.0,1018721
924,129,5,130,13,2410.0,1018722
925,129,6,135,14,2410.0,1018722
926,129,7,140,15,2411.0,1018722
927,130,1,125,10,2000.0,1018721
928,130,2,125,11,2000.0,1018721
929,130,3,130,11,2412.0,1018721
930,130,4,130,12,2412.0,1018721
931,130,5,130,13,2412.0,1018722
932,130,6,135,14,2412.0,1018722
933,130,7,140,15,2413.0,1018722
934,131,1,125,10,2002.0,1018701
935,131,2,125,11,2002.0,1018701
936,131,3,130,11,2414.0,1018701
937,131,4,130,12,2414.0,1018701
938,131,5,130,13,2414.0,1018702
939,131,6,135,14,2414.0,1018702
940,131,7,140,15,2415.0,1018702
941,132,1,125,10,1060.0,101242
942,132,2,125,11,1060.0,101242
943,132,3,130,11,1060.0,101242
944,132,4,130,12,1060.0,101242
945,132,5,130,13,1060.0,1012421
946,132,6,135,14,1060.0,1012421
947,132,7,140,15,2416.0,1012421
948,133,1,125,10,1070.0,101242
949,133,2,125,11,1070.0,101242
950,133,3,130,11,1070.0,101242
951,133,4,130,12,1070.0,101242
952,133,5,130,13,1070.0,1012421
953,133,6,135,14,1070.0,1012421
954,133,7,140,15,1070.0,1012421
955,134,1,125,10,779.0,100943
956,134,2,125,11,779.0,100943
957,134,3,130,11,779.0,100943
958,134,4,130,12,779.0,100943
959,134,5,130,13,779.0,1009431
960,134,6,135,14,779.0,1009431
961,134,7,140,15,2434.0,1009431
962,135,1,125,10,781.0,100983
963,135,2,125,11,781.0,100983
964,135,3,130,11,781.0,100983
965,135,4,130,12,781.0,100983
966,135,5,130,13,781.0,1009831
967,135,6,135,14,781.0,1009831
968,135,7,140,15,2435.0,1009831
969,136,1,125,10,1901.0,1018221
970,136,2,125,11,1901.0,1018221
971,136,3,130,11,2436.0,1018221
972,136,4,130,12,2436.0,1018221
973,136,5,130,13,2436.0,1018222
974,136,6,135,14,2436.0,1018222
975,136,7,140,15,2437.0,1018222
976,137,1,125,10,1417.0,1016301
977,137,2,125,11,1417.0,1016301
978,137,3,130,11,2438.0,1016301
979,137,4,130,12,2438.0,1016301
980,137,5,130,13,2438.0,1016302
981,137,6,135,14,2438.0,1016302
982,137,7,140,15,2439.0,1016302
983,138,1,125,10,2249.0,1021101
984,138,2,125,11,2249.0,1021101
985,138,3,130,11,2440.0,1021101
986,138,4,130,12,2440.0,1021101
987,138,5,130,13,2440.0,1021102
988,138,6,135,14,2440.0,1021102
989,138,7,140,15,2441.0,1021102
990,1011,1,150,22,1418.0,1015911
991,1011,2,150,24,1418.0,1015911
992,1011,3,150,25,2442.0,1015911
993,139,1,125,10,680.0,100633
994,139,2,125,11,680.0,100633
995,139,3,130,11,680.0,100633
996,139,4,130,12,680.0,100633
997,139,5,130,13,680.0,1006331
998,139,6,135,14,680.0,1006331
999,139,7,140,15,2446.0,1006331
1000,140,1,125,10,818.0,100909
1001,140,2,125,11,818.0,100909
1002,140,3,130,11,818.0,100909
1003,140,4,130,12,818.0,100909
1004,140,5,130,13,818.0,1009091
1005,140,6,135,14,818.0,1009091
1006,140,7,140,15,2449.0,1009091
1007,1012,1,150,22,816.0,1010071
1008,1012,2,150,24,816.0,1010071
1009,1012,3,150,25,2454.0,1010071
1010,1013,1,150,22,1247.0,1013391
1011,1013,2,150,24,1247.0,1013391
1012,1013,3,150,25,2458.0,1013391
1013,141,1,125,10,695.0,100855
1014,141,2,125,11,695.0,100855
1015,141,3,130,11,695.0,100855
1016,141,4,130,12,695.0,100855
1017,141,5,130,13,695.0,1008551
1018,141,6,135,14,695.0,1008551
1019,141,7,140,15,2472.0,1008551
1020,142,1,125,10,696.0,1008571
1021,142,2,125,11,696.0,1008571
1022,142,3,130,11,2473.0,1008571
1023,142,4,130,12,2473.0,1008571
1024,142,5,130,13,2473.0,1008572
1025,142,6,135,14,2473.0,1008572
1026,142,7,140,15,2474.0,1008572
1027,143,1,125,10,753.0,100674
1028,143,2,125,11,753.0,100674
1029,143,3,130,11,753.0,100674
1030,143,4,130,12,753.0,100674
1031,143,5,130,13,753.0,1006741
1032,143,6,135,14,753.0,1006741
1033,143,7,140,15,2475.0,1006741
1034,144,1,125,10,754.0,100575
1035,144,2,125,11,754.0,100575
1036,144,3,130,11,754.0,100575
1037,144,4,130,12,754.0,100575
1038,144,5,130,13,754.0,1005751
1039,144,6,135,14,754.0,1005751
1040,144,7,140,15,2476.0,1005751
1041,1014,1,150,22,1665.0,1017381
1042,1014,2,150,24,1665.0,1017381
1043,1014,3,150,25,2477.0,1017381
1044,145,1,125,10,828.0,101026
1045,145,2,125,11,828.0,101026
1046,145,3,130,11,828.0,101026
1047,145,4,130,12,828.0,101026
1048,145,5,130,13,828.0,1010261
1049,145,6,135,14,828.0,1010261
1050,145,7,140,15,2480.0,1010261
1051,1015,1,150,22,843.0,1010161
1052,1015,2,150,24,843.0,1010161
1053,1015,3,150,25,2481.0,1010161
1054,146,1,125,10,840.0,100677
1055,146,2,125,11,840.0,100677
1056,146,3,130,11,840.0,100677
1057,146,4,130,12,840.0,100677
1058,146,5,130,13,840.0,1006771
1059,146,6,135,14,840.0,1006771
1060,146,7,140,15,2490.0,1006771
1061,147,1,125,10,983.0,101137
1062,147,2,125,11,983.0,101137
1063,147,3,130,11,983.0,101137
1064,147,4,130,12,983.0,101137
1065,147,5,130,13,983.0,1011371
1066,147,6,135,14,983.0,1011371
1067,147,7,140,15,2491.0,1011371
1068,148,1,125,10,876.0,101094
1069,148,2,125,11,876.0,101094
1070,148,3,130,11,876.0,101094
1071,148,4,130,12,876.0,101094
1072,148,5,130,13,876.0,1010941
1073,148,6,135,14,876.0,1010941
1074,148,7,140,15,2496.0,1010941
1075,149,1,125,10,1275.0,101482
1076,149,2,125,11,1275.0,101482
1077,149,3,130,11,1275.0,101482
1078,149,4,130,12,1275.0,101482
1079,149,5,130,13,1275.0,1014821
1080,149,6,135,14,1275.0,1014821
1081,149,7,140,15,2497.0,1014821
1082,150,1,125,10,1277.0,101482
1083,150,2,125,11,1277.0,101482
1084,150,3,130,11,1277.0,101482
1085,150,4,130,12,1277.0,101482
1086,150,5,130,13,1277.0,1014821
1087,150,6,135,14,1277.0,1014821
1088,150,7,140,15,2498.0,1014821
1089,151,1,125,10,1279.0,101482
1090,151,2,125,11,1279.0,101482
1091,151,3,130,11,1279.0,101482
1092,151,4,130,12,1279.0,101482
1093,151,5,130,13,1279.0,1014821
1094,151,6,135,14,1279.0,1014821
1095,151,7,140,15,2499.0,1014821
1096,152,1,125,10,1281.0,101482
1097,152,2,125,11,1281.0,101482
1098,152,3,130,11,1281.0,101482
1099,152,4,130,12,1281.0,101482
1100,152,5,130,13,1281.0,1014821
1101,152,6,135,14,1281.0,1014821
1102,152,7,140,15,2500.0,1014821
1103,153,1,125,10,1282.0,101482
1104,153,2,125,11,1282.0,101482
1105,153,3,130,11,1282.0,101482
1106,153,4,130,12,1282.0,101482
1107,153,5,130,13,1282.0,1014821
1108,153,6,135,14,1282.0,1014821
1109,153,7,140,15,2501.0,1014821
1110,154,1,125,10,1265.0,101476
1111,154,2,125,11,1265.0,101476
1112,154,3,130,11,1265.0,101476
1113,154,4,130,12,1265.0,101476
1114,154,5,130,13,1265.0,1014761
1115,154,6,135,14,1265.0,1014761
1116,154,7,140,15,2505.0,1014761
1117,155,1,125,10,1267.0,101476
1118,155,2,125,11,1267.0,101476
1119,155,3,130,11,1267.0,101476
1120,155,4,130,12,1267.0,101476
1121,155,5,130,13,1267.0,1014761
1122,155,6,135,14,1267.0,1014761
1123,155,7,140,15,2506.0,1014761
1124,156,1,125,10,1269.0,101476
1125,156,2,125,11,1269.0,101476
1126,156,3,130,11,1269.0,101476
1127,156,4,130,12,1269.0,101476
1128,156,5,130,13,1269.0,1014761
1129,156,6,135,14,1269.0,1014761
1130,156,7,140,15,2507.0,1014761
1131,157,1,125,10,1271.0,101476
1132,157,2,125,11,1271.0,101476
1133,157,3,130,11,1271.0,101476
1134,157,4,130,12,1271.0,101476
1135,157,5,130,13,1271.0,1014761
1136,157,6,135,14,1271.0,1014761
1137,157,7,140,15,2508.0,1014761
1138,158,1,125,10,1272.0,101476
1139,158,2,125,11,1272.0,101476
1140,158,3,130,11,1272.0,101476
1141,158,4,130,12,1272.0,101476
1142,158,5,130,13,1272.0,1014761
1143,158,6,135,14,1272.0,1014761
1144,158,7,140,15,2509.0,1014761
1145,159,1,125,10,1566.0,1017721
1146,159,2,125,11,1566.0,1017721
1147,159,3,130,11,2515.0,1017721
1148,159,4,130,12,2515.0,1017721
1149,159,5,130,13,2515.0,1017722
1150,159,6,135,14,2515.0,1017722
1151,159,7,140,15,2516.0,1017722
1152,160,1,125,10,1567.0,1017681
1153,160,2,125,11,1567.0,1017681
1154,160,3,130,11,2517.0,1017681
1155,160,4,130,12,2517.0,1017681
1156,160,5,130,13,2517.0,1017682
1157,160,6,135,14,2517.0,1017682
1158,160,7,140,15,2518.0,1017682
1159,161,1,125,10,763.0,100977
1160,161,2,125,11,763.0,100977
1161,161,3,130,11,763.0,100977
1162,161,4,130,12,763.0,100977
1163,161,5,130,13,763.0,1009771
1164,161,6,135,14,763.0,1009771
1165,161,7,140,15,2519.0,1009771
1166,162,1,125,10,764.0,100978
1167,162,2,125,11,764.0,100978
1168,162,3,130,11,764.0,100978
1169,162,4,130,12,764.0,100978
1170,162,5,130,13,764.0,1009781
1171,162,6,135,14,764.0,1009781
1172,162,7,140,15,2520.0,1009781
1173,163,1,125,10,2522.0,1022881
1174,163,2,125,11,2522.0,1022881
1175,163,3,130,11,2534.0,1022881
1176,163,4,130,12,2534.0,1022881
1177,163,5,130,13,2534.0,1022882
1178,163,6,135,14,2534.0,1022882
1179,163,7,140,15,2535.0,1022882
1180,164,1,125,10,2533.0,1022881
1181,164,2,125,11,2533.0,1022881
1182,164,3,130,11,2536.0,1022881
1183,164,4,130,12,2536.0,1022881
1184,164,5,130,13,2536.0,1022882
1185,164,6,135,14,2536.0,1022882
1186,164,7,140,15,2537.0,1022882
1187,165,1,125,10,1105.0,1013011
1188,165,2,125,11,1105.0,1013011
1189,165,3,130,11,2551.0,1013011
1190,165,4,130,12,2551.0,1013011
1191,165,5,130,13,2551.0,1013012
1192,165,6,135,14,2551.0,1013012
1193,165,7,140,15,2552.0,1013012
1194,166,1,125,10,1111.0,1013071
1195,166,2,125,11,1111.0,1013071
1196,166,3,130,11,2553.0,1013071
1197,166,4,130,12,2553.0,1013071
1198,166,5,130,13,2553.0,1013072
1199,166,6,135,14,2553.0,1013072
1200,166,7,140,15,2554.0,1013072
1201,167,1,125,10,838.0,101033
1202,167,2,125,11,838.0,101033
1203,167,3,130,11,838.0,101033
1204,167,4,130,12,838.0,101033
1205,167,5,130,13,838.0,1010331
1206,167,6,135,14,838.0,1010331
1207,167,7,140,15,2557.0,1010331
1208,168,1,125,10,1337.0,101414
1209,168,2,125,11,1337.0,101414
1210,168,3,130,11,1337.0,101414
1211,168,4,130,12,1337.0,101414
1212,168,5,130,13,1337.0,1014141
1213,168,6,135,14,1337.0,1014141
1214,168,7,140,15,2558.0,1014141
1215,169,1,125,10,1338.0,101415
1216,169,2,125,11,1338.0,101415
1217,169,3,130,11,1338.0,101415
1218,169,4,130,12,1338.0,101415
1219,169,5,130,13,1338.0,1014151
1220,169,6,135,14,1338.0,1014151
1221,169,7,140,15,2559.0,1014151
1222,170,1,125,10,1339.0,101416
1223,170,2,125,11,1339.0,101416
1224,170,3,130,11,1339.0,101416
1225,170,4,130,12,1339.0,101416
1226,170,5,130,13,1339.0,1014161
1227,170,6,135,14,1339.0,1014161
1228,170,7,140,15,2560.0,1014161
1229,171,1,125,10,1340.0,101417
1230,171,2,125,11,1340.0,101417
1231,171,3,130,11,1340.0,101417
1232,171,4,130,12,1340.0,101417
1233,171,5,130,13,1340.0,1014171
1234,171,6,135,14,1340.0,1014171
1235,171,7,140,15,2561.0,1014171
1236,172,1,125,10,1107.0,1013031
1237,172,2,125,11,1107.0,1013031
1238,172,3,130,11,2584.0,1013031
1239,172,4,130,12,2584.0,1013031
1240,172,5,130,13,2584.0,1013032
1241,172,6,135,14,2584.0,1013032
1242,172,7,140,15,2585.0,1013032
1243,173,1,125,10,1109.0,1013051
1244,173,2,125,11,1109.0,1013051
1245,173,3,130,11,2564.0,1013051
1246,173,4,130,12,2564.0,1013051
1247,173,5,130,13,2564.0,1013052
1248,173,6,135,14,2564.0,1013052
1249,173,7,140,15,2565.0,1013052
1250,174,1,125,10,1113.0,1013091
1251,174,2,125,11,1113.0,1013091
1252,174,3,130,11,2566.0,1013091
1253,174,4,130,12,2566.0,1013091
1254,174,5,130,13,2566.0,1013092
1255,174,6,135,14,2566.0,1013092
1256,174,7,140,15,2567.0,1013092
1257,175,1,125,10,2514.0,1023001
1258,175,2,125,11,2514.0,1023001
1259,175,3,130,11,2555.0,1023001
1260,175,4,130,12,2555.0,1023001
1261,175,5,130,13,2555.0,1023002
1262,175,6,135,14,2555.0,1023002
1263,175,7,140,15,2556.0,1023002
1264,176,1,125,10,1085.0,1013211
1265,176,2,125,11,1085.0,1013211
1266,176,3,130,11,2570.0,1013211
1267,176,4,130,12,2570.0,1013211
1268,176,5,130,13,2570.0,1013212
1269,176,6,135,14,2570.0,1013212
1270,176,7,140,15,2571.0,1013212
1271,1016,1,150,22,1178.0,1014021
1272,1016,2,150,24,1178.0,1014021
1273,1016,3,150,25,2572.0,1014021
1274,177,1,125,10,1120.0,101343
1275,177,2,125,11,1120.0,101343
1276,177,3,130,11,1120.0,101343
1277,177,4,130,12,1120.0,101343
1278,177,5,130,13,1120.0,1013431
1279,177,6,135,14,1120.0,1013431
1280,177,7,140,15,2594.0,1013431
1281,178,1,125,10,1358.0,101567
1282,178,2,125,11,1358.0,101567
1283,178,3,130,11,1358.0,101567
1284,178,4,130,12,1358.0,101567
1285,178,5,130,13,1358.0,1015671
1286,178,6,135,14,1358.0,1015671
1287,178,7,140,15,2598.0,1015671
1288,179,1,125,10,928.0,101081
1289,179,2,125,11,928.0,101081
1290,179,3,130,11,928.0,101081
1291,179,4,130,12,928.0,101081
1292,179,5,130,13,928.0,1010811
1293,179,6,135,14,928.0,1010811
1294,179,7,140,15,2600.0,1010811
1295,180,1,125,10,930.0,100768
1296,180,2,125,11,930.0,100768
1297,180,3,130,11,930.0,100768
1298,180,4,130,12,930.0,100768
1299,180,5,130,13,930.0,1007681
1300,180,6,135,14,930.0,1007681
1301,180,7,140,15,2603.0,1007681
1302,181,1,125,10,929.0,101078
1303,181,2,125,11,929.0,101078
1304,181,3,130,11,929.0,101078
1305,181,4,130,12,929.0,101078
1306,181,5,130,13,929.0,1010781
1307,181,6,135,14,929.0,1010781
1308,181,7,140,15,2606.0,1010781
1309,182,1,125,10,,101081
1310,182,2,125,11,,101081
1311,182,3,130,11,,101081
1312,182,4,130,12,,101081
1313,182,5,130,13,,1010811
1314,182,6,135,14,,1010811
1315,182,7,140,15,2601.0,1010811
1316,183,1,125,10,,100768
1317,183,2,125,11,,100768
1318,183,3,130,11,,100768
1319,183,4,130,12,,100768
1320,183,5,130,13,,1007681
1321,183,6,135,14,,1007681
1322,183,7,140,15,2604.0,1007681
1323,184,1,125,10,,101078
1324,184,2,125,11,,101078
1325,184,3,130,11,,101078
1326,184,4,130,12,,101078
1327,184,5,130,13,,1010781
1328,184,6,135,14,,1010781
1329,184,7,140,15,2607.0,1010781
1330,185,1,125,10,1125.0,1013531
1331,185,2,125,11,1125.0,1013531
1332,185,3,130,11,2613.0,1013531
1333,185,4,130,12,2613.0,1013531
1334,185,5,130,13,2613.0,1013532
1335,185,6,135,14,2613.0,1013532
1336,185,7,140,15,2614.0,1013532
1337,186,1,125,10,2139.0,1020391
1338,186,2,125,11,2139.0,1020391
1339,186,3,130,11,2615.0,1020391
1340,186,4,130,12,2615.0,1020391
1341,186,5,130,13,2615.0,1020392
1342,186,6,135,14,2615.0,1020392
1343,186,7,140,15,2616.0,1020392
1344,187,1,125,10,2140.0,1020401
1345,187,2,125,11,2140.0,1020401
1346,187,3,130,11,2617.0,1020401
1347,187,4,130,12,2617.0,1020401
1348,187,5,130,13,2617.0,1020402
1349,187,6,135,14,2617.0,1020402
1350,187,7,140,15,2618.0,1020402
1351,188,1,125,10,1912.0,1017931
1352,188,2,125,11,1912.0,1017931
1353,188,3,130,11,2619.0,1017931
1354,188,4,130,12,2619.0,1017931
1355,188,5,130,13,2619.0,1017932
1356,188,6,135,14,2619.0,1017932
1357,188,7,140,15,2620.0,1017932
1358,189,1,125,10,1914.0,1017951
1359,189,2,125,11,1914.0,1017951
1360,189,3,130,11,2621.0,1017951
1361,189,4,130,12,2621.0,1017951
1362,189,5,130,13,2621.0,1017952
1363,189,6,135,14,2621.0,1017952
1364,189,7,140,15,2622.0,1017952
1365,1017,1,150,22,1189.0,1014051
1366,1017,2,150,24,1189.0,1014051
1367,1017,3,150,25,2623.0,1014051
1368,190,1,125,10,1230.0,101474
1369,190,2,125,11,1230.0,101474
1370,190,3,130,11,1230.0,101474
1371,190,4,130,12,1230.0,101474
1372,190,5,130,13,1230.0,1014741
1373,190,6,135,14,1230.0,1014741
1374,190,7,140,15,2629.0,1014741
1375,191,1,125,10,1227.0,101466
1376,191,2,125,11,1227.0,101466
1377,191,3,130,11,1227.0,101466
1378,191,4,130,12,1227.0,101466
1379,191,5,130,13,1227.0,1014661
1380,191,6,135,14,1227.0,1014661
1381,191,7,140,15,2631.0,1014661
1382,192,1,125,10,1228.0,101466
1383,192,2,125,11,1228.0,101466
1384,192,3,130,11,1228.0,101466
1385,192,4,130,12,1228.0,101466
1386,192,5,130,13,1228.0,1014661
1387,192,6,135,14,1228.0,1014661
1388,192,7,140,15,2632.0,1014661
1389,193,1,125,10,1970.0,1018561
1390,193,2,125,11,1970.0,1018561
1391,193,3,130,11,2633.0,1018561
1392,193,4,130,12,2633.0,1018561
1393,193,5,130,13,2633.0,1018562
1394,193,6,135,14,2633.0,1018562
1395,193,7,140,15,2634.0,1018562
1396,194,1,125,10,1969.0,1018521
1397,194,2,125,11,1969.0,1018521
1398,194,3,130,11,2635.0,1018521
1399,194,4,130,12,2635.0,1018521
1400,194,5,130,13,2635.0,1018522
1401,194,6,135,14,2635.0,1018522
1402,194,7,140,15,2636.0,1018522
1403,195,1,125,10,1554.0,101675
1404,195,2,125,11,1554.0,101675
1405,195,3,130,11,1554.0,101675
1406,195,4,130,12,1554.0,101675
1407,195,5,130,13,1554.0,1016751
1408,195,6,135,14,1554.0,1016751
1409,195,7,140,15,2637.0,1016751
1410,196,1,125,10,904.0,100774
1411,196,2,125,11,904.0,100774
1412,196,3,130,11,904.0,100774
1413,196,4,130,12,904.0,100774
1414,196,5,130,13,904.0,1007741
1415,196,6,135,14,904.0,1007741
1416,196,7,140,15,2638.0,1007741
1417,197,1,125,10,1555.0,101673
1418,197,2,125,11,1555.0,101673
1419,197,3,130,11,1555.0,101673
1420,197,4,130,12,1555.0,101673
1421,197,5,130,13,1555.0,1016731
1422,197,6,135,14,1555.0,1016731
1423,197,7,140,15,2639.0,1016731
1424,198,1,125,10,1556.0,101678
1425,198,2,125,11,1556.0,101678
1426,198,3,130,11,1556.0,101678
1427,198,4,130,12,1556.0,101678
1428,198,5,130,13,1556.0,1016781
1429,198,6,135,14,1556.0,1016781
1430,198,7,140,15,2640.0,1016781
1431,199,1,125,10,1559.0,101674
1432,199,2,125,11,1559.0,101674
1433,199,3,130,11,1559.0,101674
1434,199,4,130,12,1559.0,101674
1435,199,5,130,13,1559.0,1016741
1436,199,6,135,14,1559.0,1016741
1437,199,7,140,15,2641.0,1016741
1438,200,1,125,10,1557.0,101677
1439,200,2,125,11,1557.0,101677
1440,200,3,130,11,1557.0,101677
1441,200,4,130,12,1557.0,101677
1442,200,5,130,13,1557.0,1016771
1443,200,6,135,14,1557.0,1016771
1444,200,7,140,15,2642.0,1016771
1445,201,1,125,10,1558.0,101676
1446,201,2,125,11,1558.0,101676
1447,201,3,130,11,1558.0,101676
1448,201,4,130,12,1558.0,101676
1449,201,5,130,13,1558.0,1016761
1450,201,6,135,14,1558.0,1016761
1451,201,7,140,15,2643.0,1016761
1452,202,1,125,10,730.0,100887
1453,202,2,125,11,730.0,100887
1454,202,3,130,11,730.0,100887
1455,202,4,130,12,730.0,100887
1456,202,5,130,13,730.0,1008871
1457,202,6,135,14,730.0,1008871
1458,202,7,140,15,2644.0,1008871
1459,203,1,125,10,732.0,100951
1460,203,2,125,11,732.0,100951
1461,203,3,130,11,732.0,100951
1462,203,4,130,12,732.0,100951
1463,203,5,130,13,732.0,1009511
1464,203,6,135,14,732.0,1009511
1465,203,7,140,15,2645.0,1009511
1466,1018,1,150,22,969.0,1011721
1467,1018,2,150,24,969.0,1011721
1468,1018,3,150,25,2661.0,1011721
1469,1019,1,150,22,671.0,1008801
1470,1019,2,150,24,671.0,1008801
1471,1019,3,150,25,2673.0,1008801
1472,204,1,125,10,849.0,101056
1473,204,2,125,11,849.0,101056
1474,204,3,130,11,849.0,101056
1475,204,4,130,12,849.0,101056
1476,204,5,130,13,849.0,1010561
1477,204,6,135,14,849.0,1010561
1478,204,7,140,15,2674.0,1010561
1479,205,1,125,10,847.0,100580
1480,205,2,125,11,847.0,100580
1481,205,3,130,11,847.0,100580
1482,205,4,130,12,847.0,100580
1483,205,5,130,13,847.0,1005801
1484,205,6,135,14,847.0,1005801
1485,205,7,140,15,2675.0,1005801
1486,206,1,125,10,692.0,100925
1487,206,2,125,11,692.0,100925
1488,206,3,130,11,692.0,100925
1489,206,4,130,12,692.0,100925
1490,206,5,130,13,692.0,1009251
1491,206,6,135,14,692.0,1009251
1492,206,7,140,15,2679.0,1009251
1493,207,1,125,10,693.0,100926
1494,207,2,125,11,693.0,100926
1495,207,3,130,11,693.0,100926
1496,207,4,130,12,693.0,100926
1497,207,5,130,13,693.0,1009261
1498,207,6,135,14,693.0,1009261
1499,207,7,140,15,2680.0,1009261
1500,208,1,125,10,974.0,101185
1501,208,2,125,11,974.0,101185
1502,208,3,130,11,974.0,101185
1503,208,4,130,12,974.0,101185
1504,208,5,130,13,974.0,1011851
