id,num,awakening_item_id,quantity,card_awakening_set_id
1328,1,18104,20,818
1329,1,18104,20,819
1330,1,18103,20,820
1331,1,18104,20,821
1332,1,18103,20,822
1334,1,32602,7,823
1335,1,32604,5,824
1336,1,32603,5,825
1337,1,36602,20,826
1338,1,36601,20,827
1339,1,100291,3,828
1340,1,100291,5,829
1341,1,100291,7,830
1342,1,100292,10,831
1343,1,100292,30,832
1344,1,100293,30,833
1345,1,100294,30,834
1346,1,40001,7,835
1347,1,40001,7,836
1348,1,5551,35,837
1349,1,5551,35,838
1350,2,5021,35,838
1351,1,5022,35,839
1352,1,5022,35,840
1353,2,5021,35,840
1354,1,5551,35,841
1355,1,5022,35,842
1356,1,31023,15,843
1357,1,60501,777,844
1358,1,5541,77,845
1359,1,5541,35,846
1360,1,5541,35,847
1361,1,36801,10,848
1362,1,100361,3,849
1363,1,100361,5,850
1364,1,100361,7,851
1365,1,100362,10,852
1366,1,100362,30,853
1367,1,100363,30,854
1368,1,100364,30,855
1369,1,100331,3,856
1370,1,100331,5,857
1371,1,100331,7,858
1372,1,100332,10,859
1373,1,100332,30,860
1374,1,100333,30,861
1375,1,100334,30,862
1376,1,100301,3,863
1377,1,100301,5,864
1378,1,100301,7,865
1379,1,100302,10,866
1380,1,100302,30,867
1381,1,100303,30,868
1382,1,100304,30,869
1383,1,100351,3,870
1384,1,100351,5,871
1385,1,100351,7,872
1386,1,100352,10,873
1387,1,100352,30,874
1388,1,100353,30,875
1389,1,100354,30,876
1390,1,100321,3,877
1391,1,100321,5,878
1392,1,100321,7,879
1393,1,100322,10,880
1394,1,100322,30,881
1395,1,100323,30,882
1396,1,100324,30,883
1397,1,100311,3,884
1398,1,100311,5,885
1399,1,100311,7,886
1400,1,100312,10,887
1401,1,100312,30,888
1402,1,100313,30,889
1403,1,100314,30,890
1404,1,100341,3,891
1405,1,100341,5,892
1406,1,100341,7,893
1407,1,100342,10,894
1408,1,100342,30,895
1409,1,100343,30,896
1410,1,100344,30,897
1411,1,200001,3,898
1412,1,200001,5,899
1413,1,200001,7,900
1414,1,200002,10,901
1415,1,200002,30,902
1416,1,200003,30,903
1417,1,200004,30,904
1418,1,36901,10,905
1419,1,200011,3,906
1420,1,200011,5,907
1421,1,200011,7,908
1422,1,200012,10,909
1423,1,200012,30,910
1424,1,200013,30,911
1425,1,200014,30,912
1426,1,100371,3,913
1427,1,100371,5,914
1428,1,100371,7,915
1429,1,100372,10,916
1430,1,100372,30,917
1431,1,100373,30,918
1432,1,100374,30,919
1433,1,16001,20,920
1434,1,16001,20,921
1435,1,900001,30,922
1436,1,900001,30,923
1437,1,5431,35,924
1438,1,5431,21,925
1439,2,36602,7,925
1440,3,31010,7,925
1441,1,100381,3,926
1442,1,100381,5,927
1443,1,100381,7,928
1444,1,100382,10,929
1445,1,100382,30,930
1446,1,100383,30,931
1447,1,100384,30,932
1448,1,18801,20,933
1449,1,15201,20,934
1450,1,17101,20,935
1451,1,5412,77,936
1452,1,5412,35,937
1453,1,32105,7,938
1454,1,32101,15,939
1455,1,32102,15,940
1456,1,200021,3,941
1457,1,200021,5,942
1458,1,200021,7,943
1459,1,200022,10,944
1460,1,200022,30,945
1461,1,200023,30,946
1462,1,200024,30,947
1463,1,100391,3,948
1464,1,100391,5,949
1465,1,100391,7,950
1466,1,100392,10,951
1467,1,100392,30,952
1468,1,100393,30,953
1469,1,100394,30,954
1470,1,100241,2,955
1471,1,100241,4,956
1472,1,100241,6,957
1473,1,100242,8,958
1474,1,100242,12,959
1475,1,100243,12,960
1476,1,100244,12,961
1477,1,100241,2,962
1478,1,100241,4,963
1479,1,100241,6,964
1480,1,100242,8,965
1481,1,100242,12,966
1482,1,100243,12,967
1483,1,100244,12,968
1484,1,40001,7,969
1485,1,31001,12,970
1486,1,33901,12,971
1487,1,5272,77,972
1488,1,5272,35,973
1489,1,200031,3,974
1490,1,200031,5,975
1491,1,200031,7,976
1492,1,200032,10,977
1493,1,200032,30,978
1494,1,200033,30,979
1495,1,200034,30,980
1496,1,200041,3,981
1497,1,200041,5,982
1498,1,200041,7,983
1499,1,200042,10,984
1500,1,200042,30,985
1501,1,200043,30,986
1502,1,200044,30,987
1503,1,200051,3,988
1504,1,200051,5,989
1505,1,200051,7,990
1506,1,200052,10,991
1507,1,200052,30,992
1508,1,200053,30,993
1509,1,200054,30,994
1510,1,100401,3,995
1511,1,100401,5,996
1512,1,100401,7,997
1513,1,100402,10,998
1514,1,100402,30,999
1515,1,100403,30,1000
1516,1,100404,30,1001
1517,1,100111,2,1002
1518,1,100111,4,1003
1519,1,100111,6,1004
1520,1,100112,8,1005
1521,1,100112,12,1006
1522,1,100113,12,1007
1523,1,100114,12,1008
1524,1,3143,3,1009
1525,2,3144,3,1009
1526,3,3145,3,1009
1527,4,3146,3,1009
1528,5,3147,3,1009
1529,1,5111,7,1010
1530,2,3141,3,1010
1531,3,3142,3,1010
1532,1,5142,77,1011
1533,1,5142,35,1012
1534,1,5142,35,1013
1535,1,5142,35,1014
1536,1,18901,20,1015
1537,1,18901,20,1016
1538,1,18901,20,1017
1539,1,18103,20,1018
1540,1,18103,20,1019
1541,1,18103,20,1020
1542,1,18901,20,1021
1543,1,5561,77,1022
1544,1,5561,35,1023
1545,1,37201,10,1024
1546,2,37202,10,1024
1547,1,37203,20,1025
1548,1,32202,10,1026
1549,1,32205,2,1027
1550,1,100411,3,1028
1551,1,100411,5,1029
1552,1,100411,7,1030
1553,1,100412,10,1031
1554,1,100412,30,1032
1555,1,100413,30,1033
1556,1,100414,30,1034
1557,1,100371,2,1035
1558,1,100371,4,1036
1559,1,100371,6,1037
1560,1,100372,8,1038
1561,1,100372,12,1039
1562,1,100373,12,1040
1563,1,100374,12,1041
1564,1,100371,2,1042
1565,1,100371,4,1043
1566,1,100371,6,1044
1567,1,100372,8,1045
1568,1,100372,12,1046
1569,1,100373,12,1047
1570,1,100374,12,1048
1571,1,5561,35,1049
1572,1,5561,35,1050
1573,2,37203,7,1050
1574,3,37202,7,1050
1575,4,37201,7,1050
1576,1,40001,7,1051
1577,1,40001,7,1052
1578,1,200061,3,1053
1579,1,200061,5,1054
1580,1,200061,7,1055
1581,1,200062,10,1056
1582,1,200062,30,1057
1583,1,200063,30,1058
1584,1,200064,30,1059
1585,1,200071,3,1060
1586,1,200071,5,1061
1587,1,200071,7,1062
1588,1,200072,10,1063
1589,1,200072,30,1064
1590,1,200073,30,1065
1591,1,200074,30,1066
1592,1,5282,77,1067
1593,1,5571,77,1068
1594,1,5282,35,1069
1595,1,5571,35,1070
1596,1,100421,3,1071
1597,1,100421,5,1072
1598,1,100421,7,1073
1599,1,100422,10,1074
1600,1,100422,30,1075
1601,1,100423,30,1076
1602,1,100424,30,1077
1603,1,200081,3,1078
1604,1,200081,5,1079
1605,1,200081,7,1080
1606,1,200082,10,1081
1607,1,200082,30,1082
1608,1,200083,30,1083
1609,1,200084,30,1084
1610,1,200091,3,1085
1611,1,200091,5,1086
1612,1,200091,7,1087
1613,1,200092,10,1088
1614,1,200092,30,1089
1615,1,200093,30,1090
1616,1,200094,30,1091
1617,1,200101,3,1092
1618,1,200101,5,1093
1619,1,200101,7,1094
1620,1,200102,10,1095
1621,1,200102,30,1096
1622,1,200103,30,1097
1623,1,200104,30,1098
1624,1,100431,3,1099
1625,1,100431,5,1100
1626,1,100431,7,1101
1627,1,100432,10,1102
1628,1,100432,30,1103
1629,1,100433,30,1104
1630,1,100434,30,1105
1631,1,100441,3,1106
1632,1,100441,5,1107
1633,1,100441,7,1108
1634,1,100442,10,1109
1635,1,100442,30,1110
1636,1,100443,30,1111
1637,1,100444,30,1112
1638,1,34101,10,1113
1639,1,32502,10,1114
1640,1,37401,10,1115
1641,1,37402,10,1116
1642,1,100451,3,1117
1643,1,100451,5,1118
1644,1,100451,7,1119
1645,1,100452,10,1120
1646,1,100452,30,1121
1647,1,100453,30,1122
1648,1,100454,30,1123
1649,1,100461,3,1124
1650,1,100461,5,1125
1651,1,100461,7,1126
1652,1,100462,10,1127
1653,1,100462,30,1128
1654,1,100463,30,1129
1655,1,100464,30,1130
1656,1,37601,30,1131
1657,1,5193,35,1132
1658,1,5193,35,1133
1659,2,5192,35,1133
1660,1,5492,35,1134
1661,1,5492,35,1135
1662,2,5491,35,1135
1663,1,5193,35,1136
1664,1,5492,35,1137
1665,1,37602,50,1138
1666,1,37501,10,1139
1667,1,37502,10,1140
1668,1,200191,3,1141
1669,1,200191,5,1142
1670,1,200191,7,1143
1671,1,200192,10,1144
1672,1,200192,30,1145
1673,1,200193,30,1146
1674,1,200194,30,1147
1675,1,200201,3,1148
1676,1,200201,5,1149
1677,1,200201,7,1150
1678,1,200202,10,1151
1679,1,200202,30,1152
1680,1,200203,30,1153
1681,1,200204,30,1154
1682,1,200214,10,1155
1683,1,200214,15,1156
1684,1,200214,20,1157
1685,1,19301,5,1158
1686,1,19401,5,1159
1687,1,19501,5,1160
1688,1,19601,5,1161
1689,1,19701,5,1162
1690,1,5202,35,1163
1691,1,5202,35,1164
1692,2,5201,35,1164
1693,1,5481,35,1165
1694,1,5481,35,1166
1695,2,35503,7,1166
1696,3,35502,7,1166
1697,4,35501,7,1166
1698,1,5581,77,1167
1699,1,5581,35,1168
1700,1,31023,7,1169
1701,1,31012,12,1170
1702,1,3143,2,1171
1703,2,3144,2,1171
1704,3,3145,2,1171
1705,4,3146,2,1171
1706,5,3147,2,1171
1707,1,3141,10,1172
1708,2,3142,10,1172
1709,1,5112,77,1173
1710,1,5112,35,1174
1711,1,100471,3,1175
1712,1,100471,5,1176
1713,1,100471,7,1177
1714,1,100472,10,1178
1715,1,100472,30,1179
1716,1,100473,30,1180
1717,1,100474,30,1181
1718,1,40001,7,1182
1719,1,40001,7,1183
1720,1,40001,70,1184
1721,1,200224,10,1185
1722,1,200224,15,1186
1723,1,200224,20,1187
1724,1,31024,15,1188
1725,1,60601,777,1189
1726,1,100481,3,1194
1727,1,100481,5,1195
1728,1,100481,7,1196
1729,1,100482,10,1197
1730,1,100482,30,1198
1731,1,100483,30,1199
1732,1,100484,30,1200
1733,1,100251,2,1201
1734,1,100251,4,1202
1735,1,100251,6,1203
1736,1,100252,8,1204
1737,1,100252,12,1205
1738,1,100253,12,1206
1739,1,100254,12,1207
1740,1,100251,2,1208
1741,1,100251,4,1209
1742,1,100251,6,1210
1743,1,100252,8,1211
1744,1,100252,12,1212
1745,1,100253,12,1213
1746,1,100254,12,1214
1747,1,37802,10,1190
1748,1,37801,10,1191
1749,1,5142,35,1192
1750,1,5381,35,1193
1751,2,5401,35,1193
1752,1,32301,3,1215
1753,2,32304,3,1215
1754,3,32303,3,1215
1755,4,32302,3,1215
1756,1,32305,7,1216
1757,2,31001,10,1216
1758,1,33403,10,1217
1759,1,33402,10,1218
1760,1,37801,10,1219
1761,1,37802,10,1220
1762,1,37801,5,1221
1763,2,37802,5,1221
1764,1,5133,77,1222
1765,1,5153,77,1223
1766,1,5133,35,1224
1767,1,5133,35,1225
1768,1,5153,35,1226
1769,1,200231,3,1227
1770,1,200231,5,1228
1771,1,200231,7,1229
1772,1,200232,10,1230
1773,1,200232,30,1231
1774,1,200233,30,1232
1775,1,200234,30,1233
1776,1,5071,5,1234
1777,1,40001,7,1235
1778,1,40001,7,1236
1779,1,5591,77,1237
1780,1,5591,35,1238
1781,1,5591,35,1239
1782,1,5591,35,1240
1783,1,200241,3,1241
1784,1,200241,5,1242
1785,1,200241,7,1243
1786,1,200242,10,1244
1787,1,200242,30,1245
1788,1,200243,30,1246
1789,1,200244,30,1247
1790,1,200251,3,1248
1791,1,200251,5,1249
1792,1,200251,7,1250
1793,1,200252,10,1251
1794,1,200252,30,1252
1795,1,200253,30,1253
1796,1,200254,30,1254
1797,1,34102,10,1255
1798,1,34103,10,1256
1799,1,34301,20,1257
1800,1,200271,3,1258
1801,1,200271,5,1259
1802,1,200271,7,1260
1803,1,200272,10,1261
1804,1,200272,30,1262
1805,1,200273,30,1263
1806,1,200274,30,1264
1807,1,200261,3,1265
1808,1,200261,5,1266
1809,1,200261,7,1267
1810,1,200262,10,1268
1811,1,200262,30,1269
1812,1,200263,30,1270
1813,1,200264,30,1271
1814,1,100491,3,1272
1815,1,100491,5,1273
1816,1,100491,7,1274
1817,1,100492,10,1275
1818,1,100492,30,1276
1819,1,100493,30,1277
1820,1,100494,30,1278
1821,1,100501,3,1279
1822,1,100501,5,1280
1823,1,100501,7,1281
1824,1,100502,10,1282
1825,1,100502,30,1283
1826,1,100503,30,1284
1827,1,100504,30,1285
1828,1,16001,20,1286
1829,1,16001,20,1287
1830,1,200281,3,1288
1831,1,200281,5,1289
1832,1,200281,7,1290
1833,1,200282,10,1291
1834,1,200282,30,1292
1835,1,200283,30,1293
1836,1,200284,30,1294
1837,1,200291,3,1295
1838,1,200291,5,1296
1839,1,200291,7,1297
1840,1,200292,10,1298
1841,1,200292,30,1299
1842,1,200293,30,1300
1843,1,200294,30,1301
1844,1,200301,3,1302
1845,1,200301,5,1303
1846,1,200301,7,1304
1847,1,200302,10,1305
1848,1,200302,30,1306
1849,1,200303,30,1307
1850,1,200304,30,1308
1851,1,5601,35,1309
1852,1,5601,35,1310
1853,2,5142,14,1310
1854,3,5242,14,1310
1855,4,5401,7,1310
1856,1,5601,35,1311
1857,1,200314,10,1312
1858,1,200314,15,1313
1859,1,200314,20,1314
1860,1,100511,3,1315
1861,1,100511,5,1316
1862,1,100511,7,1317
1863,1,100512,10,1318
1864,1,100512,30,1319
1865,1,100513,30,1320
1866,1,100514,30,1321
1867,1,37901,10,1322
1868,1,5401,35,1323
1869,1,5601,14,1324
1870,2,5381,14,1324
1871,3,5142,14,1324
1872,4,5431,14,1324
1873,5,5331,14,1324
1874,1,37901,10,1325
1875,1,100521,3,1326
1876,1,100521,5,1327
1877,1,100521,7,1328
1878,1,100522,10,1329
1879,1,100522,30,1330
1880,1,100523,30,1331
1881,1,100524,30,1332
1882,1,100531,3,1333
1883,1,100531,5,1334
1884,1,100531,7,1335
1885,1,100532,10,1336
1886,1,100532,30,1337
1887,1,100533,30,1338
1888,1,100534,30,1339
1889,1,300004,10,1340
1890,1,300004,15,1341
1891,1,300004,20,1342
1892,1,200324,10,1343
1893,1,200324,15,1344
1894,1,200324,20,1345
1895,1,5372,35,1346
1896,1,5372,35,1347
1897,2,5371,14,1347
1898,3,5122,14,1347
1899,4,5121,7,1347
1900,1,5154,35,1348
1901,1,5154,35,1349
1902,2,5153,14,1349
1903,3,5152,14,1349
1904,4,5151,7,1349
1905,1,5372,35,1350
1906,1,5154,35,1351
1907,1,100541,3,1352
1908,1,100541,5,1353
1909,1,100541,7,1354
1910,1,100542,10,1355
1911,1,100542,30,1356
1912,1,100543,30,1357
1913,1,100544,30,1358
1914,1,100281,2,1359
1915,1,100281,4,1360
1916,1,100281,6,1361
1917,1,100282,8,1362
1918,1,100282,12,1363
1919,1,100283,12,1364
1920,1,100284,12,1365
1921,1,3082,2,1366
1922,2,3083,2,1366
1923,3,3084,2,1366
1924,4,3086,2,1366
1925,5,3089,2,1366
1926,1,40001,7,1367
1927,1,5082,77,1368
1928,1,5082,35,1369
1929,1,5082,35,1370
1930,1,38201,10,1371
1931,1,38202,10,1372
1932,1,200341,3,1375
1933,1,200341,5,1376
1934,1,200341,7,1377
1935,1,200342,10,1378
1936,1,200342,30,1379
1937,1,200343,30,1380
1938,1,200344,30,1381
1939,1,200331,3,1382
1940,1,200331,5,1383
1941,1,200331,7,1384
1942,1,200332,10,1385
1943,1,200332,30,1386
1944,1,200333,30,1387
1945,1,200334,30,1388
1946,1,5511,35,1373
1947,1,5571,35,1374
1948,2,5282,14,1374
1949,3,5281,14,1374
1950,4,5031,7,1374
1951,1,200111,3,1389
1952,1,200111,5,1390
1953,1,200111,7,1391
1954,1,200112,10,1392
1955,1,200112,30,1393
1956,1,200113,30,1394
1957,1,200114,30,1395
1958,1,200121,3,1396
1959,1,200121,5,1397
1960,1,200121,7,1398
1961,1,200122,10,1399
1962,1,200122,30,1400
1963,1,200123,30,1401
1964,1,200124,30,1402
1965,1,16001,20,1403
1966,1,16001,20,1404
1967,1,200364,10,1405
1968,1,200364,15,1406
1969,1,200364,20,1407
1970,1,38203,10,1408
1971,1,200351,3,1409
1972,1,200351,5,1410
1973,1,200351,7,1411
1974,1,200352,10,1412
1975,1,200352,30,1413
1976,1,200353,30,1414
1977,1,200354,30,1415
1978,1,5332,77,1416
1979,1,5332,35,1417
1980,1,5332,35,1418
1981,1,38401,20,1419
1982,1,21101,20,1420
1983,1,100551,3,1421
1984,1,100551,5,1422
1985,1,100551,7,1423
1986,1,100552,10,1424
1987,1,100552,30,1425
1988,1,100553,30,1426
1989,1,100554,30,1427
1990,1,200371,3,1428
1991,1,200371,5,1429
1992,1,200371,7,1430
1993,1,200372,10,1431
1994,1,200372,30,1432
1995,1,200373,30,1433
1996,1,200374,30,1434
1997,1,200381,3,1435
1998,1,200381,5,1436
1999,1,200381,7,1437
2000,1,200382,10,1438
2001,1,200382,30,1439
2002,1,200383,30,1440
2003,1,200384,30,1441
2004,1,40001,7,1442
2005,1,40001,7,1443
2006,1,5391,35,1444
2007,2,3151,77,1444
2008,1,5391,35,1445
2009,2,30009,3,1445
2010,3,3151,77,1445
2011,1,38301,7,1446
2012,2,38302,7,1446
2013,3,38303,7,1446
2014,4,38304,7,1446
2015,1,32303,7,1447
2016,1,3030,10,1448
2017,2,3035,10,1448
2018,1,300011,3,1449
2019,1,300011,5,1450
2020,1,300011,7,1451
2021,1,300012,10,1452
2022,1,300012,30,1453
2023,1,300013,30,1454
2024,1,300014,30,1455
2025,1,200391,3,1456
2026,1,200391,5,1457
2027,1,200391,7,1458
2028,1,200392,10,1459
2029,1,200392,30,1460
2030,1,200393,30,1461
2031,1,200394,30,1462
2032,1,200404,10,1463
2033,1,200404,15,1464
2034,1,200404,20,1465
2035,1,5611,77,1466
2036,1,5611,35,1467
2037,1,21201,20,1468
2038,1,21201,20,1469
2039,1,5322,77,1470
2040,1,5322,35,1471
2041,1,21201,20,1472
2042,1,21201,20,1473
2043,1,21201,20,1474
2044,1,21201,20,1475
2045,1,21201,20,1476
2046,1,5341,35,1477
2047,1,5291,35,1478
2048,1,5291,35,1479
2049,1,100561,3,1480
2050,1,100561,5,1481
2051,1,100561,7,1482
2052,1,100562,10,1483
2053,1,100562,30,1484
2054,1,100563,30,1485
2055,1,100564,30,1486
2056,1,32001,7,1487
2057,1,31901,7,1488
2058,1,3066,5,1489
2059,1,5621,35,1490
2060,1,5621,77,1491
2061,1,5621,35,1492
2062,2,3065,5,1489
2063,3,3063,5,1489
2064,4,3061,5,1489
2065,5,3064,5,1489
2066,2,5551,35,1490
2067,1,100571,3,1493
2068,1,100571,5,1494
2069,1,100571,7,1495
2070,1,100572,10,1496
2071,1,100572,30,1497
2072,1,100573,30,1498
2073,1,100574,30,1499
2074,1,100391,2,1500
2075,1,100391,4,1501
2076,1,100391,6,1502
2077,1,100392,8,1503
2078,1,100392,12,1504
2079,1,100393,12,1505
2080,1,100394,12,1506
2081,1,100391,2,1507
2082,1,100391,4,1508
2083,1,100391,6,1509
2084,1,100392,8,1510
2085,1,100392,12,1511
2086,1,100393,12,1512
2087,1,100394,12,1513
2088,1,38701,20,1514
2089,1,40001,7,1515
2090,1,200131,3,1516
2091,1,200131,5,1517
2092,1,200131,7,1518
2093,1,200132,10,1519
2094,1,200132,30,1520
2095,1,200133,30,1521
2096,1,200134,30,1522
2097,1,200141,3,1523
2098,1,200141,5,1524
2099,1,200141,7,1525
2100,1,200142,10,1526
2101,1,200142,30,1527
2102,1,200143,30,1528
2103,1,200144,30,1529
2104,1,5631,77,1530
2105,1,5062,77,1531
2106,1,100581,3,1532
2107,1,100581,5,1533
2108,1,100581,7,1534
2109,1,100582,10,1535
2110,1,100582,30,1536
2111,1,100583,30,1537
2112,1,100584,30,1538
2113,1,31025,15,1539
2114,1,60701,777,1540
2115,1,5382,35,1541
2116,1,5382,35,1542
2117,2,5381,35,1542
2118,1,5243,35,1543
2119,1,5243,35,1544
2120,2,5242,21,1544
2121,3,5241,14,1544
2122,1,5382,35,1545
2123,1,5243,35,1546
2124,1,100591,3,1547
2125,1,100591,5,1548
2126,1,100591,7,1549
2127,1,100592,10,1550
2128,1,100592,30,1551
2129,1,100593,30,1552
2130,1,100594,30,1553
2131,1,100601,3,1554
2132,1,100601,5,1555
2133,1,100601,7,1556
2134,1,100602,10,1557
2135,1,100602,30,1558
2136,1,100603,30,1559
2137,1,100604,30,1560
2138,1,38501,30,1561
2139,1,38502,50,1562
2140,1,38601,10,1563
2141,1,38602,10,1564
2142,1,38603,10,1565
2143,1,200414,10,1566
2144,1,200414,15,1567
2145,1,200414,20,1568
2146,1,200421,3,1569
2147,1,200421,5,1570
2148,1,200421,7,1571
2149,1,200422,10,1572
2150,1,200422,30,1573
2151,1,200423,30,1574
2152,1,200424,30,1575
2153,1,200431,3,1576
2154,1,200431,5,1577
2155,1,200431,7,1578
2156,1,200432,10,1579
2157,1,200432,30,1580
2158,1,200433,30,1581
2159,1,200434,30,1582
2160,1,200441,3,1583
2161,1,200441,5,1584
2162,1,200441,7,1585
2163,1,200442,10,1586
2164,1,200442,30,1587
2165,1,200443,30,1588
2166,1,200444,30,1589
2167,1,5431,35,1592
2168,1,5431,21,1593
2169,2,5601,21,1593
2170,3,5332,21,1593
2171,4,5082,21,1593
2172,1,5331,35,1590
2173,1,5332,35,1591
2174,2,5431,35,1591
2175,1,100611,3,1594
2176,1,100611,5,1595
2177,1,100611,7,1596
2178,1,100612,10,1597
2179,1,100612,30,1598
2180,1,100613,30,1599
2181,1,100614,30,1600
2182,1,100624,10,1601
2183,1,100624,15,1602
2184,1,100624,20,1603
2185,1,5012,77,1604
2186,1,5012,35,1605
2187,1,100674,10,1606
2188,1,100674,15,1607
2189,1,100674,20,1608
2190,1,5641,77,1609
2191,1,5641,35,1610
2192,1,100641,3,1611
2193,1,100641,5,1612
2194,1,100641,7,1613
2195,1,100642,10,1614
2196,1,100642,30,1615
2197,1,100643,30,1616
2198,1,100644,30,1617
2199,1,100651,3,1618
2200,1,100651,5,1619
2201,1,100651,7,1620
2202,1,100652,10,1621
2203,1,100652,30,1622
2204,1,100653,30,1623
2205,1,100654,30,1624
2206,1,100631,3,1625
2207,1,100631,5,1626
2208,1,100631,7,1627
2209,1,100632,10,1628
2210,1,100632,30,1629
2211,1,100633,30,1630
2212,1,100634,30,1631
2213,1,100661,3,1632
2214,1,100661,5,1633
2215,1,100661,7,1634
2216,1,100662,10,1635
2217,1,100662,30,1636
2218,1,100663,30,1637
2219,1,100664,30,1638
2220,1,21501,10,1639
2221,1,17902,10,1640
2222,1,17901,10,1641
2223,1,200461,3,1642
2224,1,200461,5,1643
2225,1,200461,7,1644
2226,1,200462,10,1645
2227,1,200462,30,1646
2228,1,200463,30,1647
2229,1,200464,30,1648
2230,1,200451,3,1649
2231,1,200451,5,1650
2232,1,200451,7,1651
2233,1,200452,10,1652
2234,1,200452,30,1653
2235,1,200453,30,1654
2236,1,200454,30,1655
2237,1,5651,77,1656
2238,1,5651,35,1657
2239,1,200471,3,1658
2240,1,200471,5,1659
2241,1,200471,7,1660
2242,1,200472,10,1661
2243,1,200472,30,1662
2244,1,200473,30,1663
2245,1,200474,30,1664
2246,1,200481,3,1665
2247,1,200481,5,1666
2248,1,200481,7,1667
2249,1,200482,10,1668
2250,1,200482,30,1669
2251,1,200483,30,1670
2252,1,200484,30,1671
2253,1,100681,3,1672
2254,1,100681,5,1673
2255,1,100681,7,1674
2256,1,100682,10,1675
2257,1,100682,30,1676
2258,1,100683,30,1677
2259,1,100684,30,1678
2260,1,40001,7,1679
2261,1,40001,7,1680
2262,1,5351,35,1681
2263,1,5351,35,1682
2264,2,33801,14,1682
2265,3,33802,7,1682
2266,1,33801,20,1683
2267,2,33802,20,1683
2268,1,5661,77,1684
2269,1,5671,77,1685
2270,1,5661,35,1686
2271,1,5671,35,1687
2272,1,5661,35,1688
2273,1,100691,3,1689
2274,1,100691,5,1690
2275,1,100691,7,1691
2276,1,100692,10,1692
2277,1,100692,30,1693
2278,1,100693,30,1694
2279,1,100694,30,1695
2280,1,100701,3,1696
2281,1,100701,5,1697
2282,1,100701,7,1698
2283,1,100702,10,1699
2284,1,100702,30,1700
2285,1,100703,30,1701
2286,1,100704,30,1702
2287,1,200491,3,1703
2288,1,200491,5,1704
2289,1,200491,7,1705
2290,1,200492,10,1706
2291,1,200492,30,1707
2292,1,200493,30,1708
2293,1,200494,30,1709
2294,1,200521,3,1710
2295,1,200521,5,1711
2296,1,200521,7,1712
2297,1,200522,10,1713
2298,1,200522,30,1714
2299,1,200523,30,1715
2300,1,200524,30,1716
2301,1,200501,3,1717
2302,1,200501,5,1718
2303,1,200501,7,1719
2304,1,200502,10,1720
2305,1,200502,30,1721
2306,1,200503,30,1722
2307,1,200504,30,1723
2308,1,200514,10,1724
2309,1,200514,15,1725
2310,1,200514,20,1726
2311,1,5301,35,1727
2312,1,5301,35,1728
2313,2,34501,7,1728
2314,3,34502,7,1728
2315,4,34503,7,1728
2316,1,100401,2,1729
2317,1,100401,4,1730
2318,1,100401,6,1731
2319,1,100402,8,1732
2320,1,100402,12,1733
2321,1,100403,12,1734
2322,1,100404,12,1735
2323,1,100711,3,1736
2324,1,100711,5,1737
2325,1,100711,7,1738
2326,1,100712,10,1739
2327,1,100712,30,1740
2328,1,100713,30,1741
2329,1,100714,30,1742
2330,1,5681,77,1743
2331,1,5681,35,1744
2332,1,100724,10,1745
2333,1,100724,15,1746
2334,1,100724,20,1747
2335,1,5441,35,1748
2336,2,5541,35,1748
2337,1,5441,21,1749
2338,2,5541,21,1749
2339,3,38801,14,1749
2340,4,38802,14,1749
2341,1,5362,35,1750
2342,1,5362,35,1751
2343,2,5361,35,1751
2344,1,5362,35,1752
2345,1,200534,10,1753
2346,1,200534,15,1754
2347,1,200534,20,1755
2348,1,38702,20,1756
2349,1,38801,10,1757
2350,2,38802,10,1757
2351,1,5062,35,1758
2352,1,5062,35,1759
2353,1,200151,3,1760
2354,1,200151,5,1761
2355,1,200151,7,1762
2356,1,200152,10,1763
2357,1,200152,30,1764
2358,1,200153,30,1765
2359,1,200154,30,1766
2360,1,200161,3,1767
2361,1,200161,5,1768
2362,1,200161,7,1769
2363,1,200162,10,1770
2364,1,200162,30,1771
2365,1,200163,30,1772
2366,1,200164,30,1773
2367,1,200171,3,1774
2368,1,200171,5,1775
2369,1,200171,7,1776
2370,1,200172,10,1777
2371,1,200172,30,1778
2372,1,200173,30,1779
2373,1,200174,30,1780
2374,1,200181,3,1781
2375,1,200181,5,1782
2376,1,200181,7,1783
2377,1,200182,10,1784
2378,1,200182,30,1785
2379,1,200183,30,1786
2380,1,200184,30,1787
2381,1,200544,10,1788
2382,1,200544,15,1789
2383,1,200544,20,1790
2384,2,5061,35,1759
2385,1,100731,3,1791
2386,1,100731,5,1792
2387,1,100731,7,1793
2388,1,100732,10,1794
2389,1,100732,30,1795
2390,1,100733,30,1796
2391,1,100734,30,1797
2392,1,40001,7,1798
2393,1,40001,70,1799
2394,1,40001,7,1800
2395,1,100804,10,1801
2396,1,100804,15,1802
2397,1,100804,20,1803
2398,1,16001,20,1804
2399,1,16001,20,1805
2400,1,5691,77,1806
2401,1,5691,35,1807
2402,1,200551,3,1808
2403,1,200551,5,1809
2404,1,200551,7,1810
2405,1,200552,10,1811
2406,1,200552,30,1812
2407,1,200553,30,1813
2408,1,200554,30,1814
2409,1,200561,3,1815
2410,1,200561,5,1816
2411,1,200561,7,1817
2412,1,200562,10,1818
2413,1,200562,30,1819
2414,1,200563,30,1820
2415,1,200564,30,1821
2416,1,100571,2,1822
2417,1,100571,4,1823
