id,type,z_battle_stage_effect_escalation_type,banner_image_path,listbutton_image_path,announcement_id,priority,danger_line_hp,start_at,end_at,eventkagi_start_at,eventkagi_end_at,enable_battle_auto,cpu_friend_list_id,related_z_battle_stage_id,unlock_conditions
111,ZBattleStage::Normal,111,images/event/eve_banner/zbattle_list_banner_111.png,images/home/myp_banner_event_zbattle_111.png,201165,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-05-31 08:00:00,2030-01-01 00:00:00,1,514,,{}
112,ZBattleStage::Normal,112,images/event/eve_banner/zbattle_list_banner_112.png,images/home/myp_banner_event_zbattle_112.png,201166,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-05-31 08:00:00,2030-01-01 00:00:00,1,514,,{}
113,ZBattleStage::Normal,113,images/event/eve_banner/zbattle_list_banner_113.png,images/home/myp_banner_event_zbattle_113.png,201209,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
114,ZBattleStage::Normal,114,images/event/eve_banner/zbattle_list_banner_114.png,images/home/myp_banner_event_zbattle_114.png,201226,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
115,ZBattleStage::Normal,115,images/event/eve_banner/zbattle_list_banner_115.png,images/home/myp_banner_event_zbattle_115.png,201242,0,35000,2023-07-20 08:00:00,2030-01-01 00:00:00,,,1,514,,{}
116,ZBattleStage::Normal,116,images/event/eve_banner/zbattle_list_banner_116.png,images/home/myp_banner_event_zbattle_116.png,201252,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
117,ZBattleStage::Normal,117,images/event/eve_banner/zbattle_list_banner_117.png,images/home/myp_banner_event_zbattle_117.png,201284,0,35000,2023-08-17 08:00:00,2030-01-01 00:00:00,,,1,514,,{}
118,ZBattleStage::Normal,118,images/event/eve_banner/zbattle_list_banner_118.png,images/home/myp_banner_event_zbattle_118.png,201243,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
119,ZBattleStage::Normal,119,images/event/eve_banner/zbattle_list_banner_119.png,images/home/myp_banner_event_zbattle_119.png,201304,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
120,ZBattleStage::Normal,120,images/event/eve_banner/zbattle_list_banner_120.png,images/home/myp_banner_event_zbattle_120.png,201303,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
121,ZBattleStage::Normal,121,images/event/eve_banner/zbattle_list_banner_121.png,images/home/myp_banner_event_zbattle_121.png,201306,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
122,ZBattleStage::Normal,122,images/event/eve_banner/zbattle_list_banner_122.png,images/home/myp_banner_event_zbattle_122.png,201316,0,35000,2023-09-15 08:00:00,2030-01-01 00:00:00,,,1,514,,{}
123,ZBattleStage::Normal,123,images/event/eve_banner/zbattle_list_banner_123.png,images/home/myp_banner_event_zbattle_123.png,201318,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
124,ZBattleStage::Normal,124,images/event/eve_banner/zbattle_list_banner_124.png,images/home/myp_banner_event_zbattle_124.png,201324,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-03-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
125,ZBattleStage::Normal,125,images/event/eve_banner/zbattle_list_banner_125.png,images/home/myp_banner_event_zbattle_125.png,201331,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-03-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
126,ZBattleStage::Normal,126,images/event/eve_banner/zbattle_list_banner_126.png,images/home/myp_banner_event_zbattle_126.png,201375,0,35000,2023-11-22 06:00:00,2023-12-07 07:59:59,2024-01-29 04:00:00,2030-01-01 00:00:00,1,514,,{}
127,ZBattleStage::Normal,127,images/event/eve_banner/zbattle_list_banner_127.png,images/home/myp_banner_event_zbattle_127.png,201353,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-03-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
128,ZBattleStage::Normal,128,images/event/eve_banner/zbattle_list_banner_128.png,images/home/myp_banner_event_zbattle_128.png,201385,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-03-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
129,ZBattleStage::Normal,129,images/event/eve_banner/zbattle_list_banner_129.png,images/home/myp_banner_event_zbattle_129.png,201390,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-03-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
130,ZBattleStage::Normal,130,images/event/eve_banner/zbattle_list_banner_130.png,images/home/myp_banner_event_zbattle_130.png,201418,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-03-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
131,ZBattleStage::Normal,131,images/event/eve_banner/zbattle_list_banner_131.png,images/home/myp_banner_event_zbattle_131.png,201440,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-03-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
133,ZBattleStage::Normal,133,images/event/eve_banner/zbattle_list_banner_133.png,images/home/myp_banner_event_zbattle_133.png,201447,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-03-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
134,ZBattleStage::Normal,134,images/event/eve_banner/zbattle_list_banner_134.png,images/home/myp_banner_event_zbattle_134.png,201482,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-03-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
135,ZBattleStage::Normal,135,images/event/eve_banner/zbattle_list_banner_135.png,images/home/myp_banner_event_zbattle_135.png,201483,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-03-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
136,ZBattleStage::Normal,136,images/event/eve_banner/zbattle_list_banner_136.png,images/home/myp_banner_event_zbattle_136.png,201485,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-05-30 08:00:00,2030-01-01 00:00:00,1,514,,{}
137,ZBattleStage::Normal,137,images/event/eve_banner/zbattle_list_banner_137.png,images/home/myp_banner_event_zbattle_137.png,201461,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-03-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
138,ZBattleStage::Normal,138,images/event/eve_banner/zbattle_list_banner_138.png,images/home/myp_banner_event_zbattle_138.png,201501,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-05-30 08:00:00,2030-01-01 00:00:00,1,514,,{}
139,ZBattleStage::Normal,139,images/event/eve_banner/zbattle_list_banner_139.png,images/home/myp_banner_event_zbattle_139.png,201512,0,35000,2024-04-08 08:00:00,2024-05-30 07:59:59,2024-05-30 08:00:00,2030-01-01 00:00:00,1,514,,{}
140,ZBattleStage::Normal,140,images/event/eve_banner/zbattle_list_banner_140.png,images/home/myp_banner_event_zbattle_140.png,201496,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-03-18 08:00:00,2030-01-01 00:00:00,1,514,,{}
141,ZBattleStage::Normal,141,images/event/eve_banner/zbattle_list_banner_141.png,images/home/myp_banner_event_zbattle_141.png,201497,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-03-18 08:00:00,2030-01-01 00:00:00,1,514,,{}
142,ZBattleStage::Normal,142,images/event/eve_banner/zbattle_list_banner_142.png,images/home/myp_banner_event_zbattle_142.png,201545,0,35000,2024-05-02 08:00:00,2024-05-30 07:59:59,2024-05-30 08:00:00,2030-01-01 00:00:00,1,514,,{}
144,ZBattleStage::Normal,144,images/event/eve_banner/zbattle_list_banner_144.png,images/home/myp_banner_event_zbattle_144.png,201530,0,35000,2024-05-08 08:00:00,2024-05-30 07:59:59,2024-05-30 08:00:00,2030-01-01 00:00:00,1,514,,{}
701,ZBattleStage::Super,701,,,201513,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2024-04-04 08:00:00,2030-01-01 00:00:00,1,514,1.0,{}
702,ZBattleStage::Super,702,,,201540,0,35000,2024-04-18 08:00:00,2024-05-30 07:59:59,2024-05-30 08:00:00,2030-01-01 00:00:00,1,514,20.0,{}
703,ZBattleStage::Super,703,,,201567,1,35000,2024-05-21 08:00:00,2024-06-06 07:59:59,2024-06-06 08:00:00,2030-01-01 00:00:00,1,514,11.0,{}
