id,name,description
724,[極限]UR(知)孫悟空(GT)極限Z覚醒step7,極限Z覚醒：孫悟空(GT)極限Z覚醒step7
725,[LR]UR+孫悟空(GT)&パン(GT)&トランクス(GT)ドッカン覚醒,ドッカン覚醒ルート
726,[LR]LR孫悟空(GT)&パン(GT)&トランクス(GT)ドッカン覚醒,ドッカン覚醒ルート
727,[LRドッカン]UR+スーパーベビー1ドッカン覚醒,ドッカン覚醒ルート
728,[LRドッカン]LRスーパーベビー2(大猿ベビー)ドッカン覚醒,ドッカン覚醒ルート
729,[超激]SSR(体)ベジータドッカン覚醒,ドッカン覚醒ルート
730,[超激]SSR(知)ベジータドッカン覚醒,ドッカン覚醒ルート
731,[極限]UR(体)超サイヤ人トランクス(未来)極限Z覚醒step1,極限Z覚醒：超サイヤ人トランクス(未来)極限Z覚醒step1
732,[極限]UR(体)超サイヤ人トランクス(未来)極限Z覚醒step2,極限Z覚醒：超サイヤ人トランクス(未来)極限Z覚醒step2
733,[極限]UR(体)超サイヤ人トランクス(未来)極限Z覚醒step3,極限Z覚醒：超サイヤ人トランクス(未来)極限Z覚醒step3
734,[極限]UR(体)超サイヤ人トランクス(未来)極限Z覚醒step4,極限Z覚醒：超サイヤ人トランクス(未来)極限Z覚醒step4
735,[極限]UR(体)超サイヤ人トランクス(未来)極限Z覚醒step5,極限Z覚醒：超サイヤ人トランクス(未来)極限Z覚醒step5
736,[極限]UR(体)超サイヤ人トランクス(未来)極限Z覚醒step6,極限Z覚醒：超サイヤ人トランクス(未来)極限Z覚醒step6
737,[極限]UR(体)超サイヤ人トランクス(未来)極限Z覚醒step7,極限Z覚醒：超サイヤ人トランクス(未来)極限Z覚醒step7
738,[極限]UR(技)超サイヤ人ゴッドSSベジータ極限Z覚醒step1,極限Z覚醒：超サイヤ人ゴッドSSベジータ極限Z覚醒step1
739,[極限]UR(技)超サイヤ人ゴッドSSベジータ極限Z覚醒step2,極限Z覚醒：超サイヤ人ゴッドSSベジータ極限Z覚醒step2
740,[極限]UR(技)超サイヤ人ゴッドSSベジータ極限Z覚醒step3,極限Z覚醒：超サイヤ人ゴッドSSベジータ極限Z覚醒step3
741,[極限]UR(技)超サイヤ人ゴッドSSベジータ極限Z覚醒step4,極限Z覚醒：超サイヤ人ゴッドSSベジータ極限Z覚醒step4
742,[極限]UR(技)超サイヤ人ゴッドSSベジータ極限Z覚醒step5,極限Z覚醒：超サイヤ人ゴッドSSベジータ極限Z覚醒step5
743,[極限]UR(技)超サイヤ人ゴッドSSベジータ極限Z覚醒step6,極限Z覚醒：超サイヤ人ゴッドSSベジータ極限Z覚醒step6
744,[極限]UR(技)超サイヤ人ゴッドSSベジータ極限Z覚醒step7,極限Z覚醒：超サイヤ人ゴッドSSベジータ極限Z覚醒step7
745,[LR]LR孫悟空(少年期)&則巻アラレドッカン覚醒,ドッカン覚醒ルート
746,SSR(速)複製ベジータドッカン覚醒,ドッカン覚醒ルート
747,SSR(知)孫悟空（少年期）ドッカン覚醒,ドッカン覚醒ルート
748,SSR(力)ピッコロ大魔王ドッカン覚醒,ドッカン覚醒ルート
749,SSR(技)亀仙人ドッカン覚醒,ドッカン覚醒ルート
750,[極限]UR(技)超サイヤ人3ゴテンクス極限Z覚醒step1,極限Z覚醒：超サイヤ人3ゴテンクス極限Z覚醒step1
751,[極限]UR(技)超サイヤ人3ゴテンクス極限Z覚醒step2,極限Z覚醒：超サイヤ人3ゴテンクス極限Z覚醒step2
752,[極限]UR(技)超サイヤ人3ゴテンクス極限Z覚醒step3,極限Z覚醒：超サイヤ人3ゴテンクス極限Z覚醒step3
753,[極限]UR(技)超サイヤ人3ゴテンクス極限Z覚醒step4,極限Z覚醒：超サイヤ人3ゴテンクス極限Z覚醒step4
754,[極限]UR(技)超サイヤ人3ゴテンクス極限Z覚醒step5,極限Z覚醒：超サイヤ人3ゴテンクス極限Z覚醒step5
755,[極限]UR(技)超サイヤ人3ゴテンクス極限Z覚醒step6,極限Z覚醒：超サイヤ人3ゴテンクス極限Z覚醒step6
756,[極限]UR(技)超サイヤ人3ゴテンクス極限Z覚醒step7,極限Z覚醒：超サイヤ人3ゴテンクス極限Z覚醒step7
757,SSR(力)超サイヤ人孫悟空ドッカン覚醒,ドッカン覚醒ルート
758,SSR(速)ヴァドスドッカン覚醒,ドッカン覚醒ルート
759,[LR]UR+超サイヤ人孫悟飯(青年期)＆超サイヤ人孫悟天(幼年期)ドッカン覚醒,ドッカン覚醒ルート
760,[LR]LR超サイヤ人孫悟飯(青年期)＆超サイヤ人孫悟天(幼年期)ドッカン覚醒,ドッカン覚醒ルート
761,[超激]SSR(体)孫悟飯(青年期)ドッカン覚醒,ドッカン覚醒ルート
762,[極限]UR(技)ゴールデンフリーザ極限Z覚醒step1,極限Z覚醒：ゴールデンフリーザ極限Z覚醒step1
763,[極限]UR(技)ゴールデンフリーザ極限Z覚醒step2,極限Z覚醒：ゴールデンフリーザ極限Z覚醒step2
764,[極限]UR(技)ゴールデンフリーザ極限Z覚醒step3,極限Z覚醒：ゴールデンフリーザ極限Z覚醒step3
765,[極限]UR(技)ゴールデンフリーザ極限Z覚醒step4,極限Z覚醒：ゴールデンフリーザ極限Z覚醒step4
766,[極限]UR(技)ゴールデンフリーザ極限Z覚醒step5,極限Z覚醒：ゴールデンフリーザ極限Z覚醒step5
767,[極限]UR(技)ゴールデンフリーザ極限Z覚醒step6,極限Z覚醒：ゴールデンフリーザ極限Z覚醒step6
768,[極限]UR(技)ゴールデンフリーザ極限Z覚醒step7,極限Z覚醒：ゴールデンフリーザ極限Z覚醒step7
769,SR(体)超サイヤ人2孫悟飯(少年期)ドッカン覚醒,ドッカン覚醒ルート
770,[LR]UR+超サイヤ人ブロリードッカン覚醒,ドッカン覚醒ルート
771,[LR]LR超サイヤ人ブロリードッカン覚醒,ドッカン覚醒ルート
772,[LR]UR+超サイヤ人カリフラ&超サイヤ人ケールドッカン覚醒,ドッカン覚醒ルート
773,[LR]LR超サイヤ人2カリフラ&超サイヤ人2ケールドッカン覚醒,ドッカン覚醒ルート
774,[超激]SSR(技)トランクス(青年期)(未来)ドッカン覚醒,ドッカン覚醒ルート
775,[超激]SSR(速)ザマスドッカン覚醒,ドッカン覚醒ルート
776,[超激]SSR(知)マイ(未来)ドッカン覚醒,ドッカン覚醒ルート
777,[超激]SSR(体)ゴワスドッカン覚醒,ドッカン覚醒ルート
778,[極限]UR(体)ゴクウブラック極限Z覚醒step1,極限Z覚醒：ゴクウブラック極限Z覚醒step1
779,[極限]UR(体)ゴクウブラック極限Z覚醒step2,極限Z覚醒：ゴクウブラック極限Z覚醒step2
780,[極限]UR(体)ゴクウブラック極限Z覚醒step3,極限Z覚醒：ゴクウブラック極限Z覚醒step3
781,[極限]UR(体)ゴクウブラック極限Z覚醒step4,極限Z覚醒：ゴクウブラック極限Z覚醒step4
782,[極限]UR(体)ゴクウブラック極限Z覚醒step5,極限Z覚醒：ゴクウブラック極限Z覚醒step5
783,[極限]UR(体)ゴクウブラック極限Z覚醒step6,極限Z覚醒：ゴクウブラック極限Z覚醒step6
784,[極限]UR(体)ゴクウブラック極限Z覚醒step7,極限Z覚醒：ゴクウブラック極限Z覚醒step7
785,SSR(体)ビルス(モナカの着ぐるみ)ドッカン覚醒,ドッカン覚醒ルート
786,SSR(力)ゴジータドッカン覚醒,ドッカン覚醒ルート
787,[極限]UR(力)ゴジータ極限Z覚醒step1,極限Z覚醒：ゴジータ極限Z覚醒step1
788,[極限]UR(力)ゴジータ極限Z覚醒step2,極限Z覚醒：ゴジータ極限Z覚醒step2
789,[極限]UR(力)ゴジータ極限Z覚醒step3,極限Z覚醒：ゴジータ極限Z覚醒step3
790,[極限]UR(力)ゴジータ極限Z覚醒step4,極限Z覚醒：ゴジータ極限Z覚醒step4
791,[極限]UR(力)ゴジータ極限Z覚醒step5,極限Z覚醒：ゴジータ極限Z覚醒step5
792,[極限]UR(力)ゴジータ極限Z覚醒step6,極限Z覚醒：ゴジータ極限Z覚醒step6
793,[極限]UR(力)ゴジータ極限Z覚醒step7,極限Z覚醒：ゴジータ極限Z覚醒step7
794,SSR(体)フリーザ(第二形態)ドッカン覚醒,ドッカン覚醒ルート
795,[極限]UR(体)フリーザ(第二形態)極限Z覚醒step1,極限Z覚醒：フリーザ(第二形態)極限Z覚醒step1
796,[極限]UR(体)フリーザ(第二形態)極限Z覚醒step2,極限Z覚醒：フリーザ(第二形態)極限Z覚醒step2
797,[極限]UR(体)フリーザ(第二形態)極限Z覚醒step3,極限Z覚醒：フリーザ(第二形態)極限Z覚醒step3
798,[極限]UR(体)フリーザ(第二形態)極限Z覚醒step4,極限Z覚醒：フリーザ(第二形態)極限Z覚醒step4
799,[極限]UR(体)フリーザ(第二形態)極限Z覚醒step5,極限Z覚醒：フリーザ(第二形態)極限Z覚醒step5
800,[極限]UR(体)フリーザ(第二形態)極限Z覚醒step6,極限Z覚醒：フリーザ(第二形態)極限Z覚醒step6
801,[極限]UR(体)フリーザ(第二形態)極限Z覚醒step7,極限Z覚醒：フリーザ(第二形態)極限Z覚醒step7
802,[超激]SSR(力)孫悟空ドッカン覚醒,ドッカン覚醒ルート
803,[超激]SSR(速)フリーザ(最終形態)ドッカン覚醒,ドッカン覚醒ルート
804,[極限]UR(知)魔人ブウ(アルティメット悟飯吸収)極限Z覚醒step1,極限Z覚醒：魔人ブウ(アルティメット悟飯吸収)極限Z覚醒step1
805,[極限]UR(知)魔人ブウ(アルティメット悟飯吸収)極限Z覚醒step2,極限Z覚醒：魔人ブウ(アルティメット悟飯吸収)極限Z覚醒step2
806,[極限]UR(知)魔人ブウ(アルティメット悟飯吸収)極限Z覚醒step3,極限Z覚醒：魔人ブウ(アルティメット悟飯吸収)極限Z覚醒step3
807,[極限]UR(知)魔人ブウ(アルティメット悟飯吸収)極限Z覚醒step4,極限Z覚醒：魔人ブウ(アルティメット悟飯吸収)極限Z覚醒step4
808,[極限]UR(知)魔人ブウ(アルティメット悟飯吸収)極限Z覚醒step5,極限Z覚醒：魔人ブウ(アルティメット悟飯吸収)極限Z覚醒step5
809,[極限]UR(知)魔人ブウ(アルティメット悟飯吸収)極限Z覚醒step6,極限Z覚醒：魔人ブウ(アルティメット悟飯吸収)極限Z覚醒step6
810,[極限]UR(知)魔人ブウ(アルティメット悟飯吸収)極限Z覚醒step7,極限Z覚醒：魔人ブウ(アルティメット悟飯吸収)極限Z覚醒step7
811,[LR]UR+フリーザ (フルパワー)ドッカン覚醒,ドッカン覚醒ルート
812,[LR]LRフリーザ (フルパワー)ドッカン覚醒,ドッカン覚醒ルート
813,SSR(力)グレートサイヤマン4号ドッカン覚醒,ドッカン覚醒ルート
814,SSR(速)アムズ(第三形態)ドッカン覚醒,ドッカン覚醒ルート
815,SSR(力)シーラスドッカン覚醒,ドッカン覚醒ルート
816,SSR(技)グレートサイヤマン3号ドッカン覚醒,ドッカン覚醒ルート
817,SSR(力)スーパーパイクーハンドッカン覚醒,ドッカン覚醒ルート
818,SSR(速)ジャネンバベビードッカン覚醒,ドッカン覚醒ルート
819,SSR(知)魔人ブウ(純粋)(バビディ吸収)ドッカン覚醒,ドッカン覚醒ルート
820,SSR(知)超サイヤ人3孫悟飯(青年期)ドッカン覚醒,ドッカン覚醒ルート
821,SSR(速)暗黒トワドッカン覚醒,ドッカン覚醒ルート
822,SSR(速)超サイヤ人3トランクス(青年期)ドッカン覚醒,ドッカン覚醒ルート
823,SSR(力)ビーデルドッカン覚醒,ドッカン覚醒ルート
824,SR(速)トランクス(幼年期)ドッカン覚醒,ドッカン覚醒ルート
825,SR(体)孫悟天(幼年期)ドッカン覚醒,ドッカン覚醒ルート
826,SRR(力)人造人間18号ドッカン覚醒,ドッカン覚醒ルート
827,SRR(知)孫悟空ドッカン覚醒,ドッカン覚醒ルート
828,[極限]UR(体)伝説の超サイヤ人ブロリー極限Z覚醒step1,極限Z覚醒：伝説の超サイヤ人ブロリー極限Z覚醒step1
829,[極限]UR(体)伝説の超サイヤ人ブロリー極限Z覚醒step2,極限Z覚醒：伝説の超サイヤ人ブロリー極限Z覚醒step2
830,[極限]UR(体)伝説の超サイヤ人ブロリー極限Z覚醒step3,極限Z覚醒：伝説の超サイヤ人ブロリー極限Z覚醒step3
831,[極限]UR(体)伝説の超サイヤ人ブロリー極限Z覚醒step4,極限Z覚醒：伝説の超サイヤ人ブロリー極限Z覚醒step4
832,[極限]UR(体)伝説の超サイヤ人ブロリー極限Z覚醒step5,極限Z覚醒：伝説の超サイヤ人ブロリー極限Z覚醒step5
833,[極限]UR(体)伝説の超サイヤ人ブロリー極限Z覚醒step6,極限Z覚醒：伝説の超サイヤ人ブロリー極限Z覚醒step6
834,[極限]UR(体)伝説の超サイヤ人ブロリー極限Z覚醒step7,極限Z覚醒：伝説の超サイヤ人ブロリー極限Z覚醒step7
835,SSR(速)超サイヤ人孫悟飯(少年期)ドッカン覚醒,ドッカン覚醒ルート
836,SSR(知)天津飯ドッカン覚醒,ドッカン覚醒ルート
837,[LR]UR+超サイヤ人2孫悟飯(少年期)ドッカン覚醒,ドッカン覚醒ルート
838,[LR]LR超サイヤ人2孫悟飯(少年期)ドッカン覚醒,ドッカン覚醒ルート
839,[LR]UR+セル(完全体)ドッカン覚醒,ドッカン覚醒ルート
840,[LR]LRセル(完全体)ドッカン覚醒,ドッカン覚醒ルート
841,SSR(知)人造人間16号ドッカン覚醒,ドッカン覚醒ルート
842,SSR(速)セルジュニアドッカン覚醒,ドッカン覚醒ルート
843,[LRドッカン]UR+セル(第一形態)ドッカン覚醒,ドッカン覚醒ルート
844,[LRドッカン]LRセル(第一形態)ドッカン覚醒,ドッカン覚醒ルート
845,SSR(体)ピッコロドッカン覚醒,ドッカン覚醒ルート
846,SSR(速)ネイルドッカン覚醒,ドッカン覚醒ルート
847,SSR(技)孫悟飯(幼年期)ドッカン覚醒,ドッカン覚醒ルート
848,SSR(力)ベジータドッカン覚醒,ドッカン覚醒ルート
849,[極限]UR(速)超サイヤ人2ベジータ極限Z覚醒step1,極限Z覚醒：超サイヤ人ベジータ極限Z覚醒step1
850,[極限]UR(速)超サイヤ人2ベジータ極限Z覚醒step2,極限Z覚醒：超サイヤ人ベジータ極限Z覚醒step2
851,[極限]UR(速)超サイヤ人2ベジータ極限Z覚醒step3,極限Z覚醒：超サイヤ人ベジータ極限Z覚醒step3
852,[極限]UR(速)超サイヤ人2ベジータ極限Z覚醒step4,極限Z覚醒：超サイヤ人ベジータ極限Z覚醒step4
853,[極限]UR(速)超サイヤ人2ベジータ極限Z覚醒step5,極限Z覚醒：超サイヤ人ベジータ極限Z覚醒step5
854,[極限]UR(速)超サイヤ人2ベジータ極限Z覚醒step6,極限Z覚醒：超サイヤ人ベジータ極限Z覚醒step6
855,[極限]UR(速)超サイヤ人2ベジータ極限Z覚醒step7,極限Z覚醒：超サイヤ人ベジータ極限Z覚醒step7
856,[極限]UR(力)魔人ブウ(純粋悪)極限Z覚醒step1,極限Z覚醒：魔人ブウ(純粋悪)極限Z覚醒step1
857,[極限]UR(力)魔人ブウ(純粋悪)極限Z覚醒step2,極限Z覚醒：魔人ブウ(純粋悪)極限Z覚醒step2
858,[極限]UR(力)魔人ブウ(純粋悪)極限Z覚醒step3,極限Z覚醒：魔人ブウ(純粋悪)極限Z覚醒step3
859,[極限]UR(力)魔人ブウ(純粋悪)極限Z覚醒step4,極限Z覚醒：魔人ブウ(純粋悪)極限Z覚醒step4
860,[極限]UR(力)魔人ブウ(純粋悪)極限Z覚醒step5,極限Z覚醒：魔人ブウ(純粋悪)極限Z覚醒step5
861,[極限]UR(力)魔人ブウ(純粋悪)極限Z覚醒step6,極限Z覚醒：魔人ブウ(純粋悪)極限Z覚醒step6
862,[極限]UR(力)魔人ブウ(純粋悪)極限Z覚醒step7,極限Z覚醒：魔人ブウ(純粋悪)極限Z覚醒step7
863,[極限]UR(技)合体13号極限Z覚醒step1,極限Z覚醒：合体13号極限Z覚醒step1
864,[極限]UR(技)合体13号極限Z覚醒step2,極限Z覚醒：合体13号極限Z覚醒step2
865,[極限]UR(技)合体13号極限Z覚醒step3,極限Z覚醒：合体13号極限Z覚醒step3
866,[極限]UR(技)合体13号極限Z覚醒step4,極限Z覚醒：合体13号極限Z覚醒step4
867,[極限]UR(技)合体13号極限Z覚醒step5,極限Z覚醒：合体13号極限Z覚醒step5
868,[極限]UR(技)合体13号極限Z覚醒step6,極限Z覚醒：合体13号極限Z覚醒step6
869,[極限]UR(技)合体13号極限Z覚醒step7,極限Z覚醒：合体13号極限Z覚醒step7
870,[極限]UR(体)超サイヤ人孫悟空極限Z覚醒step1,極限Z覚醒：超サイヤ人孫悟空極限Z覚醒step1
871,[極限]UR(体)超サイヤ人孫悟空極限Z覚醒step2,極限Z覚醒：超サイヤ人孫悟空極限Z覚醒step2
872,[極限]UR(体)超サイヤ人孫悟空極限Z覚醒step3,極限Z覚醒：超サイヤ人孫悟空極限Z覚醒step3
873,[極限]UR(体)超サイヤ人孫悟空極限Z覚醒step4,極限Z覚醒：超サイヤ人孫悟空極限Z覚醒step4
874,[極限]UR(体)超サイヤ人孫悟空極限Z覚醒step5,極限Z覚醒：超サイヤ人孫悟空極限Z覚醒step5
875,[極限]UR(体)超サイヤ人孫悟空極限Z覚醒step6,極限Z覚醒：超サイヤ人孫悟空極限Z覚醒step6
876,[極限]UR(体)超サイヤ人孫悟空極限Z覚醒step7,極限Z覚醒：超サイヤ人孫悟空極限Z覚醒step7
877,[極限]UR(知)メタルクウラ極限Z覚醒step1,極限Z覚醒：メタルクウラ極限Z覚醒step1
878,[極限]UR(知)メタルクウラ極限Z覚醒step2,極限Z覚醒：メタルクウラ極限Z覚醒step2
879,[極限]UR(知)メタルクウラ極限Z覚醒step3,極限Z覚醒：メタルクウラ極限Z覚醒step3
880,[極限]UR(知)メタルクウラ極限Z覚醒step4,極限Z覚醒：メタルクウラ極限Z覚醒step4
881,[極限]UR(知)メタルクウラ極限Z覚醒step5,極限Z覚醒：メタルクウラ極限Z覚醒step5
882,[極限]UR(知)メタルクウラ極限Z覚醒step6,極限Z覚醒：メタルクウラ極限Z覚醒step6
883,[極限]UR(知)メタルクウラ極限Z覚醒step7,極限Z覚醒：メタルクウラ極限Z覚醒step7
884,[極限]UR(知)合体13号極限Z覚醒step1,極限Z覚醒：合体13号極限Z覚醒step1
885,[極限]UR(知)合体13号極限Z覚醒step2,極限Z覚醒：合体13号極限Z覚醒step2
886,[極限]UR(知)合体13号極限Z覚醒step3,極限Z覚醒：合体13号極限Z覚醒step3
887,[極限]UR(知)合体13号極限Z覚醒step4,極限Z覚醒：合体13号極限Z覚醒step4
888,[極限]UR(知)合体13号極限Z覚醒step5,極限Z覚醒：合体13号極限Z覚醒step5
889,[極限]UR(知)合体13号極限Z覚醒step6,極限Z覚醒：合体13号極限Z覚醒step6
890,[極限]UR(知)合体13号極限Z覚醒step7,極限Z覚醒：合体13号極限Z覚醒step7
891,[極限]UR(技)四星龍極限Z覚醒step1,極限Z覚醒：四星龍極限Z覚醒step1
892,[極限]UR(技)四星龍極限Z覚醒step2,極限Z覚醒：四星龍極限Z覚醒step2
893,[極限]UR(技)四星龍極限Z覚醒step3,極限Z覚醒：四星龍極限Z覚醒step3
894,[極限]UR(技)四星龍極限Z覚醒step4,極限Z覚醒：四星龍極限Z覚醒step4
895,[極限]UR(技)四星龍極限Z覚醒step5,極限Z覚醒：四星龍極限Z覚醒step5
896,[極限]UR(技)四星龍極限Z覚醒step6,極限Z覚醒：四星龍極限Z覚醒step6
897,[極限]UR(技)四星龍極限Z覚醒step7,極限Z覚醒：四星龍極限Z覚醒step7
898,[極限]UR(力)超ベジータ/超トランクス極限Z覚醒step1,極限Z覚醒：超ベジータ/超トランクス極限Z覚醒step1
899,[極限]UR(力)超ベジータ/超トランクス極限Z覚醒step2,極限Z覚醒：超ベジータ/超トランクス極限Z覚醒step2
900,[極限]UR(力)超ベジータ/超トランクス極限Z覚醒step3,極限Z覚醒：超ベジータ/超トランクス極限Z覚醒step3
901,[極限]UR(力)超ベジータ/超トランクス極限Z覚醒step4,極限Z覚醒：超ベジータ/超トランクス極限Z覚醒step4
902,[極限]UR(力)超ベジータ/超トランクス極限Z覚醒step5,極限Z覚醒：超ベジータ/超トランクス極限Z覚醒step5
903,[極限]UR(力)超ベジータ/超トランクス極限Z覚醒step6,極限Z覚醒：超ベジータ/超トランクス極限Z覚醒step6
904,[極限]UR(力)超ベジータ/超トランクス極限Z覚醒step7,極限Z覚醒：超ベジータ/超トランクス極限Z覚醒step7
905,SSR(技)孫悟空ドッカン覚醒,ドッカン覚醒ルート
906,[極限]UR(技)超サイヤ人孫悟空/超サイヤ人孫悟飯極限Z覚醒step1,極限Z覚醒：超サイヤ人孫悟空/超サイヤ人孫悟飯極限Z覚醒step1
907,[極限]UR(技)超サイヤ人孫悟空/超サイヤ人孫悟飯極限Z覚醒step2,極限Z覚醒：超サイヤ人孫悟空/超サイヤ人孫悟飯極限Z覚醒step2
908,[極限]UR(技)超サイヤ人孫悟空/超サイヤ人孫悟飯極限Z覚醒step3,極限Z覚醒：超サイヤ人孫悟空/超サイヤ人孫悟飯極限Z覚醒step3
909,[極限]UR(技)超サイヤ人孫悟空/超サイヤ人孫悟飯極限Z覚醒step4,極限Z覚醒：超サイヤ人孫悟空/超サイヤ人孫悟飯極限Z覚醒step4
910,[極限]UR(技)超サイヤ人孫悟空/超サイヤ人孫悟飯極限Z覚醒step5,極限Z覚醒：超サイヤ人孫悟空/超サイヤ人孫悟飯極限Z覚醒step5
911,[極限]UR(技)超サイヤ人孫悟空/超サイヤ人孫悟飯極限Z覚醒step6,極限Z覚醒：超サイヤ人孫悟空/超サイヤ人孫悟飯極限Z覚醒step6
912,[極限]UR(技)超サイヤ人孫悟空/超サイヤ人孫悟飯極限Z覚醒step7,極限Z覚醒：超サイヤ人孫悟空/超サイヤ人孫悟飯極限Z覚醒step7
913,[極限]UR(力)パーフェクトセルZ覚醒step1,極限Z覚醒：パーフェクトセル極限Z覚醒step1
914,[極限]UR(力)パーフェクトセルZ覚醒step2,極限Z覚醒：パーフェクトセル極限Z覚醒step2
915,[極限]UR(力)パーフェクトセルZ覚醒step3,極限Z覚醒：パーフェクトセル極限Z覚醒step3
916,[極限]UR(力)パーフェクトセルZ覚醒step4,極限Z覚醒：パーフェクトセル極限Z覚醒step4
917,[極限]UR(力)パーフェクトセルZ覚醒step5,極限Z覚醒：パーフェクトセル極限Z覚醒step5
918,[極限]UR(力)パーフェクトセルZ覚醒step6,極限Z覚醒：パーフェクトセル極限Z覚醒step6
919,[極限]UR(力)パーフェクトセルZ覚醒step7,極限Z覚醒：パーフェクトセル極限Z覚醒step7
920,SSR(体)チチ(少女期)ドッカン覚醒,ドッカン覚醒ルート
921,SSR(知)ブリアン・デ・シャトードッカン覚醒,ドッカン覚醒ルート
922,SSR(知)クリリンドッカン覚醒,ドッカン覚醒ルート
923,SSR(速)人造人間18号ドッカン覚醒,ドッカン覚醒ルート
924,[LR]UR+人造人間17号＆18号ドッカン覚醒,ドッカン覚醒ルート
925,[LR]LR人造人間17号＆18号/16号ドッカン覚醒,ドッカン覚醒ルート
926,[極限]UR(力)超サイヤ人2孫悟飯(少年期)Z覚醒step1,極限Z覚醒：超サイヤ人2孫悟飯(少年期)極限Z覚醒step1
927,[極限]UR(力)超サイヤ人2孫悟飯(少年期)Z覚醒step2,極限Z覚醒：超サイヤ人2孫悟飯(少年期)極限Z覚醒step2
928,[極限]UR(力)超サイヤ人2孫悟飯(少年期)Z覚醒step3,極限Z覚醒：超サイヤ人2孫悟飯(少年期)極限Z覚醒step3
929,[極限]UR(力)超サイヤ人2孫悟飯(少年期)Z覚醒step4,極限Z覚醒：超サイヤ人2孫悟飯(少年期)極限Z覚醒step4
930,[極限]UR(力)超サイヤ人2孫悟飯(少年期)Z覚醒step5,極限Z覚醒：超サイヤ人2孫悟飯(少年期)極限Z覚醒step5
931,[極限]UR(力)超サイヤ人2孫悟飯(少年期)Z覚醒step6,極限Z覚醒：超サイヤ人2孫悟飯(少年期)極限Z覚醒step6
932,[極限]UR(力)超サイヤ人2孫悟飯(少年期)Z覚醒step7,極限Z覚醒：超サイヤ人2孫悟飯(少年期)極限Z覚醒step7
933,SSR(速)トランクス(幼年期)(グレートサイヤマン)ドッカン覚醒,ドッカン覚醒ルート
934,SSR(技)ベジット(アメ玉)ドッカン覚醒,ドッカン覚醒ルート
935,SSR(知)超サイヤ人ゴテンクス&ゴーストドッカン覚醒,ドッカン覚醒ルート
936,SSR(知)孫悟飯(未来)ドッカン覚醒,ドッカン覚醒ルート
937,SSR(知)トランクス(青年期)(未来)ドッカン覚醒,ドッカン覚醒ルート
938,SSR(体)孫悟飯(未来)ドッカン覚醒,ドッカン覚醒ルート
939,SSR(技)人造人間17号(未来)ドッカン覚醒,ドッカン覚醒ルート
940,SSR(力)人造人間18号(未来)ドッカン覚醒,ドッカン覚醒ルート
941,[極限]UR(知)超サイヤ人トランクス(未来)Z覚醒step1,極限Z覚醒：超サイヤ人トランクス(未来)極限Z覚醒step1
942,[極限]UR(知)超サイヤ人トランクス(未来)Z覚醒step2,極限Z覚醒：超サイヤ人トランクス(未来)極限Z覚醒step2
943,[極限]UR(知)超サイヤ人トランクス(未来)Z覚醒step3,極限Z覚醒：超サイヤ人トランクス(未来)極限Z覚醒step3
944,[極限]UR(知)超サイヤ人トランクス(未来)Z覚醒step4,極限Z覚醒：超サイヤ人トランクス(未来)極限Z覚醒step4
945,[極限]UR(知)超サイヤ人トランクス(未来)Z覚醒step5,極限Z覚醒：超サイヤ人トランクス(未来)極限Z覚醒step5
946,[極限]UR(知)超サイヤ人トランクス(未来)Z覚醒step6,極限Z覚醒：超サイヤ人トランクス(未来)極限Z覚醒step6
947,[極限]UR(知)超サイヤ人トランクス(未来)Z覚醒step7,極限Z覚醒：超サイヤ人トランクス(未来)極限Z覚醒step7
948,[極限]UR(速)超サイヤ人ゴッドSS孫悟空Z覚醒step1,極限Z覚醒：超サイヤ人ゴッドSS孫悟空極限Z覚醒step1
949,[極限]UR(速)超サイヤ人ゴッドSS孫悟空Z覚醒step2,極限Z覚醒：超サイヤ人ゴッドSS孫悟空極限Z覚醒step2
950,[極限]UR(速)超サイヤ人ゴッドSS孫悟空Z覚醒step3,極限Z覚醒：超サイヤ人ゴッドSS孫悟空極限Z覚醒step3
951,[極限]UR(速)超サイヤ人ゴッドSS孫悟空Z覚醒step4,極限Z覚醒：超サイヤ人ゴッドSS孫悟空極限Z覚醒step4
952,[極限]UR(速)超サイヤ人ゴッドSS孫悟空Z覚醒step5,極限Z覚醒：超サイヤ人ゴッドSS孫悟空極限Z覚醒step5
953,[極限]UR(速)超サイヤ人ゴッドSS孫悟空Z覚醒step6,極限Z覚醒：超サイヤ人ゴッドSS孫悟空極限Z覚醒step6
954,[極限]UR(速)超サイヤ人ゴッドSS孫悟空Z覚醒step7,極限Z覚醒：超サイヤ人ゴッドSS孫悟空極限Z覚醒step7
955,[極限]UR(力)サイヤ人ゴテンクス覚醒step1,極限Z覚醒：サイヤ人ゴテンクス極限Z覚醒step1
956,[極限]UR(力)サイヤ人ゴテンクス覚醒step2,極限Z覚醒：サイヤ人ゴテンクス極限Z覚醒step2
957,[極限]UR(力)サイヤ人ゴテンクス覚醒step3,極限Z覚醒：サイヤ人ゴテンクス極限Z覚醒step3
958,[極限]UR(力)サイヤ人ゴテンクス覚醒step4,極限Z覚醒：サイヤ人ゴテンクス極限Z覚醒step4
959,[極限]UR(力)サイヤ人ゴテンクス覚醒step5,極限Z覚醒：サイヤ人ゴテンクス極限Z覚醒step5
