id,name,effect_description,condition_description,turn,exec_limit,causality_conditions,ultimate_special_id,special_view_id,costume_special_view_id,bgm_id
134,大猿変身,大猿化する,HP40%以下のとき発動可能(1回のみ),1,1,"{""source"": ""1320"", ""compiled"": 1320}",,9581,0,184.0
135,ボディチェンジ,ボディチェンジする,"バトル開始から4ターン目以降、
HP70%以下のとき発動可能
(1回のみ)",1,1,"{""source"": ""1281&572"", ""compiled"": [""&"", 1281, 572]}",,9742,0,185.0
136,ボディチェンジ,ボディチェンジする,"バトル開始から4ターン目以降、
HP70%以下のとき発動可能
(1回のみ)",1,1,"{""source"": ""1281&572"", ""compiled"": [""&"", 1281, 572]}",,9742,0,185.0
137,芭蕉扇,"一時的にATKが大幅上昇し、
相手に究極ダメージを与え、
ターゲットした敵1体の攻撃ターンを1のばす","バトル中必殺技の発動が4回以上で発動可能
(1回のみ)",1,1,"{""source"": ""1308"", ""compiled"": 1308}",25.0,9511,0,
138,ファイナルエクスプロージョン,"一時的にATKが大幅上昇し、
敵全体に超極大ダメージを与え、
発動したターン中必ず会心が発動、
1ターン敵全体を気絶させ、
HPの18%分ダメージを受ける","バトル中自身が6回以上攻撃を受けると発動可能
(1回のみ)",1,1,"{""source"": ""1373"", ""compiled"": 1373}",27.0,9775,0,187.0
139,ラディッツの制裁,"一時的にATKが大幅上昇し、
相手に究極ダメージを与え、1ターン気絶させる","バトル中自身が3回以上攻撃を受け、
敵が1体のとき発動可能(1回のみ)",1,1,"{""source"": ""1400&1387"", ""compiled"": [""&"", 1400, 1387]}",28.0,9907,0,188.0
140,栽培マンアタック,"相手に究極ダメージを与え、
1ターンATK31%DOWN、DEF81%DOWNさせ、
必殺技を封じる","敵が3体以上のとき発動可能、
またはバトル開始から6回以上攻撃を受けると発動可能(1回のみ)",1,1,"{""source"": ""1401|1402"", ""compiled"": [""|"", 1401, 1402]}",29.0,9908,0,
141,魔貫光殺砲,"一時的にATKが大幅上昇し、
相手に究極ダメージを与える
&敵の行動をそのターンのみ1回無効化する
&ピッコロと交代する","バトル中自身が7回以上攻撃を受けると発動可能、
またはバトル開始から4ターン目以降、
HP50%以下のとき発動可能(1回のみ)",1,1,"{""source"": ""1414|1415&1416"", ""compiled"": [""|"", 1414, [""&"", 1415, 1416]]}",30.0,9941,0,189.0
142,魔貫光殺砲,"一時的にATKが大幅上昇し、
相手に究極ダメージを与える
&敵の行動をそのターンのみ1回無効化する
&ピッコロと交代する","バトル中自身が7回以上攻撃を受けると発動可能、
またはバトル開始から4ターン目以降、
HP50%以下のとき発動可能(1回のみ)",1,1,"{""source"": ""1414|1415&1416"", ""compiled"": [""|"", 1414, [""&"", 1415, 1416]]}",30.0,9941,0,189.0
143,フルパワー親子かめはめ波,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与え、
発動したターン中必ず会心が発動","バトル開始から5ターン目以降、
敵が1体のとき敵のHP59%以下で発動可能、
またはバトル開始から7ターン目以降、
自身のHP58%以上のとき発動可能
(1回のみ)",1,1,"{""source"": ""1469&1470|1471&1472&1473"", ""compiled"": [""|"", [""&"", 1469, 1470], [""&"", 1471, 1472, 1473]]}",31.0,9950,0,192.0
144,交代,交代する,"バトル中必殺技の発動が3回以上で発動可能
(1回のみ)",1,1,"{""source"": ""1436"", ""compiled"": 1436}",,10039,0,190.0
145,交代,交代する,"バトル中必殺技の発動が3回以上で発動可能
(1回のみ)",1,1,"{""source"": ""1436"", ""compiled"": 1436}",,10039,0,190.0
146,激怒,激怒する,"敵が1体で自身のHP50%以下のとき発動可能
(1回のみ)",1,1,"{""source"": ""1437&1438"", ""compiled"": [""&"", 1437, 1438]}",,10040,0,191.0
147,激怒,激怒する,"敵が1体で自身のHP50%以下のとき発動可能
(1回のみ)",1,1,"{""source"": ""1437&1438"", ""compiled"": [""&"", 1437, 1438]}",,10040,0,191.0
148,交代,交代する,"バトル開始から4ターン目以降発動可能
(1回のみ)",1,1,"{""source"": ""1492"", ""compiled"": 1492}",,10127,0,194.0
149,交代,交代する,"バトル開始から4ターン目以降発動可能
(1回のみ)",1,1,"{""source"": ""1492"", ""compiled"": 1492}",,10127,0,194.0
150,アースブレイカー,"一時的にATKが超大幅上昇し、
敵全体に超極大ダメージを与える","バトル開始から3ターン目以降、
HP50%以下のとき発動可能(1回のみ)",1,1,"{""source"": ""1519"", ""compiled"": 1519}",32.0,10200,0,196.0
151,親子ギャリック砲,"一時的にATKが超大幅上昇し
相手に究極ダメージを与え、
発動したターン中必ず会心が発動
&1ターン味方全員のDEF20%UP","バトル開始から3ターン目以降、
攻撃参加中の味方全員が
「未来編」カテゴリのとき発動可能、
またはバトル開始から5ターン目以降、
HP50%以下のとき発動可能(1回のみ)",1,1,"{""source"": ""1542&1543|1545"", ""compiled"": [""|"", [""&"", 1542, 1543], 1545]}",33.0,10275,0,198.0
152,さようなら天さん,"相手に究極ダメージを与える
&1ターン自身の気力+10、DEF30%UP","バトル開始から4ターン目以降、
HP50%以下のとき発動可能(1回のみ)",1,1,"{""source"": ""1661&1662"", ""compiled"": [""&"", 1661, 1662]}",34.0,10276,0,199.0
153,絶対のいかずち,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与え、
1ターン気絶させる","バトル中必殺技の発動が5回以上で発動可能
(1回のみ)",1,1,"{""source"": ""1596"", ""compiled"": 1596}",35.0,10295,0,201.0
154,交代,交代する,"バトル中自身が6回以上敵の攻撃を回避すると
発動可能、
またはバトル開始から5ターン目以降、
HP59%以下で発動可能(1回のみ)",1,1,"{""source"": ""1578|1579&1580"", ""compiled"": [""|"", 1578, [""&"", 1579, 1580]]}",,10358,0,
155,交代,交代する,"バトル中自身が6回以上敵の攻撃を回避すると
発動可能、
またはバトル開始から5ターン目以降、
HP59%以下で発動可能(1回のみ)",1,1,"{""source"": ""1578|1579&1580"", ""compiled"": [""|"", 1578, [""&"", 1579, 1580]]}",,10358,0,
156,とっておきのかめはめ波,"一時的にATKが大幅上昇し、相手に究極ダメージを与え、
発動したターン中59%の確率で会心が発動","バトル中自身が5回以上攻撃し、
「GT HERO」カテゴリの名称に「孫悟空」を含むキャラ(Jr.を除く)が
攻撃参加中の味方にいるとき発動可能(1回のみ)",1,1,"{""source"": ""1637&1626"", ""compiled"": [""&"", 1637, 1626]}",36.0,10437,0,202.0
157,スーパーノヴァ,"一時的にATKが大幅上昇し
相手に究極ダメージを与える
&敵の行動をそのターンのみ1回無効化する",バトル中8回攻撃すると発動可能(1回のみ),1,1,"{""source"": ""1682"", ""compiled"": 1682}",37.0,10476,0,204.0
158,超サイヤ人怒る！！！,"一時的にATKが大幅上昇し
相手に究極ダメージを与える
&敵の行動をそのターンのみ1回無効化する","バトル開始から5ターン目以降、
HP59%以下で発動可能、
または復活スキルが発動すると発動可能
(1回のみ)",1,1,"{""source"": ""1690&1688|1689"", ""compiled"": [""|"", [""&"", 1690, 1688], 1689]}",38.0,10489,0,205.0
160,生命エネルギー吸収,"一時的にATKが大幅上昇し、
相手に究極ダメージを与え、
HP30%回復","バトル開始から5ターン目以降、
バトル中自身が7回以上攻撃を受けると発動可能、
または復活スキルが発動すると発動可能
(1回のみ)",1,1,"{""source"": ""1754&1755|1756"", ""compiled"": [""|"", [""&"", 1754, 1755], 1756]}",39.0,10687,0,209.0
163,不可能を可能にする力,"相手に究極ダメージを与え、
1ターン気絶させる","次の攻撃参加ターン以降、
敵が1体のとき発動可能(1回のみ)",1,1,"{""source"": ""11&1751"", ""compiled"": [""&"", 11, 1751]}",40.0,10734,0,208.0
164,怒りのかめはめ波,"一時的にATK800%UPしたダメージを与え、
発動したターン中59%の確率で会心が発動","バトル中自身が8回以上攻撃を受けると発動可能、
またはHPが59%以下のとき発動可能(1回のみ)",1,1,"{""source"": ""1786|1787"", ""compiled"": [""|"", 1786, 1787]}",41.0,10841,0,214.0
165,変身,変身する,"バトル開始から3ターン目以降、
チーム全員が極系のとき発動可能、
またはバトル開始から5ターン目以降、
バトル中自身が5回以上攻撃を受けると発動可能
(1回のみ)",1,1,"{""source"": ""1937&1938|1939&1940"", ""compiled"": [""|"", [""&"", 1937, 1938], [""&"", 1939, 1940]]}",,10916,0,219.0
166,変身,変身する,"バトル開始から3ターン目以降、
チーム全員が極系のとき発動可能、
またはバトル開始から5ターン目以降、
バトル中自身が5回以上攻撃を受けると発動可能
(1回のみ)",1,1,"{""source"": ""1937&1938|1939&1940"", ""compiled"": [""|"", [""&"", 1937, 1938], [""&"", 1939, 1940]]}",,10916,0,219.0
167,ファイナルスピリッツキャノン,"相手に究極ダメージを与え、
発動したターン中必ず会心が発動する","バトル開始から3ターン目以降、
自身の他にチームに
「バーダックチーム」カテゴリのキャラが
3体以上いるとき発動可能、
またはバトル開始から5ターン目以降、
自身のHPが50%以下のとき発動可能
(1回のみ)",1,1,"{""source"": ""1848&1849|1850&1851"", ""compiled"": [""|"", [""&"", 1848, 1849], [""&"", 1850, 1851]]}",42.0,10982,0,218.0
168,最大出力かめはめ波,"一時的にATK610%UPしたダメージを与え、
発動したターン中64%の確率で会心が発動","バトル中自身が6回以上攻撃を受けると
発動可能、
またはバトル中必殺技の発動が4回以上で
発動可能(1回のみ)",1,1,"{""source"": ""1868|1869"", ""compiled"": [""|"", 1868, 1869]}",43.0,10943,0,220.0
169,特大繰気弾,"相手に究極ダメージを与える
&発動したターン中、攻撃が必中する","バトル中自身が4回以上敵の攻撃を回避すると
発動可能、
または攻撃参加中の味方全員が
「地球育ちの戦士」カテゴリのとき
発動可能(1回のみ)",1,1,"{""source"": ""1964|1965"", ""compiled"": [""|"", 1964, 1965]}",44.0,11083,0,222.0
170,ヤジロベーの仙豆,"HPを全回復し、
味方全員の状態異常をなおす","バトル開始から5ターン目以降、
自身の他に攻撃参加中の「地球育ちの戦士」
カテゴリの味方がいるとき
HP40%以下で発動可能(1回のみ)",1,1,"{""source"": ""1966&1967&1968"", ""compiled"": [""&"", 1966, 1967, 1968]}",,11084,0,223.0
171,巨大化,巨大化する,"「純粋サイヤ人」または
「混血サイヤ人」カテゴリの
敵がいるとき発動可能、
またはバトル開始から5ターン目以降、
HP80%以下のとき発動可能(1回のみ)",1,1,"{""source"": ""1970|1971|1972&1973"", ""compiled"": [""|"", 1970, 1971, [""&"", 1972, 1973]]}",,11093,0,224.0
172,巨大化,巨大化する,"「純粋サイヤ人」または
「混血サイヤ人」カテゴリの
敵がいるとき発動可能、
またはバトル開始から5ターン目以降、
HP80%以下のとき発動可能(1回のみ)",1,1,"{""source"": ""1970|1971|1972&1973"", ""compiled"": [""|"", 1970, 1971, [""&"", 1972, 1973]]}",,11093,0,224.0
173,フルパワー一斉攻撃,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与え、
発動したターン中必ず会心が発動
&1ターンの間味方全員の気力+5","バトル開始から5ターン目以降、
バトル中自身が10回以上攻撃を受けると発動可能
(1回のみ)",1,1,"{""source"": ""2041&2042"", ""compiled"": [""&"", 2041, 2042]}",46.0,11113,0,225.0
174,魔貫光殺砲,"一時的にATKが大幅上昇し、
相手に究極ダメージを与える
&敵の行動をそのターンのみ1回無効化する","バトル開始から3ターン目以降、
攻撃参加中の味方全員が「超HERO」
カテゴリのとき発動可能、
またはバトル開始から6ターン目以降、
敵が1体のとき発動可能(1回のみ)",1,1,"{""source"": ""(2024&2025)|(2026&2027)"", ""compiled"": [""|"", [""&"", 2024, 2025], [""&"", 2026, 2027]]}",45.0,11122,0,227.0
175,巨大化,巨大化する,"バトル開始から3ターン目以降、
攻撃参加中の味方全員が「超HERO」
カテゴリのとき発動可能、
またはバトル開始から6ターン目以降、
敵が1体のとき発動可能(1回のみ)",1,1,"{""source"": ""(2024&2025)|(2026&2027)"", ""compiled"": [""|"", [""&"", 2024, 2025], [""&"", 2026, 2027]]}",,11123,0,229.0
176,巨大化,巨大化する,"バトル開始から3ターン目以降、
攻撃参加中の味方全員が「超HERO」
カテゴリのとき発動可能、
またはバトル開始から6ターン目以降、
敵が1体のとき発動可能(1回のみ)",1,1,"{""source"": ""(2024&2025)|(2026&2027)"", ""compiled"": [""|"", [""&"", 2024, 2025], [""&"", 2026, 2027]]}",,11123,0,229.0
177,満月の出来事,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与え、
発動したターン中
全属性に効果抜群で攻撃","HP58%以下のとき発動可能、
またはバトル開始から5ターン目以降、
自身の他に攻撃参加中の
「師弟の絆」カテゴリの味方が
いるとき発動可能(1回のみ)",1,1,"{""source"": ""2157|2158&2159"", ""compiled"": [""|"", 2157, [""&"", 2158, 2159]]}",48.0,11370,0,238.0
178,元気玉,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与え、
発動したターン中必ず会心が発動","HP59%以下のとき発動可能、
またはバトル開始から5ターン目以降、
自身の他に攻撃参加中の
「地球育ちの戦士」カテゴリの味方が
いるとき発動可能(1回のみ)",1,1,"{""source"": ""2136|2137&2138"", ""compiled"": [""|"", 2136, [""&"", 2137, 2138]]}",47.0,11383,0,240.0
179,ゴッドの世界を吸収したサイヤ人,"相手に究極ダメージを与える
&必ず会心が発動
&変身する","バトル開始から5ターン目以降、
バトル中必殺技の発動が4回以上で
発動可能(1回のみ)",1,1,"{""source"": ""2203&2168"", ""compiled"": [""&"", 2203, 2168]}",49.0,11672,0,259.0
180,ゴッドの世界を吸収したサイヤ人,"相手に究極ダメージを与える
&必ず会心が発動
&変身する","バトル開始から5ターン目以降、
バトル中必殺技の発動が4回以上で
発動可能(1回のみ)",1,1,"{""source"": ""2203&2168"", ""compiled"": [""&"", 2203, 2168]}",49.0,11672,0,259.0
181,変身,変身する,"バトル開始から5ターン目以降、
バトル中自身が6回以上攻撃を
受けると発動可能(1回のみ)",1,1,"{""source"": ""2175&2176"", ""compiled"": [""&"", 2175, 2176]}",,11679,0,260.0
182,変身,変身する,"バトル開始から5ターン目以降、
バトル中自身が6回以上攻撃を
受けると発動可能(1回のみ)",1,1,"{""source"": ""2175&2176"", ""compiled"": [""&"", 2175, 2176]}",,11679,0,260.0
183,激怒,激怒する,"バトル開始から5ターン目以降
&HP50%以下のとき発動可能
(1回のみ)",1,1,"{""source"": ""2178&2179"", ""compiled"": [""&"", 2178, 2179]}",,5214,0,79.0
184,激怒,激怒する,"バトル開始から5ターン目以降
&HP50%以下のとき発動可能
(1回のみ)",1,1,"{""source"": ""2178&2179"", ""compiled"": [""&"", 2178, 2179]}",,5214,0,79.0
185,合体,合体する,"バトル開始から5ターン目以降、
HP70%以下のとき発動可能(1回のみ)",1,1,"{""source"": ""2187&2185"", ""compiled"": [""&"", 2187, 2185]}",,11720,0,257.0
186,合体,合体する,"バトル開始から5ターン目以降、
HP70%以下のとき発動可能(1回のみ)",1,1,"{""source"": ""2187&2185"", ""compiled"": [""&"", 2187, 2185]}",,11720,0,257.0
187,変身,変身する,"バトル開始から4ターン目以降、
名称に「カリフラ」を含むキャラが
チームにいるとき発動可能、
またはバトル中自身が必殺技を
6回以上発動で発動可能(1回のみ)",1,1,"{""source"": ""2310&2311|2312"", ""compiled"": [""|"", [""&"", 2310, 2311], 2312]}",,11943,0,262.0
188,変身,変身する,"バトル開始から4ターン目以降、
名称に「カリフラ」を含むキャラが
チームにいるとき発動可能、
またはバトル中自身が必殺技を
6回以上発動で発動可能(1回のみ)",1,1,"{""source"": ""2310&2311|2312"", ""compiled"": [""|"", [""&"", 2310, 2311], 2312]}",,11943,0,262.0
189,リベンジデスボンバー,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与え、
HP40%回復
&敵の行動をそのターンのみ1回無効化する","バトル開始から5ターン目以降、
HP60%以下のとき発動可能(1回のみ)",1,1,"{""source"": ""2301&2302"", ""compiled"": [""&"", 2301, 2302]}",50.0,11988,0,264.0
190,超爆裂魔波,"一時的にATKが超大幅上昇し、
敵全体に超極大ダメージを与える
&敵全体の行動を
そのターンのみ1回無効化する","バトル開始から4ターン目以降、
HP50%以下のとき発動可能、
または敵が2体以上のとき発動可能
(1回のみ)",1,1,"{""source"": ""2368&2369|2370"", ""compiled"": [""|"", [""&"", 2368, 2369], 2370]}",51.0,12027,0,269.0
191,いでよ神龍！,"全ての気玉を力気玉に変化させる
&1ターンの間、味方全員の気力+7、
ATKとDEF17%UP、
全属性に効果抜群で攻撃","バトル開始から7ターン目以降
発動可能(1回のみ)",1,1,"{""source"": ""2384"", ""compiled"": 2384}",,12088,0,271.0
192,神と融合,神と融合する,"バトル開始から4ターン目以降、
HP70%以上の時に自身の他に
チームに「ナメック星人」カテゴリの
味方がいれば発動可能(1回のみ)",1,1,"{""source"": ""5&252&165"", ""compiled"": [""&"", 5, 252, 165]}",,5356,0,73.0
193,神と融合,神と融合する,"バトル開始から4ターン目以降、
HP70%以上の時に自身の他に
チームに「ナメック星人」カテゴリの
味方がいれば発動可能(1回のみ)",1,1,"{""source"": ""5&252&165"", ""compiled"": [""&"", 5, 252, 165]}",,5356,0,73.0
194,プラネットゲイザー,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与える","自身のHPが40%以下のとき発動可能、
またはバトル開始から5ターン目以降、
敵が1体のとき敵のHP60%以上で発動可能
(1回のみ)",1,1,"{""source"": ""2416|(2417&2412&2414)"", ""compiled"": [""|"", 2416, [""&"", 2417, 2412, 2414]]}",52.0,12184,0,275.0
195,サイヤ人にふさわしい生き方をしろ！,"一時的にATKが大幅上昇し、
相手に究極ダメージを与える","バトル開始から3ターン目以降、
「孫悟空の系譜」カテゴリまたは
名称に「孫悟飯(幼年期)」を含むキャラが
敵にいるとき発動可能、またはバトル開始から
6ターン目以降発動可能(1回のみ)",1,1,"{""source"": ""2436|(2437&2425)|(2437&2426)"", ""compiled"": [""|"", 2436, [""&"", 2437, 2425], [""&"", 2437, 2426]]}",53.0,12201,0,273.0
196,スーパー元気玉,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与える","バトル開始から3ターン目以降、
HP59%以下のとき発動可能、
またはバトル開始から5ターン目以降、
敵が1体のとき発動可能(1回のみ)",1,1,"{""source"": ""2455&2456|2445&2481"", ""compiled"": [""|"", [""&"", 2455, 2456], [""&"", 2445, 2481]]}",54.0,12239,0,276.0
197,マイナスエネルギーパワーボール,"一時的にATKが大幅上昇し、
相手に究極ダメージを与え、
1ターンATKとDEF30%DOWN
&敵の行動をそのターンのみ1回無効化する","バトル開始から3ターン目以降、
ターゲットしている相手が
ATKかDEF低下状態の場合発動可能、
またはバトル開始から6ターン目以降に発動可能
(1回のみ)",1,1,"{""source"": ""2520&2521|2522"", ""compiled"": [""|"", [""&"", 2520, 2521], 2522]}",55.0,12351,0,281.0
198,場所を変えさせてもらうぞ,4ターンの間、「荒野(未来)」フィールドを生成する,"「時空を超えし者」カテゴリの敵が
いるとき発動可能、
または登場から5ターン目以降
発動可能(1回のみ)",1,1,"{""source"": ""2526&2528|2526&2529"", ""compiled"": [""|"", [""&"", 2526, 2528], [""&"", 2526, 2529]]}",,12362,0,291.0
199,合体,ポタラで合体する,"登場から5ターン目以降、
HP70%以下のとき発動可能、
または登場から7ターン目以降、
敵か自身を除く攻撃参加中の味方に
「未来編」カテゴリのキャラがいるとき
発動可能(1回のみ)",1,1,"{""source"": ""(2557&2547)|(2558&(2559|2560))"", ""compiled"": [""|"", [""&"", 2557, 2547], [""&"", 2558, [""|"", 2559, 2560]]]}",,12432,0,286.0
200,合体,ポタラで合体する,"登場から5ターン目以降、
HP70%以下のとき発動可能、
または登場から7ターン目以降、
敵か自身を除く攻撃参加中の味方に
「未来編」カテゴリのキャラがいるとき
発動可能(1回のみ)",1,1,"{""source"": ""(2557&2547)|(2558&(2559|2560))"", ""compiled"": [""|"", [""&"", 2557, 2547], [""&"", 2558, [""|"", 2559, 2560]]]}",,12432,0,286.0
201,ゴッドインパクト,"相手に究極ダメージを与え、
発動したターン中敵の攻撃を回避する","自身のHPが50%以下のとき発動可能、
または敵が1体のとき
敵のHPが50%以下で発動可能(1回のみ)",1,1,"{""source"": ""2552|(2561&2562)"", ""compiled"": [""|"", 2552, [""&"", 2561, 2562]]}",56.0,12433,0,287.0
202,宇宙化,"5ターンの間、「無限ザマス」フィールドを生成し、
極系の味方全員の気力+3、自身が宇宙化する","登場から5ターン目以降、
HP70%以下のとき発動可能、
または登場から7ターン目以降、
敵か自身を除く攻撃参加中の味方に
「未来編」カテゴリのキャラがいるとき
発動可能(1回のみ)",5,1,"{""source"": ""(2557&2547&2526)|(2526&2558&(2559|2560))"", ""compiled"": [""|"", [""&"", 2557, 2547, 2526], [""&"", 2526, 2558, [""|"", 2559, 2560]]]}",,12434,0,289.0
203,宇宙化,"5ターンの間、「無限ザマス」フィールドを生成し、
極系の味方全員の気力+3、自身が宇宙化する","登場から5ターン目以降、
HP70%以下のとき発動可能、
または登場から7ターン目以降、
敵か自身を除く攻撃参加中の味方に
「未来編」カテゴリのキャラがいるとき
発動可能(1回のみ)",5,1,"{""source"": ""(2557&2547&2526)|(2526&2558&(2559|2560))"", ""compiled"": [""|"", [""&"", 2557, 2547, 2526], [""&"", 2526, 2558, [""|"", 2559, 2560]]]}",,12434,0,289.0
204,地獄を生き抜いた男,"一時的にATKが大幅上昇し、
相手に究極ダメージを与える
&敵の行動をそのターンのみ1回無効化する","バトル開始から3ターン目以降、
HP60%以上で発動可能(1回のみ)",1,1,"{""source"": ""2592&2593"", ""compiled"": [""&"", 2592, 2593]}",57.0,12450,0,284.0
205,地獄を生き抜いた男,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与え、
ターゲットした敵1体の攻撃ターンを1のばす
&発動したターン中必ず会心が発動","HP60%以上のとき、
または名称に「セル」(セルジュニア等を除く)
を含むキャラが敵にいるとき発動可能
(1回のみ)",1,1,"{""source"": ""2593|2587"", ""compiled"": [""|"", 2593, 2587]}",58.0,12451,0,284.0
206,アナザーホープ,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与える
&バトル中自身の気力+5し、
DEF20%UP","「都市(未来)(雨)」フィールドが
生成されている間、発動可能(1回のみ)",99,1,"{""source"": ""2649"", ""compiled"": 2649}",59.0,12544,0,296.0
207,永久エネルギー式の利点,技気玉を知気玉に変化させる,"バトル開始から5ターン目以降、
HP78%以下で発動可能(最大8回)",1,8,"{""source"": ""2785&2786"", ""compiled"": [""&"", 2785, 2786]}",,12834,0,308.0
208,巨大化,2ターンの間、巨大化する,"自身の他に攻撃参加中の
「願いの力」カテゴリの味方がいるとき
HP66%以下で発動可能、
またはバトル開始から6ターン目以降発動可能
(1回のみ)",1,1,"{""source"": ""2808&2809|2810"", ""compiled"": [""|"", [""&"", 2808, 2809], 2810]}",,12917,0,313.0
209,巨大化,2ターンの間、巨大化する,"自身の他に攻撃参加中の
「願いの力」カテゴリの味方がいるとき
HP66%以下で発動可能、
またはバトル開始から6ターン目以降発動可能
(1回のみ)",1,1,"{""source"": ""2808&2809|2810"", ""compiled"": [""|"", [""&"", 2808, 2809], 2810]}",,12917,0,313.0
210,ギャラクシーエターナルソード,"一時的にATKが大幅上昇し、
相手に究極ダメージを与え、
発動したターン中必ず会心が発動","バトル開始から3ターン目以降、
攻撃参加中の味方全員が
「クロスオーバー」カテゴリのとき発動可能、
またはバトル開始から6ターン目以降発動可能
(1回のみ)",1,1,"{""source"": ""2894&2893|2895"", ""compiled"": [""|"", [""&"", 2894, 2893], 2895]}",60.0,12960,0,317.0
211,結束の力,"1ターン自身の気力+20、ATK60%UPし、
攻撃が必中する","自身のHPが40%以下のとき発動可能、
またはバトル開始から6ターン目以降
発動可能(1回のみ)",1,1,"{""source"": ""61|388"", ""compiled"": [""|"", 61, 388]}",,13089,0,321.0
212,変身,変身する,"バトル開始から5ターン目以降、
敵が1体のとき発動可能(1回のみ)",1,1,"{""source"": ""1471&1472"", ""compiled"": [""&"", 1471, 1472]}",,13094,0,318.0
213,変身,変身する,"バトル開始から5ターン目以降、
敵が1体のとき発動可能(1回のみ)",1,1,"{""source"": ""1471&1472"", ""compiled"": [""&"", 1471, 1472]}",,13094,0,318.0
214,アブソリュートリリースボール,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与え、
敵の行動をそのターンのみ1回無効化し、
発動したターン中全属性に効果抜群で攻撃","次の攻撃参加ターン以降、
敵が1体のとき発動可能(1回のみ)",1,1,"{""source"": ""11&1472"", ""compiled"": [""&"", 11, 1472]}",61.0,13095,0,319.0
215,ヘルズバスター,"一時的にATKが大幅上昇し、
相手に究極ダメージを与え、
1ターン必殺技を封じる","バトル開始から4ターン目以降、
名称に「孫悟空」
(少年期、ギニュー、Jr.等を除く)を含む
キャラが敵にいるとき発動可能、
またはバトル開始から6ターン目以降
発動可能(1回のみ)",1,1,"{""source"": ""5&431|388"", ""compiled"": [""|"", [""&"", 5, 431], 388]}",63.0,13262,0,330.0
216,元気玉超サイヤ人,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与え、
発動したターン中必ず会心が発動","バトル開始から3ターン目以降、
攻撃参加中の味方全員が
「超サイヤ人」カテゴリのとき発動可能、
またはバトル開始から6ターン目以降発動可能
(1回のみ)",1,1,"{""source"": ""1194&3040|1041"", ""compiled"": [""|"", [""&"", 1194, 3040], 1041]}",62.0,13324,0,323.0
217,変身,変身する,"バトル開始から3ターン目以降、
HP70%以下で発動可能、
またはバトル開始から6ターン目以降
発動可能(1回のみ)",1,1,"{""source"": ""4&74|388"", ""compiled"": [""|"", [""&"", 4, 74], 388]}",,13341,0,328.0
218,変身,変身する,"バトル開始から3ターン目以降、
HP70%以下で発動可能、
またはバトル開始から6ターン目以降
発動可能(1回のみ)",1,1,"{""source"": ""4&74|388"", ""compiled"": [""|"", [""&"", 4, 74], 388]}",,13341,0,328.0
219,怒りの時空破裂,"4ターンの間、
「都市(未来)(時空の亀裂)」フィールドを生成し、
「超BOSS」カテゴリの味方全員の気力+2、
自身が分身する","バトル開始から4ターン目以降、
攻撃参加中の味方全員が
「超BOSS」カテゴリのとき発動可能、
またはバトル開始から6ターン目以降発動可能
(1回のみ)",4,1,"{""source"": ""2526&5&3067|2526&388"", ""compiled"": [""|"", [""&"", 2526, 5, 3067], [""&"", 2526, 388]]}",,13416,0,340.0
220,変身,変身する,"登場から4ターン目以降
発動可能(1回のみ)",1,1,"{""source"": ""626"", ""compiled"": 626}",,13451,0,331.0
221,変身,変身する,"登場から4ターン目以降
発動可能(1回のみ)",1,1,"{""source"": ""626"", ""compiled"": 626}",,13451,0,331.0
222,オレにどこまでついてこれるかな？,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与える
&1ターンの間、
敵の攻撃を自身に集中させ、回避する","次の攻撃参加ターンから発動可能
(1回のみ)",1,1,"{""source"": ""11"", ""compiled"": 11}",64.0,13452,0,332.0
223,変身,"変身する
&4ターンの間、「異次元空間」フィールドを生成し、
極系の味方全員の気力+4",登場から5ターン目以降発動可能(1回のみ),4,1,"{""source"": ""2526&2375"", ""compiled"": [""&"", 2526, 2375]}",,13465,0,334.0
224,変身,"変身する
&4ターンの間、「異次元空間」フィールドを生成し、
極系の味方全員の気力+4",登場から5ターン目以降発動可能(1回のみ),4,1,"{""source"": ""2526&2375"", ""compiled"": [""&"", 2526, 2375]}",,13465,0,334.0
226,破壊神の寝覚め,"眠りから覚め、1ターンの間、
敵の攻撃を自身に集中させる","バトル開始から5ターン目以降発動可能
(1回のみ)",1,1,"{""source"": ""200"", ""compiled"": 200}",,13540,0,341.0
227,破壊神の寝覚め,"眠りから覚め、1ターンの間、
敵の攻撃を自身に集中させる","バトル開始から5ターン目以降発動可能
(1回のみ)",1,1,"{""source"": ""200"", ""compiled"": 200}",,13540,0,341.0
