id,grow_type,lv,coef,created_at,updated_at
388,22,48,0.331,2017-11-14 01:43:07,2017-11-14 01:43:07
389,22,49,0.367,2017-11-14 01:43:07,2017-11-14 01:43:07
390,22,50,0.405,2017-11-14 01:43:07,2017-11-14 01:43:07
391,22,51,0.447,2017-11-14 01:43:07,2017-11-14 01:43:07
392,22,52,0.492,2017-11-14 01:43:07,2017-11-14 01:43:07
393,22,53,0.541,2017-11-14 01:43:07,2017-11-14 01:43:07
394,22,54,0.593,2017-11-14 01:43:07,2017-11-14 01:43:07
395,22,55,0.65,2017-11-14 01:43:07,2017-11-14 01:43:07
396,22,56,0.71,2017-11-14 01:43:07,2017-11-14 01:43:07
397,22,57,0.775,2017-11-14 01:43:07,2017-11-14 01:43:07
398,22,58,0.845,2017-11-14 01:43:07,2017-11-14 01:43:07
399,22,59,0.92,2017-11-14 01:43:07,2017-11-14 01:43:07
400,22,60,1.0,2017-11-14 01:43:07,2017-11-14 01:43:07
401,23,1,0.0,2017-11-14 01:43:07,2017-11-14 01:43:07
402,23,2,0.017,2017-11-14 01:43:07,2017-11-14 01:43:07
403,23,3,0.034,2017-11-14 01:43:07,2017-11-14 01:43:07
404,23,4,0.051,2017-11-14 01:43:07,2017-11-14 01:43:07
405,23,5,0.068,2017-11-14 01:43:07,2017-11-14 01:43:07
406,23,6,0.085,2017-11-14 01:43:07,2017-11-14 01:43:07
407,23,7,0.102,2017-11-14 01:43:07,2017-11-14 01:43:07
408,23,8,0.119,2017-11-14 01:43:07,2017-11-14 01:43:07
409,23,9,0.136,2017-11-14 01:43:07,2017-11-14 01:43:07
410,23,10,0.153,2017-11-14 01:43:07,2017-11-14 01:43:07
411,23,11,0.169,2017-11-14 01:43:07,2017-11-14 01:43:07
412,23,12,0.186,2017-11-14 01:43:07,2017-11-14 01:43:07
413,23,13,0.203,2017-11-14 01:43:07,2017-11-14 01:43:07
414,23,14,0.22,2017-11-14 01:43:07,2017-11-14 01:43:07
415,23,15,0.237,2017-11-14 01:43:07,2017-11-14 01:43:07
416,23,16,0.254,2017-11-14 01:43:07,2017-11-14 01:43:07
417,23,17,0.271,2017-11-14 01:43:07,2017-11-14 01:43:07
418,23,18,0.288,2017-11-14 01:43:07,2017-11-14 01:43:07
419,23,19,0.305,2017-11-14 01:43:07,2017-11-14 01:43:07
420,23,20,0.322,2017-11-14 01:43:07,2017-11-14 01:43:07
421,23,21,0.339,2017-11-14 01:43:07,2017-11-14 01:43:07
422,23,22,0.356,2017-11-14 01:43:07,2017-11-14 01:43:07
423,23,23,0.373,2017-11-14 01:43:07,2017-11-14 01:43:07
424,23,24,0.39,2017-11-14 01:43:07,2017-11-14 01:43:07
425,23,25,0.407,2017-11-14 01:43:07,2017-11-14 01:43:07
426,23,26,0.424,2017-11-14 01:43:07,2017-11-14 01:43:07
427,23,27,0.441,2017-11-14 01:43:07,2017-11-14 01:43:07
428,23,28,0.458,2017-11-14 01:43:07,2017-11-14 01:43:07
429,23,29,0.475,2017-11-14 01:43:07,2017-11-14 01:43:07
430,23,30,0.492,2017-11-14 01:43:07,2017-11-14 01:43:07
431,23,31,0.508,2017-11-14 01:43:07,2017-11-14 01:43:07
432,23,32,0.525,2017-11-14 01:43:07,2017-11-14 01:43:07
433,23,33,0.542,2017-11-14 01:43:07,2017-11-14 01:43:07
434,23,34,0.559,2017-11-14 01:43:07,2017-11-14 01:43:07
435,23,35,0.576,2017-11-14 01:43:07,2017-11-14 01:43:07
436,23,36,0.593,2017-11-14 01:43:07,2017-11-14 01:43:07
437,23,37,0.61,2017-11-14 01:43:07,2017-11-14 01:43:07
438,23,38,0.627,2017-11-14 01:43:07,2017-11-14 01:43:07
439,23,39,0.644,2017-11-14 01:43:07,2017-11-14 01:43:07
440,23,40,0.661,2017-11-14 01:43:07,2017-11-14 01:43:07
441,23,41,0.678,2017-11-14 01:43:07,2017-11-14 01:43:07
442,23,42,0.695,2017-11-14 01:43:07,2017-11-14 01:43:07
443,23,43,0.712,2017-11-14 01:43:07,2017-11-14 01:43:07
444,23,44,0.729,2017-11-14 01:43:07,2017-11-14 01:43:07
445,23,45,0.746,2017-11-14 01:43:07,2017-11-14 01:43:07
446,23,46,0.763,2017-11-14 01:43:07,2017-11-14 01:43:07
447,23,47,0.78,2017-11-14 01:43:07,2017-11-14 01:43:07
448,23,48,0.797,2017-11-14 01:43:07,2017-11-14 01:43:07
449,23,49,0.814,2017-11-14 01:43:07,2017-11-14 01:43:07
450,23,50,0.831,2017-11-14 01:43:07,2017-11-14 01:43:07
451,23,51,0.847,2017-11-14 01:43:07,2017-11-14 01:43:07
452,23,52,0.864,2017-11-14 01:43:07,2017-11-14 01:43:07
453,23,53,0.881,2017-11-14 01:43:07,2017-11-14 01:43:07
454,23,54,0.898,2017-11-14 01:43:07,2017-11-14 01:43:07
455,23,55,0.915,2017-11-14 01:43:07,2017-11-14 01:43:07
456,23,56,0.932,2017-11-14 01:43:07,2017-11-14 01:43:07
457,23,57,0.949,2017-11-14 01:43:07,2017-11-14 01:43:07
458,23,58,0.966,2017-11-14 01:43:07,2017-11-14 01:43:07
459,23,59,0.983,2017-11-14 01:43:07,2017-11-14 01:43:07
460,23,60,1.0,2017-11-14 01:43:07,2017-11-14 01:43:07
461,30,1,0.0,2017-11-14 01:43:07,2017-11-14 01:43:07
462,30,2,0.0,2017-11-14 01:43:07,2017-11-14 01:43:07
463,30,3,0.0,2017-11-14 01:43:07,2017-11-14 01:43:07
464,30,4,0.001,2017-11-14 01:43:07,2017-11-14 01:43:07
465,30,5,0.001,2017-11-14 01:43:07,2017-11-14 01:43:07
466,30,6,0.002,2017-11-14 01:43:07,2017-11-14 01:43:07
467,30,7,0.003,2017-11-14 01:43:07,2017-11-14 01:43:07
468,30,8,0.004,2017-11-14 01:43:07,2017-11-14 01:43:07
469,30,9,0.005,2017-11-14 01:43:07,2017-11-14 01:43:07
470,30,10,0.006,2017-11-14 01:43:07,2017-11-14 01:43:07
471,30,11,0.008,2017-11-14 01:43:07,2017-11-14 01:43:07
472,30,12,0.009,2017-11-14 01:43:07,2017-11-14 01:43:07
473,30,13,0.011,2017-11-14 01:43:07,2017-11-14 01:43:07
474,30,14,0.014,2017-11-14 01:43:07,2017-11-14 01:43:07
475,30,15,0.016,2017-11-14 01:43:07,2017-11-14 01:43:07
476,30,16,0.019,2017-11-14 01:43:07,2017-11-14 01:43:07
477,30,17,0.022,2017-11-14 01:43:07,2017-11-14 01:43:07
478,30,18,0.025,2017-11-14 01:43:07,2017-11-14 01:43:07
479,30,19,0.029,2017-11-14 01:43:07,2017-11-14 01:43:07
480,30,20,0.033,2017-11-14 01:43:07,2017-11-14 01:43:07
481,30,21,0.037,2017-11-14 01:43:07,2017-11-14 01:43:07
482,30,22,0.041,2017-11-14 01:43:07,2017-11-14 01:43:07
483,30,23,0.046,2017-11-14 01:43:07,2017-11-14 01:43:07
484,30,24,0.051,2017-11-14 01:43:07,2017-11-14 01:43:07
485,30,25,0.056,2017-11-14 01:43:07,2017-11-14 01:43:07
486,30,26,0.062,2017-11-14 01:43:07,2017-11-14 01:43:07
487,30,27,0.068,2017-11-14 01:43:07,2017-11-14 01:43:07
488,30,28,0.075,2017-11-14 01:43:07,2017-11-14 01:43:07
489,30,29,0.081,2017-11-14 01:43:07,2017-11-14 01:43:07
490,30,30,0.088,2017-11-14 01:43:07,2017-11-14 01:43:07
491,30,31,0.096,2017-11-14 01:43:07,2017-11-14 01:43:07
492,30,32,0.104,2017-11-14 01:43:07,2017-11-14 01:43:07
493,30,33,0.112,2017-11-14 01:43:07,2017-11-14 01:43:07
494,30,34,0.12,2017-11-14 01:43:07,2017-11-14 01:43:07
495,30,35,0.129,2017-11-14 01:43:07,2017-11-14 01:43:07
496,30,36,0.138,2017-11-14 01:43:07,2017-11-14 01:43:07
497,30,37,0.148,2017-11-14 01:43:07,2017-11-14 01:43:07
498,30,38,0.158,2017-11-14 01:43:07,2017-11-14 01:43:07
499,30,39,0.169,2017-11-14 01:43:07,2017-11-14 01:43:07
500,30,40,0.179,2017-11-14 01:43:07,2017-11-14 01:43:07
501,30,41,0.191,2017-11-14 01:43:07,2017-11-14 01:43:07
502,30,42,0.202,2017-11-14 01:43:07,2017-11-14 01:43:07
503,30,43,0.215,2017-11-14 01:43:07,2017-11-14 01:43:07
504,30,44,0.227,2017-11-14 01:43:07,2017-11-14 01:43:07
505,30,45,0.24,2017-11-14 01:43:07,2017-11-14 01:43:07
506,30,46,0.254,2017-11-14 01:43:07,2017-11-14 01:43:07
507,30,47,0.267,2017-11-14 01:43:07,2017-11-14 01:43:07
508,30,48,0.282,2017-11-14 01:43:07,2017-11-14 01:43:07
509,30,49,0.296,2017-11-14 01:43:07,2017-11-14 01:43:07
510,30,50,0.312,2017-11-14 01:43:07,2017-11-14 01:43:07
511,30,51,0.327,2017-11-14 01:43:07,2017-11-14 01:43:07
512,30,52,0.343,2017-11-14 01:43:07,2017-11-14 01:43:07
513,30,53,0.36,2017-11-14 01:43:07,2017-11-14 01:43:07
514,30,54,0.377,2017-11-14 01:43:07,2017-11-14 01:43:07
515,30,55,0.395,2017-11-14 01:43:07,2017-11-14 01:43:07
516,30,56,0.413,2017-11-14 01:43:07,2017-11-14 01:43:07
517,30,57,0.431,2017-11-14 01:43:07,2017-11-14 01:43:07
518,30,58,0.45,2017-11-14 01:43:07,2017-11-14 01:43:07
519,30,59,0.47,2017-11-14 01:43:07,2017-11-14 01:43:07
520,30,60,0.49,2017-11-14 01:43:07,2017-11-14 01:43:07
521,30,61,0.51,2017-11-14 01:43:07,2017-11-14 01:43:07
522,30,62,0.531,2017-11-14 01:43:07,2017-11-14 01:43:07
523,30,63,0.553,2017-11-14 01:43:07,2017-11-14 01:43:07
524,30,64,0.575,2017-11-14 01:43:07,2017-11-14 01:43:07
525,30,65,0.597,2017-11-14 01:43:08,2017-11-14 01:43:08
526,30,66,0.62,2017-11-14 01:43:08,2017-11-14 01:43:08
527,30,67,0.644,2017-11-14 01:43:08,2017-11-14 01:43:08
528,30,68,0.668,2017-11-14 01:43:08,2017-11-14 01:43:08
529,30,69,0.693,2017-11-14 01:43:08,2017-11-14 01:43:08
530,30,70,0.718,2017-11-14 01:43:08,2017-11-14 01:43:08
531,30,71,0.743,2017-11-14 01:43:08,2017-11-14 01:43:08
532,30,72,0.77,2017-11-14 01:43:08,2017-11-14 01:43:08
533,30,73,0.797,2017-11-14 01:43:08,2017-11-14 01:43:08
534,30,74,0.824,2017-11-14 01:43:08,2017-11-14 01:43:08
535,30,75,0.852,2017-11-14 01:43:08,2017-11-14 01:43:08
536,30,76,0.88,2017-11-14 01:43:08,2017-11-14 01:43:08
537,30,77,0.909,2017-11-14 01:43:08,2017-11-14 01:43:08
538,30,78,0.939,2017-11-14 01:43:08,2017-11-14 01:43:08
539,30,79,0.969,2017-11-14 01:43:08,2017-11-14 01:43:08
540,30,80,1.0,2017-11-14 01:43:08,2017-11-14 01:43:08
541,31,1,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
542,31,2,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
543,31,3,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
544,31,4,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
545,31,5,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
546,31,6,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
547,31,7,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
548,31,8,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
549,31,9,0.001,2017-11-14 01:43:08,2017-11-14 01:43:08
550,31,10,0.001,2017-11-14 01:43:08,2017-11-14 01:43:08
551,31,11,0.001,2017-11-14 01:43:08,2017-11-14 01:43:08
552,31,12,0.001,2017-11-14 01:43:08,2017-11-14 01:43:08
553,31,13,0.002,2017-11-14 01:43:08,2017-11-14 01:43:08
554,31,14,0.002,2017-11-14 01:43:08,2017-11-14 01:43:08
555,31,15,0.003,2017-11-14 01:43:08,2017-11-14 01:43:08
556,31,16,0.004,2017-11-14 01:43:08,2017-11-14 01:43:08
557,31,17,0.005,2017-11-14 01:43:08,2017-11-14 01:43:08
558,31,18,0.006,2017-11-14 01:43:08,2017-11-14 01:43:08
559,31,19,0.007,2017-11-14 01:43:08,2017-11-14 01:43:08
560,31,20,0.008,2017-11-14 01:43:08,2017-11-14 01:43:08
561,31,21,0.01,2017-11-14 01:43:08,2017-11-14 01:43:08
562,31,22,0.012,2017-11-14 01:43:08,2017-11-14 01:43:08
563,31,23,0.013,2017-11-14 01:43:08,2017-11-14 01:43:08
564,31,24,0.016,2017-11-14 01:43:08,2017-11-14 01:43:08
565,31,25,0.018,2017-11-14 01:43:08,2017-11-14 01:43:08
566,31,26,0.02,2017-11-14 01:43:08,2017-11-14 01:43:08
567,31,27,0.023,2017-11-14 01:43:08,2017-11-14 01:43:08
568,31,28,0.026,2017-11-14 01:43:08,2017-11-14 01:43:08
569,31,29,0.03,2017-11-14 01:43:08,2017-11-14 01:43:08
570,31,30,0.033,2017-11-14 01:43:08,2017-11-14 01:43:08
571,31,31,0.037,2017-11-14 01:43:08,2017-11-14 01:43:08
572,31,32,0.042,2017-11-14 01:43:08,2017-11-14 01:43:08
573,31,33,0.046,2017-11-14 01:43:08,2017-11-14 01:43:08
574,31,34,0.052,2017-11-14 01:43:08,2017-11-14 01:43:08
575,31,35,0.057,2017-11-14 01:43:08,2017-11-14 01:43:08
576,31,36,0.063,2017-11-14 01:43:08,2017-11-14 01:43:08
577,31,37,0.069,2017-11-14 01:43:08,2017-11-14 01:43:08
578,31,38,0.076,2017-11-14 01:43:08,2017-11-14 01:43:08
579,31,39,0.083,2017-11-14 01:43:08,2017-11-14 01:43:08
580,31,40,0.09,2017-11-14 01:43:08,2017-11-14 01:43:08
581,31,41,0.098,2017-11-14 01:43:08,2017-11-14 01:43:08
582,31,42,0.107,2017-11-14 01:43:08,2017-11-14 01:43:08
583,31,43,0.116,2017-11-14 01:43:08,2017-11-14 01:43:08
584,31,44,0.126,2017-11-14 01:43:08,2017-11-14 01:43:08
585,31,45,0.136,2017-11-14 01:43:08,2017-11-14 01:43:08
586,31,46,0.146,2017-11-14 01:43:08,2017-11-14 01:43:08
587,31,47,0.158,2017-11-14 01:43:08,2017-11-14 01:43:08
588,31,48,0.17,2017-11-14 01:43:08,2017-11-14 01:43:08
589,31,49,0.182,2017-11-14 01:43:08,2017-11-14 01:43:08
590,31,50,0.196,2017-11-14 01:43:08,2017-11-14 01:43:08
591,31,51,0.209,2017-11-14 01:43:08,2017-11-14 01:43:08
592,31,52,0.224,2017-11-14 01:43:08,2017-11-14 01:43:08
593,31,53,0.239,2017-11-14 01:43:08,2017-11-14 01:43:08
594,31,54,0.255,2017-11-14 01:43:08,2017-11-14 01:43:08
595,31,55,0.272,2017-11-14 01:43:08,2017-11-14 01:43:08
596,31,56,0.29,2017-11-14 01:43:08,2017-11-14 01:43:08
597,31,57,0.308,2017-11-14 01:43:08,2017-11-14 01:43:08
598,31,58,0.327,2017-11-14 01:43:08,2017-11-14 01:43:08
599,31,59,0.347,2017-11-14 01:43:08,2017-11-14 01:43:08
600,31,60,0.368,2017-11-14 01:43:08,2017-11-14 01:43:08
601,31,61,0.39,2017-11-14 01:43:08,2017-11-14 01:43:08
602,31,62,0.412,2017-11-14 01:43:08,2017-11-14 01:43:08
603,31,63,0.436,2017-11-14 01:43:08,2017-11-14 01:43:08
604,31,64,0.46,2017-11-14 01:43:08,2017-11-14 01:43:08
605,31,65,0.486,2017-11-14 01:43:08,2017-11-14 01:43:08
606,31,66,0.512,2017-11-14 01:43:08,2017-11-14 01:43:08
607,31,67,0.54,2017-11-14 01:43:08,2017-11-14 01:43:08
608,31,68,0.568,2017-11-14 01:43:08,2017-11-14 01:43:08
609,31,69,0.598,2017-11-14 01:43:08,2017-11-14 01:43:08
610,31,70,0.629,2017-11-14 01:43:08,2017-11-14 01:43:08
611,31,71,0.66,2017-11-14 01:43:08,2017-11-14 01:43:08
612,31,72,0.693,2017-11-14 01:43:08,2017-11-14 01:43:08
613,31,73,0.727,2017-11-14 01:43:08,2017-11-14 01:43:08
614,31,74,0.763,2017-11-14 01:43:08,2017-11-14 01:43:08
615,31,75,0.799,2017-11-14 01:43:08,2017-11-14 01:43:08
616,31,76,0.837,2017-11-14 01:43:08,2017-11-14 01:43:08
617,31,77,0.876,2017-11-14 01:43:08,2017-11-14 01:43:08
618,31,78,0.916,2017-11-14 01:43:08,2017-11-14 01:43:08
619,31,79,0.957,2017-11-14 01:43:08,2017-11-14 01:43:08
620,31,80,1.0,2017-11-14 01:43:08,2017-11-14 01:43:08
621,32,1,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
622,32,2,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
623,32,3,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
624,32,4,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
625,32,5,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
626,32,6,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
627,32,7,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
628,32,8,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
629,32,9,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
630,32,10,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
631,32,11,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
632,32,12,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
633,32,13,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
634,32,14,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
635,32,15,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
636,32,16,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
637,32,17,0.0,2017-11-14 01:43:08,2017-11-14 01:43:08
638,32,18,0.001,2017-11-14 01:43:08,2017-11-14 01:43:08
639,32,19,0.001,2017-11-14 01:43:08,2017-11-14 01:43:08
640,32,20,0.001,2017-11-14 01:43:08,2017-11-14 01:43:08
641,32,21,0.001,2017-11-14 01:43:08,2017-11-14 01:43:08
642,32,22,0.002,2017-11-14 01:43:08,2017-11-14 01:43:08
643,32,23,0.002,2017-11-14 01:43:08,2017-11-14 01:43:08
644,32,24,0.003,2017-11-14 01:43:08,2017-11-14 01:43:08
645,32,25,0.003,2017-11-14 01:43:08,2017-11-14 01:43:08
646,32,26,0.004,2017-11-14 01:43:08,2017-11-14 01:43:08
647,32,27,0.005,2017-11-14 01:43:08,2017-11-14 01:43:08
648,32,28,0.006,2017-11-14 01:43:08,2017-11-14 01:43:08
649,32,29,0.007,2017-11-14 01:43:08,2017-11-14 01:43:08
650,32,30,0.008,2017-11-14 01:43:08,2017-11-14 01:43:08
651,32,31,0.009,2017-11-14 01:43:08,2017-11-14 01:43:08
652,32,32,0.011,2017-11-14 01:43:08,2017-11-14 01:43:08
653,32,33,0.012,2017-11-14 01:43:08,2017-11-14 01:43:08
654,32,34,0.014,2017-11-14 01:43:08,2017-11-14 01:43:08
655,32,35,0.017,2017-11-14 01:43:08,2017-11-14 01:43:08
656,32,36,0.019,2017-11-14 01:43:08,2017-11-14 01:43:08
657,32,37,0.022,2017-11-14 01:43:08,2017-11-14 01:43:08
658,32,38,0.025,2017-11-14 01:43:08,2017-11-14 01:43:08
659,32,39,0.028,2017-11-14 01:43:08,2017-11-14 01:43:08
660,32,40,0.032,2017-11-14 01:43:08,2017-11-14 01:43:08
661,32,41,0.036,2017-11-14 01:43:08,2017-11-14 01:43:08
662,32,42,0.041,2017-11-14 01:43:08,2017-11-14 01:43:08
663,32,43,0.046,2017-11-14 01:43:08,2017-11-14 01:43:08
664,32,44,0.052,2017-11-14 01:43:08,2017-11-14 01:43:08
665,32,45,0.058,2017-11-14 01:43:08,2017-11-14 01:43:08
666,32,46,0.064,2017-11-14 01:43:08,2017-11-14 01:43:08
667,32,47,0.072,2017-11-14 01:43:08,2017-11-14 01:43:08
668,32,48,0.079,2017-11-14 01:43:08,2017-11-14 01:43:08
669,32,49,0.088,2017-11-14 01:43:08,2017-11-14 01:43:08
670,32,50,0.097,2017-11-14 01:43:08,2017-11-14 01:43:08
671,32,51,0.107,2017-11-14 01:43:09,2017-11-14 01:43:09
672,32,52,0.118,2017-11-14 01:43:09,2017-11-14 01:43:09
673,32,53,0.13,2017-11-14 01:43:09,2017-11-14 01:43:09
674,32,54,0.142,2017-11-14 01:43:09,2017-11-14 01:43:09
675,32,55,0.156,2017-11-14 01:43:09,2017-11-14 01:43:09
676,32,56,0.17,2017-11-14 01:43:09,2017-11-14 01:43:09
677,32,57,0.186,2017-11-14 01:43:09,2017-11-14 01:43:09
678,32,58,0.203,2017-11-14 01:43:09,2017-11-14 01:43:09
679,32,59,0.221,2017-11-14 01:43:09,2017-11-14 01:43:09
680,32,60,0.24,2017-11-14 01:43:09,2017-11-14 01:43:09
681,32,61,0.26,2017-11-14 01:43:09,2017-11-14 01:43:09
682,32,62,0.282,2017-11-14 01:43:09,2017-11-14 01:43:09
683,32,63,0.305,2017-11-14 01:43:09,2017-11-14 01:43:09
684,32,64,0.33,2017-11-14 01:43:09,2017-11-14 01:43:09
685,32,65,0.357,2017-11-14 01:43:09,2017-11-14 01:43:09
686,32,66,0.385,2017-11-14 01:43:09,2017-11-14 01:43:09
687,32,67,0.414,2017-11-14 01:43:09,2017-11-14 01:43:09
688,32,68,0.446,2017-11-14 01:43:09,2017-11-14 01:43:09
689,32,69,0.48,2017-11-14 01:43:09,2017-11-14 01:43:09
690,32,70,0.515,2017-11-14 01:43:09,2017-11-14 01:43:09
691,32,71,0.553,2017-11-14 01:43:09,2017-11-14 01:43:09
692,32,72,0.593,2017-11-14 01:43:09,2017-11-14 01:43:09
693,32,73,0.635,2017-11-14 01:43:09,2017-11-14 01:43:09
694,32,74,0.679,2017-11-14 01:43:09,2017-11-14 01:43:09
695,32,75,0.726,2017-11-14 01:43:09,2017-11-14 01:43:09
696,32,76,0.775,2017-11-14 01:43:09,2017-11-14 01:43:09
697,32,77,0.827,2017-11-14 01:43:09,2017-11-14 01:43:09
698,32,78,0.882,2017-11-14 01:43:09,2017-11-14 01:43:09
699,32,79,0.939,2017-11-14 01:43:09,2017-11-14 01:43:09
700,32,80,1.0,2017-11-14 01:43:09,2017-11-14 01:43:09
701,33,1,0.0,2017-11-14 01:43:09,2017-11-14 01:43:09
702,33,2,0.013,2017-11-14 01:43:09,2017-11-14 01:43:09
703,33,3,0.025,2017-11-14 01:43:09,2017-11-14 01:43:09
704,33,4,0.038,2017-11-14 01:43:09,2017-11-14 01:43:09
705,33,5,0.051,2017-11-14 01:43:09,2017-11-14 01:43:09
706,33,6,0.063,2017-11-14 01:43:09,2017-11-14 01:43:09
707,33,7,0.076,2017-11-14 01:43:09,2017-11-14 01:43:09
708,33,8,0.089,2017-11-14 01:43:09,2017-11-14 01:43:09
709,33,9,0.101,2017-11-14 01:43:09,2017-11-14 01:43:09
710,33,10,0.114,2017-11-14 01:43:09,2017-11-14 01:43:09
711,33,11,0.127,2017-11-14 01:43:09,2017-11-14 01:43:09
712,33,12,0.139,2017-11-14 01:43:09,2017-11-14 01:43:09
713,33,13,0.152,2017-11-14 01:43:09,2017-11-14 01:43:09
714,33,14,0.165,2017-11-14 01:43:09,2017-11-14 01:43:09
715,33,15,0.177,2017-11-14 01:43:09,2017-11-14 01:43:09
716,33,16,0.19,2017-11-14 01:43:09,2017-11-14 01:43:09
717,33,17,0.203,2017-11-14 01:43:09,2017-11-14 01:43:09
718,33,18,0.215,2017-11-14 01:43:09,2017-11-14 01:43:09
719,33,19,0.228,2017-11-14 01:43:09,2017-11-14 01:43:09
720,33,20,0.241,2017-11-14 01:43:09,2017-11-14 01:43:09
721,33,21,0.253,2017-11-14 01:43:09,2017-11-14 01:43:09
722,33,22,0.266,2017-11-14 01:43:09,2017-11-14 01:43:09
723,33,23,0.278,2017-11-14 01:43:09,2017-11-14 01:43:09
724,33,24,0.291,2017-11-14 01:43:09,2017-11-14 01:43:09
725,33,25,0.304,2017-11-14 01:43:09,2017-11-14 01:43:09
726,33,26,0.316,2017-11-14 01:43:09,2017-11-14 01:43:09
727,33,27,0.329,2017-11-14 01:43:09,2017-11-14 01:43:09
728,33,28,0.342,2017-11-14 01:43:09,2017-11-14 01:43:09
729,33,29,0.354,2017-11-14 01:43:09,2017-11-14 01:43:09
730,33,30,0.367,2017-11-14 01:43:09,2017-11-14 01:43:09
731,33,31,0.38,2017-11-14 01:43:09,2017-11-14 01:43:09
732,33,32,0.392,2017-11-14 01:43:09,2017-11-14 01:43:09
733,33,33,0.405,2017-11-14 01:43:09,2017-11-14 01:43:09
734,33,34,0.418,2017-11-14 01:43:09,2017-11-14 01:43:09
735,33,35,0.43,2017-11-14 01:43:09,2017-11-14 01:43:09
736,33,36,0.443,2017-11-14 01:43:09,2017-11-14 01:43:09
737,33,37,0.456,2017-11-14 01:43:09,2017-11-14 01:43:09
738,33,38,0.468,2017-11-14 01:43:09,2017-11-14 01:43:09
739,33,39,0.481,2017-11-14 01:43:09,2017-11-14 01:43:09
740,33,40,0.494,2017-11-14 01:43:09,2017-11-14 01:43:09
741,33,41,0.506,2017-11-14 01:43:09,2017-11-14 01:43:09
742,33,42,0.519,2017-11-14 01:43:09,2017-11-14 01:43:09
743,33,43,0.532,2017-11-14 01:43:09,2017-11-14 01:43:09
744,33,44,0.544,2017-11-14 01:43:09,2017-11-14 01:43:09
745,33,45,0.557,2017-11-14 01:43:09,2017-11-14 01:43:09
746,33,46,0.57,2017-11-14 01:43:09,2017-11-14 01:43:09
747,33,47,0.582,2017-11-14 01:43:09,2017-11-14 01:43:09
748,33,48,0.595,2017-11-14 01:43:09,2017-11-14 01:43:09
749,33,49,0.608,2017-11-14 01:43:09,2017-11-14 01:43:09
750,33,50,0.62,2017-11-14 01:43:09,2017-11-14 01:43:09
751,33,51,0.633,2017-11-14 01:43:09,2017-11-14 01:43:09
752,33,52,0.646,2017-11-14 01:43:09,2017-11-14 01:43:09
753,33,53,0.658,2017-11-14 01:43:09,2017-11-14 01:43:09
754,33,54,0.671,2017-11-14 01:43:09,2017-11-14 01:43:09
755,33,55,0.684,2017-11-14 01:43:09,2017-11-14 01:43:09
756,33,56,0.696,2017-11-14 01:43:09,2017-11-14 01:43:09
757,33,57,0.709,2017-11-14 01:43:09,2017-11-14 01:43:09
758,33,58,0.722,2017-11-14 01:43:09,2017-11-14 01:43:09
759,33,59,0.734,2017-11-14 01:43:09,2017-11-14 01:43:09
760,33,60,0.747,2017-11-14 01:43:09,2017-11-14 01:43:09
761,33,61,0.759,2017-11-14 01:43:09,2017-11-14 01:43:09
762,33,62,0.772,2017-11-14 01:43:09,2017-11-14 01:43:09
763,33,63,0.785,2017-11-14 01:43:09,2017-11-14 01:43:09
764,33,64,0.797,2017-11-14 01:43:09,2017-11-14 01:43:09
765,33,65,0.81,2017-11-14 01:43:09,2017-11-14 01:43:09
766,33,66,0.823,2017-11-14 01:43:09,2017-11-14 01:43:09
767,33,67,0.835,2017-11-14 01:43:09,2017-11-14 01:43:09
768,33,68,0.848,2017-11-14 01:43:09,2017-11-14 01:43:09
769,33,69,0.861,2017-11-14 01:43:09,2017-11-14 01:43:09
770,33,70,0.873,2017-11-14 01:43:09,2017-11-14 01:43:09
771,33,71,0.886,2017-11-14 01:43:09,2017-11-14 01:43:09
772,33,72,0.899,2017-11-14 01:43:09,2017-11-14 01:43:09
773,33,73,0.911,2017-11-14 01:43:09,2017-11-14 01:43:09
774,33,74,0.924,2017-11-14 01:43:09,2017-11-14 01:43:09
775,33,75,0.937,2017-11-14 01:43:09,2017-11-14 01:43:09
