id,budokai_id,mission_type,name,priority,target_value,prev_budokai_mission_id
22002,22,3,5万pt獲得しよう,85,50000,22001.0
22003,22,3,10万pt獲得しよう,84,100000,22002.0
22004,22,3,25万pt獲得しよう,83,250000,22003.0
22005,22,3,50万pt獲得しよう,82,500000,22004.0
22006,22,3,100万pt獲得しよう,81,1000000,22005.0
22007,22,3,150万pt獲得しよう,80,1500000,22006.0
22008,22,3,200万pt獲得しよう,79,2000000,22007.0
22009,22,3,250万pt獲得しよう,78,2500000,22008.0
22010,22,3,300万pt獲得しよう,77,3000000,22009.0
22011,22,3,400万pt獲得しよう,76,4000000,22010.0
22012,22,3,500万pt獲得しよう,75,5000000,22011.0
22013,22,3,600万pt獲得しよう,74,6000000,22012.0
22014,22,3,630万pt獲得しよう,73,6300000,22013.0
22015,22,3,640万pt獲得しよう,72,6400000,22014.0
22016,22,3,650万pt獲得しよう,71,6500000,22015.0
22017,22,3,660万pt獲得しよう,70,6600000,22016.0
22018,22,3,670万pt獲得しよう,69,6700000,22017.0
22019,22,3,700万pt獲得しよう,68,7000000,22018.0
22020,22,3,730万pt獲得しよう,67,7300000,22019.0
22021,22,3,740万pt獲得しよう,66,7400000,22020.0
22022,22,3,750万pt獲得しよう,65,7500000,22021.0
22023,22,3,760万pt獲得しよう,64,7600000,22022.0
22024,22,3,770万pt獲得しよう,63,7700000,22023.0
22025,22,3,800万pt獲得しよう,62,8000000,22024.0
22026,22,3,830万pt獲得しよう,61,8300000,22025.0
22027,22,3,840万pt獲得しよう,60,8400000,22026.0
22028,22,3,850万pt獲得しよう,59,8500000,22027.0
22029,22,3,860万pt獲得しよう,58,8600000,22028.0
22030,22,3,870万pt獲得しよう,57,8700000,22029.0
22031,22,3,900万pt獲得しよう,56,9000000,22030.0
22032,22,3,1000万pt獲得しよう,55,10000000,22031.0
22033,22,3,1500万pt獲得しよう,54,15000000,22032.0
22034,22,3,2000万pt獲得しよう,53,20000000,22033.0
22035,22,3,2500万pt獲得しよう,52,25000000,22034.0
22036,22,3,3000万pt獲得しよう,51,30000000,22035.0
22037,22,4,2連覇達成しよう,50,2,
22038,22,4,3連覇達成しよう,49,3,22037.0
22039,22,4,4連覇達成しよう,48,4,22038.0
22040,22,4,5連覇達成しよう,47,5,22039.0
22041,22,4,6連覇達成しよう,46,6,22040.0
22042,22,4,7連覇達成しよう,45,7,22041.0
22043,22,4,8連覇達成しよう,44,8,22042.0
22044,22,4,9連覇達成しよう,43,9,22043.0
22045,22,4,10連覇達成しよう,42,10,22044.0
22046,22,4,11連覇達成しよう,41,11,22045.0
22047,22,4,12連覇達成しよう,40,12,22046.0
22048,22,4,13連覇達成しよう,39,13,22047.0
22049,22,4,14連覇達成しよう,38,14,22048.0
22050,22,4,15連覇達成しよう,37,15,22049.0
22051,22,4,16連覇達成しよう,36,16,22050.0
22052,22,4,17連覇達成しよう,35,17,22051.0
22053,22,4,18連覇達成しよう,34,18,22052.0
22054,22,4,19連覇達成しよう,33,19,22053.0
22055,22,4,20連覇達成しよう,32,20,22054.0
22056,22,1,1回優勝しよう,31,1,
22057,22,1,2回優勝しよう,30,2,22056.0
22058,22,1,3回優勝しよう,29,3,22057.0
22059,22,1,4回優勝しよう,28,4,22058.0
22060,22,1,5回優勝しよう,27,5,22059.0
22061,22,1,6回優勝しよう,26,6,22060.0
22062,22,1,7回優勝しよう,25,7,22061.0
22063,22,1,8回優勝しよう,24,8,22062.0
22064,22,1,9回優勝しよう,23,9,22063.0
22065,22,1,10回優勝しよう,22,10,22064.0
22066,22,1,11回優勝しよう,21,11,22065.0
22067,22,1,12回優勝しよう,20,12,22066.0
22068,22,1,13回優勝しよう,19,13,22067.0
22069,22,1,14回優勝しよう,18,14,22068.0
22070,22,1,15回優勝しよう,17,15,22069.0
22071,22,1,16回優勝しよう,16,16,22070.0
22072,22,1,17回優勝しよう,15,17,22071.0
22073,22,1,18回優勝しよう,14,18,22072.0
22074,22,1,19回優勝しよう,13,19,22073.0
22075,22,1,20回優勝しよう,12,20,22074.0
22076,22,2,チャパ王クラスに到達しよう,11,2,
22077,22,2,サタンクラスに到達しよう,10,3,22076.0
22078,22,2,ビーデルクラスに到達しよう,9,4,22077.0
22079,22,2,武天老師クラスに到達しよう,8,5,22078.0
22080,22,2,カリンクラスに到達しよう,7,6,22079.0
22081,22,2,神クラスに到達しよう,6,7,22080.0
22082,22,2,閻魔大王クラスに到達しよう,5,8,22081.0
22083,22,2,界王クラスに到達しよう,4,9,22082.0
22084,22,2,界王神クラスに到達しよう,3,10,22083.0
22085,22,2,老界王神クラスに到達しよう,2,11,22084.0
22086,22,2,ビルスクラスに到達しよう,1,12,22085.0
23001,23,3,1万pt獲得しよう,102,10000,
23002,23,3,5万pt獲得しよう,101,50000,23001.0
23003,23,3,10万pt獲得しよう,100,100000,23002.0
23004,23,3,25万pt獲得しよう,99,250000,23003.0
23005,23,3,50万pt獲得しよう,98,500000,23004.0
23006,23,3,100万pt獲得しよう,97,1000000,23005.0
23007,23,3,150万pt獲得しよう,96,1500000,23006.0
23008,23,3,200万pt獲得しよう,95,2000000,23007.0
23009,23,3,250万pt獲得しよう,94,2500000,23008.0
23010,23,3,300万pt獲得しよう,93,3000000,23009.0
23011,23,3,400万pt獲得しよう,92,4000000,23010.0
23012,23,3,500万pt獲得しよう,91,5000000,23011.0
23013,23,3,600万pt獲得しよう,90,6000000,23012.0
23014,23,3,630万pt獲得しよう,89,6300000,23013.0
23015,23,3,640万pt獲得しよう,88,6400000,23014.0
23016,23,3,650万pt獲得しよう,87,6500000,23015.0
23017,23,3,660万pt獲得しよう,86,6600000,23016.0
23018,23,3,670万pt獲得しよう,85,6700000,23017.0
23019,23,3,700万pt獲得しよう,84,7000000,23018.0
23020,23,3,730万pt獲得しよう,83,7300000,23019.0
23021,23,3,740万pt獲得しよう,82,7400000,23020.0
23022,23,3,750万pt獲得しよう,81,7500000,23021.0
23023,23,3,760万pt獲得しよう,80,7600000,23022.0
23024,23,3,770万pt獲得しよう,79,7700000,23023.0
23025,23,3,800万pt獲得しよう,78,8000000,23024.0
23026,23,3,830万pt獲得しよう,77,8300000,23025.0
23027,23,3,840万pt獲得しよう,76,8400000,23026.0
23028,23,3,850万pt獲得しよう,75,8500000,23027.0
23029,23,3,860万pt獲得しよう,74,8600000,23028.0
23030,23,3,870万pt獲得しよう,73,8700000,23029.0
23031,23,3,900万pt獲得しよう,72,9000000,23030.0
23032,23,3,1000万pt獲得しよう,71,10000000,23031.0
23033,23,3,1100万pt獲得しよう,70,11000000,23032.0
23034,23,3,1200万pt獲得しよう,69,12000000,23033.0
23035,23,3,1300万pt獲得しよう,68,13000000,23034.0
23036,23,3,1400万pt獲得しよう,67,14000000,23035.0
23037,23,3,1500万pt獲得しよう,66,15000000,23036.0
23038,23,3,1600万pt獲得しよう,65,16000000,23037.0
23039,23,3,1700万pt獲得しよう,64,17000000,23038.0
23040,23,3,1800万pt獲得しよう,63,18000000,23039.0
23041,23,3,1900万pt獲得しよう,62,19000000,23040.0
23042,23,3,2000万pt獲得しよう,61,20000000,23041.0
23043,23,3,2100万pt獲得しよう,60,21000000,23042.0
23044,23,3,2200万pt獲得しよう,59,22000000,23043.0
23045,23,3,2300万pt獲得しよう,58,23000000,23044.0
23046,23,3,2400万pt獲得しよう,57,24000000,23045.0
23047,23,3,2500万pt獲得しよう,56,25000000,23046.0
23048,23,3,2600万pt獲得しよう,55,26000000,23047.0
23049,23,3,2700万pt獲得しよう,54,27000000,23048.0
23050,23,3,2800万pt獲得しよう,53,28000000,23049.0
23051,23,3,2900万pt獲得しよう,52,29000000,23050.0
23052,23,3,3000万pt獲得しよう,51,30000000,23051.0
23053,23,4,2連覇達成しよう,50,2,
23054,23,4,3連覇達成しよう,49,3,23053.0
23055,23,4,4連覇達成しよう,48,4,23054.0
23056,23,4,5連覇達成しよう,47,5,23055.0
23057,23,4,6連覇達成しよう,46,6,23056.0
23058,23,4,7連覇達成しよう,45,7,23057.0
23059,23,4,8連覇達成しよう,44,8,23058.0
23060,23,4,9連覇達成しよう,43,9,23059.0
23061,23,4,10連覇達成しよう,42,10,23060.0
23062,23,4,11連覇達成しよう,41,11,23061.0
23063,23,4,12連覇達成しよう,40,12,23062.0
23064,23,4,13連覇達成しよう,39,13,23063.0
23065,23,4,14連覇達成しよう,38,14,23064.0
23066,23,4,15連覇達成しよう,37,15,23065.0
23067,23,4,16連覇達成しよう,36,16,23066.0
23068,23,4,17連覇達成しよう,35,17,23067.0
23069,23,4,18連覇達成しよう,34,18,23068.0
23070,23,4,19連覇達成しよう,33,19,23069.0
23071,23,4,20連覇達成しよう,32,20,23070.0
23072,23,1,1回優勝しよう,31,1,
23073,23,1,2回優勝しよう,30,2,23072.0
23074,23,1,3回優勝しよう,29,3,23073.0
23075,23,1,4回優勝しよう,28,4,23074.0
23076,23,1,5回優勝しよう,27,5,23075.0
23077,23,1,6回優勝しよう,26,6,23076.0
23078,23,1,7回優勝しよう,25,7,23077.0
23079,23,1,8回優勝しよう,24,8,23078.0
23080,23,1,9回優勝しよう,23,9,23079.0
23081,23,1,10回優勝しよう,22,10,23080.0
23082,23,1,11回優勝しよう,21,11,23081.0
23083,23,1,12回優勝しよう,20,12,23082.0
23084,23,1,13回優勝しよう,19,13,23083.0
23085,23,1,14回優勝しよう,18,14,23084.0
23086,23,1,15回優勝しよう,17,15,23085.0
23087,23,1,16回優勝しよう,16,16,23086.0
23088,23,1,17回優勝しよう,15,17,23087.0
23089,23,1,18回優勝しよう,14,18,23088.0
23090,23,1,19回優勝しよう,13,19,23089.0
23091,23,1,20回優勝しよう,12,20,23090.0
23092,23,2,チャパ王クラスに到達しよう,11,2,
23093,23,2,サタンクラスに到達しよう,10,3,23092.0
23094,23,2,ビーデルクラスに到達しよう,9,4,23093.0
23095,23,2,武天老師クラスに到達しよう,8,5,23094.0
23096,23,2,カリンクラスに到達しよう,7,6,23095.0
23097,23,2,神クラスに到達しよう,6,7,23096.0
23098,23,2,閻魔大王クラスに到達しよう,5,8,23097.0
23099,23,2,界王クラスに到達しよう,4,9,23098.0
23100,23,2,界王神クラスに到達しよう,3,10,23099.0
23101,23,2,老界王神クラスに到達しよう,2,11,23100.0
23102,23,2,ビルスクラスに到達しよう,1,12,23101.0
24001,24,3,1万pt獲得しよう,102,10000,
24002,24,3,5万pt獲得しよう,101,50000,24001.0
24003,24,3,10万pt獲得しよう,100,100000,24002.0
24004,24,3,25万pt獲得しよう,99,250000,24003.0
24005,24,3,50万pt獲得しよう,98,500000,24004.0
24006,24,3,100万pt獲得しよう,97,1000000,24005.0
24007,24,3,150万pt獲得しよう,96,1500000,24006.0
24008,24,3,200万pt獲得しよう,95,2000000,24007.0
24009,24,3,250万pt獲得しよう,94,2500000,24008.0
24010,24,3,300万pt獲得しよう,93,3000000,24009.0
24011,24,3,400万pt獲得しよう,92,4000000,24010.0
24012,24,3,500万pt獲得しよう,91,5000000,24011.0
24013,24,3,600万pt獲得しよう,90,6000000,24012.0
24014,24,3,630万pt獲得しよう,89,6300000,24013.0
24015,24,3,640万pt獲得しよう,88,6400000,24014.0
24016,24,3,650万pt獲得しよう,87,6500000,24015.0
24017,24,3,660万pt獲得しよう,86,6600000,24016.0
24018,24,3,670万pt獲得しよう,85,6700000,24017.0
24019,24,3,700万pt獲得しよう,84,7000000,24018.0
24020,24,3,730万pt獲得しよう,83,7300000,24019.0
24021,24,3,740万pt獲得しよう,82,7400000,24020.0
24022,24,3,750万pt獲得しよう,81,7500000,24021.0
24023,24,3,760万pt獲得しよう,80,7600000,24022.0
24024,24,3,770万pt獲得しよう,79,7700000,24023.0
24025,24,3,800万pt獲得しよう,78,8000000,24024.0
24026,24,3,830万pt獲得しよう,77,8300000,24025.0
24027,24,3,840万pt獲得しよう,76,8400000,24026.0
24028,24,3,850万pt獲得しよう,75,8500000,24027.0
24029,24,3,860万pt獲得しよう,74,8600000,24028.0
24030,24,3,870万pt獲得しよう,73,8700000,24029.0
24031,24,3,900万pt獲得しよう,72,9000000,24030.0
24032,24,3,1000万pt獲得しよう,71,10000000,24031.0
24033,24,3,1100万pt獲得しよう,70,11000000,24032.0
24034,24,3,1200万pt獲得しよう,69,12000000,24033.0
24035,24,3,1300万pt獲得しよう,68,13000000,24034.0
24036,24,3,1400万pt獲得しよう,67,14000000,24035.0
24037,24,3,1500万pt獲得しよう,66,15000000,24036.0
24038,24,3,1600万pt獲得しよう,65,16000000,24037.0
24039,24,3,1700万pt獲得しよう,64,17000000,24038.0
24040,24,3,1800万pt獲得しよう,63,18000000,24039.0
24041,24,3,1900万pt獲得しよう,62,19000000,24040.0
24042,24,3,2000万pt獲得しよう,61,20000000,24041.0
24043,24,3,2100万pt獲得しよう,60,21000000,24042.0
24044,24,3,2200万pt獲得しよう,59,22000000,24043.0
24045,24,3,2300万pt獲得しよう,58,23000000,24044.0
24046,24,3,2400万pt獲得しよう,57,24000000,24045.0
24047,24,3,2500万pt獲得しよう,56,25000000,24046.0
24048,24,3,2600万pt獲得しよう,55,26000000,24047.0
24049,24,3,2700万pt獲得しよう,54,27000000,24048.0
24050,24,3,2800万pt獲得しよう,53,28000000,24049.0
24051,24,3,2900万pt獲得しよう,52,29000000,24050.0
24052,24,3,3000万pt獲得しよう,51,30000000,24051.0
24053,24,4,2連覇達成しよう,50,2,
24054,24,4,3連覇達成しよう,49,3,24053.0
24055,24,4,4連覇達成しよう,48,4,24054.0
24056,24,4,5連覇達成しよう,47,5,24055.0
24057,24,4,6連覇達成しよう,46,6,24056.0
24058,24,4,7連覇達成しよう,45,7,24057.0
24059,24,4,8連覇達成しよう,44,8,24058.0
24060,24,4,9連覇達成しよう,43,9,24059.0
24061,24,4,10連覇達成しよう,42,10,24060.0
24062,24,4,11連覇達成しよう,41,11,24061.0
24063,24,4,12連覇達成しよう,40,12,24062.0
24064,24,4,13連覇達成しよう,39,13,24063.0
24065,24,4,14連覇達成しよう,38,14,24064.0
24066,24,4,15連覇達成しよう,37,15,24065.0
24067,24,4,16連覇達成しよう,36,16,24066.0
24068,24,4,17連覇達成しよう,35,17,24067.0
24069,24,4,18連覇達成しよう,34,18,24068.0
24070,24,4,19連覇達成しよう,33,19,24069.0
24071,24,4,20連覇達成しよう,32,20,24070.0
24072,24,1,1回優勝しよう,31,1,
24073,24,1,2回優勝しよう,30,2,24072.0
24074,24,1,3回優勝しよう,29,3,24073.0
24075,24,1,4回優勝しよう,28,4,24074.0
24076,24,1,5回優勝しよう,27,5,24075.0
24077,24,1,6回優勝しよう,26,6,24076.0
24078,24,1,7回優勝しよう,25,7,24077.0
24079,24,1,8回優勝しよう,24,8,24078.0
24080,24,1,9回優勝しよう,23,9,24079.0
24081,24,1,10回優勝しよう,22,10,24080.0
24082,24,1,11回優勝しよう,21,11,24081.0
24083,24,1,12回優勝しよう,20,12,24082.0
24084,24,1,13回優勝しよう,19,13,24083.0
24085,24,1,14回優勝しよう,18,14,24084.0
24086,24,1,15回優勝しよう,17,15,24085.0
24087,24,1,16回優勝しよう,16,16,24086.0
24088,24,1,17回優勝しよう,15,17,24087.0
24089,24,1,18回優勝しよう,14,18,24088.0
24090,24,1,19回優勝しよう,13,19,24089.0
24091,24,1,20回優勝しよう,12,20,24090.0
24092,24,2,チャパ王クラスに到達しよう,11,2,
24093,24,2,サタンクラスに到達しよう,10,3,24092.0
24094,24,2,ビーデルクラスに到達しよう,9,4,24093.0
24095,24,2,武天老師クラスに到達しよう,8,5,24094.0
24096,24,2,カリンクラスに到達しよう,7,6,24095.0
24097,24,2,神クラスに到達しよう,6,7,24096.0
24098,24,2,閻魔大王クラスに到達しよう,5,8,24097.0
24099,24,2,界王クラスに到達しよう,4,9,24098.0
24100,24,2,界王神クラスに到達しよう,3,10,24099.0
24101,24,2,老界王神クラスに到達しよう,2,11,24100.0
24102,24,2,ビルスクラスに到達しよう,1,12,24101.0
25001,25,3,1万pt獲得しよう,102,10000,
25002,25,3,5万pt獲得しよう,101,50000,25001.0
25003,25,3,10万pt獲得しよう,100,100000,25002.0
25004,25,3,25万pt獲得しよう,99,250000,25003.0
25005,25,3,50万pt獲得しよう,98,500000,25004.0
25006,25,3,100万pt獲得しよう,97,1000000,25005.0
25007,25,3,150万pt獲得しよう,96,1500000,25006.0
25008,25,3,200万pt獲得しよう,95,2000000,25007.0
25009,25,3,250万pt獲得しよう,94,2500000,25008.0
25010,25,3,300万pt獲得しよう,93,3000000,25009.0
25011,25,3,400万pt獲得しよう,92,4000000,25010.0
25012,25,3,500万pt獲得しよう,91,5000000,25011.0
25013,25,3,600万pt獲得しよう,90,6000000,25012.0
25014,25,3,630万pt獲得しよう,89,6300000,25013.0
25015,25,3,640万pt獲得しよう,88,6400000,25014.0
25016,25,3,650万pt獲得しよう,87,6500000,25015.0
25017,25,3,660万pt獲得しよう,86,6600000,25016.0
25018,25,3,670万pt獲得しよう,85,6700000,25017.0
25019,25,3,700万pt獲得しよう,84,7000000,25018.0
25020,25,3,730万pt獲得しよう,83,7300000,25019.0
25021,25,3,740万pt獲得しよう,82,7400000,25020.0
25022,25,3,750万pt獲得しよう,81,7500000,25021.0
25023,25,3,760万pt獲得しよう,80,7600000,25022.0
25024,25,3,770万pt獲得しよう,79,7700000,25023.0
25025,25,3,800万pt獲得しよう,78,8000000,25024.0
25026,25,3,830万pt獲得しよう,77,8300000,25025.0
25027,25,3,840万pt獲得しよう,76,8400000,25026.0
25028,25,3,850万pt獲得しよう,75,8500000,25027.0
25029,25,3,860万pt獲得しよう,74,8600000,25028.0
25030,25,3,870万pt獲得しよう,73,8700000,25029.0
25031,25,3,900万pt獲得しよう,72,9000000,25030.0
25032,25,3,1000万pt獲得しよう,71,10000000,25031.0
25033,25,3,1100万pt獲得しよう,70,11000000,25032.0
25034,25,3,1200万pt獲得しよう,69,12000000,25033.0
25035,25,3,1300万pt獲得しよう,68,13000000,25034.0
25036,25,3,1400万pt獲得しよう,67,14000000,25035.0
25037,25,3,1500万pt獲得しよう,66,15000000,25036.0
25038,25,3,1600万pt獲得しよう,65,16000000,25037.0
25039,25,3,1700万pt獲得しよう,64,17000000,25038.0
25040,25,3,1800万pt獲得しよう,63,18000000,25039.0
25041,25,3,1900万pt獲得しよう,62,19000000,25040.0
25042,25,3,2000万pt獲得しよう,61,20000000,25041.0
25043,25,3,2100万pt獲得しよう,60,21000000,25042.0
25044,25,3,2200万pt獲得しよう,59,22000000,25043.0
25045,25,3,2300万pt獲得しよう,58,23000000,25044.0
25046,25,3,2400万pt獲得しよう,57,24000000,25045.0
25047,25,3,2500万pt獲得しよう,56,25000000,25046.0
25048,25,3,2600万pt獲得しよう,55,26000000,25047.0
25049,25,3,2700万pt獲得しよう,54,27000000,25048.0
25050,25,3,2800万pt獲得しよう,53,28000000,25049.0
25051,25,3,2900万pt獲得しよう,52,29000000,25050.0
25052,25,3,3000万pt獲得しよう,51,30000000,25051.0
25053,25,4,2連覇達成しよう,50,2,
25054,25,4,3連覇達成しよう,49,3,25053.0
25055,25,4,4連覇達成しよう,48,4,25054.0
25056,25,4,5連覇達成しよう,47,5,25055.0
25057,25,4,6連覇達成しよう,46,6,25056.0
25058,25,4,7連覇達成しよう,45,7,25057.0
25059,25,4,8連覇達成しよう,44,8,25058.0
25060,25,4,9連覇達成しよう,43,9,25059.0
25061,25,4,10連覇達成しよう,42,10,25060.0
25062,25,4,11連覇達成しよう,41,11,25061.0
25063,25,4,12連覇達成しよう,40,12,25062.0
25064,25,4,13連覇達成しよう,39,13,25063.0
25065,25,4,14連覇達成しよう,38,14,25064.0
25066,25,4,15連覇達成しよう,37,15,25065.0
25067,25,4,16連覇達成しよう,36,16,25066.0
25068,25,4,17連覇達成しよう,35,17,25067.0
25069,25,4,18連覇達成しよう,34,18,25068.0
25070,25,4,19連覇達成しよう,33,19,25069.0
25071,25,4,20連覇達成しよう,32,20,25070.0
25072,25,1,1回優勝しよう,31,1,
25073,25,1,2回優勝しよう,30,2,25072.0
25074,25,1,3回優勝しよう,29,3,25073.0
25075,25,1,4回優勝しよう,28,4,25074.0
25076,25,1,5回優勝しよう,27,5,25075.0
25077,25,1,6回優勝しよう,26,6,25076.0
25078,25,1,7回優勝しよう,25,7,25077.0
25079,25,1,8回優勝しよう,24,8,25078.0
25080,25,1,9回優勝しよう,23,9,25079.0
25081,25,1,10回優勝しよう,22,10,25080.0
25082,25,1,11回優勝しよう,21,11,25081.0
25083,25,1,12回優勝しよう,20,12,25082.0
25084,25,1,13回優勝しよう,19,13,25083.0
25085,25,1,14回優勝しよう,18,14,25084.0
25086,25,1,15回優勝しよう,17,15,25085.0
25087,25,1,16回優勝しよう,16,16,25086.0
25088,25,1,17回優勝しよう,15,17,25087.0
25089,25,1,18回優勝しよう,14,18,25088.0
25090,25,1,19回優勝しよう,13,19,25089.0
25091,25,1,20回優勝しよう,12,20,25090.0
25092,25,2,チャパ王クラスに到達しよう,11,2,
25093,25,2,サタンクラスに到達しよう,10,3,25092.0
25094,25,2,ビーデルクラスに到達しよう,9,4,25093.0
25095,25,2,武天老師クラスに到達しよう,8,5,25094.0
25096,25,2,カリンクラスに到達しよう,7,6,25095.0
25097,25,2,神クラスに到達しよう,6,7,25096.0
25098,25,2,閻魔大王クラスに到達しよう,5,8,25097.0
25099,25,2,界王クラスに到達しよう,4,9,25098.0
25100,25,2,界王神クラスに到達しよう,3,10,25099.0
25101,25,2,老界王神クラスに到達しよう,2,11,25100.0
25102,25,2,ビルスクラスに到達しよう,1,12,25101.0
26001,26,3,1万pt獲得しよう,102,10000,
26002,26,3,5万pt獲得しよう,101,50000,26001.0
26003,26,3,10万pt獲得しよう,100,100000,26002.0
26004,26,3,25万pt獲得しよう,99,250000,26003.0
26005,26,3,50万pt獲得しよう,98,500000,26004.0
26006,26,3,100万pt獲得しよう,97,1000000,26005.0
26007,26,3,150万pt獲得しよう,96,1500000,26006.0
26008,26,3,200万pt獲得しよう,95,2000000,26007.0
26009,26,3,250万pt獲得しよう,94,2500000,26008.0
26010,26,3,300万pt獲得しよう,93,3000000,26009.0
26011,26,3,400万pt獲得しよう,92,4000000,26010.0
26012,26,3,500万pt獲得しよう,91,5000000,26011.0
26013,26,3,600万pt獲得しよう,90,6000000,26012.0
26014,26,3,630万pt獲得しよう,89,6300000,26013.0
26015,26,3,640万pt獲得しよう,88,6400000,26014.0
26016,26,3,650万pt獲得しよう,87,6500000,26015.0
26017,26,3,660万pt獲得しよう,86,6600000,26016.0
26018,26,3,670万pt獲得しよう,85,6700000,26017.0
26019,26,3,700万pt獲得しよう,84,7000000,26018.0
26020,26,3,730万pt獲得しよう,83,7300000,26019.0
26021,26,3,740万pt獲得しよう,82,7400000,26020.0
26022,26,3,750万pt獲得しよう,81,7500000,26021.0
26023,26,3,760万pt獲得しよう,80,7600000,26022.0
26024,26,3,770万pt獲得しよう,79,7700000,26023.0
26025,26,3,800万pt獲得しよう,78,8000000,26024.0
26026,26,3,830万pt獲得しよう,77,8300000,26025.0
26027,26,3,840万pt獲得しよう,76,8400000,26026.0
26028,26,3,850万pt獲得しよう,75,8500000,26027.0
26029,26,3,860万pt獲得しよう,74,8600000,26028.0
26030,26,3,870万pt獲得しよう,73,8700000,26029.0
26031,26,3,900万pt獲得しよう,72,9000000,26030.0
26032,26,3,1000万pt獲得しよう,71,10000000,26031.0
26033,26,3,1100万pt獲得しよう,70,11000000,26032.0
26034,26,3,1200万pt獲得しよう,69,12000000,26033.0
26035,26,3,1300万pt獲得しよう,68,13000000,26034.0
26036,26,3,1400万pt獲得しよう,67,14000000,26035.0
26037,26,3,1500万pt獲得しよう,66,15000000,26036.0
26038,26,3,1600万pt獲得しよう,65,16000000,26037.0
26039,26,3,1700万pt獲得しよう,64,17000000,26038.0
26040,26,3,1800万pt獲得しよう,63,18000000,26039.0
26041,26,3,1900万pt獲得しよう,62,19000000,26040.0
26042,26,3,2000万pt獲得しよう,61,20000000,26041.0
26043,26,3,2100万pt獲得しよう,60,21000000,26042.0
26044,26,3,2200万pt獲得しよう,59,22000000,26043.0
26045,26,3,2300万pt獲得しよう,58,23000000,26044.0
26046,26,3,2400万pt獲得しよう,57,24000000,26045.0
26047,26,3,2500万pt獲得しよう,56,25000000,26046.0
26048,26,3,2600万pt獲得しよう,55,26000000,26047.0
26049,26,3,2700万pt獲得しよう,54,27000000,26048.0
26050,26,3,2800万pt獲得しよう,53,28000000,26049.0
26051,26,3,2900万pt獲得しよう,52,29000000,26050.0
26052,26,3,3000万pt獲得しよう,51,30000000,26051.0
26053,26,4,2連覇達成しよう,50,2,
26054,26,4,3連覇達成しよう,49,3,26053.0
26055,26,4,4連覇達成しよう,48,4,26054.0
26056,26,4,5連覇達成しよう,47,5,26055.0
26057,26,4,6連覇達成しよう,46,6,26056.0
26058,26,4,7連覇達成しよう,45,7,26057.0
26059,26,4,8連覇達成しよう,44,8,26058.0
26060,26,4,9連覇達成しよう,43,9,26059.0
26061,26,4,10連覇達成しよう,42,10,26060.0
26062,26,4,11連覇達成しよう,41,11,26061.0
26063,26,4,12連覇達成しよう,40,12,26062.0
26064,26,4,13連覇達成しよう,39,13,26063.0
26065,26,4,14連覇達成しよう,38,14,26064.0
26066,26,4,15連覇達成しよう,37,15,26065.0
26067,26,4,16連覇達成しよう,36,16,26066.0
26068,26,4,17連覇達成しよう,35,17,26067.0
26069,26,4,18連覇達成しよう,34,18,26068.0
26070,26,4,19連覇達成しよう,33,19,26069.0
26071,26,4,20連覇達成しよう,32,20,26070.0
26072,26,1,1回優勝しよう,31,1,
26073,26,1,2回優勝しよう,30,2,26072.0
26074,26,1,3回優勝しよう,29,3,26073.0
26075,26,1,4回優勝しよう,28,4,26074.0
26076,26,1,5回優勝しよう,27,5,26075.0
26077,26,1,6回優勝しよう,26,6,26076.0
26078,26,1,7回優勝しよう,25,7,26077.0
26079,26,1,8回優勝しよう,24,8,26078.0
26080,26,1,9回優勝しよう,23,9,26079.0
26081,26,1,10回優勝しよう,22,10,26080.0
26082,26,1,11回優勝しよう,21,11,26081.0
26083,26,1,12回優勝しよう,20,12,26082.0
26084,26,1,13回優勝しよう,19,13,26083.0
26085,26,1,14回優勝しよう,18,14,26084.0
26086,26,1,15回優勝しよう,17,15,26085.0
26087,26,1,16回優勝しよう,16,16,26086.0
26088,26,1,17回優勝しよう,15,17,26087.0
26089,26,1,18回優勝しよう,14,18,26088.0
26090,26,1,19回優勝しよう,13,19,26089.0
26091,26,1,20回優勝しよう,12,20,26090.0
26092,26,2,チャパ王クラスに到達しよう,11,2,
26093,26,2,サタンクラスに到達しよう,10,3,26092.0
26094,26,2,ビーデルクラスに到達しよう,9,4,26093.0
26095,26,2,武天老師クラスに到達しよう,8,5,26094.0
26096,26,2,カリンクラスに到達しよう,7,6,26095.0
26097,26,2,神クラスに到達しよう,6,7,26096.0
26098,26,2,閻魔大王クラスに到達しよう,5,8,26097.0
26099,26,2,界王クラスに到達しよう,4,9,26098.0
26100,26,2,界王神クラスに到達しよう,3,10,26099.0
26101,26,2,老界王神クラスに到達しよう,2,11,26100.0
26102,26,2,ビルスクラスに到達しよう,1,12,26101.0
27001,27,3,1万pt獲得しよう,102,10000,
27002,27,3,5万pt獲得しよう,101,50000,27001.0
27003,27,3,10万pt獲得しよう,100,100000,27002.0
27004,27,3,25万pt獲得しよう,99,250000,27003.0
27005,27,3,50万pt獲得しよう,98,500000,27004.0
27006,27,3,100万pt獲得しよう,97,1000000,27005.0
27007,27,3,150万pt獲得しよう,96,1500000,27006.0
27008,27,3,200万pt獲得しよう,95,2000000,27007.0
27009,27,3,250万pt獲得しよう,94,2500000,27008.0
27010,27,3,300万pt獲得しよう,93,3000000,27009.0
27011,27,3,400万pt獲得しよう,92,4000000,27010.0
