id,param_no,idx,value
1753,1603,2,0
1754,1603,3,0
1755,1603,4,0
1756,1603,5,0
1757,1603,6,9017661
1758,1603,7,11
1759,1603,8,0
1760,1604,0,0
1761,1604,1,3113
1762,1604,2,0
1763,1604,3,0
1764,1604,4,0
1765,1604,5,0
1766,1604,6,1019400
1767,1604,7,11
1768,1604,8,108
1769,1605,0,0
1770,1605,1,3113
1771,1605,2,0
1772,1605,3,0
1773,1605,4,0
1774,1605,5,0
1775,1605,6,1019401
1776,1605,7,11
1777,1605,8,108
1778,1606,0,0
1779,1606,1,3114
1780,1606,2,0
1781,1606,3,0
1782,1606,4,0
1783,1606,5,0
1784,1606,6,1019630
1785,1606,7,1
1786,1606,8,0
1787,1607,0,0
1788,1607,1,3114
1789,1607,2,0
1790,1607,3,0
1791,1607,4,0
1792,1607,5,0
1793,1607,6,1019631
1794,1607,7,1
1795,1607,8,0
1796,1608,0,0
1797,1608,1,3115
1798,1608,2,0
1799,1608,3,0
1800,1608,4,0
1801,1608,5,0
1802,1608,6,4019640
1803,1608,7,1
1804,1608,8,0
1805,1609,0,0
1806,1609,1,3115
1807,1609,2,0
1808,1609,3,0
1809,1609,4,0
1810,1609,5,0
1811,1609,6,4019641
1812,1609,7,1
1813,1609,8,0
1814,1610,0,0
1815,1610,1,3116
1816,1610,2,0
1817,1610,3,0
1818,1610,4,0
1819,1610,5,0
1820,1610,6,1019590
1821,1610,7,11
1822,1610,8,0
1823,1611,0,0
1824,1611,1,3116
1825,1611,2,0
1826,1611,3,0
1827,1611,4,0
1828,1611,5,0
1829,1611,6,1019591
1830,1611,7,11
1831,1611,8,0
1832,1612,0,0
1833,1612,1,3117
1834,1612,2,0
1835,1612,3,0
1836,1612,4,0
1837,1612,5,0
1838,1612,6,4019600
1839,1612,7,5
1840,1612,8,0
1841,1613,0,0
1842,1613,1,3117
1843,1613,2,0
1844,1613,3,0
1845,1613,4,0
1846,1613,5,0
1847,1613,6,4019601
1848,1613,7,5
1849,1613,8,0
1850,1614,0,0
1851,1614,1,3118
1852,1614,2,0
1853,1614,3,0
1854,1614,4,0
1855,1614,5,0
1856,1614,6,1019740
1857,1614,7,1
1858,1614,8,0
1859,1615,0,0
1860,1615,1,3118
1861,1615,2,0
1862,1615,3,0
1863,1615,4,0
1864,1615,5,0
1865,1615,6,1019741
1866,1615,7,1
1867,1615,8,0
1868,1616,0,0
1869,1616,1,3119
1870,1616,2,0
1871,1616,3,0
1872,1616,4,0
1873,1616,5,0
1874,1616,6,4019750
1875,1616,7,1
1876,1616,8,0
1877,1617,0,0
1878,1617,1,3119
1879,1617,2,0
1880,1617,3,0
1881,1617,4,0
1882,1617,5,0
1883,1617,6,4019751
1884,1617,7,1
1885,1617,8,0
1886,1618,0,0
1887,1618,1,0
1888,1618,2,0
1889,1618,3,0
1890,1618,4,0
1891,1618,5,0
1892,1618,6,1020460
1893,1618,7,2
1894,1618,8,0
1895,1619,0,0
1896,1619,1,0
1897,1619,2,0
1898,1619,3,0
1899,1619,4,0
1900,1619,5,0
1901,1619,6,1020461
1902,1619,7,2
1903,1619,8,0
1904,1620,0,0
1905,1620,1,0
1906,1620,2,0
1907,1620,3,0
1908,1620,4,0
1909,1620,5,0
1910,1620,6,1020370
1911,1620,7,5
1912,1620,8,0
1913,1621,0,0
1914,1621,1,0
1915,1621,2,0
1916,1621,3,0
1917,1621,4,0
1918,1621,5,0
1919,1621,6,1020371
1920,1621,7,5
1921,1621,8,0
1922,1622,0,0
1923,1622,1,0
1924,1622,2,0
1925,1622,3,0
1926,1622,4,0
1927,1622,5,0
1928,1622,6,1019490
1929,1622,7,11
1930,1622,8,0
1931,1623,0,0
1932,1623,1,0
1933,1623,2,0
1934,1623,3,0
1935,1623,4,0
1936,1623,5,0
1937,1623,6,1019491
1938,1623,7,11
1939,1623,8,0
1940,1624,0,0
1941,1624,1,155983
1942,1624,2,0
1943,1624,3,0
1944,1624,4,0
1945,1624,5,0
1946,1624,6,1020620
1947,1624,7,13
1948,1624,8,0
1949,1625,0,0
1950,1625,1,155983
1951,1625,2,0
1952,1625,3,0
1953,1625,4,0
1954,1625,5,0
1955,1625,6,1020621
1956,1625,7,13
1957,1625,8,0
1958,1626,0,0
1959,1626,1,156038
1960,1626,2,0
1961,1626,3,0
1962,1626,4,0
1963,1626,5,0
1964,1626,6,1020770
1965,1626,7,11
1966,1626,8,0
1967,1627,0,0
1968,1627,1,156038
1969,1627,2,0
1970,1627,3,0
1971,1627,4,0
1972,1627,5,0
1973,1627,6,1020771
1974,1627,7,11
1975,1627,8,0
1976,1628,0,0
1977,1628,1,0
1978,1628,2,0
1979,1628,3,0
1980,1628,4,0
1981,1628,5,0
1982,1628,6,1020090
1983,1628,7,8
1984,1628,8,0
1985,1629,0,0
1986,1629,1,0
1987,1629,2,0
1988,1629,3,0
1989,1629,4,0
1990,1629,5,0
1991,1629,6,1020091
1992,1629,7,8
1993,1629,8,0
1994,1630,0,0
1995,1630,1,0
1996,1630,2,0
1997,1630,3,0
1998,1630,4,0
1999,1630,5,0
2000,1630,6,1020130
2001,1630,7,2
2002,1630,8,0
2003,1631,0,0
2004,1631,1,0
2005,1631,2,0
2006,1631,3,0
2007,1631,4,0
2008,1631,5,0
2009,1631,6,1020131
2010,1631,7,2
2011,1631,8,0
2012,1632,0,0
2013,1632,1,155579
2014,1632,2,0
2015,1632,3,0
2016,1632,4,0
2017,1632,5,0
2018,1632,6,1016250
2019,1632,7,1
2020,1632,8,0
2021,1633,0,0
2022,1633,1,155579
2023,1633,2,0
2024,1633,3,0
2025,1633,4,0
2026,1633,5,0
2027,1633,6,1016251
2028,1633,7,1
2029,1633,8,0
2030,1634,0,0
2031,1634,1,156038
2032,1634,2,0
2033,1634,3,0
2034,1634,4,0
2035,1634,5,0
2036,1634,6,9520770
2037,1634,7,11
2038,1634,8,0
2039,1635,0,0
2040,1635,1,156038
2041,1635,2,0
2042,1635,3,0
2043,1635,4,0
2044,1635,5,0
2045,1635,6,9520771
2046,1635,7,11
2047,1635,8,0
2048,1636,0,0
2049,1636,1,0
2050,1636,2,0
2051,1636,3,0
2052,1636,4,0
2053,1636,5,0
2054,1636,6,1020500
2055,1636,7,1
2056,1636,8,0
2057,1637,0,0
2058,1637,1,0
2059,1637,2,0
2060,1637,3,0
2061,1637,4,0
2062,1637,5,0
2063,1637,6,1020501
2064,1637,7,1
2065,1637,8,0
2066,627,0,2
2067,627,1,3
2068,627,2,80
2069,627,3,1
2070,627,4,1
2071,627,5,1
2072,628,0,50
2073,628,1,243
2074,628,2,32
2075,628,3,32
2076,628,4,100
2077,628,5,3
2078,628,6,2
2079,628,7,1904
2080,628,8,3131
2081,628,9,3001
2082,628,10,3002
2083,629,0,2
2084,629,1,3
2085,629,2,80
2086,629,3,1
2087,629,4,1
2088,629,5,1
2089,630,0,50
2090,630,1,243
2091,630,2,32
2092,630,3,32
2093,630,4,100
2094,630,5,3
2095,630,6,2
2096,630,7,1904
2097,630,8,3000
2098,630,9,3001
2099,630,10,3002
2100,631,0,2
2101,631,1,3
2102,631,2,80
2103,631,3,1
2104,631,4,2
2105,631,5,1
2106,632,0,50
2107,632,1,243
2108,632,2,32
2109,632,3,32
2110,632,4,100
2111,632,5,3
2112,632,6,2
2113,632,7,1904
2114,632,8,3000
2115,632,9,3001
2116,632,10,3002
2117,633,0,2
2118,633,1,3
2119,633,2,80
2120,633,3,1
2121,633,4,1
2122,633,5,2
2123,634,0,50
2124,634,1,243
2125,634,2,32
2126,634,3,32
2127,634,4,100
2128,634,5,3
2129,634,6,2
2130,634,7,3130
2131,634,8,3127
2132,634,9,3128
2133,634,10,3129
2134,1638,0,0
2135,1638,1,156330
2136,1638,2,0
2137,1638,3,0
2138,1638,4,0
2139,1638,5,0
2140,1638,6,1020940
2141,1638,7,5
2142,1638,8,0
2143,1639,0,0
2144,1639,1,156330
2145,1639,2,0
2146,1639,3,0
2147,1639,4,0
2148,1639,5,0
2149,1639,6,1020941
2150,1639,7,5
2151,1639,8,0
2152,2007,0,50
2153,2007,1,3
2154,1640,0,0
2155,1640,1,3132
2156,1640,2,0
2157,1640,3,0
2158,1640,4,0
2159,1640,5,0
2160,1640,6,1021050
2161,1640,7,1
2162,1640,8,0
2163,1641,0,0
2164,1641,1,3132
2165,1641,2,0
2166,1641,3,0
2167,1641,4,0
2168,1641,5,0
2169,1641,6,1021051
2170,1641,7,1
2171,1641,8,0
2172,101,6,1
2173,111,6,1
2174,121,6,2
2175,501,6,1
2176,511,6,1
2177,521,6,1
2178,531,6,1
2179,541,6,1
2180,551,6,1
2181,561,6,1
2182,571,6,1
2183,581,6,1
2184,591,6,1
2185,601,6,2
2186,1001,6,3
2187,605,6,4
2188,607,6,4
2189,603,6,3
2190,609,6,2
2191,611,6,2
2192,613,6,2
2193,1530,6,1
2194,1003,6,3
2195,617,6,1
2196,621,6,2
2197,623,6,1
2198,625,6,3
2199,627,6,1
2200,629,6,1
2201,631,6,1
2202,633,6,2
2203,615,6,5
2204,1642,0,0
2205,1642,1,3134
2206,1642,2,0
2207,1642,3,0
2208,1642,4,0
2209,1642,5,0
2210,1642,6,1021290
2211,1642,7,1
2212,1642,8,0
2213,1643,0,0
2214,1643,1,3134
2215,1643,2,0
2216,1643,3,0
2217,1643,4,0
2218,1643,5,0
2219,1643,6,1021291
2220,1643,7,1
2221,1643,8,0
2222,619,6,3
2223,1644,0,0
2224,1644,1,3123
2225,1644,2,0
2226,1644,3,0
2227,1644,4,0
2228,1644,5,0
2229,1644,6,1022190
2230,1644,7,3
2231,1644,8,0
2232,1645,0,0
2233,1645,1,3123
2234,1645,2,0
2235,1645,3,0
2236,1645,4,0
2237,1645,5,0
2238,1645,6,1022191
2239,1645,7,3
2240,1645,8,0
2241,635,0,1
2242,635,1,1
2243,635,2,100
2244,635,3,1
2245,635,4,1
2246,635,5,3
2247,635,6,3
2248,636,0,0
2249,636,1,243
2250,636,2,32
2251,636,3,32
2252,636,4,100
2253,636,5,3
2254,636,6,2
2255,636,7,3140
2256,636,8,3138
2257,636,9,3138
2258,636,10,3139
2259,1646,0,0
2260,1646,1,157903
2261,1646,2,0
2262,1646,3,0
2263,1646,4,0
2264,1646,5,0
2265,1646,6,1022880
2266,1646,7,11
2267,1646,8,0
2268,1647,0,0
2269,1647,1,157903
2270,1647,2,0
2271,1647,3,0
2272,1647,4,0
2273,1647,5,0
2274,1647,6,1022881
2275,1647,7,11
2276,1647,8,0
2277,1648,0,0
2278,1648,1,3143
2279,1648,2,0
2280,1648,3,0
2281,1648,4,0
2282,1648,5,0
2283,1648,6,1022940
2284,1648,7,20
2285,1648,8,153
2286,1649,0,0
2287,1649,1,3143
2288,1649,2,0
2289,1649,3,0
2290,1649,4,0
2291,1649,5,0
2292,1649,6,1022941
2293,1649,7,20
2294,1649,8,153
2295,1650,0,0
2296,1650,1,158019
2297,1650,2,0
2298,1650,3,0
2299,1650,4,0
2300,1650,5,0
2301,1650,6,1023040
2302,1650,7,11
2303,1650,8,0
2304,1651,0,0
2305,1651,1,158019
2306,1651,2,0
2307,1651,3,0
2308,1651,4,0
2309,1651,5,0
2310,1651,6,1023041
2311,1651,7,11
2312,1651,8,0
2313,1652,0,0
2314,1652,1,157903
2315,1652,2,0
2316,1652,3,0
2317,1652,4,0
2318,1652,5,0
2319,1652,6,9522880
2320,1652,7,11
2321,1652,8,0
2322,1653,0,0
2323,1653,1,157903
2324,1653,2,0
2325,1653,3,0
2326,1653,4,0
2327,1653,5,0
2328,1653,6,9522881
2329,1653,7,11
2330,1653,8,0
2331,1654,0,0
2332,1654,1,0
2333,1654,2,0
2334,1654,3,0
2335,1654,4,0
2336,1654,5,0
2337,1654,6,1022830
2338,1654,7,2
2339,1654,8,0
2340,1655,0,0
2341,1655,1,0
2342,1655,2,0
2343,1655,3,0
2344,1655,4,0
2345,1655,5,0
2346,1655,6,1022831
2347,1655,7,2
2348,1655,8,0
2349,637,0,2
2350,637,1,3
2351,637,2,50
2352,637,3,1
2353,637,4,2
2354,637,5,1
2355,637,6,1
2356,638,0,50
2357,638,1,243
2358,638,2,32
2359,638,3,32
2360,638,4,100
2361,638,5,3
2362,638,6,2
2363,638,7,1904
2364,638,8,3000
2365,638,9,3001
2366,638,10,3002
2367,639,0,2
2368,639,1,3
2369,639,2,20
2370,639,3,1
2371,639,4,2
2372,639,5,1
2373,639,6,1
2374,640,0,50
2375,640,1,243
2376,640,2,32
2377,640,3,32
2378,640,4,100
2379,640,5,3
2380,640,6,2
2381,640,7,1904
2382,640,8,3000
2383,640,9,3001
2384,640,10,3002
2385,641,0,2
2386,641,1,3
2387,641,2,80
2388,641,3,1
2389,641,4,2
2390,641,5,1
2391,641,6,1
2392,642,0,50
2393,642,1,243
2394,642,2,32
2395,642,3,32
2396,642,4,100
2397,642,5,3
2398,642,6,2
2399,642,7,1904
2400,642,8,3000
2401,642,9,3001
2402,642,10,3002
2403,1656,0,0
2404,1656,1,3145
2405,1656,2,0
2406,1656,3,0
2407,1656,4,0
2408,1656,5,0
2409,1656,6,1023110
2410,1656,7,1
2411,1656,8,0
2412,1657,0,0
2413,1657,1,3145
2414,1657,2,0
2415,1657,3,0
2416,1657,4,0
2417,1657,5,0
2418,1657,6,1023111
2419,1657,7,1
2420,1657,8,0
2421,1658,0,0
2422,1658,1,0
2423,1658,2,0
2424,1658,3,0
2425,1658,4,0
2426,1658,5,0
2427,1658,6,1023420
2428,1658,7,11
2429,1658,8,0
2430,1659,0,0
2431,1659,1,0
2432,1659,2,0
2433,1659,3,0
2434,1659,4,0
2435,1659,5,0
2436,1659,6,1023421
2437,1659,7,11
2438,1659,8,0
2439,1660,0,0
2440,1660,1,0
2441,1660,2,0
2442,1660,3,0
2443,1660,4,0
2444,1660,5,0
2445,1660,6,1022380
2446,1660,7,1
2447,1660,8,0
2448,1661,0,0
2449,1661,1,0
2450,1661,2,0
2451,1661,3,0
2452,1661,4,0
2453,1661,5,0
2454,1661,6,1022381
2455,1661,7,1
2456,1661,8,0
2457,1662,0,0
2458,1662,1,0
2459,1662,2,0
2460,1662,3,0
2461,1662,4,0
2462,1662,5,0
2463,1662,6,1022420
2464,1662,7,3
2465,1662,8,0
2466,1663,0,0
2467,1663,1,0
2468,1663,2,0
2469,1663,3,0
2470,1663,4,0
2471,1663,5,0
2472,1663,6,1022421
2473,1663,7,3
2474,1663,8,0
2475,1664,0,0
2476,1664,1,0
2477,1664,2,0
2478,1664,3,0
2479,1664,4,0
2480,1664,5,0
2481,1664,6,1023460
2482,1664,7,1
2483,1664,8,0
2484,1665,0,0
2485,1665,1,0
2486,1665,2,0
2487,1665,3,0
2488,1665,4,0
2489,1665,5,0
2490,1665,6,1023461
2491,1665,7,1
2492,1665,8,0
2493,2008,0,50
2494,2008,1,3
2495,1666,0,0
2496,1666,1,3149
2497,1666,2,0
2498,1666,3,0
2499,1666,4,0
2500,1666,5,0
2501,1666,6,1023950
2502,1666,7,20
2503,1666,8,0
2504,1667,0,0
2505,1667,1,3149
2506,1667,2,0
2507,1667,3,0
2508,1667,4,0
2509,1667,5,0
2510,1667,6,1023951
2511,1667,7,20
2512,1667,8,0
2513,643,0,1
2514,643,1,2
2515,643,2,50
2516,643,3,1
2517,643,4,1
2518,643,5,1
2519,643,6,1
2520,644,0,0
2521,644,1,243
2522,644,2,32
2523,644,3,32
2524,644,4,100
2525,644,5,3
2526,644,6,2
2527,644,7,1904
2528,644,8,159091
2529,644,9,159092
2530,644,10,159093
2531,1668,0,0
2532,1668,1,0
2533,1668,2,0
2534,1668,3,0
2535,1668,4,0
2536,1668,5,0
2537,1668,6,1023770
2538,1668,7,21
2539,1668,8,0
2540,1669,0,0
2541,1669,1,0
2542,1669,2,0
2543,1669,3,0
2544,1669,4,0
2545,1669,5,0
2546,1669,6,1023771
2547,1669,7,21
2548,1669,8,0
2549,1670,0,0
2550,1670,1,3149
2551,1670,2,0
2552,1670,3,0
2553,1670,4,0
2554,1670,5,0
2555,1670,6,9523950
2556,1670,7,20
2557,1670,8,0
2558,1671,0,0
2559,1671,1,3149
2560,1671,2,0
2561,1671,3,0
2562,1671,4,0
2563,1671,5,0
2564,1671,6,9523951
2565,1671,7,20
2566,1671,8,0
2567,645,0,2
2568,645,1,3
2569,645,2,50
2570,645,3,1
2571,645,4,1
2572,645,5,2
2573,645,6,2
2574,646,0,50
2575,646,1,243
2576,646,2,32
2577,646,3,32
2578,646,4,100
2579,646,5,3
2580,646,6,2
2581,646,7,3160
2582,646,8,3154
2583,646,9,3155
2584,646,10,3156
2585,1672,0,0
2586,1672,1,0
2587,1672,2,0
2588,1672,3,0
2589,1672,4,0
2590,1672,5,0
2591,1672,6,1024140
2592,1672,7,11
2593,1672,8,0
2594,1673,0,0
2595,1673,1,0
2596,1673,2,0
2597,1673,3,0
2598,1673,4,0
2599,1673,5,0
2600,1673,6,1024141
2601,1673,7,11
2602,1673,8,0
2603,1674,0,0
2604,1674,1,159667
2605,1674,2,0
2606,1674,3,0
2607,1674,4,0
2608,1674,5,0
2609,1674,6,1024290
2610,1674,7,11
2611,1674,8,0
2612,1675,0,0
2613,1675,1,159667
2614,1675,2,0
2615,1675,3,0
2616,1675,4,0
2617,1675,5,0
2618,1675,6,1024291
2619,1675,7,11
2620,1675,8,0
2621,1676,0,0
2622,1676,1,3157
2623,1676,2,0
2624,1676,3,0
2625,1676,4,0
2626,1676,5,0
2627,1676,6,1024380
2628,1676,7,5
2629,1676,8,0
2630,1677,0,0
2631,1677,1,3157
2632,1677,2,0
2633,1677,3,0
2634,1677,4,0
2635,1677,5,0
2636,1677,6,1024381
2637,1677,7,5
2638,1677,8,0
2639,1678,0,0
2640,1678,1,3161
2641,1678,2,0
2642,1678,3,0
2643,1678,4,0
2644,1678,5,0
2645,1678,6,4024390
2646,1678,7,5
2647,1678,8,0
2648,1679,0,0
2649,1679,1,3161
2650,1679,2,0
2651,1679,3,0
2652,1679,4,0
2653,1679,5,0
2654,1679,6,4024391
2655,1679,7,5
2656,1679,8,0
2657,647,0,1
2658,647,1,1
2659,647,2,100
2660,647,3,1
2661,647,4,1
2662,647,5,3
2663,647,6,3
2664,648,0,0
2665,648,1,243
2666,648,2,32
2667,648,3,32
2668,648,4,100
2669,648,5,3
2670,648,6,2
2671,648,7,3162
2672,648,8,3158
2673,648,9,3158
2674,648,10,3159
2675,2009,0,70
2676,2009,1,3
2677,1680,0,0
2678,1680,1,159889
2679,1680,2,0
2680,1680,3,0
2681,1680,4,0
2682,1680,5,0
2683,1680,6,1024440
2684,1680,7,11
2685,1680,8,0
2686,1681,0,0
2687,1681,1,159889
2688,1681,2,0
2689,1681,3,0
2690,1681,4,0
2691,1681,5,0
2692,1681,6,1024441
2693,1681,7,11
2694,1681,8,0
2695,1682,0,0
2696,1682,1,0
2697,1682,2,0
2698,1682,3,0
2699,1682,4,0
2700,1682,5,0
2701,1682,6,1025110
2702,1682,7,11
2703,1682,8,0
2704,1683,0,0
2705,1683,1,0
2706,1683,2,0
2707,1683,3,0
2708,1683,4,0
2709,1683,5,0
2710,1683,6,1025111
2711,1683,7,11
2712,1683,8,0
2713,2010,0,70
2714,2010,1,3
2715,1684,0,0
2716,1684,1,1948
2717,1684,2,0
2718,1684,3,0
2719,1684,4,0
2720,1684,5,0
2721,1684,6,1017181
2722,1684,7,1
2723,1684,8,0
2759,1687,0,0
2760,1687,1,3167
2761,1687,2,0
2762,1687,3,0
2763,1687,4,0
2764,1687,5,0
2765,1687,6,1024890
2766,1687,7,22
2767,1687,8,207
2768,1688,0,0
2769,1688,1,3167
2770,1688,2,0
2771,1688,3,0
2772,1688,4,0
2773,1688,5,0
2774,1688,6,1024891
2775,1688,7,22
2776,1688,8,207
2777,2011,0,70
2778,2011,1,3
2779,1689,0,0
2780,1689,1,160838
2781,1689,2,0
2782,1689,3,0
2783,1689,4,0
2784,1689,5,0
2785,1689,6,1025410
2786,1689,7,1
2787,1689,8,0
2788,1690,0,0
2789,1690,1,160838
2790,1690,2,0
2791,1690,3,0
2792,1690,4,0
2793,1690,5,0
2794,1690,6,1025411
2795,1690,7,1
2796,1690,8,0
2797,1691,0,0
2798,1691,1,3078
2799,1691,2,0
2800,1691,3,0
2801,1691,4,0
2802,1691,5,0
2803,1691,6,1017301
2804,1691,7,3
2805,1691,8,66
2806,649,0,2
2807,649,1,3
2808,649,2,80
2809,649,3,1
2810,649,4,1
2811,649,5,1
2812,649,6,1
2813,650,0,50
2814,650,1,243
2815,650,2,32
2816,650,3,32
2817,650,4,100
2818,650,5,3
2819,650,6,2
2820,650,7,3018
2821,650,8,3096
2822,650,9,3097
2823,650,10,3098
2824,651,0,1
2825,651,1,1
2826,651,2,100
2827,651,3,1
2828,651,4,1
2829,651,5,2
2830,651,6,2
2831,652,0,0
2832,652,1,243
2833,652,2,32
2834,652,3,32
2835,652,4,100
2836,652,5,3
2837,652,6,2
2838,652,7,3175
2839,652,8,160984
2840,652,10,160985
2841,653,0,2
2842,653,1,3
2843,653,2,50
2844,653,3,1
2845,653,4,1
2846,653,5,2
2847,653,6,2
2848,654,0,0
2849,654,1,243
2850,654,2,32
2851,654,3,32
2852,654,4,100
2853,654,5,3
2854,654,6,2
2855,654,7,3176
2856,654,8,3172
2857,654,9,3173
2858,654,10,3174
2859,652,9,0
2860,1692,0,0
2861,1692,1,1935
2862,1692,2,0
2863,1692,3,0
2864,1692,4,0
2865,1692,5,0
2866,1692,6,1015971
2867,1692,7,1
2868,1692,8,59
2869,1693,0,0
2870,1693,1,1936
2871,1693,2,0
2872,1693,3,0
2873,1693,4,0
2874,1693,5,0
2875,1693,6,1016001
2876,1693,7,1
2877,1693,8,75
2878,1694,0,0
2879,1694,1,0
2880,1694,2,0
2881,1694,3,0
2882,1694,4,0
2883,1694,5,0
2884,1694,6,0
2885,1694,7,23
2886,1694,8,0
2887,1695,0,0
2888,1695,1,1924
2889,1695,2,0
2890,1695,3,0
2891,1695,4,0
2892,1695,5,0
2893,1695,6,1015051
2894,1695,7,5
2895,1695,8,66
2896,1696,0,0
2897,1696,1,1922
2898,1696,2,0
2899,1696,3,0
2900,1696,4,0
2901,1696,5,0
2902,1696,6,1015051
2903,1696,7,5
2904,1696,8,66
2905,1697,0,0
2906,1697,1,1923
2907,1697,2,0
2908,1697,3,0
2909,1697,4,0
2910,1697,5,0
2911,1697,6,1015051
2912,1697,7,5
2913,1697,8,66
2914,1698,0,0
2915,1698,1,0
2916,1698,2,0
2917,1698,3,0
2918,1698,4,0
2919,1698,5,0
2920,1698,6,0
2921,1698,7,23
2922,1698,8,0
2923,1699,0,0
2924,1699,1,0
2925,1699,2,0
2926,1699,3,0
2927,1699,4,0
2928,1699,5,0
2929,1699,6,0
2930,1699,7,23
2931,1699,8,0
2932,1700,0,0
2933,1700,1,0
2934,1700,2,0
2935,1700,3,0
2936,1700,4,0
2937,1700,5,0
2938,1700,6,0
2939,1700,7,23
2940,1700,8,0
2941,1701,0,0
2942,1701,1,0
2943,1701,2,0
2944,1701,3,0
2945,1701,4,0
2946,1701,5,0
2947,1701,6,0
2948,1701,7,23
2949,1701,8,0
2950,1702,0,0
2951,1702,1,0
2952,1702,2,0
2953,1702,3,0
2954,1702,4,0
2955,1702,5,0
2956,1702,6,0
2957,1702,7,23
2958,1702,8,0
2959,1703,0,0
2960,1703,1,0
2961,1703,2,0
2962,1703,3,0
2963,1703,4,0
2964,1703,5,0
2965,1703,6,1026250
2966,1703,7,1
2967,1703,8,0
2968,1704,0,0
2969,1704,1,0
2970,1704,2,0
2971,1704,3,0
2972,1704,4,0
2973,1704,5,0
2974,1704,6,1026251
2975,1704,7,1
2976,1704,8,0
2977,1705,0,0
2978,1705,1,0
2979,1705,2,0
2980,1705,3,0
2981,1705,4,0
2982,1705,5,0
2983,1705,6,1026280
2984,1705,7,1
2985,1705,8,0
2986,1706,0,0
2987,1706,1,0
2988,1706,2,0
2989,1706,3,0
2990,1706,4,0
2991,1706,5,0
2992,1706,6,1026281
2993,1706,7,1
2994,1706,8,0
3009,1709,0,0
3010,1709,1,0
3011,1709,2,0
3012,1709,3,0
3013,1709,4,0
3014,1709,5,0
3015,1709,6,1026200
3016,1709,7,2
3017,1709,8,0
3018,1710,0,0
3019,1710,1,0
3020,1710,2,0
3021,1710,3,0
3022,1710,4,0
3023,1710,5,0
3024,1710,6,1026201
3025,1710,7,2
3026,1710,8,0
3045,1713,0,0
3046,1713,1,1664
3047,1713,2,1665
3048,1713,3,0
3049,1713,4,0
3050,1713,5,0
3051,1713,6,9512930
3052,1713,7,3
3053,1713,8,49
3054,1714,0,0
3055,1714,1,1664
3056,1714,2,1665
3057,1714,3,0
3058,1714,4,0
3059,1714,5,0
3060,1714,6,9512931
3061,1714,7,3
3062,1714,8,49
3063,1715,0,0
3064,1715,1,1935
3065,1715,2,0
3066,1715,3,0
3067,1715,4,0
3068,1715,5,0
3069,1715,6,9515970
3070,1715,7,1
3071,1715,8,59
3072,1716,0,0
3073,1716,1,1935
3074,1716,2,0
3075,1716,3,0
3076,1716,4,0
3077,1716,5,0
3078,1716,6,9515971
3079,1716,7,1
3080,1716,8,59
3081,1717,0,0
3082,1717,1,3106
3083,1717,2,0
3084,1717,3,0
3085,1717,4,0
3086,1717,5,0
3087,1717,6,9518620
3088,1717,7,1
3089,1717,8,101
3090,1718,0,0
3091,1718,1,3106
3092,1718,2,0
3093,1718,3,0
3094,1718,4,0
3095,1718,5,0
3096,1718,6,9518621
3097,1718,7,1
3098,1718,8,101
3099,1719,0,0
3100,1719,1,1681
3101,1719,2,0
3102,1719,3,0
3103,1719,4,0
3104,1719,5,0
3105,1719,6,9513830
3106,1719,7,9
3107,1719,8,53
3108,1720,0,0
3109,1720,1,1681
3110,1720,2,0
3111,1720,3,0
3112,1720,4,0
3113,1720,5,0
3114,1720,6,9513831
3115,1720,7,9
3116,1720,8,53
3117,1721,0,0
3118,1721,1,1948
3119,1721,2,0
3120,1721,3,0
3121,1721,4,0
3122,1721,5,0
3123,1721,6,9517180
3124,1721,7,1
3125,1721,8,0
3126,1722,0,0
3127,1722,1,1948
3128,1722,2,0
3129,1722,3,0
3130,1722,4,0
3131,1722,5,0
3132,1722,6,9517181
3133,1722,7,1
3134,1722,8,0
3135,1723,0,0
3136,1723,1,1675
3137,1723,2,0
3138,1723,3,0
3139,1723,4,0
3140,1723,5,0
3141,1723,6,9513540
3142,1723,7,7
3143,1723,8,52
3144,1724,0,0
3145,1724,1,1675
3146,1724,2,0
3147,1724,3,0
3148,1724,4,0
3149,1724,5,0
3150,1724,6,9513541
3151,1724,7,7
3152,1724,8,52
3153,1725,0,0
3154,1725,1,0
3155,1725,2,0
3156,1725,3,0
3157,1725,4,0
3158,1725,5,0
3159,1725,6,1026480
3160,1725,7,1
3161,1725,8,0
3162,1726,0,0
3163,1726,1,0
3164,1726,2,0
3165,1726,3,0
3166,1726,4,0
3167,1726,5,0
3168,1726,6,1026481
3169,1726,7,1
3170,1726,8,0
3171,1727,0,1
3172,1727,1,1
3173,1727,2,100
3174,1727,3,1
3175,1727,4,1
3176,1727,5,3
3177,1727,6,3
3178,1728,0,50
3179,1728,1,243
3180,1728,2,32
3181,1728,3,32
3182,1728,4,100
3183,1728,5,3
3184,1728,6,2
3185,1728,7,3030
3186,1728,8,3031
3187,1728,9,3031
3188,1728,10,3032
3189,1729,0,1
3190,1729,1,1
3191,1729,2,100
3192,1729,3,1
3193,1729,4,1
3194,1729,5,3
3195,1729,6,3
3196,1730,0,0
3197,1730,1,243
3198,1730,2,32
3199,1730,3,32
3200,1730,4,100
3201,1730,5,3
3202,1730,6,2
3203,1730,7,3077
3204,1730,8,0
3205,1730,9,3075
3206,1730,10,3076
3207,1731,0,0
3208,1731,1,1666
3209,1731,2,1667
