id,equipment_skill_item_id,potential_skill_id,status_type,level,created_at,updated_at
85500,855,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
85501,855,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
85600,856,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
85601,856,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
85700,857,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
85701,857,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
85800,858,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
85801,858,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
85900,859,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
85901,859,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
86000,860,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
86001,860,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
86100,861,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
86101,861,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
86200,862,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
86201,862,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
86300,863,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
86301,863,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
86400,864,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
86401,864,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
86500,865,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
86501,865,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
86600,866,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
86601,866,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
86700,867,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
86701,867,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
86800,868,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
86801,868,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
86900,869,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
86901,869,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
87000,870,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
87001,870,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
87100,871,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
87101,871,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
87200,872,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
87201,872,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
87300,873,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
87301,873,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
87400,874,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
87401,874,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
87500,875,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
87501,875,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
87600,876,6.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
87700,877,6.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
87800,878,6.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
87900,879,,hp,1,2024-06-03 02:00:10,2024-06-03 02:00:10
88000,880,,hp,2,2024-06-03 02:00:10,2024-06-03 02:00:10
88100,881,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
88200,882,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
88300,883,,attack,2,2024-06-03 02:00:10,2024-06-03 02:00:10
88400,884,,attack,3,2024-06-03 02:00:10,2024-06-03 02:00:10
88500,885,,defense,1,2024-06-03 02:00:10,2024-06-03 02:00:10
88600,886,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
88700,887,,defense,3,2024-06-03 02:00:10,2024-06-03 02:00:10
88800,888,4.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
88900,889,4.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
89000,890,4.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
89100,891,4.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
89200,892,5.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
89300,893,5.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
89400,894,5.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
89500,895,5.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
89600,896,6.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
89700,897,6.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
89800,898,6.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
89900,899,6.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
90000,900,7.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
90100,901,7.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
90200,902,7.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
90300,903,7.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
90400,904,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
90500,905,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
90600,906,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
90700,907,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
90800,908,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
90900,909,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
91000,910,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
91100,911,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
91200,912,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
91300,913,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
91400,914,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
91500,915,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
91600,916,1.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
91700,917,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
91800,918,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
91900,919,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
92000,920,2.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
92100,921,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
92200,922,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
92300,923,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
92400,924,3.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
92500,925,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
92600,926,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
92700,927,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
92800,928,1.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
92900,929,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
93000,930,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
93100,931,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
93200,932,2.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
93300,933,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
93400,934,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
93500,935,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
93600,936,3.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
93700,937,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
93800,938,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
93900,939,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
94000,940,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
94100,941,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
94200,942,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
94300,943,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
94400,944,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
94500,945,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
94600,946,1.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
94700,947,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
94800,948,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
94900,949,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
95000,950,2.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
95100,951,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
95200,952,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
95300,953,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
95400,954,3.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
95500,955,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
95600,956,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
95700,957,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
95800,958,1.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
95900,959,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
96000,960,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
96100,961,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
96200,962,2.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
96300,963,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
96400,964,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
96500,965,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
96600,966,3.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
96700,967,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
96800,968,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
96900,969,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
97000,970,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
97100,971,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
97200,972,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
97300,973,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
97400,974,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
97500,975,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
97600,976,1.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
97700,977,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
97800,978,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
97900,979,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
98000,980,2.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
98100,981,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
98200,982,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
98300,983,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
98400,984,3.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
98500,985,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
98600,986,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
98700,987,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
98800,988,1.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
98900,989,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
99000,990,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
99100,991,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
99200,992,2.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
99300,993,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
99400,994,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
99500,995,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
99600,996,3.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
99700,997,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
99800,998,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
99900,999,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
100000,1000,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
100100,1001,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
100200,1002,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
100300,1003,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
100400,1004,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
100500,1005,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
100600,1006,1.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
100700,1007,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
100800,1008,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
100900,1009,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
101000,1010,2.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
101100,1011,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
101200,1012,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
101300,1013,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
101400,1014,3.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
101500,1015,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
101600,1016,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
101700,1017,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
101800,1018,1.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
101900,1019,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
102000,1020,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
102100,1021,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
102200,1022,2.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
102300,1023,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
102400,1024,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
102500,1025,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
102600,1026,3.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
102700,1027,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
102800,1028,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
102900,1029,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
103000,1030,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
103100,1031,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
103200,1032,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
103300,1033,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
103400,1034,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
103500,1035,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
103600,1036,1.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
103700,1037,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
103800,1038,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
103900,1039,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
104000,1040,2.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
104100,1041,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
104200,1042,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
104300,1043,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
104400,1044,3.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
104500,1045,1.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
104600,1046,1.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
104700,1047,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
104800,1048,1.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
104900,1049,2.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
105000,1050,2.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
105100,1051,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
105200,1052,2.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
105300,1053,3.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
105400,1054,3.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
105500,1055,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
105600,1056,3.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
105700,1057,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
105701,1057,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
105800,1058,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
105801,1058,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
105900,1059,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
105901,1059,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
106000,1060,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
106001,1060,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
106100,1061,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
106101,1061,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
106200,1062,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
106201,1062,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
106300,1063,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
106301,1063,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
106400,1064,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
106401,1064,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
106500,1065,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
106501,1065,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
106600,1066,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
106601,1066,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
106700,1067,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
106701,1067,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
106800,1068,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
106801,1068,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
106900,1069,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
106901,1069,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
107000,1070,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
107001,1070,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
107100,1071,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
107101,1071,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
107200,1072,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
107201,1072,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
107300,1073,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
107301,1073,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
107400,1074,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
107401,1074,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
107500,1075,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
107501,1075,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
107600,1076,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
107601,1076,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
107700,1077,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
107701,1077,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
107800,1078,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
107801,1078,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
107900,1079,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
107901,1079,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
108000,1080,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
108001,1080,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
108100,1081,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
108101,1081,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
108200,1082,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
108201,1082,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
108300,1083,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
108301,1083,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
108400,1084,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
108401,1084,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
108500,1085,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
108501,1085,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
108600,1086,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
108601,1086,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
108700,1087,,hp,1,2024-06-03 02:00:10,2024-06-03 02:00:10
108800,1088,,hp,2,2024-06-03 02:00:10,2024-06-03 02:00:10
108900,1089,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
109000,1090,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
109100,1091,,attack,2,2024-06-03 02:00:10,2024-06-03 02:00:10
109200,1092,,attack,3,2024-06-03 02:00:10,2024-06-03 02:00:10
109300,1093,,defense,1,2024-06-03 02:00:10,2024-06-03 02:00:10
109400,1094,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
109500,1095,,defense,3,2024-06-03 02:00:10,2024-06-03 02:00:10
109600,1096,4.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
109700,1097,4.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
109800,1098,4.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
109900,1099,4.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
110000,1100,5.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
110100,1101,5.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
110200,1102,5.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
110300,1103,5.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
110400,1104,6.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
110500,1105,6.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
110600,1106,6.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
110700,1107,6.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
110800,1108,7.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
110900,1109,7.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
111000,1110,7.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
111100,1111,7.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
111200,1112,1.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
111300,1113,2.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
111400,1114,3.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
111500,1115,,hp,1,2024-06-03 02:00:10,2024-06-03 02:00:10
111600,1116,,hp,2,2024-06-03 02:00:10,2024-06-03 02:00:10
111700,1117,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
111800,1118,,hp,4,2024-06-03 02:00:10,2024-06-03 02:00:10
111900,1119,,hp,5,2024-06-03 02:00:10,2024-06-03 02:00:10
112000,1120,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
112100,1121,,attack,2,2024-06-03 02:00:10,2024-06-03 02:00:10
112200,1122,,attack,3,2024-06-03 02:00:10,2024-06-03 02:00:10
112300,1123,,attack,4,2024-06-03 02:00:10,2024-06-03 02:00:10
112400,1124,,attack,5,2024-06-03 02:00:10,2024-06-03 02:00:10
112500,1125,,defense,1,2024-06-03 02:00:10,2024-06-03 02:00:10
112600,1126,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
112700,1127,,defense,3,2024-06-03 02:00:10,2024-06-03 02:00:10
112800,1128,,defense,4,2024-06-03 02:00:10,2024-06-03 02:00:10
112900,1129,,defense,5,2024-06-03 02:00:10,2024-06-03 02:00:10
113000,1130,4.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
113100,1131,4.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
113200,1132,4.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
113300,1133,4.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
113400,1134,5.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
113500,1135,5.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
113600,1136,5.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
113700,1137,5.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
113800,1138,6.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
113900,1139,6.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
114000,1140,6.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
114100,1141,6.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
114200,1142,7.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
114300,1143,7.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
114400,1144,7.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
114500,1145,7.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
114600,1146,1.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
114700,1147,2.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
114800,1148,3.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
114900,1149,,hp,1,2024-06-03 02:00:10,2024-06-03 02:00:10
115000,1150,,hp,2,2024-06-03 02:00:10,2024-06-03 02:00:10
115100,1151,,hp,3,2024-06-03 02:00:10,2024-06-03 02:00:10
115200,1152,,hp,4,2024-06-03 02:00:10,2024-06-03 02:00:10
115300,1153,,hp,5,2024-06-03 02:00:10,2024-06-03 02:00:10
115400,1154,,attack,1,2024-06-03 02:00:10,2024-06-03 02:00:10
115500,1155,,attack,2,2024-06-03 02:00:10,2024-06-03 02:00:10
115600,1156,,attack,3,2024-06-03 02:00:10,2024-06-03 02:00:10
115700,1157,,attack,4,2024-06-03 02:00:10,2024-06-03 02:00:10
115800,1158,,attack,5,2024-06-03 02:00:10,2024-06-03 02:00:10
115900,1159,,defense,1,2024-06-03 02:00:10,2024-06-03 02:00:10
116000,1160,,defense,2,2024-06-03 02:00:10,2024-06-03 02:00:10
116100,1161,,defense,3,2024-06-03 02:00:10,2024-06-03 02:00:10
116200,1162,,defense,4,2024-06-03 02:00:10,2024-06-03 02:00:10
116300,1163,,defense,5,2024-06-03 02:00:10,2024-06-03 02:00:10
116400,1164,4.0,,1,2024-06-03 02:00:10,2024-06-03 02:00:10
116500,1165,4.0,,2,2024-06-03 02:00:10,2024-06-03 02:00:10
116600,1166,4.0,,3,2024-06-03 02:00:10,2024-06-03 02:00:10
116700,1167,4.0,,4,2024-06-03 02:00:10,2024-06-03 02:00:10
