id,name,race,sex,size
1007,超サイヤ人孫悟空/超サイヤ人孫悟飯(少年期),0,0,4
1008,超サイヤ人孫悟飯(少年期),0,0,4
1009,ピッコロ,0,0,4
1010,トランクス(青年期)(未来),0,0,4
1011,超サイヤ人トランクス(未来),0,0,4
1012,ランチ,0,0,4
1013,人造人間17号&18号,0,0,4
1014,人造人間17号&18号/人造人間16号,0,0,4
1015,ミスター・サタン,0,0,4
1017,クリリン,0,0,4
1018,孫悟空,0,0,4
1025,スケさん,0,0,4
1027,超サイヤ人孫悟飯(少年期),0,0,4
1028,人造人間13号,0,0,4
1029,トランクス(幼年期)(グレートサイヤマン),0,0,4
1030,孫悟空,0,0,4
1031,ゴールデンクウラ,0,0,4
1032,カンバー,0,0,4
1033,超サイヤ人カンバー(大猿カンバー),0,0,4
1034,超サイヤ人カンバー(大猿カンバー)(大猿),0,0,10
1036,ベジークス(ゼノ),0,0,4
1037,ゴテンクス(ゼノ),0,0,4
1038,ゴハンクス(ゼノ),0,0,4
1039,フュー,0,0,4
1040,超フュー,0,0,4
1042,悪のサイヤ人,0,0,4
1043,超サイヤ人孫悟空,0,0,4
1044,超サイヤ人ゴッドSS孫悟空(界王拳),0,0,4
1045,人造人間14号&15号,0,0,4
1046,グレートサイヤマン,0,0,4
1047,グレートサイヤマン(SS),0,0,4
1048,孫悟空(サンタクロース),0,0,4
1049,人造人間17号&18号,0,0,4
1050,超サイヤ人2孫悟空(天使),0,0,4
1051,ミスター・ブウ,0,0,4
1053,ヤムー&スポポビッチ,0,0,4
1054,ジャッキー・チュン(MAXパワー),0,0,4
1055,合体ザマス,0,0,4
1056,ババリ星人,0,0,4
1057,ベジータ(幼年期),0,0,4
1058,ブロリー(幼年期),0,0,4
1059,ベジータ(幼年期)&ラディッツ(幼年期),0,0,4
1060,超サイヤ人ゴッドSSベジット,0,0,4
1061,ブロリー&チライ&レモ,0,0,4
1062,バーダック,0,0,4
1063,フリーザ(第一形態),0,0,2
1064,ラディッツ(幼年期),0,0,4
1066,ブロリー,0,0,4
1067,ブロリー,0,0,4
1068,ベジータ,0,0,4
1069,孫悟空,0,0,4
1070,ザマス(孫悟空),0,0,4
1071,ザマス,0,0,4
1073,トーマ,0,0,4
1074,パンブーキン,0,0,4
1075,トテッポ,0,0,4
1076,セリパ,0,0,4
1078,バーダックチーム,0,0,4
1080,チライ,0,0,4
1082,超サイヤ人3ゴテンクス,0,0,4
1083,ナッパ,0,0,4
1084,ナッパ,0,0,4
1085,ベジータ,0,0,4
1086,トランクス(青年期),0,0,4
1087,クリリン,0,0,4
1088,ビルス,0,0,4
1091,魔人ブウ(悪),0,0,4
1093,ケフラ,0,0,4
1094,超サイヤ人ゴッドSS孫悟空&超サイヤ人ゴッドSSベジータ,0,0,4
1095,超サイヤ人ゴッドSS孫悟空(界王拳)&超サイヤ人ゴッドSSベジータ(進化),0,0,4
1096,クリリン,0,0,4
1097,アンニン,0,0,4
1098,孫悟空&孫悟飯(幼年期),0,0,4
1099,超サイヤ人4ベジット(ゼノ),0,0,4
1101,ゴテンクス,0,0,4
1102,界王神＆キビト,0,0,4
1103,孫悟飯(幼年期),0,0,4
1104,天津飯,0,0,4
1105,ベジータ(天使),0,0,4
1106,超サイヤ人2ベジータ(天使),0,0,4
1107,孫悟空&ベジータ(天使),0,0,4
1108,魔人ブウ(ピッコロ吸収),0,0,4
1109,魔人ブウ(ゴテンクス吸収),0,0,4
1110,魔人ブウ(アルティメット悟飯吸収),0,0,4
1112,魔神トワ,0,0,4
1114,超サイヤ人ベジータ(天使),0,0,4
1115,魔神サルサ,0,0,4
1116,魔神ダーブラ(ゼノ),0,0,4
1117,超サイヤ人4ブロリー,0,0,4
1118,超サイヤ人4バーダック,0,0,4
1119,超サイヤ人4孫悟飯,0,0,4
1121,猛血虎,0,0,4
1122,超サイヤ人3孫悟空,0,0,4
1123,ミスター・サタン,0,0,4
1124,暗黒仮面王,0,0,4
1125,魔神ドミグラ(最終形態),0,0,10
1126,ミラ(最終形態),0,0,4
1127,孫悟空(少年期),0,0,4
1128,孫悟飯(じいちゃん)&パン(GT),0,0,4
1129,イワン,0,0,4
1130,ヘレス,0,0,4
1131,モスコ,0,0,4
1132,キテラ,0,0,4
1133,アラク,0,0,4
1134,リキール,0,0,4
1135,シドラ,0,0,4
1136,ラムーシ,0,0,4
1137,ベルモッド,0,0,4
1138,ジーン,0,0,4
1139,バビディ&魔人ブウ(善),0,0,4
1140,超サイヤ人ゴッドSSベジータ(進化),0,0,4
1141,超サイヤ人孫悟飯(少年期),0,0,4
1142,超サイヤ人2孫悟飯(少年期),0,0,4
1143,ゴールデンフリーザ(天使)&アルティメット孫悟飯,0,0,4
1144,アルティメット孫悟飯&ピッコロ,0,0,4
1145,人造人間17号(第7宇宙チーム),0,0,4
1146,ゴールデンフリーザ(天使)&人造人間17号,0,0,4
1147,孫悟飯(少年期)(サンタクロース),0,0,4
1149,ダーコリ,0,0,4
1151,ガノス(変身),0,0,4
1152,クリリン&人造人間18号,0,0,4
1153,セル(完全体),0,0,4
1154,亀仙人&天津飯,0,0,4
1155,ザ・プリーチョ,0,0,4
1156,ビルス,0,0,4
1157,ベジータ(幼年期),0,0,4
1158,超サイヤ人トランクス(幼年期)&超サイヤ人孫悟天(幼年期),0,0,4
1159,ビーデル,0,0,4
1160,ビーデル,0,0,4
1162,トランクス(青年期),0,0,4
1163,タピオン&ミノシア,0,0,4
1164,トランクス(青年期),0,0,4
1165,孫悟飯(GT)&孫悟天(GT),0,0,4
1166,トランクス(GT)&孫悟天(GT),0,0,4
1167,超サイヤ人孫悟空(GT),0,0,4
1169,ベビー,0,0,4
1171,孫悟空&ピッコロ,0,0,4
1172,孫悟空&ピッコロ,0,0,4
1173,グレートサイヤマン,0,0,4
1175,孫悟空,0,0,4
1176,超サイヤ人孫悟飯(少年期),0,0,4
1177,桃白白,0,0,4
1178,孫悟空(天使)&ベジータ(天使),0,0,4
1179,ピッコロ&クリリン,0,0,4
1180,ガッシュ,0,0,4
1181,ゾルド,0,0,4
1182,ビネガー,0,0,4
1183,タード,0,0,4
1184,孫悟天(幼年期),0,0,4
1185,超ゴジータ,0,0,4
1187,超サイヤ人孫悟空,0,0,4
1188,スーパージャネンバ,0,0,4
1189,キャウェイ,0,0,4
1191,フリーザ(第三形態),0,0,4
1192,超サイヤ人孫悟空,0,0,4
1193,マルカリータ,0,0,4
1194,孫悟飯(幼年期),0,0,4
1196,孫悟空,0,0,4
1197,孫悟空,0,0,4
1198,孫悟空,0,0,4
1199,ザーボン&ドドリア,0,0,4
1200,ベジータ,0,0,4
1201,クリリン&孫悟飯(幼年期),0,0,4
1202,クリリン&孫悟飯(幼年期),0,0,4
1203,孫悟空,0,0,4
1204,ピッコロ,0,0,4
1205,ザーボン,0,0,4
1206,超サイヤ人トランクス(青年期),0,0,4
1207,ヒット&超サイヤ人ゴッド孫悟空,0,0,4
1208,ハッチャン(暴走),0,0,4
1209,ハッチャン&人造人間17号,0,0,4
1210,超サイヤ人4孫悟空&超サイヤ人4ベジータ,0,0,4
1211,超サイヤ人ゴッド孫悟空&超サイヤ人ゴッドベジータ,0,0,4
1212,超サイヤ人ゴッドSS孫悟空&超サイヤ人ゴッドSSベジータ,0,0,4
1213,超サイヤ人ゴッドトランクス(ゼノ),0,0,4
1214,魔神プティン,0,0,4
1215,ロベル,0,0,4
1216,パン(ゼノ),0,0,4
1217,暗黒王メチカブラ(時の力解放),0,0,4
1218,時の界王神(洗脳),0,0,4
1219,超サイヤ人孫悟空(ゼノ),0,0,4
1220,超サイヤ人ベジータ(ゼノ),0,0,4
1221,超サイヤ人ベジークス(ゼノ),0,0,4
1222,超サイヤ人3ゴハンクス(ゼノ),0,0,4
1223,超サイヤ人3ゴテンクス(ゼノ),0,0,4
1224,人造人間17号(未来)&18号(未来),0,0,4
1225,ドクター・ゲロ&人造人間19号,0,0,4
1226,超サイヤ人孫悟飯(未来)&トランクス(少年期)(未来),0,0,4
1227,超サイヤ人孫悟飯(未来),0,0,4
1228,超サイヤ人4ゴジータ,0,0,4
1229,ジース&バータ,0,0,4
1230,リクーム&グルド,0,0,4
1231,孫悟空(界王拳),0,0,4
1232,ベジータ,0,0,4
1233,ベジータ(大猿),0,0,10
1234,孫悟飯(青年期)&孫悟天(幼年期),0,0,4
1235,孫悟飯(青年期)&孫悟天(幼年期)&トランクス(幼年期),0,0,4
1236,超サイヤ人孫悟空Jr.&超サイヤ人ベジータJr.,0,0,4
1237,孫悟空Jr.&ベジータJr.,0,0,4
1238,ベジータ,0,0,4
1239,ベジータ&ブルマ,0,0,4
1240,孫悟空&チチ,0,0,4
1241,魔人ベジータ,0,0,4
1242,孫悟空&ベジータ,0,0,4
1243,魔人ベジータ,0,0,4
1244,孫悟空&ピッコロ,0,0,4
1245,ベジータ(幼年期),0,0,4
1246,パラパラブラザーズ,0,0,4
1247,ジャッキー・チュン像(ダイヤ),0,0,0
1248,孫悟天(青年期),0,0,4
1249,アンニン(巨大化),0,0,10
1250,人造人間16号&18号,0,0,4
1251,超サイヤ人孫悟空&超サイヤ人孫悟飯(少年期),0,0,4
1253,超サイヤ人孫悟空/超サイヤ人孫悟飯(少年期),0,0,4
1254,ベビー(幼生体),0,0,4
1255,セル(完全体),0,0,4
1256,セル(第一形態),0,0,4
1257,超サイヤ人ゴッドSSベジータ&超サイヤ人トランクス(未来),0,0,4
1258,大猿ベビー,0,0,10
1259,孫悟飯(青年期),0,0,4
1260,ゴールデンフリーザ,0,0,4
1263,トランクス(青年期),0,0,4
1264,合体ザマス,0,0,4
1265,トランクス(GT)&ギル,0,0,4
1266,超サイヤ人孫悟空&超サイヤ人ベジータ,0,0,4
1267,超サイヤ人孫悟空&超サイヤ人ベジータ,0,0,4
1268,クリリン&孫悟飯(少年期),0,0,4
1269,クウラ(最終形態),0,0,4
1270,パン(GT),0,0,4
1271,超サイヤ人孫悟空,0,0,4
1272,孫悟空(少年期),0,0,4
1273,ハッチャン,0,0,4
1274,メタルクウラ,0,0,4
1275,孫悟空&ベジータ,0,0,4
1276,ハッチヒャック(巨大化),0,0,10
1277,孫悟飯(幼年期)/孫悟空,0,0,4
1278,ダーブラ(天使),0,0,4
1279,ダーブラ(天使),0,0,4
1280,クリリン(天使),0,0,4
1281,ヤムチャ(天使),0,0,4
1282,孫悟空,0,0,4
1283,ラグス,0,0,4
1284,ジャネンバ(改造),0,0,4
1285,究極ハーツ,0,0,4
1286,超フルパワーサイヤ人4・限界突破孫悟空(ゼノ),0,0,4
1287,超フルパワーサイヤ人4・限界突破ベジータ(ゼノ),0,0,4
1288,ゴールデンメタルクウラ,0,0,4
1289,超ハーツ,0,0,4
1290,ハッチャン(暴走),0,0,4
1291,ブルー大佐,0,0,4
1292,ブラック参謀,0,0,4
1293,ヤムチャ,0,0,4
1294,ウーロン,0,0,4
1296,バーダック,0,0,4
1297,セルマックス,0,0,10
1298,バーダック,0,0,4
1299,パイクーハン,0,0,4
1300,ガンマ1号,0,0,4
1301,ガンマ2号,0,0,4
1302,ヤムチャ,0,0,4
1303,超サイヤ人孫悟飯(青年期),0,0,4
1304,孫悟空(GT)&超サイヤ人4ベジータ,0,0,4
1305,超サイヤ人ベジータ(GT),0,0,4
1306,アルティメット孫悟飯,0,0,4
1307,トランクス(青年期)&孫悟天(青年期),0,0,4
1308,三星龍&四星龍,0,0,4
1309,超サイヤ人3ゴテンクス&ピッコロ,0,0,4
1310,パン(幼年期),0,0,4
1311,ピッコロ(潜在能力解放),0,0,4
1312,オレンジピッコロ(巨大化),0,0,10
1314,天津飯,0,0,4
1315,超サイヤ人3孫悟空&超サイヤ人2ベジータ,0,0,4
1316,孫悟空&ベジータ,0,0,4
1317,孫悟飯(幼年期),0,0,4
1320,超サイヤ人カンバー(大猿カンバー)(大猿),0,0,10
1321,ベジータ&ナッパ,0,0,4
1322,人造人間17号&ヘルファイター17号,0,0,4
1323,ドクター・ミュー&ドクター・ゲロ,0,0,4
1324,ケール(暴走),0,0,4
1325,超サイヤ人ゴッド孫悟空,0,0,4
1326,孫悟空,0,0,4
1327,超サイヤ人孫悟空,0,0,4
1328,天津飯,0,0,4
1329,マジュニア,0,0,4
1330,マジュニア(巨大化),0,0,10
1331,クリリン,0,0,4
1332,孫悟空,0,0,4
1333,超17号(合体),0,0,4
1334,山賊グマ,0,0,7
1335,ターレス,0,0,4
1336,アモンド&レズン,0,0,4
1337,ダイーズ&カカオ,0,0,4
1338,孫悟空,0,0,4
1340,超サイヤ人4孫悟空&スーパーウーブ,0,0,4
1341,超サイヤ人4孫悟空,0,0,4
1342,超フルパワーサイヤ人4孫悟空,0,0,4
1344,超一星龍,0,0,4
1345,超サイヤ人トランクス(青年期),0,0,4
1346,超トランクス,0,0,4
1347,ジャッキー・チュン,0,0,4
1348,超サイヤ人ゴッドSS孫悟空&超サイヤ人ゴッドSSベジータ,0,0,4
1349,超サイヤ人ゴッドSSベジット,0,0,4
1350,無限ザマス,0,0,4
1352,人造人間17号&18号,0,0,4
1353,超サイヤ人トランクス(青年期)&超サイヤ人ブロリー,0,0,4
1354,ザーロイン&ラバンラ&ザーブト,0,0,4
1355,リブリアン&カクンサ&ロージィ,0,0,4
1356,セル(完全体)(GT)&フリーザ(最終形態)(GT),0,0,4
1357,超サイヤ人トランクス(未来),0,0,4
1358,超サイヤ人トランクス(未来),0,0,4
1359,ブヨン,0,0,7
1360,トワ,0,0,4
1361,超サイヤ人ゴッドSSベジータ(暴走制御),0,0,4
1362,紅き仮面のサイヤ人(超サイヤ人ロゼフルパワー),0,0,4
1363,超フルパワーサイヤ人4・限界突破ベジット(ゼノ),0,0,4
1364,超フルパワーサイヤ人4・限界突破ブロリー,0,0,4
1365,暗黒王フュー,0,0,4
1366,紅き仮面のサイヤ人(超サイヤ人ロゼ3),0,0,4
1367,ウーロン&ランチ,0,0,4
1368,超サイヤ人3孫悟空,0,0,4
1369,孫悟空(少年期),0,0,4
1370,孫悟空(少年期),0,0,4
1371,ピラフ&シュウ&マイ,0,0,4
1372,ポリス,0,0,4
1373,バイオレット大佐,0,0,4
1374,ピッコロ&孫悟飯(幼年期),0,0,4
1375,孫悟飯(幼年期),0,0,4
1376,超サイヤ人孫悟空&超サイヤ人ベジータ&超サイヤ人トランクス(青年期),0,0,4
1377,ベルゼブブ,0,0,4
1378,ゴクウブラック(超サイヤ人ロゼ),0,0,4
1379,孫悟飯(ビースト),0,0,4
1380,クリリン&人造人間18号,0,0,4
1381,ガンマ1号&ガンマ2号,0,0,4
1382,超サイヤ人ゴッドSSゴジータ,0,0,4
1383,ゴクウブラック(超サイヤ人ロゼ),0,0,4
1384,ハイヤードラゴン,0,0,4
1385,ビルス(パジャマ),0,0,4
1386,ビルス(パジャマ),0,0,4
1388,カトペスラ,0,0,4
1389,シルバー大佐,0,0,4
1390,魔人ブウ(善),0,0,4
1391,超サイヤ人3孫悟空(天使),0,0,4
1392,孫悟空(少年期)&クリリン(少年期)&ブルマ(少女期),0,0,4
1393,アルティメット孫悟飯,0,0,4
1394,超サイヤ人2トランクス(未来),0,0,4
1396,カリン様,0,0,4
1397,ブラック参謀,0,0,4
1398,スーパーサタン像(ダイヤ),0,0,4
1401,孫悟空(身勝手の極意),0,0,4
