id,name,description,causality_description,aim_target,increase_rate,lv_bonus,is_inactive
2055,ヒートドームアタック,"1ターンATKとDEFが大幅上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2056,かめはめ波,"1ターンATKとDEFが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2057,フォトンフラッシュ,相手に超特大ダメージを与える,,0,150,20,0
2058,パワーブリッツ,ATKとDEFが上昇し、超特大ダメージを与える,,0,130,20,0
2059,インフィニットバレット,相手に超特大ダメージを与える,,0,150,20,0
2060,エネルギーウェイブ,ATKとDEFが上昇し、超特大ダメージを与える,,0,130,20,0
2061,ビクトリーキャノン,相手に超特大ダメージを与える,,0,150,20,0
2062,ビクトリーキャノン,"DEFが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2063,アメイジングラッシュ,"ATKとDEFが上昇し、
相手に超特大ダメージを与え、
中確率で気絶させる",,0,130,20,0
2064,スーパーゴーストカミカゼアタック,"1ターンATKとDEFが上昇し、
相手に超特大ダメージを与え、
高確率で気絶させる",,0,150,20,0
2065,スーパーゴーストカミカゼアタック,"1ターンATKとDEFが上昇し、
相手に超特大ダメージを与え、
高確率で気絶させる",,0,150,20,0
2066,見えない攻撃,相手に超特大ダメージを与える,,0,150,20,0
2067,爆裂砲火弾,相手に超特大ダメージを与える,,0,150,20,0
2068,激烈魔閃,相手に超特大ダメージを与える,,0,150,20,0
2069,爆裂乱舞,相手に超特大ダメージを与える,,0,150,20,0
2070,パワーブリッツ,相手に超特大ダメージを与える,,0,150,20,0
2071,エネルギーウェイブ,相手に超特大ダメージを与える,,0,150,20,0
2072,龍翔拳,相手に超特大ダメージを与える,,0,150,20,0
2073,10倍界王拳 ゴッドかめはめ波,相手に超絶特大ダメージを与える,,0,180,25,0
2074,10倍界王拳 ゴッドかめはめ波,相手に超絶特大ダメージを与える,,0,180,25,0
2075,ビッグ・バン・アタック,"1ターンATKとDEFが大幅上昇し、
相手に超特大ダメージを与え、
DEFを大幅低下させる",,0,150,20,0
2076,かめはめ波,"相手に超特大ダメージを与え、
DEFを大幅低下させる",,0,150,20,0
2077,見えない攻撃,"相手に超特大ダメージを与え、
ATKとDEFを低下させる",,0,150,20,0
2078,破壊光線,"相手に超絶特大ダメージを与え、
ATKとDEFを低下させる",,0,180,25,0
2079,破壊光線,"相手に超絶特大ダメージを与え、
ATKとDEFを低下させる",,0,180,25,0
2080,デスグライディング,"ATKが上昇し、
相手に超絶特大ダメージを与え、
DEFを大幅に低下させる",,0,150,25,0
2081,サウザーブレード,"相手に超特大ダメージを与え、
ATKを低下させる",,0,150,20,0
2082,アーマードスクランブル,"相手に超特大ダメージを与え、
ATKとDEFを低下させる",,0,150,20,0
2083,デスフラッシャー,"DEFが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2084,ヒートドームアタック(極限),"相手に超特大ダメージを与え、
ATKとDEFを低下させる",,0,150,20,0
2085,10倍界王拳 ゴッドかめはめ波(極限),"ATKが大幅上昇し、
相手に超絶特大ダメージを与え、
HPの5%分ダメージを受ける",,0,130,25,0
2086,スーパーゴーストカミカゼアタック(極限),"1ターンATKとDEFが上昇し、
相手に超特大ダメージを与え、
中確率で気絶させる",,0,150,20,0
2087,ギャラクティカドーナツ(極限),"相手に超絶特大ダメージを与え、
必殺技を封じる",,0,180,25,0
2088,ギャリックイレイザー,"ATKが上昇し、
相手に超特大ダメージを与え、
中確率で気絶させる",,0,120,20,0
2089,魔閃光,"相手に超特大ダメージを与え、
9ターンATKとDEFを30%UP",,0,120,20,0
2090,ヘルブレイカー,"相手に超特大ダメージを与え、
ATKを低下させる",,0,150,20,0
2091,瞬間移動かめはめ波(極限),"相手に超特大ダメージを与え、
中確率で気絶させる",,0,150,20,0
2092,超かめはめ波(極限),"1ターンDEFが大幅上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2093,魔空包囲弾(極限),"相手に超特大ダメージを与え、
DEFを大幅に低下させる",,0,150,20,0
2094,マイナスエネルギーパワーボール(極限),"相手に超絶特大ダメージを与え、
DEFを超大幅に低下させる",,0,180,25,0
2095,破壊神の裁き(極限),"相手に超特大ダメージを与え、
DEFを大幅に低下させる",,0,150,20,0
2096,かめはめ波,"1ターンATKとDEFが大幅上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2097,瞬間移動かめはめ波,"1ターンATKとDEFが大幅上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2098,限界突破かめはめ波,"1ターンATKとDEFが大幅上昇し、
相手に極大ダメージを与える",,0,200,5,0
2099,ドラゴンスマッシュ,"3ターンATKとDEFが大幅上昇し、
相手に超極大ダメージを与え、
DEFを大幅に低下させる",,0,250,10,0
2100,破壊光線,相手に超特大ダメージを与える,,0,150,20,0
2101,破壊光線,相手に超特大ダメージを与える,,0,150,20,0
2102,サウザーブレード,相手に超特大ダメージを与える,,0,150,20,0
2103,アーマードスクランブル,相手に超特大ダメージを与える,,0,150,20,0
2104,デザストルイレイザー,"相手に超絶特大ダメージを与え、
ATKとDEFを低下させる",,0,180,25,0
2105,サヴェージタイラント,"相手に超絶特大ダメージを与え、
ATKとDEFを大幅に低下させる",,0,180,25,0
2106,デザストルコンプレス,相手に破壊的ダメージを与える,,0,100,10,0
2107,ゴールデンスーパーノヴァ,"ATKが上昇し、
相手に超絶特大ダメージを与える",,0,150,25,0
2108,ゴールデンスーパーノヴァ,"ATKが上昇し、
相手に超絶特大ダメージを与える",,0,150,25,0
2109,起爆式・本気玉,"相手に超絶特大ダメージを与え、
必殺技を封じる",,0,180,25,0
2110,サプライズブレイド,"1ターンATKとDEFが上昇し、
相手に超絶特大ダメージを与え、
必殺技を封じる",,0,180,25,0
2111,超バーニングかめはめ波,"相手に超特大ダメージを与え、
ATKとDEFを低下させる",,0,150,20,0
2112,バーニングインパクト,"DEFが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2113,爆裂砲火斬,相手に超特大ダメージを与え必殺技を封じる,,0,150,20,0
2114,瞬間移動かめはめ波,"相手に超絶特大ダメージを与え、
高確率で気絶させる",,0,180,25,0
2115,アトミックフラッシュ,"1ターンATKが大幅上昇し、
相手に超絶特大ダメージを与え、
DEFを大幅に低下させる",,0,180,25,0
2116,時の審判,"1ターンDEFが超大幅上昇し、
相手に超特大ダメージを与え必殺技を封じる",,0,150,20,0
2117,デザストルクロー,"ATKが上昇し、
相手に超特大ダメージを与える",,0,120,20,0
2118,デザストルイレイザー,"ATKとDEFが上昇し、
相手に超特大ダメージを与える",,0,130,20,0
2119,エネルギーメテオ,"1ターンDEFが大幅上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2120,エネルギーメテオ,"1ターンDEFが大幅上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2121,エネルギーメテオ,"1ターンDEFが大幅上昇し、
相手に極大ダメージを与える",,0,200,5,0
2122,元気玉超サイヤ人,"相手に超極大ダメージを与え、
ATKとDEFを低下させ、
必殺技を封じる",,0,250,10,0
2123,なし,-,,0,0,0,1
2124,10倍界王拳 ゴッドかめはめ波,"ATKが大幅上昇し、
相手に超絶特大ダメージを与える",,0,130,25,0
2125,10倍界王拳 ゴッドかめはめ波,"ATKが大幅上昇し、
相手に超絶特大ダメージを与える",,0,130,25,0
2126,ゴッドかめはめ波,"ATKとDEFが上昇し、
相手に超特大ダメージを与える",,0,130,20,0
2127,ゴッドファイナルフラッシュ,"ATKとDEFが上昇し、
相手に超特大ダメージを与える",,0,130,20,0
2128,デンジャーズトライアングル,"相手に超特大ダメージを与え、
9ターンDEFが30%上昇",,0,150,20,0
2129,ウルフガングペネトレーター,相手に破壊的ダメージを与える,,0,100,10,0
2130,10倍界王拳 ゴッドかめはめ波,相手に超特大ダメージを与える,,0,150,20,0
2131,10倍界王拳 ゴッドかめはめ波,相手に超特大ダメージを与える,,0,150,20,0
2132,元気玉,相手に爆発的な威力ダメージ,,0,99999,20,0
2133,デザストルクロー,相手に超特大ダメージを与える,,0,150,20,0
2134,デザストルイレイザー,相手に超特大ダメージを与える,,0,150,20,0
2135,デッドリィクラッシュ,"相手に超絶特大ダメージを与え、
DEFを大幅に低下させ、
中確率で気絶させる",,0,180,25,0
2136,デッドリィクラッシュ,"相手に超絶特大ダメージを与え、
DEFを大幅に低下させ、
中確率で気絶させる",,0,180,25,0
2137,S.Sデッドリィハンマー,"相手に超絶特大ダメージを与え、
DEFを超大幅に低下させ、
中確率で気絶させる",,0,180,25,0
2138,フラッシュブレード,"1ターンATKが大幅上昇し、
相手に超特大ダメージを与え、
HPの7%分ダメージを受ける",,0,150,20,0
2139,フラッシュブレード,"1ターンATKが超大幅上昇し、
相手に超特大ダメージを与え、
HPの5%分ダメージを受ける",,0,150,20,0
2140,超かめはめ波,相手に超特大ダメージを与える,,0,150,20,0
2141,G.Gアトミックブロー,相手に超特大ダメージを与える,,0,150,20,0
2142,F.Fスパークキャノン,相手に超特大ダメージを与える,,0,150,20,0
2143,マーダーコンビネーション,"相手に超特大ダメージを与え、
ATKを低下させる",,0,150,20,0
2144,マーダーコンビネーション,"相手に超特大ダメージを与え、
ATKを低下させる",,0,150,20,0
2145,S.Sデッドリィボンバー,"ATKとDEFが上昇し、
相手に超特大ダメージを与える",,0,130,20,0
2146,S.Sデッドリィボンバー,相手に超特大ダメージを与える,,0,150,20,0
2147,デッドリィクラッシュ,相手に超特大ダメージを与える,,0,150,20,0
2148,デンジャラスコンビネーション,"相手に超特大ダメージを与える
&2ターン仲間ATK25%UP",,0,125,20,0
2149,ハイパーメガリルドパンチ,"1ターンATKとDEFが大幅上昇し、
相手に超特大ダメージを与え必殺技を封じる",,0,150,20,0
2150,スピリッツソード(極限),超絶特大ダメージ&1ターン仲間ATK35%UP,,0,145,25,0
2151,サディスティックダンス(極限),"DEFが上昇し、
相手に超特大ダメージを与え、
DEFを大幅低下させる",,0,150,20,0
2152,サディスティックダンス(極限),"ATKが上昇し、
相手に超特大ダメージを与え、
DEFを大幅低下させる",,0,120,20,0
2153,フルパワーS.Sデッドリィボンバー,相手に超特大ダメージを与える,,0,150,20,0
2154,フルパワーS.Sデッドリィボンバー,相手に超特大ダメージを与える,,0,150,20,0
2155,デッドリィクラッシュ,相手に超特大ダメージを与える,,0,150,20,0
2156,エビルスプラッシュ,相手に極大ダメージを与え、必殺技を封じる,,0,200,5,0
2157,バビディの恐ろしい魔術,"相手に超極大ダメージを与え、
高確率で気絶させる",,0,250,10,0
2158,ファイナルスピリッツキャノン,相手に超特大ダメージを与える,,0,150,20,0
2159,ダブルサンデー,相手に超特大ダメージを与える,,0,150,20,0
2160,龍翔拳,相手に超特大ダメージを与える,,0,150,20,0
2161,乙女バースト,相手に超特大ダメージを与える,,0,150,20,0
2162,気合砲,相手に超特大ダメージを与える,,0,150,20,0
2163,オーガブラスター,相手に超特大ダメージを与える,,0,150,20,0
2164,ギャリック砲,相手に超特大ダメージを与える,,0,150,20,0
2165,ギャリック砲,相手に超特大ダメージを与える,,0,150,20,0
2166,フィニッシュバスター,相手に超特大ダメージを与える,,0,150,20,0
2167,パパのギャリック砲,相手に超特大ダメージを与える,,0,150,20,0
2168,ビクトリーラッシュ,相手に超特大ダメージを与える,,0,150,20,0
2169,エネルギーブラスト,"ATKとDEFが上昇し、
相手に超特大ダメージを与える",,0,130,20,0
2170,レジストブラスト,"ATKとDEFが上昇し、
相手に超特大ダメージを与える",,0,130,20,0
2171,ヒップクラッシュ,"1ターンDEFが上昇し、
相手に超特大ダメージを与え、
ATKを低下させる",,0,150,20,0
2172,スーパーどどん波,"1ターンATKが上昇し、
相手に超特大ダメージを与え、
中確率で気絶させる",,0,150,20,0
2173,超かめはめ波,"1ターンATKが上昇し、
相手に超絶特大ダメージを与える",,0,180,25,0
2174,超かめはめ波,"1ターンATKが上昇し、
相手に超絶特大ダメージを与える",,0,180,25,0
2175,超かめはめ波,"1ターンATKが大幅上昇し、
相手に超絶特大ダメージを与え、
高確率で気絶させる",,0,180,25,0
2176,ファイナルフラッシュ,"1ターンDEFが上昇し、
相手に超絶特大ダメージを与える",,0,180,25,0
2177,ファイナルフラッシュ,"1ターンDEFが上昇し、
相手に超絶特大ダメージを与える",,0,180,25,0
2178,ファイナルフラッシュ,"1ターンDEFが大幅上昇し、
相手に超絶特大ダメージを与え、
高確率で気絶させる",,0,180,25,0
2179,かめはめ波,"相手に超特大ダメージを与え、
DEFを低下させる",,0,150,20,0
2180,超かめはめ波,"ATKが上昇し、
相手に超特大ダメージを与え、
DEFを大幅に低下させる",,0,120,20,0
2181,エビルインパルス,"相手に超特大ダメージを与え、
DEFを低下させる",,0,150,20,0
2182,エビルインパルス,"DEFが上昇し、
相手に超特大ダメージを与え、
DEFを大幅に低下させる",,0,150,20,0
2183,豪速球,相手に超特大ダメージを与える,,0,150,20,0
2184,豪速球,相手に超特大ダメージを与える,,0,150,20,0
2185,ジャスティスラッシュ,"相手に超特大ダメージを与え、
ATKとDEFを低下させる",,0,150,20,0
2186,クラッシュランチャー,相手に超特大ダメージを与える,,0,150,20,0
2187,エネルギードレイン,"相手に超特大ダメージを与え、
HPを7%回復する",,0,150,20,0
2188,ファイナルフラッシュ(極限),"DEFが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2189,フィニッシュバスター(極限),"ATKが上昇し、
相手に超特大ダメージを与える",,0,120,20,0
2190,超かめはめ波,相手に超特大ダメージを与える,,0,150,20,0
2191,超かめはめ波,相手に超特大ダメージを与える,,0,150,20,0
2192,ファイナルフラッシュ,相手に超特大ダメージを与える,,0,150,20,0
2193,ファイナルフラッシュ,相手に超特大ダメージを与える,,0,150,20,0
2194,悪を滅せぬ弱き神は不要なり！(極限),"相手に超絶特大ダメージを与え、
DEFを大幅に低下させる
&1ターン極系の仲間ATK30%UP",,0,150,25,0
2195,超かめはめ波(極限),"1ターンATKとDEFが上昇し、
相手に超絶特大ダメージを与える",,0,180,25,0
2196,超かめはめ波(極限),超特大ダメージを与え、6ターンATKが上昇,,0,100,20,0
2197,超かめはめ波(極限),"相手に超特大ダメージを与え、
6ターンDEFが30%上昇",,0,150,20,0
2198,メテオブラスト(極限),"1ターンATKとDEFが大幅上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2199,ダークインパクト(極限),"1ターンATKとDEFが大幅上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2200,ギャリックキャノン,"相手に超特大ダメージを与え、
9ターンATKとDEFを30%UP",,0,120,20,0
2201,時とばし,"DEFが上昇し、
相手に超特大ダメージを与え、
中確率で気絶させる",,0,150,20,0
2202,超かめはめ波,相手に超特大ダメージを与える,,0,150,20,0
2203,気円斬,相手に超特大ダメージを与える,,0,150,20,0
2204,ベジットコンビネーション,"ATKが上昇し、
相手に超特大ダメージを与える",,0,120,20,0
2205,ベジットコンビネーション,"ATKが上昇し、
相手に超特大ダメージを与える",,0,120,20,0
2206,ベジットコンビネーション,"ATKが上昇し、
相手に極大ダメージを与える",,0,170,5,0
2207,ビッグ・バン・アタック,"ATKが上昇し、
相手に超極大ダメージを与える",,0,220,10,0
2208,ベジットソード,"1ターンATKとDEFが上昇し、
相手に極大ダメージを与える",,0,200,5,0
2209,オメガフィニッシュブロー,"1ターンDEFが上昇し、
相手に超極大ダメージを与える",,0,250,10,0
2210,メトロアタック,"ATKが上昇し、
相手に超特大ダメージを与える",,0,120,20,0
2211,メトロアタック,"ATKが上昇し、
相手に超特大ダメージを与える",,0,120,20,0
2212,メトロアタック,"ATKが上昇し、
相手に極大ダメージを与える",,0,170,5,0
2213,かめはめ波,"ATKが上昇し、
相手に超極大ダメージを与える",,0,220,10,0
2214,スターダストフォール,"1ターンATKとDEFが上昇し、
相手に極大ダメージを与える",,0,200,5,0
2215,メテオエクスプロージョン,"1ターンDEFが上昇し、
相手に超極大ダメージを与える",,0,250,10,0
2216,シャイニングスラッシュ,"1ターンATKとDEFが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2217,シャイニングクロス,"1ターンATKとDEFが大幅上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2218,ファイナルスピリッツキャノン,"1ターンATKとDEFが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2219,ファイナルスピリッツキャノン,"1ターンATKとDEFが大幅上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2220,超かめはめ波,相手に超特大ダメージを与える,,0,150,20,0
2221,メテオブラスト,相手に超特大ダメージを与える,,0,150,20,0
2222,ダークインパクト,相手に超特大ダメージを与える,,0,150,20,0
2223,メテオブラスト,相手に超特大ダメージを与える,,0,150,20,0
2224,ダークインパクト,相手に超特大ダメージを与える,,0,150,20,0
2225,ゴッドかめはめ波,"相手に超特大ダメージを与え、
5ターンDEFが上昇",,0,150,20,0
2226,なし,-,,0,0,0,1
2227,神裂斬,"相手に超特大ダメージを与え、
DEFを低下させる",,0,150,20,0
2228,神裂波,"相手に超特大ダメージを与え、
DEFを低下させる",,0,150,20,0
2229,ギガンティッククラスター,相手に超特大ダメージを与える,,0,150,20,0
2230,ギャリックビーム,相手に超特大ダメージを与える,,0,150,20,0
2231,突撃,相手に超特大ダメージを与える,,0,150,20,0
2234,ファイナルかめはめ波(極限),"1ターンATKとDEFが大幅上昇し、
相手に超絶特大ダメージを与える",,0,180,25,0
2235,神裂演武斬(極限),"1ターンDEFが大幅上昇し、
相手に超絶特大ダメージを与え、
DEFを大幅に低下させる",,0,180,25,0
2236,なし,-,,0,0,0,1
2237,なし,-,,0,0,0,1
2238,ワイルドバイト,"相手に超特大ダメージを与え、
中確率で気絶させる",,0,150,20,0
2239,サイヤ人の侵略,"相手に超特大ダメージを与え、
ATKを低下させる",,0,150,20,0
2240,ブラックパワーボール,"相手に極大ダメージを与え、
DEFを低下させる",,0,200,5,0
2241,神裂斬,"1ターンDEFが上昇し、
相手に超極大ダメージを与える",,0,250,10,0
2242,神縛ブラックかめはめ波,"1ターンDEFが大幅上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2243,神縛ブラックかめはめ波,"1ターンDEFが大幅上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2244,神縛ブラックかめはめ波,"1ターンDEFが大幅上昇し、
相手に極大ダメージを与える",,0,200,5,0
2245,神裂光弾,"1ターンDEFが大幅上昇し、
相手に超極大ダメージを与える",,0,250,10,0
2246,悲憤の大鎌,相手に破壊的ダメージを与える,,0,100,10,0
2247,憤怒の葬送曲,相手に破壊的ダメージを与える,,0,100,10,0
2248,ギガンティックストライク,"1ターンDEFが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2249,ギガンティックブロー,"1ターンDEFが大幅上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2250,サプライズアタック,"1ターンDEFが大幅上昇し、
相手に極大ダメージを与え、
ATKを低下させる",,0,200,5,0
2251,サバイバルアタック,"1ターンATKとDEFが大幅上昇し、
相手に超極大ダメージを与える",,0,250,10,0
2252,ビッグ・バン・アタック,相手に超特大ダメージを与える,,0,150,20,0
2253,ブラスターメテオ,相手に超特大ダメージを与える,,0,150,20,0
2254,デスビーム,相手に超特大ダメージを与える,,0,150,20,0
2255,スターダストフォール,相手に超特大ダメージを与える,,0,150,20,0
2256,ギガンティックカタストロフィ,相手に超特大ダメージを与える,,0,150,20,0
2259,破壊の序曲,超特大ダメージを与え、ときどき気絶させる,,0,150,20,0
2260,破壊神の裁き,相手に超特大ダメージを与える,,0,150,20,0
2261,神裂斬,"相手に超特大ダメージを与え、
DEFを大幅に低下させる",,0,150,20,0
2262,ブラックかめはめ波,相手に超絶特大ダメージを与える,,0,180,25,0
2267,ショットリムーバー,"相手に超特大ダメージを与え、
ATKを低下させる",,0,150,20,0
2268,メテオクラッシュ,"3ターンATKが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2269,破壊の序曲,相手に超特大ダメージを与える,,0,150,20,0
2270,ベジットコンビネーション,相手に超特大ダメージを与える,,0,150,20,0
2271,ベジットコンビネーション,相手に超特大ダメージを与える,,0,150,20,0
2272,オメガフィニッシュブロー,相手に超特大ダメージを与える,,0,150,20,0
2273,メトロアタック,相手に超特大ダメージを与える,,0,150,20,0
2274,メトロアタック,相手に超特大ダメージを与える,,0,150,20,0
2275,メテオエクスプロージョン,相手に超特大ダメージを与える,,0,150,20,0
2276,ベジットソード,相手に超特大ダメージを与える,,0,150,20,0
2277,スターダストブレイカー,相手に超特大ダメージを与える,,0,150,20,0
2281,ブラスターメテオ,"3ターンATKが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2282,ファイナルスピリッツキャノン,"1ターンATKとDEFが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2283,シャイニングクロス,相手に超特大ダメージを与える,,0,150,20,0
2284,ゴッドかめはめ波,"1ターンATKが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2285,ファイナルフラッシュ,"1ターンDEFが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2286,ワイルドバイト(極限),"ATKとDEFが上昇し、
相手に超特大ダメージを与え、
中確率で気絶させる",,0,130,20,0
2287,サイヤ人の侵略(極限),"ATKが上昇し、
相手に超特大ダメージを与え、
ATKを低下させる",,0,120,20,0
2288,魔閃光,相手に超特大ダメージを与える,,0,150,20,0
2289,戦闘の記憶,相手に超特大ダメージを与える,,0,150,20,0
2290,裁断の協奏曲,相手に超特大ダメージを与える,,0,150,20,0
2291,ギャリック砲,相手に超特大ダメージを与える,,0,150,20,0
2292,シャイニングクロス,相手に超特大ダメージを与える,,0,150,20,0
2293,魔封波,"相手に超絶特大ダメージを与え、
ATKとDEFを低下させ、
必ず気絶させる",,0,180,25,0
2294,絶対のいかずち,相手に超絶特大ダメージを与える,,0,180,25,0
2295,裁きの刃,"相手に超特大ダメージを与え、
ATKとDEFを低下させる",,0,150,20,0
2296,ファイナルホープスラッシュ,相手に爆発的な威力ダメージ,,0,234,25,0
2297,ブラックパワーボール(極限),"相手に極大ダメージを与え、
ATKとDEFを低下させる",,0,200,5,0
2298,神裂斬(極限),"1ターンATKとDEFが上昇し、
相手に超極大ダメージを与える",,0,250,10,0
2299,神の鉄槌,相手に超特大ダメージを与える,,0,150,20,0
2300,アングリーキャノン,相手に特大ダメージを与え、中確率で気絶させる,,0,120,15,0
2301,アングリーキャノン,"相手に超特大ダメージを与え、
中確率で気絶させる",,0,150,20,0
2302,フレイムバレット,"ATKとDEFが上昇し、
相手に特大ダメージを与える",,0,110,15,0
2303,フレイムバレット,"ATKとDEFが上昇し、
相手に超特大ダメージを与える",,0,130,20,0
2304,エナジーバレット,"相手に特大ダメージを与え、
ATKとDEFを低下させる",,0,120,15,0
2305,エナジーバレット,"相手に超特大ダメージを与え、
ATKとDEFを低下させる",,0,150,20,0
2306,タイラントランサー,相手に特大ダメージを与え、必殺技を封じる,,0,120,15,0
2307,タイラントランサー,相手に超特大ダメージを与え必殺技を封じる,,0,150,20,0
2308,ワイルドボンバー,"DEFが上昇し、
相手に特大ダメージを与える",,0,120,15,0
2309,ワイルドボンバー,"DEFが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2310,レイジサイクロン,"1ターンATKが大幅上昇し、
相手に極大ダメージを与える",,0,200,5,0
2311,大猿大進撃,"超極大ダメージ
&1ターン超系の仲間ATK30%UP",,0,220,10,0
2312,フレイムバレット,相手に超特大ダメージを与える,,0,150,20,0
2313,ワイルドボンバー,相手に超特大ダメージを与える,,0,150,20,0
2314,ライオットスマッシュ,"DEFが上昇し、
相手に超絶特大ダメージを与える",,0,180,25,0
2315,ライオットスマッシュ,"DEFが上昇し、
相手に超絶特大ダメージを与える",,0,180,25,0
2316,リベンジャーアサルト,"1ターンATKとDEFが上昇し、
相手に超絶特大ダメージを与え、
DEFを大幅に低下させる",,0,180,25,0
2317,ダブルサンデー,"ATKが上昇し、
相手に超特大ダメージを与え、
中確率で気絶させる",,0,120,20,0
2318,サタデークラッシュ,"ATKが上昇し、
相手に超特大ダメージを与え、
高確率で気絶させる",,0,120,20,0
2319,ライオットスマッシュ,相手に超特大ダメージを与える,,0,150,20,0
2320,ライオットスマッシュ,相手に超特大ダメージを与える,,0,150,20,0
2321,ビッグバンクラッシュ,"相手に超特大ダメージを与え、
ATKとDEFを大幅低下させる",,0,150,20,0
2322,新気功砲,"相手に超特大ダメージを与え、
ATKとDEFを大幅低下させる",,0,150,20,0
2323,衝撃波,"相手に超特大ダメージを与え、
中確率で気絶させる",,0,150,20,0
2324,かめはめ波,"相手に超特大ダメージを与え、
DEFを大幅に低下させる",,0,150,20,0
2325,魔撃閃,"1ターンDEFが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2326,魔撃閃,"1ターンDEFが上昇し、
相手に超特大ダメージを与える",,0,150,20,0
2327,魔撃閃,"1ターンDEFが上昇し、
相手に極大ダメージを与える",,0,200,5,0
2328,魔光線,"1ターンDEFが大幅上昇し、
相手に超極大ダメージを与える",,0,250,10,0
2329,爆烈魔撃閃,"1ターンATKとDEFが上昇し、
相手に極大ダメージを与える",,0,200,5,0
2330,爆烈魔光砲,"1ターンATKとDEFが大幅上昇し、
相手に超極大ダメージを与える",,0,250,10,0
2331,超火炎砲,相手に超特大ダメージを与える,,0,150,20,0
2332,超火炎砲,相手に超特大ダメージを与える,,0,150,20,0
2333,超火炎砲,相手に超特大ダメージを与える,,0,150,20,0
2334,ギガメテオストーム,相手に超特大ダメージを与える,,0,150,20,0
2335,超火炎砲,相手に超特大ダメージを与える,,0,150,20,0
2336,G.Gアトミックブロー,相手に超特大ダメージを与える,,0,150,20,0
2337,F.Fスパークキャノン,相手に超特大ダメージを与える,,0,150,20,0
2338,G.Gアトミックブロー,相手に超特大ダメージを与える,,0,150,20,0
2339,F.Fスパークキャノン,相手に超特大ダメージを与える,,0,150,20,0
2340,G.Gアトミックブロー,相手に超特大ダメージを与える,,0,150,20,0
2341,F.Fスパークキャノン,相手に超特大ダメージを与える,,0,150,20,0
2342,G.Gアトミックブロー,相手に超特大ダメージを与える,,0,150,20,0
2343,F.Fスパークキャノン,相手に超特大ダメージを与える,,0,150,20,0
2344,限界突破かめはめ波,相手に超特大ダメージを与える,,0,150,20,0
2345,瞬間移動かめはめ波,"相手に超特大ダメージを与え、
中確率で気絶させる",,0,150,20,0
2346,魔空包囲弾,相手に超特大ダメージを与える,,0,150,20,0
2347,爆力魔閃,相手に超特大ダメージを与える,,0,150,20,0
2348,ビッグ・バン・アタック,相手に超特大ダメージを与える,,0,150,20,0
2349,ギャラクティカドーナツ,相手に超特大ダメージを与える,,0,150,20,0
2350,ビッグ・バン・アタック,相手に超特大ダメージを与える,,0,150,20,0
2351,限界突破かめはめ波,相手に超特大ダメージを与える,,0,150,20,0
2352,瞬間移動かめはめ波,相手に超特大ダメージを与える,,0,150,20,0
2353,ファイナルスピリッツキャノン,相手に超特大ダメージを与える,,0,150,20,0
2354,破壊神の裁き,"ATKが上昇し、
相手に超絶特大ダメージを与え、
DEFを低下させる",,0,150,25,0
2355,破壊神の裁き,"ATKが上昇し、
相手に超絶特大ダメージを与え、
DEFを大幅に低下させる",,0,150,25,0
2356,天使の手ほどき,"相手に超特大ダメージを与え、
ATKとDEFを低下させ、
必殺技を封じる",,0,150,20,0
2357,天使の手ほどき,"相手に超特大ダメージを与え、
ATKとDEFを低下させ、
必殺技を封じる",,0,150,20,0
2358,破壊神の裁き,相手に超特大ダメージを与える,,0,150,20,0
2359,戦闘民族の誇り(極限),"相手に超絶特大ダメージを与え、
3ターンATKとDEFが50%上昇",,0,130,25,0
2360,如意棒(極限),"相手に極大ダメージを与え、
中確率で気絶させる",,0,200,5,0
2361,満月の出来事(極限),"1ターンATKとDEFが大幅上昇し、
相手に超極大ダメージを与える",,0,250,10,0
2362,孫くんやっつけて！,"相手に超特大ダメージを与え、
4ターンATKとDEFが41%上昇",,0,109,20,0
