id,passive_skill_set_id,passive_skill_id
20400010,2040,10002040
20400011,2040,11002040
20410000,2041,2041
20410001,2041,1002041
20410002,2041,2002041
20410003,2041,3002041
20410004,2041,4002041
20410005,2041,5002041
20410006,2041,6002041
20410007,2041,7002041
20410008,2041,8002041
20410009,2041,9002041
20410010,2041,10002041
20410011,2041,11002041
20420000,2042,2042
20420001,2042,1002042
20420002,2042,2002042
20420003,2042,3002042
20420004,2042,4002042
20420005,2042,5002042
20420006,2042,6002042
20420007,2042,7002042
20420008,2042,8002042
20420009,2042,9002042
20420010,2042,10002042
20420011,2042,11002042
20420012,2042,12002042
20420013,2042,13002042
20420014,2042,14002042
20420015,2042,15002042
20420016,2042,16002042
20420017,2042,17002042
20420018,2042,18002042
20420019,2042,19002042
20420020,2042,20002042
20420021,2042,21002042
20420022,2042,22002042
20430000,2043,2043
20430001,2043,1002043
20440000,2044,2044
20440001,2044,1002044
20440002,2044,2002044
20440003,2044,3002044
20450000,2045,2045
20450001,2045,1002045
20450002,2045,2002045
20450003,2045,3002045
20450004,2045,4002045
20460000,2046,2046
20460001,2046,1002046
20460002,2046,2002046
20460003,2046,3002046
20460004,2046,4002046
20460005,2046,5002046
20470000,2047,2047
20470001,2047,1002047
20480000,2048,2048
20480001,2048,1002048
20480002,2048,2002048
20490000,2049,2049
20490001,2049,1002049
20490002,2049,2002049
20500000,2050,2050
20500001,2050,1002050
20500002,2050,2002050
20510000,2051,2051
20510001,2051,1002051
20520000,2052,2052
20520001,2052,1002052
20520002,2052,2002052
20530000,2053,2053
20530001,2053,1002053
20530002,2053,2002053
20530003,2053,3002053
20530004,2053,4002053
20530005,2053,5002053
20540000,2054,2054
20540001,2054,1002054
20540002,2054,2002054
20540003,2054,3002054
20540004,2054,4002054
20540005,2054,5002054
20550000,2055,2055
20550001,2055,1002055
20560000,2056,2056
20560001,2056,1002056
20560002,2056,2002056
20570000,2057,2057
20570001,2057,1002057
20580000,2058,2058
20580001,2058,1002058
20580002,2058,2002058
20580003,2058,3002058
20580004,2058,4002058
20580005,2058,5002058
20590000,2059,2059
20590001,2059,1002059
20590002,2059,2002059
20590003,2059,3002059
20590004,2059,4002059
20590005,2059,5002059
20590006,2059,6002059
20600000,2060,2060
20600001,2060,1002060
20600002,2060,2002060
20600003,2060,3002060
20600004,2060,4002060
20600005,2060,5002060
20600006,2060,6002060
20600007,2060,7002060
20610000,2061,2061
20610001,2061,1002061
20610002,2061,2002061
20610003,2061,3002061
20610004,2061,4002061
20610005,2061,5002061
20620000,2062,2062
20620001,2062,1002062
20620002,2062,2002062
20620003,2062,3002062
20620004,2062,4002062
20620005,2062,5002062
20620006,2062,6002062
20620007,2062,7002062
20630000,2063,2063
20630001,2063,1002063
20630002,2063,2002063
20630003,2063,3002063
20640000,2064,2064
20640001,2064,1002064
20640002,2064,2002064
20640003,2064,3002064
20650000,2065,2065
20650001,2065,1002065
20650002,2065,2002065
20660000,2066,2066
20660001,2066,1002066
20660002,2066,2002066
20660003,2066,3002066
20670000,2067,2067
20670001,2067,1002067
20670002,2067,2002067
20680000,2068,2068
20680001,2068,1002068
20680002,2068,2002068
20680003,2068,3002068
20680004,2068,4002068
20690000,2069,2069
20690001,2069,1002069
20690002,2069,2002069
20700000,2070,2070
20700001,2070,1002070
20700002,2070,2002070
20700003,2070,3002070
20700004,2070,4002070
20710000,2071,2071
20710001,2071,1002071
20710002,2071,2002071
20710003,2071,3002071
20720000,2072,2072
20720001,2072,1002072
20720002,2072,2002072
20720003,2072,3002072
20730000,2073,2073
20730001,2073,1002073
20730002,2073,2002073
20740000,2074,2074
20740001,2074,1002074
20740002,2074,2002074
20750000,2075,2075
20750001,2075,1002075
20750002,2075,2002075
20760000,2076,2076
20760001,2076,1002076
20760002,2076,2002076
20760003,2076,3002076
20770000,2077,2077
20770001,2077,1002077
20770002,2077,2002077
20770003,2077,3002077
20780000,2078,2078
20780001,2078,1002078
20780002,2078,2002078
20780003,2078,3002078
20790000,2079,2079
20790001,2079,1002079
20790002,2079,2002079
20790003,2079,3002079
20790004,2079,4002079
20790005,2079,5002079
20800000,2080,2080
20800001,2080,1002080
20800002,2080,2002080
20800003,2080,3002080
20810000,2081,2081
20810001,2081,1002081
20810002,2081,2002081
20810003,2081,3002081
20820000,2082,2082
20820001,2082,1002082
20820002,2082,2002082
20820003,2082,3002082
20830000,2083,2083
20830001,2083,1002083
20830002,2083,2002083
20830003,2083,3002083
20830004,2083,4002083
20830005,2083,5002083
20830006,2083,6002083
20830007,2083,7002083
20830008,2083,8002083
20840000,2084,2084
20840001,2084,1002084
20840002,2084,2002084
20840003,2084,3002084
20840004,2084,4002084
20840005,2084,5002084
20840006,2084,6002084
20840007,2084,7002084
20840008,2084,8002084
20850000,2085,2085
20850001,2085,1002085
20850002,2085,2002085
20850003,2085,3002085
20850004,2085,4002085
20850005,2085,5002085
20850006,2085,6002085
20850007,2085,7002085
20850008,2085,8002085
20850009,2085,9002085
20850010,2085,10002085
20850011,2085,11002085
20860000,2086,2086
20860001,2086,1002086
20860002,2086,2002086
20860003,2086,3002086
20870000,2087,2087
20870001,2087,1002087
20870002,2087,2002087
20870003,2087,3002087
20880000,2088,2088
20880001,2088,1002088
20880002,2088,2002088
20880003,2088,3002088
20880004,2088,4002088
20880005,2088,5002088
20890000,2089,2089
20890001,2089,1002089
20890002,2089,2002089
20890003,2089,3002089
20900000,2090,2090
20900001,2090,1002090
20900002,2090,2002090
20910000,2091,2091
20910001,2091,1002091
20910002,2091,2002091
20910003,2091,3002091
20920000,2092,2092
20920001,2092,1002092
20920002,2092,2002092
20920003,2092,3002092
20920004,2092,4002092
20920005,2092,5002092
20920006,2092,6002092
20920007,2092,7002092
20920008,2092,8002092
20930000,2093,2093
20930001,2093,1002093
20930002,2093,2002093
20930003,2093,3002093
20930004,2093,4002093
20930005,2093,5002093
20930006,2093,6002093
20930007,2093,7002093
20930008,2093,8002093
20940000,2094,2094
20940001,2094,1002094
20940002,2094,2002094
20940003,2094,3002094
20940004,2094,4002094
20940005,2094,5002094
20940006,2094,6002094
20940007,2094,7002094
20940008,2094,8002094
20940009,2094,9002094
20940010,2094,10002094
20950000,2095,2095
20950001,2095,1002095
20950002,2095,2002095
20950003,2095,3002095
20950004,2095,4002095
20950005,2095,5002095
20950006,2095,6002095
20950007,2095,7002095
20950008,2095,8002095
20950009,2095,9002095
20950010,2095,10002095
20960000,2096,2096
20960001,2096,1002096
20960002,2096,2002096
20960003,2096,3002096
20960004,2096,4002096
20960005,2096,5002096
20960006,2096,6002096
20960007,2096,7002096
20970000,2097,2097
20970001,2097,1002097
20970002,2097,2002097
20980000,2098,2098
20980001,2098,1002098
20980002,2098,2002098
20980003,2098,3002098
20980004,2098,4002098
20990000,2099,2099
21000000,2100,2100
21000001,2100,1002100
21000002,2100,2002100
21010000,2101,2101
21010001,2101,1002101
21010002,2101,2002101
21020000,2102,2102
21020001,2102,1002102
21020002,2102,2002102
21020003,2102,3002102
21020004,2102,4002102
21020005,2102,5002102
21020006,2102,6002102
21030000,2103,2103
21030001,2103,1002103
21030002,2103,2002103
21030003,2103,3002103
21040000,2104,2104
21040001,2104,1002104
21050000,2105,2105
21050001,2105,1002105
21050002,2105,2002105
21050003,2105,3002105
21060000,2106,2106
21060001,2106,1002106
21060002,2106,2002106
21060003,2106,3002106
21070000,2107,2107
21070001,2107,1002107
21070002,2107,2002107
21070003,2107,3002107
21070004,2107,4002107
21080000,2108,2108
21080001,2108,1002108
21080002,2108,2002108
21080003,2108,3002108
21090000,2109,2109
21090001,2109,1002109
21090002,2109,2002109
21090003,2109,3002109
21100000,2110,2110
21100001,2110,1002110
21100002,2110,2002110
21100003,2110,3002110
21110000,2111,2111
21110001,2111,1002111
21110002,2111,2002111
21110003,2111,3002111
21120000,2112,2112
21120001,2112,1002112
21120002,2112,2002112
21120003,2112,3002112
21130000,2113,2113
21130001,2113,1002113
21130002,2113,2002113
21130003,2113,3002113
21130004,2113,4002113
21130005,2113,5002113
21140000,2114,2114
21140001,2114,1002114
21140002,2114,2002114
21150000,2115,2115
21150001,2115,1002115
21150002,2115,2002115
21150003,2115,3002115
21150004,2115,4002115
21160000,2116,2116
21160001,2116,1002116
21160002,2116,2002116
21170000,2117,2117
21170001,2117,1002117
21170002,2117,2002117
21170003,2117,3002117
21170004,2117,4002117
21180000,2118,2118
21180001,2118,1002118
21180002,2118,2002118
21180003,2118,3002118
21180004,2118,4002118
21180005,2118,5002118
21180006,2118,6002118
21180007,2118,7002118
21190000,2119,2119
21190001,2119,1002119
21190002,2119,2002119
21190003,2119,3002119
21200000,2120,2120
21200001,2120,1002120
21200002,2120,2002120
21200003,2120,3002120
21210000,2121,2121
21210001,2121,1002121
21210002,2121,2002121
21220000,2122,2122
21220001,2122,1002122
21220002,2122,2002122
21230000,2123,2123
21230001,2123,1002123
21230002,2123,2002123
21230003,2123,3002123
21240000,2124,2124
21240001,2124,1002124
21240002,2124,2002124
21240003,2124,3002124
21240004,2124,4002124
21250000,2125,2125
21250001,2125,1002125
21260000,2126,2126
21260001,2126,1002126
21260002,2126,2002126
21260003,2126,3002126
21260004,2126,4002126
21270000,2127,2127
21270001,2127,1002127
21270002,2127,2002127
21270003,2127,3002127
21270004,2127,4002127
21280000,2128,2128
21280001,2128,1002128
21280002,2128,2002128
21280003,2128,3002128
21280004,2128,4002128
21290000,2129,2129
21290001,2129,1002129
21290002,2129,2002129
21290003,2129,3002129
21290004,2129,4002129
21300000,2130,2130
21300001,2130,1002130
21300002,2130,2002130
21300003,2130,3002130
21300004,2130,4002130
21310000,2131,2131
21310001,2131,1002131
21310002,2131,2002131
21310003,2131,3002131
21310004,2131,4002131
21310005,2131,5002131
21320000,2132,2132
21320001,2132,1002132
21320002,2132,2002132
21320003,2132,3002132
21320004,2132,4002132
21320005,2132,5002132
21320006,2132,6002132
21330000,2133,2133
21330001,2133,1002133
21330002,2133,2002133
21330003,2133,3002133
21330004,2133,4002133
21330005,2133,5002133
21330006,2133,6002133
21330007,2133,7002133
21330008,2133,8002133
21330009,2133,9002133
21330010,2133,10002133
21330011,2133,11002133
21330012,2133,12002133
21330013,2133,13002133
21330014,2133,14002133
21330015,2133,15002133
21330016,2133,16002133
21330017,2133,17002133
21340000,2134,2134
21340001,2134,1002134
21340002,2134,2002134
21340003,2134,3002134
21340004,2134,4002134
21340005,2134,5002134
21340006,2134,6002134
21340007,2134,7002134
21340008,2134,8002134
21340009,2134,9002134
21340010,2134,10002134
21340011,2134,11002134
21340012,2134,12002134
21340013,2134,13002134
21340014,2134,14002134
21340015,2134,15002134
21340016,2134,16002134
21340017,2134,17002134
21350000,2135,2135
21350001,2135,1002135
21350002,2135,2002135
21350003,2135,3002135
21360000,2136,2136
21360001,2136,1002136
21360002,2136,2002136
21360003,2136,3002136
21360004,2136,4002136
21370000,2137,2137
21370001,2137,1002137
21370002,2137,2002137
21370003,2137,3002137
21380000,2138,2138
21380001,2138,1002138
21380002,2138,2002138
21380003,2138,3002138
21380004,2138,4002138
21390000,2139,2139
21390001,2139,1002139
21390002,2139,2002139
21390003,2139,3002139
21390004,2139,4002139
21390005,2139,5002139
21390006,2139,6002139
21390007,2139,7002139
21390008,2139,8002139
21390009,2139,9002139
21400000,2140,2140
21400001,2140,1002140
21400002,2140,2002140
21400003,2140,3002140
21400004,2140,4002140
21410000,2141,2141
21410001,2141,1002141
21410002,2141,2002141
21410003,2141,3002141
21420000,2142,2142
21420001,2142,1002142
21420002,2142,2002142
21420003,2142,3002142
21420004,2142,4002142
21430000,2143,2143
21430001,2143,1002143
21430002,2143,2002143
21430003,2143,3002143
21430004,2143,4002143
21440000,2144,2144
21440001,2144,1002144
21440002,2144,2002144
21440003,2144,3002144
21450000,2145,2145
21450001,2145,1002145
21450002,2145,2002145
21450003,2145,3002145
21450004,2145,4002145
21460000,2146,2146
21460001,2146,1002146
21460002,2146,2002146
21460003,2146,3002146
21460004,2146,4002146
21460005,2146,5002146
21460006,2146,6002146
21470000,2147,2147
21470001,2147,1002147
21470002,2147,2002147
21470003,2147,3002147
21480000,2148,2148
21480001,2148,1002148
21480002,2148,2002148
21480003,2148,3002148
21480004,2148,4002148
21490000,2149,2149
21490001,2149,1002149
21490002,2149,2002149
21490003,2149,3002149
21490004,2149,4002149
21490005,2149,5002149
21500000,2150,2150
21500001,2150,1002150
21500002,2150,2002150
21500003,2150,3002150
21500004,2150,4002150
21500005,2150,5002150
21500006,2150,6002150
21500007,2150,7002150
21510000,2151,2151
21510001,2151,1002151
21510002,2151,2002151
21520000,2152,2152
21520001,2152,1002152
21520002,2152,2002152
21520003,2152,3002152
21520004,2152,4002152
21530000,2153,2153
21530001,2153,1002153
21530002,2153,2002153
21540000,2154,2154
21540001,2154,1002154
21540002,2154,2002154
21540003,2154,3002154
21550000,2155,2155
21550001,2155,1002155
21550002,2155,2002155
21560000,2156,2156
21560001,2156,1002156
21560002,2156,2002156
21560003,2156,3002156
21570000,2157,2157
21570001,2157,1002157
21570002,2157,2002157
21570003,2157,3002157
21570004,2157,4002157
21570005,2157,5002157
21570006,2157,6002157
21570007,2157,7002157
21570008,2157,8002157
21580000,2158,2158
21580001,2158,1002158
21580002,2158,2002158
21580003,2158,3002158
21580004,2158,4002158
21580005,2158,5002158
21580006,2158,6002158
21580007,2158,7002158
21580008,2158,8002158
21580009,2158,9002158
21580010,2158,10002158
21590000,2159,2159
21590001,2159,1002159
21590002,2159,2002159
21590003,2159,3002159
21600000,2160,2160
21600001,2160,1002160
21600002,2160,2002160
21600003,2160,3002160
21600004,2160,4002160
21610000,2161,2161
21610001,2161,1002161
21610002,2161,2002161
21610003,2161,3002161
21620000,2162,2162
21620001,2162,1002162
21620002,2162,2002162
21620003,2162,3002162
21620004,2162,4002162
21630000,2163,2163
21630001,2163,1002163
21630002,2163,2002163
21630003,2163,3002163
21630004,2163,4002163
21640000,2164,2164
21640001,2164,1002164
21640002,2164,2002164
21640003,2164,3002164
21650000,2165,2165
21650001,2165,1002165
21650002,2165,2002165
21660000,2166,2166
21660001,2166,1002166
21660002,2166,2002166
21660003,2166,3002166
21670000,2167,2167
21670001,2167,1002167
21680000,2168,2168
21680001,2168,1002168
21680002,2168,2002168
21690000,2169,2169
21690001,2169,1002169
21690002,2169,2002169
21690003,2169,3002169
21700000,2170,2170
21700001,2170,1002170
21700002,2170,2002170
21710000,2171,2171
21710001,2171,1002171
21710002,2171,2002171
21710003,2171,3002171
21710004,2171,4002171
21720000,2172,2172
21720001,2172,1002172
21720002,2172,2002172
21720003,2172,3002172
21720004,2172,4002172
21730000,2173,2173
21730001,2173,1002173
21730002,2173,2002173
21740000,2174,2174
21740001,2174,1002174
21740002,2174,2002174
21740003,2174,3002174
21740004,2174,4002174
21740005,2174,5002174
21740006,2174,6002174
21750000,2175,2175
21750001,2175,1002175
21750002,2175,2002175
21750003,2175,3002175
21750004,2175,4002175
21750005,2175,5002175
21750006,2175,6002175
21760000,2176,2176
21760001,2176,1002176
21760002,2176,2002176
21770000,2177,2177
21770001,2177,1002177
21770002,2177,2002177
21780000,2178,2178
21780001,2178,1002178
21780002,2178,2002178
21780003,2178,3002178
21790000,2179,2179
21790001,2179,1002179
21790002,2179,2002179
21790003,2179,3002179
21790004,2179,4002179
21790005,2179,5002179
21790006,2179,6002179
21790007,2179,7002179
21800000,2180,2180
21800001,2180,1002180
21800002,2180,2002180
21810000,2181,2181
21810001,2181,1002181
21810002,2181,2002181
21820000,2182,2182
21820001,2182,1002182
21820002,2182,2002182
21820003,2182,3002182
21830000,2183,2183
21830001,2183,1002183
21830002,2183,2002183
21830003,2183,3002183
21830004,2183,4002183
21830005,2183,5002183
21840000,2184,2184
21840001,2184,1002184
21840002,2184,2002184
21840003,2184,3002184
21840004,2184,4002184
21850000,2185,2185
21850001,2185,1002185
21850002,2185,2002185
21850003,2185,3002185
21850004,2185,4002185
21860000,2186,2186
21860001,2186,1002186
21860002,2186,2002186
21860003,2186,3002186
21860004,2186,4002186
21870000,2187,2187
21870001,2187,1002187
21870002,2187,2002187
21870003,2187,3002187
21870004,2187,4002187
21880000,2188,2188
21880001,2188,1002188
21880002,2188,2002188
21880003,2188,3002188
21880004,2188,4002188
21890000,2189,2189
21890001,2189,1002189
21890002,2189,2002189
21890003,2189,3002189
21890004,2189,4002189
21900000,2190,2190
21900001,2190,1002190
21900002,2190,2002190
21900003,2190,3002190
21900004,2190,4002190
21910000,2191,2191
21910001,2191,1002191
21910002,2191,2002191
21910003,2191,3002191
21910004,2191,4002191
21920000,2192,2192
21920001,2192,1002192
21920002,2192,2002192
21920003,2192,3002192
21920004,2192,4002192
21920005,2192,5002192
21920006,2192,6002192
21920007,2192,7002192
21920008,2192,8002192
21920009,2192,9002192
21920010,2192,10002192
21920011,2192,11002192
21920012,2192,12002192
21920013,2192,13002192
21920014,2192,14002192
21920015,2192,15002192
21920016,2192,16002192
21930000,2193,2193
21930001,2193,1002193
21930002,2193,2002193
21930003,2193,3002193
21930004,2193,4002193
21930005,2193,5002193
21940000,2194,2194
21940001,2194,1002194
21940002,2194,2002194
21940003,2194,3002194
21940004,2194,4002194
21950000,2195,2195
21950001,2195,1002195
21950002,2195,2002195
21950003,2195,3002195
21950004,2195,4002195
22040000,2204,2204
22040001,2204,1002204
22040002,2204,2002204
22050000,2205,2205
22050001,2205,1002205
22050002,2205,2002205
22050003,2205,3002205
22060000,2206,2206
22060001,2206,1002206
22060002,2206,2002206
22060003,2206,3002206
22060004,2206,4002206
22070000,2207,2207
22070001,2207,1002207
22070002,2207,2002207
22070003,2207,3002207
22080000,2208,2208
22080001,2208,1002208
22080002,2208,2002208
22080003,2208,3002208
22080004,2208,4002208
22090000,2209,2209
22090001,2209,1002209
22090002,2209,2002209
22090003,2209,3002209
22090004,2209,4002209
22100000,2210,2210
22100001,2210,1002210
22100002,2210,2002210
22100003,2210,3002210
22110000,2211,2211
22110001,2211,1002211
22110002,2211,2002211
22120000,2212,2212
22120001,2212,1002212
22120002,2212,2002212
22120003,2212,3002212
22120004,2212,4002212
22130000,2213,2213
22130001,2213,1002213
22130002,2213,2002213
22130003,2213,3002213
22140000,2214,2214
22140001,2214,1002214
22140002,2214,2002214
22140003,2214,3002214
22140004,2214,4002214
22140005,2214,5002214
22140006,2214,6002214
22140007,2214,7002214
22140008,2214,8002214
22140009,2214,9002214
22140010,2214,10002214
22140011,2214,11002214
22140012,2214,12002214
22140013,2214,13002214
22150000,2215,2215
22150001,2215,1002215
22150002,2215,2002215
22150003,2215,3002215
22150004,2215,4002215
22150005,2215,5002215
22150006,2215,6002215
22150007,2215,7002215
22150008,2215,8002215
22150009,2215,9002215
22150010,2215,10002215
22150011,2215,11002215
22150012,2215,12002215
22150013,2215,13002215
22160000,2216,2216
22160001,2216,1002216
22160002,2216,2002216
22160003,2216,3002216
22160004,2216,4002216
22160005,2216,5002216
22160006,2216,6002216
22160007,2216,7002216
22160008,2216,8002216
22160009,2216,9002216
22160010,2216,10002216
22160011,2216,11002216
22160012,2216,12002216
22160013,2216,13002216
22160014,2216,14002216
22160015,2216,15002216
22160016,2216,16002216
22160017,2216,17002216
22160018,2216,18002216
22160019,2216,19002216
22160020,2216,20002216
22170000,2217,2217
22170001,2217,1002217
22170002,2217,2002217
22170003,2217,3002217
22180000,2218,2218
22180001,2218,1002218
22180002,2218,2002218
22180003,2218,3002218
22190000,2219,2219
22190001,2219,1002219
22190002,2219,2002219
22190003,2219,3002219
22200000,2220,2220
22200001,2220,1002220
22200002,2220,2002220
22200003,2220,3002220
22200004,2220,4002220
22210000,2221,2221
22210001,2221,1002221
22210002,2221,2002221
22210003,2221,3002221
22210004,2221,4002221
22220000,2222,2222
22220001,2222,1002222
22220002,2222,2002222
22220003,2222,3002222
22220004,2222,4002222
22230000,2223,2223
22230001,2223,1002223
22230002,2223,2002223
22230003,2223,3002223
22240000,2224,2224
22240001,2224,1002224
22240002,2224,2002224
22240003,2224,3002224
22250000,2225,2225
22250001,2225,1002225
22250002,2225,2002225
22250003,2225,3002225
22250004,2225,4002225
22250005,2225,5002225
22260000,2226,2226
22260001,2226,1002226
22260002,2226,2002226
22260003,2226,3002226
22260004,2226,4002226
22270000,2227,2227
22270001,2227,1002227
22270002,2227,2002227
22270003,2227,3002227
22270004,2227,4002227
22280000,2228,2228
22280001,2228,1002228
22290000,2229,2229
22290001,2229,1002229
22290002,2229,2002229
22300000,2230,2230
22300001,2230,1002230
22300002,2230,2002230
22310000,2231,2231
22310001,2231,1002231
22310002,2231,2002231
22320000,2232,2232
22320001,2232,1002232
22330000,2233,2233
22330001,2233,1002233
22330002,2233,2002233
22330003,2233,3002233
22330004,2233,4002233
22340000,2234,2234
22340001,2234,1002234
22340002,2234,2002234
22340003,2234,3002234
22340004,2234,4002234
22350000,2235,2235
22350001,2235,1002235
22350002,2235,2002235
22360000,2236,2236
22360001,2236,1002236
22360002,2236,2002236
22360003,2236,3002236
22360004,2236,4002236
22360005,2236,5002236
22370000,2237,2237
22380000,2238,2238
22390000,2239,2239
22390001,2239,1002239
22390002,2239,2002239
22390003,2239,3002239
22390004,2239,4002239
22390005,2239,5002239
22400000,2240,2240
22400001,2240,1002240
22400002,2240,2002240
22400003,2240,3002240
22400004,2240,4002240
22400005,2240,5002240
22410000,2241,2241
22410001,2241,1002241
22410002,2241,2002241
22410003,2241,3002241
22420000,2242,2242
22420001,2242,1002242
22420002,2242,2002242
22420003,2242,3002242
22430000,2243,2243
22430001,2243,1002243
22430002,2243,2002243
22430003,2243,3002243
22440000,2244,2244
22440001,2244,1002244
22440002,2244,2002244
22440003,2244,3002244
22440004,2244,4002244
22450000,2245,2245
22450001,2245,1002245
22450002,2245,2002245
22450003,2245,3002245
22450004,2245,4002245
22460000,2246,2246
22460001,2246,1002246
22460002,2246,2002246
22460003,2246,3002246
22460004,2246,4002246
22470000,2247,2247
22470001,2247,1002247
22470002,2247,2002247
22470003,2247,3002247
22480000,2248,2248
22480001,2248,1002248
22480002,2248,2002248
22480003,2248,3002248
22480004,2248,4002248
22480005,2248,5002248
22490000,2249,2249
22490001,2249,1002249
22490002,2249,2002249
22490003,2249,3002249
22490004,2249,4002249
22490005,2249,5002249
22500000,2250,2250
22500001,2250,1002250
22500002,2250,2002250
22500003,2250,3002250
22510000,2251,2251
22510001,2251,1002251
22510002,2251,2002251
22510003,2251,3002251
22520000,2252,2252
22520001,2252,1002252
22520002,2252,2002252
22520003,2252,3002252
22530000,2253,2253
22530001,2253,1002253
22530002,2253,2002253
22540000,2254,2254
22540001,2254,1002254
22540002,2254,2002254
22550000,2255,2255
22550001,2255,1002255
22560000,2256,2256
22560001,2256,1002256
22560002,2256,2002256
22560003,2256,3002256
22560004,2256,4002256
22570000,2257,2257
22570001,2257,1002257
22570002,2257,2002257
22570003,2257,3002257
22580000,2258,2258
22580001,2258,1002258
22580002,2258,2002258
22580003,2258,3002258
22580004,2258,4002258
22580005,2258,5002258
22590000,2259,2259
22590001,2259,1002259
22590002,2259,2002259
22590003,2259,3002259
22590004,2259,4002259
22590005,2259,5002259
22600000,2260,2260
22600001,2260,1002260
22600002,2260,2002260
22600003,2260,3002260
22600004,2260,4002260
22600005,2260,5002260
22610000,2261,2261
22610001,2261,1002261
22610002,2261,2002261
22610003,2261,3002261
22610004,2261,4002261
22610005,2261,5002261
22620000,2262,2262
22620001,2262,1002262
22620002,2262,2002262
22620003,2262,3002262
22630000,2263,2263
22630001,2263,1002263
22630002,2263,2002263
22630003,2263,3002263
22630004,2263,4002263
22630005,2263,5002263
22640000,2264,2264
22640001,2264,1002264
22640002,2264,2002264
22640003,2264,3002264
22640004,2264,4002264
22640005,2264,5002264
22640006,2264,6002264
22650000,2265,2265
22650001,2265,1002265
22650002,2265,2002265
22650003,2265,3002265
22660000,2266,2266
22660001,2266,1002266
22660002,2266,2002266
22660003,2266,3002266
22660004,2266,4002266
22670000,2267,2267
22670001,2267,1002267
22670002,2267,2002267
22670003,2267,3002267
22670004,2267,4002267
22670005,2267,5002267
22670006,2267,6002267
22680000,2268,2268
22680001,2268,1002268
22680002,2268,2002268
22690000,2269,2269
22690001,2269,1002269
22690002,2269,2002269
22690003,2269,3002269
22690004,2269,4002269
22690005,2269,5002269
22700000,2270,2270
22700001,2270,1002270
22700002,2270,2002270
22700003,2270,3002270
22700004,2270,4002270
22700005,2270,5002270
22710000,2271,2271
22710001,2271,1002271
22710002,2271,2002271
22720000,2272,2272
22720001,2272,1002272
22720002,2272,2002272
22720003,2272,3002272
22730000,2273,2273
22730001,2273,1002273
22730002,2273,2002273
22730003,2273,3002273
22730004,2273,4002273
22730005,2273,5002273
22740000,2274,2274
22740001,2274,1002274
22740002,2274,2002274
22740003,2274,3002274
22740004,2274,4002274
22740005,2274,5002274
22750000,2275,2275
22760000,2276,2276
22760001,2276,1002276
22770000,2277,2277
22770001,2277,1002277
22770002,2277,2002277
22780000,2278,2278
22780001,2278,1002278
22780002,2278,2002278
22790000,2279,2279
22800000,2280,2280
22800001,2280,1002280
22800002,2280,2002280
22800003,2280,3002280
22800004,2280,4002280
22810000,2281,2281
22810001,2281,1002281
22810002,2281,2002281
22810003,2281,3002281
22810004,2281,4002281
22810005,2281,5002281
22810006,2281,6002281
22820000,2282,2282
22820001,2282,1002282
22820002,2282,2002282
22820003,2282,3002282
22820004,2282,4002282
22820005,2282,5002282
22820006,2282,6002282
22820007,2282,7002282
22820008,2282,8002282
22830000,2283,2283
22830001,2283,1002283
22840000,2284,2284
22840001,2284,1002284
22850000,2285,2285
22850001,2285,1002285
22850002,2285,2002285
22850003,2285,3002285
22860000,2286,2286
22860001,2286,1002286
22860002,2286,2002286
22870000,2287,2287
22870001,2287,1002287
22870002,2287,2002287
22870003,2287,3002287
22870004,2287,4002287
22880000,2288,2288
22880001,2288,1002288
22880002,2288,2002288
22880003,2288,3002288
22880004,2288,4002288
22880005,2288,5002288
22880006,2288,6002288
22890000,2289,2289
22890001,2289,1002289
22890002,2289,2002289
22890003,2289,3002289
22890004,2289,4002289
22900000,2290,2290
22900001,2290,1002290
22900002,2290,2002290
22900003,2290,3002290
22900004,2290,4002290
22910000,2291,2291
22910001,2291,1002291
22910002,2291,2002291
22910003,2291,3002291
22910004,2291,4002291
22910005,2291,5002291
22910006,2291,6002291
22920000,2292,2292
22920001,2292,1002292
22920002,2292,2002292
22920003,2292,3002292
22920004,2292,4002292
22920005,2292,5002292
22920006,2292,6002292
22920007,2292,7002292
22920008,2292,8002292
22930000,2293,2293
22930001,2293,1002293
22930002,2293,2002293
22930003,2293,3002293
22940000,2294,2294
22940001,2294,1002294
22940002,2294,2002294
22940003,2294,3002294
22940004,2294,4002294
22940005,2294,5002294
22950000,2295,2295
22950001,2295,1002295
22950002,2295,2002295
22950003,2295,3002295
22950004,2295,4002295
22950005,2295,5002295
22950006,2295,6002295
22950007,2295,7002295
22950008,2295,8002295
22960000,2296,2296
22960001,2296,1002296
22960002,2296,2002296
22960003,2296,3002296
22960004,2296,4002296
22960005,2296,5002296
22960006,2296,6002296
22960007,2296,7002296
22970000,2297,2297
22970001,2297,1002297
22970002,2297,2002297
22970003,2297,3002297
22970004,2297,4002297
22970005,2297,5002297
22980000,2298,2298
22980001,2298,1002298
22980002,2298,2002298
22980003,2298,3002298
22980004,2298,4002298
22980005,2298,5002298
22990000,2299,2299
22990001,2299,1002299
22990002,2299,2002299
22990003,2299,3002299
22990004,2299,4002299
22990005,2299,5002299
22990006,2299,6002299
22990007,2299,7002299
22990008,2299,8002299
22990009,2299,9002299
22990010,2299,10002299
23000000,2300,2300
23000001,2300,1002300
23000002,2300,2002300
23000003,2300,3002300
23010000,2301,2301
23010001,2301,1002301
23010002,2301,2002301
23010003,2301,3002301
23020000,2302,2302
23020001,2302,1002302
