id,condition_set_id,condition_id
2139,673,554
2140,674,18
2141,674,545
2142,674,546
2143,674,547
2144,675,558
2145,675,559
2146,675,560
2147,676,561
2148,677,562
2149,677,563
2150,677,564
2151,678,565
2152,679,565
2153,679,566
2154,680,565
2155,680,559
2156,680,560
2157,681,567
2158,681,568
2159,681,569
2160,682,570
2161,682,571
2162,682,572
2163,683,558
2164,683,573
2165,683,564
2166,684,574
2167,684,573
2168,684,572
2169,685,575
2170,685,571
2171,685,576
2172,686,13
2173,686,565
2174,686,566
2175,687,13
2176,687,565
2177,687,559
2178,688,14
2179,688,565
2180,688,559
2181,689,15
2182,689,565
2183,689,559
2184,690,13
2185,690,565
2186,691,15
2187,691,565
2188,691,566
2189,692,14
2190,692,565
2191,692,559
2192,692,560
2193,693,15
2194,693,565
2195,693,559
2196,693,560
2197,694,14
2198,694,577
2199,694,573
2200,694,564
2201,695,17
2202,695,577
2203,695,573
2204,695,564
2205,696,18
2206,696,577
2207,696,573
2208,696,564
2209,697,17
2210,697,565
2211,697,559
2212,697,560
2213,698,18
2214,698,565
2215,698,559
2216,698,560
2217,699,18
2218,699,574
2219,699,563
2220,699,572
2221,700,14
2222,700,578
2223,700,579
2224,700,576
2225,701,15
2226,701,578
2227,701,579
2228,701,576
2229,702,18
2230,702,567
2231,702,568
2232,702,569
2233,703,580
2234,703,581
2235,703,582
2236,704,583
2237,705,584
2238,705,585
2239,705,586
2240,706,587
2241,707,587
2242,707,588
2243,708,587
2244,708,581
2245,708,582
2246,709,589
2247,709,590
2248,709,591
2249,710,592
2250,710,593
2251,710,594
2252,711,595
2253,711,596
2254,711,597
2255,712,580
2256,712,598
2257,712,586
2258,713,599
2259,713,598
2260,713,600
2261,714,601
2262,714,602
2263,714,594
2264,715,13
2265,715,587
2266,715,588
2267,716,13
2268,716,587
2269,716,581
2270,717,14
2271,717,587
2272,717,581
2273,718,15
2274,718,587
2275,718,581
2276,719,13
2277,719,587
2278,720,15
2279,720,587
2280,720,588
2281,721,14
2282,721,587
2283,721,581
2284,721,582
2285,722,15
2286,722,587
2287,722,581
2288,722,582
2289,723,14
2290,723,603
2291,723,598
2292,723,586
2293,724,17
2294,724,603
2295,724,598
2296,724,586
2297,725,18
2298,725,603
2299,725,598
2300,725,586
2301,726,17
2302,726,587
2303,726,581
2304,726,582
2305,727,18
2306,727,587
2307,727,581
2308,727,582
2309,728,18
2310,728,599
2311,728,585
2312,728,600
2313,729,14
2314,729,589
2315,729,590
2316,729,591
2317,730,15
2318,730,592
2319,730,593
2320,730,594
2321,731,18
2322,731,604
2323,731,605
2324,731,606
2325,732,607
2326,732,608
2327,732,609
2328,733,610
2329,734,611
2330,734,612
2331,734,613
2332,735,614
2333,736,614
2334,736,615
2335,737,614
2336,737,608
2337,737,609
2338,738,616
2339,738,617
2340,738,618
2341,739,619
2342,739,620
2343,739,621
2344,740,607
2345,740,622
2346,740,613
2347,741,623
2348,741,622
2349,741,621
2350,742,624
2351,742,620
2352,742,625
2353,743,13
2354,743,614
2355,743,615
2356,744,13
2357,744,614
2358,744,608
2359,745,14
2360,745,614
2361,745,608
2362,746,15
2363,746,614
2364,746,608
2365,747,13
2366,747,614
2367,748,15
2368,748,614
2369,748,615
2370,749,14
2371,749,614
2372,749,608
2373,749,609
2374,750,15
2375,750,614
2376,750,608
2377,750,609
2378,751,14
2379,751,626
2380,751,622
2381,751,613
2382,752,17
2383,752,626
2384,752,622
2385,752,613
2386,753,18
2387,753,626
2388,753,622
2389,753,613
2390,754,17
2391,754,614
2392,754,608
2393,754,609
2394,755,18
2395,755,614
2396,755,608
2397,755,609
2398,756,18
2399,756,623
2400,756,612
2401,756,621
2402,757,14
2403,757,627
2404,757,628
2405,757,625
2406,758,15
2407,758,627
2408,758,628
2409,758,625
2410,759,18
2411,759,616
2412,759,617
2413,759,618
2414,760,629
2415,760,630
2416,760,631
2417,761,632
2418,762,633
2419,762,634
2420,762,635
2421,763,636
2422,764,636
2423,764,637
2424,765,636
2425,765,630
2426,765,631
2427,766,638
2428,766,639
2429,766,640
2430,767,641
2431,767,642
2432,767,643
2433,768,644
2434,768,645
2435,768,646
2436,769,629
2437,769,647
2438,769,635
2439,770,648
2440,770,647
2441,770,649
2442,771,650
2443,771,651
2444,771,643
2445,772,13
2446,772,636
2447,772,637
2448,773,13
2449,773,636
2450,773,630
2451,774,14
2452,774,636
2453,774,630
2454,775,15
2455,775,636
2456,775,630
2457,776,13
2458,776,636
2459,777,15
2460,777,636
2461,777,637
2462,778,14
2463,778,636
2464,778,630
2465,778,631
2466,779,15
2467,779,636
2468,779,630
2469,779,631
2470,780,14
2471,780,652
2472,780,647
2473,780,635
2474,781,17
2475,781,652
2476,781,647
2477,781,635
2478,782,18
2479,782,652
2480,782,647
2481,782,635
2482,783,17
2483,783,636
2484,783,630
2485,783,631
2486,784,18
2487,784,636
2488,784,630
2489,784,631
2490,785,18
2491,785,648
2492,785,634
2493,785,649
2494,786,14
2495,786,638
2496,786,639
2497,786,640
2498,787,15
2499,787,641
2500,787,642
2501,787,643
2502,788,18
2503,788,653
2504,788,654
2505,788,655
